日付,場所,Ｒ,枠番,馬番,馬名,確定着順,レースID(新),単勝配当,複勝配当,枠連,馬連,馬単,３連複,３連単
260628,函館,12,7,12,クリエープキー,1,202606280201061212,1600,470,2730,5180,11210,140660,729440
260628,函館,12,8,14,ホワイトドラゴン,2,202606280201061214,(3.9),200,2730,5180,11210,140660,729440
260628,函館,12,5,7,ビーコング,3,202606280201061207,(118.6),2520,,,,140660,729440
260628,函館,12,6,10,シーグルロス,4,202606280201061210,(8.4),,,,,,
260628,函館,12,6,9,エクストラバック,5,202606280201061209,(9.9),,,,,,
260628,函館,12,4,6,ヴィヴァクラウン,6,202606280201061206,(8.9),,,,,,
260628,函館,12,3,3,サンドロナイト,7,202606280201061203,(15.7),,,,,,
260628,函館,12,5,8,フェアリーライズ,8,202606280201061208,(40.6),,,,,,
260628,函館,12,7,11,ライツユーアップ,9,202606280201061211,(71.1),,,,,,
260628,函館,12,4,5,キープサインオン,10,202606280201061205,(25.5),,,,,,
260628,函館,12,3,4,ウチュウノセカイ,11,202606280201061204,(3.7),,,,,,
260628,函館,12,1,1,ガットネロ,12,202606280201061201,(34.3),,,,,,
260628,函館,12,2,2,エルサトアナ,13,202606280201061202,(6.8),,,,,,
260628,函館,12,8,13,ゴキゲンサン,14,202606280201061213,(83.3),,,,,,
260628,函館,11,2,2,ファウストラーゼン,1,202606280201061102,1400,540,2180,12080,20220,45780,326840
260628,函館,11,6,10,ケリフレッドアスク,2,202606280201061110,(10.3),410,2180,12080,20220,45780,326840
260628,函館,11,2,3,ピースワンデュック,3,202606280201061103,(12.2),540,,,,45780,326840
260628,函館,11,5,8,ケイアイセナ,4,202606280201061108,(9.1),,,,,,
260628,函館,11,3,4,マジックサンズ,5,202606280201061104,(8.0),,,,,,
260628,函館,11,3,5,イガッチ,6,202606280201061105,(6.1),,,,,,
260628,函館,11,4,7,チャックネイト,7,202606280201061107,(60.9),,,,,,
260628,函館,11,4,6,サンストックトン,8,202606280201061106,(44.5),,,,,,
260628,函館,11,7,12,エコロディノス,9,202606280201061112,(7.5),,,,,,
260628,函館,11,7,13,アラタ,10,202606280201061113,(33.4),,,,,,
260628,函館,11,8,15,デビットバローズ,11,202606280201061115,(10.5),,,,,,
260628,函館,11,5,9,オニャンコポン,12,202606280201061109,(68.9),,,,,,
260628,函館,11,8,14,フィーリウス,13,202606280201061114,(6.9),,,,,,
260628,函館,11,6,11,ジュタ,14,202606280201061111,(8.8),,,,,,
260628,函館,11,1,1,バルナバ,15,202606280201061101,(26.3),,,,,,
260628,函館,10,1,1,プリンセッサ,1,202606280201061001,310,150,870,1050,1720,1770,9070
260628,函館,10,8,10,ウインシャーガス,2,202606280201061010,(3.3),130,870,1050,1720,1770,9070
260628,函館,10,6,6,ユージュアーナ,3,202606280201061006,(5.8),160,,,,1770,9070
260628,函館,10,6,7,ルージュマローネ,4,202606280201061007,(35.4),,,,,,
260628,函館,10,2,2,コパノエビータ,5,202606280201061002,(32.7),,,,,,
260628,函館,10,3,3,ネクストダンサー,6,202606280201061003,(91.4),,,,,,
260628,函館,10,5,5,ブラックルビー,7,202606280201061005,(18.0),,,,,,
260628,函館,10,7,9,タマモカンパネラ,8,202606280201061009,(8.8),,,,,,
260628,函館,10,8,11,ドーンコーラス,9,202606280201061011,(53.8),,,,,,
260628,函館,10,7,8,ニシノラヴァンダ,10,202606280201061008,(111.8),,,,,,
260628,函館,10,4,4,コンティオ,0,202606280201061004,(5.1),,,,,,
260628,函館,9,1,1,カムアップローゼス,1,202606280201060901,180,110,390,420,610,730,2230
260628,函館,9,4,4,ドッグウッド,2,202606280201060904,(3.9),130,390,420,610,730,2230
260628,函館,9,3,3,ゴーゴータカシ,3,202606280201060903,(7.6),170,,,,730,2230
260628,函館,9,7,8,ハミルトン,4,202606280201060908,(46.4),,,,,,
260628,函館,9,8,10,ピティロディア,5,202606280201060910,(60.5),,,,,,
260628,函館,9,5,5,ネッタイヤライ,6,202606280201060905,(10.4),,,,,,
260628,函館,9,7,7,ハルフロンティア,7,202606280201060907,(11.9),,,,,,
260628,函館,9,2,2,ナムラヒナギク,8,202606280201060902,(11.0),,,,,,
260628,函館,9,6,6,ゼアズノープレイス,9,202606280201060906,(306.1),,,,,,
260628,函館,9,8,9,マイネルイグザルト,10,202606280201060909,(107.7),,,,,,
260628,函館,8,6,9,レオアジャイル,1,202606280201060809,480,210,1140,13250,20570,23760,125580
260628,函館,8,4,5,マグネシアブリック,2,202606280201060805,(49.1),980,1140,13250,20570,23760,125580
260628,函館,8,5,6,ディーズメンフィス,3,202606280201060806,(5.9),200,,,,23760,125580
260628,函館,8,2,2,ストレイトアスク,4,202606280201060802,(26.1),,,,,,
260628,函館,8,4,4,クレセントウイング,5,202606280201060804,(13.0),,,,,,
260628,函館,8,7,10,ソードマスター,6,202606280201060810,(82.2),,,,,,
260628,函館,8,8,12,ニルマーネル,7,202606280201060812,(3.0),,,,,,
260628,函館,8,6,8,マイケルバローズ,8,202606280201060808,(5.1),,,,,,
260628,函館,8,1,1,アートフォーム,9,202606280201060801,(264.7),,,,,,
260628,函館,8,3,3,メーゼ,10,202606280201060803,(47.6),,,,,,
260628,函館,8,8,13,コスモレッド,11,202606280201060813,(7.0),,,,,,
260628,函館,8,5,7,グリフォン,12,202606280201060807,(32.2),,,,,,
260628,函館,8,7,11,ナクソス,13,202606280201060811,(143.1),,,,,,
260628,函館,7,4,4,キャットテイル,1,202606280201060704,670,210,1920,1760,3590,32520,153680
260628,函館,7,2,2,ビーチイン,2,202606280201060702,(4.8),170,1920,1760,3590,32520,153680
260628,函館,7,8,9,ゴールドヴィーナス,3,202606280201060709,(85.4),1060,,,,32520,153680
260628,函館,7,7,7,ヒミノエトワール,4,202606280201060707,(3.5),,,,,,
260628,函館,7,5,5,アリストクラシア,5,202606280201060705,(3.4),,,,,,
260628,函館,7,3,3,キタノサリスカ,6,202606280201060703,(43.7),,,,,,
260628,函館,7,1,1,ウィンターガーデン,7,202606280201060701,(34.1),,,,,,
260628,函館,7,7,8,サウンドルーチェ,8,202606280201060708,(10.6),,,,,,
260628,函館,7,8,10,シャンデヴィーニュ,9,202606280201060710,(58.8),,,,,,
260628,函館,7,6,6,ガーネットフレア,10,202606280201060706,(6.8),,,,,,
260628,函館,6,7,14,マテンロウオリジン,1,202606280201060614,180,110,1390,1450,2080,15970,45420
260628,函館,6,5,10,ベネディクション,2,202606280201060610,(17.8),370,1390,1450,2080,15970,45420
260628,函館,6,4,7,フローレンスフーガ,3,202606280201060607,(36.0),420,,,,15970,45420
260628,函館,6,3,6,ロッサコメータ,4,202606280201060606,(10.9),,,,,,
260628,函館,6,8,15,ハルノアメ,5,202606280201060615,(11.3),,,,,,
260628,函館,6,6,12,アート,6,202606280201060612,(38.9),,,,,,
260628,函館,6,4,8,コティノス,7,202606280201060608,(39.0),,,,,,
260628,函館,6,2,3,セイントクーヤ,8,202606280201060603,(60.0),,,,,,
260628,函館,6,7,13,マジックファイヤー,9,202606280201060613,(31.7),,,,,,
260628,函館,6,5,9,テンレディーゴー,10,202606280201060609,(184.0),,,,,,
260628,函館,6,1,1,アルペングロー,11,202606280201060601,(15.0),,,,,,
260628,函館,6,2,4,ショウナンアワード,12,202606280201060604,(41.2),,,,,,
260628,函館,6,8,16,ブランニューホーム,13,202606280201060616,(77.4),,,,,,
260628,函館,6,6,11,シーガルワールド,14,202606280201060611,(5.1),,,,,,
260628,函館,6,1,2,エクラドット,15,202606280201060602,(43.2),,,,,,
260628,函館,6,3,5,ビップジョワ,16,202606280201060605,(130.2),,,,,,
260628,函館,5,2,2,シグレ,1,202606280201060502,130,100,,170,220,270,500
260628,函館,5,1,1,ショパンコンクール,2,202606280201060501,(4.0),120,,170,220,270,500
260628,函館,5,3,3,ウメヒナタ,3,202606280201060503,(12.0),,,,,270,500
260628,函館,5,5,5,アズライトティアラ,4,202606280201060505,(50.7),,,,,,
260628,函館,5,6,6,ルミナスジェム,5,202606280201060506,(28.3),,,,,,
260628,函館,5,4,4,ソウカイファミリア,6,202606280201060504,(9.7),,,,,,
260628,函館,4,7,14,ノリマル,1,202606280201060414,1000,320,790,4250,8270,7070,55840
260628,函館,4,6,11,ヴィラジョヴィス,2,202606280201060411,(9.8),340,790,4250,8270,7070,55840
260628,函館,4,6,12,タビニュ,3,202606280201060412,(5.5),220,,,,7070,55840
260628,函館,4,2,3,フォーチュンローズ,4,202606280201060403,(4.6),,,,,,
260628,函館,4,7,13,ジングアップ,5,202606280201060413,(8.1),,,,,,
260628,函館,4,5,10,ホウオウファミリー,6,202606280201060410,(3.7),,,,,,
260628,函館,4,8,16,ダイナソーコー,7,202606280201060416,(39.9),,,,,,
260628,函館,4,4,8,ソルトハッピー,8,202606280201060408,(7.1),,,,,,
260628,函館,4,5,9,ウインアトム,9,202606280201060409,(69.0),,,,,,
260628,函館,4,2,4,ウインブリザード,10,202606280201060404,(24.1),,,,,,
260628,函館,4,3,6,アルタティール,11,202606280201060406,(85.3),,,,,,
260628,函館,4,8,15,ティラユール,12,202606280201060415,(100.9),,,,,,
260628,函館,4,1,2,ブリックアブラック,13,202606280201060402,(93.5),,,,,,
260628,函館,4,4,7,カノープス,14,202606280201060407,(205.7),,,,,,
260628,函館,4,1,1,ミカレオス,15,202606280201060401,(380.2),,,,,,
260628,函館,4,3,5,ブッチギレ,16,202606280201060405,(157.7),,,,,,
260628,函館,3,6,7,イングラム,1,202606280201060307,160,110,260,250,350,540,1080
260628,函館,3,6,8,ビタミンドロップ,2,202606280201060308,(4.9),130,260,250,350,540,1080
260628,函館,3,1,1,エコロセレナ,3,202606280201060301,(7.2),150,,,,540,1080
260628,函館,3,5,5,ホワイトラバーズ,4,202606280201060305,(87.4),,,,,,
260628,函館,3,2,2,アジーザム,5,202606280201060302,(132.2),,,,,,
260628,函館,3,8,11,コシタンタン,6,202606280201060311,(70.7),,,,,,
260628,函館,3,5,6,ハナイロマヒナ,7,202606280201060306,(29.0),,,,,,
260628,函館,3,7,10,ウィズアツインクル,8,202606280201060310,(10.4),,,,,,
260628,函館,3,3,3,ビップアリス,9,202606280201060303,(191.9),,,,,,
260628,函館,3,4,4,ブザービーター,10,202606280201060304,(60.2),,,,,,
260628,函館,3,8,12,ヴェンデボヌール,11,202606280201060312,(7.6),,,,,,
260628,函館,3,7,9,ジャーナーリア,0,202606280201060309,,,,,,,
260628,函館,2,3,3,ライカ,1,202606280201060203,480,160,1900,7660,9880,5950,45580
260628,函館,2,5,8,サンオブザサン,2,202606280201060208,(32.3),500,1900,7660,9880,5950,45580
260628,函館,2,4,5,テンレッドサン,3,202606280201060205,(2.6),120,,,,5950,45580
260628,函館,2,1,1,メイショウタイザン,4,202606280201060201,(7.7),,,,,,
260628,函館,2,8,14,ヤマメイッカ,5,202606280201060214,(8.4),,,,,,
260628,函館,2,5,7,マルシュボヌール,6,202606280201060207,(21.7),,,,,,
260628,函館,2,6,10,ヒルノボローニャ,7,202606280201060210,(5.5),,,,,,
260628,函館,2,7,12,ロスニーニョス,8,202606280201060212,(37.7),,,,,,
260628,函館,2,2,2,ロジクリスエス,9,202606280201060202,(41.4),,,,,,
260628,函館,2,4,6,アドフランマム,10,202606280201060206,(72.7),,,,,,
260628,函館,2,7,11,モノノケ,11,202606280201060211,(209.8),,,,,,
260628,函館,2,6,9,スマートイデアル,12,202606280201060209,(177.4),,,,,,
260628,函館,2,8,13,ルナノーヴァ,13,202606280201060213,(129.7),,,,,,
260628,函館,2,3,4,テリコス,14,202606280201060204,(12.5),,,,,,
260628,函館,1,7,7,ダイシンドラゴン,1,202606280201060107,240,120,,1150,1840,19590,61470
260628,函館,1,1,1,チカバリエンテ,2,202606280201060101,(7.4),210,,1150,1840,19590,61470
260628,函館,1,6,6,ガーシュウィン,3,202606280201060106,(85.1),1790,,,,19590,61470
260628,函館,1,3,3,ウィルレーヴィア,4,202606280201060103,(73.1),,,,,,
260628,函館,1,5,5,シークレットタワー,5,202606280201060105,(5.0),,,,,,
260628,函館,1,8,8,アイルドフルール,6,202606280201060108,(37.6),,,,,,
260628,函館,1,4,4,キセキノユニコーン,7,202606280201060104,(3.8),,,,,,
260628,函館,1,2,2,パンジャケリー,8,202606280201060102,(5.2),,,,,,
260628,福島,12,5,8,スターランウェイ,1,202606280302021208,1120,330,3240,2790,6200,8890,59730
260628,福島,12,5,7,ソニックブレイカー,2,202606280302021207,(4.4),180,3240,2790,6200,8890,59730
260628,福島,12,1,1,ロイヤルスパイア,3,202606280302021201,(9.1),270,,,,8890,59730
260628,福島,12,4,5,クアロアランチ,4,202606280302021205,(13.0),,,,,,
260628,福島,12,2,2,モズタンケ,5,202606280302021202,(5.9),,,,,,
260628,福島,12,7,11,フクチャンヒメ,6,202606280302021211,(67.9),,,,,,
260628,福島,12,4,6,カツノテンス,7,202606280302021206,(138.1),,,,,,
260628,福島,12,3,4,ミルトハーバー,8,202606280302021204,(7.2),,,,,,
260628,福島,12,8,13,ブーケドリス,9,202606280302021213,(3.1),,,,,,
260628,福島,12,6,9,アルニラム,10,202606280302021209,(117.8),,,,,,
260628,福島,12,7,12,タッカーバレット,11,202606280302021212,(52.6),,,,,,
260628,福島,12,8,14,ジャスフォール,12,202606280302021214,(14.8),,,,,,
260628,福島,12,6,10,ゴルトレオパルト,13,202606280302021210,(390.2),,,,,,
260628,福島,12,3,3,マーシャルアン,14,202606280302021203,(177.6),,,,,,
260628,福島,11,7,13,サノノグレーター,1,202606280302021113,540,200,3150,4550,8360,8250,52690
260628,福島,11,4,8,ディールメーカー,2,202606280302021108,(14.0),360,3150,4550,8360,8250,52690
260628,福島,11,3,5,リッツパーティー,3,202606280302021105,(5.6),200,,,,8250,52690
260628,福島,11,8,15,バドリナート,4,202606280302021115,(29.1),,,,,,
260628,福島,11,5,10,ガリレア,5,202606280302021110,(151.8),,,,,,
260628,福島,11,2,4,サイモンシャリオ,6,202606280302021104,(59.5),,,,,,
260628,福島,11,2,3,ジーネキング,7,202606280302021103,(11.1),,,,,,
260628,福島,11,3,6,コルテオソレイユ,8,202606280302021106,(7.8),,,,,,
260628,福島,11,1,2,クカイリモク,9,202606280302021102,(18.6),,,,,,
260628,福島,11,1,1,ルージュボヤージュ,10,202606280302021101,(9.0),,,,,,
260628,福島,11,6,12,ローベルクランツ,11,202606280302021112,(6.3),,,,,,
260628,福島,11,4,7,ショウナンガルフ,12,202606280302021107,(79.2),,,,,,
260628,福島,11,5,9,キンググローリー,13,202606280302021109,(18.6),,,,,,
260628,福島,11,8,16,スペルーチェ,14,202606280302021116,(21.7),,,,,,
260628,福島,11,6,11,コロナドブリッジ,15,202606280302021111,(27.2),,,,,,
260628,福島,11,7,14,スカイスプレンダー,16,202606280302021114,(13.8),,,,,,
260628,福島,10,4,4,エクリプスルバン,1,202606280302021004,170,110,860,2430,3210,2520,12170
260628,福島,10,8,10,ゴールドアローン,2,202606280302021010,(38.5),350,860,2430,3210,2520,12170
260628,福島,10,7,9,ドバイブルース,3,202606280302021009,(5.5),150,,,,2520,12170
260628,福島,10,7,8,アイウィル,4,202606280302021008,(44.8),,,,,,
260628,福島,10,3,3,バギーウィップ,5,202606280302021003,(8.6),,,,,,
260628,福島,10,6,6,タイセイミッション,6,202606280302021006,(19.9),,,,,,
260628,福島,10,5,5,ヴァナルガンド,7,202606280302021005,(24.1),,,,,,
260628,福島,10,8,11,クロースコンバット,8,202606280302021011,(26.8),,,,,,
260628,福島,10,6,7,ラフエイジアン,9,202606280302021007,(12.8),,,,,,
260628,福島,10,1,1,オリーブグリーン,10,202606280302021001,(7.9),,,,,,
260628,福島,10,2,2,メイショウフウドウ,11,202606280302021002,(101.2),,,,,,
260628,福島,9,7,11,クロシェットノエル,1,202606280302020911,1890,480,1290,5310,13620,8190,70210
260628,福島,9,1,1,アリスメティーク,2,202606280302020901,(7.3),250,1290,5310,13620,8190,70210
260628,福島,9,5,7,コスモイシュタル,3,202606280302020907,(7.9),250,,,,8190,70210
260628,福島,9,6,10,ホウオウシンデレラ,4,202606280302020910,(17.2),,,,,,
260628,福島,9,6,9,エバーグルーヴ,5,202606280302020909,(24.6),,,,,,
260628,福島,9,8,14,レイピカケ,6,202606280302020914,(241.4),,,,,,
260628,福島,9,3,3,ラビットアイ,7,202606280302020903,(19.3),,,,,,
260628,福島,9,3,4,レッセパッセ,8,202606280302020904,(103.6),,,,,,
260628,福島,9,8,13,オルノア,9,202606280302020913,(73.4),,,,,,
260628,福島,9,7,12,ノビリシマビジョン,10,202606280302020912,(4.9),,,,,,
260628,福島,9,4,6,ボウウィンドウ,11,202606280302020906,(1.8),,,,,,
260628,福島,9,5,8,オデット,12,202606280302020908,(310.9),,,,,,
260628,福島,9,4,5,エーデル,13,202606280302020905,(90.6),,,,,,
260628,福島,9,2,2,ウインルピナス,0,202606280302020902,,,,,,,
260628,福島,8,1,1,ゲンジ,1,202606280302020801,580,170,2700,2030,3670,2200,19350
260628,福島,8,3,3,ヤマニンヘルシェ,2,202606280302020803,(8.6),220,2700,2030,3670,2200,19350
260628,福島,8,7,10,エースフライト,3,202606280302020810,(2.5),140,,,,2200,19350
260628,福島,8,7,11,オメガストリーム,4,202606280302020811,(190.3),,,,,,
260628,福島,8,4,5,ニホンピロロジャー,5,202606280302020805,(3.2),,,,,,
260628,福島,8,5,7,ストレートブラック,6,202606280302020807,(12.9),,,,,,
260628,福島,8,5,6,テイキットイージー,7,202606280302020806,(61.5),,,,,,
260628,福島,8,4,4,リリエンフェルト,8,202606280302020804,(199.0),,,,,,
260628,福島,8,2,2,エクセルクラウン,9,202606280302020802,(36.7),,,,,,
260628,福島,8,6,9,リュクスパトロール,10,202606280302020809,(10.1),,,,,,
260628,福島,8,6,8,キロノヴァ,11,202606280302020808,(37.7),,,,,,
260628,福島,8,8,12,ジャスティンライズ,12,202606280302020812,(301.6),,,,,,
260628,福島,8,8,13,グランドフォレスト,13,202606280302020813,(590.2),,,,,,
260628,福島,7,7,14,アイアンパイク,1,202606280302020714,250,120,250,290,590,1560,4840
260628,福島,7,4,7,キッショウダラニ,2,202606280302020707,(2.4),120,250,290,590,1560,4840
260628,福島,7,3,5,ノーブルラホーヤ,3,202606280302020705,(31.9),310,,,,1560,4840
260628,福島,7,2,3,ウインディナナコ,4,202606280302020703,(52.8),,,,,,
260628,福島,7,8,15,マイネルヴェーゼン,5,202606280302020715,(8.9),,,,,,
260628,福島,7,2,4,ニットウエース,6,202606280302020704,(77.9),,,,,,
260628,福島,7,1,2,オドラタス,7,202606280302020702,(7.2),,,,,,
260628,福島,7,1,1,ニチヤヲツイデ,8,202606280302020701,(303.0),,,,,,
260628,福島,7,5,10,ベンテンカグラ,9,202606280302020710,(35.6),,,,,,
260628,福島,7,3,6,スーホ,10,202606280302020706,(13.0),,,,,,
260628,福島,7,6,11,ホットジュピター,11,202606280302020711,(353.8),,,,,,
260628,福島,7,7,13,カゼノハゴロモ,12,202606280302020713,(347.3),,,,,,
260628,福島,7,5,9,スコアレジーナ,13,202606280302020709,(56.5),,,,,,
260628,福島,7,8,16,アンパシオンス,14,202606280302020716,(335.3),,,,,,
260628,福島,7,4,8,ミサトレジーナ,15,202606280302020708,(365.0),,,,,,
260628,福島,7,6,12,ザウシャルト,0,202606280302020712,,,,,,,
260628,福島,6,3,6,サトノワーグナー,1,202606280302020606,400,170,1240,1180,2160,2450,11820
260628,福島,6,8,16,オレンジキャンパス,2,202606280302020616,(5.8),190,1240,1180,2160,2450,11820
260628,福島,6,6,11,ミラビリオン,3,202606280302020611,(7.8),190,,,,2450,11820
260628,福島,6,4,7,イイクニパッション,4,202606280302020607,(2.8),,,,,,
260628,福島,6,2,4,スカット,5,202606280302020604,(11.7),,,,,,
260628,福島,6,1,2,リアアーテシアン,6,202606280302020602,(5.9),,,,,,
260628,福島,6,3,5,リバージュエル,7,202606280302020605,(49.4),,,,,,
260628,福島,6,1,1,オレンジリバー,8,202606280302020601,(30.1),,,,,,
260628,福島,6,6,12,ロジシーザ,9,202606280302020612,(36.1),,,,,,
260628,福島,6,5,10,ハクサンレイホウ,10,202606280302020610,(358.2),,,,,,
260628,福島,6,4,8,ハクサンスオーノ,11,202606280302020608,(127.3),,,,,,
260628,福島,6,8,15,アリアーネ,12,202606280302020615,(508.9),,,,,,
260628,福島,6,5,9,モリガン,13,202606280302020609,(210.1),,,,,,
260628,福島,6,2,3,ペイシャラム,14,202606280302020603,(217.0),,,,,,
260628,福島,6,7,14,ハミングディスト,15,202606280302020614,(347.0),,,,,,
260628,福島,6,7,13,カーニバルウェイ,16,202606280302020613,(430.9),,,,,,
260628,福島,5,8,13,ウインワーグナー,1,202606280302020513,800,240,950,5820,9890,5200,46190
