日付,場所,Ｒ,枠番,馬番,馬名,確定着順,レースID(新),単勝配当,複勝配当,枠連,馬連,馬単,３連複,３連単
260124,中山,12,2,2,プリムツァール,1,202601240601081202,180,110,850,1310,1600,980,4940
260124,中山,12,6,8,ゴールドシーン,2,202601240601081208,(18.2),200,850,1310,1600,980,4940
260124,中山,12,1,1,アセンブリールーム,3,202601240601081201,(3.5),130,,,,980,4940
260124,中山,12,5,5,イージーブリージー,4,202601240601081205,(18.0),,,,,,
260124,中山,12,8,11,メランジェ,5,202601240601081211,(8.2),,,,,,
260124,中山,12,4,4,レッドロスタム,6,202601240601081204,(14.0),,,,,,
260124,中山,12,5,6,ペプロス,7,202601240601081206,(29.1),,,,,,
260124,中山,12,6,7,チョングク,8,202601240601081207,(25.6),,,,,,
260124,中山,12,7,10,スノークローバー,9,202601240601081210,(434.2),,,,,,
260124,中山,12,3,3,エコロライジン,10,202601240601081203,(73.3),,,,,,
260124,中山,12,7,9,カイトグート,11,202601240601081209,(49.8),,,,,,
260124,中山,12,8,12,サトノジール,12,202601240601081212,(171.5),,,,,,
260124,中山,11,8,16,エセルフリーダ,1,202601240601081116,450,190,1340,1590,3000,13790,56440
260124,中山,11,5,10,ショウナンラピダス,2,202601240601081110,(6.8),250,1340,1590,3000,13790,56440
260124,中山,11,2,4,フレーヴァード,3,202601240601081104,(22.8),660,,,,13790,56440
260124,中山,11,7,14,ガジュノリ,4,202601240601081114,(57.2),,,,,,
260124,中山,11,8,18,アマイ,5,202601240601081118,(72.8),,,,,,
260124,中山,11,3,6,マイネルブリックス,6,202601240601081106,(137.8),,,,,,
260124,中山,11,5,9,スパークリシャール,7,202601240601081109,(35.6),,,,,,
260124,中山,11,1,1,マイネルニコラス,8,202601240601081101,(111.3),,,,,,
260124,中山,11,6,11,ソリダリティ,9,202601240601081111,(35.1),,,,,,
260124,中山,11,4,7,シャドウメテオ,10,202601240601081107,(2.9),,,,,,
260124,中山,11,2,3,ミカッテヨンデイイ,11,202601240601081103,(21.6),,,,,,
260124,中山,11,3,5,ロジマンボ,12,202601240601081105,(304.4),,,,,,
260124,中山,11,1,2,タイキラフター,13,202601240601081102,(9.4),,,,,,
260124,中山,11,4,8,ドットクルー,14,202601240601081108,(6.7),,,,,,
260124,中山,11,6,12,コスモフロイデ,15,202601240601081112,(272.7),,,,,,
260124,中山,11,7,15,ホウオウムサシ,16,202601240601081115,(22.7),,,,,,
260124,中山,11,8,17,カヨウネンカ,17,202601240601081117,(140.7),,,,,,
260124,中山,11,7,13,ルシフェル,18,202601240601081113,(27.6),,,,,,
260124,中山,10,1,1,プルナチャンドラ,1,202601240601081001,230,110,220,230,420,640,2360
260124,中山,10,7,7,サノノワンダー,2,202601240601081007,(2.5),110,220,230,420,640,2360
260124,中山,10,7,8,シグムンド,3,202601240601081008,(13.5),190,,,,640,2360
260124,中山,10,4,4,セザンワールド,4,202601240601081004,(33.5),,,,,,
260124,中山,10,8,10,フィールオーサム,5,202601240601081010,(4.1),,,,,,
260124,中山,10,2,2,マンダリンボレロ,6,202601240601081002,(67.7),,,,,,
260124,中山,10,5,5,デルマタモン,7,202601240601081005,(200.6),,,,,,
260124,中山,10,3,3,ライジンマル,8,202601240601081003,(28.6),,,,,,
260124,中山,10,6,6,ヤウガウ,9,202601240601081006,(232.5),,,,,,
260124,中山,10,8,9,デファイ,10,202601240601081009,(23.3),,,,,,
260124,中山,9,7,7,ドゥカート,1,202601240601080907,3310,490,6080,6160,15730,4660,62910
260124,中山,9,5,5,ヤマニンアドホック,2,202601240601080905,(4.1),150,6080,6160,15730,4660,62910
260124,中山,9,6,6,ビーオンザカバー,3,202601240601080906,(2.3),130,,,,4660,62910
260124,中山,9,2,2,タイセイリコルド,4,202601240601080902,(3.1),,,,,,
260124,中山,9,1,1,マイネルフーガ,5,202601240601080901,(22.1),,,,,,
260124,中山,9,8,9,ミラーダカリエンテ,6,202601240601080909,(56.3),,,,,,
260124,中山,9,3,3,ミーントゥビー,7,202601240601080903,(19.9),,,,,,
260124,中山,9,8,8,レイヤードレッド,8,202601240601080908,(33.6),,,,,,
260124,中山,9,4,4,ダイシンアポロン,9,202601240601080904,(10.0),,,,,,
260124,中山,8,8,11,キョウエイフロイデ,1,202601240601080811,350,130,1110,1560,2830,2730,14240
260124,中山,8,4,4,ヴァリオーサ,2,202601240601080804,(7.7),190,1110,1560,2830,2730,14240
260124,中山,8,2,2,マタミカンサン,3,202601240601080802,(7.4),210,,,,2730,14240
260124,中山,8,6,8,パースウェイド,4,202601240601080808,(3.3),,,,,,
260124,中山,8,3,3,ピラニアキッス,5,202601240601080803,(58.5),,,,,,
260124,中山,8,8,12,ミラクルダンサー,6,202601240601080812,(9.2),,,,,,
260124,中山,8,5,6,ルージュマローネ,7,202601240601080806,(13.0),,,,,,
260124,中山,8,1,1,ミヤジテン,8,202601240601080801,(46.5),,,,,,
260124,中山,8,7,10,シャンハイナイト,9,202601240601080810,(6.0),,,,,,
260124,中山,8,6,7,テンミラージュ,10,202601240601080807,(52.4),,,,,,
260124,中山,8,5,5,レリッシュ,11,202601240601080805,(326.3),,,,,,
260124,中山,8,7,9,ライズトゥザトップ,0,202601240601080809,,,,,,,
260124,中山,7,7,14,ルーフオブヘヴン,1,202601240601080714,1870,320,1590,1810,5860,4020,36500
260124,中山,7,8,15,ピコレッド,2,202601240601080715,(2.3),120,1590,1810,5860,4020,36500
260124,中山,7,1,1,ホウオウゴールド,3,202601240601080701,(7.4),180,,,,4020,36500
260124,中山,7,3,5,カーヌスティ,4,202601240601080705,(9.9),,,,,,
260124,中山,7,7,13,バスターコール,5,202601240601080713,(122.1),,,,,,
260124,中山,7,2,4,クインズポラリス,6,202601240601080704,(28.1),,,,,,
260124,中山,7,6,12,シスター,7,202601240601080712,(50.2),,,,,,
260124,中山,7,4,8,ホーリーブライト,8,202601240601080708,(59.9),,,,,,
260124,中山,7,5,9,ヴィンブルレー,9,202601240601080709,(2.7),,,,,,
260124,中山,7,6,11,スマートフランキー,10,202601240601080711,(135.8),,,,,,
260124,中山,7,4,7,ショーモッシュ,11,202601240601080707,(143.6),,,,,,
260124,中山,7,1,2,ハーモニーソング,12,202601240601080702,(45.4),,,,,,
260124,中山,7,5,10,エンジェルラダー,13,202601240601080710,(15.1),,,,,,
260124,中山,7,3,6,ヴォラーレ,14,202601240601080706,(829.2),,,,,,
260124,中山,7,2,3,ブリッツアロング,15,202601240601080703,(686.8),,,,,,
260124,中山,7,8,16,ヴィヴァラリス,16,202601240601080716,(358.2),,,,,,
260124,中山,6,7,11,クラウトロック,1,202601240601080611,240,150,870,5070,5930,21900,68470
260124,中山,6,4,4,ガンダ,2,202601240601080604,(60.0),970,870,5070,5930,21900,68470
260124,中山,6,6,9,リヒトミューレ,3,202601240601080609,(25.5),480,,,,21900,68470
260124,中山,6,5,6,ショウナンパトス,4,202601240601080606,(6.1),,,,,,
260124,中山,6,7,10,ユアフェリシティ,5,202601240601080610,(6.0),,,,,,
260124,中山,6,3,3,ラフレードピエル,6,202601240601080603,(259.9),,,,,,
260124,中山,6,2,2,ロンギングフォユー,7,202601240601080602,(4.2),,,,,,
260124,中山,6,5,7,タイセツナヒ,8,202601240601080607,(77.1),,,,,,
260124,中山,6,8,12,アースインハマー,9,202601240601080612,(10.5),,,,,,
260124,中山,6,1,1,ニャンタロウ,10,202601240601080601,(51.3),,,,,,
260124,中山,6,6,8,アジアントレジャー,11,202601240601080608,(178.1),,,,,,
260124,中山,6,4,5,ケントン,12,202601240601080605,(15.9),,,,,,
260124,中山,6,8,13,セントゴーデンス,13,202601240601080613,(40.1),,,,,,
260124,中山,5,8,17,ミッキーファルコン,1,202601240601080517,380,200,3440,4460,6630,167400,366680
260124,中山,5,8,18,ベルトラッキ,2,202601240601080518,(26.7),690,3440,4460,6630,167400,366680
260124,中山,5,2,3,ゾネブルーム,3,202601240601080503,(63.2),1760,,,,167400,366680
260124,中山,5,4,8,モデレートゲイル,4,202601240601080508,(20.6),,,,,,
260124,中山,5,1,2,ウィロークリーク,5,202601240601080502,(2.0),,,,,,
260124,中山,5,3,5,ウェイクフィールド,6,202601240601080505,(11.4),,,,,,
260124,中山,5,1,1,ベストブラザーズ,7,202601240601080501,(20.0),,,,,,
260124,中山,5,5,10,フォーチュンローズ,8,202601240601080510,(11.9),,,,,,
260124,中山,5,4,7,キンググローリー,9,202601240601080507,(17.4),,,,,,
260124,中山,5,2,4,マイネルヴェーゼン,10,202601240601080504,(13.4),,,,,,
260124,中山,5,8,16,レッドリアライズ,11,202601240601080516,(164.5),,,,,,
260124,中山,5,3,6,ラヴィニアパーク,12,202601240601080506,(79.3),,,,,,
260124,中山,5,6,12,トーセンマジェスタ,13,202601240601080512,(440.0),,,,,,
260124,中山,5,7,14,ロイヤルヤマト,14,202601240601080514,(116.3),,,,,,
260124,中山,5,7,13,エクラドット,15,202601240601080513,(118.8),,,,,,
260124,中山,5,7,15,ファインブライト,16,202601240601080515,(155.7),,,,,,
260124,中山,5,5,9,ノーブルスアーク,17,202601240601080509,(148.4),,,,,,
260124,中山,5,6,11,スチールナイト,18,202601240601080511,(557.6),,,,,,
260124,中山,4,2,3,テイクオンミー,1,202601240601080403,2330,320,1680,1800,5910,4010,43560
260124,中山,4,6,10,ウインビギニング,2,202601240601080410,(1.8),110,1680,1800,5910,4010,43560
260124,中山,4,8,15,コイオステソーロ,3,202601240601080415,(8.6),230,,,,4010,43560
260124,中山,4,8,14,エマープ,4,202601240601080414,(54.4),,,,,,
260124,中山,4,7,13,コウソクルリアン,5,202601240601080413,(44.5),,,,,,
260124,中山,4,5,8,カシマライフウ,6,202601240601080408,(6.4),,,,,,
260124,中山,4,7,12,サクセスゴールド,7,202601240601080412,(4.6),,,,,,
