日付,場所,Ｒ,枠番,馬番,馬名,確定着順,レースID(新),単勝配当,複勝配当,枠連,馬連,馬単,３連複,３連単
260221,阪神,12,7,13,サトミノエンジェル,1,202602210901011213,360,160,270,9420,13350,11450,82910
260221,阪神,12,6,11,コスモコンフェルマ,2,202602210901011211,(48.8),740,270,9420,13350,11450,82910
260221,阪神,12,7,12,レッドボブ,3,202602210901011212,(4.6),220,,,,11450,82910
260221,阪神,12,6,10,ドゥラエテルノ,4,202602210901011210,(2.7),,,,,,
260221,阪神,12,2,2,グレイルクエスト,5,202602210901011202,(7.7),,,,,,
260221,阪神,12,1,1,シンリミテス,6,202602210901011201,(121.2),,,,,,
260221,阪神,12,8,15,ウインアルドーレ,7,202602210901011215,(25.4),,,,,,
260221,阪神,12,5,8,ホウオウベルクソン,8,202602210901011208,(15.7),,,,,,
260221,阪神,12,3,5,ヒデノレインボー,9,202602210901011205,(79.6),,,,,,
260221,阪神,12,5,9,ヤウガウ,10,202602210901011209,(312.1),,,,,,
260221,阪神,12,4,6,シャンバラ,11,202602210901011206,(40.3),,,,,,
260221,阪神,12,2,3,グレイスザクラウン,12,202602210901011203,(27.2),,,,,,
260221,阪神,12,8,14,ミカエルパシャ,13,202602210901011214,(14.6),,,,,,
260221,阪神,12,3,4,アラナコア,0,202602210901011204,,,,,,,
260221,阪神,12,4,7,パーサヴィアランス,0,202602210901011207,,,,,,,
260221,阪神,11,1,1,ソンシ,1,202602210901011101,420,230,1660,11090,15600,25760,107420
260221,阪神,11,3,6,ララマセラシオン,2,202602210901011106,(53.1),1160,1660,11090,15600,25760,107420
260221,阪神,11,3,5,ドロップオブライト,3,202602210901011105,(8.8),300,,,,25760,107420
260221,阪神,11,4,8,ディアナザール,4,202602210901011108,(6.8),,,,,,
260221,阪神,11,4,7,アサカラキング,5,202602210901011107,(11.8),,,,,,
260221,阪神,11,6,12,アルテヴェローチェ,6,202602210901011112,(118.2),,,,,,
260221,阪神,11,7,13,ヤンキーバローズ,7,202602210901011113,(7.1),,,,,,
260221,阪神,11,1,2,レイベリング,8,202602210901011102,(30.3),,,,,,
260221,阪神,11,5,9,マイネルチケット,9,202602210901011109,(4.7),,,,,,
260221,阪神,11,7,14,マサノカナリア,10,202602210901011114,(47.5),,,,,,
260221,阪神,11,5,10,グレイイングリーン,11,202602210901011110,(36.8),,,,,,
260221,阪神,11,7,15,グロリアラウス,12,202602210901011115,(35.6),,,,,,
260221,阪神,11,8,16,メイショウチタン,13,202602210901011116,(155.5),,,,,,
260221,阪神,11,6,11,ダディーズビビッド,14,202602210901011111,(171.0),,,,,,
260221,阪神,11,8,18,カンチェンジュンガ,15,202602210901011118,(10.8),,,,,,
260221,阪神,11,2,3,スリールミニョン,16,202602210901011103,(48.3),,,,,,
260221,阪神,11,2,4,ナムラアトム,17,202602210901011104,(21.4),,,,,,
260221,阪神,11,8,17,メイショウソラフネ,18,202602210901011117,(78.8),,,,,,
260221,阪神,10,4,8,ベルジュロネット,1,202602210901011008,420,190,1570,2710,5190,19190,75280
260221,阪神,10,8,15,タマモティーカップ,2,202602210901011015,(13.7),390,1570,2710,5190,19190,75280
260221,阪神,10,2,3,ヤマニンアストロン,3,202602210901011003,(22.2),550,,,,19190,75280
260221,阪神,10,4,7,トゥロン,4,202602210901011007,(24.0),,,,,,
260221,阪神,10,2,4,シゲルソロソロ,5,202602210901011004,(87.1),,,,,,
260221,阪神,10,3,6,ペイシャケイプ,6,202602210901011006,(4.6),,,,,,
260221,阪神,10,3,5,ハクサンアイリス,7,202602210901011005,(14.2),,,,,,
260221,阪神,10,1,1,ラファル,8,202602210901011001,(5.3),,,,,,
260221,阪神,10,5,9,タガノシャーンス,9,202602210901011009,(28.6),,,,,,
260221,阪神,10,7,14,ヴェロクオーレ,10,202602210901011014,(4.3),,,,,,
260221,阪神,10,8,16,リネアグローリア,11,202602210901011016,(26.9),,,,,,
260221,阪神,10,6,11,タマモダイジョッキ,12,202602210901011011,(96.7),,,,,,
260221,阪神,10,6,12,メイショウヤーキス,13,202602210901011012,(27.7),,,,,,
260221,阪神,10,5,10,ジャーヴィス,14,202602210901011010,(62.8),,,,,,
260221,阪神,10,7,13,グラスシフォン,15,202602210901011013,(285.2),,,,,,
260221,阪神,10,1,2,キュムロンニンバス,16,202602210901011002,(360.0),,,,,,
260221,阪神,9,7,13,レッドフェルメール,1,202602210901010913,280,140,680,1010,1490,17610,67150
260221,阪神,9,7,15,ロケベンドラ,2,202602210901010915,(7.4),240,680,1010,1490,17610,67150
260221,阪神,9,2,4,テーオーシュタイン,3,202602210901010904,(41.9),790,,,,17610,67150
260221,阪神,9,8,17,エーデルヴェーグ,4,202602210901010917,(4.5),,,,,,
260221,阪神,9,4,8,ダノンクロム,5,202602210901010908,(18.0),,,,,,
260221,阪神,9,3,6,ダノンブギ,6,202602210901010906,(5.6),,,,,,
260221,阪神,9,8,16,トウカイフルーレ,7,202602210901010916,(160.0),,,,,,
260221,阪神,9,4,7,ラガークイン,8,202602210901010907,(44.4),,,,,,
260221,阪神,9,5,10,ジーティームッシュ,9,202602210901010910,(145.7),,,,,,
260221,阪神,9,1,1,オーバースタンド,10,202602210901010901,(19.9),,,,,,
260221,阪神,9,2,3,フラッシングレート,11,202602210901010903,(58.9),,,,,,
260221,阪神,9,3,5,モズイージス,12,202602210901010905,(192.0),,,,,,
260221,阪神,9,6,11,ミッキースターダム,13,202602210901010911,(15.6),,,,,,
260221,阪神,9,1,2,オーケーダイナ,14,202602210901010902,(91.8),,,,,,
260221,阪神,9,6,12,レッドイステル,15,202602210901010912,(16.8),,,,,,
260221,阪神,9,5,9,トウカイリュタン,16,202602210901010909,(368.1),,,,,,
260221,阪神,9,7,14,アンジュアルディ,17,202602210901010914,(29.1),,,,,,
260221,阪神,9,8,18,プロクレイア,18,202602210901010918,(216.6),,,,,,
260221,阪神,8,4,4,ラージアンサンブル,1,202602210901010804,1430,430,,1330,3690,2330,19340
260221,阪神,8,2,2,アーレムアレス,2,202602210901010802,(2.0),120,,1330,3690,2330,19340
260221,阪神,8,3,3,ノチェセラーダ,3,202602210901010803,(9.5),,,,,2330,19340
260221,阪神,8,6,6,ガウディ,4,202602210901010806,(19.2),,,,,,
260221,阪神,8,5,5,アッカン,5,202602210901010805,(6.3),,,,,,
260221,阪神,8,1,1,ページターナー,6,202602210901010801,(4.3),,,,,,
260221,阪神,8,7,7,ナリタエスペランサ,7,202602210901010807,(6.9),,,,,,
260221,阪神,7,5,10,ザックザク,1,202602210901010710,210,110,290,310,590,3890,13740
260221,阪神,7,1,2,タケルハーロック,2,202602210901010702,(2.8),130,290,310,590,3890,13740
260221,阪神,7,3,5,ハウリングウィンド,3,202602210901010705,(37.9),590,,,,3890,13740
260221,阪神,7,5,9,バルミラクル,4,202602210901010709,(29.1),,,,,,
260221,阪神,7,3,6,グディンナ,5,202602210901010706,(207.8),,,,,,
260221,阪神,7,7,13,ミスティマウンテン,6,202602210901010713,(21.4),,,,,,
260221,阪神,7,7,14,アトリウムチャペル,7,202602210901010714,(82.9),,,,,,
260221,阪神,7,4,7,テーオーノーベル,8,202602210901010707,(33.5),,,,,,
260221,阪神,7,2,3,メルシージュテーム,9,202602210901010703,(23.0),,,,,,
260221,阪神,7,1,1,ルージュミレネール,10,202602210901010701,(59.1),,,,,,
260221,阪神,7,2,4,エイミームーン,11,202602210901010704,(26.0),,,,,,
260221,阪神,7,8,16,ニシノジェダイ,12,202602210901010716,(6.7),,,,,,
260221,阪神,7,8,15,ドゥラルーナ,13,202602210901010715,(99.4),,,,,,
260221,阪神,7,6,11,ピオニエーレ,14,202602210901010711,(259.1),,,,,,
260221,阪神,7,6,12,サンダーユニバンス,15,202602210901010712,(239.0),,,,,,
260221,阪神,7,4,8,フェルサイト,16,202602210901010708,(552.4),,,,,,
260221,阪神,6,5,5,サガルマータ,1,202602210901010605,430,130,480,490,1090,500,2810
260221,阪神,6,7,8,マテンロウオリジン,2,202602210901010608,(2.1),110,480,490,1090,500,2810
260221,阪神,6,8,11,カットソロ,3,202602210901010611,(6.6),140,,,,500,2810
260221,阪神,6,3,3,ロサルゴサ,4,202602210901010603,(3.6),,,,,,
260221,阪神,6,4,4,エンジェルボイス,5,202602210901010604,(56.4),,,,,,
260221,阪神,6,2,2,サトノトリニティ,6,202602210901010602,(12.8),,,,,,
260221,阪神,6,6,7,サラサチャーミング,7,202602210901010607,(144.1),,,,,,
260221,阪神,6,7,9,キービート,8,202602210901010609,(405.9),,,,,,
260221,阪神,6,8,10,ロゼア,9,202602210901010610,(67.8),,,,,,
260221,阪神,6,1,1,エクヴァータル,10,202602210901010601,(516.9),,,,,,
260221,阪神,6,6,6,イロゴルシ,11,202602210901010606,(144.6),,,,,,
260221,阪神,5,2,3,ナムラヒナギク,1,202602210901010503,1390,310,420,1560,5140,20260,153710
260221,阪神,5,7,15,フレッチャアズーラ,2,202602210901010515,(2.4),130,420,1560,5140,20260,153710
260221,阪神,5,8,16,アイルトン,3,202602210901010516,(84.7),1170,,,,20260,153710
260221,阪神,5,5,9,ダイチノナポリ,4,202602210901010509,(29.4),,,,,,
260221,阪神,5,4,7,スリラーナイト,5,202602210901010507,(46.9),,,,,,
260221,阪神,5,2,4,サトノフレイ,6,202602210901010504,(4.3),,,,,,
260221,阪神,5,3,5,リヴァイ,7,202602210901010505,(4.4),,,,,,
260221,阪神,5,1,1,アルヴァルディ,8,202602210901010501,(155.8),,,,,,
260221,阪神,5,5,10,ファイネクローネ,9,202602210901010510,(101.0),,,,,,
260221,阪神,5,7,14,クープグラッセ,10,202602210901010514,(226.5),,,,,,
260221,阪神,5,6,12,アラビアンジョイ,11,202602210901010512,(195.7),,,,,,
260221,阪神,5,7,13,ロッサコメータ,12,202602210901010513,(19.2),,,,,,
260221,阪神,5,8,18,メメボス,13,202602210901010518,(86.4),,,,,,
260221,阪神,5,4,8,アスクブームキセキ,14,202602210901010508,(9.8),,,,,,
260221,阪神,5,6,11,ワイルドチャーム,15,202602210901010511,(59.7),,,,,,
260221,阪神,5,1,2,フルーツベイビー,16,202602210901010502,(240.1),,,,,,
260221,阪神,5,3,6,レーヴドリュヌ,17,202602210901010506,(323.3),,,,,,
260221,阪神,5,8,17,エルヴィッタ,18,202602210901010517,(26.0),,,,,,
260221,阪神,4,5,8,エイコーンドリーム,1,202602210901010408,520,170,480,870,1760,2300,11090
260221,阪神,4,4,5,コルヴァス,2,202602210901010405,(3.2),140,480,870,1760,2300,11090
