日付,場所,Ｒ,枠番,馬番,馬名,確定着順,レースID(新),単勝配当,複勝配当,枠連,馬連,馬単,３連複,３連単
260131,小倉,12,8,15,エンジェルマーク,1,202601311001031215,1670,490,990,16190,26880,97800,612530
260131,小倉,12,2,3,マイネルビスマルク,2,202601311001031203,(17.5),660,990,16190,26880,97800,612530
260131,小倉,12,6,11,ダノンアトラス,3,202601311001031211,(24.8),610,,,,97800,612530
260131,小倉,12,2,4,マイネルゼウス,4,202601311001031204,(5.9),,,,,,
260131,小倉,12,1,2,アルディスティーノ,5,202601311001031202,(11.8),,,,,,
260131,小倉,12,3,5,デビューフライト,6,202601311001031205,(52.9),,,,,,
260131,小倉,12,3,6,フララナキラ,7,202601311001031206,(15.6),,,,,,
260131,小倉,12,7,14,ゼンノインヴォーク,8,202601311001031214,(7.1),,,,,,
260131,小倉,12,7,13,フェアリーグレン,9,202601311001031213,(98.8),,,,,,
260131,小倉,12,8,16,バズアップビート,10,202601311001031216,(3.8),,,,,,
260131,小倉,12,4,7,ウインイルネージュ,11,202601311001031207,(114.7),,,,,,
260131,小倉,12,5,9,メイショウアイル,12,202601311001031209,(5.8),,,,,,
260131,小倉,12,4,8,アクイローネ,13,202601311001031208,(32.0),,,,,,
260131,小倉,12,5,10,エンスエーニョ,14,202601311001031210,(9.5),,,,,,
260131,小倉,12,6,12,マーゴットコマチ,15,202601311001031212,(82.8),,,,,,
260131,小倉,12,1,1,イリスレーン,16,202601311001031201,(50.1),,,,,,
260131,小倉,11,2,3,デイトナモード,1,202601311001031103,2490,730,4590,10200,22720,25130,176050
260131,小倉,11,4,7,トーラスシャイン,2,202601311001031107,(8.3),370,4590,10200,22720,25130,176050
260131,小倉,11,3,6,レッドエヴァンス,3,202601311001031106,(7.8),310,,,,25130,176050
260131,小倉,11,1,1,メイショウピース,4,202601311001031101,(14.5),,,,,,
260131,小倉,11,5,9,ミルテンベルク,5,202601311001031109,(12.7),,,,,,
260131,小倉,11,1,2,ポエットリー,6,202601311001031102,(17.3),,,,,,
260131,小倉,11,7,14,ナムラローズマリー,7,202601311001031114,(10.7),,,,,,
260131,小倉,11,4,8,ベイビーキッス,8,202601311001031108,(7.1),,,,,,
260131,小倉,11,6,11,ロードマイライフ,9,202601311001031111,(19.8),,,,,,
260131,小倉,11,8,17,ゴールドサーベル,10,202601311001031117,(43.8),,,,,,
260131,小倉,11,7,15,ルーフ,11,202601311001031115,(8.5),,,,,,
260131,小倉,11,3,5,ロードトレイル,12,202601311001031105,(19.4),,,,,,
260131,小倉,11,8,18,ブラックケリー,13,202601311001031118,(8.8),,,,,,
260131,小倉,11,2,4,ハートホイップ,14,202601311001031104,(41.1),,,,,,
260131,小倉,11,5,10,トールキン,15,202601311001031110,(40.0),,,,,,
260131,小倉,11,6,12,スコーピオン,16,202601311001031112,(46.7),,,,,,
260131,小倉,11,7,13,パクスロマーナ,17,202601311001031113,(22.1),,,,,,
260131,小倉,11,8,16,エスペシャリー,18,202601311001031116,(18.2),,,,,,
260131,小倉,10,8,16,ドゥラリス,1,202601311001031016,520,270,2920,36650,47300,164070,948760
260131,小倉,10,7,13,プウスカンドゥール,2,202601311001031013,(207.1),3000,2920,36650,47300,164070,948760
260131,小倉,10,6,12,コスモマルーン,3,202601311001031012,(100.7),1540,,,,164070,948760
