日付,場所,Ｒ,枠番,馬番,馬名,確定着順,レースID(新),単勝配当,複勝配当,枠連,馬連,馬単,３連複,３連単
260531,東京,12,3,4,ファイアンクランツ,1,202605310502121204,460,150,580,660,1370,780,4410
260531,東京,12,4,6,ウィクトルウェルス,2,202605310502121206,(3.0),130,580,660,1370,780,4410
260531,東京,12,7,11,ダノンシーマ,3,202605310502121211,(3.8),130,,,,780,4410
260531,東京,12,5,8,ミラージュナイト,4,202605310502121208,(9.7),,,,,,
260531,東京,12,8,14,キングスコール,5,202605310502121214,(17.2),,,,,,
260531,東京,12,5,7,アスクセクシーモア,6,202605310502121207,(30.3),,,,,,
260531,東京,12,7,12,キングズパレス,7,202605310502121212,(71.0),,,,,,
260531,東京,12,6,10,マイネルケレリウス,8,202605310502121210,(49.0),,,,,,
260531,東京,12,1,1,アマキヒ,9,202605310502121201,(14.4),,,,,,
260531,東京,12,6,9,ハーツコンチェルト,10,202605310502121209,(11.3),,,,,,
260531,東京,12,3,3,ボーンディスウェイ,11,202605310502121203,(129.7),,,,,,
260531,東京,12,8,13,ヴェルミセル,12,202605310502121213,(98.3),,,,,,
260531,東京,12,2,2,ショウナンバシット,13,202605310502121202,(191.0),,,,,,
260531,東京,12,4,5,ギャンブルルーム,14,202605310502121205,(25.9),,,,,,
260531,東京,11,8,17,ロブチェン,1,202605310502121117,270,130,420,1460,2290,14280,47050
260531,東京,11,7,13,パントルナイーフ,2,202605310502121113,(9.1),250,420,1460,2290,14280,47050
260531,東京,11,3,5,バステール,3,202605310502121105,(34.0),650,,,,14280,47050
260531,東京,11,7,14,ゴーイントゥスカイ,4,202605310502121114,(6.6),,,,,,
260531,東京,11,1,2,マテンロウゲイル,5,202605310502121102,(42.8),,,,,,
260531,東京,11,2,4,アルトラムス,6,202605310502121104,(249.9),,,,,,
260531,東京,11,6,11,リアライズシリウス,7,202605310502121111,(5.7),,,,,,
260531,東京,11,1,1,ライヒスアドラー,8,202605310502121101,(11.7),,,,,,
260531,東京,11,3,6,コンジェスタス,9,202605310502121106,(13.2),,,,,,
260531,東京,11,6,12,アスクエジンバラ,10,202605310502121112,(22.3),,,,,,
260531,東京,11,5,9,アウダーシア,11,202605310502121109,(16.1),,,,,,
260531,東京,11,7,15,フォルテアンジェロ,12,202605310502121115,(18.9),,,,,,
260531,東京,11,4,7,メイショウハチコウ,13,202605310502121107,(74.4),,,,,,
260531,東京,11,8,18,エムズビギン,14,202605310502121118,(188.7),,,,,,
260531,東京,11,2,3,ケントン,15,202605310502121103,(304.7),,,,,,
260531,東京,11,8,16,グリーンエナジー,16,202605310502121116,(25.4),,,,,,
260531,東京,11,4,8,ショウナンガルフ,17,202605310502121108,(281.8),,,,,,
260531,東京,11,5,10,ジャスティンビスタ,18,202605310502121110,(89.2),,,,,,
260531,東京,10,6,12,レイニング,1,202605310502121012,390,150,420,470,1010,2380,10750
260531,東京,10,5,10,ジャサルディア,2,202605310502121010,(2.4),120,420,470,1010,2380,10750
260531,東京,10,5,9,ダンツファイター,3,202605310502121009,(11.0),280,,,,2380,10750
260531,東京,10,7,14,ソルトブリーズ,4,202605310502121014,(21.8),,,,,,
260531,東京,10,1,2,ガジュノリ,5,202605310502121002,(40.0),,,,,,
260531,東京,10,7,13,テンミラクルスター,6,202605310502121013,(7.6),,,,,,
260531,東京,10,7,15,マイネルフルムーン,7,202605310502121015,(49.5),,,,,,
260531,東京,10,8,17,テーオーダグラス,8,202605310502121017,(120.2),,,,,,
260531,東京,10,8,16,ミスタージーティー,9,202605310502121016,(15.2),,,,,,
260531,東京,10,3,6,ドットクルー,10,202605310502121006,(63.2),,,,,,
260531,東京,10,6,11,ロジマンボ,11,202605310502121011,(276.7),,,,,,
260531,東京,10,2,4,クリニクラウン,12,202605310502121004,(61.4),,,,,,
260531,東京,10,4,8,キングメーカー,13,202605310502121008,(15.5),,,,,,
260531,東京,10,2,3,テウメッサ,14,202605310502121003,(161.0),,,,,,
260531,東京,10,8,18,レディーミコノス,15,202605310502121018,(11.5),,,,,,
260531,東京,10,1,1,スパークリシャール,16,202605310502121001,(165.2),,,,,,
260531,東京,10,4,7,ゲンパチムサシ,17,202605310502121007,(340.6),,,,,,
260531,東京,10,3,5,キュクヌス,0,202605310502121005,,,,,,,
260531,東京,9,8,14,メイショウハチロー,1,202605310502120914,290,140,500,1330,2040,1510,6630
260531,東京,9,5,9,サムシャイン,2,202605310502120909,(9.7),250,500,1330,2040,1510,6630
260531,東京,9,6,11,ヴァンドーム,3,202605310502120911,(5.1),160,,,,1510,6630
260531,東京,9,3,4,ジョディーズマロン,4,202605310502120904,(50.5),,,,,,
260531,東京,9,1,1,アルゴナヴィス,5,202605310502120901,(62.0),,,,,,
260531,東京,9,3,5,レッドラパルマ,6,202605310502120905,(178.1),,,,,,
260531,東京,9,2,2,ヘルモーズ,7,202605310502120902,(203.6),,,,,,
260531,東京,9,4,6,ダノンスウィッチ,8,202605310502120906,(61.2),,,,,,
260531,東京,9,2,3,ガンウルフ,9,202605310502120903,(65.3),,,,,,
260531,東京,9,8,15,ホルトバージ,10,202605310502120915,(72.6),,,,,,
260531,東京,9,7,12,モズマーヴェリック,11,202605310502120912,(177.0),,,,,,
260531,東京,9,7,13,セギレエルビエント,12,202605310502120913,(4.3),,,,,,
260531,東京,9,6,10,ユキノロイヤル,13,202605310502120910,(69.2),,,,,,
260531,東京,9,5,8,クァンタムウェーブ,14,202605310502120908,(4.6),,,,,,
260531,東京,9,4,7,アデランテ,15,202605310502120907,(15.1),,,,,,
260531,東京,8,8,13,サトノパトリオット,1,202605310502120813,850,270,6450,12300,18960,7590,77420
260531,東京,8,5,7,アバンデル,2,202605310502120807,(36.4),750,6450,12300,18960,7590,77420
260531,東京,8,3,4,ジオセントリック,3,202605310502120804,(2.7),170,,,,7590,77420
260531,東京,8,7,11,アロンズロッド,4,202605310502120811,(2.4),,,,,,
260531,東京,8,1,1,アスクデッドヒート,5,202605310502120801,(25.0),,,,,,
260531,東京,8,6,9,ビップチェイス,6,202605310502120809,(249.9),,,,,,
260531,東京,8,4,6,ノラリクラリ,7,202605310502120806,(5.7),,,,,,
260531,東京,8,8,14,ショウナンガチ,8,202605310502120814,(92.3),,,,,,
260531,東京,8,7,12,オールマイデイズ,9,202605310502120812,(48.1),,,,,,
260531,東京,8,6,10,プリズマジコ,10,202605310502120810,(98.9),,,,,,
260531,東京,8,2,2,ティムール,11,202605310502120802,(28.8),,,,,,
260531,東京,8,4,5,ダノンカゼルタ,12,202605310502120805,(52.0),,,,,,
260531,東京,8,3,3,バンフィエルド,13,202605310502120803,(323.4),,,,,,
260531,東京,8,5,8,スピンザブラッド,14,202605310502120808,(56.9),,,,,,
260531,東京,7,1,2,シュレン,1,202605310502120702,2510,450,16230,62320,83070,135760,1384200
260531,東京,7,4,8,ペロ,2,202605310502120708,(141.3),1720,16230,62320,83070,135760,1384200
260531,東京,7,2,4,ショウナンタハティ,3,202605310502120704,(19.4),400,,,,135760,1384200
260531,東京,7,4,7,アルプスオジョー,4,202605310502120707,(255.7),,,,,,
260531,東京,7,7,13,フォースミラクル,5,202605310502120713,(7.0),,,,,,
260531,東京,7,3,5,マックスキュー,6,202605310502120705,(2.5),,,,,,
260531,東京,7,2,3,イラーナ,7,202605310502120703,(249.9),,,,,,
260531,東京,7,1,1,パシーヴ,8,202605310502120701,(41.6),,,,,,
260531,東京,7,5,9,クニノハッピー,9,202605310502120709,(29.2),,,,,,
260531,東京,7,6,11,ヘインズポイント,10,202605310502120711,(2.7),,,,,,
260531,東京,7,8,16,ボナーテソーロ,11,202605310502120716,(29.6),,,,,,
260531,東京,7,8,15,レイクストライプス,12,202605310502120715,(7.5),,,,,,
260531,東京,7,7,14,バスターコール,13,202605310502120714,(274.7),,,,,,
260531,東京,7,6,12,イズルード,14,202605310502120712,(303.2),,,,,,
260531,東京,7,5,10,シュヴァルム,15,202605310502120710,(184.7),,,,,,
260531,東京,7,3,6,セイラダンサー,16,202605310502120706,(133.2),,,,,,
260531,東京,6,6,6,セイロンジェムズ,1,202605310502120606,240,120,870,720,1150,800,3180
260531,東京,6,4,4,ゴーゴータカシ,2,202605310502120604,(4.7),140,870,720,1150,800,3180
260531,東京,6,8,10,シェーンシュティア,3,202605310502120610,(4.2),130,,,,800,3180
260531,東京,6,7,8,ポッドロルフ,4,202605310502120608,(5.0),,,,,,
260531,東京,6,1,1,スターチスブーケ,5,202605310502120601,(142.7),,,,,,
260531,東京,6,6,7,キョウエイグッド,6,202605310502120607,(26.8),,,,,,
260531,東京,6,5,5,コスモグラニット,7,202605310502120605,(16.5),,,,,,
260531,東京,6,3,3,ゴガツノアマノガワ,8,202605310502120603,(17.9),,,,,,
260531,東京,6,7,9,トクシージェネラル,9,202605310502120609,(36.6),,,,,,
260531,東京,6,8,11,ガールネクストドア,10,202605310502120611,(188.1),,,,,,
260531,東京,6,2,2,チャイボーグ,11,202605310502120602,(229.7),,,,,,
260531,東京,5,4,4,トヨサカエ,1,202605310502120504,270,140,3120,2820,3810,17610,56730
260531,東京,5,7,11,スーパーガール,2,202605310502120511,(24.3),430,3120,2820,3810,17610,56730
260531,東京,5,8,12,ゴーゴーパンチ,3,202605310502120512,(55.0),810,,,,17610,56730
260531,東京,5,3,3,マーガレットクレア,4,202605310502120503,(107.8),,,,,,
260531,東京,5,5,7,ソニックブレイカー,5,202605310502120507,(5.0),,,,,,
260531,東京,5,1,1,モズタンケ,6,202605310502120501,(6.8),,,,,,
260531,東京,5,8,13,カセノアステリア,7,202605310502120513,(8.6),,,,,,
260531,東京,5,5,6,ムテキシャチョウ,8,202605310502120506,(3.4),,,,,,
260531,東京,5,2,2,マジェステラ,9,202605310502120502,(41.3),,,,,,
260531,東京,5,4,5,エコロバロン,10,202605310502120505,(30.6),,,,,,
260531,東京,5,6,9,ヴェネチアンキング,11,202605310502120509,(165.7),,,,,,
260531,東京,5,7,10,シュテルン,12,202605310502120510,(278.2),,,,,,
260531,東京,5,6,8,ウレシイゴサン,13,202605310502120508,(134.6),,,,,,
260531,東京,4,6,12,トランスマーレ,1,202605310502120412,270,130,820,890,1400,770,3870
260531,東京,4,5,10,スチールギターラグ,2,202605310502120410,(5.3),140,820,890,1400,770,3870
260531,東京,4,3,5,ウインアプローチ,3,202605310502120405,(3.2),120,,,,770,3870
260531,東京,4,4,7,セリエンクーニゲン,4,202605310502120407,(5.0),,,,,,
260531,東京,4,7,14,ルシアージュ,5,202605310502120414,(23.8),,,,,,
260531,東京,4,4,8,ウッケン,6,202605310502120408,(390.7),,,,,,
260531,東京,4,1,2,ラウターユーベル,7,202605310502120402,(117.7),,,,,,
260531,東京,4,8,17,キャリアビジョン,8,202605310502120417,(68.9),,,,,,
260531,東京,4,8,16,ゴールドフリーダム,9,202605310502120416,(141.4),,,,,,
260531,東京,4,2,4,フューチャプライム,10,202605310502120404,(18.3),,,,,,
260531,東京,4,8,18,トウシンライオット,11,202605310502120418,(317.0),,,,,,
260531,東京,4,7,15,ルージュダズリング,12,202605310502120415,(216.9),,,,,,
260531,東京,4,6,11,フォーエバーラブ,13,202605310502120411,(33.6),,,,,,
260531,東京,4,7,13,ヤマカンドリーミン,14,202605310502120413,(200.4),,,,,,
260531,東京,4,3,6,シンクシビリティ,15,202605310502120406,(429.9),,,,,,
260531,東京,4,1,1,ヤマニンルーバス,16,202605310502120401,(51.9),,,,,,
260531,東京,4,5,9,メイアイリス,17,202605310502120409,(307.7),,,,,,
260531,東京,4,2,3,クインズサクラ,18,202605310502120403,(565.0),,,,,,
260531,東京,3,3,6,ヴァンデスペランス,1,202605310502120306,250,150,1430,2070,3280,94150,279900
260531,東京,3,8,15,モンスターラッシュ,2,202605310502120315,(12.7),410,1430,2070,3280,94150,279900
260531,東京,3,6,12,フェスティヴハート,3,202605310502120312,(268.5),2860,,,,94150,279900
260531,東京,3,7,14,アドマイヤウルトラ,4,202605310502120314,(4.8),,,,,,
260531,東京,3,3,5,エッチェレンテ,5,202605310502120305,(11.9),,,,,,
260531,東京,3,2,4,カシマライフウ,6,202605310502120304,(6.1),,,,,,
260531,東京,3,1,1,ピードモント,7,202605310502120301,(4.6),,,,,,
260531,東京,3,2,3,ティブロン,8,202605310502120303,(204.7),,,,,,
260531,東京,3,1,2,ブレイブシュガー,9,202605310502120302,(98.6),,,,,,
260531,東京,3,5,10,ベネファクター,10,202605310502120310,(161.6),,,,,,
260531,東京,3,4,8,ウインルナロッサ,11,202605310502120308,(390.9),,,,,,
260531,東京,3,7,13,ゴットタレント,12,202605310502120313,(16.7),,,,,,
260531,東京,3,6,11,スミレノハナ,13,202605310502120311,(598.1),,,,,,
260531,東京,3,4,7,ブッチギレ,14,202605310502120307,(146.7),,,,,,
260531,東京,3,8,16,ヘヴンリーサイン,15,202605310502120316,(195.5),,,,,,
260531,東京,3,5,9,ベアブルージュ,16,202605310502120309,(95.5),,,,,,
260531,東京,2,3,6,トワイライトビュー,1,202605310502120206,330,170,450,700,1330,12530,35070
260531,東京,2,2,4,キリミツ,2,202605310502120204,(6.6),240,450,700,1330,12530,35070
260531,東京,2,5,9,ショウナンタヅナ,3,202605310502120209,(123.5),1840,,,,12530,35070
260531,東京,2,1,2,ジャメビュ,4,202605310502120202,(37.8),,,,,,
260531,東京,2,7,13,ミラビリオン,5,202605310502120213,(5.2),,,,,,
260531,東京,2,3,5,グランマエストロ,6,202605310502120205,(2.3),,,,,,
260531,東京,2,2,3,セイカユウヒ,7,202605310502120203,(166.3),,,,,,
260531,東京,2,1,1,ユニバーサルラヴ,8,202605310502120201,(65.9),,,,,,
260531,東京,2,4,7,ピュアクローム,9,202605310502120207,(29.6),,,,,,
260531,東京,2,6,11,ホウオウライセンス,10,202605310502120211,(21.8),,,,,,
260531,東京,2,5,10,テラシエスタ,11,202605310502120210,(49.5),,,,,,
260531,東京,2,8,15,タイヨウノユビワ,12,202605310502120215,(90.1),,,,,,
260531,東京,2,8,16,ゴールデンボート,13,202605310502120216,(256.7),,,,,,
260531,東京,2,7,14,セランディア,14,202605310502120214,(642.3),,,,,,
260531,東京,2,4,8,カテドラルクォーツ,15,202605310502120208,(62.0),,,,,,
260531,東京,2,6,12,ビーストウォーズ,16,202605310502120212,(342.3),,,,,,
260531,東京,1,5,9,エフハリスト,1,202605310502120109,340,120,260,280,700,13080,41360
260531,東京,1,3,5,エリカビアリッツ,2,202605310502120105,(1.9),110,260,280,700,13080,41360
260531,東京,1,3,6,フローレスカラーズ,3,202605310502120106,(119.9),2090,,,,13080,41360
