date,race_id,umaban,horse_name,venue,race_no,pos_raw,pos,finish_status,miss_stage,month,weekday,血統登録番号
260816,2026081604020809,5,ビジューブリランテ,新潟,9,1,1.0,finished,weekly_join,8,日,
260816,2026081604020809,4,メイショウトム,新潟,9,2,2.0,finished,weekly_join,8,日,
260816,2026081604020809,12,プレミアブルー,新潟,9,3,3.0,finished,weekly_join,8,日,
260816,2026081604020809,2,アウスヴァール,新潟,9,4,4.0,finished,weekly_join,8,日,
260816,2026081604020809,6,ノーブルクライ,新潟,9,5,5.0,finished,weekly_join,8,日,
260816,2026081604020809,9,セイウンビッグバン,新潟,9,6,6.0,finished,weekly_join,8,日,
260816,2026081604020809,11,タイセイレスポンス,新潟,9,7,7.0,finished,weekly_join,8,日,
260816,2026081604020809,3,ジロラータ,新潟,9,8,8.0,finished,weekly_join,8,日,
260816,2026081604020809,7,スペイドアン,新潟,9,9,9.0,finished,weekly_join,8,日,
260816,2026081604020809,1,ラッキーダンス,新潟,9,0,,non_finish_zero,weekly_join,8,日,
260816,2026081604020809,8,クラリティー,新潟,9,0,,non_finish_zero,weekly_join,8,日,
260816,2026081604020809,10,サミアド,新潟,9,0,,non_finish_zero,weekly_join,8,日,
260829,2026082904030301,6,リッケンバッカー,新潟,1,1,1.0,finished,weekly_join,8,土,
260829,2026082904030301,1,ウインシュクラン,新潟,1,2,2.0,finished,weekly_join,8,土,
260829,2026082904030301,10,オリンポスカズマ,新潟,1,3,3.0,finished,weekly_join,8,土,
260829,2026082904030301,9,フォーディアライフ,新潟,1,4,4.0,finished,weekly_join,8,土,
260829,2026082904030301,11,ラパンラピッド,新潟,1,5,5.0,finished,weekly_join,8,土,
260829,2026082904030301,4,アスクアットバット,新潟,1,6,6.0,finished,weekly_join,8,土,
260829,2026082904030301,2,ホウオウサンデー,新潟,1,7,7.0,finished,weekly_join,8,土,
260829,2026082904030301,8,エナジーグラン,新潟,1,8,8.0,finished,weekly_join,8,土,
260829,2026082904030301,5,ワールドシリーズ,新潟,1,9,9.0,finished,weekly_join,8,土,
260829,2026082904030301,7,マイネルニコラス,新潟,1,10,10.0,finished,weekly_join,8,土,
260829,2026082904030301,3,コスモグラニット,新潟,1,11,11.0,finished,weekly_join,8,土,
260829,2026082904030301,12,バダジェフスカ,新潟,1,12,12.0,finished,weekly_join,8,土,
260830,2026083004030401,9,オーサムストローク,新潟,1,1,1.0,finished,weekly_join,8,日,
260830,2026083004030401,13,ゴールデンステップ,新潟,1,2,2.0,finished,weekly_join,8,日,
260830,2026083004030401,6,エポカスピーガ,新潟,1,3,3.0,finished,weekly_join,8,日,
260830,2026083004030401,5,マルディランダ,新潟,1,4,4.0,finished,weekly_join,8,日,
260830,2026083004030401,11,トラマンダーレ,新潟,1,5,5.0,finished,weekly_join,8,日,
260830,2026083004030401,8,ブラックシールド,新潟,1,6,6.0,finished,weekly_join,8,日,
260830,2026083004030401,4,メイショウブレゲ,新潟,1,7,7.0,finished,weekly_join,8,日,
260830,2026083004030401,1,フレイムジョーカー,新潟,1,8,8.0,finished,weekly_join,8,日,
260830,2026083004030401,10,ヨシノヤッタルデー,新潟,1,9,9.0,finished,weekly_join,8,日,
260830,2026083004030401,7,バトンロード,新潟,1,10,10.0,finished,weekly_join,8,日,
260830,2026083004030401,12,スノーリン,新潟,1,11,11.0,finished,weekly_join,8,日,
260830,2026083004030401,3,ニシノクードクール,新潟,1,12,12.0,finished,weekly_join,8,日,
260830,2026083004030401,2,ニシノインヴィクタ,新潟,1,0,,non_finish_zero,weekly_join,8,日,
260905,2026090506040101,4,コンテナワールド,中山,1,1,1.0,finished,weekly_join,9,土,
260905,2026090506040101,3,メイショウアツイタ,中山,1,2,2.0,finished,weekly_join,9,土,
260905,2026090506040101,1,バニーラビット,中山,1,3,3.0,finished,weekly_join,9,土,
260905,2026090506040101,2,ナックエルドラド,中山,1,4,4.0,finished,weekly_join,9,土,
260905,2026090506040101,7,サングラデーション,中山,1,5,5.0,finished,weekly_join,9,土,
260905,2026090506040101,6,ヒットアンドロール,中山,1,6,6.0,finished,weekly_join,9,土,
260905,2026090506040101,8,アクロスザリバー,中山,1,7,7.0,finished,weekly_join,9,土,
260905,2026090506040101,5,マイネルメサイア,中山,1,8,8.0,finished,weekly_join,9,土,
260906,2026090606040201,2,エーオーキング,中山,1,1,1.0,finished,weekly_join,9,日,
260906,2026090606040201,7,ベラトール,中山,1,2,2.0,finished,weekly_join,9,日,
260906,2026090606040201,6,エンジョイドライブ,中山,1,3,3.0,finished,weekly_join,9,日,
260906,2026090606040201,3,グロッシェン,中山,1,4,4.0,finished,weekly_join,9,日,
260906,2026090606040201,1,ヴェストラン,中山,1,5,5.0,finished,weekly_join,9,日,
260906,2026090606040201,5,スラッシュ,中山,1,6,6.0,finished,weekly_join,9,日,
260906,2026090606040201,4,シグムンド,中山,1,7,7.0,finished,weekly_join,9,日,
260906,2026090609040211,8,ファストネットワー,阪神,11,15,15.0,finished,name_filter,9,日,
