レースID(新),馬番,前走補9,前走補正
202607180201110201,1,75.0,90.0
202607180201110202,2,76.0,91.0
202607180201110204,4,45.0,60.0
202607180201110312,12,51.0,70.0
202607180201110402,2,66.0,85.0
202607180201110405,5,72.0,88.0
202607180201110406,6,35.0,52.0
202607180201110410,10,75.0,90.0
202607180201110507,7,59.0,77.0
202607180201110508,8,76.0,92.0
202607180201110510,10,70.0,89.0
202607180201110607,7,21.0,39.0
202607180201110608,8,76.0,92.0
202607180201110609,9,76.0,93.0
202607180201110705,5,86.0,96.0
202607180201110707,7,73.0,78.0
202607180201110709,9,66.0,74.0
202607180201110713,13,78.0,87.0
202607180201110803,3,87.0,106.0
202607180201110805,5,94.0,76.0
202607180201110808,8,69.0,78.0
202607180201110811,11,61.0,69.0
202607180201110903,3,80.0,89.0
202607180201110906,6,84.0,94.0
202607180201110907,7,95.0,101.0
202607180201110909,9,90.0,98.0
202607180201110912,12,87.0,69.0
202607180201111010,10,92.0,92.0
202607180201111101,1,85.0,69.0
202607180201111108,8,72.0,56.0
202607180201111113,13,103.0,92.0
202607180201111201,1,87.0,96.0
202607180201111202,2,79.0,88.0
202607180201111207,7,88.0,97.0
202607180201111209,9,86.0,95.0
202607180201111210,10,89.0,86.0
202607180201111211,11,82.0,91.0
202607180302070302,2,68.0,85.0
202607180302070303,3,67.0,83.0
202607180302070305,5,54.0,69.0
202607180302070308,8,60.0,75.0
202607180302070310,10,73.0,88.0
202607180302070313,13,79.0,94.0
202607180302070314,14,72.0,88.0
202607180302070315,15,78.0,93.0
202607180302070401,1,67.0,83.0
202607180302070403,3,82.0,96.0
202607180302070404,4,81.0,96.0
202607180302070405,5,12.0,31.0
202607180302070406,6,80.0,95.0
202607180302070408,8,72.0,88.0
202607180302070413,13,66.0,81.0
202607180302070414,14,67.0,82.0
202607180302070603,3,69.0,86.0
202607180302070604,4,72.0,89.0
202607180302070612,12,81.0,99.0
202607180302070615,15,77.0,95.0
202607180302070702,2,71.0,88.0
202607180302070706,6,40.0,57.0
202607180302070713,13,67.0,86.0
202607180302070714,14,73.0,92.0
202607180302070803,3,64.0,74.0
202607180302070806,6,87.0,92.0
202607180302070810,10,82.0,91.0
202607180302070811,11,72.0,82.0
202607180302070815,15,88.0,92.0
202607180302070902,2,85.0,90.0
202607180302070909,9,63.0,72.0
202607180302070910,10,72.0,77.0
202607180302071001,1,89.0,89.0
202607180302071003,3,85.0,85.0
202607180302071004,4,69.0,69.0
202607180302071010,10,84.0,84.0
202607180302071013,13,91.0,91.0
202607180302071015,15,89.0,89.0
202607180302071101,1,82.0,74.0
202607180302071105,5,101.0,101.0
202607180302071106,6,104.0,96.0
202607180302071107,7,99.0,91.0
202607180302071109,9,96.0,88.0
202607180302071110,10,103.0,95.0
202607180302071111,11,95.0,87.0
202607180302071112,12,99.0,99.0
202607180302071113,13,103.0,95.0
202607180302071114,14,98.0,90.0
202607180302071115,15,98.0,92.0
202607180302071116,16,100.0,100.0
202607180302071201,1,72.0,81.0
202607180302071203,3,90.0,95.0
202607180302071204,4,84.0,89.0
202607180302071205,5,86.0,96.0
202607180302071207,7,71.0,76.0
202607180302071208,8,59.0,64.0
202607180302071209,9,79.0,88.0
202607180302071210,10,81.0,86.0
202607180302071213,13,92.0,97.0
202607180302071214,14,82.0,91.0
202607180302071216,16,91.0,106.0
202607181002070304,4,65.0,80.0
202607181002070305,5,79.0,94.0
202607181002070308,8,71.0,87.0
202607181002070310,10,66.0,81.0
202607181002070312,12,79.0,94.0
202607181002070313,13,55.0,73.0
202607181002070601,1,68.0,84.0
202607181002070603,3,76.0,92.0
202607181002070604,4,64.0,82.0
202607181002070605,5,68.0,86.0
202607181002070607,7,73.0,89.0
202607181002070703,3,20.0,37.0
202607181002070705,5,68.0,84.0
202607181002070802,2,77.0,85.0
202607181002070807,7,70.0,75.0
202607181002070810,10,86.0,65.0
202607181002071002,2,95.0,95.0
202607181002071003,3,84.0,84.0
202607181002071007,7,95.0,95.0
202607181002071009,9,84.0,84.0
202607181002071011,11,91.0,91.0
202607181002071012,12,92.0,92.0
202607181002071102,2,90.0,85.0
202607181002071105,5,99.0,94.0
202607181002071108,8,89.0,83.0
202607181002071201,1,55.0,64.0
202607181002071202,2,87.0,96.0
202607181002071203,3,85.0,95.0
202607181002071206,6,88.0,94.0
202607181002071208,8,65.0,62.0
202607181002071212,12,91.0,96.0
