レースID(新),馬番,前走補9,前走補正
202603290603020101,1,82.0,99.0
202603290603020103,3,65.0,82.0
202603290603020104,4,50.0,68.0
202603290603020106,6,70.0,88.0
202603290603020107,7,75.0,92.0
202603290603020108,8,73.0,91.0
202603290603020114,14,63.0,80.0
202603290603020202,2,73.0,87.0
202603290603020203,3,73.0,87.0
202603290603020204,4,81.0,95.0
202603290603020205,5,70.0,85.0
202603290603020209,9,79.0,94.0
202603290603020215,15,70.0,86.0
202603290603020216,16,80.0,92.0
202603290603020301,1,74.0,92.0
202603290603020302,2,57.0,74.0
202603290603020303,3,48.0,63.0
202603290603020305,5,79.0,96.0
202603290603020308,8,61.0,78.0
202603290603020309,9,50.0,67.0
202603290603020311,11,69.0,88.0
202603290603020312,12,72.0,87.0
202603290603020314,14,86.0,104.0
202603290603020315,15,66.0,83.0
202603290603020402,2,80.0,97.0
202603290603020403,3,66.0,81.0
202603290603020408,8,68.0,85.0
202603290603020412,12,47.0,65.0
202603290603020414,14,60.0,78.0
202603290603020501,1,75.0,92.0
202603290603020502,2,70.0,89.0
202603290603020504,4,73.0,88.0
202603290603020508,8,76.0,95.0
202603290603020509,9,66.0,81.0
202603290603020510,10,80.0,99.0
202603290603020511,11,79.0,97.0
202603290603020513,13,80.0,99.0
202603290603020601,1,87.0,101.0
202603290603020602,2,93.0,98.0
202603290603020604,4,81.0,95.0
202603290603020605,5,85.0,90.0
202603290603020606,6,88.0,103.0
202603290603020607,7,92.0,107.0
202603290603020609,9,86.0,91.0
202603290603020610,10,88.0,103.0
202603290603020612,12,88.0,93.0
202603290603020613,13,86.0,100.0
202603290603020701,1,83.0,92.0
202603290603020702,2,84.0,93.0
202603290603020704,4,86.0,95.0
202603290603020705,5,82.0,91.0
202603290603020706,6,82.0,92.0
202603290603020707,7,83.0,92.0
202603290603020708,8,71.0,79.0
202603290603020709,9,87.0,97.0
202603290603020710,10,72.0,81.0
202603290603020712,12,83.0,92.0
202603290603020714,14,75.0,84.0
202603290603020801,1,82.0,91.0
202603290603020803,3,88.0,97.0
202603290603020804,4,84.0,93.0
202603290603020805,5,77.0,86.0
202603290603020806,6,74.0,83.0
202603290603020807,7,79.0,88.0
202603290603020808,8,84.0,93.0
202603290603020809,9,81.0,91.0
202603290603020811,11,79.0,88.0
202603290603020812,12,84.0,93.0
202603290603020814,14,70.0,79.0
202603290603020815,15,55.0,65.0
202603290603020816,16,89.0,99.0
202603290603020902,2,90.0,96.0
202603290603020904,4,83.0,89.0
202603290603020907,7,78.0,95.0
202603290603021001,1,96.0,90.0
202603290603021002,2,99.0,99.0
202603290603021003,3,103.0,98.0
202603290603021004,4,84.0,78.0
202603290603021005,5,97.0,91.0
202603290603021006,6,97.0,97.0
202603290603021007,7,100.0,95.0
202603290603021008,8,94.0,87.0
202603290603021009,9,103.0,98.0
202603290603021011,11,94.0,89.0
202603290603021012,12,101.0,95.0
202603290603021013,13,105.0,99.0
202603290603021014,14,93.0,85.0
202603290603021101,1,113.0,92.0
202603290603021103,3,105.0,93.0
202603290603021104,4,107.0,95.0
202603290603021106,6,109.0,97.0
202603290603021107,7,102.0,90.0
202603290603021108,8,81.0,59.0
202603290603021109,9,108.0,95.0
202603290603021111,11,111.0,90.0
202603290603021112,12,105.0,98.0
202603290603021113,13,102.0,90.0
202603290603021114,14,102.0,95.0
202603290603021202,2,92.0,92.0
202603290603021204,4,93.0,93.0
202603290603021205,5,87.0,87.0
202603290603021206,6,83.0,92.0
202603290603021207,7,98.0,98.0
202603290603021208,8,93.0,93.0
202603290603021209,9,93.0,93.0
202603290603021210,10,96.0,96.0
202603290603021211,11,95.0,100.0
202603290701060101,1,81.0,96.0
202603290701060103,3,58.0,75.0
202603290701060104,4,66.0,81.0
202603290701060106,6,82.0,98.0
202603290701060107,7,73.0,88.0
202603290701060108,8,80.0,96.0
202603290701060109,9,65.0,78.0
202603290701060110,10,79.0,94.0
202603290701060112,12,77.0,92.0
202603290701060113,13,79.0,95.0
202603290701060114,14,71.0,86.0
202603290701060116,16,80.0,96.0
202603290701060202,2,71.0,89.0
202603290701060205,5,69.0,87.0
202603290701060207,7,62.0,79.0
202603290701060208,8,68.0,85.0
202603290701060209,9,52.0,70.0
202603290701060210,10,84.0,102.0
202603290701060212,12,61.0,78.0
202603290701060214,14,62.0,80.0
202603290701060302,2,73.0,89.0
202603290701060303,3,73.0,88.0
202603290701060304,4,74.0,90.0
202603290701060305,5,58.0,72.0
202603290701060308,8,73.0,88.0
202603290701060311,11,74.0,86.0
202603290701060312,12,79.0,94.0
202603290701060401,1,34.0,48.0
202603290701060402,2,82.0,96.0
202603290701060405,5,81.0,96.0
202603290701060406,6,88.0,103.0
202603290701060410,10,79.0,94.0
202603290701060411,11,81.0,96.0
202603290701060412,12,73.0,88.0
202603290701060414,14,77.0,91.0
202603290701060416,16,83.0,98.0
202603290701060502,2,74.0,91.0
202603290701060504,4,59.0,74.0
202603290701060505,5,75.0,94.0
202603290701060506,6,74.0,89.0
202603290701060509,9,70.0,89.0
202603290701060510,10,65.0,83.0
202603290701060511,11,53.0,71.0
202603290701060513,13,70.0,88.0
202603290701060515,15,76.0,94.0
202603290701060516,16,64.0,82.0
202603290701060601,1,85.0,93.0
202603290701060602,2,51.0,60.0
202603290701060604,4,86.0,104.0
202603290701060605,5,75.0,83.0
202603290701060606,6,86.0,95.0
202603290701060608,8,88.0,96.0
202603290701060609,9,83.0,91.0
202603290701060610,10,87.0,95.0
202603290701060611,11,85.0,93.0
202603290701060612,12,86.0,94.0
202603290701060701,1,21.0,30.0
202603290701060702,2,92.0,101.0
202603290701060703,3,88.0,97.0
202603290701060704,4,85.0,94.0
202603290701060705,5,84.0,93.0
202603290701060706,6,76.0,85.0
202603290701060707,7,82.0,91.0
202603290701060710,10,66.0,76.0
202603290701060711,11,81.0,91.0
202603290701060712,12,83.0,92.0
202603290701060802,2,78.0,97.0
202603290701060803,3,82.0,100.0
202603290701060804,4,93.0,83.0
202603290701060807,7,95.0,90.0
202603290701060901,1,70.0,79.0
202603290701060902,2,89.0,97.0
202603290701060904,4,85.0,93.0
202603290701060905,5,85.0,94.0
202603290701060906,6,87.0,95.0
202603290701060907,7,78.0,88.0
202603290701060908,8,90.0,98.0
202603290701060909,9,82.0,91.0
202603290701060911,11,88.0,97.0
202603290701060912,12,76.0,86.0
202603290701060913,13,62.0,71.0
202603290701060915,15,84.0,92.0
202603290701061001,1,91.0,84.0
202603290701061002,2,101.0,94.0
202603290701061004,4,99.0,92.0
202603290701061005,5,98.0,98.0
202603290701061006,6,86.0,79.0
202603290701061007,7,98.0,91.0
202603290701061008,8,102.0,102.0
202603290701061010,10,101.0,94.0
202603290701061011,11,92.0,85.0
202603290701061013,13,104.0,97.0
202603290701061014,14,97.0,97.0
202603290701061015,15,104.0,97.0
202603290701061102,2,103.0,93.0
202603290701061103,3,110.0,100.0
202603290701061104,4,107.0,91.0
202603290701061105,5,103.0,93.0
202603290701061106,6,112.0,102.0
202603290701061107,7,107.0,91.0
202603290701061111,11,103.0,97.0
202603290701061114,14,108.0,98.0
202603290701061116,16,109.0,99.0
202603290701061117,17,101.0,91.0
202603290701061202,2,91.0,91.0
202603290701061205,5,92.0,92.0
202603290701061206,6,92.0,92.0
202603290701061207,7,85.0,85.0
202603290701061208,8,91.0,91.0
202603290701061209,9,84.0,84.0
202603290701061210,10,82.0,82.0
202603290701061211,11,89.0,98.0
202603290701061212,12,78.0,78.0
202603290701061213,13,98.0,107.0
202603290701061215,15,92.0,92.0
202603290701061216,16,93.0,103.0
202603290902020102,2,71.0,89.0
202603290902020103,3,76.0,93.0
202603290902020105,5,79.0,94.0
202603290902020106,6,76.0,91.0
202603290902020110,10,78.0,93.0
202603290902020113,13,63.0,78.0
202603290902020201,1,56.0,74.0
202603290902020203,3,63.0,81.0
202603290902020204,4,59.0,77.0
202603290902020205,5,62.0,80.0
202603290902020206,6,77.0,95.0
202603290902020208,8,62.0,80.0
202603290902020301,1,56.0,74.0
202603290902020303,3,78.0,93.0
202603290902020304,4,71.0,89.0
202603290902020306,6,71.0,88.0
202603290902020307,7,55.0,73.0
202603290902020308,8,73.0,88.0
202603290902020309,9,76.0,91.0
202603290902020310,10,80.0,95.0
202603290902020311,11,67.0,85.0
202603290902020313,13,72.0,89.0
202603290902020315,15,71.0,85.0
202603290902020316,16,60.0,78.0
202603290902020501,1,63.0,81.0
202603290902020502,2,61.0,79.0
202603290902020505,5,74.0,93.0
202603290902020508,8,37.0,54.0
202603290902020511,11,74.0,92.0
202603290902020601,1,89.0,94.0
202603290902020603,3,77.0,82.0
202603290902020604,4,75.0,75.0
202603290902020605,5,86.0,103.0
202603290902020607,7,88.0,102.0
202603290902020608,8,69.0,84.0
202603290902020609,9,88.0,103.0
202603290902020610,10,79.0,84.0
202603290902020702,2,91.0,99.0
202603290902020703,3,89.0,98.0
202603290902020704,4,88.0,97.0
202603290902020706,6,75.0,85.0
202603290902020707,7,87.0,95.0
202603290902020709,9,84.0,100.0
202603290902020710,10,87.0,95.0
