レースID(新),馬番,前走補9,前走補正
202607260101020310,10,79.0,95.0
202607260101020313,13,75.0,89.0
202607260101020316,16,60.0,75.0
202607260101020403,3,29.0,47.0
202607260101020601,1,73.0,92.0
202607260101020603,3,,7.0
202607260101020609,9,77.0,74.0
202607260101020610,10,62.0,81.0
202607260101020704,4,81.0,90.0
202607260101020706,6,84.0,93.0
202607260101020801,1,93.0,99.0
202607260101020802,2,82.0,99.0
202607260101020808,8,68.0,76.0
202607260101020809,9,79.0,87.0
202607260101020812,12,74.0,82.0
202607260101020905,5,93.0,98.0
202607260101020906,6,86.0,95.0
202607260101020907,7,55.0,61.0
202607260101021001,1,87.0,84.0
202607260101021005,5,95.0,100.0
202607260101021008,8,85.0,85.0
202607260101021010,10,100.0,83.0
202607260101021102,2,116.0,94.0
202607260101021103,3,109.0,101.0
202607260101021104,4,106.0,84.0
202607260101021105,5,107.0,99.0
202607260101021107,7,95.0,73.0
202607260101021111,11,112.0,90.0
202607260101021112,12,107.0,93.0
202607260101021204,4,86.0,94.0
202607260402020301,1,81.0,96.0
202607260402020302,2,42.0,59.0
202607260402020304,4,70.0,87.0
202607260402020305,5,80.0,95.0
202607260402020306,6,73.0,90.0
202607260402020311,11,82.0,98.0
202607260402020313,13,66.0,81.0
202607260402020315,15,80.0,96.0
202607260402020403,3,79.0,96.0
202607260402020404,4,15.0,34.0
202607260402020405,5,79.0,96.0
202607260402020406,6,76.0,92.0
202607260402020409,9,61.0,79.0
202607260402020411,11,79.0,96.0
202607260402020412,12,77.0,94.0
202607260402020414,14,84.0,101.0
202607260402020415,15,63.0,80.0
202607260402020417,17,8.0,24.0
202607260402020418,18,67.0,85.0
202607260402020503,3,86.0,95.0
202607260402020504,4,78.0,88.0
202607260402020508,8,81.0,86.0
202607260402020510,10,87.0,92.0
202607260402020511,11,92.0,107.0
202607260402020512,12,72.0,82.0
202607260402020514,14,89.0,99.0
202607260402020602,2,94.0,94.0
202607260402020606,6,93.0,102.0
202607260402020609,9,90.0,90.0
202607260402020610,10,85.0,85.0
202607260402020611,11,94.0,94.0
202607260402020703,3,107.0,99.0
202607260402020704,4,107.0,89.0
202607260402020705,5,100.0,84.0
202607260402020708,8,107.0,91.0
202607260402020709,9,105.0,87.0
202607260402020710,10,101.0,91.0
202607260402020711,11,107.0,84.0
202607260402020712,12,112.0,94.0
202607260402020801,1,96.0,96.0
202607260402020802,2,96.0,96.0
202607260402020804,4,90.0,90.0
202607260402020805,5,95.0,95.0
202607260402020806,6,88.0,88.0
202607260402020808,8,66.0,66.0
202607260402020809,9,83.0,83.0
202607260402020810,10,89.0,89.0
202607260402020812,12,89.0,89.0
202607260402020813,13,88.0,88.0
202607260402020814,14,92.0,92.0
202607260402020815,15,91.0,91.0
202607260402021002,2,79.0,94.0
202607260402021004,4,80.0,95.0
202607260402021009,9,78.0,96.0
202607260402021012,12,74.0,91.0
202607260402021014,14,52.0,69.0
202607260402021105,5,85.0,93.0
202607260402021107,7,65.0,74.0
202607260402021109,9,88.0,92.0
202607260402021110,10,83.0,92.0
202607260402021113,13,85.0,94.0
202607260402021203,3,72.0,91.0
202607260402021206,6,72.0,89.0
202607260402021208,8,73.0,90.0
202607260402021211,11,69.0,88.0
202607260402021214,14,73.0,92.0
202607260702020302,2,61.0,79.0
202607260702020303,3,65.0,83.0
202607260702020305,5,70.0,89.0
202607260702020307,7,74.0,93.0
202607260702020403,3,62.0,80.0
202607260702020404,4,79.0,97.0
202607260702020406,6,73.0,91.0
202607260702020407,7,42.0,60.0
202607260702020409,9,71.0,90.0
202607260702020411,11,66.0,85.0
202607260702020412,12,62.0,79.0
202607260702020415,15,72.0,90.0
202607260702020502,2,47.0,65.0
202607260702020504,4,65.0,81.0
202607260702020506,6,83.0,99.0
202607260702020507,7,69.0,87.0
202607260702020512,12,74.0,91.0
202607260702020513,13,74.0,90.0
202607260702020514,14,86.0,102.0
202607260702020515,15,82.0,98.0
202607260702020516,16,65.0,81.0
202607260702020602,2,92.0,97.0
202607260702020605,5,97.0,97.0
202607260702020606,6,90.0,99.0
202607260702020610,10,91.0,99.0
202607260702020703,3,100.0,90.0
202607260702020705,5,119.0,109.0
202607260702020709,9,112.0,102.0
202607260702020710,10,99.0,89.0
202607260702020711,11,109.0,102.0
202607260702020712,12,106.0,95.0
202607260702020713,13,107.0,101.0
202607260702020801,1,90.0,100.0
202607260702020804,4,96.0,96.0
202607260702020805,5,80.0,80.0
202607260702020809,9,91.0,91.0
202607260702020811,11,91.0,91.0
202607260702020903,3,92.0,97.0
202607260702020905,5,64.0,69.0
202607260702020906,6,89.0,94.0
202607260702020907,7,67.0,73.0
202607260702020908,8,91.0,96.0
202607260702020909,9,86.0,95.0
202607260702020910,10,86.0,102.0
202607260702020912,12,76.0,86.0
202607260702020913,13,83.0,92.0
202607260702020914,14,83.0,92.0
202607260702021001,1,70.0,79.0
202607260702021003,3,88.0,93.0
202607260702021004,4,85.0,94.0
202607260702021005,5,81.0,90.0
202607260702021006,6,84.0,94.0
202607260702021007,7,83.0,99.0
202607260702021009,9,81.0,86.0
202607260702021010,10,94.0,99.0
202607260702021011,11,88.0,103.0
202607260702021012,12,83.0,88.0
202607260702021013,13,80.0,90.0
202607260702021014,14,86.0,95.0
202607260702021015,15,87.0,92.0
202607260702021016,16,89.0,94.0
202607260702021103,3,86.0,103.0
202607260702021104,4,83.0,100.0
202607260702021107,7,86.0,95.0
202607260702021108,8,90.0,95.0
202607260702021109,9,74.0,83.0
202607260702021114,14,85.0,93.0
202607260702021115,15,81.0,90.0
202607260702021205,5,77.0,92.0
202607260702021214,14,53.0,68.0
202607260702021215,15,71.0,88.0
