レースID(新),馬番,前走補9,前走補正
202605100401040101,1,68.0,86.0
202605100401040102,2,48.0,65.0
202605100401040103,3,76.0,93.0
202605100401040104,4,52.0,69.0
202605100401040105,5,67.0,85.0
202605100401040106,6,73.0,90.0
202605100401040107,7,68.0,85.0
202605100401040108,8,70.0,87.0
202605100401040109,9,42.0,60.0
202605100401040110,10,59.0,77.0
202605100401040111,11,60.0,76.0
202605100401040112,12,59.0,77.0
202605100401040113,13,75.0,93.0
202605100401040114,14,45.0,62.0
202605100401040115,15,60.0,76.0
202605100401040201,1,55.0,71.0
202605100401040202,2,54.0,71.0
202605100401040203,3,79.0,94.0
202605100401040204,4,87.0,99.0
202605100401040205,5,93.0,105.0
202605100401040206,6,81.0,96.0
202605100401040208,8,61.0,77.0
202605100401040209,9,70.0,87.0
202605100401040210,10,82.0,97.0
202605100401040211,11,52.0,69.0
202605100401040212,12,71.0,86.0
202605100401040214,14,82.0,94.0
202605100401040215,15,73.0,88.0
202605100401040301,1,85.0,102.0
202605100401040302,2,81.0,98.0
202605100401040303,3,33.0,51.0
202605100401040304,4,63.0,78.0
202605100401040305,5,75.0,93.0
202605100401040306,6,65.0,83.0
202605100401040308,8,73.0,91.0
202605100401040309,9,65.0,83.0
202605100401040310,10,74.0,92.0
202605100401040311,11,66.0,83.0
202605100401040312,12,72.0,90.0
202605100401040313,13,57.0,74.0
202605100401040314,14,72.0,87.0
202605100401040315,15,63.0,82.0
202605100401040502,2,78.0,96.0
202605100401040503,3,61.0,76.0
202605100401040504,4,77.0,96.0
202605100401040505,5,66.0,84.0
202605100401040506,6,75.0,93.0
202605100401040507,7,73.0,90.0
202605100401040508,8,69.0,88.0
202605100401040510,10,52.0,69.0
202605100401040511,11,78.0,97.0
202605100401040512,12,79.0,97.0
202605100401040513,13,28.0,44.0
202605100401040514,14,75.0,94.0
202605100401040515,15,38.0,56.0
202605100401040601,1,70.0,85.0
202605100401040602,2,52.0,67.0
202605100401040603,3,69.0,84.0
202605100401040604,4,44.0,60.0
202605100401040605,5,77.0,92.0
202605100401040606,6,53.0,70.0
202605100401040607,7,84.0,99.0
202605100401040608,8,78.0,93.0
202605100401040609,9,69.0,84.0
202605100401040610,10,82.0,97.0
202605100401040611,11,83.0,95.0
202605100401040612,12,75.0,87.0
202605100401040614,14,79.0,94.0
202605100401040615,15,67.0,82.0
202605100401040616,16,73.0,88.0
202605100401040701,1,83.0,93.0
202605100401040702,2,84.0,93.0
202605100401040703,3,86.0,95.0
202605100401040704,4,71.0,80.0
202605100401040705,5,84.0,93.0
202605100401040706,6,82.0,91.0
202605100401040707,7,77.0,86.0
202605100401040708,8,81.0,90.0
202605100401040709,9,83.0,93.0
202605100401040710,10,87.0,96.0
202605100401040711,11,72.0,81.0
202605100401040712,12,80.0,89.0
202605100401040713,13,79.0,88.0
202605100401040714,14,86.0,95.0
202605100401040715,15,91.0,101.0
202605100401040801,1,87.0,96.0
202605100401040802,2,89.0,98.0
202605100401040803,3,90.0,99.0
202605100401040804,4,81.0,90.0
202605100401040805,5,90.0,99.0
202605100401040806,6,85.0,94.0
202605100401040807,7,67.0,77.0
202605100401040808,8,80.0,89.0
202605100401040809,9,71.0,81.0
202605100401040810,10,75.0,90.0
202605100401040811,11,54.0,64.0
202605100401040812,12,90.0,99.0
202605100401040813,13,86.0,95.0
202605100401040814,14,88.0,97.0
202605100401040815,15,77.0,86.0
202605100401040901,1,73.0,81.0
202605100401040902,2,71.0,79.0
202605100401040903,3,91.0,99.0
202605100401040904,4,85.0,94.0
202605100401040905,5,86.0,94.0
202605100401040906,6,79.0,87.0
202605100401040907,7,88.0,96.0
202605100401040908,8,85.0,93.0
202605100401040909,9,85.0,93.0
202605100401040910,10,91.0,99.0
202605100401040911,11,83.0,91.0
202605100401040912,12,89.0,97.0
202605100401040913,13,84.0,92.0
202605100401040914,14,85.0,93.0
202605100401041001,1,81.0,81.0
202605100401041002,2,91.0,91.0
202605100401041003,3,90.0,90.0
202605100401041004,4,87.0,87.0
202605100401041005,5,100.0,100.0
202605100401041006,6,82.0,82.0
202605100401041007,7,92.0,92.0
202605100401041008,8,80.0,80.0
202605100401041009,9,89.0,99.0
202605100401041010,10,86.0,86.0
202605100401041011,11,93.0,103.0
202605100401041012,12,81.0,81.0
202605100401041013,13,63.0,63.0
202605100401041014,14,90.0,90.0
202605100401041101,1,107.0,95.0
202605100401041102,2,104.0,84.0
202605100401041103,3,98.0,86.0
202605100401041104,4,103.0,87.0
202605100401041105,5,104.0,92.0
202605100401041106,6,101.0,89.0
202605100401041107,7,107.0,95.0
202605100401041108,8,103.0,95.0
202605100401041109,9,105.0,93.0
202605100401041110,10,99.0,91.0
202605100401041111,11,114.0,96.0
202605100401041112,12,99.0,87.0
202605100401041114,14,104.0,92.0
202605100401041201,1,88.0,96.0
202605100401041202,2,84.0,93.0
202605100401041203,3,76.0,84.0
202605100401041204,4,75.0,84.0
202605100401041205,5,73.0,82.0
202605100401041206,6,85.0,94.0
202605100401041207,7,88.0,97.0
202605100401041208,8,85.0,94.0
202605100401041209,9,87.0,96.0
202605100401041210,10,88.0,97.0
202605100401041211,11,78.0,87.0
202605100401041212,12,87.0,96.0
202605100401041213,13,83.0,92.0
202605100502060101,1,69.0,87.0
202605100502060102,2,74.0,90.0
202605100502060103,3,76.0,94.0
202605100502060106,6,67.0,86.0
202605100502060107,7,70.0,88.0
202605100502060108,8,69.0,85.0
202605100502060109,9,62.0,80.0
202605100502060110,10,71.0,87.0
202605100502060111,11,60.0,78.0
202605100502060112,12,52.0,71.0
202605100502060113,13,65.0,81.0
202605100502060114,14,58.0,73.0
202605100502060115,15,69.0,81.0
202605100502060116,16,75.0,93.0
202605100502060201,1,72.0,89.0
202605100502060202,2,72.0,90.0
202605100502060203,3,34.0,51.0
202605100502060204,4,62.0,78.0
202605100502060205,5,65.0,80.0
202605100502060206,6,4.0,21.0
202605100502060207,7,82.0,97.0
202605100502060208,8,73.0,88.0
202605100502060209,9,68.0,83.0
202605100502060210,10,54.0,72.0
202605100502060211,11,79.0,94.0
202605100502060212,12,69.0,84.0
202605100502060213,13,62.0,77.0
202605100502060214,14,59.0,74.0
202605100502060215,15,43.0,60.0
202605100502060216,16,83.0,99.0
202605100502060301,1,80.0,95.0
202605100502060302,2,74.0,91.0
202605100502060303,3,75.0,94.0
202605100502060305,5,57.0,72.0
202605100502060306,6,85.0,102.0
202605100502060307,7,66.0,81.0
202605100502060308,8,69.0,88.0
202605100502060309,9,58.0,77.0
202605100502060310,10,82.0,99.0
202605100502060311,11,79.0,84.0
202605100502060312,12,76.0,94.0
202605100502060314,14,77.0,94.0
202605100502060315,15,70.0,89.0
202605100502060316,16,55.0,71.0
202605100502060318,18,70.0,88.0
202605100502060401,1,71.0,89.0
202605100502060402,2,68.0,87.0
202605100502060403,3,67.0,85.0
202605100502060404,4,74.0,93.0
202605100502060405,5,63.0,80.0
202605100502060406,6,73.0,90.0
202605100502060407,7,79.0,98.0
202605100502060408,8,71.0,88.0
202605100502060409,9,69.0,88.0
202605100502060410,10,79.0,98.0
202605100502060411,11,78.0,96.0
202605100502060413,13,69.0,85.0
202605100502060414,14,36.0,54.0
202605100502060501,1,80.0,98.0
202605100502060503,3,81.0,87.0
202605100502060504,4,87.0,93.0
202605100502060505,5,97.0,115.0
202605100502060506,6,82.0,88.0
202605100502060507,7,87.0,104.0
202605100502060508,8,65.0,71.0
202605100502060509,9,88.0,106.0
202605100502060510,10,84.0,102.0
202605100502060511,11,92.0,98.0
202605100502060512,12,95.0,101.0
202605100502060513,13,80.0,98.0
202605100502060514,14,94.0,100.0
202605100502060515,15,39.0,45.0
202605100502060516,16,88.0,106.0
202605100502060601,1,85.0,94.0
202605100502060602,2,78.0,87.0
202605100502060604,4,75.0,94.0
202605100502060605,5,85.0,94.0
202605100502060606,6,86.0,95.0
202605100502060607,7,81.0,89.0
202605100502060608,8,90.0,98.0
202605100502060609,9,84.0,92.0
202605100502060610,10,87.0,95.0
202605100502060611,11,78.0,86.0
202605100502060701,1,85.0,94.0
202605100502060702,2,66.0,76.0
202605100502060703,3,81.0,90.0
202605100502060704,4,86.0,95.0
202605100502060705,5,75.0,84.0
202605100502060706,6,40.0,50.0
202605100502060707,7,87.0,96.0
202605100502060708,8,84.0,93.0
202605100502060709,9,82.0,91.0
202605100502060710,10,84.0,93.0
202605100502060711,11,77.0,86.0
202605100502060712,12,83.0,92.0
202605100502060713,13,88.0,97.0
202605100502060714,14,81.0,90.0
202605100502060715,15,79.0,88.0
202605100502060716,16,78.0,88.0
202605100502060801,1,98.0,98.0
202605100502060802,2,85.0,85.0
202605100502060803,3,89.0,89.0
202605100502060804,4,96.0,96.0
202605100502060805,5,94.0,94.0
202605100502060806,6,80.0,80.0
202605100502060807,7,96.0,96.0
202605100502060808,8,92.0,92.0
202605100502060809,9,95.0,95.0
202605100502060810,10,95.0,95.0
202605100502060811,11,95.0,95.0
202605100502060901,1,99.0,99.0
202605100502060902,2,85.0,85.0
202605100502060903,3,98.0,98.0
202605100502060904,4,91.0,91.0
202605100502060905,5,68.0,68.0
202605100502060906,6,87.0,87.0
202605100502060907,7,93.0,93.0
202605100502060908,8,98.0,98.0
202605100502060909,9,79.0,79.0
202605100502061001,1,94.0,72.0
202605100502061002,2,111.0,97.0
202605100502061003,3,109.0,87.0
202605100502061004,4,112.0,90.0
202605100502061006,6,109.0,95.0
202605100502061007,7,105.0,91.0
202605100502061008,8,112.0,90.0
202605100502061009,9,101.0,87.0
202605100502061010,10,112.0,90.0
202605100502061011,11,108.0,94.0
202605100502061012,12,116.0,102.0
202605100502061101,1,88.0,82.0
202605100502061102,2,100.0,94.0
202605100502061103,3,96.0,95.0
202605100502061104,4,104.0,82.0
202605100502061105,5,101.0,97.0
202605100502061106,6,104.0,87.0
202605100502061107,7,101.0,99.0
202605100502061108,8,100.0,94.0
202605100502061109,9,84.0,78.0
202605100502061110,10,102.0,92.0
202605100502061111,11,101.0,79.0
202605100502061112,12,88.0,82.0
202605100502061113,13,92.0,90.0
202605100502061114,14,98.0,92.0
202605100502061115,15,107.0,90.0
202605100502061116,16,101.0,95.0
202605100502061117,17,107.0,90.0
202605100502061118,18,99.0,97.0
202605100502061201,1,104.0,97.0
202605100502061202,2,98.0,98.0
202605100502061203,3,101.0,95.0
202605100502061204,4,103.0,96.0
202605100502061205,5,95.0,89.0
202605100502061206,6,88.0,81.0
202605100502061207,7,91.0,84.0
202605100502061208,8,108.0,108.0
202605100502061209,9,103.0,96.0
202605100502061210,10,71.0,64.0
202605100502061211,11,90.0,83.0
202605100502061212,12,99.0,93.0
202605100502061213,13,99.0,92.0
202605100502061214,14,87.0,80.0
202605100502061215,15,95.0,88.0
202605100803060101,1,61.0,76.0
202605100803060102,2,41.0,59.0
202605100803060103,3,77.0,95.0
202605100803060104,4,34.0,53.0
202605100803060105,5,67.0,82.0
202605100803060106,6,48.0,66.0
202605100803060107,7,79.0,97.0
202605100803060108,8,74.0,92.0
202605100803060109,9,73.0,90.0
202605100803060111,11,66.0,84.0
202605100803060201,1,69.0,84.0
202605100803060202,2,81.0,96.0
202605100803060203,3,75.0,92.0
202605100803060204,4,87.0,99.0
202605100803060205,5,84.0,99.0
202605100803060206,6,84.0,100.0
202605100803060208,8,72.0,88.0
202605100803060209,9,75.0,90.0
202605100803060210,10,72.0,87.0
202605100803060211,11,76.0,88.0
202605100803060212,12,72.0,87.0
202605100803060213,13,70.0,86.0
202605100803060214,14,84.0,99.0
202605100803060215,15,61.0,77.0
202605100803060216,16,73.0,89.0
202605100803060301,1,80.0,98.0
202605100803060302,2,62.0,81.0
202605100803060303,3,60.0,78.0
202605100803060304,4,59.0,76.0
202605100803060306,6,74.0,92.0
202605100803060307,7,41.0,59.0
202605100803060308,8,59.0,77.0
202605100803060309,9,63.0,81.0
202605100803060310,10,38.0,56.0
202605100803060311,11,73.0,92.0
202605100803060312,12,49.0,68.0
202605100803060401,1,70.0,88.0
202605100803060402,2,75.0,91.0
202605100803060403,3,72.0,87.0
202605100803060404,4,82.0,99.0
202605100803060405,5,78.0,95.0
202605100803060406,6,68.0,86.0
202605100803060407,7,45.0,63.0
202605100803060408,8,64.0,79.0
202605100803060409,9,92.0,97.0
202605100803060410,10,78.0,95.0
202605100803060411,11,75.0,94.0
202605100803060412,12,60.0,76.0
202605100803060413,13,73.0,91.0
202605100803060414,14,77.0,95.0
202605100803060415,15,74.0,90.0
202605100803060416,16,85.0,102.0
202605100803060501,1,84.0,90.0
202605100803060502,2,70.0,89.0
202605100803060503,3,73.0,91.0
202605100803060504,4,73.0,91.0
202605100803060505,5,76.0,95.0
202605100803060506,6,63.0,81.0
202605100803060507,7,57.0,75.0
202605100803060508,8,79.0,98.0
202605100803060509,9,76.0,95.0
202605100803060510,10,73.0,92.0
202605100803060511,11,51.0,69.0
202605100803060512,12,26.0,44.0
202605100803060513,13,75.0,94.0
202605100803060601,1,89.0,97.0
202605100803060602,2,91.0,99.0
202605100803060603,3,87.0,96.0
202605100803060604,4,86.0,94.0
202605100803060605,5,87.0,95.0
202605100803060606,6,88.0,96.0
202605100803060607,7,88.0,96.0
202605100803060608,8,81.0,89.0
202605100803060609,9,53.0,63.0
202605100803060610,10,53.0,62.0
202605100803060701,1,85.0,91.0
202605100803060702,2,59.0,64.0
202605100803060703,3,80.0,97.0
202605100803060704,4,79.0,96.0
202605100803060705,5,60.0,66.0
202605100803060706,6,92.0,98.0
202605100803060707,7,83.0,89.0
202605100803060708,8,80.0,98.0
202605100803060710,10,80.0,86.0
202605100803060711,11,89.0,106.0
202605100803060712,12,81.0,87.0
202605100803060801,1,87.0,96.0
202605100803060802,2,76.0,85.0
202605100803060803,3,76.0,85.0
202605100803060804,4,86.0,95.0
202605100803060805,5,70.0,79.0
202605100803060806,6,82.0,91.0
202605100803060807,7,81.0,90.0
202605100803060808,8,84.0,93.0
202605100803060809,9,81.0,90.0
202605100803060810,10,78.0,87.0
202605100803060811,11,89.0,98.0
202605100803060812,12,89.0,98.0
202605100803060901,1,97.0,89.0
202605100803060902,2,106.0,98.0
202605100803060903,3,102.0,94.0
202605100803060905,5,104.0,96.0
202605100803060906,6,108.0,100.0
202605100803060907,7,103.0,95.0
202605100803060908,8,87.0,79.0
202605100803060909,9,103.0,95.0
202605100803060910,10,96.0,96.0
202605100803060911,11,101.0,93.0
202605100803060912,12,100.0,100.0
202605100803060913,13,108.0,100.0
202605100803061001,1,95.0,94.0
202605100803061003,3,93.0,98.0
202605100803061004,4,98.0,96.0
202605100803061005,5,96.0,101.0
202605100803061006,6,95.0,93.0
202605100803061007,7,93.0,87.0
202605100803061009,9,87.0,92.0
202605100803061010,10,89.0,87.0
202605100803061011,11,74.0,79.0
202605100803061101,1,91.0,70.0
202605100803061102,2,105.0,98.0
202605100803061103,3,97.0,85.0
202605100803061104,4,111.0,104.0
202605100803061105,5,108.0,101.0
202605100803061106,6,95.0,83.0
202605100803061107,7,110.0,98.0
