レースID(新),馬番,前走補9,前走補正
202607050201080201,1,66.0,82.0
202607050201080202,2,60.0,75.0
202607050201080205,5,59.0,74.0
202607050201080206,6,35.0,52.0
202607050201080401,1,66.0,81.0
202607050201080403,3,48.0,63.0
202607050201080404,4,72.0,87.0
202607050201080407,7,81.0,96.0
202607050201080408,8,58.0,75.0
202607050201080414,14,77.0,92.0
202607050201080609,9,73.0,90.0
202607050201080803,3,85.0,93.0
202607050201080806,6,78.0,95.0
202607050201080904,4,85.0,85.0
202607050201080910,10,90.0,99.0
202607050201080912,12,70.0,70.0
202607050201080913,13,93.0,88.0
202607050201080914,14,91.0,100.0
202607050201081001,1,96.0,96.0
202607050201081003,3,95.0,95.0
202607050201081005,5,78.0,78.0
202607050201081006,6,97.0,97.0
202607050201081007,7,98.0,98.0
202607050201081008,8,96.0,96.0
202607050201081009,9,91.0,91.0
202607050201081010,10,94.0,94.0
202607050201081011,11,101.0,109.0
202607050201081101,1,101.0,90.0
202607050201081102,2,113.0,102.0
202607050201081103,3,102.0,81.0
202607050201081105,5,101.0,90.0
202607050201081107,7,108.0,101.0
202607050201081108,8,97.0,85.0
202607050201081110,10,100.0,89.0
202607050201081111,11,92.0,80.0
202607050201081207,7,76.0,85.0
202607050201081208,8,78.0,87.0
202607050302040101,1,44.0,61.0
202607050302040104,4,54.0,72.0
202607050302040105,5,66.0,83.0
202607050302040107,7,72.0,87.0
202607050302040108,8,53.0,70.0
202607050302040109,9,59.0,76.0
202607050302040110,10,63.0,81.0
202607050302040112,12,57.0,75.0
202607050302040113,13,69.0,86.0
202607050302040114,14,77.0,89.0
202607050302040115,15,75.0,92.0
202607050302040201,1,77.0,92.0
202607050302040202,2,77.0,94.0
202607050302040203,3,78.0,93.0
202607050302040204,4,73.0,85.0
202607050302040205,5,75.0,91.0
202607050302040206,6,60.0,79.0
202607050302040207,7,53.0,68.0
202607050302040209,9,82.0,98.0
202607050302040210,10,67.0,82.0
202607050302040211,11,84.0,99.0
202607050302040212,12,67.0,82.0
202607050302040213,13,74.0,86.0
202607050302040214,14,72.0,89.0
202607050302040215,15,66.0,83.0
202607050302040216,16,70.0,82.0
202607050302040301,1,72.0,90.0
202607050302040302,2,70.0,88.0
202607050302040303,3,77.0,95.0
202607050302040304,4,78.0,95.0
202607050302040305,5,80.0,99.0
202607050302040306,6,46.0,63.0
202607050302040307,7,71.0,88.0
202607050302040309,9,76.0,92.0
202607050302040310,10,79.0,96.0
202607050302040311,11,80.0,97.0
202607050302040312,12,71.0,89.0
202607050302040315,15,72.0,89.0
202607050302040316,16,81.0,98.0
202607050302040401,1,79.0,94.0
202607050302040402,2,67.0,82.0
202607050302040409,9,36.0,53.0
202607050302040411,11,62.0,77.0
202607050302040412,12,41.0,46.0
202607050302040413,13,77.0,92.0
202607050302040414,14,68.0,83.0
202607050302040415,15,77.0,94.0
202607050302040416,16,66.0,81.0
202607050302040701,1,62.0,72.0
202607050302040703,3,91.0,101.0
202607050302040704,4,58.0,68.0
202607050302040705,5,86.0,95.0
202607050302040707,7,91.0,108.0
202607050302040709,9,90.0,99.0
202607050302040710,10,74.0,84.0
202607050302040711,11,86.0,95.0
202607050302040713,13,72.0,81.0
202607050302040715,15,92.0,110.0
202607050302040801,1,85.0,104.0
202607050302040802,2,93.0,90.0
202607050302040804,4,78.0,87.0
202607050302040806,6,88.0,93.0
202607050302040808,8,90.0,96.0
202607050302040810,10,82.0,91.0
202607050302040811,11,80.0,89.0
202607050302040812,12,79.0,88.0
202607050302040901,1,91.0,91.0
202607050302040902,2,92.0,92.0
202607050302040904,4,89.0,89.0
202607050302040905,5,94.0,94.0
202607050302040906,6,80.0,80.0
202607050302040907,7,90.0,90.0
202607050302040908,8,66.0,66.0
202607050302040909,9,96.0,101.0
202607050302040910,10,86.0,86.0
202607050302040912,12,90.0,90.0
202607050302040913,13,92.0,101.0
202607050302040915,15,92.0,92.0
202607050302041001,1,95.0,95.0
202607050302041002,2,90.0,90.0
202607050302041004,4,76.0,76.0
202607050302041005,5,99.0,99.0
202607050302041007,7,90.0,90.0
202607050302041008,8,87.0,87.0
202607050302041009,9,90.0,90.0
202607050302041010,10,93.0,93.0
202607050302041011,11,94.0,94.0
202607050302041101,1,109.0,93.0
202607050302041102,2,102.0,91.0
202607050302041103,3,51.0,38.0
202607050302041104,4,94.0,82.0
202607050302041105,5,106.0,90.0
202607050302041106,6,102.0,92.0
202607050302041107,7,96.0,86.0
202607050302041108,8,105.0,94.0
202607050302041109,9,111.0,100.0
202607050302041110,10,90.0,78.0
202607050302041111,11,102.0,91.0
202607050302041112,12,99.0,86.0
202607050302041115,15,102.0,91.0
202607050302041201,1,90.0,99.0
202607050302041202,2,88.0,100.0
202607050302041203,3,80.0,85.0
202607050302041205,5,88.0,92.0
202607050302041206,6,66.0,76.0
202607050302041208,8,68.0,73.0
202607050302041209,9,80.0,89.0
202607050302041210,10,79.0,88.0
202607050302041212,12,81.0,90.0
202607050302041213,13,61.0,66.0
202607050302041214,14,75.0,84.0
202607050302041215,15,81.0,80.0
202607051002040303,3,73.0,92.0
202607051002040305,5,59.0,77.0
202607051002040307,7,72.0,91.0
202607051002040308,8,69.0,86.0
202607051002040309,9,34.0,52.0
202607051002040311,11,75.0,93.0
202607051002040312,12,74.0,93.0
202607051002040313,13,35.0,53.0
202607051002040315,15,52.0,70.0
202607051002040316,16,77.0,96.0
202607051002040317,17,79.0,98.0
202607051002040318,18,71.0,89.0
202607051002040407,7,65.0,80.0
202607051002040408,8,84.0,99.0
202607051002040410,10,79.0,94.0
202607051002040411,11,71.0,83.0
202607051002040412,12,73.0,89.0
202607051002040413,13,68.0,83.0
202607051002040702,2,78.0,93.0
202607051002040704,4,68.0,83.0
202607051002040705,5,53.0,68.0
202607051002040706,6,74.0,89.0
202607051002040707,7,75.0,92.0
202607051002040709,9,70.0,86.0
202607051002040710,10,67.0,82.0
202607051002040711,11,60.0,77.0
202607051002040714,14,81.0,97.0
202607051002040715,15,65.0,80.0
202607051002040716,16,80.0,95.0
202607051002040802,2,56.0,65.0
202607051002040803,3,78.0,83.0
202607051002040804,4,79.0,88.0
202607051002040805,5,84.0,102.0
202607051002040806,6,81.0,89.0
202607051002040807,7,84.0,92.0
202607051002040808,8,80.0,99.0
202607051002040809,9,86.0,94.0
202607051002040902,2,93.0,98.0
202607051002040903,3,81.0,89.0
202607051002040904,4,77.0,86.0
202607051002040905,5,100.0,78.0
202607051002040906,6,92.0,89.0
202607051002040908,8,58.0,67.0
202607051002041001,1,93.0,93.0
202607051002041002,2,94.0,94.0
202607051002041004,4,84.0,84.0
202607051002041005,5,88.0,88.0
202607051002041008,8,94.0,94.0
202607051002041009,9,99.0,99.0
202607051002041013,13,95.0,95.0
202607051002041015,15,84.0,84.0
202607051002041016,16,94.0,94.0
202607051002041101,1,109.0,99.0
202607051002041103,3,79.0,68.0
202607051002041104,4,107.0,99.0
202607051002041105,5,99.0,91.0
202607051002041106,6,103.0,95.0
202607051002041107,7,100.0,95.0
202607051002041108,8,103.0,103.0
202607051002041109,9,107.0,97.0
202607051002041110,10,106.0,98.0
202607051002041112,12,109.0,101.0
202607051002041113,13,98.0,90.0
202607051002041201,1,83.0,80.0
202607051002041202,2,85.0,82.0
202607051002041203,3,74.0,83.0
202607051002041205,5,83.0,91.0
202607051002041206,6,52.0,58.0
202607051002041207,7,75.0,81.0
202607051002041208,8,92.0,97.0
202607051002041209,9,90.0,87.0
202607051002041212,12,83.0,92.0
202607051002041213,13,71.0,81.0
