レースID(新),馬番,前走補9,前走補正
202606060503010201,1,80.0,98.0
202606060503010202,2,75.0,92.0
202606060503010203,3,80.0,96.0
202606060503010204,4,71.0,90.0
202606060503010205,5,62.0,79.0
202606060503010207,7,66.0,83.0
202606060503010208,8,71.0,90.0
202606060503010209,9,82.0,99.0
202606060503010210,10,66.0,83.0
202606060503010211,11,67.0,85.0
202606060503010212,12,67.0,84.0
202606060503010213,13,75.0,93.0
202606060503010214,14,70.0,86.0
202606060503010215,15,68.0,87.0
202606060503010216,16,54.0,71.0
202606060503010301,1,73.0,89.0
202606060503010302,2,70.0,82.0
202606060503010303,3,74.0,89.0
202606060503010304,4,76.0,91.0
202606060503010305,5,69.0,85.0
202606060503010307,7,60.0,76.0
202606060503010308,8,44.0,63.0
202606060503010309,9,83.0,98.0
202606060503010310,10,74.0,90.0
202606060503010312,12,78.0,95.0
202606060503010313,13,32.0,47.0
202606060503010314,14,75.0,91.0
202606060503010315,15,83.0,100.0
202606060503010316,16,76.0,91.0
202606060503010601,1,67.0,84.0
202606060503010602,2,66.0,84.0
202606060503010603,3,71.0,90.0
202606060503010604,4,62.0,80.0
202606060503010607,7,67.0,84.0
202606060503010608,8,81.0,98.0
202606060503010609,9,77.0,94.0
202606060503010610,10,79.0,96.0
202606060503010611,11,77.0,95.0
202606060503010612,12,18.0,36.0
202606060503010613,13,80.0,95.0
202606060503010614,14,69.0,87.0
202606060503010615,15,66.0,84.0
202606060503010616,16,63.0,82.0
202606060503010701,1,69.0,87.0
202606060503010702,2,79.0,98.0
202606060503010703,3,,7.0
202606060503010704,4,73.0,92.0
202606060503010705,5,67.0,85.0
202606060503010706,6,76.0,95.0
202606060503010708,8,79.0,98.0
202606060503010709,9,81.0,99.0
202606060503010710,10,80.0,99.0
202606060503010711,11,29.0,47.0
202606060503010712,12,69.0,87.0
202606060503010713,13,75.0,93.0
202606060503010714,14,52.0,70.0
202606060503010715,15,74.0,91.0
202606060503010716,16,76.0,95.0
202606060503010801,1,84.0,93.0
202606060503010802,2,79.0,96.0
202606060503010803,3,101.0,106.0
202606060503010804,4,87.0,92.0
202606060503010805,5,65.0,74.0
202606060503010806,6,85.0,91.0
202606060503010807,7,87.0,92.0
202606060503010808,8,88.0,93.0
202606060503010809,9,82.0,92.0
202606060503010810,10,81.0,98.0
202606060503010811,11,85.0,95.0
202606060503010812,12,86.0,103.0
202606060503010813,13,75.0,84.0
202606060503010814,14,80.0,97.0
