レースID(新),馬番,前走補9,前走補正
202609050102050704,4,82.0,99.0
202609050102050812,12,83.0,89.0
202609050604010201,1,65.0,81.0
202609050604010708,8,69.0,86.0
202609050604010712,12,82.0,100.0
202609050604010807,7,92.0,97.0
202609050604010906,6,37.0,47.0
202609050604011104,4,106.0,82.0
202609050604011107,7,109.0,99.0
202609050604011109,9,106.0,88.0
202609050604011202,2,84.0,89.0
202609050604011208,8,82.0,87.0
202609050604011211,11,85.0,90.0
202609050604011213,13,78.0,88.0
202609050904010307,7,68.0,87.0
202609050904010310,10,74.0,92.0
202609050904010706,6,76.0,81.0
202609050904010709,9,82.0,87.0
202609050904010712,12,67.0,77.0
202609050904010713,13,58.0,68.0
202609050904010801,1,83.0,80.0
202609050904010902,2,100.0,106.0
202609050904010905,5,81.0,81.0
202609050904010907,7,89.0,89.0
202609050904011106,6,107.0,97.0
202609050904011112,12,95.0,85.0
202609050904011204,4,87.0,92.0
202609050904011205,5,82.0,87.0
202609050904011208,8,94.0,99.0
