レースID(新),馬番,前走補9,前走補正
202604040603030103,3,84.0,99.0
202604040603030105,5,85.0,99.0
202604040603030107,7,76.0,91.0
202604040603030108,8,87.0,102.0
202604040603030109,9,60.0,75.0
202604040603030112,12,75.0,91.0
202604040603030114,14,69.0,85.0
202604040603030115,15,81.0,96.0
202604040603030202,2,63.0,80.0
202604040603030203,3,70.0,87.0
202604040603030204,4,68.0,83.0
202604040603030205,5,,16.0
202604040603030206,6,66.0,81.0
202604040603030207,7,66.0,83.0
202604040603030212,12,80.0,95.0
202604040603030214,14,77.0,94.0
202604040603030301,1,76.0,91.0
202604040603030302,2,78.0,94.0
202604040603030303,3,86.0,100.0
202604040603030304,4,78.0,93.0
202604040603030306,6,80.0,94.0
202604040603030310,10,70.0,85.0
202604040603030313,13,80.0,94.0
202604040603030314,14,82.0,96.0
202604040603030501,1,76.0,93.0
202604040603030504,4,68.0,82.0
202604040603030506,6,79.0,93.0
202604040603030507,7,78.0,95.0
202604040603030510,10,77.0,94.0
202604040603030512,12,70.0,85.0
202604040603030513,13,85.0,101.0
202604040603030515,15,68.0,83.0
202604040603030603,3,72.0,90.0
202604040603030604,4,79.0,97.0
202604040603030605,5,79.0,96.0
202604040603030606,6,60.0,75.0
202604040603030607,7,73.0,90.0
202604040603030610,10,78.0,96.0
202604040603030611,11,62.0,79.0
202604040603030613,13,76.0,93.0
202604040603030701,1,93.0,102.0
202604040603030703,3,82.0,90.0
202604040603030705,5,80.0,89.0
202604040603030707,7,86.0,94.0
202604040603030708,8,92.0,101.0
202604040603030709,9,73.0,83.0
202604040603030710,10,83.0,91.0
202604040603030711,11,69.0,77.0
202604040603030801,1,89.0,98.0
202604040603030802,2,83.0,92.0
202604040603030803,3,90.0,99.0
202604040603030804,4,58.0,77.0
202604040603030806,6,82.0,92.0
202604040603030807,7,77.0,87.0
202604040603030808,8,88.0,98.0
202604040603030809,9,84.0,93.0
202604040603030810,10,78.0,87.0
202604040603030811,11,87.0,96.0
202604040603030901,1,83.0,100.0
202604040603030902,2,82.0,79.0
202604040603030904,4,83.0,101.0
202604040603030905,5,83.0,102.0
202604040603030906,6,83.0,101.0
202604040603030908,8,89.0,94.0
