レースID(新),馬番,前走補9,前走補正
202605020401010101,1,71.0,71.0
202605020401010103,3,66.0,74.0
202605020401010104,4,92.0,92.0
202605020401010105,5,75.0,83.0
202605020401010107,7,101.0,88.0
202605020401010109,9,70.0,70.0
202605020401010201,1,66.0,85.0
202605020401010202,2,67.0,82.0
202605020401010203,3,67.0,82.0
202605020401010204,4,72.0,90.0
202605020401010205,5,78.0,96.0
202605020401010206,6,66.0,83.0
202605020401010207,7,74.0,90.0
202605020401010208,8,71.0,89.0
202605020401010209,9,51.0,69.0
202605020401010210,10,78.0,95.0
202605020401010211,11,75.0,92.0
202605020401010212,12,74.0,92.0
202605020401010213,13,61.0,79.0
202605020401010214,14,64.0,76.0
202605020401010215,15,50.0,67.0
202605020401010301,1,70.0,85.0
202605020401010302,2,73.0,88.0
202605020401010303,3,81.0,96.0
202605020401010304,4,78.0,94.0
202605020401010305,5,67.0,82.0
202605020401010306,6,84.0,100.0
202605020401010307,7,85.0,97.0
202605020401010308,8,91.0,105.0
202605020401010309,9,74.0,89.0
202605020401010310,10,75.0,90.0
202605020401010313,13,64.0,82.0
202605020401010314,14,58.0,76.0
202605020401010315,15,70.0,85.0
202605020401010501,1,32.0,47.0
202605020401010504,4,75.0,90.0
202605020401010507,7,80.0,95.0
202605020401010509,9,81.0,98.0
202605020401010510,10,71.0,86.0
202605020401010511,11,69.0,88.0
202605020401010512,12,68.0,83.0
202605020401010513,13,80.0,95.0
202605020401010514,14,80.0,97.0
202605020401010515,15,69.0,84.0
202605020401010516,16,64.0,81.0
202605020401010601,1,78.0,96.0
202605020401010602,2,79.0,98.0
202605020401010603,3,77.0,96.0
202605020401010604,4,79.0,98.0
202605020401010605,5,79.0,98.0
202605020401010606,6,80.0,99.0
202605020401010607,7,73.0,92.0
202605020401010608,8,67.0,85.0
202605020401010609,9,70.0,89.0
202605020401010610,10,63.0,82.0
202605020401010611,11,58.0,76.0
202605020401010612,12,60.0,79.0
202605020401010613,13,29.0,46.0
202605020401010614,14,64.0,82.0
202605020401010701,1,93.0,102.0
202605020401010702,2,67.0,76.0
202605020401010703,3,78.0,88.0
202605020401010704,4,70.0,80.0
202605020401010706,6,70.0,80.0
202605020401010707,7,65.0,74.0
202605020401010708,8,49.0,58.0
202605020401010709,9,82.0,91.0
202605020401010711,11,85.0,93.0
202605020401010712,12,81.0,90.0
202605020401010713,13,69.0,78.0
202605020401010714,14,73.0,83.0
202605020401010715,15,71.0,79.0
202605020401010801,1,87.0,96.0
202605020401010802,2,86.0,95.0
202605020401010803,3,89.0,97.0
202605020401010804,4,81.0,90.0
202605020401010805,5,87.0,96.0
202605020401010806,6,85.0,93.0
202605020401010807,7,82.0,90.0
202605020401010808,8,91.0,99.0
202605020401010809,9,74.0,83.0
202605020401010810,10,89.0,97.0
202605020401010811,11,10.0,28.0
202605020401010812,12,89.0,97.0
202605020401010813,13,81.0,90.0
202605020401010901,1,73.0,79.0
202605020401010902,2,68.0,74.0
202605020401010903,3,98.0,115.0
202605020401010904,4,83.0,101.0
202605020401010905,5,83.0,100.0
202605020401010906,6,98.0,104.0
202605020401010907,7,103.0,109.0
202605020401010908,8,84.0,102.0
202605020401010909,9,92.0,98.0
202605020401010910,10,89.0,106.0
202605020401010911,11,104.0,110.0
202605020401010912,12,87.0,84.0
202605020401010913,13,95.0,113.0
202605020401010914,14,88.0,94.0
202605020401010915,15,96.0,113.0
202605020401011001,1,86.0,86.0
202605020401011002,2,92.0,92.0
202605020401011003,3,95.0,95.0
202605020401011004,4,96.0,96.0
202605020401011005,5,95.0,95.0
202605020401011006,6,98.0,98.0
202605020401011007,7,90.0,90.0
202605020401011008,8,91.0,99.0
202605020401011009,9,69.0,69.0
202605020401011010,10,93.0,102.0
202605020401011011,11,93.0,93.0
202605020401011012,12,97.0,97.0
202605020401011013,13,93.0,93.0
202605020401011014,14,95.0,95.0
202605020401011015,15,92.0,92.0
202605020401011101,1,89.0,82.0
202605020401011102,2,96.0,89.0
202605020401011103,3,95.0,87.0
202605020401011104,4,98.0,91.0
202605020401011105,5,103.0,96.0
202605020401011106,6,92.0,85.0
202605020401011107,7,86.0,79.0
202605020401011108,8,99.0,92.0
202605020401011109,9,97.0,90.0
202605020401011110,10,78.0,71.0
202605020401011111,11,87.0,80.0
202605020401011112,12,103.0,103.0
202605020401011113,13,100.0,100.0
202605020401011114,14,101.0,94.0
202605020401011115,15,95.0,89.0
202605020401011201,1,76.0,85.0
202605020401011202,2,81.0,90.0
202605020401011203,3,83.0,92.0
202605020401011204,4,69.0,78.0
202605020401011205,5,75.0,84.0
202605020401011206,6,83.0,92.0
202605020401011207,7,86.0,95.0
202605020401011208,8,83.0,92.0
202605020401011209,9,73.0,82.0
202605020401011210,10,65.0,75.0
202605020401011211,11,63.0,72.0
202605020401011212,12,82.0,91.0
202605020401011213,13,73.0,82.0
202605020401011214,14,87.0,91.0
202605020401011215,15,72.0,81.0
202605020401011216,16,86.0,95.0
202605020502030101,1,82.0,98.0
202605020502030102,2,78.0,93.0
202605020502030103,3,73.0,88.0
202605020502030104,4,70.0,85.0
202605020502030105,5,76.0,91.0
202605020502030106,6,74.0,89.0
202605020502030107,7,70.0,87.0
202605020502030108,8,43.0,61.0
202605020502030109,9,58.0,76.0
202605020502030110,10,69.0,84.0
202605020502030111,11,49.0,67.0
202605020502030112,12,71.0,87.0
202605020502030113,13,79.0,95.0
202605020502030114,14,80.0,95.0
202605020502030115,15,56.0,73.0
202605020502030116,16,63.0,78.0
202605020502030201,1,73.0,90.0
202605020502030203,3,81.0,98.0
202605020502030204,4,70.0,85.0
202605020502030205,5,87.0,104.0
202605020502030206,6,66.0,81.0
202605020502030207,7,75.0,90.0
202605020502030209,9,64.0,82.0
202605020502030210,10,66.0,84.0
202605020502030211,11,57.0,76.0
202605020502030212,12,58.0,76.0
202605020502030213,13,45.0,63.0
202605020502030214,14,67.0,86.0
202605020502030301,1,77.0,95.0
202605020502030302,2,68.0,87.0
202605020502030303,3,70.0,89.0
202605020502030304,4,31.0,49.0
202605020502030305,5,58.0,76.0
202605020502030306,6,64.0,82.0
202605020502030307,7,81.0,99.0
202605020502030308,8,67.0,85.0
202605020502030309,9,54.0,72.0
202605020502030402,2,79.0,98.0
202605020502030403,3,73.0,78.0
202605020502030404,4,68.0,86.0
202605020502030405,5,72.0,91.0
202605020502030406,6,79.0,97.0
202605020502030407,7,48.0,67.0
202605020502030409,9,51.0,68.0
202605020502030410,10,79.0,98.0
202605020502030501,1,92.0,97.0
202605020502030502,2,89.0,94.0
202605020502030503,3,80.0,77.0
202605020502030504,4,90.0,84.0
202605020502030505,5,89.0,94.0
202605020502030506,6,85.0,91.0
202605020502030507,7,79.0,84.0
202605020502030508,8,92.0,97.0
202605020502030509,9,95.0,91.0
202605020502030510,10,85.0,101.0
202605020502030511,11,89.0,83.0
