レースID(新),馬番,前走補9,前走補正
202607120201100102,2,75.0,90.0
202607120201100201,1,74.0,91.0
202607120201100414,14,74.0,93.0
202607120201100610,10,50.0,66.0
202607120201100613,13,76.0,92.0
202607120201100701,1,86.0,95.0
202607120201100702,2,81.0,90.0
202607120201100704,4,58.0,64.0
202607120201100801,1,80.0,89.0
202607120201100802,2,83.0,89.0
202607120201100803,3,59.0,68.0
202607120201100805,5,90.0,99.0
202607120201100807,7,69.0,78.0
202607120201100808,8,66.0,72.0
202607120201100809,9,83.0,92.0
202607120201100811,11,86.0,95.0
202607120201100901,1,88.0,88.0
202607120201100902,2,94.0,94.0
202607120201100905,5,79.0,58.0
202607120201100913,13,86.0,86.0
202607120201101002,2,79.0,79.0
202607120201101004,4,94.0,99.0
202607120201101007,7,76.0,76.0
202607120201101008,8,86.0,86.0
202607120201101011,11,97.0,97.0
202607120201101101,1,101.0,85.0
202607120201101102,2,109.0,93.0
202607120201101104,4,111.0,95.0
202607120201101105,5,112.0,94.0
202607120201101106,6,103.0,92.0
202607120201101107,7,99.0,84.0
202607120201101108,8,104.0,88.0
202607120201101109,9,112.0,98.0
202607120201101110,10,78.0,68.0
202607120201101111,11,105.0,97.0
202607120201101112,12,97.0,81.0
202607120201101114,14,106.0,94.0
202607120201101203,3,90.0,95.0
202607120201101205,5,67.0,76.0
202607120201101208,8,68.0,77.0
202607120302060202,2,69.0,88.0
202607120302060205,5,69.0,85.0
202607120302060207,7,39.0,57.0
202607120302060213,13,61.0,78.0
202607120302060301,1,79.0,96.0
202607120302060302,2,67.0,86.0
202607120302060303,3,47.0,65.0
202607120302060305,5,66.0,85.0
202607120302060307,7,76.0,95.0
202607120302060308,8,71.0,90.0
202607120302060311,11,74.0,91.0
202607120302060315,15,74.0,93.0
202607120302060316,16,73.0,92.0
202607120302060601,1,79.0,94.0
202607120302060602,2,61.0,76.0
202607120302060604,4,59.0,74.0
202607120302060605,5,86.0,98.0
202607120302060606,6,87.0,102.0
202607120302060608,8,78.0,94.0
202607120302060609,9,75.0,90.0
202607120302060610,10,78.0,94.0
202607120302060613,13,74.0,90.0
202607120302060615,15,68.0,84.0
202607120302060616,16,68.0,84.0
202607120302060701,1,71.0,88.0
202607120302060703,3,65.0,81.0
202607120302060704,4,51.0,66.0
202607120302060705,5,70.0,86.0
202607120302060707,7,81.0,93.0
202607120302060708,8,66.0,84.0
