レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限
202606060903010616,16, 50, 67,13.7,33.9
202606060903010505,5,,,1.2,1.7
202606060903010503,3,,,1.1,1.4
202606060903010506,6,,,4.6,6.9
202606060903010504,4,,,4.3,6.5
202606060903010502,2,,,7.1,10.5
202606060903010501,1,,,1.7,2.5
202606060903010403,3, 84,100,1.1,1.4
202606060903010412,12, 84,101,1.5,2.3
202606060903010415,15, 84, 99,1.4,2.0
202606060903010404,4, 83, 98,3.5,6.0
202606060903010409,9,,,1.6,2.5
202606060903010406,6, 81, 97,2.2,3.5
202606060903010405,5, 74, 89,4.2,7.3
202606060903010411,11,,,32.6,58.7
202606060903010402,2, 84, 99,5.5,9.5
202606060903010414,14,,,37.1,66.8
202606060903010407,7,,,20.1,36.1
202606060903010401,1, 69, 84,57.3,103.3
202606060903010410,10, 77, 92,16.5,29.6
202606060903010416,16,,,24.3,43.6
202606060903010413,13, 62, 78,7.3,12.8
202606060903010408,8, 41, 59,31.6,56.9
202606060903010310,10, 68, 86,1.6,2.3
202606060903010302,2, 81, 99,1.4,1.8
202606060903010315,15, 75, 91,4.9,7.3
202606060903010304,4, 64, 82,3.7,5.5
202606060903010305,5,,,41.3,63.9
202606060903010308,8,,,5.3,8.1
202606060903010309,9, 79, 95,1.7,2.5
202606060903010316,16, 80, 98,2.1,3.0
202606060903010314,14, 68, 86,11.5,17.6
202606060903010303,3, 65, 83,6.6,10.1
202606060903010301,1, 75, 91,7.1,10.9
202606060903010313,13,,,8.8,13.4
202606060903010312,12, 80, 96,1.5,2.1
202606060903010306,6, 65, 81,20.5,31.8
202606060903010307,7,,,11.2,17.2
202606060903010311,11, 63, 81,32.5,50.3
202606060903010205,5, 71, 86,1.3,2.1
202606060903010206,6,,,3.3,6.1
202606060903010215,15, 84, 99,1.1,1.5
202606060903010212,12, 84, 99,2.0,3.4
202606060903010210,10, 84, 99,1.1,1.6
202606060903010207,7, 75, 90,5.4,10.3
202606060903010201,1, 81, 96,3.0,5.4
202606060903010214,14, 80, 95,3.4,6.2
202606060903010213,13, 74, 90,11.4,22.2
202606060903010208,8, 68, 84,39.9,78.7
202606060903010209,9, 74, 89,37.1,73.1
202606060903010202,2, 70, 85,10.7,20.7
202606060903010203,3, 69, 84,14.2,27.8
202606060903010204,4, 72, 87,28.4,56.0
202606060903010211,11, 70, 86,9.2,17.8
202606060903010216,16,,,21.9,43.0
202606060903010111,11, 81, 97,1.1,1.1
202606060903010104,4, 65, 81,2.3,6.0
202606060903010102,2, 82, 97,5.0,14.4
202606060903010105,5, 44, 62,12.2,36.1
202606060903010108,8, 64, 82,2.2,5.8
202606060903010101,1, 70, 88,2.5,6.8
202606060903010106,6, 76, 92,2.0,5.0
202606060903010115,15, 65, 83,1.5,3.4
202606060903010110,10, 78, 94,2.3,5.9
202606060903010103,3,,,7.7,22.5
202606060903010113,13, 70, 86,14.1,42.0
202606060903010116,16,,,29.6,89.3
202606060903010114,14, 53, 71,10.6,31.5
202606060903010107,7, 56, 70,24.0,72.1
202606060903010109,9, 42, 58,41.6,125.6
202606060903010112,12, 74, 89,6.1,17.5
202605310502121204,4,121,104,1.5,2.1
202605310502121206,6,116,102,1.3,1.7
202605310502121211,11,117, 95,1.3,1.9
202605310502121208,8,107, 99,2.6,4.0
202605310502121214,14,110,102,3.7,5.8
202605310502121207,7,107, 99,5.4,8.8
202605310502121212,12,113, 91,7.3,11.9
202605310502121210,10,112, 98,5.6,9.0
202605310502121201,1,112, 98,3.0,4.7
202605310502121209,9,108,100,2.4,3.8
202605310502121203,3,107, 93,13.7,22.5
202605310502121213,13,112, 86,9.5,15.5
202605310502121202,2,100, 83,25.6,42.0
202605310502121205,5,111,103,4.2,6.7
202605310502121117,17,115, 93,1.2,1.5
202605310502121113,13,102, 80,2.2,3.3
202605310502121105,5,105, 83,6.3,9.9
202605310502121114,14,108, 87,2.0,3.0
202605310502121102,2,105, 83,7.0,11.0
202605310502121104,4, 92, 70,33.6,54.4
202605310502121111,11,113, 91,1.9,2.8
202605310502121101,1,112, 90,2.7,4.0
202605310502121106,6,107, 89,3.5,5.3
202605310502121112,12,112, 90,4.1,6.4
202605310502121109,9,103, 87,3.6,5.5
202605310502121115,15,110, 88,3.4,5.2
202605310502121107,7, 94, 91,11.1,17.8
202605310502121118,18,100, 82,23.8,38.4
202605310502121103,3, 89, 68,53.4,86.4
202605310502121116,16,110, 88,5.8,9.2
202605310502121108,8, 90, 84,43.8,70.8
202605310502121110,10, 95, 88,14.9,24.0
202605310502121012,12,101, 93,1.4,2.0
202605310502121010,10, 99, 99,1.2,1.4
202605310502121009,9,102, 94,2.8,4.6
202605310502121014,14, 98, 98,3.4,5.8
202605310502121002,2,104, 96,5.2,8.9
202605310502121013,13, 99, 99,1.9,3.0
202605310502121015,15, 98, 98,6.1,10.5
202605310502121017,17,100, 92,16.1,28.5
202605310502121016,16,103, 95,3.0,5.1
202605310502121006,6, 99, 91,6.7,11.7
202605310502121011,11,100, 92,31.9,56.6
202605310502121004,4, 90, 82,6.5,11.2
202605310502121008,8,104, 96,2.6,4.4
202605310502121003,3,100, 92,15.0,26.5
202605310502121018,18,103, 95,2.7,4.5
202605310502121001,1, 84, 76,18.1,32.1
202605310502121007,7, 94, 87,42.2,74.8
202605310502121005,5,103, 95,,
202605310502120914,14,107,101,1.2,1.6
202605310502120909,9,102,102,2.3,3.7
202605310502120911,11,102, 95,1.4,2.1
202605310502120904,4, 94, 90,6.3,10.5
202605310502120901,1, 65, 58,8.8,14.7
202605310502120905,5, 91, 84,20.1,34.1
202605310502120902,2, 94, 87,22.2,37.6
202605310502120906,6, 91, 85,8.1,13.5
202605310502120903,3, 94, 88,8.6,14.4
202605310502120915,15, 98, 91,8.1,13.6
202605310502120912,12, 96, 88,20.3,34.4
202605310502120913,13,107,100,1.3,1.8
202605310502120910,10,101, 93,10.0,16.8
202605310502120908,8,102, 95,1.7,2.5
202605310502120907,7, 99, 99,3.2,5.1
202605310502120813,13, 94,102,1.8,3.3
202605310502120807,7, 99, 99,4.9,10.2
202605310502120804,4, 99, 99,1.2,1.8
202605310502120811,11, 99, 99,1.1,1.2
202605310502120801,1, 97, 97,3.2,6.5
202605310502120809,9, 82, 82,23.6,51.2
202605310502120806,6, 99, 99,1.3,2.4
202605310502120814,14, 97, 97,8.7,18.7
202605310502120812,12, 93, 93,5.7,12.0
202605310502120810,10, 87, 87,9.4,20.3
202605310502120802,2, 93, 93,3.0,5.9
202605310502120805,5, 94, 94,6.8,14.5
202605310502120803,3, 94, 94,32.9,71.5
202605310502120808,8, 91,100,7.7,16.4
202605310502120702,2, 88, 97,2.8,4.8
202605310502120708,8, 66, 75,10.5,19.5
202605310502120704,4, 86, 96,2.5,4.2
202605310502120707,7, 70, 79,22.1,41.6
202605310502120713,13, 87, 97,1.5,2.4
202605310502120705,5, 88, 97,1.1,1.4
202605310502120703,3, 75, 84,23.6,44.4
202605310502120701,1, 86, 95,4.7,8.4
202605310502120709,9, 61, 70,3.4,6.0
202605310502120711,11, 90,100,1.3,1.9
202605310502120716,16, 88, 97,3.9,7.1
202605310502120715,15, 87,102,2.3,3.9
202605310502120714,14, 74, 83,23.2,43.5
202605310502120712,12, 81, 90,39.1,73.5
202605310502120710,10, 77, 87,17.9,33.6
202605310502120706,6,,,12.1,22.6
202605310502120606,6, 89, 98,1.2,1.6
202605310502120604,4, 90, 99,1.4,2.1
202605310502120610,10, 90, 99,1.3,1.8
202605310502120608,8, 88, 96,1.4,2.0
202605310502120601,1, 77, 86,17.0,28.7
202605310502120607,7, 83, 92,2.7,4.3
202605310502120605,5, 82, 90,3.2,5.1
202605310502120603,3, 87, 96,2.4,3.8
202605310502120609,9, 66, 76,9.1,15.2
202605310502120611,11, 71, 80,19.0,32.0
202605310502120602,2, 77, 86,19.4,32.7
202605310502120504,4, 89, 94,1.2,1.5
202605310502120511,11, 87, 92,3.2,5.7
202605310502120512,12, 79, 84,6.1,11.3
202605310502120503,3, 86, 91,6.8,12.6
202605310502120507,7, 95,110,1.6,2.6
202605310502120501,1, 91, 96,1.7,2.8
202605310502120513,13, 71, 76,1.8,3.1
202605310502120506,6, 94, 99,1.2,1.6
202605310502120502,2, 88,103,6.3,11.6
202605310502120505,5, 90,105,4.5,8.2
202605310502120509,9, 75, 80,12.2,23.0
202605310502120510,10, 75, 80,37.0,69.9
202605310502120508,8, 72, 87,16.1,30.3
202605310502120412,12, 81, 99,1.3,1.8
202605310502120410,10, 80, 98,1.4,2.1
202605310502120405,5, 83,100,1.2,1.7
202605310502120407,7, 82, 99,1.4,2.1
202605310502120414,14, 78, 96,3.3,5.3
202605310502120408,8, 73, 88,35.2,61.0
202605310502120402,2, 73, 91,10.3,17.6
202605310502120417,17, 70, 89,8.3,14.2
202605310502120416,16, 71, 90,12.5,21.4
202605310502120404,4, 53, 72,3.8,6.2
202605310502120418,18, 71, 87,18.8,32.3
202605310502120415,15, 58, 77,21.2,36.6
202605310502120411,11, 76, 95,5.7,9.5
202605310502120413,13, 65, 81,18.6,32.1
202605310502120406,6, 73, 88,39.3,68.1
202605310502120401,1,,,8.1,13.7
202605310502120409,9, 53, 68,31.1,53.8
202605310502120403,3, 33, 50,61.7,106.9
202605310502120306,6, 78, 96,1.2,1.5
202605310502120315,15, 71, 88,3.2,5.3
202605310502120312,12, 65, 81,23.6,40.9
202605310502120314,14, 53, 71,1.5,2.3
202605310502120305,5, 74, 89,2.6,4.1
202605310502120304,4, 81, 98,1.4,2.1
202605310502120301,1, 79, 97,1.4,2.0
202605310502120303,3, 65, 83,19.8,34.3
202605310502120302,2, 76, 91,10.1,17.4
202605310502120310,10, 68, 85,18.2,31.5
202605310502120308,8, 49, 67,42.6,74.0
202605310502120313,13, 70, 87,3.2,5.2
202605310502120311,11, 46, 63,60.7,105.4
202605310502120307,7, 61, 79,18.1,31.3
202605310502120316,16, 66, 85,21.0,36.4
202605310502120309,9,,,12.0,20.7
202605310502120206,6, 79, 96,1.2,1.9
202605310502120204,4, 79, 96,1.6,2.8
202605310502120209,9, 56, 71,13.2,26.1
202605310502120202,2, 76, 91,3.9,7.2
202605310502120213,13, 82, 97,1.3,2.2
202605310502120205,5, 83, 99,1.1,1.3
202605310502120203,3,,,12.9,25.3
202605310502120201,1, 75, 90,7.0,13.5
202605310502120207,7, 80, 95,3.1,5.8
202605310502120211,11, 45, 63,3.8,7.2
202605310502120210,10, 73, 88,7.4,14.4
202605310502120215,15, 63, 78,12.1,23.8
202605310502120216,16, 38, 55,24.9,49.5
202605310502120214,14, 71, 83,56.0,111.4
202605310502120208,8, 72, 89,9.3,18.1
202605310502120212,12, 38, 56,24.1,47.9
202605310502120109,9, 81, 98,1.1,2.0
202605310502120105,5, 78, 95,1.1,1.1
202605310502120106,6, 43, 61,20.9,72.8
202605310502120103,3, 70, 87,5.0,16.6
202605310502120111,11, 54, 59,41.4,145.3
202605310502120114,14, 77, 94,2.0,5.7
202605310502120104,4, 70, 87,4.6,14.9
202605310502120112,12, 54, 72,14.2,49.1
202605310502120116,16, 74, 91,2.9,8.9
202605310502120101,1, 55, 72,51.0,179.1
202605310502120108,8, 27, 45,52.3,183.8
202605310502120107,7, 70, 87,7.3,24.6
202605310502120102,2, 72, 90,1.3,3.3
202605310502120115,15, 78, 95,2.6,8.1
202605310502120113,13, 72, 88,9.1,30.9
202605310502120110,10,,,31.1,108.9
202605310803121208,8,102, 94,1.6,2.0
202605310803121206,6,100, 92,4.3,6.1
202605310803121207,7,101, 95,3.5,4.9
202605310803121214,14,100, 94,3.3,4.7
202605310803121217,17, 97, 91,5.2,7.4
202605310803121212,12, 98, 98,1.6,2.1
202605310803121211,11, 99, 91,5.9,8.5
202605310803121203,3,101, 96,2.6,3.5
202605310803121213,13, 95, 89,10.3,15.0
202605310803121209,9, 99, 99,1.9,2.6
202605310803121201,1,100, 95,11.2,16.3
202605310803121216,16, 66, 60,8.6,12.4
202605310803121218,18,101, 95,8.9,13.0
202605310803121205,5, 84, 78,9.5,13.8
202605310803121215,15, 98, 98,3.0,4.2
202605310803121204,4, 64, 58,18.4,26.7
202605310803121202,2, 97, 97,6.0,8.6
202605310803121210,10, 78, 73,21.6,31.3
202605310803121101,1, 85,103,1.6,2.3
202605310803121107,7, 86,104,2.6,3.9
202605310803121104,4, 95,100,1.3,1.8
202605310803121109,9, 85, 82,2.5,3.8
202605310803121106,6, 84,102,3.5,5.4
202605310803121102,2, 96, 90,1.2,1.7
202605310803121108,8, 85, 82,1.2,1.7
202605310803121105,5, 85, 91,4.5,6.9
202605310803121103,3, 69, 74,21.6,33.4
202605310803121017,17,105, 95,3.6,5.0
202605310803121005,5,107, 95,1.9,2.4
202605310803121007,7,102, 90,5.9,8.2
202605310803121012,12,106, 90,2.1,2.7
202605310803121003,3, 99, 91,3.7,5.1
202605310803121015,15,101, 85,10.6,14.9
202605310803121013,13,104, 96,3.0,4.1
202605310803121001,1,106, 90,1.6,1.9
202605310803121014,14,104, 94,4.1,5.6
202605310803121004,4, 47, 39,13.4,19.0
202605310803121011,11, 96, 80,4.3,6.0
202605310803121008,8,101, 91,4.7,6.5
202605310803121016,16,101, 93,2.6,3.5
202605310803121010,10,100, 90,12.8,18.0
202605310803121006,6,100, 92,6.5,9.2
202605310803121009,9,104, 94,12.4,17.5
202605310803121002,2,106, 94,7.2,10.1
202605310803120910,10,101,101,1.1,1.3
202605310803120911,11, 96, 96,1.3,1.9
202605310803120906,6, 99, 99,1.6,2.7
202605310803120903,3, 84, 84,3.4,6.2
202605310803120908,8, 95, 95,1.4,2.3
202605310803120907,7, 92, 92,2.6,4.7
202605310803120905,5, 98, 98,2.7,4.8
202605310803120909,9, 92, 92,5.5,10.3
202605310803120904,4, 87, 87,4.5,8.3
202605310803120902,2, 81, 81,14.2,26.8
202605310803120901,1, 80, 80,,
202605310803120801,1, 91, 99,1.6,2.7
202605310803120804,4, 92,100,1.4,2.3
202605310803120807,7, 96, 96,1.8,3.1
202605310803120808,8, 97, 97,1.1,1.3
202605310803120802,2, 99, 99,1.1,1.6
202605310803120806,6, 95, 95,5.8,10.9
202605310803120805,5, 95, 95,3.8,7.2
202605310803120803,3, 99, 99,2.6,4.9
202605310803120701,1, 91, 99,1.2,1.4
202605310803120710,10, 88, 96,2.0,3.0
202605310803120703,3, 90, 98,1.5,2.2
202605310803120707,7, 87, 95,2.3,3.6
202605310803120708,8, 85, 93,3.5,5.6
202605310803120709,9, 86, 94,3.2,5.1
202605310803120702,2, 88, 96,1.9,2.9
202605310803120706,6, 83, 91,1.5,2.3
202605310803120705,5, 82, 90,9.2,14.8
202605310803120704,4, 78, 86,12.0,19.3
202605310803120608,8, 92,108,1.1,1.1
202605310803120603,3, 91, 87,2.0,4.6
202605310803120609,9, 92,108,1.4,2.7
202605310803120602,2, 67, 73,14.8,39.5
202605310803120607,7, 84, 89,1.7,3.8
202605310803120612,12, 87, 92,2.3,5.4
202605310803120605,5,,,17.4,46.7
202605310803120613,13, 84, 89,2.5,6.1
202605310803120611,11, 85, 90,2.7,6.7
202605310803120604,4,,,22.5,60.7
202605310803120601,1,,,30.1,81.3
202605310803120610,10, 87,102,6.3,16.5
202605310803120614,14, 63, 69,9.5,25.0
202605310803120606,6, 87, 92,4.2,10.6
202605310803120501,1, 81, 98,1.6,2.3
202605310803120505,5, 73, 91,2.8,4.5
202605310803120518,18, 76, 92,6.7,11.3
202605310803120506,6,,,2.0,3.2
202605310803120504,4, 81, 98,5.8,9.7
202605310803120513,13,,,2.2,3.5
202605310803120503,3, 83,100,1.2,1.4
202605310803120517,17, 81, 98,2.2,3.5
202605310803120514,14, 76, 95,4.3,7.2
202605310803120510,10, 80, 97,2.8,4.5
202605310803120511,11, 28, 46,16.7,28.9
202605310803120502,2, 66, 81,26.4,45.8
202605310803120516,16, 50, 68,40.0,69.3
202605310803120512,12, 72, 89,23.7,41.0
202605310803120515,15, 27, 45,69.0,119.8
202605310803120507,7,,,10.1,17.4
202605310803120508,8,,,14.1,24.2
202605310803120509,9,,,10.5,17.9
202605310803120403,3,,,1.2,1.8
202605310803120405,5,,,2.0,3.3
202605310803120402,2,,,1.1,1.6
202605310803120409,9,,,1.9,3.1
202605310803120406,6,,,3.0,5.0
202605310803120407,7,,,4.4,7.6
202605310803120401,1,,,1.1,1.5
202605310803120408,8,,,14.7,25.5
202605310803120404,4,,,3.9,6.7
202605310803120410,10,,,,
202605310803120312,12, 73, 91,5.9,9.5
202605310803120305,5, 78, 96,1.8,2.6
202605310803120306,6, 53, 70,10.9,17.7
202605310803120313,13, 73, 91,5.2,8.2
202605310803120310,10, 75, 93,1.5,2.1
202605310803120304,4, 62, 80,16.9,27.7
202605310803120303,3, 77, 95,2.7,4.2
202605310803120311,11, 78, 96,1.3,1.6
202605310803120301,1, 79, 97,3.0,4.7
202605310803120309,9,,,34.0,56.1
202605310803120307,7, 50, 68,8.1,13.0
202605310803120302,2, 80, 98,1.9,2.8
202605310803120315,15, 72, 91,5.6,9.0
202605310803120308,8, 65, 83,2.6,4.0
202605310803120316,16, 46, 64,74.8,123.4
202605310803120314,14, 68, 84,39.2,64.7
202605310803120216,16, 88,103,1.1,1.4
202605310803120215,15, 88,103,1.1,1.4
202605310803120214,14, 82, 97,1.7,3.3
202605310803120203,3, 80, 96,1.7,3.3
202605310803120204,4, 73, 89,9.8,21.8
202605310803120210,10, 76, 92,9.9,21.9
202605310803120213,13, 68, 84,8.6,19.0
202605310803120206,6, 72, 87,8.2,18.1
202605310803120205,5, 80, 95,2.8,5.9
202605310803120207,7, 65, 82,49.0,110.8
202605310803120212,12, 78, 93,11.3,25.2
202605310803120211,11,,,3.6,7.5
202605310803120202,2, 56, 73,2.3,4.6
202605310803120208,8,,,23.0,51.9
202605310803120201,1, 59, 77,6.2,13.5
202605310803120209,9, 67, 82,35.3,79.8
202605310803120102,2, 80, 98,1.3,1.7
202605310803120108,8, 72, 90,1.9,2.7
202605310803120105,5, 72, 88,3.4,5.1
202605310803120106,6, 76, 94,1.8,2.6
202605310803120112,12,,,10.9,17.1
202605310803120116,16, 77, 95,1.5,2.1
202605310803120107,7, 77, 95,1.6,2.3
202605310803120109,9, 64, 82,18.7,29.5
202605310803120114,14, 74, 92,4.9,7.5
202605310803120115,15,,,20.8,32.9
202605310803120113,13, 46, 64,34.5,54.8
202605310803120104,4,,,7.5,11.6
202605310803120111,11, 61, 79,37.1,58.9
202605310803120101,1, 76, 94,3.4,5.1
202605310803120103,3, 69, 87,20.3,32.1
202605310803120110,10, 72, 88,48.7,77.3
202605300502111213,13, 99, 99,1.1,1.1
202605300502111212,12, 98, 98,1.7,3.8
202605300502111214,14, 85, 85,2.0,4.8
202605300502111204,4, 92, 92,2.8,7.0
202605300502111207,7, 91, 91,19.3,52.7
202605300502111209,9, 85, 94,9.7,26.1
202605300502111208,8, 72, 72,1.9,4.4
202605300502111215,15, 84, 84,16.0,43.5
202605300502111201,1, 89, 89,6.3,16.6
202605300502111210,10, 78, 78,6.9,18.4
202605300502111203,3, 76, 76,3.6,9.2
202605300502111202,2, 83, 83,6.0,15.8
202605300502111216,16, 87, 87,23.7,64.7
202605300502111205,5, 95,104,2.4,5.9
202605300502111206,6, 73, 73,4.0,10.1
202605300502111211,11, 83, 83,12.3,33.3
202605300502111116,16,111,100,1.1,1.2
202605300502111104,4,100, 88,5.4,10.0
202605300502111111,11, 99, 91,3.2,5.8
202605300502111109,9,107,100,4.4,8.1
202605300502111108,8,108, 97,2.5,4.4
202605300502111114,14,110,100,2.6,4.6
202605300502111112,12,106, 90,1.6,2.5
202605300502111107,7,109, 96,12.1,22.8
202605300502111101,1, 96, 86,20.5,39.0
202605300502111113,13,108, 96,2.5,4.4
202605300502111103,3,104, 88,16.6,31.6
202605300502111110,10,100, 92,32.4,61.7
202605300502111105,5,107,100,7.4,13.8
202605300502111102,2,106, 95,4.6,8.4
202605300502111106,6,108, 96,1.8,3.1
202605300502111115,15,106, 94,8.4,15.8
202605300502111010,10,,,1.2,4.3
202605300502111011,11, 94, 94,1.6,6.5
202605300502111002,2, 98, 98,1.3,5.0
202605300502111001,1,103,103,1.1,1.1
202605300502111007,7, 59, 59,2.1,9.0
202605300502111006,6, 91, 91,3.4,15.9
202605300502111008,8, 92, 92,3.7,17.4
202605300502111004,4, 81, 81,6.8,34.4
202605300502111009,9, 94, 94,7.7,39.2
202605300502111005,5, 92, 92,10.3,52.6
202605300502111003,3, 80, 80,50.4,264.9
202605300502110906,6, 95, 95,6.9,9.6
202605300502110910,10, 97, 97,1.8,2.4
202605300502110911,11, 95, 95,4.2,5.8
202605300502110903,3, 94, 94,1.6,2.1
202605300502110914,14, 99, 99,2.0,2.6
202605300502110916,16, 93, 93,2.1,2.8
202605300502110904,4, 95, 95,7.3,10.1
202605300502110912,12, 83, 83,11.5,16.2
202605300502110907,7, 94,104,2.1,2.8
202605300502110901,1, 89, 89,17.4,24.5
202605300502110909,9, 91,100,1.8,2.4
202605300502110915,15, 92, 92,27.0,38.1
202605300502110913,13, 86, 86,33.2,46.7
202605300502110902,2, 86, 86,16.1,22.6
202605300502110908,8, 88, 98,8.9,12.5
202605300502110905,5, 90, 90,6.5,9.0
202605300502110805,5, 84, 93,1.7,2.4
202605300502110810,10, 84, 94,1.5,2.0
202605300502110814,14, 85, 95,1.4,1.8
202605300502110801,1, 86, 96,1.7,2.4
202605300502110809,9, 68, 78,3.0,4.5
202605300502110812,12, 72, 82,7.3,11.5
202605300502110806,6,,,2.0,2.9
202605300502110813,13, 78, 88,6.4,10.0
202605300502110807,7, 82, 92,4.3,6.7
202605300502110816,16, 70, 79,16.5,26.3
202605300502110815,15, 74, 83,25.4,40.7
202605300502110804,4, 75, 84,8.4,13.3
202605300502110811,11, 77, 86,14.4,23.0
202605300502110803,3, 48, 57,19.9,31.9
202605300502110802,2, 75, 84,32.9,52.7
202605300502110808,8, 48, 58,80.8,129.7
202605300502110704,4, 88, 93,2.1,3.1
202605300502110702,2, 94, 99,1.4,1.8
202605300502110711,11, 79, 84,1.5,1.9
202605300502110709,9, 86,102,2.1,3.2
202605300502110710,10, 90, 95,2.3,3.5
202605300502110706,6, 81, 86,11.5,18.5
202605300502110708,8, 92, 97,2.3,3.4
202605300502110713,13, 91, 89,2.4,3.7
202605300502110701,1, 80, 96,16.6,26.7
202605300502110712,12, 85,102,6.9,11.0
202605300502110703,3, 79, 94,84.6,136.6
202605300502110705,5, 84, 89,53.0,85.5
202605300502110707,7, 94, 99,2.2,3.3
202605300502110604,4, 86, 65,1.9,3.5
202605300502110601,1, 96,102,1.1,1.6
202605300502110607,7, 82,100,4.2,8.7
202605300502110610,10, 84, 90,1.4,2.5
202605300502110605,5, 90,106,1.1,1.3
202605300502110611,11, 81, 86,11.0,23.2
202605300502110612,12, 86, 91,4.2,8.7
202605300502110609,9, 81, 99,5.9,12.3
202605300502110602,2, 84,101,4.3,8.9
202605300502110606,6, 91, 97,3.0,5.9
202605300502110608,8, 80, 85,27.6,58.9
202605300502110603,3, 78, 84,2.8,5.5
202605300502110516,16, 79, 98,1.4,2.4
202605300502110504,4, 76, 95,1.1,1.6
202605300502110502,2, 80, 99,1.1,1.4
202605300502110515,15,,,3.1,5.9
202605300502110511,11,,,2.4,4.5
202605300502110505,5, 59, 78,8.4,16.7
202605300502110513,13, 73, 91,4.8,9.4
202605300502110509,9, 71, 90,3.9,7.5
202605300502110514,14,,,5.3,10.3
202605300502110510,10, 64, 83,23.0,46.8
202605300502110503,3, 76, 95,2.3,4.2
202605300502110507,7,,,26.0,52.8
202605300502110508,8,,,6.4,12.5
202605300502110512,12,,,22.0,44.6
202605300502110501,1, 68, 85,26.9,54.7
202605300502110506,6,,,31.8,64.7
202605300502110413,13,,,1.1,1.4
202605300502110409,9,,,1.8,3.1
202605300502110404,4,,,1.6,2.7
202605300502110405,5,,,3.1,5.6
202605300502110410,10, 78, 68,2.1,3.7
202605300502110411,11,,,8.7,16.5
202605300502110402,2,,,21.1,40.4
202605300502110406,6,,,6.3,11.8
202605300502110412,12,,,4.1,7.6
202605300502110401,1, 81, 75,14.3,27.3
202605300502110403,3,,,7.3,13.7
202605300502110407,7,,,1.2,1.8
202605300502110408,8,,,3.8,7.0
202605300502110304,4, 85,101,1.1,1.1
202605300502110318,18, 77, 93,1.2,2.3
202605300502110312,12, 69, 87,18.2,52.3
202605300502110317,17, 77, 93,3.1,8.0
202605300502110308,8, 69, 84,8.2,23.1
202605300502110307,7, 80, 97,1.6,3.7
