レースID(新),馬番,前走補9,前走補正
202604110301010101,1,62.0,77.0
202604110301010102,2,75.0,92.0
202604110301010103,3,64.0,79.0
202604110301010104,4,70.0,88.0
202604110301010105,5,72.0,88.0
202604110301010107,7,67.0,85.0
202604110301010109,9,58.0,73.0
202604110301010110,10,73.0,87.0
202604110301010112,12,63.0,82.0
202604110301010113,13,58.0,75.0
202604110301010114,14,86.0,103.0
202604110301010206,6,31.0,46.0
202604110301010207,7,71.0,86.0
202604110301010210,10,67.0,84.0
202604110301010213,13,74.0,89.0
202604110301010307,7,53.0,71.0
202604110301010310,10,76.0,95.0
202604110301010403,3,84.0,99.0
202604110301010405,5,65.0,80.0
202604110301010406,6,82.0,94.0
202604110301010410,10,79.0,93.0
202604110301010412,12,64.0,78.0
202604110301010414,14,85.0,97.0
202604110301010415,15,84.0,99.0
202604110301010416,16,62.0,80.0
202604110301010506,6,76.0,94.0
202604110301010508,8,69.0,87.0
202604110301010601,1,74.0,92.0
202604110301010602,2,80.0,99.0
202604110301010604,4,74.0,92.0
202604110301010605,5,76.0,95.0
202604110301010606,6,48.0,66.0
202604110301010607,7,57.0,75.0
202604110301010608,8,72.0,89.0
202604110301010609,9,75.0,94.0
202604110301010610,10,70.0,88.0
202604110301010612,12,72.0,89.0
202604110301010613,13,34.0,52.0
202604110301010614,14,55.0,72.0
202604110301010615,15,56.0,75.0
202604110301010702,2,74.0,84.0
202604110301010703,3,70.0,79.0
202604110301010705,5,79.0,88.0
202604110301010706,6,86.0,95.0
202604110301010707,7,87.0,97.0
202604110301010708,8,88.0,98.0
202604110301010710,10,76.0,86.0
202604110301010712,12,86.0,95.0
202604110301010713,13,80.0,90.0
202604110301010714,14,80.0,90.0
202604110301010801,1,59.0,69.0
202604110301010802,2,82.0,92.0
202604110301010804,4,87.0,96.0
202604110301010805,5,77.0,86.0
202604110301010806,6,84.0,94.0
202604110301010807,7,66.0,75.0
202604110301010808,8,90.0,100.0
202604110301010809,9,74.0,83.0
202604110301010810,10,80.0,89.0
202604110301010812,12,81.0,90.0
202604110301010813,13,86.0,95.0
202604110301010814,14,56.0,65.0
202604110301010815,15,83.0,92.0
202604110301010816,16,91.0,100.0
202604110301010902,2,76.0,84.0
202604110301010903,3,90.0,99.0
202604110301010905,5,86.0,94.0
202604110301010907,7,80.0,89.0
202604110301010908,8,36.0,45.0
202604110301010911,11,86.0,94.0
202604110301010912,12,88.0,96.0
202604110301010913,13,79.0,88.0
202604110301010915,15,90.0,99.0
202604110301011002,2,90.0,99.0
202604110301011004,4,95.0,95.0
202604110301011005,5,90.0,99.0
202604110301011007,7,90.0,90.0
202604110301011008,8,93.0,102.0
202604110301011011,11,90.0,90.0
202604110301011012,12,92.0,92.0
202604110301011013,13,96.0,96.0
202604110301011014,14,94.0,89.0
202604110301011016,16,90.0,99.0
202604110301011101,1,101.0,89.0
202604110301011102,2,99.0,91.0
202604110301011103,3,106.0,94.0
202604110301011104,4,97.0,83.0
202604110301011105,5,86.0,74.0
202604110301011106,6,100.0,89.0
202604110301011107,7,96.0,86.0
202604110301011109,9,97.0,86.0
202604110301011110,10,80.0,64.0
202604110301011111,11,86.0,74.0
202604110301011112,12,103.0,91.0
202604110301011113,13,113.0,101.0
202604110301011115,15,100.0,88.0
202604110301011201,1,87.0,96.0
202604110301011202,2,88.0,97.0
202604110301011205,5,68.0,78.0
202604110301011207,7,68.0,76.0
202604110301011208,8,75.0,85.0
202604110301011209,9,86.0,95.0
202604110301011210,10,84.0,93.0
202604110301011211,11,75.0,83.0
202604110301011212,12,87.0,96.0
202604110301011214,14,73.0,81.0
202604110301011215,15,86.0,95.0
