レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限,指数,指数順位
202602010501020203,3, 73, 91,4.5,11.1,,
202602010501020205,5, 55, 73,11.6,30.0,,
202602010501020202,2, 59, 77,9.7,24.9,,
202602010501020211,11, 40, 58,30.2,78.8,,
202602010501020110,10, 84, 99,1.1,1.4,,
202602010501020109,9, 81, 96,2.1,3.4,,
202602010501020106,6, 84, 98,1.4,2.2,,
202602010501020114,14, 84, 99,1.4,2.1,,
202602010501020101,1, 75, 90,7.3,13.1,,
202602010501020111,11, 85,100,3.0,5.2,,
202602010501020105,5, 82, 97,4.2,7.5,,
202602010501020115,15, 83, 97,2.0,3.3,,
202602010501020103,3, 79, 96,6.5,11.7,,
202602010501020108,8, 75, 89,44.6,82.9,,
202602010501020112,12, 70, 87,6.7,12.2,,
202602010501020104,4, 52, 69,54.0,100.3,,
202602010501020102,2, 50, 64,40.9,76.0,,
202602010501020113,13, 71, 86,9.4,17.1,,
202602010501020116,16, 71, 85,29.6,54.8,,
202602010501020107,7, 28, 43,50.7,94.1,,
202602010802021206,6, 94, 94,1.3,1.6,,
202602010802021205,5, 94, 94,1.6,2.1,,
202602010802021201,1, 91, 91,4.2,5.8,,
202602010802021207,7, 85, 85,3.0,4.1,,
202602010802021203,3, 94, 94,8.3,11.8,,
202602010802021204,4, 87, 87,1.6,2.1,,
202602010802021202,2, 89, 89,12.3,17.3,,
202602010802021114,14,103, 95,13.0,18.9,,
202602010802021117,17,107, 97,3.2,4.5,,
202602010802021106,6,103, 93,4.1,5.7,,
202602010802021104,4,102, 94,1.9,2.6,,
202602010802021111,11,106, 98,2.1,2.8,,
202602010802021101,1,104, 94,5.3,7.5,,
202602010802021108,8,108,102,10.0,14.4,,
202602010802021112,12,110,100,2.4,3.3,,
202602010802021116,16,108,100,1.5,1.8,,
202602010802021110,10,104, 96,6.6,9.4,,
202602010802021113,13,107, 91,2.8,3.9,,
202602010802021109,9,108, 92,4.2,5.9,,
202602010802021103,3, 95, 87,12.1,17.5,,
202602010802021105,5,104, 99,9.3,13.5,,
202602010802021102,2,107, 91,3.7,5.2,,
202602010802021107,7, 96, 86,20.8,30.1,,
202602010802021118,18,101, 93,10.0,14.4,,
202602010802021115,15, 99, 83,27.8,40.2,,
202602010802021002,2,103, 95,4.6,13.1,,
202602010802021003,3,111, 87,1.1,2.1,,
202602010802021008,8,114, 90,1.1,1.1,,
202602010802021007,7,102,102,2.4,6.4,,
202602010802021006,6,104,104,1.7,4.4,,
202602010802021004,4,100, 92,6.0,17.3,,
202602010802021001,1,104, 80,1.1,2.5,,
202602010802021005,5,104, 90,2.8,7.7,,
202602010802020902,2, 95, 95,1.4,1.9,,
202602010802020907,7, 97,106,1.4,1.9,,
202602010802020905,5, 96, 96,1.8,2.6,,
202602010802020906,6, 89, 89,2.1,3.2,,
202602010802020901,1,100,109,1.9,2.8,,
202602010802020910,10, 94, 94,7.0,10.9,,
202602010802020904,4, 96, 96,1.3,1.8,,
202602010802020911,11, 67, 67,40.7,64.6,,
202602010802020903,3, 91, 91,14.8,23.6,,
202602010802020909,9,,,20.5,32.6,,
202602010802020908,8, 92, 92,4.1,6.2,,
202602010802020806,6, 87, 97,1.5,2.2,,
202602010802020803,3, 85,101,1.9,2.9,,
202602010802020809,9, 89, 99,1.3,1.7,,
202602010802020805,5, 90,100,1.3,1.8,,
202602010802020808,8,,,2.9,4.6,,
202602010802020811,11, 84, 93,2.1,3.3,,
202602010802020802,2, 47, 57,10.2,17.1,,
202602010802020807,7, 85, 94,2.2,3.4,,
202602010802020804,4,,,17.6,29.4,,
202602010802020801,1, 70, 79,4.0,6.5,,
202602010802020810,10, 58, 67,37.3,62.5,,
202602010802020703,3, 98,107,1.0,1.1,,
202602010802020708,8, 87, 96,1.1,4.6,,
202602010802020704,4, 83, 92,1.2,5.2,,
202602010802020701,1,,,1.4,6.9,,
202602010802020702,2, 84, 93,3.0,17.6,,
202602010802020707,7, 78, 87,2.5,14.0,,
202602010802020705,5, 59, 68,8.6,56.2,,
202602010802020706,6, 76, 85,6.7,43.3,,
202602010802020709,9, 49, 58,21.6,144.4,,
202602010802020609,9, 98, 93,1.1,1.1,,
202602010802020602,2, 89,105,6.9,16.1,,
202602010802020608,8, 75, 70,3.3,7.3,,
202602010802020613,13, 85,100,4.6,10.5,,
202602010802020606,6, 93, 98,1.7,3.5,,
202602010802020612,12, 87,101,6.5,15.0,,
202602010802020615,15, 87,102,1.7,3.5,,
202602010802020605,5, 75, 80,19.6,46.5,,
202602010802020603,3, 88,103,2.9,6.3,,
202602010802020604,4, 85,100,10.9,25.8,,
202602010802020611,11, 87,102,3.1,6.7,,
202602010802020610,10, 84, 99,9.6,22.4,,
202602010802020616,16, 85, 90,3.5,7.9,,
202602010802020601,1, 82, 87,3.0,6.5,,
202602010802020607,7, 71, 76,54.0,128.8,,
202602010802020614,14, 85,100,4.8,11.0,,
202602010802020511,11, 81, 99,1.1,1.6,,
202602010802020509,9, 79, 97,1.4,2.5,,
202602010802020501,1, 79, 97,1.3,2.3,,
202602010802020504,4, 75, 94,3.3,6.9,,
202602010802020513,13, 75, 94,10.7,23.8,,
202602010802020512,12, 76, 95,2.5,5.1,,
202602010802020502,2, 66, 85,7.5,16.4,,
202602010802020507,7, 66, 83,27.7,62.0,,
202602010802020510,10, 70, 88,19.2,42.8,,
202602010802020505,5, 69, 87,13.7,30.4,,
202602010802020503,3, 83,100,1.1,1.3,,
202602010802020508,8, 52, 69,14.0,31.1,,
202602010802020506,6, 75, 90,16.5,36.8,,
202602010802020412,12,,,1.2,1.5,,
202602010802020408,8,,,7.4,12.3,,
202602010802020402,2,,,1.9,2.9,,
202602010802020411,11,,,6.6,11.0,,
202602010802020405,5,,,2.6,4.1,,
202602010802020415,15,,,4.6,7.5,,
202602010802020416,16,,,1.7,2.6,,
202602010802020403,3,,,2.4,3.7,,
202602010802020401,1,,,3.8,6.2,,
202602010802020414,14,,,11.1,18.7,,
202602010802020410,10,,,13.2,22.2,,
202602010802020406,6,,,23.3,39.4,,
202602010802020407,7,,,36.9,62.3,,
202602010802020409,9,,,1.5,2.2,,
202602010802020404,4,,,10.5,17.6,,
202602010802020413,13,,,17.9,30.2,,
202602010802020310,10, 79, 97,1.1,1.1,,
202602010802020309,9, 85,103,1.1,1.8,,
202602010802020306,6, 70, 87,2.4,7.8,,
202602010802020303,3, 68, 86,3.5,12.3,,
202602010802020301,1, 61, 79,1.8,5.4,,
202602010802020307,7, 61, 78,2.5,8.5,,
202602010802020302,2, 80, 97,1.2,3.3,,
202602010802020304,4,,,8.3,31.1,,
202602010802020308,8,,,17.4,66.1,,
202602010802020305,5, 57, 75,20.8,79.2,,
202602010802020205,5, 61, 77,1.7,5.8,,
202602010802020214,14, 85,100,1.1,2.2,,
202602010802020202,2, 79, 94,5.0,19.8,,
202602010802020206,6,,,4.2,16.5,,
202602010802020211,11,,,16.9,70.5,,
202602010802020203,3, 69, 85,3.8,14.7,,
202602010802020208,8,,,1.5,5.0,,
202602010802020201,1, 83, 98,1.1,1.1,,
202602010802020212,12, 69, 84,22.4,93.8,,
202602010802020210,10, 77, 93,3.1,11.6,,
202602010802020207,7, 73, 89,24.3,101.9,,
202602010802020215,15, 74, 89,2.8,10.3,,
202602010802020213,13, 57, 76,14.6,60.4,,
202602010802020204,4, 69, 84,8.4,34.0,,
202602010802020209,9,,,19.3,80.5,,
202602010802020101,1, 71, 88,1.7,6.7,,
202602010802020112,12, 77, 94,1.6,6.3,,
202602010802020110,10, 80, 98,1.2,3.6,,
202602010802020105,5, 81, 99,1.1,1.1,,
202602010802020113,13, 72, 87,1.5,5.9,,
202602010802020109,9, 58, 76,17.9,92.4,,
202602010802020102,2, 52, 69,52.4,274.3,,
202602010802020108,8, 70, 86,3.7,17.6,,
202602010802020104,4, 68, 86,9.7,49.1,,
202602010802020103,3, 59, 76,10.9,55.3,,
202602010802020107,7, 65, 80,4.0,19.2,,
202602010802020106,6, 68, 85,26.0,135.1,,
202602010802020111,11, 76, 93,9.1,46.0,,
202602011001041210,10, 86, 95,2.3,3.0,,
202602011001041216,16, 90, 99,1.7,2.0,,
202602011001041218,18, 79, 88,4.8,6.4,,
202602011001041202,2, 85, 94,5.7,7.7,,
202602011001041214,14, 82, 91,3.1,4.1,,
202602011001041209,9, 86, 95,2.7,3.6,,
202602011001041203,3, 86, 95,3.5,4.7,,
202602011001041204,4, 74, 82,21.2,28.8,,
202602011001041201,1, 86, 95,2.6,3.4,,
202602011001041205,5,,,17.7,24.1,,
202602011001041213,13, 83, 92,7.9,10.6,,
202602011001041207,7, 86, 95,3.3,4.4,,
202602011001041212,12, 83, 92,3.2,4.2,,
202602011001041215,15, 85, 94,5.7,7.7,,
202602011001041211,11, 65, 74,31.0,42.3,,
202602011001041217,17, 76, 85,38.0,51.7,,
202602011001041206,6, 85, 94,2.7,3.6,,
202602011001041208,8, 80, 89,23.8,32.4,,
202602011001041106,6,106, 94,2.7,3.6,,
202602011001041113,13,109, 97,1.7,2.0,,
202602011001041103,3,101, 89,3.1,4.1,,
202602011001041111,11,113,101,4.0,5.4,,
202602011001041104,4,102, 90,11.6,16.0,,
202602011001041110,10, 97, 83,5.3,7.2,,
202602011001041107,7,103, 92,8.7,11.9,,
202602011001041101,1, 86, 74,1.9,2.4,,
202602011001041112,12,101, 89,2.3,3.0,,
202602011001041115,15, 93, 81,3.3,4.4,,
202602011001041109,9,106, 84,3.4,4.5,,
202602011001041102,2, 80, 64,2.0,2.6,,
202602011001041108,8, 97, 86,8.9,12.2,,
202602011001041114,14,103, 92,8.5,11.7,,
202602011001041105,5, 69, 59,18.4,25.1,,
202602011001041003,3, 95, 95,1.6,1.9,,
202602011001041012,12, 91, 91,2.6,3.6,,
202602011001041002,2, 98, 93,2.4,3.2,,
202602011001041010,10, 94, 94,4.9,6.9,,
202602011001041013,13, 91,100,2.2,2.9,,
202602011001041008,8, 91, 91,2.2,3.0,,
202602011001041014,14, 92, 92,6.8,9.6,,
202602011001041007,7, 87, 87,6.0,8.4,,
202602011001041001,1, 92, 92,4.0,5.5,,
202602011001041006,6, 93, 93,6.5,9.2,,
202602011001041009,9, 91, 91,1.8,2.2,,
202602011001041015,15, 86, 86,7.2,10.1,,
202602011001041004,4, 90, 90,5.7,8.0,,
202602011001041011,11, 85, 85,18.5,25.9,,
202602011001041005,5, 53, 53,6.0,8.4,,
202602011001040909,9, 87, 95,1.8,2.7,,
202602011001040906,6, 80, 88,3.2,4.9,,
202602011001040903,3, 86, 94,1.3,1.8,,
202602011001040907,7, 45, 64,7.3,11.5,,
202602011001040901,1, 78, 86,11.2,17.8,,
202602011001040908,8, 89, 97,1.3,1.7,,
202602011001040910,10, 84, 92,5.2,8.1,,
202602011001040904,4, 51, 60,6.5,10.3,,
202602011001040902,2, 73, 81,5.1,8.1,,
202602011001040905,5, 88, 96,2.1,3.2,,
202602011001040911,11, 91, 99,1.3,1.9,,
202602011001040810,10, 86, 94,2.7,4.8,,
202602011001040803,3, 83, 91,3.6,6.7,,
202602011001040805,5, 96,105,1.1,1.2,,
202602011001040811,11, 85, 93,2.8,5.2,,
202602011001040804,4, 87, 95,2.7,4.8,,
202602011001040806,6, 91,100,1.6,2.7,,
202602011001040812,12, 86, 95,7.8,15.1,,
202602011001040813,13, 85, 94,3.2,5.8,,
202602011001040808,8, 70, 79,11.3,22.0,,
202602011001040807,7, 85, 94,8.5,16.5,,
202602011001040801,1, 92,100,1.4,2.2,,
202602011001040809,9, 63, 73,30.5,59.6,,
202602011001040802,2, 85, 93,2.8,5.0,,
202602011001040715,15, 84, 93,4.1,6.3,,
202602011001040704,4, 83, 92,2.4,3.6,,
202602011001040701,1, 80, 90,3.5,5.4,,
202602011001040710,10, 84, 93,1.4,1.8,,
202602011001040703,3, 79, 89,2.4,3.6,,
202602011001040705,5, 77, 87,6.6,10.3,,
202602011001040714,14, 86, 95,4.1,6.2,,
202602011001040708,8, 82, 92,3.9,6.0,,
202602011001040713,13, 77, 86,1.9,2.8,,
202602011001040702,2, 89,106,5.7,8.8,,
202602011001040712,12, 70, 79,19.6,31.0,,
202602011001040707,7, 87, 97,1.4,1.8,,
202602011001040706,6, 69, 79,12.6,19.9,,
202602011001040711,11, 26, 35,14.3,22.6,,
202602011001040709,9, 85,102,4.1,6.2,,
202602011001040601,1, 76, 93,2.1,3.0,,
202602011001040615,15, 85,102,1.4,1.7,,
202602011001040602,2, 77, 95,5.7,8.4,,
202602011001040616,16, 70, 88,2.0,2.7,,
202602011001040612,12, 78, 97,1.8,2.4,,
202602011001040610,10, 59, 77,27.4,41.6,,
202602011001040608,8, 78, 97,2.1,2.9,,
202602011001040604,4, 74, 93,8.5,12.7,,
202602011001040603,3, 75, 94,2.3,3.3,,
202602011001040614,14, 66, 85,15.5,23.5,,
202602011001040607,7, 64, 82,24.0,36.5,,
202602011001040611,11, 56, 75,25.3,38.4,,
202602011001040617,17, 78, 97,2.8,4.0,,
202602011001040605,5, 71, 86,36.4,55.3,,
202602011001040613,13, 71, 90,27.8,42.3,,
202602011001040609,9, 76, 93,5.4,7.9,,
202602011001040606,6, 69, 88,21.3,32.3,,
202602011001040618,18, 68, 87,28.5,43.4,,
202602011001040502,2,,,1.7,2.4,,
202602011001040509,9,,,1.2,1.4,,
202602011001040517,17,,,2.1,3.3,,
202602011001040514,14,,,4.2,6.9,,
202602011001040510,10,,,9.6,16.3,,
202602011001040501,1,,,6.1,10.2,,
202602011001040504,4,,,5.0,8.3,,
202602011001040512,12,,,11.2,19.0,,
202602011001040516,16,,,5.3,8.8,,
202602011001040508,8,,,2.4,3.7,,
202602011001040505,5,,,14.4,24.6,,
202602011001040506,6,,,2.2,3.4,,
202602011001040503,3,,,6.4,10.7,,
202602011001040518,18,,,27.2,46.4,,
202602011001040511,11,,,9.4,15.9,,
202602011001040515,15,,,4.0,6.5,,
202602011001040507,7,,,13.5,22.9,,
202602011001040513,13,,,5.8,9.7,,
202602011001040409,9, 74, 84,5.6,10.0,,
202602011001040411,11,,,1.9,3.2,,
202602011001040405,5,,,1.2,1.7,,
202602011001040401,1, 83, 83,2.9,5.1,,
202602011001040404,4,,,3.8,6.7,,
202602011001040402,2, 69, 78,13.8,25.2,,
202602011001040407,7,,,1.2,1.5,,
202602011001040412,12, 76, 86,1.8,3.0,,
202602011001040406,6,,,10.1,18.4,,
202602011001040408,8, 83, 91,1.6,2.6,,
202602011001040403,3, 82, 91,8.3,15.1,,
202602011001040410,10, 86, 86,5.1,9.1,,
202602011001040306,6, 71, 80,4.5,7.0,,
202602011001040312,12, 87, 96,4.3,6.6,,
202602011001040304,4, 69, 78,21.8,35.1,,
202602011001040308,8, 88, 97,1.3,1.7,,
202602011001040310,10, 86, 95,1.5,2.1,,
202602011001040313,13,,,2.5,3.8,,
202602011001040314,14, 83, 92,3.2,4.9,,
202602011001040305,5, 89,101,2.2,3.3,,
202602011001040307,7, 94,103,1.5,2.1,,
202602011001040311,11, 56, 65,3.9,6.1,,
202602011001040303,3,,,5.3,8.4,,
202602011001040309,9,,,42.8,69.0,,
202602011001040302,2, 80, 89,5.1,7.9,,
202602011001040301,1, 55, 64,31.4,50.6,,
202602011001040203,3, 85, 99,1.1,1.3,,
202602011001040216,16, 83, 99,1.5,2.3,,
202602011001040208,8, 80, 94,1.6,2.7,,
202602011001040211,11, 57, 71,11.7,21.6,,
202602011001040202,2, 82, 96,4.7,8.5,,
202602011001040214,14, 82, 96,3.0,5.2,,
202602011001040205,5, 63, 77,5.1,9.2,,
202602011001040212,12, 78, 93,3.2,5.6,,
202602011001040204,4, 41, 56,14.4,26.7,,
202602011001040209,9, 72, 87,4.8,8.7,,
202602011001040201,1, 80, 95,2.7,4.8,,
202602011001040210,10, 73, 88,21.0,39.2,,
202602011001040206,6, 53, 67,13.2,24.5,,
202602011001040218,18, 71, 86,10.3,19.1,,
202602011001040213,13, 79, 93,4.7,8.4,,
202602011001040215,15, 76, 90,29.8,55.7,,
202602011001040207,7, 58, 73,9.4,17.4,,
202602011001040217,17, 73, 87,5.1,9.2,,
202602011001040116,16, 82, 97,1.6,2.4,,
202602011001040103,3, 88,104,1.2,1.5,,
202602011001040114,14, 83, 98,1.8,2.8,,
202602011001040112,12, 76, 94,2.8,4.5,,
202602011001040108,8, 73, 92,3.6,5.9,,
202602011001040102,2, 65, 83,5.8,9.6,,
202602011001040113,13, 74, 91,8.9,15.1,,
202602011001040115,15, 86,102,1.5,2.1,,
202602011001040101,1, 53, 68,13.7,23.3,,
202602011001040109,9, 77, 93,3.6,5.8,,
202602011001040110,10, 67, 84,4.5,7.3,,
202602011001040111,11, 39, 56,16.8,28.8,,
202602011001040107,7, 54, 69,10.3,17.4,,
202602011001040106,6,,,34.3,58.8,,
202602011001040104,4, 67, 82,8.9,15.1,,
202602011001040105,5, 52, 66,24.0,41.0,,
202601311001031215,15, 87, 95,3.9,5.2,,
202601311001031203,3, 77, 96,5.3,7.2,,
202601311001031211,11, 83, 91,4.8,6.6,,
202601311001031204,4, 82, 91,1.8,2.4,,
202601311001031202,2, 79, 88,4.4,6.1,,
202601311001031205,5, 86, 94,11.5,15.9,,
202601311001031206,6, 88, 96,4.0,5.4,,
202601311001031214,14, 86, 95,1.8,2.3,,
202601311001031213,13, 74, 83,18.5,25.8,,
202601311001031216,16, 87, 96,1.7,2.1,,
202601311001031207,7, 78, 86,20.0,27.8,,
202601311001031209,9, 90, 98,1.8,2.3,,
202601311001031208,8, 88, 97,6.0,8.2,,
202601311001031210,10, 84, 92,2.6,3.5,,
202601311001031212,12, 55, 63,19.1,26.6,,
202601311001031201,1, 73, 82,12.0,16.6,,
202601311001031103,3, 75, 69,6.9,8.3,,
202601311001031107,7, 97, 92,3.4,4.0,,
202601311001031106,6, 98, 93,2.8,3.3,,
202601311001031101,1,101, 96,3.8,4.5,,
202601311001031109,9, 96, 91,3.9,4.7,,
202601311001031102,2,101, 96,5.0,6.1,,
202601311001031114,14,101, 96,3.5,4.3,,
202601311001031108,8,102, 97,2.5,3.0,,
202601311001031111,11, 99, 94,4.8,5.8,,
202601311001031117,17, 99, 94,10.0,12.2,,
202601311001031115,15,103, 98,2.3,2.6,,
202601311001031105,5, 98, 93,5.9,7.2,,
202601311001031118,18, 99, 94,2.9,3.5,,
202601311001031104,4,102, 97,8.7,10.6,,
202601311001031110,10, 97, 92,9.2,11.2,,
202601311001031112,12, 96, 91,11.5,14.0,,
202601311001031113,13,100, 95,5.4,6.6,,
202601311001031116,16, 99, 94,5.4,6.5,,
202601311001031016,16, 98,108,1.9,2.7,,
202601311001031013,13, 83, 83,22.0,33.7,,
202601311001031012,12, 95, 95,11.2,17.2,,
202601311001031007,7, 77, 77,7.3,11.0,,
202601311001031008,8, 96, 96,1.5,2.1,,
202601311001031014,14, 95, 95,2.9,4.2,,
202601311001031009,9, 89, 98,7.9,12.0,,
202601311001031005,5, 96, 96,1.4,1.9,,
202601311001031004,4, 77, 77,6.5,9.8,,
202601311001031003,3, 78, 78,5.8,8.7,,
202601311001031002,2, 83, 83,12.1,18.5,,
202601311001031010,10, 88, 97,3.4,5.1,,
202601311001031015,15, 95, 95,6.3,9.4,,
202601311001031006,6, 89, 99,5.9,8.9,,
202601311001031001,1, 89, 89,12.6,19.3,,
202601311001031011,11, 96, 96,1.4,1.9,,
202601311001030909,9, 95, 95,1.4,1.7,,
202601311001030908,8, 84, 84,2.4,3.5,,
202601311001030907,7, 95,104,2.7,3.9,,
202601311001030912,12, 95, 95,1.7,2.4,,
202601311001030904,4, 91, 91,4.3,6.4,,
202601311001030903,3, 93,102,1.5,2.0,,
202601311001030905,5, 91, 91,9.2,14.1,,
202601311001030906,6, 93, 93,2.5,3.6,,
202601311001030901,1, 89, 89,4.6,6.9,,
202601311001030902,2, 81, 81,14.3,21.9,,
202601311001030913,13, 88, 88,8.9,13.6,,
202601311001030910,10, 73, 73,6.2,9.4,,
202601311001030911,11, 87, 87,7.0,10.6,,
202601311001030914,14, 87, 87,3.8,5.7,,
202601311001030805,5, 86, 95,2.0,2.9,,
202601311001030806,6, 84, 93,35.6,56.7,,
202601311001030816,16,,,17.8,28.3,,
202601311001030811,11, 83, 93,2.3,3.3,,
202601311001030812,12, 53, 63,2.7,4.1,,
202601311001030801,1, 88, 97,1.4,1.7,,
202601311001030802,2, 86, 95,4.8,7.4,,
202601311001030813,13, 87, 96,5.5,8.5,,
202601311001030804,4, 76, 84,3.0,4.5,,
202601311001030810,10, 86, 95,6.5,10.2,,
202601311001030817,17, 88, 97,1.5,2.0,,
202601311001030815,15, 82, 91,16.7,26.4,,
202601311001030808,8, 78, 87,8.1,12.7,,
202601311001030803,3, 77, 86,39.8,63.4,,
202601311001030807,7,,,6.9,10.7,,
202601311001030818,18, 86,101,2.3,3.4,,
202601311001030809,9, 76, 85,32.4,51.7,,
202601311001030814,14, 63, 72,23.3,37.1,,
202601311001030705,5, 83,100,2.3,3.8,,
202601311001030708,8, 80, 95,2.1,3.5,,
202601311001030706,6, 90,107,1.2,1.5,,
202601311001030703,3, 78, 97,1.3,1.8,,
202601311001030712,12, 76, 91,3.2,5.5,,
202601311001030701,1, 77, 95,3.2,5.4,,
202601311001030709,9, 79, 94,5.0,8.8,,
202601311001030704,4, 64, 81,5.7,10.2,,
202601311001030711,11, 63, 80,37.8,69.7,,
202601311001030713,13, 78, 93,15.9,29.1,,
202601311001030715,15, 69, 86,13.3,24.3,,
202601311001030716,16, 68, 85,5.0,8.9,,
202601311001030714,14, 80, 97,1.7,2.7,,
202601311001030710,10, 37, 54,52.7,97.2,,
202601311001030702,2, 68, 83,40.6,75.0,,
202601311001030707,7,, 17,7.2,12.9,,
202601311001030602,2, 71, 86,58.5,83.7,,
202601311001030612,12,,,60.3,86.3,,
202601311001030615,15, 77, 92,5.7,8.0,,
202601311001030605,5, 78, 93,2.9,3.9,,
202601311001030618,18, 75, 90,26.8,38.3,,
202601311001030603,3, 84, 98,2.0,2.7,,
202601311001030604,4, 77, 91,8.6,12.1,,
202601311001030607,7, 79, 94,4.1,5.7,,
202601311001030609,9, 73, 87,18.5,26.4,,
202601311001030601,1, 72, 87,20.8,29.7,,
202601311001030610,10, 77, 92,2.7,3.6,,
202601311001030606,6, 72, 87,5.7,8.0,,
202601311001030616,16, 83, 97,2.1,2.8,,
202601311001030608,8, 82, 96,9.7,13.7,,
202601311001030611,11, 85, 99,1.6,1.9,,
202601311001030617,17,,,38.5,55.1,,
202601311001030613,13, 79, 93,2.1,2.9,,
202601311001030614,14, 76, 91,2.3,3.1,,
202601311001030510,10,,,1.1,1.4,,
202601311001030501,1,,,1.4,2.4,,
202601311001030507,7,,,1.1,1.5,,
202601311001030508,8,,,3.7,7.0,,
202601311001030511,11,,,2.9,5.3,,
202601311001030505,5,,,3.9,7.3,,
202601311001030503,3, 98, 93,1.6,2.7,,
202601311001030506,6, 43, 62,13.6,26.2,,
202601311001030504,4, 67, 76,3.8,7.1,,
202601311001030509,9, 76, 76,3.3,6.1,,
202601311001030502,2, 79, 87,,,,
202601311001030401,1,,,1.3,2.0,,
202601311001030407,7,,,1.7,3.0,,
202601311001030411,11,,,3.3,6.0,,
202601311001030406,6,,,10.5,20.0,,
202601311001030402,2,,,1.1,1.3,,
202601311001030404,4,,,20.0,38.1,,
202601311001030403,3,,,2.5,4.4,,
202601311001030410,10,,,6.5,12.2,,
202601311001030409,9,,,6.5,12.3,,
202601311001030408,8,,,2.2,3.9,,
202601311001030405,5,,,6.5,12.3,,
202601311001030412,12,,,1.6,2.7,,
202601311001030306,6, 82, 91,2.3,3.5,,
202601311001030302,2, 83, 93,1.9,2.7,,
202601311001030301,1, 82, 92,6.0,9.5,,
202601311001030313,13, 76, 85,6.8,10.7,,
202601311001030307,7, 86, 96,1.2,1.4,,
202601311001030310,10, 83, 93,2.6,3.9,,
202601311001030314,14, 89, 98,3.7,5.6,,
202601311001030312,12, 82, 91,8.6,13.7,,
202601311001030303,3, 68, 78,3.8,5.9,,
202601311001030315,15,,,3.4,5.3,,
202601311001030305,5, 89, 98,2.8,4.2,,
202601311001030311,11, 86, 95,2.6,4.0,,
202601311001030308,8, 71, 80,14.0,22.2,,
202601311001030304,4, 78, 87,16.9,26.7,,
202601311001030316,16, 63, 72,6.5,10.2,,
202601311001030309,9, 79, 88,8.4,13.3,,
202601311001030211,11, 83,101,1.1,1.1,,
202601311001030204,4, 76, 94,2.9,7.4,,
202601311001030203,3, 76, 94,4.1,10.7,,
202601311001030216,16, 78, 96,1.5,3.3,,
202601311001030201,1, 78, 95,1.3,2.7,,
202601311001030210,10, 78, 95,2.9,7.5,,
202601311001030202,2, 76, 94,5.0,13.2,,
202601311001030207,7, 74, 89,11.6,31.9,,
202601311001030217,17, 62, 77,37.3,104.9,,
202601311001030213,13, 75, 93,7.8,21.2,,
202601311001030212,12, 76, 91,4.5,12.0,,
202601311001030209,9, 80, 97,3.2,8.1,,
202601311001030214,14, 60, 75,31.8,89.3,,
202601311001030206,6, 61, 79,45.2,127.1,,
202601311001030208,8, 79, 94,29.4,82.5,,
202601311001030205,5, 58, 75,25.3,70.7,,
202601311001030215,15, 80, 99,2.9,7.4,,
202601311001030218,18, 61, 78,65.6,184.9,,
202601311001030107,7, 80, 94,1.1,1.1,,
202601311001030105,5, 86, 99,1.3,3.1,,
202601311001030101,1, 77, 91,2.6,7.5,,
202601311001030102,2, 74, 88,8.4,27.0,,
202601311001030114,14, 67, 81,2.5,7.2,,
202601311001030109,9, 72, 86,16.3,53.7,,
202601311001030104,4, 77, 91,7.7,24.8,,
202601311001030112,12, 63, 78,4.9,15.4,,
202601311001030110,10, 84, 99,1.4,3.5,,
202601311001030113,13, 80, 95,3.4,10.4,,
202601311001030111,11, 75, 89,6.0,19.0,,
202601311001030103,3, 50, 65,31.1,102.8,,
202601311001030106,6, 63, 79,3.5,10.5,,
202601311001030108,8, 55, 69,5.8,18.3,,
202601310501011210,10, 89, 97,1.2,1.9,,
202601310501011207,7, 91, 99,1.1,1.2,,
202601310501011209,9, 86, 94,1.5,2.5,,
202601310501011203,3, 72, 81,9.5,19.3,,
202601310501011204,4, 90, 98,6.6,13.4,,
202601310501011205,5, 88, 97,7.1,14.3,,
202601310501011201,1, 82, 90,4.7,9.3,,
202601310501011212,12, 92,101,2.0,3.7,,
202601310501011206,6, 80, 89,16.7,34.1,,
202601310501011211,11, 86, 94,5.3,10.7,,
202601310501011208,8, 72, 80,3.4,6.5,,
202601310501011202,2, 76, 84,1.8,3.2,,
202601310501011104,4,111,103,1.4,1.9,,
202601310501011101,1,108,100,1.8,2.8,,
202601310501011106,6,110,102,1.1,1.3,,
202601310501011102,2,108,100,1.6,2.6,,
202601310501011108,8,111, 94,2.8,4.7,,
202601310501011105,5,119, 97,5.8,10.2,,
202601310501011103,3,112, 95,1.9,3.0,,
202601310501011107,7,110, 93,7.0,12.3,,
202601310501011109,9,103, 77,5.3,9.2,,
202601310501011110,10,116, 94,3.0,5.1,,
202601310501011002,2, 91, 88,1.7,2.2,,
202601310501011001,1, 92, 92,3.1,4.3,,
202601310501011009,9, 91, 89,1.5,1.9,,
202601310501011012,12, 95,100,1.8,2.4,,
202601310501011004,4, 88, 82,3.7,5.2,,
202601310501011008,8, 83, 98,8.4,12.3,,
202601310501011003,3, 87,102,3.2,4.5,,
202601310501011005,5, 87, 85,19.1,27.8,,
202601310501011010,10, 95, 85,1.6,2.2,,
202601310501011015,15, 87,102,9.4,13.7,,
202601310501011013,13, 89, 86,50.8,73.8,,
202601310501011011,11, 88, 86,5.8,8.4,,
202601310501011006,6, 89, 89,9.2,13.4,,
202601310501011007,7, 88,103,3.8,5.3,,
202601310501011014,14, 85, 83,7.1,10.3,,
