レースID(新),馬番,前走補9,前走補正,複勝オッズ下限,複勝オッズ上限,指数,指数順位
202607181002070313,13, 55, 73,10.6,18.1,,
202607181002070301,1,,,2.8,4.6,,
202607181002070312,12, 79, 94,2.8,4.5,,
202607181002070308,8, 71, 87,9.4,15.9,,
202607181002070311,11,,,1.3,1.7,,
202607181002070309,9,,,36.4,62.8,,
202607181002070304,4, 65, 80,31.3,53.9,,
202607181002070303,3,,,6.7,11.4,,
202607181002070306,6,,,42.6,73.6,,
202607181002070310,10, 66, 81,42.8,73.9,,
202607181002070210,10,,,1.3,2.8,,
202607181002070205,5,,,1.1,1.1,,
202607181002070204,4,,,3.6,9.6,,
202607181002070202,2,,,9.4,26.6,,
202607181002070201,1,,,4.3,11.5,,
202607181002070209,9,,,1.9,4.8,,
202607181002070207,7,,,1.5,3.4,,
202607181002070208,8,,,1.6,3.7,,
202607181002070211,11,,,3.3,8.8,,
202607181002070203,3,,,28.4,81.4,,
202607181002070206,6,,,15.5,44.1,,
202607181002070102,2,,,1.6,2.1,,
202607181002070106,6,,,2.0,2.6,,
202607181002070109,9,,,1.6,2.2,,
202607181002070111,11,,,1.6,2.1,,
202607181002070107,7,,,2.6,3.6,,
202607181002070103,3,,,13.2,19.0,,
202607181002070104,4,,,3.7,5.2,,
202607181002070105,5, 94, 80,3.6,5.0,,
202607181002070110,10, 82, 82,8.8,12.6,,
202607181002070108,8,,,14.1,20.3,,
202607181002070112,12, 61, 76,36.7,52.9,,
202607181002070101,1,,,1.7,2.3,,
202607120201101205,5, 67, 76,1.4,3.1,,
202607120201101204,4,,,2.8,6.9,,
202607120201101202,2,,,1.4,2.9,,
202607120201101201,1,,,3.6,8.9,,
202607120201101208,8, 68, 77,2.0,4.6,,
202607120201101207,7,,,1.1,1.1,,
202607120201101203,3, 90, 95,1.2,2.2,,
202607120201101206,6,,,10.5,27.3,,
202607120201101110,10, 78, 68,3.7,5.4,,
202607120201101112,12, 97, 81,3.3,4.8,,
202607120201101104,4,111, 95,1.5,1.8,,
202607120201101101,1,101, 85,2.6,3.6,,
202607120201101105,5,112, 94,2.1,3.0,,
202607120201101114,14,106, 94,2.7,3.8,,
202607120201101103,3,,,4.5,6.6,,
202607120201101102,2,109, 93,1.6,2.1,,
202607120201101111,11,105, 97,13.4,20.2,,
202607120201101109,9,112, 98,2.7,3.8,,
202607120201101106,6,103, 92,8.5,12.7,,
202607120201101107,7, 99, 84,22.1,33.2,,
202607120201101113,13,,,13.3,20.0,,
202607120201101108,8,104, 88,2.5,3.5,,
202607120201101006,6,,,2.2,3.2,,
202607120201101005,5,,,3.2,4.7,,
202607120201101008,8, 86, 86,3.9,5.9,,
202607120201101003,3,,,1.6,2.2,,
202607120201101009,9,,,1.4,1.7,,
202607120201101001,1,,,2.1,3.0,,
202607120201101011,11, 97, 97,2.0,2.8,,
202607120201101012,12,,,31.1,47.4,,
202607120201101010,10,,,8.4,12.8,,
202607120201101007,7, 76, 76,8.5,12.9,,
202607120201101002,2, 79, 79,16.2,24.7,,
202607120201101004,4, 94, 99,1.6,2.2,,
202607120201100901,1, 88, 88,2.5,3.6,,
202607120201100905,5, 79, 58,1.8,2.4,,
202607120201100902,2, 94, 94,3.2,4.6,,
202607120201100908,8,,,1.8,2.5,,
202607120201100912,12,,,2.5,3.5,,
202607120201100913,13, 86, 86,12.4,18.6,,
202607120201100909,9,,,16.9,25.3,,
202607120201100911,11,,,12.0,18.0,,
202607120201100903,3,,,3.6,5.2,,
202607120201100907,7,,,20.6,30.9,,
202607120201100914,14,,,3.5,5.1,,
202607120201100904,4,,,2.7,3.9,,
202607120201100906,6,,,4.6,6.7,,
202607120201100910,10,,,1.4,1.7,,
202607120201100802,2, 83, 89,1.6,2.1,,
202607120201100809,9, 83, 92,1.3,1.6,,
202607120201100808,8, 66, 72,2.6,3.6,,
202607120201100807,7, 69, 78,2.8,4.1,,
202607120201100811,11, 86, 95,3.0,4.2,,
202607120201100805,5, 90, 99,2.4,3.3,,
202607120201100801,1, 80, 89,3.2,4.6,,
202607120201100806,6,,,8.1,11.7,,
202607120201100803,3, 59, 68,5.3,7.7,,
202607120201100804,4,,,3.9,5.6,,
202607120201100810,10,,,1.6,2.2,,
202607120201100709,9,,,1.4,1.8,,
202607120201100702,2, 81, 90,1.4,1.8,,
202607120201100704,4, 58, 64,9.0,13.8,,
202607120201100703,3,,,10.5,16.0,,
202607120201100706,6,,,4.8,7.4,,
202607120201100705,5,,,1.8,2.5,,
202607120201100707,7,,,1.6,2.2,,
202607120201100701,1, 86, 95,1.9,2.8,,
202607120201100708,8,,,1.6,2.2,,
202607120201100601,1,,,2.4,4.1,,
202607120201100602,2,,,1.4,2.2,,
202607120201100603,3,,,3.8,6.7,,
202607120201100614,14,,,1.1,1.3,,
202607120201100604,4,,,11.8,21.7,,
202607120201100611,11,,,27.4,50.8,,
202607120201100605,5,,,2.2,3.7,,
202607120201100616,16,,,5.7,10.2,,
202607120201100612,12,,,1.6,2.5,,
202607120201100607,7,,,5.5,9.8,,
202607120201100610,10, 50, 66,13.0,23.8,,
202607120201100609,9,,,23.9,44.2,,
202607120201100608,8,,,2.7,4.6,,
202607120201100615,15,,,35.3,65.5,,
202607120201100613,13, 76, 92,6.9,12.4,,
202607120201100606,6,,,7.3,13.2,,
202607120201100504,4,,,1.7,2.4,,
202607120201100505,5,,,1.4,1.9,,
202607120201100506,6,,,10.6,16.0,,
202607120201100508,8,,,3.5,5.3,,
202607120201100502,2,,,4.0,6.0,,
202607120201100510,10,,,1.4,1.9,,
202607120201100501,1,,,3.1,4.6,,
202607120201100509,9,,,1.9,2.8,,
202607120201100507,7,,,1.3,1.7,,
202607120201100503,3,,,17.7,26.7,,
202607120201100404,4,,,1.7,2.4,,
202607120201100403,3,,,2.2,3.2,,
202607120201100407,7,,,11.9,18.5,,
202607120201100402,2,,,6.2,9.5,,
202607120201100401,1,,,54.7,85.6,,
202607120201100411,11,,,4.3,6.5,,
202607120201100405,5,,,4.8,7.3,,
202607120201100412,12,,,11.9,18.6,,
202607120201100415,15,,,1.7,2.4,,
202607120201100408,8,,,6.5,10.0,,
202607120201100406,6,,,2.4,3.5,,
202607120201100416,16,,,15.4,24.1,,
202607120201100409,9,,,32.5,50.9,,
202607120201100413,13,,,1.3,1.6,,
202607120201100410,10,,,8.9,13.8,,
202607120201100414,14, 74, 93,2.2,3.3,,
202607120201100312,12,,,1.1,1.1,,
202607120201100308,8,,,2.0,7.0,,
202607120201100305,5,,,3.4,13.1,,
202607120201100309,9,,,4.1,16.0,,
202607120201100302,2,,,2.1,7.6,,
202607120201100314,14,,,3.3,12.5,,
202607120201100303,3,,,2.1,7.3,,
202607120201100307,7,,,17.2,72.6,,
202607120201100313,13,,,15.2,64.1,,
202607120201100304,4,,,3.0,11.5,,
202607120201100301,1,,,13.4,56.0,,
202607120201100310,10,,,1.5,4.6,,
202607120201100306,6,,,20.1,84.9,,
202607120201100311,11,,,4.9,19.5,,
202607120201100207,7,,,1.6,2.1,,
202607120201100211,11,,,3.5,5.1,,
202607120201100206,6,,,4.1,6.2,,
202607120201100204,4,,,4.5,6.7,,
202607120201100209,9,,,1.4,1.7,,
202607120201100208,8,,,1.6,2.2,,
202607120201100201,1, 74, 91,3.4,5.1,,
202607120201100203,3,,,2.5,3.6,,
202607120201100213,13,,,18.0,27.8,,
202607120201100212,12,,,7.6,11.5,,
202607120201100205,5,,,19.0,29.3,,
202607120201100202,2,,,1.7,2.3,,
202607120201100210,10,,,16.4,25.2,,
202607120201100104,4,,,1.2,2.2,,
202607120201100106,6,,,1.1,1.1,,
202607120201100112,12,,,1.7,3.8,,
202607120201100107,7,,,1.3,2.6,,
202607120201100105,5,,,7.4,19.0,,
202607120201100101,1,,,9.9,25.8,,
202607120201100102,2, 75, 90,5.4,13.8,,
202607120201100103,3,,,23.6,61.9,,
202607120201100109,9,,,4.1,10.3,,
202607120201100108,8,,,14.2,37.1,,
202607120201100111,11,,,3.1,7.6,,
202607120201100110,10,,,2.7,6.4,,
202607120302061215,15, 99, 99,2.4,3.7,,
202607120302061201,1, 92, 92,1.5,1.9,,
202607120302061210,10,,,9.7,15.7,,
202607120302061208,8,,,1.3,1.7,,
202607120302061216,16,,,3.5,5.5,,
202607120302061213,13, 95, 95,2.0,3.0,,
202607120302061209,9, 90, 99,5.3,8.5,,
202607120302061205,5, 88, 88,29.0,47.7,,
202607120302061206,6, 95,104,3.0,4.7,,
202607120302061202,2, 92,102,6.2,9.9,,
202607120302061207,7,,,3.8,6.0,,
202607120302061211,11, 87, 87,41.4,68.0,,
202607120302061203,3, 83, 83,4.2,6.7,,
202607120302061214,14, 90, 99,10.4,16.9,,
202607120302061204,4, 83, 83,19.2,31.5,,
202607120302061212,12, 93, 93,2.3,3.4,,
202607120302061111,11,101, 79,2.0,2.5,,
202607120302061106,6,108, 92,3.1,4.1,,
202607120302061109,9,,,10.6,14.4,,
202607120302061110,10,109, 93,3.7,4.9,,
202607120302061101,1,112, 90,9.0,12.2,,
202607120302061115,15,112, 95,2.5,3.2,,
202607120302061104,4,112, 96,1.7,2.1,,
202607120302061105,5,105, 93,6.9,9.4,,
202607120302061102,2,,,3.8,5.0,,
202607120302061116,16,113, 99,2.1,2.8,,
202607120302061108,8, 71, 49,8.4,11.4,,
202607120302061113,13,115,101,2.3,2.9,,
202607120302061112,12,110, 94,5.1,6.8,,
202607120302061103,3, 95, 83,28.8,38.8,,
202607120302061114,14,102, 80,7.7,10.4,,
202607120302061107,7,,,5.4,7.3,,
202607120302061011,11,,,1.3,1.7,,
202607120302061003,3,,,1.2,1.6,,
202607120302061008,8, 87, 80,4.5,7.5,,
202607120302061005,5,,,8.0,13.6,,
202607120302061006,6, 98, 91,2.4,3.8,,
202607120302061002,2, 94, 87,1.6,2.5,,
202607120302061001,1, 94, 87,2.7,4.4,,
202607120302061010,10, 76, 69,2.5,4.1,,
202607120302061004,4, 85, 78,10.4,17.8,,
202607120302061009,9,,,1.7,2.6,,
202607120302061007,7,,,12.3,21.2,,
202607120302060907,7, 91, 99,1.6,2.2,,
202607120302060904,4, 89, 97,2.1,2.9,,
202607120302060911,11, 81, 90,24.5,35.5,,
202607120302060906,6, 86, 95,2.8,4.0,,
202607120302060905,5,,,4.5,6.4,,
202607120302060903,3, 78, 75,4.3,6.2,,
202607120302060901,1, 83, 92,3.0,4.2,,
202607120302060909,9, 68, 74,9.1,13.3,,
202607120302060912,12, 93, 99,1.5,2.0,,
202607120302060910,10, 81,100,1.6,2.1,,
202607120302060913,13, 84, 89,3.4,4.8,,
202607120302060902,2, 86, 95,4.8,6.9,,
202607120302060908,8, 79, 88,13.5,19.6,,
202607120302060914,14, 65, 74,8.2,12.0,,
202607120302060812,12, 92, 97,1.2,1.5,,
202607120302060806,6,,,1.4,2.0,,
202607120302060809,9, 85, 94,4.1,6.6,,
202607120302060808,8,,,1.4,2.0,,
202607120302060802,2,,,7.7,12.6,,
202607120302060807,7,,,2.4,3.8,,
202607120302060811,11, 85, 90,3.9,6.3,,
202607120302060803,3,,,2.1,3.2,,
202607120302060810,10, 85, 94,3.8,6.1,,
202607120302060805,5,,,7.1,11.7,,
202607120302060804,4,,,43.5,71.4,,
202607120302060801,1, 91, 96,3.3,5.3,,
202607120302060704,4, 51, 66,1.6,2.3,,
202607120302060712,12, 52, 70,2.5,4.0,,
202607120302060710,10, 76, 92,1.8,2.8,,
202607120302060708,8, 66, 84,8.6,14.4,,
202607120302060713,13, 74, 92,6.7,11.2,,
202607120302060706,6,,,4.8,7.9,,
202607120302060707,7, 81, 93,4.4,7.2,,
202607120302060709,9,,,1.9,3.0,,
202607120302060703,3, 65, 81,9.2,15.5,,
202607120302060714,14, 77, 92,3.4,5.5,,
202607120302060711,11,,,1.2,1.4,,
202607120302060701,1, 71, 88,3.4,5.5,,
202607120302060705,5, 70, 86,19.8,33.6,,
202607120302060715,15, 29, 47,14.2,24.1,,
202607120302060716,16,,,11.2,19.0,,
202607120302060702,2,,,38.6,65.5,,
202607120302060612,12,,,2.3,3.7,,
202607120302060606,6, 87,102,1.5,2.1,,
202607120302060610,10, 78, 94,6.5,11.2,,
202607120302060605,5, 86, 98,2.4,3.9,,
202607120302060607,7,,,2.1,3.3,,
202607120302060611,11,,,1.2,1.5,,
202607120302060602,2, 61, 76,3.7,6.1,,
202607120302060613,13, 74, 90,25.6,44.9,,
202607120302060603,3,,,6.7,11.6,,
202607120302060616,16, 68, 84,18.9,33.1,,
202607120302060615,15, 68, 84,50.5,88.7,,
202607120302060614,14,,,7.6,13.1,,
202607120302060601,1, 79, 94,2.1,3.3,,
202607120302060608,8, 78, 94,2.8,4.5,,
202607120302060609,9, 75, 90,13.3,23.1,,
202607120302060604,4, 59, 74,68.3,120.2,,
202607120302060512,12,,,1.1,1.4,,
202607120302060504,4,,,1.4,2.1,,
202607120302060514,14,,,5.8,9.9,,
202607120302060508,8,,,1.9,3.0,,
202607120302060516,16,,,10.8,18.9,,
202607120302060511,11,,,1.5,2.3,,
202607120302060502,2,,,16.1,28.3,,
202607120302060507,7,,,2.2,3.6,,
202607120302060501,1,,,14.8,26.0,,
202607120302060506,6,,,3.3,5.5,,
202607120302060509,9,,,5.9,10.1,,
202607120302060505,5,,,6.2,10.7,,
202607120302060515,15,,,26.4,46.8,,
202607120302060503,3,,,5.1,8.7,,
202607120302060510,10,,,35.7,63.2,,
202607120302060513,13,,,28.8,50.9,,
202607120302060406,6,,,1.4,1.9,,
202607120302060408,8,,,1.5,2.0,,
202607120302060405,5,,,1.4,1.9,,
202607120302060402,2,,,1.3,1.8,,
202607120302060404,4,,,4.3,6.4,,
202607120302060409,9,,,3.2,4.7,,
202607120302060401,1,,,3.8,5.6,,
202607120302060410,10,,,2.5,3.6,,
202607120302060407,7,,,5.0,7.3,,
202607120302060403,3,,,17.2,25.2,,
202607120302060309,9,,,1.1,1.1,,
202607120302060313,13,,,2.9,10.9,,
202607120302060306,6,,,1.4,4.1,,
202607120302060307,7, 76, 95,3.9,15.0,,
202607120302060315,15, 74, 93,2.0,6.9,,
202607120302060302,2, 67, 86,2.2,7.8,,
202607120302060311,11, 74, 91,3.1,11.6,,
202607120302060308,8, 71, 90,30.6,129.7,,
202607120302060303,3, 47, 65,6.0,24.3,,
202607120302060316,16, 73, 92,4.4,17.5,,
202607120302060304,4,,,2.7,10.2,,
202607120302060312,12,,,9.9,40.9,,
202607120302060305,5, 66, 85,10.5,43.6,,
202607120302060314,14,,,11.6,48.3,,
202607120302060310,10,,,15.2,63.9,,
202607120302060301,1, 79, 96,8.4,34.8,,
202607120302060202,2, 69, 88,1.6,3.0,,
202607120302060215,15,,,1.1,1.1,,
202607120302060201,1,,,4.0,8.5,,
202607120302060203,3,,,2.2,4.3,,
202607120302060214,14,,,1.4,2.5,,
202607120302060206,6,,,1.6,3.0,,
202607120302060204,4,,,7.6,16.8,,
202607120302060210,10,,,26.1,58.6,,
202607120302060213,13, 61, 78,4.0,8.4,,
202607120302060208,8,,,12.7,28.4,,
202607120302060209,9,,,18.2,40.8,,
202607120302060205,5, 69, 85,12.0,26.9,,
202607120302060212,12,,,12.0,26.7,,
202607120302060207,7, 39, 57,6.1,13.3,,
202607120302060211,11,,,9.5,21.2,,
202607120302060103,3,,,1.3,1.8,,
202607120302060113,13,,,7.1,11.9,,
202607120302060106,6,,,1.3,1.7,,
202607120302060110,10,,,2.4,3.7,,
202607120302060112,12,,,26.7,45.6,,
202607120302060111,11,,,1.6,2.4,,
202607120302060104,4,,,28.9,49.4,,
202607120302060101,1, 90, 83,6.5,10.9,,
202607120302060114,14,,,1.8,2.7,,
202607120302060107,7,,,38.3,65.6,,
202607120302060108,8,,,3.2,5.2,,
202607120302060109,9,,,22.4,38.3,,
202607120302060105,5, 84, 92,2.8,4.4,,
202607120302060102,2, 86, 86,3.9,6.4,,
202607121002061208,8, 84, 93,1.6,2.0,,
202607121002061215,15, 89, 98,2.1,2.9,,
202607121002061217,17, 78, 87,6.8,9.8,,
202607121002061216,16,,,5.8,8.3,,
202607121002061204,4, 89, 94,2.6,3.6,,
202607121002061211,11, 89, 94,3.2,4.6,,
202607121002061209,9, 89, 94,2.2,3.1,,
202607121002061207,7,,,10.7,15.6,,
202607121002061213,13, 81, 89,11.9,17.4,,
202607121002061205,5, 85, 94,1.7,2.1,,
202607121002061206,6,,,11.2,16.4,,
202607121002061210,10,,,19.3,28.3,,
202607121002061203,3,,,3.3,4.6,,
202607121002061212,12,,,9.1,13.3,,
202607121002061201,1,,,2.5,3.5,,
202607121002061202,2,,,20.8,30.6,,
202607121002061214,14, 45, 53,50.5,74.2,,
202607121002061106,6,,,2.5,4.5,,
202607121002061105,5,,,2.3,4.1,,
202607121002061109,9,103, 87,2.0,3.5,,
202607121002061103,3,111,100,1.8,3.1,,
202607121002061102,2,,,2.5,4.5,,
202607121002061108,8,,,3.0,5.5,,
202607121002061110,10,103, 93,11.8,22.7,,
202607121002061111,11,,,1.1,1.1,,
202607121002061107,7,115,103,1.8,3.1,,
202607121002061104,4, 94, 82,11.3,21.7,,
202607121002061101,1,  7,,5.7,10.9,,
202607121002061010,10, 94, 94,1.6,2.3,,
202607121002061001,1,,,1.6,2.2,,
202607121002061009,9,,,6.7,10.2,,
202607121002061008,8, 85, 85,3.9,5.7,,
202607121002061003,3, 91, 91,1.7,2.3,,
202607121002061004,4,,,12.3,18.6,,
202607121002061006,6, 93, 93,5.6,8.5,,
202607121002061005,5, 68, 65,1.3,1.6,,
202607121002061011,11,,,2.8,4.0,,
202607121002061007,7,,,2.0,2.8,,
202607121002061002,2, 82, 82,5.9,9.0,,
202607121002060908,8,,,1.1,1.1,,
202607121002060910,10, 65, 62,1.2,2.7,,
202607121002060906,6,,,1.6,4.8,,
202607121002060907,7,,,4.2,14.7,,
202607121002060901,1, 89, 98,5.3,18.8,,
202607121002060905,5, 96, 96,1.9,5.7,,
202607121002060902,2, 93, 93,3.0,10.0,,
202607121002060904,4,,,6.2,22.1,,
202607121002060909,9,,,5.8,20.7,,
202607121002060903,3, 89, 89,1.6,4.6,,
202607121002060801,1,,,1.2,1.6,,
202607121002060802,2, 90, 95,1.2,1.7,,
202607121002060803,3,,,2.3,3.7,,
202607121002060805,5,,,1.4,2.2,,
202607121002060809,9, 90, 96,1.2,1.7,,
202607121002060804,4,,,2.6,4.3,,
202607121002060807,7,,,9.1,15.7,,
202607121002060806,6, 71, 80,14.3,24.7,,
202607121002060808,8, 77, 82,15.6,27.1,,
202607121002060704,4, 86, 92,1.6,2.1,,
202607121002060705,5, 87, 93,1.5,2.0,,
202607121002060712,12, 82,100,1.8,2.4,,
202607121002060703,3, 81, 90,4.5,6.5,,
202607121002060707,7, 80, 86,2.4,3.3,,
202607121002060702,2,,,3.0,4.2,,
202607121002060713,13, 75, 85,9.5,13.9,,
202607121002060710,10, 76, 82,5.0,7.2,,
202607121002060711,11, 80, 74,1.8,2.4,,
202607121002060715,15, 90, 99,3.4,4.8,,
202607121002060706,6, 80, 89,15.3,22.4,,
202607121002060714,14, 71, 80,14.6,21.4,,
202607121002060708,8,,,9.2,13.5,,
202607121002060701,1,,,17.2,25.2,,
202607121002060709,9,,,27.3,40.0,,
202607121002060604,4,,,1.2,3.0,,
202607121002060606,6,,,1.1,1.1,,
202607121002060605,5,,,2.2,6.5,,
202607121002060609,9,,,8.0,25.9,,
202607121002060601,1,,,3.5,10.9,,
202607121002060602,2,,,1.1,2.1,,
202607121002060603,3,,,2.0,5.5,,
202607121002060607,7,,,5.5,17.4,,
202607121002060608,8,,,2.6,7.6,,
202607121002060507,7,,,1.0,1.1,,
202607121002060506,6,,,1.1,4.0,,
202607121002060501,1,,,1.3,6.1,,
202607121002060503,3,,,1.2,5.0,,
202607121002060504,4,,,7.7,47.1,,
202607121002060505,5,,,3.3,18.7,,
202607121002060508,8,,,8.7,53.7,,
202607121002060502,2,,,2.4,13.3,,
202607121002060407,7,,,1.4,1.9,,
202607121002060412,12,,,1.9,2.7,,
202607121002060406,6,,,1.4,1.8,,
202607121002060408,8, 77, 95,1.5,2.1,,
202607121002060413,13,,,7.4,11.5,,
202607121002060404,4,,,6.0,9.3,,
202607121002060411,11,,,1.5,2.1,,
202607121002060409,9,,,2.6,3.9,,
202607121002060403,3,,,26.4,41.7,,
202607121002060405,5,,,7.9,12.3,,
202607121002060402,2, 67, 83,34.1,53.9,,
202607121002060410,10,,,18.7,29.6,,
202607121002060401,1,,,27.6,43.7,,
202607121002060302,2,,,1.4,2.0,,
202607121002060305,5, 80, 99,1.2,1.6,,
202607121002060307,7, 78, 97,1.4,2.1,,
202607121002060309,9,,,4.6,7.5,,
202607121002060303,3,,,2.1,3.3,,
202607121002060315,15, 72, 91,3.2,5.2,,
202607121002060304,4,,,4.6,7.6,,
202607121002060313,13,,,4.2,6.9,,
202607121002060311,11, 70, 88,13.2,22.2,,
202607121002060312,12,,,9.5,15.8,,
202607121002060310,10, 45, 62,37.5,63.3,,
202607121002060306,6,,,7.2,12.1,,
202607121002060308,8,,,55.1,93.0,,
202607121002060314,14, 67, 86,3.0,4.8,,
202607121002060301,1,,,5.5,9.0,,
202607121002060209,9,,,1.3,2.1,,
202607121002060206,6,,,1.7,2.9,,
202607121002060210,10,,,3.7,7.1,,
202607121002060203,3,,,1.1,1.3,,
202607121002060204,4, 72, 84,5.4,10.4,,
202607121002060202,2,,,4.8,9.2,,
202607121002060212,12, 72, 87,12.8,25.4,,
202607121002060213,13, 82, 97,1.4,2.3,,
202607121002060201,1, 79, 94,3.4,6.3,,
202607121002060208,8, 72, 87,2.6,4.7,,
202607121002060214,14, 38, 56,18.5,36.9,,
202607121002060207,7, 52, 70,47.9,96.1,,
202607121002060211,11, 41, 59,20.8,41.6,,
202607121002060205,5, 49, 65,49.7,99.9,,
202607121002060110,10,,,1.5,1.9,,
202607121002060102,2,,,7.6,11.3,,
202607121002060111,11,,,2.9,4.1,,
202607121002060104,4,,,3.8,5.4,,
202607121002060116,16,,,1.6,2.2,,
202607121002060109,9,,,31.5,47.3,,
202607121002060115,15,,,1.8,2.5,,
202607121002060103,3, 65, 83,13.9,20.7,,
202607121002060114,14,,,13.6,20.3,,
202607121002060106,6,,,2.8,4.0,,
202607121002060113,13, 84, 99,4.5,6.5,,
202607121002060108,8,,,1.8,2.5,,
202607121002060101,1,,,11.0,16.3,,
202607121002060107,7, 74, 91,3.5,5.0,,
202607121002060117,17,,,36.0,53.9,,
202607121002060112,12, 50, 65,20.0,29.8,,
202607121002060105,5, 60, 77,31.6,47.3,,
202607110201091201,1,,,1.1,1.1,,
202607110201091204,4, 84, 93,1.2,4.4,,
202607110201091208,8, 78, 87,3.7,18.9,,
202607110201091205,5, 78, 87,3.0,14.5,,
202607110201091203,3,,,1.3,5.0,,
202607110201091207,7,,,2.2,10.5,,
202607110201091206,6,,,4.9,25.5,,
202607110201091202,2,,,1.5,6.3,,
202607110201091101,1,,,1.6,2.2,,
202607110201091103,3,104, 96,1.6,2.1,,
202607110201091102,2,100, 92,6.5,9.6,,
202607110201091106,6, 99, 91,3.4,4.9,,
202607110201091113,13, 99, 91,7.1,10.5,,
202607110201091108,8,102, 94,1.6,2.2,,
202607110201091107,7,105, 97,1.4,1.8,,
202607110201091112,12,102, 94,16.0,24.0,,
202607110201091110,10,103, 95,2.5,3.6,,
202607110201091105,5, 93, 85,2.6,3.8,,
202607110201091104,4, 85, 78,13.2,19.7,,
202607110201091109,9, 99, 91,9.5,14.2,,
202607110201091111,11,105, 97,10.4,15.5,,
202607110201091007,7, 96,101,1.6,2.3,,
202607110201091002,2,,,1.4,1.7,,
202607110201091006,6,,,6.2,9.3,,
202607110201091003,3,,,4.2,6.1,,
202607110201091001,1,,,1.7,2.4,,
202607110201091014,14,,,14.7,22.2,,
202607110201091012,12,,,1.7,2.3,,
202607110201091005,5, 94, 94,7.5,11.3,,
202607110201091009,9,,,4.1,6.1,,
202607110201091011,11,,,3.1,4.4,,
202607110201091004,4, 90, 99,2.6,3.8,,
202607110201091010,10,,,5.8,8.6,,
202607110201091008,8, 70, 70,20.4,31.0,,
202607110201091013,13,,,14.1,21.4,,
202607110201090904,4,,,3.0,5.6,,
202607110201090908,8,,,2.0,3.5,,
202607110201090909,9, 85,103,2.5,4.7,,
202607110201090903,3,,,10.5,20.1,,
202607110201090906,6,,,1.5,2.5,,
202607110201090907,7,,,1.9,3.3,,
202607110201090905,5,,,3.5,6.5,,
202607110201090910,10, 89, 97,1.4,2.4,,
202607110201090901,1,,,1.1,1.2,,
202607110201090902,2,,,35.9,69.5,,
202607110201090808,8,,,1.8,2.6,,
202607110201090801,1,,,1.7,2.4,,
202607110201090804,4,,,1.4,1.8,,
202607110201090809,9, 72, 82,1.4,1.8,,
202607110201090803,3,,,1.9,2.8,,
202607110201090802,2,,,9.2,14.4,,
202607110201090806,6, 81, 99,2.8,4.2,,
202607110201090805,5,,,19.0,29.8,,
202607110201090811,11, 78, 83,2.9,4.4,,
202607110201090812,12,,,9.3,14.6,,
202607110201090810,10,,,4.7,7.2,,
202607110201090807,7, 75, 80,10.2,16.1,,
202607110201090704,4,,,1.6,2.2,,
202607110201090706,6,,,1.7,2.3,,
202607110201090701,1,,,4.2,6.2,,
202607110201090714,14,,,2.7,3.9,,
202607110201090703,3,,,7.9,12.1,,
202607110201090713,13, 77, 86,9.0,13.6,,
202607110201090702,2,,,18.2,28.0,,
202607110201090705,5, 92, 98,1.4,1.8,,
202607110201090707,7,,,2.0,2.8,,
202607110201090710,10,,,21.3,32.8,,
202607110201090709,9,,,16.6,25.5,,
202607110201090711,11,,,55.7,85.6,,
202607110201090712,12, 86, 94,1.6,2.2,,
202607110201090708,8, 82,100,5.6,8.5,,
202607110201090609,9,,,1.1,1.2,,
202607110201090604,4,,,1.5,2.5,,
202607110201090603,3,,,1.8,3.2,,
202607110201090602,2,,,3.1,5.9,,
202607110201090608,8,,,11.0,22.0,,
202607110201090607,7,,,1.2,1.8,,
202607110201090601,1,,,6.2,12.3,,
202607110201090610,10,,,2.9,5.4,,
202607110201090606,6,,,2.0,3.7,,
202607110201090611,11, 56, 74,5.0,10.0,,
202607110201090605,5,,,,,,
202607110201090508,8,,,1.1,1.1,,
202607110201090511,11,,,1.2,4.3,,
202607110201090506,6,,,4.1,22.8,,
202607110201090503,3,,,1.7,8.2,,
202607110201090502,2,,,2.0,10.0,,
202607110201090504,4,,,10.9,65.1,,
202607110201090509,9,,,2.5,13.0,,
202607110201090505,5,,,2.6,13.6,,
202607110201090501,1,,,3.2,17.2,,
202607110201090507,7,,,2.5,13.0,,
202607110201090510,10,,,15.9,95.6,,
202607110201090414,14,,,1.4,1.7,,
202607110201090404,4,,,2.1,3.0,,
202607110201090402,2,,,1.8,2.5,,
202607110201090401,1,,,4.1,6.1,,
202607110201090405,5,,,2.2,3.1,,
202607110201090403,3,,,3.3,4.9,,
202607110201090412,12,,,1.7,2.4,,
202607110201090408,8,,,9.4,14.2,,
202607110201090413,13,,,7.5,11.4,,
202607110201090410,10,,,2.5,3.6,,
202607110201090411,11,,,4.1,6.0,,
202607110201090406,6, 50, 68,62.6,95.2,,
202607110201090407,7, 72, 89,11.2,17.1,,
202607110201090409,9,,,74.7,113.6,,
202607110201090306,6,,,1.3,1.5,,
202607110201090305,5,,,3.7,5.8,,
202607110201090304,4, 71, 87,7.5,12.0,,
202607110201090310,10,,,1.6,2.3,,
202607110201090311,11, 77, 92,19.7,32.1,,
202607110201090301,1,,,1.8,2.6,,
202607110201090309,9, 71, 87,3.7,5.8,,
202607110201090303,3, 77, 93,4.9,7.7,,
202607110201090314,14,,,12.7,20.7,,
202607110201090307,7,,,5.2,8.3,,
202607110201090315,15,,,2.7,4.1,,
202607110201090312,12,,,21.7,35.3,,
