レースID(新),馬番,前走補9,前走補正
202605240401080101,1,77.0,92.0
202605240401080102,2,70.0,85.0
202605240401080103,3,61.0,75.0
202605240401080104,4,43.0,59.0
202605240401080106,6,65.0,82.0
202605240401080107,7,74.0,89.0
202605240401080108,8,77.0,92.0
202605240401080109,9,80.0,95.0
202605240401080110,10,85.0,100.0
202605240401080111,11,83.0,95.0
202605240401080112,12,82.0,97.0
202605240401080113,13,88.0,103.0
202605240401080114,14,53.0,69.0
202605240401080115,15,80.0,92.0
202605240401080116,16,37.0,54.0
202605240401080201,1,88.0,103.0
202605240401080202,2,71.0,87.0
202605240401080203,3,82.0,98.0
202605240401080204,4,70.0,85.0
202605240401080205,5,79.0,94.0
202605240401080206,6,57.0,73.0
202605240401080207,7,82.0,97.0
202605240401080209,9,46.0,64.0
202605240401080210,10,76.0,91.0
202605240401080211,11,81.0,96.0
202605240401080213,13,83.0,99.0
202605240401080214,14,39.0,54.0
202605240401080215,15,84.0,99.0
202605240401080301,1,62.0,79.0
202605240401080302,2,82.0,100.0
202605240401080303,3,49.0,67.0
202605240401080304,4,57.0,75.0
202605240401080305,5,76.0,93.0
202605240401080306,6,77.0,95.0
202605240401080307,7,56.0,72.0
202605240401080308,8,63.0,81.0
202605240401080309,9,76.0,88.0
202605240401080310,10,89.0,107.0
202605240401080501,1,73.0,91.0
202605240401080502,2,77.0,95.0
202605240401080503,3,76.0,95.0
202605240401080504,4,80.0,99.0
202605240401080505,5,49.0,67.0
202605240401080506,6,57.0,75.0
202605240401080507,7,79.0,98.0
202605240401080508,8,79.0,98.0
202605240401080509,9,77.0,96.0
202605240401080510,10,75.0,93.0
202605240401080512,12,77.0,96.0
202605240401080513,13,75.0,94.0
202605240401080514,14,78.0,97.0
202605240401080515,15,75.0,94.0
202605240401080516,16,67.0,85.0
202605240401080601,1,64.0,82.0
202605240401080602,2,62.0,81.0
202605240401080603,3,69.0,87.0
202605240401080604,4,78.0,96.0
202605240401080605,5,54.0,73.0
202605240401080606,6,83.0,100.0
202605240401080607,7,80.0,98.0
202605240401080609,9,66.0,84.0
202605240401080610,10,76.0,94.0
202605240401080611,11,68.0,86.0
202605240401080612,12,74.0,89.0
202605240401080701,1,62.0,72.0
202605240401080702,2,88.0,98.0
202605240401080703,3,81.0,91.0
202605240401080704,4,74.0,84.0
202605240401080705,5,85.0,94.0
202605240401080706,6,72.0,81.0
202605240401080707,7,90.0,99.0
202605240401080708,8,84.0,93.0
202605240401080709,9,82.0,91.0
202605240401080710,10,90.0,99.0
202605240401080711,11,82.0,91.0
202605240401080712,12,83.0,93.0
202605240401080714,14,89.0,98.0
202605240401080715,15,89.0,98.0
202605240401080802,2,77.0,86.0
202605240401080803,3,87.0,96.0
202605240401080804,4,81.0,90.0
202605240401080805,5,85.0,94.0
202605240401080806,6,87.0,96.0
202605240401080807,7,78.0,87.0
202605240401080808,8,89.0,98.0
202605240401080809,9,87.0,96.0
202605240401080810,10,83.0,92.0
202605240401080811,11,79.0,88.0
202605240401080812,12,88.0,97.0
202605240401080813,13,86.0,95.0
202605240401080814,14,72.0,82.0
202605240401080815,15,87.0,96.0
202605240401080816,16,76.0,84.0
202605240401080901,1,81.0,90.0
202605240401080902,2,83.0,92.0
202605240401080903,3,76.0,85.0
202605240401080904,4,75.0,84.0
202605240401080905,5,86.0,95.0
202605240401080906,6,85.0,93.0
202605240401080907,7,88.0,97.0
202605240401080908,8,89.0,97.0
202605240401080909,9,90.0,99.0
202605240401080910,10,87.0,96.0
202605240401080911,11,82.0,90.0
202605240401080912,12,88.0,97.0
202605240401080913,13,90.0,98.0
202605240401080914,14,90.0,98.0
202605240401081001,1,90.0,90.0
202605240401081002,2,96.0,96.0
202605240401081004,4,77.0,77.0
202605240401081005,5,89.0,98.0
202605240401081007,7,96.0,96.0
202605240401081008,8,82.0,82.0
202605240401081009,9,95.0,95.0
202605240401081010,10,95.0,95.0
202605240401081011,11,91.0,91.0
202605240401081012,12,86.0,86.0
202605240401081013,13,88.0,97.0
202605240401081014,14,94.0,103.0
202605240401081015,15,87.0,87.0
202605240401081101,1,96.0,92.0
202605240401081102,2,87.0,79.0
202605240401081103,3,95.0,87.0
202605240401081104,4,97.0,89.0
202605240401081105,5,102.0,94.0
202605240401081106,6,100.0,92.0
202605240401081107,7,98.0,90.0
202605240401081108,8,100.0,96.0
202605240401081109,9,100.0,92.0
202605240401081110,10,83.0,73.0
202605240401081111,11,84.0,80.0
202605240401081112,12,104.0,96.0
202605240401081113,13,92.0,84.0
202605240401081115,15,95.0,91.0
202605240401081116,16,98.0,94.0
202605240401081201,1,84.0,94.0
202605240401081202,2,91.0,100.0
202605240401081203,3,94.0,103.0
202605240401081204,4,82.0,91.0
202605240401081205,5,61.0,70.0
202605240401081206,6,82.0,91.0
202605240401081207,7,79.0,88.0
202605240401081209,9,76.0,85.0
202605240401081210,10,89.0,98.0
202605240401081211,11,89.0,98.0
202605240401081212,12,84.0,93.0
202605240401081213,13,87.0,96.0
202605240502100101,1,67.0,82.0
202605240502100102,2,86.0,102.0
202605240502100103,3,76.0,91.0
202605240502100104,4,75.0,90.0
202605240502100105,5,68.0,83.0
202605240502100106,6,73.0,85.0
202605240502100107,7,75.0,91.0
202605240502100108,8,51.0,69.0
202605240502100109,9,70.0,85.0
202605240502100110,10,82.0,98.0
202605240502100111,11,69.0,86.0
202605240502100112,12,55.0,72.0
202605240502100113,13,81.0,97.0
202605240502100115,15,70.0,87.0
202605240502100116,16,57.0,72.0
202605240502100201,1,72.0,89.0
202605240502100203,3,54.0,73.0
202605240502100204,4,73.0,89.0
202605240502100205,5,60.0,75.0
202605240502100206,6,67.0,82.0
202605240502100207,7,82.0,99.0
202605240502100208,8,74.0,91.0
202605240502100209,9,69.0,87.0
202605240502100210,10,67.0,82.0
202605240502100211,11,84.0,101.0
202605240502100212,12,31.0,50.0
202605240502100213,13,65.0,83.0
202605240502100214,14,69.0,88.0
202605240502100215,15,44.0,62.0
202605240502100216,16,77.0,93.0
202605240502100301,1,70.0,85.0
202605240502100302,2,89.0,104.0
202605240502100303,3,67.0,82.0
202605240502100304,4,60.0,72.0
202605240502100305,5,83.0,98.0
202605240502100306,6,64.0,79.0
202605240502100307,7,77.0,92.0
202605240502100308,8,88.0,103.0
202605240502100309,9,,7.0
202605240502100310,10,76.0,91.0
202605240502100311,11,72.0,84.0
202605240502100312,12,82.0,98.0
202605240502100313,13,75.0,90.0
202605240502100314,14,52.0,69.0
202605240502100315,15,67.0,82.0
202605240502100316,16,80.0,95.0
202605240502100404,4,73.0,92.0
202605240502100405,5,76.0,94.0
202605240502100406,6,54.0,69.0
202605240502100407,7,6.0,24.0
202605240502100408,8,78.0,95.0
202605240502100409,9,59.0,74.0
202605240502100410,10,54.0,71.0
202605240502100411,11,81.0,98.0
202605240502100413,13,68.0,87.0
202605240502100414,14,79.0,98.0
202605240502100416,16,76.0,94.0
202605240502100417,17,82.0,99.0
202605240502100418,18,54.0,72.0
202605240502100501,1,73.0,91.0
202605240502100502,2,69.0,88.0
202605240502100503,3,56.0,75.0
202605240502100504,4,72.0,89.0
202605240502100505,5,73.0,92.0
202605240502100506,6,59.0,78.0
202605240502100507,7,77.0,95.0
202605240502100508,8,68.0,74.0
202605240502100509,9,52.0,71.0
202605240502100510,10,58.0,75.0
202605240502100511,11,73.0,91.0
202605240502100512,12,73.0,91.0
202605240502100513,13,78.0,96.0
202605240502100514,14,76.0,94.0
202605240502100601,1,86.0,102.0
202605240502100602,2,92.0,97.0
202605240502100603,3,89.0,104.0
202605240502100604,4,63.0,68.0
202605240502100605,5,87.0,92.0
202605240502100606,6,95.0,100.0
202605240502100607,7,83.0,88.0
202605240502100608,8,90.0,105.0
202605240502100609,9,91.0,96.0
