レースID(新),馬番,前走補9,前走補正
202608160101080304,4,74.0,83.0
202608160101080306,6,84.0,102.0
202608160101080602,2,48.0,57.0
202608160101080605,5,79.0,88.0
202608160101080612,12,59.0,68.0
202608160101080902,2,77.0,82.0
202608160101081105,5,91.0,65.0
202608160101081107,7,111.0,85.0
202608160101081108,8,112.0,96.0
202608160101081110,10,124.0,98.0
202608160101081113,13,116.0,99.0
202608160101081205,5,81.0,81.0
202608160402080504,4,85.0,102.0
202608160402080509,9,88.0,97.0
202608160402080511,11,87.0,95.0
202608160402080512,12,81.0,90.0
202608160402080601,1,93.0,89.0
202608160402080603,3,87.0,83.0
202608160402080701,1,100.0,92.0
202608160402080703,3,95.0,85.0
202608160402080704,4,51.0,41.0
202608160402080708,8,79.0,69.0
202608160402080711,11,104.0,94.0
202608160402080712,12,98.0,90.0
202608160402080713,13,99.0,91.0
202608160402080714,14,99.0,89.0
202608160402080804,4,88.0,88.0
202608160402080810,10,73.0,73.0
202608160402080812,12,93.0,93.0
202608160402080813,13,89.0,89.0
202608160402081001,1,65.0,83.0
202608160402081002,2,66.0,83.0
202608160402081101,1,94.0,99.0
202608160402081102,2,91.0,99.0
202608160402081104,4,89.0,97.0
202608160402081107,7,79.0,98.0
202608160402081109,9,90.0,98.0
202608160402081212,12,37.0,56.0
202608160702080408,8,69.0,88.0
202608160702080417,17,72.0,90.0
202608160702080504,4,59.0,74.0
202608160702080505,5,62.0,80.0
202608160702080506,6,84.0,100.0
202608160702080507,7,72.0,89.0
202608160702080508,8,,18.0
202608160702080509,9,84.0,100.0
202608160702080512,12,54.0,71.0
202608160702080516,16,76.0,92.0
202608160702080604,4,97.0,97.0
202608160702080606,6,95.0,95.0
202608160702080702,2,111.0,87.0
202608160702080703,3,112.0,89.0
202608160702080709,9,102.0,84.0
202608160702080710,10,107.0,89.0
202608160702080711,11,108.0,96.0
202608160702080712,12,116.0,96.0
202608160702080807,7,91.0,91.0
202608160702080810,10,95.0,95.0
202608160702080813,13,92.0,92.0
202608160702080814,14,95.0,105.0
202608160702080815,15,86.0,86.0
202608160702081001,1,79.0,97.0
202608160702081002,2,84.0,93.0
202608160702081004,4,89.0,95.0
202608160702081007,7,85.0,95.0
202608160702081008,8,83.0,99.0
202608160702081010,10,78.0,84.0
202608160702081012,12,66.0,75.0
202608160702081116,16,76.0,84.0
202608160702081208,8,78.0,96.0
202608160702081209,9,53.0,70.0
202608160702081210,10,74.0,91.0
