レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030806020401,2026.3.8,日,中山,2中4,1,,未勝利,ダート,1800,,4,稍,晴,16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,中山・ダート:1着,中山・ダート:2着,中山・ダート:3着,中山・ダート:外,中山・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
7,,10,,,,,マスターストーン,,牡,3,*,北村友一,57,,22.0,564,-16,0,0,0,1,0.0,,,,,,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,1.58.9
8,,11,,,,,サンライズフリード,,牡,3,,城戸義政,57,,31.7,516,- 4,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,0,0,0,1,0.0,,1.56.1
8,,12,,,,,サウンドラッシュ,,牡,3,,古川奈穂,55,◇,95.1,430,- 4,0,0,0,6,0.0,0,0,0,1,0.0,0,0,0,4,0.0,,,,,,0,0,0,2,0.0,,,,,,0,0,0,5,0.0,,(未)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010602,2026.3.8,日,阪神,1阪6,2,,未勝利,ダート,1200,,2,良,曇,16,10:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1200m:1着,ダート1200m:2着,ダート1200m:3着,ダート1200m:外,ダート1200m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,マリーイメル,,牝,3,,鷲頭虎太,53,△,290.6,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
1,,2,,,,,アリディプラチノ,,牝,3,,国分優作,55,,22.6,412,- 8,0,1,0,1,50.0,0,1,0,1,50.0,0,1,0,1,50.0,0,1,0,1,50.0,0,1,0,0,100.0,0,1,0,0,100.0,0,0,0,1,0.0,,1.14.1
2,,3,,,,,タナスーペルノーバ,,牡,3,,今村聖奈,55,◇,6.3,462,  0,0,1,1,5,14.3,0,0,0,5,0.0,0,1,0,3,25.0,0,1,0,1,50.0,0,0,0,1,0.0,,,,,,0,1,0,5,16.7,,1.13.5
2,,4,,,,,キャスケード,,牝,3,*,長岡禎仁,55,,147.2,454,+ 4,0,0,0,3,0.0,0,0,0,1,0.0,0,0,0,2,0.0,,,,,,0,0,0,1,0.0,,,,,,0,0,0,2,0.0,,(未)
3,,5,,,,,チェラブ,,牝,3,,藤懸貴志,55,,296.2,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
3,,6,,,,,マユナイト,,牝,3,,幸英明,55,,46.6,406,+ 2,0,0,0,7,0.0,0,0,0,2,0.0,0,0,0,5,0.0,0,0,0,4,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,6,0.0,,1.13.9
4,,7,,,,,アクアマイスター,,牡,3,,松若風馬,57,,14.3,466,+ 2,0,0,1,4,0.0,0,0,0,2,0.0,0,0,1,2,0.0,0,0,1,1,0.0,0,0,1,1,0.0,0,0,1,1,0.0,0,0,1,3,0.0,,1.13.1
4,B,8,,,,,メッチャエエヤン,,牡,3,,橋木太希,54,▲,60.7,496,+ 4,0,0,0,4,0.0,0,0,0,1,0.0,0,0,0,4,0.0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,3,0.0,,1.16.2
5,,9,,,,,アームズレジェンド,,牡,3,,岩田望来,57,,2.0,494,- 2,0,0,1,0,0.0,0,0,1,0,0.0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,(未)
5,,10,,,,,チアフルラン,,牡,3,,河原田菜,53,★,67.1,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
6,,11,,,,,カガラプンツェル,,牝,3,*,高倉稜,55,,87.5,478,+ 6,0,0,0,5,0.0,,,,,,0,0,0,3,0.0,0,0,0,2,0.0,,,,,,,,,,,0,0,0,4,0.0,,1.14.7
6,,12,,,,,プレデンシア,,牝,3,,北村友一,55,,2.6,474,- 6,0,1,0,4,20.0,0,1,0,0,100.0,0,1,0,4,20.0,0,1,0,2,33.3,,,,,,,,,,,0,1,0,3,25.0,,1.13.6
7,,13,,,,,イズジョーアザヤカ,,牝,3,,富田暁,55,,266.2,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
7,,14,,,,,ジャズホリック,,牝,3,*,田口貫太,55,,207.5,452,  0,0,0,0,3,0.0,0,1,0,2,33.3,0,0,0,3,0.0,,,,,,,,,,,,,,,,0,0,0,2,0.0,,(未)
8,B,15,,,,,ルヴレアール,,牡,3,*,田山旺佑,54,▲,84.4,468,- 3,0,0,0,2,0.0,,,,,,0,0,0,2,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,1,0.0,,1.16.8
8,,16,,,,,ラガーダブルエイト,,牝,3,,和田陽希,52,▲,241.9,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010603,2026.3.8,日,阪神,1阪6,3,,未勝利,ダート,1800,,4,良,曇,16,10:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,サンライズジャッジ,,牡,3,,松若風馬,57,,107.4,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
2,,2,,,,,サンセットロード,,牡,3,*,秋山稔樹,57,,314.8,450,  0,0,0,0,2,0.0,,,,,,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,1.56.5
3,,3,,,,,レグラヴィエール,,牡,3,*,小沢大仁,57,,171.1,498,+ 6,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.0,,(未)
3,,4,,,,,トーレス,,牡,3,,古川吉洋,57,,175.5,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
4,,5,,,,,ブクブクー,,牡,3,*,斎藤新,57,,24.9,468,+ 8,0,0,0,3,0.0,,,,,,0,0,0,2,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,2,0.0,,1.56.6
4,,6,,,,,アメリカンイズム,,牡,3,*,松山弘平,57,,3.0,484,-14,0,1,0,1,50.0,,,,,,0,1,0,1,50.0,0,1,0,1,50.0,,,,,,,,,,,0,0,0,1,0.0,,1.54.6
5,,7,,,,,ピエナオルカ,,牡,3,*,幸英明,57,,7.9,482,- 2,0,0,3,3,0.0,,,,,,0,0,3,3,0.0,0,0,2,1,0.0,0,0,1,1,0.0,0,0,1,0,0.0,0,0,3,2,0.0,,1.55.3
5,,8,,,,,ジャッキーバローズ,,牡,3,,富田暁,57,,126.1,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
6,,9,,,,,ショーンバローズ,,牡,3,,田口貫太,57,,24.6,456,  0,0,0,0,5,0.0,0,0,0,5,0.0,0,0,0,5,0.0,0,0,0,3,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,4,0.0,,1.56.0
6,,10,,,,,タイセイサーブル,,牡,3,,鮫島克駿,57,,28.9,474,+ 2,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,1.57.1
7,,11,,,,,ストロングボーイ,,牡,3,*,岩田望来,57,,9.5,524,-16,0,0,0,1,0.0,,,,,,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,1.56.6
7,,12,,,,,イロゴルシ,,牡,3,*,橋木太希,54,▲,234.1,514,+ 2,0,0,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0.0,,(未)
8,,13,,,,,マイカラー,,牡,3,*,田山旺佑,54,▲,20.3,468,+ 8,0,0,0,3,0.0,,,,,,0,0,0,3,0.0,0,0,0,2,0.0,,,,,,,,,,,0,0,0,2,0.0,,1.55.7
8,,14,,,,,ワザオギ,,牡,3,,西村淳也,57,,2.0,494,  0,0,0,1,0,0.0,0,0,1,0,0.0,0,0,1,0,0.0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,1.54.6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010604,2026.3.8,日,阪神,1阪6,4,,未勝利,ダート,1400,,2,良,曇,16,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1400m:1着,ダート1400m:2着,ダート1400m:3着,ダート1400m:外,ダート1400m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,コパノルーカス,,牡,3,*,和田陽希,54,▲,404.6,496,+ 2,0,0,0,6,0.0,0,0,0,3,0.0,0,0,0,5,0.0,0,0,0,1,0.0,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,5,0.0,,1.28.3
1,B,2,,,,,アニマレイ,,牡,3,*,浜中俊,57,,3.6,472,+ 4,0,4,2,2,50.0,,,,,,0,1,1,2,25.0,0,1,0,2,33.3,,,,,,,,,,,0,3,2,2,42.9,,1.26.1
2,,3,,,,,タイムレスラブ,,牝,3,*,森田誠也,52,▲,740.4,416,-14,0,0,0,4,0.0,,,,,,0,0,0,4,0.0,0,0,0,3,0.0,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,3,0.0,,1.27.2
2,,4,,,,,テイエムテンジン,,牡,3,*,国分恭介,57,,103.3,480,+ 8,0,0,0,3,0.0,,,,,,0,0,0,3,0.0,,,,,,0,0,0,1,0.0,,,,,,0,0,0,2,0.0,,(未)
3,,5,,,,,サンライズジョー,,牡,3,*,斎藤新,57,,55.4,482,- 2,0,0,0,1,0.0,,,,,,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,(未)
3,,6,,,,,リヴァイ,,牡,3,,北村友一,57,,6.0,502,- 4,0,0,0,2,0.0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0.0,,(未)
4,,7,,,,,ルーポ,,牡,3,*,武豊,57,,2.3,478,  0,0,1,0,0,100.0,,,,,,0,1,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,(未)
4,,8,,,,,マリノムーンリーフ,,牝,3,*,田口貫太,55,,89.1,490,  0,0,0,0,4,0.0,,,,,,0,0,0,3,0.0,,,,,,,,,,,,,,,,0,0,0,3,0.0,,(未)
5,,9,,,,,ソロンゴ,,牝,3,,長岡禎仁,55,,324.8,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
5,,10,,,,,ワイドシャッフエン,,牝,3,,幸英明,55,,73.4,440,- 2,0,0,0,4,0.0,0,0,0,2,0.0,0,0,0,4,0.0,0,0,0,3,0.0,,,,,,,,,,,0,0,0,3,0.0,,1.26.8
6,,11,,,,,エボニードール,,牝,3,*,小崎綾也,55,,138.2,436,+ 2,0,0,1,7,0.0,,,,,,0,0,0,3,0.0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,1,6,0.0,,1.26.3
6,,12,,,,,タイキフォルティス,,牡,3,,川端海翼,54,▲,510.4,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
7,,13,,,,,トモジャカトゥーラ,,牝,3,,国分優作,55,,267.9,468,+ 2,0,0,0,1,0.0,0,0,1,1,0.0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,(未)
7,,14,,,,,ハギノギフテッド,,牡,3,,岩田望来,57,,15.7,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(未)
8,,15,,,,,ドナカサミエント,,牝,3,,酒井学,55,,716.2,466,  0,0,0,0,2,0.0,0,0,0,2,0.0,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,1,0.0,,1.29.5
8,,16,,,,,モンスエ,,牡,3,,松山弘平,57,,4.1,508,- 2,0,0,0,3,0.0,0,0,0,2,0.0,0,0,0,3,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,2,0.0,,1.27.1
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010605,2026.3.8,日,阪神,1阪6,5,,1勝,ダート,1800,,4,良,曇,16,12:10,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,リーチグローリー,,牝,3,*,吉村誠之,55,,70.1,490,  0,1,1,0,2,50.0,,,,,,1,1,0,2,50.0,1,1,0,2,50.0,,,,,,,,,,,,,,,,,1.54.7
1,,2,,,,,シャフメラン,,牝,3,*,田山旺佑,52,▲,38.2,430,- 8,1,0,1,1,33.3,,,,,,1,0,1,1,33.3,1,0,1,1,33.3,0,0,1,0,0.0,0,0,1,0,0.0,,,,,,,1.53.9
2,,3,,,,,ルージュビバーチェ,,牝,3,,菱田裕二,55,,8.2,454,+ 2,1,0,0,2,33.3,1,0,0,1,50.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,,,,,,,,,,,1.53.5
2,,4,,,,,ジュワネング,,牝,3,*,西塚洸二,55,,14.7,480,+ 2,1,0,1,0,50.0,,,,,,1,0,1,0,50.0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,1.56.9
3,,5,,,,,マヴィ,,牝,3,*,鮫島克駿,55,,57.2,480,+ 4,1,0,0,1,50.0,,,,,,1,0,0,1,50.0,1,0,0,0,100.0,,,,,,,,,,,0,0,0,1,0.0,,1.56.4
3,B,6,,,,,アーネストアイズ,,牝,3,*,松山弘平,55,,11.1,452,- 2,1,0,1,2,25.0,,,,,,1,0,1,2,25.0,1,0,1,2,25.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,1.53.2
4,,7,,,,,デールエルバハリ,,牝,3,*,小沢大仁,55,,146.1,494,  0,1,0,0,3,25.0,,,,,,1,0,0,3,25.0,1,0,0,2,33.3,,,,,,,,,,,0,0,0,2,0.0,,1.53.8
4,,8,,,,,ペンダント,,牝,3,*,岩田望来,55,,15.6,460,- 4,1,2,0,1,75.0,,,,,,1,2,0,0,100.0,0,1,0,0,100.0,0,1,0,0,100.0,0,1,0,0,100.0,,,,,,,1.55.0
5,,9,,,,,キタノファーンヒル,,牝,3,,鷲頭虎太,53,△,92.9,468,- 3,0,0,0,2,0.0,1,0,0,1,50.0,0,0,0,2,0.0,,,,,,0,0,0,1,0.0,,,,,,,,,,,,(未)
5,,10,,,,,エスティヴァリス,,牝,3,*,斎藤新,55,,116.1,486,- 8,1,0,1,2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0.0,,(未)
6,,11,,,,,シュネルアンジュ,,牝,3,,武豊,55,,3.3,476,-12,1,0,0,1,50.0,1,0,0,1,50.0,1,0,0,1,50.0,1,0,0,1,50.0,,,,,,,,,,,0,0,0,1,0.0,,1.53.2
6,,12,,,,,メイショウコマチ,,牝,3,,太宰啓介,55,,3.4,468,- 6,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,1.54.9
7,,13,,,,,グラシアムヘール,,牝,3,*,西村淳也,55,,10.2,488,- 4,1,0,0,1,50.0,,,,,,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,,,,,,,,,,,1.55.9
7,B,14,,,,,ノーブルクラウド,,牝,3,*,吉田隼人,55,,159.3,456,-14,1,0,0,2,33.3,,,,,,1,0,0,2,33.3,1,0,0,1,50.0,,,,,,,,,,,,,,,,,1.56.1
8,,15,,,,,エイコーンドリーム,,牝,3,*,酒井学,55,,22.9,462,- 6,1,0,0,0,100.0,,,,,,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,1,0,0,0,100.0,,,,,,,1.55.5
8,,16,,,,,クイーンズドリーム,,牝,3,,小崎綾也,55,,11.1,508,- 4,1,0,0,2,33.3,1,0,0,1,50.0,1,0,0,2,33.3,1,0,0,2,33.3,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,1.54.8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010606,2026.3.8,日,阪神,1阪6,6,,1勝,ダート,2000,,4,良,晴,16,12:40,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート2000m:1着,ダート2000m:2着,ダート2000m:3着,ダート2000m:外,ダート2000m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,B,1,,,,,タイセイカイザー,,牡,4,*,田口貫太,58,,4.6,498,- 4,1,0,0,4,20.0,0,0,0,1,0.0,1,0,0,4,20.0,,,,,,,,,,,,,,,,0,0,0,4,0.0,,(未)
2,,2,,,,,ワールドキッス,,牡,4,*,浜中俊,58,,15.3,460,- 2,1,2,1,5,33.3,1,2,1,3,42.9,1,0,0,2,33.3,,,,,,0,0,0,2,0.0,,,,,,0,0,0,2,0.0,,(未)
3,B,3,,,,,オメガドライヴ,,セ,4,,岡田祥嗣,58,,220.2,480,+ 6,1,0,0,5,16.7,0,0,0,1,0.0,1,0,0,5,16.7,,,,,,0,0,0,3,0.0,,,,,,0,0,0,5,0.0,,(未)
4,,4,,,,,シドニーホバート,,牡,4,,斎藤新,58,,4.9,520,+ 8,1,2,3,9,20.0,0,0,1,2,0.0,1,0,3,5,11.1,,,,,,1,0,0,0,100.0,,,,,,0,0,2,5,0.0,,(未)
5,,5,,,,,ニヒトツーゼーア,,牡,4,*,松山弘平,58,,2.2,522,+ 4,1,3,2,9,26.7,,,,,,1,3,2,8,28.6,0,0,1,0,0.0,0,0,1,2,0.0,0,0,1,0,0.0,0,2,2,8,16.7,,2.05.9
6,,6,,,,,シーリュウシー,,牡,5,,国分恭介,58,,38.2,506,+ 2,1,3,2,18,16.7,0,0,0,3,0.0,1,3,2,17,17.4,,,,,,0,0,0,1,0.0,,,,,,0,2,1,17,10.0,,(未)
7,,7,,,,,メイショウピリカ,,牝,4,*,太宰啓介,56,,18.3,482,+ 4,1,0,0,11,8.3,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,8,0.0,,(未)
8,,8,,,,,テンエースワン,,牡,5,,岩田望来,58,,4.4,480,  0,1,1,3,10,13.3,1,0,1,2,25.0,1,1,2,9,15.4,,,,,,0,1,0,0,100.0,,,,,,0,1,2,9,8.3,,(未)
8,,9,,,,,ブルーストレイル,,牡,5,,城戸義政,58,,46.8,470,+ 6,0,0,0,11,0.0,0,0,0,6,0.0,0,0,0,11,0.0,,,,,,0,0,0,1,0.0,,,,,,0,0,0,7,0.0,,(未)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010607,2026.3.8,日,阪神,1阪6,7,,1勝,芝,2000,A,4,良,晴,16,13:10,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全芝:1着,全芝:2着,全芝:3着,全芝:外,全芝:連対率,芝2000m:1着,芝2000m:2着,芝2000m:3着,芝2000m:外,芝2000m:連対率,阪神・芝:1着,阪神・芝:2着,阪神・芝:3着,阪神・芝:外,阪神・芝:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,,1,,,,,エレガンシア,,牝,4,*,松山弘平,56,,5.6,444,- 2,1,1,0,8,20.0,0,0,0,1,0.0,1,1,0,8,20.0,1,1,0,4,33.3,1,0,0,1,50.0,1,0,0,1,50.0,0,1,0,5,16.7,,1.59.0
2,,2,,,,,イリスレーン,,牝,6,,河原田菜,52,★,48.3,490,+ 6,0,3,3,22,10.7,0,0,0,1,0.0,0,3,3,18,12.5,0,0,3,4,0.0,0,0,0,2,0.0,,,,,,0,3,3,19,12.0,,1.58.6
3,,3,,,,,ワイドモヒート,,牡,5,*,西村淳也,58,,27.7,518,+16,1,0,1,6,12.5,,,,,,1,0,1,6,12.5,1,0,1,4,16.7,0,0,0,1,0.0,0,0,0,1,0.0,1,0,0,3,25.0,,1.59.9
4,,4,,,,,ハルフロンティア,,牡,4,*,田山旺佑,55,▲,181.8,510,+ 6,0,0,2,9,0.0,,,,,,0,0,0,1,0.0,0,0,0,1,0.0,,,,,,,,,,,0,0,0,2,0.0,,2.02.7
5,,5,,,,,アスクコモンタレヴ,,牡,4,,武豊,58,,1.4,474,  0,1,5,1,9,37.5,0,1,0,0,100.0,1,5,1,5,50.0,0,3,0,1,75.0,1,1,0,1,66.7,0,1,0,0,100.0,0,2,0,2,50.0,,1.58.8
6,,6,,,,,ジェルブロア,,牝,4,*,岩田望来,56,,10.5,432,- 4,1,0,0,4,20.0,,,,,,1,0,0,4,20.0,0,0,0,1,0.0,0,0,0,2,0.0,,,,,,0,0,0,3,0.0,,1.58.6
7,B,7,,,,,ウインポセイドン,,牡,4,,松若風馬,58,,39.0,490,- 2,1,0,1,7,11.1,0,0,0,1,0.0,1,0,1,6,12.5,1,0,1,2,25.0,,,,,,,,,,,0,0,0,2,0.0,,1.59.8
8,,8,,,,,ビゾー,,牡,4,*,団野大成,58,,6.0,486,+16,1,0,0,1,50.0,,,,,,1,0,0,1,50.0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,2.04.6
8,B,9,,,,,マイネルビスマルク,,牡,4,,加藤祥太,58,,39.7,502,+ 2,0,2,1,8,18.2,0,1,0,1,50.0,0,2,1,8,18.2,0,2,1,5,25.0,0,0,0,1,0.0,0,0,0,1,0.0,0,1,0,1,50.0,,1.58.3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030809010608,2026.3.8,日,阪神,1阪6,8,,2勝,ダート,1800,,4,良,晴,16,13:40,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,替,騎手,斤量,減M, 単勝,馬体重,増減,中央平地全:1着,中央平地全:2着,中央平地全:3着,中央平地全:外,中央平地全:連対率,同騎手:1着,同騎手:2着,同騎手:3着,同騎手:外,同騎手:連対率,全ダート:1着,全ダート:2着,全ダート:3着,全ダート:外,全ダート:連対率,ダート1800m:1着,ダート1800m:2着,ダート1800m:3着,ダート1800m:外,ダート1800m:連対率,阪神・ダート:1着,阪神・ダート:2着,阪神・ダート:3着,阪神・ダート:外,阪神・ダート:連対率,同コース:1着,同コース:2着,同コース:3着,同コース:外,同コース:連対率,同クラス:1着,同クラス:2着,同クラス:3着,同クラス:外,同クラス:連対率,穴傾向,BESTﾀｲﾑ
1,B,1,,,,,ハッピーダンチャン,,牡,4,,西塚洸二,58,,22.8,466,+ 2,2,1,1,6,30.0,2,1,0,2,60.0,2,1,1,6,30.0,1,1,1,4,28.6,0,0,0,1,0.0,0,0,0,1,0.0,0,0,0,3,0.0,,1.51.9
