config,valid_n,valid_cap,valid_roi,valid_lo,valid_hi,valid_spr,test_n,test_cap,test_roi,test_lo,test_hi,test_spr
e1_pop1-3_FAVCTRL,3237,8.649984553599012,76.40454346876365,65.26650093428904,88.48558846710976,141.42724745134385,6499,9.293737498076627,76.55495535222137,68.26521844833103,84.69628611457377,139.57531927988921
e1_pop4-6_mid,3309,10.66787549108492,86.05867173706369,74.80007377936884,97.3495000992223,222.51435478996675,6659,10.301847124192822,80.88332101833815,73.27469452421539,89.13673644189942,223.5620964108725
e1_pop7-9_himo,3203,3.621604745551046,70.3931987247609,53.68873131864986,87.80542345847257,176.27224477052764,6399,3.688076261915924,68.19648747436926,57.63672531524631,79.35376533791087,175.29301453352087
e1_pop4-9_wide,3370,13.916913946587536,79.25974325466984,70.06201797867212,88.94659613451671,386.02373887240356,6765,13.628972653362897,75.43173460006129,69.45671868452848,82.11477978844736,385.86844050258685
e2_pop4-9,3359,9.020541827924976,71.0062839673913,60.617644171644436,83.18168599364839,701.1610598392379,6751,8.369130499185305,67.33314865325605,60.35896440192666,75.05420269089355,695.1266479040142
e2_pop7-12,3150,1.1111111111111112,76.63934426229508,45.56135746160071,111.46678921674547,197.52380952380952,6241,1.0895689793302357,85.31002745034716,62.18532894150339,111.48709953742166,198.46178497035731
e3_div_top8,3372,4.596678529062871,56.952476275207594,34.774827624555165,83.3509693801898,800.0,6769,4.3728763480573205,35.06463288521199,25.35079498448811,46.01168931895404,800.0
base_probfirst_top8_all,3437,30.171661332557463,74.03622345068374,67.75202756764621,80.20896675880127,800.0,6853,32.48212461695608,79.08069458631256,74.81758445206479,83.59553753830438,800.0
base_probfirst_top8_poponly,3372,30.189798339264534,74.20410735468565,68.18085520462634,80.78125926749703,800.0,6769,32.60452060865711,79.4474811641306,75.29693270793322,84.01865120401831,800.0
