レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080801010501,2026.8.8,土,札幌,1札5,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,牝,馬齢,３歳
1,,1,,,,,インテンスゲイズ,,牝,3,17,4,11,中山,T,2000,良,11,10,未勝利・牝,36.9,先行,18,12,6,中京,T,2000,良,11,8,未勝利*,35.3,中団,2,11,23,東京,T,1800,良,7,9,未勝利・牝*,34.4,中団,2,11,8,東京,T,1800,良,6,8,新馬,34.0,後方,初,,,,,,,,,,,,
1,,2,,,,,ポリメトリック,,牝,3,20,3,21,中京,T,2000,良,6,10,未勝利・牝,36.1,逃げ,8,1,25,小倉,T,1200,良,7,4,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,オズマップ,,牝,3,21,3,15,阪神,T,2000,良,11,2,未勝利・牝,35.9,中団,6,1,31,京都,T,2000,良,2,4,新馬,34.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ウィスカーパッド,,牝,3,5,7,5,小倉,T,2000,重,4,3,未勝利・牝,37.9,逃げ,4,6,7,阪神,T,1800,良,3,7,未勝利・牝,34.1,先行,11,3,22,中京,T,2000,良,8,1,未勝利,36.7,先行,3,3,1,小倉,T,2000,良,2,3,未勝利・牝,36.5,逃げ,8,1,4,京都,T,1800,良,4,2,新馬,34.6,差し,初
3,,5,,,,,ウインアベリア,,牝,3,2,7,25,札幌,T,1800,良,13,14,未勝利,36.6,後方,6,6,14,函館,T,2000,良,14,14,未勝利,37.4,後方,20,1,25,小倉,T,2000,良,15,12,未勝利,36.5,中団,9,11,24,福島,T,1800,良,5,9,新馬,35.2,逃げ,初,,,,,,,,,,,,
3,,6,,,,,インフィオラータ,,牝,3,2,7,25,札幌,T,1800,良,5,1,未勝利,35.5,中団,2,7,11,函館,T,1800,稍,3,4,未勝利,35.0,追込,2,6,27,函館,T,1800,稍,4,7,未勝利,35.1,差し,5,5,23,京都,T,1800,良,7,4,未勝利・牝,35.8,後方,12,2,28,小倉,D,1700,不,7,2,未勝利・牝,38.3,ﾏｸﾘ,連
4,,7,,,,,ジョブックボー,,牝,3,4,7,11,福島,T,1800,良,4,12,未勝利,34.7,差し,16,3,22,中山,T,1600,良,8,11,未勝利,35.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,,,,,プリュイドール,,牝,3,3,7,19,函館,T,2000,重,6,7,未勝利,37.4,先行,連,7,12,函館,T,2000,重,3,7,未勝利・牝,38.0,差し,5,6,7,阪神,T,2000,稍,13,6,未勝利,36.0,後方,2,5,24,京都,D,1800,良,8,5,未勝利・牝,40.3,中団,16,2,1,京都,D,1800,良,8,7,未勝利・牝,40.4,ﾏｸﾘ,2
5,,9,,,,,マリノリュミエール,,牝,3,連,8,1,札幌,T,1800,稍,6,10,未勝利,35.0,後方,2,7,19,函館,T,1200,重,9,4,未勝利,35.7,中団,8,5,23,新潟,T,1400,稍,7,10,未勝利,35.1,後方,3,5,2,新潟,T,1400,稍,3,14,未勝利,37.0,差し,19,12,20,中山,D,1800,良,13,14,未勝利・牝*,41.4,後方,7
5,,10,,,,,ダンツアラーム,,牝,3,2,7,25,札幌,D,1700,良,6,6,未勝利,39.1,中団,2,7,12,函館,T,2000,重,8,5,未勝利・牝,39.0,後方,2,6,27,函館,T,1800,稍,8,12,未勝利,35.0,後方,2,6,14,函館,D,1700,良,5,8,未勝利,38.4,後方,3,5,23,京都,T,1800,良,9,8,未勝利・牝,37.0,先行,連
6,,11,,,,,ゴコウコイコイ,,牝,3,2,7,26,札幌,T,2000,良,2,4,未勝利,35.0,先行,3,7,5,函館,T,2000,良,8,6,未勝利,35.3,中団,2,6,20,函館,T,2000,良,3,11,未勝利,34.7,先行,4,5,23,新潟,T,2400,稍,8,9,未勝利,35.7,後方,4,4,25,福島,T,2000,良,7,2,未勝利・牝,35.8,中団,2
6,B,12,,,,,ウインカトリーヌ,,牝,3,3,7,19,函館,T,2000,重,2,2,未勝利,37.1,逃げ,2,7,5,函館,T,2000,良,4,10,未勝利,35.7,先行,2,6,21,函館,D,1700,良,6,6,未勝利,41.2,先行,12,3,29,阪神,D,1800,良,8,3,未勝利・牝,39.1,中団,2,3,12,船橋,D,1600,良,2,1,ベスト,----,逃げ,16
7,,13,,,,,ラングロワブリッジ,,牝,3,6,6,27,福島,T,1800,良,12,7,未勝利・牝,35.7,後方,15,3,15,中山,D,1200,良,13,8,未勝利・牝,37.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,グレイスルーラー,,牝,3,3,7,19,福島,T,2000,良,11,8,未勝利・牝,36.5,後方,3,6,27,福島,T,1800,良,3,8,未勝利・牝,34.8,差し,10,4,18,中山,T,1600,良,13,5,未勝利,35.5,後方,2,4,5,中山,T,2000,重,7,10,未勝利,37.9,先行,10,1,25,中山,T,2000,良,6,17,新馬,34.6,先行,初
8,,15,,,,,カリドーラ,,牝,3,3,7,18,函館,T,1800,良,4,8,未勝利,35.7,追込,9,5,16,新潟,D,1800,良,14,8,未勝利,43.8,中団,3,4,26,東京,T,1800,良,11,6,未勝利,35.6,逃げ,7,3,8,中山,D,1800,稍,13,5,未勝利・牝,42.5,後方,2,2,22,東京,T,1800,良,4,10,未勝利,34.5,先行,10
8,,16,,,,,スウィーティーベル,,牝,3,11,5,23,京都,T,2200,良,6,4,未勝利,36.2,中団,4,4,25,京都,T,2200,良,4,6,未勝利,35.1,差し,3,4,5,阪神,T,2400,稍,5,10,未勝利,36.1,中団,2,3,21,中京,T,2000,良,9,9,未勝利・牝,35.2,中団,13,12,21,阪神,T,1800,稍,8,12,未勝利・牝*,34.2,後方,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080801010507,2026.8.8,土,札幌,1札5,7,,1勝,ダート,1000,,2,良(暫定),晴(暫定),12,13:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シェーンルスカ,,牝,4,連,8,1,札幌,D,1000,稍,9,9,１勝ｸﾗｽ・牝,35.4,後方,2,7,18,函館,D,1700,良,13,14,１勝ｸﾗｽ,41.4,後方,14,4,12,福島,T,2000,良,15,15,１勝ｸﾗｽ・若,37.4,中団,17,12,13,中京,D,1200,良,14,14,１勝ｸﾗｽ・牝,37.3,後方,8,10,16,名古,D, 920,重,1,2,Ｃ１３,----,先行,3
2,,2,,,,,ワイドデコラシオン,,牡,4,3,7,19,函館,D,1000,不,2,2,１勝ｸﾗｽ,34.6,差し,連,7,11,函館,D,1000,重,2,2,１勝ｸﾗｽ,35.0,先行,9,5,10,新潟,D,1200,良,6,6,１勝ｸﾗｽ・若,38.1,逃げ,4,4,11,阪神,D,1400,重,9,9,１勝ｸﾗｽ,37.5,逃げ,31,9,10,笠松,D,1400,良,1,1,細久手,----,逃げ,10
3,,3,,,,,グランセレスト,,牡,3,連,8,2,札幌,D,1700,良,10,7,１勝ｸﾗｽ,40.3,逃げ,2,7,18,函館,D,1700,良,4,3,１勝ｸﾗｽ,38.9,逃げ,12,4,26,東京,T,1600,良,7,6,１勝ｸﾗｽ*,35.1,先行,2,4,11,中山,T,2000,良,5,4,山藤賞･1勝*,36.8,逃げ,14,1,4,中山,T,1600,良,4,6,ジュニア(L),35.2,逃げ,5
4,B,4,,,,,ロードヴァルカン,,牡,4,2,7,26,札幌,D,1000,良,3,3,１勝ｸﾗｽ,35.6,先行,14,4,18,阪神,D,1200,良,8,1,１勝ｸﾗｽ,37.8,先行,4,3,21,阪神,D,1200,良,4,1,１勝ｸﾗｽ,36.7,先行,8,1,25,京都,D,1200,良,2,1,１勝ｸﾗｽ,36.4,逃げ,3,1,4,京都,D,1200,良,2,1,１勝ｸﾗｽ,35.9,先行,8
5,B,5,,,,,ヨドノゴールド,,牡,8,3,7,19,小倉,D,1000,良,6,11,１勝ｸﾗｽ,36.1,中団,3,6,28,小倉,D,1000,稍,5,6,１勝ｸﾗｽ,35.8,先行,7,5,10,新潟,D,1200,良,9,5,１勝ｸﾗｽ・若,38.2,先行,2,4,26,福島,D,1150,良,11,1,１勝ｸﾗｽ,38.3,中団,13,1,25,小倉,D,1000,良,3,5,１勝ｸﾗｽ,36.1,差し,25
5,,6,,,,,ランドスター,,牡,3,2,7,26,札幌,D,1000,良,2,5,１勝ｸﾗｽ,34.8,先行,3,7,5,福島,D,1150,良,13,3,１勝ｸﾗｽ,38.3,中団,22,1,31,東京,T,1400,良,13,12,クロッカ(L),34.2,後方,6,12,20,中京,T,1200,稍,8,5,クリスマ,35.3,先行,5,11,16,福島,T,1200,良,4,2,福島２歳,35.2,差し,8
6,,7,,,,,テーオーナタリー,,牝,3,連,8,1,札幌,D,1000,稍,2,2,１勝ｸﾗｽ・牝,35.0,先行,3,7,11,函館,D,1000,重,6,5,１勝ｸﾗｽ,35.7,先行,2,6,27,函館,D,1000,重,8,3,１勝ｸﾗｽ,35.8,先行,2,6,14,函館,D,1000,良,9,1,１勝ｸﾗｽ・牝,36.5,先行,3,5,23,京都,D,1400,稍,4,12,１勝ｸﾗｽ*,38.3,先行,5
6,,8,,,,,カップッチョ,,牡,9,5,7,5,函館,D,1000,良,7,8,１勝ｸﾗｽ,35.9,後方,2,6,20,函館,D,1000,良,10,12,１勝ｸﾗｽ,36.3,後方,18,2,15,小倉,D,1000,稍,12,14,１勝ｸﾗｽ,35.6,後方,3,1,25,小倉,D,1000,良,6,13,１勝ｸﾗｽ,35.6,後方,5,12,21,中京,D,1200,稍,9,14,１勝ｸﾗｽ,36.8,後方,2
7,,9,,,,,ステラノヴァ,,牡,4,8,6,13,函館,D,1000,稍,6,7,１勝ｸﾗｽ,36.0,先行,12,3,21,中京,D,1400,良,16,11,１勝ｸﾗｽ,39.0,中団,9,1,21,姫路,D,1400,良,1,1,ロウバ,----,逃げ,3,12,31,園田,D,1400,良,2,2,シンビ,----,逃げ,3,12,4,園田,D,1400,良,2,1,Ｂ２二,----,逃げ,4
7,,10,,,,,グレイトソン,,牡,3,3,7,19,函館,D,1000,不,3,3,１勝ｸﾗｽ,35.1,先行,2,7,5,函館,D,1000,良,1,1,未勝利,36.5,逃げ,2,6,21,函館,D,1000,良,3,1,未勝利,37.4,先行,7,5,2,京都,D,1200,重,2,1,未勝利,35.8,逃げ,2,4,18,阪神,D,1200,良,2,3,未勝利,36.5,逃げ,2
8,B,11,,,,,セイルロケット,,牡,4,6,6,27,函館,D,1000,重,10,10,１勝ｸﾗｽ,35.3,後方,連,6,20,函館,D,1000,良,8,7,１勝ｸﾗｽ,36.6,中団,15,3,7,阪神,D,1200,稍,16,12,１勝ｸﾗｽ,39.0,先行,6,1,25,小倉,D,1000,良,11,4,１勝ｸﾗｽ,37.8,中団,15,10,14,門別,D,1000,稍,1,1,グラン,----,先行,連
8,,12,,,,,ランプローグ,,牝,3,2,7,25,札幌,T,1200,良,11,10,１勝ｸﾗｽ,34.9,中団,連,7,18,函館,T,1200,良,7,3,１勝ｸﾗｽ・牝,35.9,先行,18,3,14,中山,T,1600,良,8,13,アネモネ(L),35.3,後方,4,2,14,東京,T,1400,良,6,9,１勝ｸﾗｽ*,33.7,後方,13,11,16,福島,T,1200,良,5,8,福島２歳,35.4,中団,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080801010508,2026.8.8,土,札幌,1札5,8,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,13:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レッドアイスピア,,牡,3,3,7,18,函館,T,1200,良,2,7,未勝利,34.8,差し,11,5,2,京都,T,1400,稍,10,13,未勝利,34.8,中団,7,3,15,阪神,D,1200,良,13,6,未勝利,38.7,中団,3,2,22,小倉,T,1200,良,11,10,未勝利,35.6,中団,14,11,15,福島,T,1200,良,8,7,未勝利*,35.5,先行,4
1,,2,,,,,セイカユウヒ,,牡,3,3,7,19,函館,T,1200,重,4,12,未勝利,35.7,差し,4,6,20,函館,D,1700,良,11,12,未勝利,39.0,後方,3,5,31,東京,D,1400,良,7,13,未勝利,38.1,中団,3,5,12,川崎,D,1500,良,3,7,エメラ,----,先行,3,4,19,中山,D,1200,良,7,7,未勝利,37.7,中団,3
2,B,3,,,,,クリオロゴールド,,牡,3,4,7,11,函館,T,1200,稍,4,2,未勝利,35.9,先行,3,6,20,函館,T,1200,良,5,2,未勝利,34.9,中団,9,4,18,中山,D,1200,良,6,1,未勝利,37.5,先行,2,4,4,中山,D,1200,稍,2,2,未勝利,37.5,先行,11,1,18,中山,D,1200,良,3,2,未勝利,39.4,差し,3
2,,4,,,,,ソワンドヴィクター,,牝,3,3,7,19,函館,T,1200,重,5,6,未勝利,34.9,後方,8,5,24,新潟,T,1200,稍,3,5,未勝利,35.1,追込,4,4,26,福島,T,1200,良,4,12,未勝利・牝,34.1,差し,2,4,11,福島,T,1200,良,5,12,未勝利,34.5,中団,17,12,13,中山,D,1200,良,13,13,未勝利・牝*,41.7,後方,2
3,,5,,,,,クリコイーコ,,牝,3,2,7,25,札幌,D,1000,良,5,5,未勝利,36.2,中団,2,7,12,函館,D,1000,不,7,8,未勝利,35.4,中団,6,5,31,京都,D,1200,良,7,9,未勝利,36.8,中団,5,4,25,京都,D,1400,稍,9,8,未勝利,39.6,先行,4,3,28,阪神,D,1200,稍,6,16,未勝利・牝,36.8,後方,初
3,,6,,,,,リネアベルタ,,牝,3,3,7,19,函館,T,1200,重,2,5,未勝利,35.9,先行,3,6,27,函館,T,1200,重,5,5,未勝利,35.2,先行,9,4,26,京都,T,1200,良,6,8,未勝利,33.9,中団,9,2,21,阪神,D,1200,良,9,3,未勝利・牝,39.4,逃げ,3,1,31,小倉,T,1200,良,6,2,未勝利・若,34.9,先行,7
4,,7,,,,,ダノンベルビュー,,牝,3,9,6,6,阪神,D,1400,良,7,3,未勝利・牝,39.3,先行,9,4,4,阪神,T,1400,良,9,4,未勝利,35.5,中団,3,3,14,阪神,T,1400,良,5,3,未勝利,34.6,中団,11,12,27,阪神,T,1600,良,5,2,未勝利*,35.5,先行,3,12,7,阪神,T,1400,良,5,4,未勝利*,34.7,中団,10
4,,8,,,,,マメーアップル,,牝,3,3,7,19,函館,T,1200,重,3,1,未勝利,36.1,先行,2,7,5,函館,T,1200,良,2,6,未勝利・牝,34.9,先行,3,6,14,函館,T,1200,良,2,7,未勝利,34.5,先行,10,4,4,中山,D,1200,稍,7,8,未勝利・牝,39.2,先行,4,3,8,中山,D,1200,稍,5,4,未勝利,39.1,逃げ,9
5,,9,,,,,スッサンエア,,牝,3,3,7,18,函館,T,1200,良,3,3,未勝利,35.1,先行,2,7,4,函館,T,1200,良,4,3,未勝利,34.5,差し,6,5,23,京都,T,1200,良,3,13,未勝利,34.3,差し,10,3,15,中京,T,1400,良,8,5,未勝利,35.4,中団,2,2,28,小倉,T,1200,稍,4,2,未勝利,36.1,先行,4
5,,10,,,,,ジューンレトリバー,,牡,3,15,4,25,東京,T,1400,良,12,10,未勝利,35.3,先行,3,4,4,阪神,D,1400,稍,15,6,未勝利,40.2,先行,25,10,12,京都,D,1800,良,7,4,新馬,39.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ウインドオルフェ,,牝,3,10,5,31,京都,T,1600,良,14,15,未勝利,35.2,後方,9,3,28,中京,T,1600,良,10,11,未勝利,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,アンジュラフィーユ,,牝,3,2,7,26,札幌,T,1200,良,5,2,未勝利,34.9,先行,11,5,9,京都,T,1400,良,6,6,未勝利,34.0,先行,2,4,26,京都,T,1200,良,8,2,未勝利,34.4,先行,4,3,29,中京,T,1200,良,3,4,未勝利,34.6,先行,11,1,12,京都,D,1400,良,6,5,未勝利・牝,39.2,先行,5
7,B,13,,,,,サトノフレイ,,牡,3,4,7,12,函館,T,1200,重,2,2,未勝利,35.4,差し,4,6,14,函館,D,1700,良,6,2,未勝利,40.2,先行,4,5,17,京都,D,1400,良,3,2,未勝利,37.9,先行,2,5,2,京都,T,1400,稍,5,1,未勝利,34.2,先行,10,2,21,阪神,T,1600,良,6,2,未勝利,35.3,先行,3
7,,14,,,,,モノノケ,,牝,3,2,7,26,札幌,T,1200,良,2,12,未勝利,34.0,差し,4,6,28,函館,D,1700,稍,11,14,未勝利,39.1,中団,2,6,13,函館,D,1000,稍,8,10,未勝利,35.3,後方,9,4,12,阪神,D,1200,稍,9,10,未勝利,37.2,後方,2,3,28,阪神,D,1200,稍,8,12,未勝利・牝,36.6,後方,18
8,B,15,,,,,メイショウテンジン,,牡,3,2,7,26,札幌,T,1200,良,3,5,未勝利,34.9,逃げ,4,6,27,小倉,D,1000,不,11,4,未勝利,36.7,中団,11,4,11,福島,D,1150,良,3,2,未勝利,37.6,先行,3,3,22,阪神,D,1200,良,4,1,未勝利,37.0,先行,3,2,28,阪神,D,1200,良,4,6,未勝利,37.8,先行,12
8,,16,,,,,ミレニアルピンク,,牝,3,4,7,12,函館,T,1200,重,3,7,未勝利,35.9,差し,3,6,21,函館,T,1200,良,6,10,未勝利・牝,35.3,中団,21,1,24,京都,T,1400,良,14,7,未勝利,36.2,中団,4,12,28,阪神,T,1600,良,6,11,新馬,35.0,先行,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080801010509,2026.8.8,土,札幌,1札5,9,,1勝,ダート,1700,,4,良(暫定),晴(暫定),14,14:20,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,リュミナーズ,,牝,4,2,7,25,札幌,D,1700,良,7,10,１勝ｸﾗｽ,38.0,後方,9,5,23,新潟,D,1800,稍,8,10,１勝ｸﾗｽ・牝,38.9,中団,3,5,2,新潟,D,1800,重,6,3,１勝ｸﾗｽ,40.8,後方,16,1,12,中山,D,1800,良,4,4,１勝ｸﾗｽ・牝,38.7,ﾏｸﾘ,4,12,14,中京,D,1800,稍,3,3,１勝ｸﾗｽ・若,38.3,差し,11
2,B,2,,,,,ヴェールミューズ,,牝,3,2,7,26,札幌,D,1700,良,4,5,１勝ｸﾗｽ・牝,37.7,差し,14,4,18,阪神,D,1800,良,13,10,１勝ｸﾗｽ・牝*,41.7,中団,5,3,14,中京,D,1800,良,1,1,未勝利・牝,38.5,先行,2,3,1,阪神,D,1800,良,2,6,未勝利・牝,39.8,先行,初,,,,,,,,,,,,
3,B,3,,,,,ブーケドグレイス,,牝,5,3,7,19,函館,D,1700,不,8,11,１勝ｸﾗｽ・牝,37.4,後方,8,5,23,新潟,D,1800,稍,7,13,１勝ｸﾗｽ・牝,38.2,後方,2,5,9,新潟,D,1800,稍,3,6,１勝ｸﾗｽ・牝,39.6,追込,4,4,12,福島,D,1700,良,5,8,１勝ｸﾗｽ・牝,38.0,中団,7,2,21,小倉,D,1700,良,12,13,１勝ｸﾗｽ,39.0,中団,連
3,,4,,,,,ビーチイン,,牝,3,3,7,19,函館,D,1700,不,2,3,１勝ｸﾗｽ・牝,35.9,ﾏｸﾘ,3,6,28,函館,D,1700,稍,2,3,１勝ｸﾗｽ・牝,36.8,差し,2,6,13,函館,D,1700,稍,1,4,未勝利・牝,38.1,先行,9,4,11,中山,D,1800,重,2,2,未勝利・牝,39.2,ﾏｸﾘ,6,2,28,小倉,D,1700,不,4,8,未勝利・牝,38.2,先行,3
4,B,5,,,,,デルマサクラサク,,牝,4,4,7,12,函館,D,1700,不,2,2,１勝ｸﾗｽ・牝,36.8,ﾏｸﾘ,7,5,23,京都,D,1800,稍,8,2,１勝ｸﾗｽ,36.6,後方,3,5,2,京都,D,1800,稍,3,4,１勝ｸﾗｽ・牝,36.0,差し,3,4,11,阪神,D,1800,重,3,4,１勝ｸﾗｽ・牝,36.6,差し,9,2,10,京都,D,1800,良,2,6,１勝ｸﾗｽ・牝,36.8,ﾏｸﾘ,連
4,,6,,,,,ミリオンアップ,,牝,3,3,7,19,函館,D,1700,不,4,8,１勝ｸﾗｽ・牝,37.4,差し,4,6,20,函館,D,1700,良,1,8,未勝利,38.6,先行,連,6,13,函館,D,1700,稍,7,6,未勝利・牝,38.8,中団,4,5,17,京都,D,1800,良,4,6,未勝利・牝,38.6,先行,2,5,3,京都,D,1800,稍,4,10,未勝利・牝,38.9,先行,3
5,B,7,,,,,オテンバプリンセス,,牝,3,11,5,24,東京,D,1400,稍,1,1,未勝利・牝,38.2,先行,4,4,26,東京,D,1400,稍,3,2,未勝利・牝,37.0,差し,9,2,21,東京,D,1400,良,16,2,未勝利・牝,39.6,中団,34,6,28,福島,D,1150,良,止,2,新馬,----,,初,,,,,,,,,,,,
5,,8,,,,,マインセーラ,,牝,3,2,7,26,札幌,D,1700,良,6,8,１勝ｸﾗｽ・牝,37.9,後方,2,7,12,函館,T,1200,重,8,8,１勝ｸﾗｽ,35.6,後方,連,7,5,函館,D,1000,良,8,7,１勝ｸﾗｽ,35.6,後方,3,6,13,函館,D,1000,稍,9,12,１勝ｸﾗｽ,34.8,後方,5,5,9,高知,D,1400,稍,2,2,３歳－,----,先行,2
6,,9,,,,,ライフイズ,,牝,3,7,6,21,函館,D,1700,良,3,11,１勝ｸﾗｽ,37.3,先行,連,6,14,函館,D,1700,良,8,7,１勝ｸﾗｽ,39.6,逃げ,10,4,5,中山,D,1800,重,15,16,１勝ｸﾗｽ*,40.6,先行,5,3,4,川崎,D,1400,不,1,2,アクア,----,逃げ,13,11,30,東京,D,1600,良,6,11,未勝利*,38.8,中団,3
6,,10,,,,,ランスノーブル,,牝,6,5,7,5,福島,D,1700,良,5,5,１勝ｸﾗｽ・牝,39.1,後方,12,4,11,中山,D,1800,稍,4,3,１勝ｸﾗｽ,38.4,先行,2,3,28,中山,D,1800,重,3,3,１勝ｸﾗｽ・牝,38.3,先行,11,1,12,中山,D,1800,良,3,2,１勝ｸﾗｽ・牝,38.7,差し,3,12,21,中山,D,1800,重,3,6,１勝ｸﾗｽ,37.1,差し,2
7,,11,,,,,ジーティーアリア,,牝,3,3,7,19,函館,D,1700,不,7,4,１勝ｸﾗｽ・牝,38.3,逃げ,15,4,5,阪神,D,1400,重,1,8,未勝利・牝,37.0,先行,13,1,5,京都,T,1600,良,8,5,未勝利,35.7,中団,2,12,21,阪神,T,1800,重,7,7,新馬,34.3,先行,初,,,,,,,,,,,,
7,,12,,,,,スリーケイ,,牝,3,2,7,26,札幌,D,1700,良,1,6,未勝利・牝,37.7,先行,2,7,12,函館,D,1700,不,6,8,未勝利,39.0,逃げ,5,6,7,阪神,D,1800,良,6,7,未勝利,38.8,中団,7,4,19,阪神,D,1800,良,10,8,未勝利,38.9,後方,初,,,,,,,,,,,,
8,B,13,,,,,グルーヴィーオン,,牝,4,8,6,13,東京,D,1400,稍,9,8,１勝ｸﾗｽ,37.1,先行,3,5,23,東京,D,1400,稍,4,4,１勝ｸﾗｽ,35.8,先行,3,5,2,東京,D,1400,重,3,10,１勝ｸﾗｽ,36.1,先行,8,3,8,中山,D,1200,稍,14,5,１勝ｸﾗｽ,38.8,後方,3,2,15,東京,D,1400,良,4,10,１勝ｸﾗｽ,36.9,先行,12
8,,14,,,,,カルミアクラウン,,牝,4,2,7,26,札幌,D,1700,良,3,2,１勝ｸﾗｽ・牝,37.4,先行,9,5,23,新潟,D,1800,稍,3,3,１勝ｸﾗｽ・牝,38.9,先行,4,4,26,福島,D,1700,良,4,5,１勝ｸﾗｽ・牝,37.9,差し,8,3,1,小倉,D,1700,稍,8,1,１勝ｸﾗｽ・牝,39.3,中団,4,2,1,小倉,D,1700,良,2,5,１勝ｸﾗｽ・牝,37.6,差し,14
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080801010510,2026.8.8,土,札幌,1札5,10,藻岩山特別,2勝,芝,2000,A,4,良(暫定),晴(暫定),16,14:50,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,スカイサーベイ,,牡,5,27,1,31,京都,T,2400,良,2,2,許波多Ｈ･2勝,34.2,先行,13,11,2,京都,T,2200,良,1,6,１勝ｸﾗｽ,34.1,差し,13,8,3,中京,T,2200,良,4,3,１勝ｸﾗｽ,34.6,先行,9,5,31,京都,T,1600,良,8,4,１勝ｸﾗｽ,34.8,中団,13,3,1,阪神,D,1800,良,11,2,１勝ｸﾗｽ,40.0,中団,3
