レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010301,2026.6.20,土,函館,1函3,1,,未勝利,芝,1200,A,2,良(暫定),曇(暫定),16,09:50,,馬齢,３歳
2,B,4,,,,,マジカルフェアリー,,牝,4,7,5,3,京都,T,1200,良,14,6,御池特別･2勝,34.2,先行,3,4,11,福島,T,1200,良,6,6,花見山特･2勝,34.2,後方,34,8,16,札幌,T,1200,良,4,1,知床特別･2勝,33.9,先行,4,7,19,函館,T,1200,良,1,4,１勝ｸﾗｽ,34.7,先行,2,7,5,函館,D,1700,重,9,3,１勝ｸﾗｽ・牝,39.0,逃げ,12
3,,5,,,,,スイミーユニバンス,,牝,6,12,3,28,中京,T,1400,良,16,9,フィリピ･2勝,33.9,後方,4,2,28,阪神,T,1400,良,6,9,２勝ｸﾗｽ,34.0,中団,8,1,4,京都,T,1400,良,7,9,２勝ｸﾗｽ,33.2,中団,4,12,7,阪神,T,1400,良,5,17,２勝ｸﾗｽ,34.9,中団,13,9,6,札幌,T,1200,良,12,5,札幌スポ･2勝,34.5,後方,3
3,B,6,,,,,レザンノワール,,牡,5,15,3,8,中山,T,1200,良,4,7,２勝ｸﾗｽ,34.8,先行,7,1,17,中山,T,1200,良,7,7,２勝ｸﾗｽ,33.9,先行,6,12,7,阪神,T,1400,良,8,12,２勝ｸﾗｽ,35.2,中団,4,11,9,東京,T,1400,良,6,11,２勝ｸﾗｽ,33.0,後方,6,9,27,中山,T,1200,良,8,12,勝浦特別･2勝,33.6,中団,43
4,,7,,,,,ニシノラヴァンダ,,牝,4,18,2,15,小倉,T,1200,稍,14,13,大濠特Ｈ･2勝,35.9,中団,7,12,27,中山,T,1200,良,6,9,ベストウ･2勝,35.0,先行,17,8,31,札幌,T,1200,稍,16,7,ＨＢＣＨ･2勝,37.4,先行,33,1,12,中山,T,1600,良,16,11,フェアリG3,39.4,逃げ,26,7,13,函館,T,1200,良,2,8,函館２歳G3,35.4,逃げ,4
4,B,8,,,,,フードマン,,牡,4,連,6,14,函館,T,1200,良,2,4,函館日刊･2勝,34.4,先行,11,3,28,阪神,T,1400,良,4,3,仲春特Ｈ･2勝,34.8,差し,2,3,14,阪神,T,1200,良,4,1,讃岐特別･2勝,33.7,差し,6,2,1,小倉,T,1200,良,11,2,周防灘特･2勝,33.8,後方,3,1,10,京都,T,1200,良,5,1,鹿ケ谷Ｈ･2勝,34.2,中団,9
5,B,9,,,,,スムースベルベット,,牝,6,7,5,3,東京,D,1300,稍,8,11,２勝ｸﾗｽ,37.2,先行,2,4,18,中山,T,1200,良,7,5,袖ケ浦特･2勝,33.7,中団,6,3,8,中山,T,1200,良,8,8,２勝ｸﾗｽ,34.9,先行,3,2,15,小倉,T,1200,稍,7,5,大濠特Ｈ･2勝,34.7,中団,4,1,17,中山,T,1200,良,3,10,２勝ｸﾗｽ,33.5,差し,3
5,,10,,,,,アンジュプロミス,,牝,3,3,5,30,京都,T,1200,良,12,7,葵ＳG3,34.5,先行,14,2,21,小倉,T,1200,良,1,2,あざみ賞･1勝,34.8,逃げ,4,1,24,小倉,T,1200,良,3,6,萌黄賞･1勝*,34.7,先行,11,11,9,福島,T,1200,良,1,2,未勝利*,35.3,先行,2,10,26,新潟,T,1400,良,3,3,未勝利*,36.7,逃げ,4
6,,11,,,,,ビーコング,,牡,5,3,5,30,東京,D,1400,良,8,12,富嶽賞･2勝,36.8,中団,8,4,4,中山,D,1200,重,15,6,２勝ｸﾗｽ,37.8,中団,10,1,25,中山,D,1200,良,3,7,２勝ｸﾗｽ,37.5,先行,3,1,5,中山,D,1200,稍,1,2,１勝ｸﾗｽ,36.9,先行,7,11,16,福島,D,1150,良,12,1,１勝ｸﾗｽ・若,38.5,先行,3
6,,12,,,,,モンサンゴールデン,,牡,3,4,5,24,京都,T,1200,良,1,6,１勝ｸﾗｽ*,33.4,差し,5,4,19,阪神,D,1200,良,3,3,１勝ｸﾗｽ*,36.3,差し,3,3,29,阪神,D,1200,良,4,2,１勝ｸﾗｽ*,36.8,先行,3,3,7,阪神,D,1200,稍,4,5,１勝ｸﾗｽ*,37.1,差し,8,1,11,中山,D,1200,良,8,3,１勝ｸﾗｽ*,39.2,先行,4
7,,13,,,,,ブルーサンセット,,牝,4,18,2,15,小倉,T,1200,稍,17,10,大濠特Ｈ･2勝,36.5,中団,8,12,20,阪神,T,1200,良,10,2,２勝ｸﾗｽ,35.3,先行,11,10,5,京都,T,1200,稍,6,7,２勝ｸﾗｽ,34.6,中団,7,8,17,中京,T,1200,良,1,3,１勝ｸﾗｽ,34.3,先行,6,7,5,小倉,T,1200,良,3,4,１勝ｸﾗｽ,34.8,先行,6
7,,14,,,,,トウカイエルデ,,牡,5,14,3,14,阪神,T,1200,良,6,2,讃岐特別･2勝,33.6,中団,4,2,15,小倉,T,1200,稍,2,8,大濠特Ｈ･2勝,34.7,先行,10,12,6,中山,T,1200,良,外,--,２勝ｸﾗｽ,----,,9,10,5,京都,T,1200,稍,12,5,２勝ｸﾗｽ,34.2,後方,4,9,6,札幌,T,1200,良,4,7,札幌スポ･2勝,35.2,先行,7
8,,15,,,,,モズアンタレス,,牝,6,7,5,3,京都,T,1200,良,10,9,御池特別･2勝,32.8,後方,2,4,18,阪神,T,1400,良,4,7,丹波特別･2勝,33.5,追込,19,12,7,阪神,T,1400,良,14,8,２勝ｸﾗｽ,35.3,中団,3,11,16,京都,T,1400,良,6,13,２勝ｸﾗｽ,34.0,中団,2,11,2,京都,T,1400,良,5,11,２勝ｸﾗｽ,33.4,先行,22
8,,16,,,,,ラパンチュール,,牝,4,32,11,9,東京,T,1400,良,4,1,２勝ｸﾗｽ,33.2,差し,18,7,6,函館,T,1200,稍,4,1,立待岬特･2勝,33.7,追込,3,6,14,函館,T,1200,良,1,1,１勝ｸﾗｽ,33.7,差し,12,3,22,中京,T,1400,良,5,11,ファルコG3,34.1,後方,6,2,8,東京,T,1400,良,5,5,春菜賞･1勝*,33.3,後方,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010312,2026.6.20,土,函館,1函3,12,,1勝,ダート,1700,,4,良(暫定),曇(暫定),14,16:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,コムルヴァン,,牝,5,連,6,13,函館,D,1000,稍,11,11,１勝ｸﾗｽ,34.9,後方,19,2,4,川崎,D,1600,良,10,11,フェブ,----,後方,11,11,16,福島,D,1700,良,13,11,１勝ｸﾗｽ・牝,39.7,後方,16,7,26,札幌,D,1700,良,12,11,１勝ｸﾗｽ,40.2,後方,2,7,12,函館,D,1700,良,8,9,１勝ｸﾗｽ・牝,39.5,逃げ,3
2,,2,,,,,ブレイジングスター,,牡,4,9,4,19,福島,D,1700,良,13,7,１勝ｸﾗｽ,38.2,後方,7,3,1,小倉,D,1700,稍,4,7,１勝ｸﾗｽ,37.9,差し,3,2,7,小倉,D,1700,良,9,8,１勝ｸﾗｽ,37.8,後方,2,1,24,小倉,D,1700,良,12,5,１勝ｸﾗｽ,39.8,中団,11,11,9,福島,D,1700,良,7,3,１勝ｸﾗｽ・若,38.8,ﾏｸﾘ,10
3,B,3,,,,,マーベリックシチー,,牡,5,9,4,19,福島,D,1700,良,5,3,１勝ｸﾗｽ,37.7,中団,8,2,22,小倉,D,1700,良,3,5,１勝ｸﾗｽ,39.3,先行,3,1,31,小倉,D,1700,良,3,14,１勝ｸﾗｽ,37.6,差し,10,11,22,福島,D,1700,良,8,11,１勝ｸﾗｽ,39.6,中団,11,9,7,札幌,D,1700,稍,11,4,１勝ｸﾗｽ,41.6,中団,連
4,,4,,,,,ディナン,,牡,4,10,4,15,園田,D,1400,稍,1,1,Ｃ２一,----,逃げ,連,4,2,園田,D,1400,重,1,1,田路７,----,逃げ,3,3,17,園田,D,1400,良,1,1,Ｃ３三,----,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,リュウカルネ,,牡,3,4,5,23,東京,D,1600,重,14,2,１勝ｸﾗｽ*,38.3,中団,38,8,30,札幌,D,1700,重,1,1,新馬,37.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ノリノドラゴン,,牡,3,6,5,10,新潟,D,1800,良,1,2,未勝利,38.3,先行,3,4,19,阪神,D,1800,良,6,5,未勝利,38.3,中団,3,3,29,中京,D,1900,良,5,3,未勝利,37.8,中団,2,3,15,中京,D,1800,良,4,4,未勝利,38.0,ﾏｸﾘ,2,3,1,小倉,D,1700,稍,7,6,未勝利,38.5,後方,3
6,,7,,,,,ゴールドブレイズ,,牡,3,10,4,12,中山,D,1800,良,3,6,１勝ｸﾗｽ*,38.8,先行,6,3,1,中山,D,1800,稍,7,3,１勝ｸﾗｽ*,39.3,逃げ,10,12,20,中山,D,1800,良,1,3,新馬,39.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,B,8,,,,,カージオイド,,牡,4,12,3,29,中山,D,1800,稍,9,6,１勝ｸﾗｽ,40.1,中団,3,3,7,中山,D,1800,重,7,6,１勝ｸﾗｽ,40.4,逃げ,3,2,14,東京,D,2100,良,7,8,１勝ｸﾗｽ,38.2,逃げ,2,1,31,東京,D,2100,良,15,1,１勝ｸﾗｽ,40.1,先行,4,1,4,中山,D,1800,稍,5,2,１勝ｸﾗｽ,39.6,中団,9
7,B,9,,,,,ブライトビギニング,,牡,4,4,5,23,東京,D,1400,稍,5,6,１勝ｸﾗｽ,35.8,先行,3,5,2,東京,D,1400,重,5,3,１勝ｸﾗｽ,36.3,逃げ,8,3,10,船橋,D,1500,稍,1,1,サラ系,----,逃げ,4,2,11,船橋,D,1500,稍,1,1,サラ系,----,逃げ,3,1,20,船橋,D,1500,良,1,1,サラ系,----,先行,6
8,,10,,,,,エンダードラゴン,,牡,4,10,4,11,阪神,D,1400,重,5,4,１勝ｸﾗｽ,36.1,中団,4,3,14,阪神,D,1400,良,4,2,１勝ｸﾗｽ,36.3,差し,13,12,13,中京,D,1400,良,4,1,１勝ｸﾗｽ,36.6,追込,3,11,23,京都,D,1400,良,5,1,１勝ｸﾗｽ,37.2,中団,24,6,8,東京,T,1600,良,13,2,１勝ｸﾗｽ,33.8,後方,2
8,,11,,,,,ラッキーヤース,,牡,5,3,5,30,東京,D,1600,良,6,8,１勝ｸﾗｽ,36.7,後方,5,4,25,福島,D,1700,良,10,7,１勝ｸﾗｽ,38.9,中団,2,4,12,福島,D,1700,良,4,7,１勝ｸﾗｽ,37.5,差し,10,2,1,東京,D,1400,良,7,9,１勝ｸﾗｽ,37.2,後方,11,11,15,東京,D,1400,良,7,8,１勝ｸﾗｽ,36.1,中団,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062005030501,2026.6.20,土,東京,3東5,1,,未勝利,ダート,1600,,2,稍(暫定),晴(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リコラピッド,,牝,3,12,3,29,中山,T,1800,良,12,8,未勝利,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,アンチェーン,,牝,3,8,4,25,東京,D,1600,稍,10,2,未勝利・牝,41.1,中団,4,3,29,中山,D,1200,稍,2,5,未勝利,36.9,差し,8,1,31,東京,D,1400,良,11,6,未勝利・牝,37.5,後方,4,1,4,中山,D,1200,稍,3,2,新馬,39.4,差し,初,,,,,,,,,,,,
2,,3,,,,,ホウオウロレンシア,,牝,3,連,6,13,東京,D,1600,重,2,1,未勝利・牝,36.9,先行,3,5,23,東京,D,1600,重,3,7,未勝利・牝,37.3,差し,3,5,2,東京,D,1400,重,5,10,未勝利・牝,37.9,中団,2,4,18,中山,T,1600,良,16,9,未勝利,36.9,中団,4,3,21,中京,T,2000,良,14,13,未勝利・牝,36.6,先行,16
2,,4,,,,,オウケンサクラコ,,牝,3,連,6,13,東京,D,1600,重,4,11,未勝利・牝,36.8,追込,4,5,17,東京,D,1600,良,7,8,１勝ｸﾗｽ・牝*,37.4,後方,3,4,25,福島,T,2000,良,12,15,未勝利・牝,36.0,後方,9,2,21,東京,T,2400,良,12,14,未勝利,35.5,後方,2,2,7,東京,T,1800,良,12,15,新馬,35.0,後方,初
3,,5,,,,,フェスティヴハート,,牝,3,3,5,31,東京,D,1600,良,3,14,未勝利,37.8,逃げ,2,5,16,東京,D,1400,良,14,11,未勝利・牝,38.6,中団,11,3,4,川崎,D,1400,不,5,1,アクア,----,先行,5,1,25,中山,D,1200,良,6,6,未勝利,39.1,先行,7,12,7,中山,D,1200,良,3,7,未勝利*,38.2,差し,3
3,B,6,,,,,ベッラモレーン,,牝,3,4,5,24,東京,D,1400,稍,10,6,未勝利・牝,37.5,後方,6,4,12,福島,D,1700,良,6,6,未勝利・牝,39.8,先行,13,1,10,中山,T,1600,良,11,10,未勝利,35.1,中団,4,12,14,中山,T,1600,稍,5,7,新馬,36.4,中団,初,,,,,,,,,,,,
4,,7,,,,,ホワイトオパール,,牝,3,7,5,2,東京,D,1400,重,9,16,未勝利・牝,37.9,後方,3,4,12,福島,T,1800,良,16,14,未勝利,36.0,後方,16,12,20,中山,T,1800,良,13,11,新馬・牝,35.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,サマースプラッシュ,,牝,3,3,5,31,東京,D,1600,良,5,14,未勝利・牝,38.6,中団,6,4,19,中山,T,1600,良,10,10,１勝ｸﾗｽ*,37.5,後方,5,3,15,中山,D,1200,良,15,13,未勝利・牝,38.3,後方,12,12,21,中山,D,1200,重,12,11,新馬,38.2,後方,初,,,,,,,,,,,,
5,,9,,,,,ノーブルブロウ,,牝,3,28,12,7,中山,T,1200,良,13,11,新馬,35.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ユニバーサルラヴ,,牝,3,3,5,31,東京,D,1400,良,8,10,未勝利,38.0,中団,9,3,29,中山,D,1200,稍,8,4,未勝利,38.9,中団,13,12,27,中山,D,1200,稍,4,4,新馬,38.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,カキュウ,,牝,3,4,5,24,東京,T,1800,良,10,13,未勝利,34.7,後方,3,5,2,東京,T,2000,良,8,10,未勝利,36.2,中団,4,4,5,中山,T,2000,重,12,15,未勝利,38.1,後方,5,2,28,中山,T,2000,良,16,15,未勝利,35.6,後方,5,1,25,中山,T,2000,良,16,18,新馬,36.1,後方,初
6,,12,,,,,アーティラリー,,牝,3,3,5,31,東京,D,1600,良,13,3,未勝利・牝,38.8,中団,4,5,2,新潟,D,1800,不,4,6,未勝利・牝,41.3,先行,3,4,12,福島,D,1700,良,3,3,未勝利・牝,38.6,差し,4,3,15,中山,D,1800,良,5,7,未勝利・牝,39.9,中団,12,12,20,中山,D,1800,良,7,8,未勝利・牝*,41.2,先行,4
7,,13,,,,,フジサン,,牝,3,6,5,10,東京,T,1600,良,12,9,未勝利,34.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ダノンプレサージュ,,牝,3,9,4,19,福島,D,1700,良,2,1,未勝利・牝,38.3,先行,4,3,21,中京,T,1400,良,2,1,未勝利,34.3,差し,14,12,13,中山,T,1600,良,4,1,未勝利*,35.1,先行,4,11,15,東京,T,1600,良,3,1,新馬・牝,33.8,先行,初,,,,,,,,,,,,
8,B,15,,,,,マッドヘッドラブ,,牝,3,4,5,23,新潟,D,1800,稍,13,9,未勝利・牝,43.0,中団,15,2,10,東京,D,1600,稍,11,6,新馬,41.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ゴールドビリーヴ,,牝,3,4,5,23,東京,D,1600,重,6,5,未勝利・牝,37.2,後方,2,5,10,東京,D,1600,良,4,1,未勝利・牝,37.8,差し,5,4,5,中山,D,1800,不,4,8,未勝利・牝,38.7,差し,3,3,14,中山,D,1800,良,8,12,未勝利・牝,39.5,中団,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062005030502,2026.6.20,土,東京,3東5,2,,未勝利,ダート,1400,,2,稍(暫定),晴(暫定),16,10:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サクラドール,,牡,3,3,5,30,東京,D,1400,良,2,1,未勝利,36.8,先行,3,5,10,東京,D,1400,良,3,3,未勝利,37.9,先行,3,4,18,中山,D,1800,良,7,6,未勝利,38.8,逃げ,3,3,28,中山,D,1800,重,4,3,未勝利,39.0,逃げ,15,12,13,中山,D,1800,良,7,6,新馬,41.0,中団,初
1,,2,,,,,ヴェントベローチェ,,牡,3,2,6,6,東京,D,1400,稍,4,9,未勝利,36.5,追込,4,5,10,東京,D,1400,良,8,7,未勝利,37.5,後方,14,1,31,東京,D,1600,良,11,10,未勝利,37.7,後方,7,12,13,中山,T,1600,良,12,8,未勝利*,35.0,後方,5,11,8,東京,D,1300,良,5,12,新馬,35.8,後方,初
2,,3,,,,,パッサージュワイズ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,リオダプラタ,,牡,3,7,5,2,新潟,D,1200,不,12,14,未勝利・若,38.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,スウィートラキ,,牝,3,4,5,24,東京,D,1400,稍,9,16,未勝利・牝,38.8,中団,7,4,4,中山,D,1200,稍,11,14,未勝利,38.4,後方,16,12,13,中山,D,1200,良,11,10,未勝利・牝*,40.3,中団,9,10,11,東京,D,1600,稍,11,15,新馬,40.2,中団,初,,,,,,,,,,,,
3,,6,,,,,エッジランナー,,牡,3,6,5,10,新潟,D,1800,良,11,15,未勝利,40.2,中団,3,4,19,福島,D,1700,良,8,14,未勝利,39.7,中団,13,1,17,中山,D,1800,良,13,13,新馬,41.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ブルーミーティア,,牡,3,3,5,30,東京,D,1400,良,4,2,未勝利,36.3,差し,4,5,3,東京,D,1400,稍,3,3,未勝利,36.6,追込,3,4,12,福島,D,1700,良,6,3,未勝利,39.4,中団,9,2,8,小倉,D,1700,良,15,1,未勝利,44.0,逃げ,8,12,14,中京,D,1400,稍,7,10,未勝利*,38.7,中団,2
4,,8,,,,,セキテイロックス,,牡,3,4,5,24,東京,D,1300,稍,5,4,未勝利,37.2,後方,2,5,10,東京,D,1400,良,2,6,未勝利,36.3,追込,9,3,8,中山,D,1200,稍,8,13,未勝利,37.8,後方,12,12,14,中山,D,1200,稍,10,9,新馬,37.3,後方,初,,,,,,,,,,,,
5,,9,,,,,ソーマッチ,,牝,3,4,5,24,東京,D,1300,稍,9,14,未勝利,37.4,後方,7,4,4,中山,D,1200,稍,12,16,未勝利,38.6,後方,9,2,4,川崎,D,1400,良,7,11,ガーネ,----,後方,16,10,13,東京,D,1600,良,12,11,未勝利・牝*,41.3,後方,4,9,13,中山,T,1600,稍,12,8,新馬・牝,34.7,後方,初
5,,10,,,,,ショウナンタヅナ,,牡,3,3,5,31,東京,D,1400,良,3,12,未勝利,36.7,追込,11,3,15,中山,D,1200,良,13,8,未勝利,37.0,後方,4,2,15,小倉,T,1200,稍,13,13,未勝利,35.6,後方,5,1,11,中山,D,1200,良,10,4,未勝利,37.3,後方,4,12,13,中山,T,1600,良,9,12,未勝利*,35.8,先行,3
6,,11,,,,,キイチムーブメント,,セ,3,9,4,21,浦和,D,1400,良,3,4,ツイン,----,差し,2,4,5,中山,D,1200,不,5,6,未勝利,36.4,後方,3,3,14,中山,D,1200,良,6,14,未勝利,37.4,後方,8,1,17,中山,D,1800,良,14,15,新馬,42.2,後方,初,,,,,,,,,,,,
6,,12,,,,,ブレイブシュガー,,牡,3,3,5,31,東京,D,1600,良,9,9,未勝利,37.8,中団,3,5,9,東京,D,1300,良,5,9,未勝利,37.7,後方,4,4,12,中山,D,1200,稍,5,9,未勝利,37.4,後方,10,1,31,東京,D,1600,良,12,13,未勝利,37.7,後方,5,12,28,中山,D,1800,良,9,11,新馬,42.7,後方,初
7,,13,,,,,ステラゲイル,,牡,3,6,5,7,船橋,D,1600,良,8,9,ナイス,----,中団,6,3,28,中京,D,1400,稍,9,14,未勝利,38.7,後方,9,1,25,中山,D,1200,良,8,10,未勝利,39.2,中団,6,12,14,中山,D,1200,稍,8,10,新馬,39.0,先行,初,,,,,,,,,,,,
7,,14,,,,,レイズレガシー,,牡,3,2,6,6,東京,D,1400,稍,2,3,未勝利,36.8,差し,3,5,16,東京,D,1300,良,3,4,未勝利,36.0,差し,2,5,3,東京,D,1400,稍,7,4,未勝利,37.6,中団,7,3,14,中山,D,1800,良,6,6,未勝利,40.7,先行,3,2,21,東京,D,1600,良,5,2,新馬,38.0,中団,初
8,B,15,,,,,ガヤーズベース,,牡,3,5,5,16,東京,D,1300,良,9,14,未勝利,35.7,後方,3,4,26,東京,D,1300,稍,13,9,未勝利,37.9,後方,8,3,1,中山,T,1600,良,16,7,未勝利,36.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,トゥントゥントゥン,,牡,3,7,5,2,新潟,D,1200,不,14,6,未勝利・若,42.2,先行,9,2,28,中山,D,1800,重,6,5,未勝利,41.3,先行,3,2,7,東京,T,1600,良,12,12,未勝利,34.6,後方,16,10,19,東京,T,1800,良,10,12,新馬,33.9,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062005030503,2026.6.20,土,東京,3東5,3,,未勝利,芝,1800,D,2,良(暫定),晴(暫定),16,11:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルミナスレイナ,,牝,3,7,5,3,東京,T,1800,良,8,13,未勝利,34.4,後方,3,4,11,中山,T,1600,良,12,14,未勝利,35.1,後方,8,2,15,東京,D,1600,良,14,11,新馬,39.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ブレイブキトゥン,,牝,3,9,4,19,中山,T,1600,良,9,8,１勝ｸﾗｽ*,34.9,後方,連,4,12,福島,T,1200,良,9,11,未勝利,35.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,セキテイリノ,,牡,3,27,12,14,中山,T,2000,稍,6,1,未勝利*,38.1,先行,3,11,24,東京,T,2000,良,2,2,未勝利*,35.1,逃げ,7,10,5,東京,T,1800,良,2,4,未勝利*,34.7,逃げ,9,8,2,新潟,T,1800,良,3,10,新馬,33.9,逃げ,初,,,,,,,,,,,,
2,,4,,,,,ジュンヴィヴァン,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,シルフィー,,牡,3,12,3,28,中山,T,1600,稍,4,4,未勝利,34.8,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,カドドゥディエ,,牝,3,9,4,18,福島,T,2000,良,6,3,未勝利・牝,35.6,中団,2,4,5,中山,T,2000,重,3,8,未勝利,36.1,差し,10,1,25,中山,T,1600,良,5,4,未勝利,36.0,中団,2,1,10,中山,T,1600,良,4,13,未勝利,33.9,追込,12,10,18,東京,T,1600,良,9,16,新馬,33.9,後方,初
4,,7,,,,,ジュナベーラ,,牝,3,4,5,24,東京,T,1800,良,2,2,未勝利,33.6,差し,2,5,10,新潟,T,1800,良,2,2,未勝利・牝,33.9,差し,13,2,7,東京,T,1600,良,11,2,未勝利,34.7,中団,7,12,21,中山,T,1800,重,7,1,未勝利・牝*,35.5,ﾏｸﾘ,9,10,18,東京,T,1600,良,4,2,新馬,33.9,差し,初
4,,8,,,,,コスモヘリアンサス,,牡,3,37,10,5,東京,T,2000,良,7,14,新馬,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ペプチドドリーム,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,クレアノア,,牝,3,4,5,24,東京,T,1600,良,4,1,未勝利・牝,33.8,差し,11,3,7,中山,T,2000,稍,2,3,未勝利・牝,36.0,差し,4,2,7,東京,T,1600,良,4,10,未勝利,33.5,追込,11,11,24,東京,T,1600,良,4,5,新馬・牝,33.8,追込,初,,,,,,,,,,,,
