レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011001,2026.7.12,日,函館,1函A,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,３歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020610,2026.7.12,日,福島,2福6,10,天の川Ｓ,3勝,ダート,1700,,4,良(暫定),小雨(暫定),15,15:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダカラフェスティヴ,,牝,4,7,5,24,東京,D,2100,稍,11,9,丹沢ＳＨ･3勝,35.5,後方,3,5,2,東京,D,2100,稍,12,4,是政Ｓ･3勝,37.0,後方,6,3,21,中山,D,1800,良,2,8,韓国馬事･3勝,36.9,追込,10,1,12,中山,D,2400,良,1,8,成田特別･2勝,38.6,差し,4,12,14,中山,D,2500,稍,1,6,１勝ｸﾗｽ,39.4,ﾏｸﾘ,6
2,,2,,,,,ジェイエルマスター,,牡,4,7,5,24,東京,D,2100,稍,9,4,丹沢ＳＨ･3勝,36.1,中団,16,1,31,東京,D,1600,良,7,4,白嶺ＳＨ･3勝,35.5,後方,5,12,28,中山,D,1800,良,1,2,ハッピー･2勝,38.2,ﾏｸﾘ,4,11,29,東京,D,2100,良,3,1,２勝ｸﾗｽ,36.6,追込,4,11,2,東京,D,1600,重,1,1,１勝ｸﾗｽ,35.8,差し,4
3,,3,,,,,リフレックス,,牡,3,2,6,27,福島,D,1700,稍,1,3,いわき特･2勝,36.8,先行,8,5,3,東京,D,1400,稍,1,3,１勝ｸﾗｽ*,36.4,先行,10,2,21,東京,D,1400,良,3,4,１勝ｸﾗｽ*,37.3,差し,2,2,7,東京,D,1400,良,4,8,１勝ｸﾗｽ*,37.5,逃げ,13,11,9,東京,D,1400,稍,10,11,オキザリ･1勝,39.0,先行,3
4,,4,,,,,ハッスルダンク,,セ,6,18,3,7,中山,D,1800,重,11,11,上総Ｓ･3勝,39.2,後方,7,1,17,中山,D,1800,良,4,11,アレキＨ･3勝,37.2,差し,22,8,16,札幌,D,1700,良,5,12,報知杯Ｈ･3勝,36.8,後方,17,4,19,中山,D,1800,良,9,11,下総Ｓ･3勝,38.3,後方,6,3,8,中山,D,1800,稍,6,7,上総ＳＨ･3勝,39.0,先行,7
5,B,5,,,,,ゲキザル,,牡,7,連,7,4,福島,D,1150,稍,8,8,ＴＵＦ杯･3勝,36.0,後方,9,5,3,京都,D,1400,稍,9,12,東大路Ｈ･3勝,36.7,後方,9,2,28,中山,D,1200,稍,14,8,春風ＳＨ･3勝,36.6,後方,7,1,12,中山,D,1200,良,8,3,初春ＳＨ･3勝,36.2,後方,4,12,13,中山,D,1200,良,2,7,アクアＨ･3勝,36.1,差し,2
6,B,6,,,,,サトミノエンジェル,,牡,4,12,4,18,中山,D,1800,良,8,6,下総Ｓ･3勝,37.8,中団,8,2,21,阪神,D,1800,良,1,2,２勝ｸﾗｽ,37.7,差し,6,1,11,中山,D,1800,良,1,1,１勝ｸﾗｽ,38.4,差し,3,12,21,中山,D,1800,重,2,1,１勝ｸﾗｽ,37.6,先行,16,8,31,札幌,D,1700,稍,1,1,未勝利,37.4,逃げ,6
6,,7,,,,,ティンティンデオ,,牡,5,3,6,21,阪神,D,1800,重,16,14,姫路Ｓ･3勝,40.6,後方,64,3,29,中京,D,1800,稍,1,1,矢作川特･2勝,37.7,追込,3,3,9,阪神,D,1800,良,8,7,２勝ｸﾗｽ,38.3,先行,9,1,6,中京,D,1800,良,1,6,１勝ｸﾗｽ,37.1,差し,17,9,7,中京,D,1800,良,3,3,１勝ｸﾗｽ,37.4,先行,4
7,,8,,,,,オンザライン,,セ,8,9,5,10,東京,D,1600,良,13,12,立夏ＳＨ･3勝,38.3,先行,3,4,18,中山,D,1800,良,3,13,下総Ｓ･3勝,37.3,差し,9,2,15,京都,D,1800,良,6,9,北山Ｓ･3勝,36.2,後方,5,1,12,京都,D,1800,良,13,10,雅ＳＨ･3勝,37.1,中団,7,11,24,福島,D,1700,良,11,3,奥羽Ｓ･3勝,37.5,後方,3
7,,9,,,,,チギリ,,牝,4,4,6,14,函館,D,1700,良,1,7,津軽海Ｈ･2勝,37.3,先行,4,5,16,東京,D,1600,良,1,2,１勝ｸﾗｽ・牝,36.0,差し,3,4,25,福島,D,1700,良,4,6,１勝ｸﾗｽ,37.8,差し,2,4,12,福島,D,1700,良,3,2,１勝ｸﾗｽ,37.8,差し,9,2,7,東京,D,1600,良,4,8,１勝ｸﾗｽ・牝,37.3,差し,8
8,,10,,,,,スマートケープ,,牝,6,6,5,30,京都,D,1800,良,16,12,桃山ＳＨ･3勝,38.1,中団,41,8,16,札幌,D,1700,良,11,1,報知杯Ｈ･3勝,40.2,逃げ,2,8,2,札幌,D,1700,良,1,3,大倉山特･2勝,36.6,先行,4,7,5,福島,D,1700,良,2,3,横手特別･2勝,36.6,先行,11,4,20,阪神,D,1800,良,5,12,２勝ｸﾗｽ・牝,40.4,先行,11
8,B,11,,,,,ドバイブルース,,牡,5,2,6,28,福島,D,1700,良,3,2,鶴ヶ城Ｓ･3勝,37.8,先行,10,4,18,中山,D,1800,良,4,7,下総Ｓ･3勝,37.4,先行,6,3,7,中山,D,1800,重,3,3,上総Ｓ･3勝,38.0,差し,11,12,21,中山,D,1800,重,8,2,北総Ｓ･3勝,37.1,中団,4,11,24,福島,D,1700,良,7,1,奥羽Ｓ･3勝,37.9,中団,17
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020611,2026.7.12,日,福島,2福6,11,七夕賞,Ｇ３,芝,2000,B,4,良(暫定),小雨(暫定),16,15:45,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ボーンディスウェイ,,牡,7,6,5,31,東京,T,2500,良,11,13,目黒記念ＨG2,33.7,後方,7,4,11,阪神,T,2600,良,6,6,大阪―ハＨ,34.0,中団,7,2,21,東京,T,3400,良,9,10,ダイヤモＨG3,35.2,中団,15,11,9,東京,T,2500,良,8,12,アルゼンＨG2,34.1,中団,4,10,13,東京,T,2000,良,3,4,オクトＨ(L),33.4,追込,8
1,,2,,,,,コントラポスト,,セ,6,4,6,13,東京,T,1800,良,5,8,ジューン,34.2,先行,25,12,21,中山,T,1800,重,5,1,ディセン(L),35.2,中団,15,9,6,中山,T,1600,良,3,2,オータムＨG3,33.6,差し,8,7,13,函館,T,1800,良,2,1,巴賞,34.3,先行,9,5,10,東京,T,1800,稍,5,8,エプソムG3,34.9,中団,5
2,,3,,,,,ショウナンマグマ,,セ,7,7,5,24,京都,T,1800,良,12,12,都大路Ｈ(L),36.2,先行,11,3,8,阪神,T,1800,良,12,12,大阪城Ｓ(L),37.0,先行,連,3,1,中山,T,1800,良,13,8,中山記念G2,34.0,後方,10,12,21,中山,T,1800,重,4,7,ディセン(L),35.3,先行,2,12,6,阪神,T,1800,良,12,11,鳴尾記念G3,36.1,逃げ,6
2,,4,,,,,カラマティアノス,,牡,4,9,5,9,東京,T,1800,良,6,3,エプソムG3,33.7,先行,10,3,1,中山,T,1800,良,2,4,中山記念G2,34.0,差し,8,1,4,中山,T,2000,良,1,7,中山金杯ＨG3,34.4,先行,9,11,1,東京,D,1600,重,12,11,ペルセウＨ,37.8,中団,8,9,6,中山,T,1600,良,10,6,オータムＨG3,33.3,後方,14
3,,5,,,,,オーロラエックス,,牝,5,7,5,24,京都,T,1800,良,6,5,都大路Ｈ(L),34.8,中団,16,1,31,東京,T,2000,良,9,8,白富士Ｓ(L),34.0,後方,11,11,16,京都,T,2200,良,16,8,エリザベG1,35.9,後方,3,10,25,京都,T,1800,良,1,2,カシオペ(L),33.7,追込,7,9,6,阪神,T,1800,良,1,3,西宮Ｓ･3勝,33.6,差し,4
3,B,6,,,,,マイネルモーント,,牡,6,9,5,9,東京,T,1800,良,12,14,エプソムG3,33.2,後方,4,4,12,福島,T,2000,良,4,4,福島民報(L),34.9,差し,6,3,1,中山,T,1800,良,4,9,中山記念G2,33.9,差し,4,1,31,東京,T,2000,良,8,10,白富士Ｓ(L),35.2,先行,4,1,4,中山,T,2000,良,8,11,中山金杯ＨG3,34.7,先行,3
4,,7,,,,,メリオーレム,,牡,5,4,6,13,東京,T,1800,良,10,9,ジューン,33.9,後方,3,5,24,京都,T,1800,良,4,6,都大路Ｈ(L),34.2,追込,23,12,13,中京,T,2000,良,5,10,中日新聞ＨG3,33.2,後方,9,10,13,東京,T,2000,良,10,6,オクトＨ(L),34.9,先行,12,7,20,小倉,T,2000,良,9,1,小倉記念ＨG3,36.1,後方,7
4,,8,,,,,クリスマスパレード,,牝,5,15,3,28,中山,T,2500,良,15,9,日経賞G2,40.0,逃げ,9,1,24,小倉,T,2000,良,16,9,小倉牝馬ＨG3,35.1,後方,9,11,22,福島,T,2000,良,6,3,福島記念ＨG3,34.3,先行,16,8,3,札幌,T,1800,良,9,5,クイーンG3,35.1,後方,11,5,18,東京,T,1600,良,9,8,ヴィクトG1,34.0,中団,10
5,,9,,,,,オニャンコポン,,セ,7,2,6,28,函館,T,2000,良,12,15,函館記念ＨG3,35.0,後方,7,5,9,東京,T,1800,良,15,16,エプソムG3,33.8,中団,6,3,29,阪神,T,1600,良,11,7,六甲Ｓ(L),34.9,中団,4,3,1,中山,T,1800,良,11,10,中山記念G2,34.9,先行,7,1,12,中山,T,1600,良,8,8,ニューイ(L),34.0,中団,4
5,,10,,,,,センツブラッド,,牡,4,9,5,9,東京,T,1800,良,10,13,エプソムG3,34.2,先行,11,2,22,小倉,T,1800,良,14,2,小倉大賞ＨG3,36.1,中団,11,12,6,阪神,T,1800,良,2,7,鳴尾記念G3,34.1,先行,6,10,25,京都,T,1800,良,7,3,カシオペ(L),34.4,先行,17,6,29,福島,T,1800,良,2,2,ラジオNIＨG3,35.2,先行,4
6,,11,,,,,アスクナイスショー,,牡,5,15,3,28,中山,T,2500,良,10,6,日経賞G2,37.5,先行,11,1,10,中山,T,2200,良,1,3,迎春Ｓ･3勝,34.6,逃げ,11,10,25,新潟,T,2000,良,12,4,魚沼Ｓ･3勝,34.4,先行,6,9,14,中山,T,2000,良,2,1,レインＨ･3勝,34.4,先行,11,6,28,福島,T,2000,良,2,3,バーデン･3勝,36.1,先行,11
6,B,12,,,,,リカンカブール,,セ,7,20,2,22,小倉,T,1800,良,6,9,小倉大賞ＨG3,35.3,先行,7,1,4,中山,T,2000,良,6,12,中山金杯ＨG3,34.9,先行,6,11,22,福島,T,2000,良,7,11,福島記念ＨG3,34.3,中団,9,9,21,中山,T,2200,良,6,10,オールカG2,34.5,後方,9,7,20,小倉,T,2000,良,11,12,小倉記念ＨG3,36.8,中団,23
7,,13,,,,,バトルボーン,,牡,7,9,5,10,東京,T,2400,良,3,2,メトロポ(L),34.3,逃げ,13,2,8,小倉,T,2000,良,3,2,小倉日経,35.3,先行,55,1,19,中京,T,2200,良,8,11,日経新春ＨG2,37.1,先行,37,5,4,東京,T,2400,良,1,1,メトロポ(L),34.1,逃げ,14,1,27,東京,T,2000,良,2,2,白富士Ｓ(L),33.9,先行,29
7,,14,,,,,オールナット,,牡,5,25,1,18,京都,T,2400,良,13,7,日経新春ＨG2,34.9,中団,6,12,6,阪神,T,1800,良,10,4,鳴尾記念G3,34.6,中団,12,9,13,阪神,T,2000,良,1,2,チャレンＨG3,34.5,差し,17,5,17,新潟,T,2000,稍,6,4,新潟大賞ＨG3,34.9,先行,10,3,9,阪神,T,1800,良,3,2,大阪城Ｓ(L),33.5,差し,4
8,,15,,,,,ヤマニンブークリエ,,牡,4,8,5,16,新潟,T,2000,良,5,6,新潟大賞ＨG3,34.3,先行,13,2,14,ｻｳｼﾞ,T,2100,良,5,--,ネオＴG1,----,不明,4,1,18,京都,T,2400,良,7,5,日経新春ＨG2,34.6,先行,12,10,26,京都,T,3000,稍,16,7,菊花賞G1,37.3,中団,6,9,15,中山,T,2200,良,2,8,セントラG2,34.4,差し,12
8,,16,,,,,サヴォーナ,,牡,6,13,4,12,福島,T,2000,良,1,5,福島民報(L),35.1,先行,75,11,3,東京,T,2500,良,8,2,アルゼンＨG2,36.3,中団,6,9,22,中山,T,2200,良,4,3,オールカG2,34.6,先行,10,7,14,函館,T,2000,良,4,1,函館記念ＨG3,35.2,差し,11,4,28,京都,T,3200,良,6,10,天皇賞春G1,35.8,先行,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020612,2026.7.12,日,福島,2福6,12,彦星賞,2勝,ダート,1150,,2,良(暫定),小雨(暫定),16,16:30,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ピコテンダー,,牝,4,7,5,24,新潟,D,1200,稍,3,1,火打山特･2勝,36.4,差し,2,5,9,新潟,D,1200,稍,1,1,１勝ｸﾗｽ,38.7,先行,18,1,5,中山,D,1200,稍,8,1,１勝ｸﾗｽ,36.8,中団,2,12,20,中山,D,1200,良,2,1,１勝ｸﾗｽ,36.8,差し,2,12,6,中山,D,1200,良,2,1,１勝ｸﾗｽ,37.1,先行,7
1,,2,,,,,ローマンレイク,,牝,5,9,5,9,京都,D,1400,良,1,12,１勝ｸﾗｽ・牝,37.3,先行,6,3,28,阪神,D,1400,良,6,10,１勝ｸﾗｽ・牝,37.9,中団,8,2,1,小倉,D,1700,良,13,14,１勝ｸﾗｽ・牝,39.0,中団,11,11,16,福島,D,1700,良,11,10,１勝ｸﾗｽ・牝,41.0,先行,19,7,5,函館,D,1700,重,7,9,１勝ｸﾗｽ・牝,37.5,中団,2
2,B,3,,,,,ショウナンラリー,,牡,4,8,5,16,京都,D,1200,良,15,10,２勝ｸﾗｽ,37.4,先行,6,4,4,中山,D,1200,重,11,9,２勝ｸﾗｽ,37.6,逃げ,2,3,21,中山,D,1200,良,1,6,１勝ｸﾗｽ,36.9,逃げ,2,3,8,中山,D,1200,稍,9,4,１勝ｸﾗｽ,38.5,中団,17,11,8,東京,D,1300,良,16,3,１勝ｸﾗｽ,39.7,先行,10
2,B,4,,,,,ペプチドクレマチス,,牝,4,10,5,2,京都,D,1200,稍,12,9,京極特別･2勝,37.1,逃げ,11,2,15,小倉,T,1200,稍,18,11,大濠特Ｈ･2勝,36.5,中団,6,1,5,京都,D,1200,良,14,9,２勝ｸﾗｽ,40.0,中団,14,9,27,阪神,D,1200,良,15,3,２勝ｸﾗｽ,38.2,中団,15,6,14,阪神,T,1200,重,1,3,１勝ｸﾗｽ,35.4,逃げ,7
3,,5,,,,,ラヴァグロウ,,牝,6,8,5,16,京都,D,1200,良,14,15,２勝ｸﾗｽ,35.4,後方,6,4,4,中山,D,1200,重,13,16,２勝ｸﾗｽ,36.5,後方,3,3,14,中山,D,1200,良,15,11,２勝ｸﾗｽ,36.6,後方,7,1,25,中山,D,1200,良,13,9,２勝ｸﾗｽ,37.5,後方,3,1,4,中山,D,1200,稍,1,3,１勝ｸﾗｽ・牝,36.6,追込,4
3,,6,,,,,サヨノジャンボリー,,牡,4,12,4,19,中山,D,1200,良,1,4,１勝ｸﾗｽ,36.7,先行,3,3,29,中山,D,1200,稍,6,7,１勝ｸﾗｽ,37.2,中団,3,3,8,中山,D,1200,稍,5,6,１勝ｸﾗｽ,37.6,中団,16,11,16,福島,D,1150,良,9,9,１勝ｸﾗｽ・若,37.5,後方,5,10,11,東京,D,1400,稍,15,12,１勝ｸﾗｽ,38.7,先行,3
4,,7,,,,,ラーナローザ,,牝,4,7,5,21,大井,D,1200,稍,3,4,メトロ,----,先行,14,2,15,京都,D,1200,良,10,6,２勝ｸﾗｽ・牝,37.1,中団,6,1,4,中山,D,1200,稍,6,5,２勝ｸﾗｽ,36.4,中団,4,12,7,中京,D,1200,良,1,5,１勝ｸﾗｽ,36.6,先行,2,11,24,福島,D,1700,良,9,5,１勝ｸﾗｽ・牝,39.6,中団,6
4,,8,,,,,サンマルノヴェル,,牡,4,4,6,13,阪神,D,1200,良,2,4,安芸特別･2勝,35.6,差し,14,3,7,阪神,D,1200,稍,1,1,１勝ｸﾗｽ,36.2,差し,4,2,7,京都,D,1200,良,2,1,１勝ｸﾗｽ,37.1,先行,2,1,25,京都,D,1200,良,3,3,１勝ｸﾗｽ,36.5,先行,2,1,12,京都,D,1400,良,13,2,１勝ｸﾗｽ,38.2,先行,11
5,,9,,,,,スーパーバイザー,,牡,5,8,5,17,新潟,D,1200,良,1,2,１勝ｸﾗｽ,36.4,先行,2,5,3,新潟,D,1200,稍,4,6,１勝ｸﾗｽ,36.8,差し,9,2,28,小倉,T,1200,稍,13,11,１勝ｸﾗｽ,34.2,後方,3,2,10,東京,D,1300,稍,4,7,１勝ｸﾗｽ,36.4,追込,8,12,14,中京,D,1400,稍,10,11,１勝ｸﾗｽ,37.7,後方,7
5,,10,,,,,レイワサンサン,,セ,5,5,6,7,阪神,D,1400,稍,8,13,洲本特別･2勝,36.3,中団,3,5,17,東京,D,1600,良,12,11,青梅特Ｈ･2勝,37.8,先行,15,2,1,京都,D,1400,良,1,3,１勝ｸﾗｽ,37.0,先行,12,11,8,福島,D,1700,良,4,7,１勝ｸﾗｽ,38.6,先行,3,10,18,新潟,D,1800,良,5,3,１勝ｸﾗｽ,39.0,中団,8
6,,11,,,,,マフィン,,牝,5,7,5,23,東京,D,1600,稍,9,11,２勝ｸﾗｽ・牝,36.1,中団,14,2,15,京都,D,1200,良,11,16,２勝ｸﾗｽ・牝,36.7,後方,4,1,18,中山,D,1800,良,7,14,２勝ｸﾗｽ・牝,39.5,後方,6,12,6,阪神,D,1400,良,11,15,２勝ｸﾗｽ,37.2,中団,4,11,8,東京,T,2000,良,8,7,２勝ｸﾗｽ,34.9,後方,7
6,,12,,,,,モリノレッドスター,,牝,5,13,4,11,中山,D,1200,稍,9,2,２勝ｸﾗｽ・牝,37.3,中団,4,3,14,中山,D,1200,良,2,6,２勝ｸﾗｽ,37.0,先行,9,1,11,中山,D,1200,良,6,6,２勝ｸﾗｽ,37.5,中団,8,11,16,東京,D,1400,良,16,5,２勝ｸﾗｽ,44.1,先行,7,9,27,中山,D,1200,良,12,5,２勝ｸﾗｽ,37.2,中団,20
7,B,13,,,,,フェンダー,,牡,5,8,5,16,京都,D,1200,良,6,5,２勝ｸﾗｽ,35.8,中団,5,4,11,阪神,D,1200,重,6,5,２勝ｸﾗｽ,35.5,後方,2,3,29,阪神,D,1200,良,7,8,２勝ｸﾗｽ,36.5,後方,6,2,15,小倉,S,2860,稍,9,6,障害未勝利,14.2,後方,10,12,6,中京,D,1200,良,5,4,中京日経･2勝,36.6,先行,連
7,,14,,,,,ホーリーブライト,,牝,5,12,4,18,福島,D,1150,良,1,8,１勝ｸﾗｽ・牝,36.1,差し,12,1,24,中山,D,1200,良,8,10,１勝ｸﾗｽ,38.0,中団,連,1,17,中山,D,1200,良,5,11,１勝ｸﾗｽ,38.0,逃げ,4,12,21,中京,D,1200,稍,8,10,１勝ｸﾗｽ・若,36.6,後方,23,7,12,函館,D,1000,良,6,6,１勝ｸﾗｽ,35.4,中団,連
8,,15,,,,,クリノオリーブ,,牝,5,13,4,11,阪神,D,1200,重,2,7,２勝ｸﾗｽ,36.2,先行,4,3,15,阪神,D,1400,良,9,7,２勝ｸﾗｽ・牝,36.8,中団,2,3,1,阪神,D,1200,良,9,9,２勝ｸﾗｽ,37.6,先行,3,2,10,京都,D,1200,良,10,7,２勝ｸﾗｽ,36.9,後方,7,12,20,中京,D,1400,稍,4,1,ヤングジ･2勝,37.7,先行,3
8,B,16,,,,,ホウオウプレミア,,牡,7,5,6,7,東京,D,1400,良,8,5,八王子特･2勝,36.9,中団,7,4,18,中山,D,1200,良,6,4,葛飾特別･2勝,35.9,後方,2,4,4,中山,D,1200,重,2,7,２勝ｸﾗｽ,35.5,差し,7,2,15,東京,D,1400,良,4,6,２勝ｸﾗｽ,35.4,追込,3,1,25,中山,D,1200,良,2,5,２勝ｸﾗｽ,36.6,差し,9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071210020601,2026.7.12,日,小倉,2小6,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),18,09:55,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リザレクティア,,牝,3,4,6,14,阪神,D,1400,良,12,16,未勝利,40.2,中団,5,5,9,京都,D,1400,良,14,14,未勝利,40.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,コースタルロード,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,アリディプラチノ,,牝,3,7,5,24,京都,D,1800,良,9,8,未勝利・牝,40.4,中団,3,5,2,新潟,D,1200,不,8,8,未勝利・若,39.3,中団,8,3,8,阪神,D,1200,良,9,5,未勝利,37.3,後方,11,12,20,中京,D,1200,稍,9,2,未勝利*,38.5,中団,2,12,6,阪神,D,1200,良,2,10,新馬,37.3,先行,初
2,,4,,,,,ドゥボヌール,,牝,3,5,6,6,阪神,T,1200,良,9,8,未勝利,35.1,先行,2,5,24,新潟,T,1200,稍,4,9,未勝利,36.3,先行,17,1,25,小倉,T,1200,良,8,9,新馬,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ビケイムフリー,,牝,3,15,3,28,阪神,T,1600,良,15,16,未勝利,35.3,後方,7,2,7,小倉,T,2000,稍,16,14,未勝利・若,38.5,後方,4,1,10,京都,T,1600,良,18,15,未勝利・牝,38.0,後方,11,10,25,京都,T,1600,良,4,12,新馬,35.5,差し,初,,,,,,,,,,,,
3,B,6,,,,,シャンデリュイーズ,,牝,3,連,7,4,小倉,T,1200,重,3,7,未勝利,36.2,先行,8,5,9,京都,T,1400,良,12,9,未勝利,35.2,中団,13,2,7,小倉,T,1200,良,15,7,未勝利,36.4,中団,9,12,7,阪神,T,1400,良,13,2,未勝利*,36.2,先行,8,10,13,京都,T,1400,良,2,3,未勝利*,35.4,差し,5
4,,7,,,,,ピンクパンサー,,牝,3,7,5,24,京都,T,1600,良,11,12,未勝利,35.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ブライトエンジェル,,牝,3,3,6,21,阪神,T,1600,稍,14,8,未勝利・牝,37.3,中団,17,2,21,小倉,T,1200,良,3,2,未勝利・牝,34.9,先行,3,2,1,小倉,T,1200,良,3,4,新馬,34.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,テンタイムトップ,,牝,3,5,6,6,阪神,T,1600,良,18,14,未勝利,38.0,中団,3,5,17,新潟,D,1800,良,9,10,未勝利・牝,41.8,先行,22,12,13,阪神,D,1400,良,14,7,未勝利・牝*,39.9,後方,7,10,25,京都,D,1400,良,12,2,新馬・牝,39.4,中団,初,,,,,,,,,,,,
5,,10,,,,,ホーリーステップ,,牝,3,2,6,28,小倉,T,1200,良,2,3,未勝利・牝,36.0,逃げ,22,1,24,京都,T,1400,良,10,4,未勝利,36.1,先行,2,1,10,京都,D,1400,良,5,2,新馬,37.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ハクサンテドリガワ,,牝,3,5,6,6,阪神,T,1200,良,7,6,未勝利,34.7,先行,10,3,28,阪神,D,1200,稍,7,4,未勝利,38.6,先行,3,3,7,阪神,T,1600,良,7,13,未勝利,35.3,先行,24,9,20,阪神,T,1600,良,6,9,新馬,33.9,先行,初,,,,,,,,,,,,
6,,12,,,,,ヨウリンケイジュ,,牝,3,8,5,16,新潟,D,1200,良,15,7,未勝利,41.1,中団,9,3,15,阪神,D,1200,良,9,10,未勝利,38.2,中団,4,2,15,京都,D,1200,良,5,2,新馬,38.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,フルフィルメント,,牝,3,22,2,8,小倉,T,1200,良,6,6,未勝利・牝,35.8,先行,2,1,24,京都,T,1400,良,4,15,未勝利,35.8,逃げ,8,11,29,京都,T,1600,良,7,13,未勝利*,36.2,逃げ,2,11,16,京都,D,1400,良,10,12,未勝利・牝*,38.8,中団,4,10,19,新潟,T,2000,稍,10,9,未勝利*,37.6,先行,9
7,B,14,,,,,ロージーキャンドル,,牝,3,7,5,26,金沢,D,1500,良,3,4,加賀医,----,追込,6,4,12,阪神,D,1400,稍,15,14,未勝利・牝,37.9,後方,11,1,24,小倉,T,2000,良,15,13,新馬,35.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ベルセクレト,,牝,3,2,6,28,小倉,T,1200,良,5,15,未勝利・牝,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
