レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010701,2026.8.15,土,札幌,1札7,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リアンマカ,,牡,3,10,6,6,阪神,T,1200,良,8,14,未勝利,34.2,後方,9,4,7,川崎,D,1500,重,5,8,エイプ,----,中団,15,12,21,中京,T,1400,稍,17,16,未勝利*,36.2,後方,13,9,21,阪神,T,1600,良,11,12,未勝利*,36.4,後方,2,9,6,阪神,D,1400,重,8,7,未勝利*,39.0,後方,9
2,,2,,,,,ビケイムフリー,,牝,3,5,7,12,小倉,T,1200,良,17,15,未勝利・牝,35.1,後方,15,3,28,阪神,T,1600,良,15,16,未勝利,35.3,後方,7,2,7,小倉,T,2000,稍,16,14,未勝利・若,38.5,後方,4,1,10,京都,T,1600,良,18,15,未勝利・牝,38.0,後方,11,10,25,京都,T,1600,良,4,12,新馬,35.5,差し,初
2,,3,,,,,ノーブルラホーヤ,,牝,3,3,7,25,新潟,T,1000,良,9,3,未勝利,34.2,先行,4,6,28,福島,T,1200,良,3,6,未勝利,35.5,逃げ,23,1,18,中山,T,1600,良,10,13,未勝利・牝,36.3,先行,15,10,5,東京,T,1400,良,6,14,未勝利*,34.3,中団,4,9,6,中山,T,1200,良,9,7,新馬,35.0,中団,初
3,,4,,,,,リフルフォース,,牝,3,6,7,4,小倉,T,1200,重,15,6,未勝利,36.2,後方,6,5,23,京都,T,1200,良,16,5,未勝利,35.4,中団,15,2,10,京都,T,1600,良,6,2,新馬,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,シバノパージャン,,牡,3,4,7,18,函館,T,1200,良,8,16,未勝利,35.6,中団,4,6,20,函館,D,1700,良,14,13,未勝利,40.3,後方,連,6,14,函館,T,1200,良,11,14,未勝利,35.5,先行,9,4,12,阪神,T,1600,良,15,17,未勝利,36.6,中団,初,,,,,,,,,,,,
4,B,6,,,,,トウカイジーク,,牡,3,4,7,19,小倉,T,1200,良,13,5,未勝利,35.1,中団,2,7,5,小倉,T,1200,重,3,3,未勝利,35.9,差し,10,4,25,京都,T,1600,良,8,2,未勝利,35.3,先行,5,3,21,中京,T,1400,良,6,8,未勝利,34.2,後方,初,,,,,,,,,,,,
4,,7,,,,,ヤマニンアレシス,,牡,3,2,8,1,新潟,T,1200,良,6,2,１勝ｸﾗｽ,33.7,後方,7,6,14,東京,T,1400,良,7,1,未勝利,34.0,中団,2,5,30,東京,T,1400,良,2,2,未勝利,33.2,追込,4,5,2,新潟,T,1400,稍,4,1,未勝利,37.5,先行,4,4,4,中山,T,1600,良,3,1,未勝利,35.0,先行,3
5,,8,,,,,チャンピオンロード,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,アンガーザガール,,牝,3,7,6,28,小倉,T,1200,良,12,1,未勝利・牝,36.8,中団,3,6,6,阪神,T,1200,良,2,3,未勝利,34.0,差し,16,2,15,京都,T,1600,良,3,3,未勝利,35.2,先行,3,1,24,京都,T,1400,良,2,6,未勝利,34.9,差し,6,12,13,阪神,D,1400,良,12,5,未勝利・牝*,40.4,逃げ,10
6,,10,,,,,ショウナンライラ,,牡,3,4,7,19,小倉,T,1200,良,4,10,未勝利,34.7,差し,3,6,28,小倉,T,1200,良,6,13,未勝利,35.0,中団,13,3,28,阪神,D,1800,稍,13,11,未勝利,43.4,中団,2,3,14,阪神,T,1800,良,13,13,未勝利,36.7,中団,3,2,22,阪神,T,2000,良,8,11,未勝利,36.5,中団,2
6,,11,,,,,ベルフィーノ,,牝,3,6,7,5,小倉,T,1200,重,7,9,未勝利,36.6,先行,8,5,9,新潟,T,1200,良,8,16,未勝利・若,36.8,先行,10,2,28,阪神,D,1400,良,16,14,未勝利・牝,42.0,後方,19,10,19,京都,D,1400,稍,12,6,未勝利・牝*,43.6,後方,3,9,27,阪神,T,1600,良,10,9,新馬・牝,35.6,中団,初
7,,12,,,,,キュールエサクラコ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,デルニエジョイ,,牡,3,10,6,6,阪神,D,1200,良,7,7,未勝利,37.6,先行,2,5,23,京都,D,1200,稍,5,6,未勝利,36.9,中団,9,3,21,阪神,D,1400,稍,6,3,未勝利,38.1,先行,3,3,1,阪神,D,1400,良,3,6,未勝利,39.2,先行,3,2,8,小倉,D,1700,良,7,2,未勝利,40.8,中団,16
8,,14,,,,,モカプウイング,,牝,3,2,8,2,中京,T,1400,良,5,7,未勝利,34.5,中団,8,6,4,園田,D,1400,稍,11,3,氷ノ山,----,逃げ,11,3,21,阪神,T,1600,良,7,10,未勝利,35.0,先行,8,1,22,姫路,D,1500,良,5,1,書写山,----,先行,5,12,21,阪神,T,1800,稍,9,9,未勝利・牝*,35.9,先行,8
8,,15,,,,,グッデイ,,牝,3,連,8,8,中京,T,1400,良,7,13,未勝利・牝,34.8,中団,9,6,6,阪神,T,1600,良,11,7,未勝利,35.3,先行,3,5,17,京都,T,1600,良,5,12,未勝利・牝,35.2,先行,2,5,2,京都,T,1600,稍,6,16,未勝利・牝,34.6,先行,13,2,1,京都,T,2000,良,13,11,未勝利,38.5,逃げ,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020703,2026.8.15,土,中京,2名7,3,,新馬,芝,1200,A,2,良(暫定),晴(暫定),18,10:50,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リアルカムイ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ステラヴェント,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,セイウンマイラヴ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ピコキング,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,スクールディーヴァ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,コルベータ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,レットミーゴー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020704,2026.8.15,土,中京,2名7,4,,未勝利,芝,1400,A,2,良(暫定),晴(暫定),18,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,アンリミテッド,,牡,3,3,7,26,中京,T,1200,良,7,6,未勝利,34.4,先行,2,7,11,小倉,D,1700,良,8,4,未勝利,40.6,中団,5,6,7,阪神,D,1400,良,6,4,未勝利,37.9,先行,14,2,28,阪神,D,1800,良,9,4,未勝利,39.7,中団,3,2,10,京都,D,1800,良,3,3,未勝利,40.0,先行,3
2,B,2,,,,,アイルトン,,牡,3,6,7,4,小倉,T,1200,重,7,1,未勝利,36.3,中団,5,5,31,京都,T,1600,良,8,5,未勝利,35.0,先行,3,5,10,京都,T,1600,良,5,8,未勝利,34.5,先行,8,3,14,阪神,T,1400,良,10,2,未勝利,35.5,先行,3,2,21,阪神,T,1600,良,3,11,未勝利,35.5,逃げ,3
3,,3,,,,,ペアピーターソン,,牡,3,連,8,6,園田,D,1400,良,4,5,摩耶山,----,差し,13,5,10,京都,T,1600,良,16,2,未勝利,36.1,後方,10,2,28,阪神,T,1800,良,7,4,未勝利,35.1,中団,3,2,10,東京,T,1600,良,6,2,新馬,34.1,中団,初,,,,,,,,,,,,
3,,4,,,,,パトローナス,,セ,3,6,7,5,小倉,T,1200,重,16,1,未勝利,39.4,中団,6,5,23,新潟,T,1400,稍,6,2,未勝利,35.7,中団,28,11,8,京都,T,1400,良,4,1,未勝利*,34.6,先行,4,10,13,京都,T,1400,良,3,4,未勝利*,35.2,差し,3,9,21,阪神,T,1600,良,5,5,未勝利*,35.0,中団,2
4,,5,,,,,ルナカカオ,,牝,3,6,7,7,金沢,D,1500,稍,3,1,加賀片,----,逃げ,7,5,16,京都,T,1400,良,12,10,未勝利,35.1,中団,2,4,30,笠松,D,1400,良,2,1,赤坂宿,----,逃げ,14,1,24,京都,T,1400,良,11,10,未勝利,36.3,先行,2,1,12,京都,T,1600,良,4,10,新馬,35.6,先行,初
4,,6,,,,,スワトウ,,牝,3,6,7,4,函館,T,1800,良,11,9,未勝利,34.9,中団,2,6,21,函館,T,1200,良,7,7,未勝利・牝,34.8,後方,10,4,11,福島,T,1800,良,7,6,未勝利・牝,35.9,中団,18,12,6,阪神,T,1600,良,11,9,未勝利・牝*,34.5,中団,15,8,23,中京,T,1400,良,5,7,未勝利・牝*,33.6,後方,2
5,,7,,,,,ロングジーニアス,,牝,3,6,7,4,小倉,T,1200,重,10,10,未勝利,36.0,中団,9,5,2,京都,T,1400,稍,9,12,未勝利,34.4,中団,9,3,1,小倉,T,1200,良,10,13,未勝利,34.8,後方,14,11,22,京都,T,1600,良,9,12,新馬,36.1,先行,初,,,,,,,,,,,,
5,B,8,,,,,ハピネスサンライズ,,牝,3,2,8,2,中京,T,1400,良,8,6,未勝利,35.0,中団,7,6,14,阪神,D,1400,良,16,4,未勝利,45.5,中団,10,4,4,阪神,T,1400,良,13,6,未勝利,35.9,中団,2,3,21,中京,T,1400,良,3,3,未勝利,34.7,先行,2,3,7,阪神,T,1600,良,5,4,未勝利,34.7,中団,14
6,,9,,,,,ヴィーラー,,牝,3,2,8,1,中京,T,2000,良,6,10,未勝利,35.9,先行,2,7,19,小倉,T,2000,良,6,8,未勝利,36.1,中団,3,6,28,小倉,T,1200,良,11,10,未勝利・牝,36.0,後方,8,5,2,京都,T,1600,稍,13,13,未勝利・牝,35.0,中団,連,4,25,京都,T,1800,良,12,8,未勝利・牝,35.8,先行,2
6,,10,,,,,ルージュエテルナ,,牝,3,2,8,2,中京,T,1400,良,6,5,未勝利,35.3,逃げ,5,6,27,小倉,D,1700,不,13,3,未勝利,40.7,中団,3,6,6,阪神,D,1400,良,5,4,未勝利・牝,37.6,中団,21,1,11,京都,D,1800,良,9,3,新馬・牝,42.1,逃げ,初,,,,,,,,,,,,
7,B,11,,,,,リーガルスプレンダ,,牝,3,7,6,28,小倉,T,1200,良,8,11,未勝利・牝,35.9,中団,17,3,1,小倉,D,1000,稍,9,10,未勝利,37.1,中団,7,1,14,名古,D,1500,良,3,1,名古屋,----,逃げ,4,12,13,阪神,D,1400,良,10,15,未勝利・牝*,39.9,先行,9,10,11,京都,D,1200,良,10,11,未勝利*,39.1,先行,2
7,,12,,,,,リントゥラウル,,牡,3,2,8,2,中京,T,1400,良,4,8,未勝利,34.5,先行,3,7,11,小倉,T,1200,良,11,6,未勝利,35.6,中団,3,6,21,阪神,T,1400,稍,5,11,未勝利,35.6,先行,9,4,19,阪神,D,1800,良,12,9,未勝利,40.3,中団,3,3,29,中京,D,1900,良,11,4,未勝利,40.3,逃げ,32
8,B,13,,,,,パノラマステージ,,牝,3,8,6,21,阪神,T,1600,稍,12,16,未勝利・牝,36.3,中団,8,4,26,福島,T,1800,良,12,6,未勝利,36.6,先行,9,2,22,小倉,T,1800,良,7,7,未勝利・牝,36.0,中団,13,11,22,福島,D,1700,良,7,6,未勝利*,41.3,中団,5,10,19,新潟,T,2000,稍,7,8,未勝利*,37.2,先行,7
8,,14,,,,,モンシーク,,牡,3,2,8,2,中京,T,1400,良,2,1,未勝利,34.4,先行,8,6,6,阪神,T,1600,良,6,1,未勝利,34.8,逃げ,4,5,9,京都,T,1400,良,3,1,未勝利,33.6,先行,12,2,14,京都,T,1800,良,3,2,未勝利,36.2,先行,12,11,23,京都,T,2000,良,4,1,未勝利*,36.1,逃げ,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020705,2026.8.15,土,中京,2名7,5,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),16,11:50,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ノヴァレジーナ,,牝,3,6,7,5,小倉,T,2000,重,9,13,未勝利・牝,37.8,中団,5,5,30,京都,T,1800,良,9,7,未勝利,35.0,後方,10,3,21,中京,T,2000,良,7,12,未勝利・牝,34.9,後方,3,3,1,小倉,T,2000,良,5,7,未勝利・牝,36.8,中団,3,2,7,小倉,T,2000,稍,6,10,未勝利・若,36.5,中団,3
1,,2,,,,,メイショウプレマ,,牝,3,2,8,2,中京,T,2000,良,6,6,未勝利・牝,35.1,中団,8,6,7,阪神,T,1800,良,7,3,未勝利・牝,34.9,先行,3,5,16,京都,T,1800,良,2,7,未勝利,35.2,逃げ,3,4,25,京都,T,1800,良,4,11,未勝利・牝,34.9,差し,8,2,28,小倉,T,2000,稍,9,11,未勝利,37.1,後方,2
2,,3,,,,,キミガスキダ,,牝,3,2,8,1,中京,D,1800,良,2,14,未勝利・牝,38.5,追込,5,6,28,小倉,D,1700,稍,6,13,未勝利,38.5,中団,8,5,3,京都,D,1400,稍,9,13,未勝利・牝,37.4,後方,16,1,11,京都,T,1800,良,16,16,未勝利,36.9,中団,9,11,8,京都,T,1800,良,消,--,未勝利*,----,,3
2,B,4,,,,,アティラン,,牝,3,8,6,20,阪神,D,1800,稍,7,16,未勝利・牝,40.5,中団,12,3,28,中京,D,1800,稍,10,9,未勝利・牝,41.9,中団,10,1,17,京都,D,1900,良,7,12,未勝利,39.7,中団,連,1,11,京都,D,1800,良,14,16,新馬・牝,40.8,後方,初,,,,,,,,,,,,
3,,5,,,,,ブライトココナッツ,,牝,3,6,7,4,小倉,T,2600,重,8,13,未勝利,41.6,中団,8,5,9,京都,T,2000,良,10,14,未勝利・牝,34.7,後方,8,3,15,中京,T,1600,良,14,11,未勝利・牝,36.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,エレーデサンライズ,,牝,3,4,7,19,小倉,D,1700,良,2,3,未勝利・牝,40.0,先行,4,6,20,阪神,D,1800,稍,5,7,未勝利・牝,39.7,中団,4,5,23,新潟,D,1800,稍,3,2,未勝利・牝,38.7,追込,4,4,26,福島,D,1700,良,4,4,未勝利・若,37.6,差し,3,4,5,阪神,D,1400,重,7,10,未勝利・牝,36.5,後方,22
4,,7,,,,,アキノビューティー,,牝,3,6,7,4,小倉,D,1700,不,7,3,未勝利・牝,38.2,中団,2,6,20,阪神,D,1800,稍,4,5,未勝利・牝,39.7,差し,17,2,22,阪神,D,1800,良,2,2,未勝利・牝,38.4,先行,2,2,7,京都,D,1800,良,3,8,新馬,38.2,差し,初,,,,,,,,,,,,
4,,8,,,,,ピンクカメリア,,牝,3,13,5,17,新潟,D,1800,良,5,11,未勝利・牝,39.8,中団,3,4,25,福島,D,1700,良,7,14,未勝利・牝,38.9,後方,13,1,25,小倉,T,1200,良,14,16,新馬,35.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,パーフェクトパティ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,クレスコフェーヴ,,牝,3,4,7,19,小倉,D,1700,良,8,14,未勝利・牝,40.0,後方,9,5,17,京都,D,1800,良,5,12,未勝利・牝,39.0,中団,3,4,26,京都,T,1200,良,17,17,未勝利,34.6,後方,9,2,21,小倉,D,1000,良,14,14,未勝利,37.3,後方,5,1,18,京都,D,1200,良,13,16,未勝利・牝,38.0,中団,4
6,,11,,,,,ベイニーニャ,,牝,3,2,8,1,中京,D,1800,良,4,5,未勝利・牝,39.8,先行,25,2,10,京都,T,1600,良,9,6,新馬,35.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ショルタメンテ,,牝,3,6,7,4,小倉,D,1700,不,9,10,未勝利・牝,37.9,後方,10,4,26,京都,D,1200,良,9,10,未勝利・牝,36.9,後方,10,2,15,京都,D,1200,良,外,--,新馬,----,,初,,,,,,,,,,,,,,,,,,,,,,,,
7,B,13,,,,,フローマジック,,牝,3,8,6,20,阪神,D,1800,稍,8,4,未勝利・牝,40.1,後方,4,5,23,京都,T,2200,良,12,3,未勝利,37.4,先行,19,1,10,京都,T,2400,良,7,6,未勝利,35.6,中団,2,12,27,阪神,T,2000,良,3,4,新馬,34.6,先行,初,,,,,,,,,,,,
7,,14,,,,,グランビスタ,,牝,3,8,6,24,園田,D,1400,稍,2,3,笠形山,----,逃げ,7,5,2,京都,D,1200,重,9,9,未勝利,36.5,中団,9,2,28,阪神,D,1200,良,9,9,未勝利,37.4,中団,20,10,11,京都,T,1400,良,14,6,新馬・牝,34.4,後方,初,,,,,,,,,,,,
8,,15,,,,,ウォーターコトノハ,,牝,3,5,7,11,小倉,D,1700,良,13,15,未勝利,41.6,後方,23,1,31,小倉,T,2000,良,14,17,未勝利・牝,36.2,後方,11,11,15,京都,T,2000,良,8,8,未勝利*,37.1,後方,8,9,21,阪神,T,1800,良,9,6,新馬,35.5,先行,初,,,,,,,,,,,,
8,B,16,,,,,マルベック,,牝,3,10,6,6,阪神,D,1400,良,8,2,未勝利・牝,38.5,中団,10,3,29,阪神,D,1800,良,9,1,未勝利・牝,39.3,中団,2,3,14,阪神,D,1800,良,3,1,未勝利・牝,39.2,差し,14,12,7,阪神,D,1800,良,4,1,新馬,38.9,先行,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020706,2026.8.15,土,中京,2名7,6,知多特別,2勝,芝,1200,A,2,良(暫定),晴(暫定),18,15:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,モンテディアーナ,,牝,4,26,2,15,京都,D,1200,良,13,7,２勝ｸﾗｽ・牝,37.8,先行,10,12,7,阪神,D,1200,良,1,1,１勝ｸﾗｽ・牝,37.3,先行,4,11,8,京都,D,1400,良,4,2,１勝ｸﾗｽ・牝,37.6,先行,4,10,13,京都,D,1200,良,5,1,１勝ｸﾗｽ,36.6,中団,13,7,13,小倉,T,1200,良,外,--,１勝ｸﾗｽ・牝,----,,7
2,,2,,,,,ハルオーブ,,牡,6,5,7,11,小倉,T,1200,良,11,16,耶馬渓特･2勝,35.0,後方,4,6,13,阪神,T,1200,良,1,11,１勝ｸﾗｽ,33.5,差し,3,5,24,京都,T,1400,良,10,10,１勝ｸﾗｽ,33.6,後方,2,5,10,東京,T,1400,良,6,6,１勝ｸﾗｽ,34.2,中団,3,4,18,福島,T,1200,良,8,10,１勝ｸﾗｽ,33.7,後方,9
3,,3,,,,,ヒーローインチーフ,,セ,5,4,7,18,小倉,T,1200,良,7,5,テレＱ杯･3勝,35.0,後方,5,6,14,阪神,T,1200,良,消,--,武庫川特･2勝,----,,3,5,23,新潟,T,1200,稍,4,4,大日岳特･2勝,33.8,追込,12,3,1,小倉,T,1200,良,13,1,西日本新･2勝,34.2,後方,4,2,1,小倉,T,1200,良,3,5,周防灘特･2勝,33.1,追込,5
4,,4,,,,,モンサンゴールデン,,牡,3,8,6,20,函館,T,1200,良,12,3,ＳＴＶ杯･2勝,35.0,中団,4,5,24,京都,T,1200,良,1,6,１勝ｸﾗｽ*,33.4,差し,5,4,19,阪神,D,1200,良,3,3,１勝ｸﾗｽ*,36.3,差し,3,3,29,阪神,D,1200,良,4,2,１勝ｸﾗｽ*,36.8,先行,3,3,7,阪神,D,1200,稍,4,5,１勝ｸﾗｽ*,37.1,差し,8
5,,5,,,,,パリコレジェンヌ,,牝,4,連,8,9,中京,T,1200,良,1,11,１勝ｸﾗｽ,33.2,差し,13,5,10,新潟,T,1200,良,11,10,１勝ｸﾗｽ,34.3,後方,8,3,15,中京,T,1200,良,12,13,１勝ｸﾗｽ,33.6,後方,5,2,8,小倉,T,1200,良,12,7,１勝ｸﾗｽ,34.9,中団,7,12,20,中京,T,1400,稍,8,12,１勝ｸﾗｽ,35.4,中団,11
6,,6,,,,,タミゼ,,牝,5,15,5,3,新潟,T,1000,良,9,10,邁進特Ｈ･2勝,32.6,後方,7,3,15,中京,D,1200,良,13,14,伊良湖特･2勝,37.3,中団,6,1,31,小倉,D,1000,良,10,14,有田特別･2勝,36.4,中団,13,11,2,京都,D,1200,稍,14,11,２勝ｸﾗｽ,36.9,後方,10,8,24,札幌,D,1000,良,1,3,１勝ｸﾗｽ,35.6,先行,5
6,,7,,,,,トップアタック,,牡,3,11,5,30,京都,T,1200,良,5,15,葵ＳG3,34.1,先行,3,5,9,新潟,T,1200,良,1,7,ゆきつば･1勝,35.7,先行,13,2,8,小倉,T,1200,良,14,5,かささぎ･1勝,37.8,先行,2,1,24,小倉,T,1200,良,6,1,萌黄賞･1勝*,35.2,先行,7,12,6,阪神,T,1200,良,2,2,さざんか･1勝,33.9,逃げ,2
7,B,8,,,,,ファイツオン,,牡,5,5,7,11,小倉,T,1200,良,17,14,耶馬渓特･2勝,36.7,先行,10,5,2,新潟,S,2890,重,8,8,障害未勝利,13.6,中団,14,1,24,小倉,S,2860,良,9,7,障害未勝利,14.4,後方,5,12,20,阪神,T,1200,良,14,4,２勝ｸﾗｽ,36.2,先行,11,10,5,京都,T,1200,稍,15,9,２勝ｸﾗｽ,38.0,先行,12
7,,9,,,,,シラヌイ,,牝,3,11,5,30,京都,T,1200,良,9,11,葵ＳG3,33.8,中団,10,3,22,阪神,T,1200,良,1,6,１勝ｸﾗｽ*,34.6,先行,14,12,14,阪神,D,1200,良,6,4,１勝ｸﾗｽ*,37.3,後方,6,11,1,京都,T,1400,良,11,9,ファンタG3,35.3,先行,7,9,13,阪神,T,1200,良,1,3,新馬,35.2,先行,初
8,,10,,,,,フォーゲル,,牡,3,11,5,30,京都,T,1200,良,11,4,葵ＳG3,34.1,中団,3,5,10,京都,T,1400,良,2,4,橘Ｓ(L),33.1,先行,7,3,21,中京,T,1400,良,5,13,ファルコG3,34.1,先行,3,2,28,阪神,T,1200,良,3,4,マーガレ(L),34.2,先行,10,12,20,中京,T,1200,稍,9,2,クリスマ,35.8,先行,2
8,,11,,,,,インフローレ,,牝,4,9,6,14,阪神,T,1200,良,2,10,武庫川特･2勝,33.7,差し,2,5,30,京都,T,1400,良,11,10,２勝ｸﾗｽ,33.2,後方,2,5,17,京都,T,1400,良,9,12,２勝ｸﾗｽ,34.2,中団,7,3,28,中京,T,1400,良,14,14,フィリピ･2勝,34.8,中団,7,2,10,京都,T,1200,良,8,10,２勝ｸﾗｽ,34.3,後方,9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081507020707,2026.8.15,土,中京,2名7,7,高山Ｓ,3勝,芝,2000,A,4,良(暫定),晴(暫定),18,15:45,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
