レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062802010601,2026.6.28,日,函館,1函6,1,,未勝利,芝,1200,A,2,稍(暫定),晴(暫定),16,09:50,,馬齢,２歳
4,,6,,,,,サンストックトン,,牡,7,12,4,5,阪神,T,2000,良,12,15,大阪杯G1,35.7,後方,5,3,1,中山,T,1800,良,9,13,中山記念G2,34.0,後方,5,1,25,中山,T,2200,良,5,16,アメリカG2,34.8,中団,7,12,6,阪神,T,1800,良,7,13,鳴尾記念G3,34.2,中団,7,10,19,東京,D,2100,良,11,12,ブラジＨ(L),40.5,中団,10
4,B,7,,,,,チャックネイト,,セ,8,13,3,28,中山,T,2500,良,8,8,日経賞G2,36.5,ﾏｸﾘ,9,1,25,中山,T,2200,良,13,8,アメリカG2,35.3,後方,7,12,6,中山,T,3600,良,7,4,ステイヤG2,33.8,中団,25,6,15,阪神,T,2200,稍,5,14,宝塚記念G1,35.8,中団,11,3,29,中山,T,2500,稍,2,5,日経賞G2,36.5,差し,9
5,,8,,,,,ケイアイセナ,,牡,7,12,4,4,中山,T,1600,稍,10,3,ダービーＨG3,36.0,中団,6,2,22,小倉,T,1800,良,2,1,小倉大賞ＨG3,35.2,逃げ,7,1,4,中山,T,2000,良,12,3,中山金杯ＨG3,35.2,中団,20,8,17,札幌,T,2000,稍,4,12,札幌記念G2,37.0,先行,5,7,13,函館,T,1800,良,1,2,巴賞,34.7,先行,7
5,,9,,,,,オニャンコポン,,セ,7,7,5,9,東京,T,1800,良,15,16,エプソムG3,33.8,中団,6,3,29,阪神,T,1600,良,11,7,六甲Ｓ(L),34.9,中団,4,3,1,中山,T,1800,良,11,10,中山記念G2,34.9,先行,7,1,12,中山,T,1600,良,8,8,ニューイ(L),34.0,中団,4,12,13,中京,T,2000,良,10,9,中日新聞ＨG3,33.9,中団,連
6,,10,,,,,ケリフレッドアスク,,牝,4,6,5,17,東京,T,1600,良,14,16,ヴィクトG1,32.8,後方,4,4,19,福島,T,1800,良,4,10,福島牝馬G3,34.0,追込,6,3,7,中山,T,1800,稍,8,13,中山牝馬ＨG3,35.2,後方,16,11,16,京都,T,2200,良,14,16,エリザベG1,35.9,中団,4,10,19,京都,T,2000,良,11,11,秋華賞G1,35.7,中団,6
6,,11,,,,,ジュタ,,牡,4,7,5,9,東京,T,1800,良,8,9,エプソムG3,33.1,後方,5,4,5,中山,T,2000,稍,1,2,美浦Ｓ･3勝,34.8,先行,2,3,22,中山,T,1800,良,3,2,スピカＳ･3勝,34.7,先行,48,4,20,中山,T,2000,良,12,15,皐月賞G1,35.5,先行,6,3,9,中山,T,2000,稍,10,4,弥生賞G2,37.7,先行,6
7,,12,,,,,エコロディノス,,牡,4,12,4,5,阪神,T,2000,良,15,6,大阪杯G1,45.4,後方,7,2,15,京都,T,2200,良,3,3,京都記念G2,34.0,先行,9,12,14,阪神,T,2200,良,1,2,オリオン･3勝,35.0,先行,6,11,1,京都,T,2000,良,1,1,北野特別･2勝,34.2,逃げ,7,9,14,阪神,T,2000,良,3,1,能勢特別･2勝,34.1,先行,13
7,,13,,,,,アラタ,,牡,9,15,3,15,中京,T,2000,良,10,14,金鯱賞G2,34.3,中団,11,12,28,中山,T,2500,良,15,15,有馬記念G1,35.9,後方,5,11,22,福島,T,2000,良,4,9,福島記念ＨG3,34.3,先行,14,8,17,札幌,T,2000,稍,3,13,札幌記念G2,35.0,差し,15,5,4,京都,T,3200,良,15,13,天皇賞春G1,40.9,後方,5
8,,14,,,,,フィーリウス,,牡,4,14,3,22,中山,T,1800,良,1,3,スピカＳ･3勝,34.5,先行,9,1,18,中山,T,2200,良,1,5,２勝ｸﾗｽ,33.8,先行,3,12,28,中山,T,2500,良,4,3,グッドＨ･2勝,36.4,先行,3,12,7,中山,T,2500,良,2,1,２勝ｸﾗｽ,34.2,先行,12,9,15,中山,T,2200,良,8,10,セントラG2,35.6,先行,4
8,,15,,,,,デビットバローズ,,セ,7,12,4,5,阪神,T,2000,良,8,8,大阪杯G1,35.4,中団,17,12,6,阪神,T,1800,良,1,2,鳴尾記念G3,33.9,先行,24,6,22,阪神,T,1600,良,5,3,しらさぎG3,34.4,先行,6,5,10,東京,T,1800,稍,9,5,エプソムG3,35.9,先行,9,3,9,阪神,T,1800,良,1,3,大阪城Ｓ(L),33.5,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062802010612,2026.6.28,日,函館,1函6,12,湯の川温泉特別,2勝,芝,1200,A,2,稍(暫定),晴(暫定),16,16:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ガットネロ,,牝,6,2,6,14,函館,T,1200,良,4,12,函館日刊･2勝,34.6,先行,8,4,18,中山,T,1200,良,11,11,袖ケ浦特･2勝,33.3,中団,10,2,10,京都,T,1200,良,12,11,２勝ｸﾗｽ,35.9,中団,11,11,22,福島,T,1200,良,1,9,１勝ｸﾗｽ,34.5,先行,2,11,8,福島,T,1200,良,4,10,１勝ｸﾗｽ,34.8,先行,17
2,,2,,,,,エルサトアナ,,牝,4,11,4,12,阪神,T,1600,良,9,4,２勝ｸﾗｽ,35.4,先行,4,3,15,阪神,D,1400,良,7,12,２勝ｸﾗｽ・牝,36.4,先行,8,1,18,京都,D,1400,良,16,16,小倉山特･2勝,41.2,先行,4,12,20,阪神,T,1200,良,11,9,２勝ｸﾗｽ,35.0,中団,5,11,15,京都,D,1200,良,8,4,深草特別･2勝,35.6,中団,6
3,,3,,,,,サンドロナイト,,牝,5,12,4,4,阪神,T,1200,稍,7,5,２勝ｸﾗｽ,34.6,先行,37,7,20,小倉,T,1200,良,4,10,耶馬渓特･2勝,34.2,追込,7,5,31,京都,T,1400,良,10,7,２勝ｸﾗｽ,35.8,先行,16,2,9,京都,T,1200,稍,6,2,２勝ｸﾗｽ,34.7,中団,9,12,8,京都,T,1200,良,8,1,鹿ケ谷特･2勝,33.9,中団,21
3,,4,,,,,ウチュウノセカイ,,牡,3,4,5,30,京都,T,1200,良,8,13,葵ＳG3,34.5,逃げ,36,9,20,中山,T,1200,良,1,9,カンナＳ,34.1,先行,3,8,30,札幌,T,1200,稍,7,4,すずらん,37.1,先行,2,8,17,札幌,T,1200,良,1,4,未勝利*,34.8,先行,2,8,2,札幌,T,1500,良,8,8,新馬,35.5,先行,初
4,,5,,,,,キープサインオン,,牡,4,連,6,20,函館,T,1200,良,6,12,ＳＴＶ杯･2勝,34.6,中団,32,11,9,東京,T,1400,良,16,10,２勝ｸﾗｽ,34.7,先行,8,9,13,中山,T,1200,稍,8,3,汐留特別･2勝,33.3,先行,9,7,13,福島,T,1200,良,1,3,１勝ｸﾗｽ,34.6,先行,13,4,13,中山,D,1200,良,14,8,１勝ｸﾗｽ*,38.8,中団,3
4,,6,,,,,ヴィヴァクラウン,,牡,5,2,6,14,函館,T,1200,良,3,9,函館日刊･2勝,34.1,追込,8,4,18,中山,T,1200,良,6,9,袖ケ浦特･2勝,33.3,中団,3,3,29,中山,T,1200,良,9,4,２勝ｸﾗｽ,35.2,先行,4,3,1,小倉,T,1200,良,1,10,１勝ｸﾗｽ,35.4,先行,5,1,25,小倉,T,1200,良,10,10,八幡特別･1勝,34.4,先行,9
5,,7,,,,,ビーコング,,牡,5,連,6,20,函館,T,1200,良,11,16,ＳＴＶ杯･2勝,34.2,後方,3,5,30,東京,D,1400,良,8,12,富嶽賞･2勝,36.8,中団,8,4,4,中山,D,1200,重,15,6,２勝ｸﾗｽ,37.8,中団,10,1,25,中山,D,1200,良,3,7,２勝ｸﾗｽ,37.5,先行,3,1,5,中山,D,1200,稍,1,2,１勝ｸﾗｽ,36.9,先行,7
5,,8,,,,,フェアリーライズ,,牝,3,2,6,14,函館,T,1200,良,9,15,函館日刊･2勝,34.1,後方,13,3,14,中山,T,1600,良,14,14,アネモネ(L),36.8,中団,17,11,19,笠松,D,1600,良,2,2,ラブミ,----,逃げ,3,10,26,盛岡,D,1400,稍,2,2,プリン,----,先行,2,10,9,門別,D,1000,良,3,6,浦河町,----,追込,6
6,,9,,,,,エクストラバック,,牡,5,2,6,14,函館,T,1200,良,8,5,函館日刊･2勝,33.8,後方,15,2,28,阪神,T,1400,良,12,5,２勝ｸﾗｽ,34.3,中団,3,2,10,京都,T,1200,良,6,4,２勝ｸﾗｽ,34.6,中団,3,1,17,中山,T,1200,良,6,4,２勝ｸﾗｽ,33.8,中団,9,11,16,京都,T,1400,良,11,10,２勝ｸﾗｽ,34.6,先行,3
6,,10,,,,,シーグルロス,,牝,3,2,6,14,函館,T,1200,良,1,3,１勝ｸﾗｽ,34.2,逃げ,3,5,23,新潟,T,1000,稍,5,4,はやぶさ･1勝,34.0,先行,7,4,5,中山,T,1200,重,7,10,１勝ｸﾗｽ*,35.4,逃げ,12,1,11,中山,D,1200,良,16,15,１勝ｸﾗｽ*,41.2,中団,3,12,20,中京,T,1200,稍,7,7,クリスマ,35.5,逃げ,12
7,,11,,,,,ライツユーアップ,,牝,4,2,6,14,函館,T,1200,良,13,8,函館日刊･2勝,34.7,中団,7,4,26,東京,T,1400,良,9,7,２勝ｸﾗｽ・牝,33.8,中団,2,4,11,福島,T,1200,良,1,4,１勝ｸﾗｽ・牝,34.0,先行,2,3,29,阪神,T,1400,良,4,10,１勝ｸﾗｽ,34.3,先行,7,2,7,小倉,T,1200,稍,8,11,１勝ｸﾗｽ・牝,34.4,後方,18
7,,12,,,,,クリエープキー,,牝,3,4,5,30,京都,T,1200,良,13,16,葵ＳG3,32.9,後方,12,3,7,阪神,T,1400,良,18,15,フィリーG2,37.0,先行,4,2,8,小倉,T,1200,良,1,10,かささぎ･1勝,34.7,先行,2,1,24,小倉,T,1200,良,5,4,萌黄賞･1勝*,34.6,先行,6,12,13,中山,T,1200,良,8,5,黒松賞･1勝*,34.2,中団,4
8,B,13,,,,,ゴキゲンサン,,牝,6,2,6,14,函館,T,1200,良,14,10,函館日刊･2勝,34.2,後方,9,4,11,福島,T,1200,良,10,12,花見山特･2勝,34.1,後方,12,1,17,京都,T,1600,良,17,14,２勝ｸﾗｽ,36.1,中団,3,12,27,中山,T,1200,良,11,5,ベストウ･2勝,34.9,中団,13,9,27,中山,T,1200,良,11,8,勝浦特別･2勝,33.5,後方,12
8,,14,,,,,ホワイトドラゴン,,牡,3,2,6,13,函館,T,1200,稍,1,2,１勝ｸﾗｽ,33.7,先行,15,3,1,中山,T,1600,良,8,4,１勝ｸﾗｽ*,35.5,先行,4,1,31,東京,T,1400,良,14,6,クロッカ(L),35.5,逃げ,18,9,27,中山,T,1600,良,1,1,未勝利*,34.8,逃げ,16,6,8,東京,T,1800,良,5,6,新馬,36.6,先行,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062803020202,2026.6.28,日,福島,2福2,2,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,10:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ゴールドフリーダム,,セ,3,4,5,31,東京,T,1600,良,9,11,未勝利,34.3,中団,2,5,17,新潟,T,2000,良,8,13,未勝利・若,37.4,中団,7,3,29,中京,T,2000,良,8,10,未勝利,34.8,中団,連,3,21,中山,D,1800,良,8,7,未勝利,40.3,先行,6,2,7,東京,D,1600,良,7,14,未勝利,37.4,後方,初
2,,2,,,,,カラクリスピリッツ,,牝,3,7,5,10,東京,D,1600,良,8,6,未勝利・牝,38.7,先行,2,4,25,東京,D,1400,稍,13,11,未勝利,37.6,後方,4,3,28,中山,D,1200,重,11,4,未勝利,38.4,中団,2,3,15,中山,D,1200,良,4,3,未勝利,37.6,差し,5,2,10,東京,D,1600,稍,7,12,未勝利・牝,39.0,中団,19
2,,3,,,,,カミノテイオー,,牡,3,7,5,9,東京,D,2100,良,9,11,未勝利,40.0,後方,3,4,19,中山,D,1800,良,9,14,未勝利,40.9,後方,3,3,28,中山,D,1800,重,13,10,未勝利,41.2,後方,5,2,22,東京,D,2100,良,8,10,未勝利,39.0,中団,3,1,31,東京,D,1600,良,9,14,未勝利,37.9,中団,7
3,,4,,,,,オセアフェアモント,,牡,3,8,5,3,新潟,D,1200,稍,10,9,未勝利,37.8,後方,12,2,10,東京,D,1400,稍,外,--,未勝利,----,,8,12,13,中山,D,1800,良,11,6,未勝利*,43.0,中団,9,10,12,東京,T,2000,良,10,7,新馬,35.3,後方,初,,,,,,,,,,,,
3,B,5,,,,,イトシサ,,牡,3,7,5,9,東京,T,1400,良,9,3,未勝利,34.6,中団,13,2,7,小倉,T,1200,良,5,1,未勝利,35.6,中団,4,1,12,中山,D,1200,良,3,1,未勝利,38.1,先行,7,11,24,東京,T,1400,良,3,2,未勝利*,33.8,差し,3,11,1,東京,T,1600,稍,2,4,新馬,33.5,先行,初
4,,6,,,,,プロミスライン,,牝,3,7,5,10,新潟,T,1800,良,10,10,未勝利・牝,34.4,後方,11,2,21,東京,T,2400,良,9,12,未勝利,35.4,中団,4,1,25,中山,T,2000,良,8,10,新馬,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,チェイサー,,牡,3,7,5,9,新潟,T,2000,良,12,11,未勝利,37.0,先行,3,4,18,福島,D,1700,良,5,11,未勝利,38.3,先行,8,2,22,東京,D,1400,良,9,8,未勝利,37.5,中団,2,2,7,東京,D,1600,良,4,11,未勝利,38.3,先行,4,1,11,中山,D,1800,良,11,9,未勝利,43.5,中団,2
5,,8,,,,,サイモングリーマン,,牡,3,12,4,7,川崎,D,1600,重,8,10,ダイヤ,----,後方,7,2,15,京都,D,1800,良,9,9,未勝利,40.1,後方,2,1,31,京都,D,1800,良,8,9,未勝利,39.5,後方,2,1,17,中山,D,1800,良,16,16,新馬,42.8,後方,初,,,,,,,,,,,,
5,B,9,,,,,ロジキセキ,,牡,3,3,6,7,東京,D,2100,良,13,10,未勝利,41.4,中団,3,5,16,新潟,D,1800,良,5,14,未勝利,39.1,中団,15,2,1,東京,D,2100,良,11,9,未勝利,41.2,中団,4,1,5,中山,D,1800,稍,8,10,未勝利,40.7,後方,5,11,30,東京,T,1600,良,12,13,未勝利*,35.3,後方,23
6,,10,,,,,アシタバスピリッツ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ゴーントゥファー,,セ,3,12,4,5,中山,T,2000,重,14,13,未勝利,44.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,12,,,,,ウインビギニング,,牡,3,3,6,7,東京,D,1600,良,2,1,未勝利,37.5,先行,2,5,23,東京,D,1400,重,2,1,未勝利,37.2,差し,3,5,2,東京,D,1600,重,2,1,未勝利,37.3,先行,3,4,11,福島,D,1700,良,2,1,未勝利,37.8,先行,11,1,24,中山,D,1800,良,2,1,未勝利,39.0,差し,4
7,B,13,,,,,カシマライフウ,,牡,3,4,5,31,東京,D,1600,良,6,4,未勝利,37.3,中団,4,5,3,東京,D,1600,稍,3,3,未勝利,37.1,差し,4,4,4,中山,D,1800,稍,6,2,未勝利,38.7,中団,10,1,24,中山,D,1800,良,6,3,未勝利,39.2,中団,3,1,4,中山,D,1800,稍,3,2,未勝利,41.0,差し,4
8,,14,,,,,ロココ,,牝,3,3,6,9,金沢,D,1500,重,2,2,加賀九,----,ﾏｸﾘ,4,5,10,新潟,D,1800,良,6,7,未勝利・牝,41.4,中団,10,3,1,中山,D,1800,稍,6,6,未勝利・牝,41.5,中団,2,2,14,京都,D,1800,稍,4,7,未勝利・牝,39.3,差し,2,2,4,川崎,D,1400,良,3,2,ガーネ,----,先行,6
8,,15,,,,,テンカラットレター,,牡,3,2,6,14,東京,D,1300,稍,7,6,未勝利,36.2,中団,3,5,24,東京,D,1300,稍,3,16,未勝利,37.0,追込,7,4,4,中山,D,1200,稍,13,13,未勝利,39.1,中団,5,3,4,川崎,D,1500,不,9,10,マーチ,----,中団,13,11,29,東京,D,1400,良,15,12,新馬,41.6,先行,初
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062803020203,2026.6.28,日,福島,2福2,3,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,11:10,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ドルチェテソーロ,,牝,2,3,6,6,東京,T,1400,良,6,5,新馬,35.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,アイファーラピッド,,牝,2,2,6,13,阪神,T,1200,良,9,4,新馬,35.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ベアアミーチ,,牝,2,3,6,6,東京,T,1400,良,5,6,新馬,35.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ユイノヘラクレス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,オオセイケイ,,牝,2,3,6,6,東京,T,1400,良,3,2,新馬,34.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062803020204,2026.6.28,日,福島,2福2,4,,新馬,芝,1200,A,2,良(暫定),晴(暫定),16,11:40,牝,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,マーズワース,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ティアラスピリット,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ノヴェルアレイア,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ドナビッグベン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,ピリナカピリナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,プリンセスロッティ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,スペシャルサンクス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,ジーティーマイカ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,サリードゥ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,リケアチャチャチャ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,マリノシークレット,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ミッドナイトドア,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ウインリスノアール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ヤマニンアルセド,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062803020205,2026.6.28,日,福島,2福2,5,,新馬,芝,1800,A,4,良(暫定),晴(暫定),16,12:30,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ウィナーズチェック,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,マルガリート,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ラッキースパークル,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ビップヴィーナス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,アルアンダルス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,プリメラエストレラ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,センターアイランド,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,レッジェランツァ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,マーゴットパラディ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,モンドドゥアムール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,トリプティーク,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,アルデアーク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,ウインワーグナー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,カペラテソーロ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062803020206,2026.6.28,日,福島,2福2,6,,未勝利,ダート,1150,,2,良(暫定),晴(暫定),16,13:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,オレンジリバー,,牝,3,12,4,4,中山,D,1200,稍,8,7,未勝利・牝,39.0,中団,3,3,15,中山,D,1200,良,4,5,未勝利・牝,38.3,先行,9,1,10,中山,D,1200,良,4,6,未勝利・牝,38.8,先行,3,12,21,中山,D,1200,不,5,9,未勝利*,37.7,中団,9,10,18,新潟,T,1200,良,13,14,未勝利*,35.1,後方,13
