レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011101,2026.7.18,土,函館,1函B,1,,未勝利,芝,1800,B,4,良,曇,14,09:50,,馬齢,２歳
4,,4,,,,,ブルーメンフェスト,,牝,3,50,8,2,札幌,T,1500,良,11,11,新馬,38.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,,,,,チュラヴェール,,牝,3,3,6,27,函館,D,1000,不,5,11,未勝利・牝,36.0,先行,2,6,13,函館,D,1000,稍,5,7,未勝利,36.1,先行,8,4,19,福島,D,1150,良,10,6,未勝利,38.3,中団,9,2,14,小倉,D,1000,良,8,3,未勝利,36.5,中団,2,1,31,小倉,D,1000,良,5,4,未勝利,36.2,中団,5
5,,6,,,,,メメボス,,牝,3,連,7,11,函館,T,1800,稍,8,11,未勝利,35.9,中団,3,6,20,函館,T,1800,良,12,6,未勝利・牝,37.3,先行,14,3,14,中京,D,1200,良,7,8,未勝利,37.9,中団,3,2,21,阪神,T,1600,良,13,12,未勝利,34.9,後方,4,1,25,京都,T,1600,良,3,15,新馬,35.2,先行,初
6,,7,,,,,ドリームガッサン,,牝,3,3,6,27,函館,D,1000,不,3,3,未勝利・牝,35.5,先行,7,5,10,新潟,D,1200,良,6,2,未勝利,38.6,先行,2,4,26,福島,D,1150,良,2,5,未勝利・牝,36.9,先行,8,2,28,中山,D,1200,重,7,6,未勝利,37.7,先行,8,1,5,中山,D,1200,稍,6,12,未勝利,37.9,中団,8
6,,8,,,,,クリーンブーケ,,牝,3,4,6,21,函館,T,1200,良,11,14,未勝利・牝,36.3,先行,19,2,10,京都,D,1200,良,9,9,未勝利,38.7,中団,2,1,24,京都,T,1400,良,8,14,未勝利,35.0,後方,5,12,20,阪神,T,1600,良,12,18,新馬・牝,33.4,後方,初,,,,,,,,,,,,
7,B,9,,,,,ジャストキュート,,牝,3,2,7,5,函館,D,1000,良,11,7,未勝利,38.4,中団,3,6,16,川崎,D,1500,稍,10,4,ジュー,----,先行,36,10,5,京都,D,1400,重,12,14,未勝利*,39.0,中団,4,9,6,中山,D,1200,稍,6,11,新馬,38.7,先行,初,,,,,,,,,,,,
7,,10,,,,,コシタンタン,,牝,3,3,6,28,函館,D,1000,稍,6,8,未勝利,36.7,先行,2,6,14,函館,T,1200,良,9,8,未勝利,34.7,中団,19,2,1,小倉,T,1200,良,6,8,新馬,35.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,11,,,,,マーマレードスカイ,,牝,3,2,7,5,函館,D,1000,良,3,3,未勝利,37.1,先行,2,6,21,函館,D,1000,良,4,2,未勝利,36.9,先行,7,5,2,東京,D,1400,重,16,3,未勝利・牝,40.2,先行,4,4,4,中山,D,1200,稍,4,5,未勝利・牝,37.4,差し,2,3,21,中山,D,1200,良,2,4,未勝利・牝,38.9,先行,14
8,,12,,,,,ペイシャクロス,,牝,3,2,7,5,函館,D,1000,良,8,6,未勝利,37.6,先行,6,5,24,東京,D,1300,稍,15,12,未勝利,40.7,先行,4,4,26,福島,D,1150,良,7,10,未勝利・牝,38.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011103,2026.7.18,土,函館,1函B,3,,未勝利,ダート,2400,,6,良,曇,12,10:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジャストグレース,,牡,3,2,7,5,函館,D,1700,良,5,5,未勝利,38.5,後方,2,6,21,函館,D,2400,良,3,8,未勝利,40.4,ﾏｸﾘ,5,5,17,京都,D,1900,良,5,11,未勝利,38.3,後方,2,5,3,京都,D,1900,稍,10,10,未勝利,39.5,中団,3,4,11,福島,D,1700,良,12,9,未勝利,39.9,後方,初
2,,2,,,,,ザンテソーロ,,牡,3,4,6,21,東京,D,2100,不,5,3,未勝利,36.6,中団,連,6,14,東京,D,2100,稍,2,6,未勝利,38.0,差し,3,5,24,新潟,D,1800,稍,4,5,未勝利,40.8,差し,2,5,9,東京,D,1600,良,7,11,未勝利,37.5,中団,13,2,7,東京,D,1600,良,8,8,未勝利,38.2,後方,3
3,,3,,,,,マーゴットデウス,,セ,3,4,6,21,函館,D,2400,良,4,9,未勝利,40.3,差し,2,6,7,阪神,D,1800,良,10,9,未勝利,39.7,中団,3,5,17,新潟,D,1800,良,5,6,未勝利,38.4,後方,2,5,2,新潟,T,2200,稍,13,14,未勝利,36.6,後方,23,11,24,福島,T,1800,良,16,13,新馬,38.3,後方,初
4,,4,,,,,ウインガネーシャ,,牡,3,4,6,21,東京,D,2100,不,2,4,未勝利,36.4,差し,連,6,14,東京,D,2100,稍,3,5,未勝利,38.2,差し,3,5,23,東京,D,2100,重,4,9,未勝利,37.9,追込,2,5,10,新潟,D,1800,良,6,7,未勝利,39.1,中団,3,4,19,中山,D,1800,良,5,10,未勝利,40.5,中団,11
5,B,5,,,,,ハイランダー,,牡,3,3,6,27,函館,D,1700,不,4,8,未勝利,37.9,差し,15,3,14,中山,D,1800,良,6,12,未勝利,39.8,中団,7,1,24,中山,D,1800,良,7,12,未勝利,41.0,後方,8,11,30,東京,T,1800,良,12,6,新馬,35.8,後方,初,,,,,,,,,,,,
5,,6,,,,,リベンジャー,,牡,3,4,6,20,函館,D,1700,良,13,10,未勝利,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,エトワールブルー,,牡,3,5,6,13,函館,D,1700,稍,11,9,未勝利,41.0,中団,3,5,23,新潟,D,1800,稍,5,7,未勝利・若,39.7,中団,2,5,10,新潟,D,1800,良,5,5,未勝利,38.5,後方,2,4,26,京都,D,1800,良,5,6,未勝利,38.6,中団,2,4,12,阪神,D,1800,稍,13,9,未勝利,36.9,後方,初
6,,8,,,,,リバーソニック,,牡,3,4,6,20,阪神,D,1800,稍,3,2,未勝利,38.5,差し,2,6,7,阪神,D,1800,良,4,3,未勝利,37.6,差し,11,3,22,中京,D,1800,良,3,3,未勝利,37.8,差し,3,2,28,阪神,D,1800,良,2,9,未勝利,37.8,追込,10,12,20,阪神,D,1800,良,8,15,新馬,37.8,後方,初
7,,9,,,,,フェンリル,,牡,3,2,7,4,函館,D,1700,良,7,10,未勝利,38.6,中団,4,6,6,東京,D,1600,良,11,9,未勝利,37.6,後方,17,2,10,東京,D,1600,稍,6,4,新馬,39.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,ゴールデンボブ,,牡,3,3,6,28,小倉,D,1700,稍,8,9,未勝利,38.9,中団,8,5,2,京都,D,1800,重,7,6,未勝利,38.2,中団,3,4,11,阪神,D,1400,重,7,12,未勝利,37.7,中団,9,2,10,京都,T,2400,良,15,6,未勝利,39.9,後方,2,1,24,小倉,T,2000,良,9,5,新馬,34.6,中団,初
8,B,11,,,,,ポップアップ,,セ,3,4,6,21,函館,D,2400,良,2,2,未勝利,40.1,差し,7,5,3,京都,D,1900,稍,5,7,未勝利,38.1,中団,2,4,18,阪神,D,2000,良,9,8,未勝利,38.3,後方,6,3,7,阪神,D,2000,稍,2,12,未勝利,38.2,追込,8,1,10,京都,D,1900,良,8,11,未勝利,38.5,後方,20
8,,12,,,,,エースオブゴールド,,牡,3,23,2,10,東京,T,2400,良,18,12,未勝利,38.1,先行,2,1,25,中山,T,2000,良,13,13,新馬,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011104,2026.7.18,土,函館,1函B,4,,未勝利,芝,1200,B,2,良,曇,16,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ニシノオールワン,,牝,3,3,6,27,函館,T,1200,重,2,4,未勝利,35.1,逃げ,2,6,14,函館,T,1200,良,3,2,未勝利,35.0,逃げ,11,3,29,中京,T,1200,良,4,8,未勝利,34.2,差し,13,12,28,中山,T,1200,良,9,6,未勝利*,35.0,後方,21,8,3,札幌,D,1000,良,10,3,未勝利*,38.2,先行,5
1,,2,,,,,イズントイット,,牝,3,14,4,11,阪神,T,2000,稍,14,12,未勝利,37.1,先行,4,3,14,阪神,T,1400,良,11,14,未勝利,34.8,中団,9,1,11,京都,D,1400,良,11,8,未勝利,40.4,先行,9,11,8,京都,T,1400,良,9,9,未勝利*,34.7,中団,3,10,19,京都,T,1400,良,8,7,新馬,35.5,先行,初
2,,3,,,,,スッサンエア,,牝,3,2,7,4,函館,T,1200,良,4,3,未勝利,34.5,差し,6,5,23,京都,T,1200,良,3,13,未勝利,34.3,差し,10,3,15,中京,T,1400,良,8,5,未勝利,35.4,中団,2,2,28,小倉,T,1200,稍,4,2,未勝利,36.1,先行,4,1,31,小倉,T,1200,良,2,17,未勝利・若,33.0,追込,初
2,,4,,,,,シバノパージャン,,牡,3,4,6,20,函館,D,1700,良,14,13,未勝利,40.3,後方,連,6,14,函館,T,1200,良,11,14,未勝利,35.5,先行,9,4,12,阪神,T,1600,良,15,17,未勝利,36.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,レッドアイスピア,,牡,3,11,5,2,京都,T,1400,稍,10,13,未勝利,34.8,中団,7,3,15,阪神,D,1200,良,13,6,未勝利,38.7,中団,3,2,22,小倉,T,1200,良,11,10,未勝利,35.6,中団,14,11,15,福島,T,1200,良,8,7,未勝利*,35.5,先行,4,10,18,新潟,T,1200,良,3,4,未勝利*,35.4,先行,3
3,,6,,,,,ガルフコースト,,牡,3,14,4,12,阪神,T,1600,良,17,13,未勝利,40.1,逃げ,12,1,18,京都,D,1800,良,9,3,未勝利,38.8,後方,2,1,4,京都,T,1800,良,9,5,新馬,35.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,オリヒメボシ,,牝,3,2,7,4,函館,T,1200,良,8,8,未勝利,34.2,後方,7,5,16,京都,T,1400,良,8,12,未勝利,33.8,後方,15,2,1,京都,D,1200,良,14,10,未勝利,38.2,後方,4,1,4,京都,D,1200,良,14,9,未勝利,38.4,中団,10,10,25,京都,D,1400,良,8,9,新馬・牝,38.5,中団,初
4,B,8,,,,,ホウオウザロイヤル,,牡,3,2,7,4,函館,T,1200,良,3,5,未勝利,34.2,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,エコロデュラン,,牡,3,4,6,21,函館,D,1000,良,8,6,未勝利,37.5,中団,4,5,23,京都,T,1200,良,9,12,未勝利,34.5,中団,10,3,15,阪神,D,1200,良,12,9,未勝利,39.9,先行,2,3,1,小倉,D,1000,稍,11,5,未勝利,37.7,中団,初,,,,,,,,,,,,
5,,10,,,,,メカニックバレエ,,牝,3,21,2,21,小倉,T,1200,良,12,6,未勝利・牝,35.5,中団,10,12,14,阪神,T,1400,稍,3,6,新馬,35.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,シュヴェスター,,牝,3,2,7,4,函館,D,1700,良,11,8,未勝利,40.1,中団,2,6,21,函館,D,1700,良,9,2,未勝利,41.3,先行,8,4,25,福島,D,1700,良,2,7,未勝利・牝,38.3,差し,9,2,21,阪神,D,1200,良,13,6,未勝利・牝,39.0,中団,19,10,12,京都,D,1400,良,11,6,未勝利・牝*,40.7,中団,4
6,,12,,,,,エルファリス,,牝,3,2,7,8,門別,D,1700,良,7,7,フェル,----,後方,3,6,13,函館,D,1700,稍,12,13,未勝利・牝,39.8,後方,17,2,14,小倉,D,1700,良,11,11,未勝利・牝,39.0,中団,3,1,25,小倉,T,2000,良,12,16,未勝利,35.6,後方,5,12,20,中山,T,1800,良,14,14,新馬・牝,36.3,中団,初
7,,13,,,,,デルマアサマ,,牡,3,5,6,14,函館,T,1200,良,14,16,未勝利,34.9,後方,12,3,22,中京,D,1400,良,13,13,未勝利,40.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,スノーガーネット,,牝,3,連,7,11,函館,T,1200,稍,2,8,未勝利,35.5,先行,2,6,27,函館,T,1200,重,4,8,未勝利,34.5,追込,14,3,21,中京,D,1200,良,8,11,未勝利・牝,38.6,先行,17,11,22,京都,D,1200,良,7,5,未勝利・牝*,37.2,先行,4,10,25,京都,D,1400,良,11,11,新馬・牝,40.0,逃げ,初
8,,15,,,,,ココソラーレ,,牝,3,連,7,12,函館,T,1200,重,2,6,１勝ｸﾗｽ,35.3,追込,連,7,4,函館,T,1200,良,7,10,１勝ｸﾗｽ・牝,34.2,後方,3,6,14,函館,T,1800,良,16,13,未勝利,35.5,後方,12,3,22,阪神,D,1200,良,9,11,未勝利,37.8,後方,3,3,1,小倉,T,2000,良,9,15,未勝利・牝,36.7,中団,連
8,,16,,,,,ヨドノサファイア,,牝,3,5,6,13,函館,T,1200,稍,6,6,未勝利,34.8,中団,24,12,28,中山,T,1200,良,5,7,未勝利*,35.6,先行,7,11,9,東京,T,1600,良,11,5,未勝利・牝*,34.6,中団,4,10,11,東京,T,1600,良,5,10,新馬,33.5,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011105,2026.7.18,土,函館,1函B,5,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),14,12:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サンオブザサン,,牡,3,3,6,28,函館,D,1700,稍,2,8,未勝利,38.1,ﾏｸﾘ,2,6,13,函館,D,1700,稍,6,6,未勝利,39.2,中団,13,3,15,阪神,D,1800,良,6,7,未勝利,38.9,中団,3,2,21,小倉,D,1700,良,6,8,未勝利,38.8,後方,6,1,11,京都,D,1400,良,7,13,未勝利,38.0,後方,4
2,,2,,,,,バンダムソレール,,牡,3,3,6,28,小倉,D,1700,稍,5,5,未勝利,38.2,中団,8,5,2,新潟,D,1200,不,6,7,未勝利・若,37.8,後方,3,4,12,中山,D,1200,稍,5,4,未勝利,38.3,中団,2,3,28,阪神,D,1200,稍,4,6,未勝利,36.9,差し,6,2,14,小倉,D,1000,良,7,2,未勝利,36.5,中団,3
3,,3,,,,,チャーチルデュース,,牡,3,2,7,4,函館,D,1700,良,5,4,未勝利,38.5,逃げ,2,6,21,函館,D,1700,良,5,3,未勝利,40.8,逃げ,11,4,4,阪神,D,1400,稍,7,5,未勝利,38.3,中団,12,1,12,京都,D,1800,良,5,3,新馬,37.9,逃げ,初,,,,,,,,,,,,
3,B,4,,,,,コウソクユノ,,牝,3,3,6,27,函館,D,1700,重,6,3,未勝利・牝,37.8,先行,2,6,13,函館,D,1700,稍,4,3,未勝利・牝,38.3,差し,9,4,11,中山,D,1800,重,3,4,未勝利・牝,40.1,先行,3,3,21,中山,D,1800,良,4,9,未勝利,40.2,先行,10,1,10,中山,D,1200,良,8,9,未勝利・牝,38.2,後方,3
4,,5,,,,,ディープマウンテン,,牝,3,2,7,4,函館,D,1700,良,外,--,未勝利,----,,9,5,3,東京,D,1600,稍,7,12,未勝利・牝,38.9,先行,3,4,11,中山,D,1800,重,6,10,未勝利,40.7,先行,3,3,22,中京,T,2000,良,13,7,未勝利,36.7,中団,14,12,13,阪神,T,1800,良,4,7,新馬,33.7,追込,初
4,B,6,,,,,イトシサ,,牡,3,3,6,28,福島,D,1700,良,4,2,未勝利,38.0,逃げ,7,5,9,東京,T,1400,良,9,3,未勝利,34.6,中団,13,2,7,小倉,T,1200,良,5,1,未勝利,35.6,中団,4,1,12,中山,D,1200,良,3,1,未勝利,38.1,先行,7,11,24,東京,T,1400,良,3,2,未勝利*,33.8,差し,3
5,,7,,,,,フロムザムーン,,牡,3,9,5,16,京都,D,1800,良,10,9,未勝利,38.9,中団,3,4,26,福島,D,1700,良,10,8,未勝利・若,39.4,中団,6,3,14,阪神,D,1800,良,6,6,未勝利,38.8,後方,2,3,1,小倉,D,1700,稍,10,11,未勝利,39.1,後方,6,1,17,京都,D,1900,良,10,9,未勝利,39.8,後方,連
5,,8,,,,,ホウオウライセンス,,牡,3,7,5,31,東京,D,1400,良,10,5,未勝利,38.1,中団,9,3,29,中山,D,1800,稍,10,6,未勝利,43.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,ペガサスウィンド,,牝,3,2,7,4,函館,D,1700,良,9,2,未勝利・牝,41.4,中団,3,6,14,函館,D,1700,良,2,6,未勝利,39.2,逃げ,8,4,18,阪神,D,1800,良,5,4,未勝利・牝,38.4,中団,8,2,22,阪神,D,1800,良,3,1,未勝利・牝,38.8,先行,3,2,1,京都,D,1800,良,3,2,未勝利・牝,38.1,先行,3
6,,10,,,,,ダノンアクション,,牡,3,25,1,25,中山,T,2000,良,11,4,新馬,34.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,11,,,,,ルージュプルーヴ,,牝,3,5,6,13,阪神,T,1600,良,10,9,未勝利,34.5,中団,8,4,18,阪神,T,1800,良,16,5,未勝利,36.0,先行,4,3,22,中京,T,1600,良,4,4,未勝利,34.6,追込,19,11,9,京都,T,1600,稍,8,5,未勝利・牝*,38.4,先行,3,10,18,京都,T,1600,良,4,1,未勝利*,34.4,先行,3
7,,12,,,,,モンロワイヤル,,牡,3,3,6,28,小倉,T,1800,良,3,1,未勝利,36.3,先行,8,5,3,新潟,T,1800,良,5,2,未勝利,33.9,先行,2,4,18,福島,T,1800,良,3,4,未勝利・若,34.2,差し,9,2,15,小倉,T,1800,稍,3,6,未勝利,35.5,先行,10,12,7,中山,T,1200,良,8,5,新馬,34.4,後方,初
8,,13,,,,,レースクイーン,,牝,3,2,7,5,函館,D,1700,良,4,10,未勝利,39.1,先行,連,6,27,函館,T,1200,重,8,14,未勝利,35.0,後方,14,3,19,浦和,D,1400,良,5,3,ツイン,----,中団,7,1,31,東京,D,1400,良,8,9,未勝利・牝,38.8,中団,4,1,4,中山,D,1200,稍,4,14,未勝利・牝,39.4,差し,12
8,B,14,,,,,メイショウセンドウ,,牡,3,2,7,4,函館,D,1700,良,4,5,未勝利,37.4,差し,2,6,21,函館,D,1700,良,2,8,未勝利,39.0,差し,6,5,9,新潟,D,1800,稍,4,5,未勝利,41.8,差し,4,4,12,阪神,D,1800,稍,6,7,未勝利,37.5,中団,3,3,22,中京,D,1400,良,4,4,未勝利,39.5,差し,15
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011106,2026.7.18,土,函館,1函B,6,,未勝利,芝,1800,B,4,良(暫定),曇(暫定),14,12:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ファインブライト,,牡,3,4,6,21,東京,D,1600,不,11,9,未勝利,37.8,後方,4,5,24,東京,T,1800,良,6,6,未勝利,34.4,後方,3,5,3,新潟,T,1800,良,8,8,未勝利,34.0,後方,4,4,5,中山,T,2000,重,5,11,未勝利,36.0,中団,10,1,24,中山,T,2200,良,16,15,未勝利,36.5,後方,4
2,,2,,,,,トリニタリオ,,牡,3,2,7,4,函館,T,1800,良,2,1,未勝利,35.1,先行,3,6,14,函館,T,1800,良,2,2,未勝利,35.0,先行,4,5,16,新潟,T,1800,良,2,4,未勝利,33.8,差し,11,2,28,小倉,T,2000,稍,5,6,未勝利,36.1,後方,2,2,14,小倉,T,2000,良,4,9,未勝利,36.2,差し,2
3,,3,,,,,ホウショウリュウ,,牡,3,2,7,4,函館,T,1800,良,10,15,未勝利,35.2,中団,3,6,14,函館,T,1800,良,11,15,未勝利,35.0,後方,25,12,21,中京,D,1800,稍,16,14,未勝利*,44.9,後方,2,12,6,中山,D,1800,良,8,13,未勝利*,39.2,中団,3,11,16,東京,T,1600,良,8,8,新馬,35.5,中団,初
4,,4,,,,,エイシンリーガル,,牡,3,2,7,4,函館,T,1800,良,5,12,未勝利,34.9,中団,3,6,13,阪神,T,1800,良,6,11,未勝利,36.1,中団,3,5,24,京都,T,1600,良,9,13,未勝利,35.0,後方,9,3,22,中京,T,1600,良,14,12,未勝利,35.2,後方,初,,,,,,,,,,,,
