レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010801,2026.8.16,日,札幌,1札8,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,牝,馬齢,３歳
5,,5,,,,,ストロングボンド,,セ,3,2,8,2,札幌,D,1000,良,11,11,２勝ｸﾗｽ,37.7,先行,3,7,12,函館,D,1000,不,8,12,噴火湾特･2勝,35.0,後方,32,11,27,園田,D,1400,稍,12,8,兵庫ジG2,----,後方,2,11,16,福島,T,1200,良,16,16,福島２歳,36.7,中団,6,10,3,船橋,D,1200,良,1,3,フュー,----,逃げ,14
5,,6,,,,,マメタンク,,牡,3,5,7,12,函館,D,1000,不,5,1,噴火湾特･2勝,34.6,中団,2,6,27,函館,D,1000,重,1,1,１勝ｸﾗｽ,34.0,先行,7,5,9,京都,D,1200,良,2,1,１勝ｸﾗｽ*,36.2,差し,9,3,7,阪神,D,1200,稍,3,2,１勝ｸﾗｽ*,37.7,先行,2,2,22,阪神,D,1400,良,7,3,１勝ｸﾗｽ*,38.8,中団,19
6,,7,,,,,タッカージーティー,,牝,4,7,6,27,福島,D,1150,稍,4,6,さくらん･2勝,36.1,先行,4,5,30,京都,D,1200,良,3,9,２勝ｸﾗｽ,37.0,逃げ,8,4,4,中山,D,1200,重,6,11,２勝ｸﾗｽ,36.5,中団,5,3,1,中山,D,1200,良,7,6,２勝ｸﾗｽ,35.6,後方,10,12,20,中山,D,1200,良,10,6,２勝ｸﾗｽ,36.9,中団,12
6,B,8,,,,,クインズシフォン,,牝,4,2,8,2,札幌,D,1000,良,3,10,２勝ｸﾗｽ,34.3,追込,8,6,7,東京,D,1400,良,13,10,八王子特･2勝,38.2,先行,8,4,11,中山,D,1200,稍,6,6,２勝ｸﾗｽ・牝,36.6,中団,9,2,8,小倉,D,1000,良,1,4,１勝ｸﾗｽ,35.9,差し,3,1,17,中山,D,1200,良,3,9,１勝ｸﾗｽ,37.1,差し,3
7,,9,,,,,ウーマンズパワー,,牝,3,2,8,1,札幌,D,1000,稍,1,1,１勝ｸﾗｽ・牝,35.1,逃げ,26,1,31,小倉,D,1000,良,1,1,未勝利,36.0,先行,8,12,6,阪神,D,1200,良,4,1,未勝利*,38.2,先行,3,11,16,福島,D,1150,良,2,2,未勝利*,37.4,逃げ,3,10,25,新潟,D,1200,良,2,3,未勝利*,38.1,先行,8
7,B,10,,,,,パールフロント,,牝,4,2,8,2,札幌,D,1000,良,2,1,２勝ｸﾗｽ,34.9,差し,4,7,4,小倉,D,1000,不,2,4,雲仙特別･2勝,33.5,追込,12,4,12,福島,D,1150,良,7,2,喜多方特･2勝,36.7,中団,8,2,14,小倉,D,1000,良,5,2,伊万里特･2勝,35.5,中団,2,1,31,小倉,D,1000,良,4,3,有田特別･2勝,35.9,差し,10
8,,11,,,,,フェデルミエール,,牝,4,6,7,5,福島,T,1200,良,14,14,郡山特Ｈ･2勝,35.5,後方,10,4,26,東京,T,1400,良,11,10,２勝ｸﾗｽ・牝,34.5,先行,5,3,24,高知,D,1400,稍,10,8,はりま,----,中団,9,1,17,中山,D,1200,良,14,16,２勝ｸﾗｽ,39.0,先行,5,12,13,中山,D,1200,良,9,7,２勝ｸﾗｽ,37.6,中団,3
8,B,12,,,,,キーガッツ,,牡,4,5,7,11,函館,T,1200,稍,11,5,ＨＴＢ杯･2勝,35.7,中団,12,4,19,福島,D,1150,良,1,2,１勝ｸﾗｽ,37.0,先行,15,1,4,京都,D,1200,良,5,8,１勝ｸﾗｽ,36.5,先行,2,12,21,中京,D,1200,稍,4,2,１勝ｸﾗｽ,37.0,先行,5,11,15,福島,D,1150,良,5,1,１勝ｸﾗｽ,38.1,先行,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010811,2026.8.16,日,札幌,1札8,11,札幌記念,Ｇ２,芝,2000,A,4,良(暫定),晴(暫定),16,15:45,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,オニャンコポン,,セ,7,5,7,12,福島,T,2000,稍,3,15,七夕賞ＨG3,35.4,差し,2,6,28,函館,T,2000,良,12,15,函館記念ＨG3,35.0,後方,7,5,9,東京,T,1800,良,15,16,エプソムG3,33.8,中団,6,3,29,阪神,T,1600,良,11,7,六甲Ｓ(L),34.9,中団,4,3,1,中山,T,1800,良,11,10,中山記念G2,34.9,先行,7
1,,2,,,,,イガッチ,,牡,4,4,7,18,函館,D,1700,良,10,5,マリーンＨ,39.1,中団,3,6,28,函館,T,2000,良,6,1,函館記念ＨG3,35.2,中団,9,4,26,京都,T,1800,良,1,5,センテＨ･3勝,34.1,先行,13,1,25,小倉,T,1800,良,5,2,壇之浦Ｓ･3勝,34.0,先行,6,12,14,中山,T,1800,稍,1,3,霞ヶ浦特･2勝,35.8,先行,3
2,,3,,,,,ピンクジン,,牝,6,5,7,11,函館,T,1800,稍,5,9,五稜郭Ｓ･3勝,34.4,後方,12,4,19,中山,T,2200,良,14,15,サンシＨ･3勝,34.8,先行,7,3,1,小倉,T,2000,良,13,11,関門橋Ｓ･3勝,37.1,中団,7,1,10,中山,T,2200,良,5,17,迎春Ｓ･3勝,34.9,先行,2,12,28,阪神,T,2000,良,6,7,サンクフ･3勝,34.9,先行,2
2,,4,,,,,マジックサンズ,,牡,4,7,6,28,函館,T,2000,良,5,4,函館記念ＨG3,34.9,中団,7,5,9,東京,T,1800,良,4,6,エプソムG3,33.2,差し,10,3,1,中山,T,1800,良,6,6,中山記念G2,34.1,中団,3,2,10,東京,T,1600,良,12,7,東京新聞G3,33.0,後方,11,11,23,京都,T,1600,良,8,9,マイルチG1,32.8,後方,5
3,,5,,,,,エコロヴァルツ,,牡,5,19,4,5,阪神,T,2000,良,14,7,大阪杯G1,37.9,中団,5,3,1,中山,T,1800,良,3,2,中山記念G2,34.2,先行,14,11,22,福島,T,2000,良,2,1,福島記念ＨG3,33.8,差し,3,11,2,東京,T,2000,良,11,13,天皇賞秋G1,33.3,先行,11,8,17,中京,T,1600,良,4,2,中京記念G3,33.5,先行,10
3,,6,,,,,ローシャムパーク,,牡,7,12,5,24,香港,T,2400,良,6,--,ＣＣＣG1,----,不明,8,3,28,中山,T,2500,良,3,3,日経賞G2,35.5,差し,15,12,14,香港,T,2000,良,5,--,香港ＣG1,----,不明,5,11,9,東京,T,2500,良,12,5,アルゼンＨG2,34.6,中団,21,6,15,阪神,T,2200,稍,15,9,宝塚記念G1,37.8,中団,9
4,,7,,,,,ショウヘイ,,牡,4,19,4,5,阪神,T,2000,良,10,4,大阪杯G1,36.2,先行,10,1,25,中山,T,2200,良,1,3,アメリカG2,35.1,先行,13,10,26,京都,T,3000,稍,14,3,菊花賞G1,36.7,先行,5,9,21,阪神,T,2400,良,2,1,神戸新聞G2,32.9,先行,16,6,1,東京,T,2400,良,3,6,東京優駿G1,34.3,先行,3
4,,8,,,,,サクラファレル,,牡,4,14,5,9,東京,T,1800,良,5,1,エプソムG3,33.9,先行,11,2,22,東京,T,2000,良,1,1,ＪＣ２Ｈ･3勝,34.5,先行,23,9,15,中山,T,2200,良,5,6,セントラG2,35.2,先行,5,8,9,札幌,T,2000,稍,1,1,藻岩山特･2勝,34.7,逃げ,3,7,19,函館,T,1800,良,1,1,湯浜特別･1勝,34.1,逃げ,4
5,B,9,,,,,マイネルモーント,,牡,6,5,7,12,福島,T,2000,稍,2,6,七夕賞ＨG3,35.7,差し,9,5,9,東京,T,1800,良,12,14,エプソムG3,33.2,後方,4,4,12,福島,T,2000,良,4,4,福島民報(L),34.9,差し,6,3,1,中山,T,1800,良,4,9,中山記念G2,33.9,差し,4,1,31,東京,T,2000,良,8,10,白富士Ｓ(L),35.2,先行,4
5,,10,,,,,アドマイヤテラ,,牡,5,15,5,3,京都,T,3200,良,3,2,天皇賞春G1,34.7,差し,6,3,22,阪神,T,3000,良,1,1,阪神大賞G2,34.1,先行,12,12,28,中山,T,2500,良,11,9,有馬記念G1,36.1,先行,4,11,30,東京,T,2400,良,止,10,ＪＣG1,----,,8,10,5,京都,T,2400,稍,4,1,京都大賞G2,34.8,先行,18
6,,11,,,,,アラタ,,牡,9,7,6,28,函館,T,2000,良,10,12,函館記念ＨG3,34.7,後方,15,3,15,中京,T,2000,良,10,14,金鯱賞G2,34.3,中団,11,12,28,中山,T,2500,良,15,15,有馬記念G1,35.9,後方,5,11,22,福島,T,2000,良,4,9,福島記念ＨG3,34.3,先行,14,8,17,札幌,T,2000,稍,3,13,札幌記念G2,35.0,差し,15
6,,12,,,,,ゼンダンハヤブサ,,牡,4,4,7,19,小倉,T,2000,良,1,10,小倉記念ＨG3,34.7,差し,5,6,14,阪神,T,1600,良,5,11,花のみち･3勝,33.7,中団,4,5,17,京都,T,1600,良,5,7,錦ＳＨ･3勝,32.7,中団,4,4,19,阪神,T,1600,良,5,9,立雲峡Ｓ･3勝,33.7,後方,8,2,22,阪神,T,1600,良,1,6,天神橋Ｈ･2勝,32.9,追込,2
7,,13,,,,,グランディア,,セ,7,13,5,16,新潟,T,2000,良,1,7,新潟大賞ＨG3,33.7,差し,10,3,8,阪神,T,1800,良,3,2,大阪城Ｓ(L),34.4,差し,9,1,4,中山,T,2000,良,3,4,中山金杯ＨG3,34.0,差し,2,12,21,中山,T,1800,重,2,3,ディセン(L),34.9,差し,25,6,29,函館,T,2000,良,13,5,函館記念ＨG3,36.5,中団,11
7,,14,,,,,レディネス,,牡,4,5,7,12,函館,T,1800,重,10,4,巴賞,35.8,中団,23,1,31,東京,T,2000,良,4,3,白富士Ｓ(L),33.8,先行,8,12,7,阪神,T,1800,良,1,4,元町ＳＨ･3勝,33.1,先行,7,10,19,東京,T,1800,良,16,3,甲斐路Ｈ･3勝,35.1,中団,20,6,1,東京,T,2400,良,17,9,東京優駿G1,38.0,中団,4
8,,15,,,,,シェイクユアハート,,牡,6,9,6,14,阪神,T,2200,重,14,11,宝塚記念G1,36.9,中団,13,3,15,中京,T,2000,良,1,8,金鯱賞G2,33.5,差し,4,2,15,京都,T,2200,良,4,5,京都記念G2,33.7,差し,9,12,13,中京,T,2000,良,1,3,中日新聞ＨG3,33.2,差し,4,11,15,京都,T,2000,良,2,2,アンドロ(L),34.6,差し,11
8,,16,,,,,ホウオウビスケッツ,,牡,6,19,4,8,川崎,D,2100,稍,11,5,川崎記G1,----,中団,3,3,15,中京,T,2000,良,12,4,金鯱賞G2,36.1,逃げ,15,11,30,東京,T,2400,良,16,14,ＪＣG1,37.7,先行,4,11,2,東京,T,2000,良,13,7,天皇賞秋G1,33.5,先行,4,10,5,東京,T,1800,良,2,2,毎日王冠G2,33.8,逃げ,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081601010812,2026.8.16,日,札幌,1札8,12,阿寒湖特別,2勝,芝,2600,A,6,良(暫定),晴(暫定),14,16:30,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レイデラティエラ,,牡,4,2,8,2,札幌,T,2600,良,1,8,１勝ｸﾗｽ,36.4,逃げ,4,7,5,小倉,T,2000,重,7,8,１勝ｸﾗｽ,37.3,後方,7,5,17,京都,T,2000,良,6,4,１勝ｸﾗｽ,35.5,先行,2,5,3,京都,T,2000,良,3,4,１勝ｸﾗｽ,34.1,追込,15,1,18,京都,T,2400,良,11,9,１勝ｸﾗｽ,36.9,中団,4
2,,2,,,,,ダノンヒストリー,,牡,3,6,7,4,函館,T,2600,良,1,1,１勝ｸﾗｽ,35.7,先行,32,11,24,東京,T,1800,良,7,1,東京スポG2,33.5,後方,24,6,8,東京,T,1800,良,1,1,新馬,34.8,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ゲンジ,,牡,4,7,6,28,福島,T,2600,良,1,3,１勝ｸﾗｽ,34.1,先行,3,6,6,東京,T,2400,良,4,7,稲城特別･1勝,33.6,差し,4,5,10,新潟,T,2400,良,2,6,荒川峡特･1勝,35.7,先行,2,4,26,福島,T,2000,良,7,3,飯盛山特･1勝,35.6,中団,2,4,12,福島,T,2600,良,5,1,燧ヶ岳特･1勝,35.9,先行,8
3,B,4,,,,,マイネルゼウス,,牡,4,4,7,18,函館,T,2600,良,1,6,１勝ｸﾗｽ,37.4,逃げ,4,6,20,函館,T,2600,良,4,2,駒ケ岳特･1勝,34.7,差し,8,4,26,福島,T,2000,良,4,5,飯盛山特･1勝,35.6,先行,8,3,1,小倉,T,2000,良,7,1,唐戸特別･1勝,35.8,先行,2,2,15,小倉,T,2000,稍,3,3,１勝ｸﾗｽ,36.1,逃げ,2
4,,5,,,,,パープルクラウド,,牡,6,13,5,17,京都,T,2400,良,8,9,白川特別･2勝,36.0,後方,12,2,21,小倉,T,2600,良,15,15,皿倉山特･2勝,37.4,中団,4,1,24,小倉,T,2600,良,5,9,海の中道･2勝,35.2,中団,10,11,16,福島,T,2600,良,11,16,三陸特別･2勝,35.6,中団,13,8,17,札幌,T,2600,稍,12,13,阿寒湖特･2勝,39.1,中団,6
4,,6,,,,,アスクデッドヒート,,牡,4,3,7,25,札幌,T,2600,良,4,4,ライラッ･2勝,35.5,差し,3,7,5,函館,T,2600,良,2,3,横津岳Ｈ･2勝,34.9,差し,5,5,31,東京,T,2400,良,5,5,青嵐賞･2勝,33.6,中団,2,5,17,京都,T,2400,良,5,3,白川特別･2勝,34.2,後方,3,4,26,福島,T,2600,良,1,2,１勝ｸﾗｽ,35.0,先行,8
5,,7,,,,,ブリヤディアマンテ,,牡,4,6,7,5,函館,T,2600,良,8,10,横津岳Ｈ･2勝,35.2,後方,21,2,7,京都,T,2000,良,8,6,２勝ｸﾗｽ,35.6,後方,2,1,24,小倉,T,2600,良,8,7,海の中道･2勝,36.3,後方,10,11,15,福島,T,2600,良,1,7,１勝ｸﾗｽ,36.3,差し,連,11,9,福島,T,2600,良,13,4,１勝ｸﾗｽ,35.4,後方,10
5,,8,,,,,レイデラルース,,牡,5,3,7,25,札幌,T,2600,良,5,7,ライラッ･2勝,36.3,先行,12,5,2,東京,T,2400,良,7,9,２勝ｸﾗｽ,35.8,先行,4,4,5,中山,T,2500,稍,4,8,安房特別･2勝,37.9,差し,11,1,18,中山,T,2200,良,9,7,２勝ｸﾗｽ,35.0,ﾏｸﾘ,59,12,1,中山,T,2500,良,3,4,２勝ｸﾗｽ,36.2,先行,10
6,,9,,,,,サラトガチップス,,牡,5,7,6,28,小倉,T,2600,良,2,2,帆柱山特･2勝,34.5,先行,16,3,7,中山,T,2500,稍,2,4,潮来特Ｈ･2勝,37.1,差し,6,1,24,小倉,T,2600,良,6,3,海の中道･2勝,35.7,先行,29,7,6,小倉,T,2600,良,2,3,九州スポ･2勝,37.0,先行,20,2,16,小倉,T,2600,良,1,2,１勝ｸﾗｽ,37.1,先行,3
6,,10,,,,,ドッビアーコ,,セ,5,3,7,25,札幌,T,2600,良,6,11,ライラッ･2勝,36.4,逃げ,4,6,27,函館,T,2000,稍,9,10,洞爺湖特･2勝,35.7,後方,15,3,15,阪神,D,1800,良,11,8,２勝ｸﾗｽ,42.8,逃げ,2,2,28,小倉,D,1700,重,12,12,早鞆特Ｈ･2勝,38.3,中団,9,12,28,阪神,D,1800,良,10,7,２勝ｸﾗｽ,38.4,中団,13
7,,11,,,,,ライフセービング,,牡,5,3,7,25,札幌,T,2600,良,3,10,ライラッ･2勝,35.3,差し,3,7,5,函館,T,2600,良,7,9,横津岳Ｈ･2勝,35.0,後方,15,3,21,阪神,T,2600,良,5,8,淡路特別･2勝,34.0,後方,2,3,7,阪神,T,2000,良,7,6,千里山Ｈ･2勝,35.0,中団,8,1,12,京都,T,2400,良,9,8,琵琶湖特･2勝,35.6,後方,3
7,,12,,,,,ジュンツバメガエシ,,牡,6,3,7,25,札幌,T,2600,良,2,2,ライラッ･2勝,35.3,差し,3,7,5,函館,T,2600,良,5,7,横津岳Ｈ･2勝,34.8,中団,32,11,24,東京,T,2400,良,3,2,南武特別･2勝,34.6,差し,3,11,1,東京,T,2400,良,2,3,本栖湖Ｈ･2勝,34.1,先行,9,8,31,中京,T,2200,良,2,3,美濃特別･2勝,33.1,先行,5
8,,13,,,,,ラーシャローム,,牡,4,6,7,5,函館,T,2600,良,4,4,横津岳Ｈ･2勝,35.3,先行,11,4,19,福島,T,2600,良,2,3,奥の細道･2勝,35.0,追込,6,3,7,中山,T,2500,稍,4,9,潮来特Ｈ･2勝,36.9,追込,10,12,28,中山,T,2500,良,9,9,グッドＨ･2勝,35.9,後方,9,10,26,京都,T,3000,稍,17,16,菊花賞G1,39.2,後方,10
8,,14,,,,,リアルファインド,,牡,5,6,7,5,函館,T,2600,良,6,8,横津岳Ｈ･2勝,35.2,先行,11,4,19,福島,T,2600,良,4,9,奥の細道･2勝,35.9,差し,9,2,15,小倉,T,2600,稍,1,12,１勝ｸﾗｽ,35.4,逃げ,14,11,9,福島,T,2600,良,5,15,１勝ｸﾗｽ,35.4,中団,24,5,25,東京,T,2400,稍,6,6,１勝ｸﾗｽ,34.7,先行,24
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081604020801,2026.8.16,日,新潟,2新8,1,,未勝利,芝,1600,A,2,良(暫定),晴(暫定),18,09:40,牝,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サトノスプレマシー,,牝,2,3,7,25,新潟,T,1600,良,5,3,新馬・牝,32.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ユタライト,,牝,2,9,6,13,東京,T,1600,良,6,2,新馬・牝,35.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ビーズスティンガー,,牝,2,2,8,1,新潟,T,1400,良,14,12,新馬,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,アテナブレイブ,,牝,2,3,7,26,新潟,T,1400,良,6,3,未勝利・牝*,35.6,先行,7,6,6,東京,T,1600,良,4,5,新馬,33.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,アルアンダルス,,牝,2,7,6,28,福島,T,1800,良,12,10,新馬,36.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,スケルツォテソーロ,,牝,2,9,6,14,函館,T,1000,良,6,7,新馬,34.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,クラオルグジェシダ,,牝,2,2,8,2,新潟,T,1600,良,5,9,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,,,,,インサイドエッジ,,牝,2,8,6,20,東京,T,1400,稍,2,8,新馬・牝,33.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,シュネーバレン,,牝,2,2,8,2,新潟,T,1600,良,5,6,未勝利*,34.2,先行,2,7,18,福島,T,1200,良,3,2,未勝利*,35.7,差し,2,7,5,福島,T,1200,良,2,2,新馬,36.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,,,,,スターリーデー,,牝,2,8,6,20,東京,T,1400,稍,6,5,新馬・牝,34.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,フランベリー,,牝,2,4,7,18,福島,T,1800,良,14,12,新馬・牝,38.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,レーゲンシャウアー,,牝,2,2,8,2,新潟,T,1600,良,12,13,新馬,35.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,トリプティーク,,牝,2,3,7,25,新潟,T,1800,良,9,9,未勝利*,35.5,先行,4,6,28,福島,T,1800,良,9,14,新馬,36.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081604020802,2026.8.16,日,新潟,2新8,2,,未勝利,芝,2400,A,4,良(暫定),晴(暫定),18,10:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アグアフレスカ,,牝,3,5,7,12,函館,T,2600,重,6,7,未勝利,37.5,先行,4,6,14,東京,D,2100,稍,13,3,未勝利,40.8,中団,7,4,26,東京,T,2400,良,6,5,未勝利,35.1,逃げ,9,2,21,東京,T,2400,良,6,7,未勝利,35.2,中団,6,1,11,中山,T,2200,良,8,10,未勝利,36.0,中団,4
1,B,2,,,,,ノブステップ,,牡,3,2,8,2,新潟,T,1400,良,11,14,未勝利,35.1,中団,20,3,15,中山,D,1200,良,10,6,未勝利,38.3,後方,13,12,13,阪神,T,1200,良,8,9,未勝利*,34.0,後方,2,11,29,東京,T,1800,良,9,7,未勝利*,34.7,中団,20,7,12,福島,T,1800,良,4,7,未勝利*,37.2,追込,3
2,,3,,,,,サヴマ,,牡,3,2,8,2,新潟,T,2200,良,3,10,未勝利,35.5,先行,2,7,18,福島,T,2000,良,12,6,未勝利,38.2,先行,27,1,10,中山,T,2000,良,4,6,新馬,35.3,ﾏｸﾘ,初,,,,,,,,,,,,,,,,,,,,,,,,
2,B,4,,,,,レイランディ,,牡,3,8,6,21,東京,D,2100,不,13,13,未勝利,38.1,後方,10,4,11,中山,D,1800,重,12,6,未勝利,41.7,後方,3,3,21,中山,T,2200,良,7,8,未勝利,36.4,後方,6,2,10,東京,T,2400,良,9,10,未勝利,36.3,先行,22,9,7,中山,T,2000,良,5,6,未勝利*,34.1,後方,3
3,B,5,,,,,ベルトラッキ,,牡,3,4,7,18,福島,T,2000,良,7,3,未勝利,36.6,中団,2,7,4,福島,T,2600,稍,5,2,未勝利,35.5,後方,6,5,23,新潟,T,2400,稍,5,1,未勝利,36.1,先行,5,4,18,福島,T,2600,良,2,1,未勝利,34.4,差し,6,3,7,中山,T,2200,稍,5,2,未勝利,36.5,中団,4
3,B,6,,,,,アイスアイスベイビ,,牡,3,6,7,4,福島,T,2600,稍,9,8,未勝利,37.1,先行,7,5,17,東京,D,2100,良,4,3,未勝利,38.6,差し,2,5,2,新潟,T,2200,稍,5,3,未勝利,36.9,先行,5,3,29,中山,T,2200,良,5,9,未勝利,36.3,中団,3,3,7,中山,T,2200,稍,7,6,未勝利,36.5,中団,4
4,,7,,,,,ラウターユーベル,,牡,3,7,6,27,函館,T,1800,稍,10,13,未勝利,35.1,後方,4,5,31,東京,T,1600,良,7,10,未勝利,34.0,後方,2,5,17,東京,T,1800,良,8,13,未勝利,33.4,後方,連,5,7,船橋,D,1600,良,5,5,ナイス,----,逃げ,13,2,7,京都,D,1900,良,8,8,未勝利,40.6,中団,2
4,,8,,,,,コンティ,,牝,3,8,6,21,函館,T,1800,良,9,5,未勝利,35.5,中団,20,1,31,東京,T,1800,良,9,1,新馬,33.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ノアソノマ,,セ,3,4,7,18,福島,T,2000,良,15,16,未勝利,37.8,後方,5,6,14,東京,D,1300,稍,15,11,未勝利,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,フライングビーナス,,牝,3,5,7,11,福島,T,1800,良,10,10,未勝利,34.8,後方,6,5,30,東京,T,2000,良,11,5,未勝利,35.4,先行,7,4,11,福島,T,2000,良,7,6,未勝利,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,シャリキモン,,牡,3,2,8,1,中京,T,2000,良,9,3,未勝利,35.7,中団,4,7,4,小倉,T,2600,重,4,3,未勝利,38.8,ﾏｸﾘ,6,5,24,京都,T,2000,良,4,4,未勝利,35.8,先行,2,5,10,京都,T,2000,良,3,10,未勝利,36.0,ﾏｸﾘ,4,4,11,阪神,T,2000,稍,6,7,未勝利,35.7,後方,7
6,,12,,,,,ゴールドエンバー,,牡,3,9,6,13,東京,T,2400,稍,8,6,未勝利,34.9,中団,2,5,30,東京,T,2400,良,2,11,未勝利,34.4,差し,4,5,2,新潟,T,2200,稍,8,13,未勝利,36.2,後方,11,2,15,東京,D,2100,良,9,11,未勝利,39.9,中団,2,2,1,東京,D,2100,良,6,5,未勝利,40.2,後方,3
7,B,13,,,,,ヨーゼフ,,牡,3,6,7,4,福島,T,2600,稍,8,15,未勝利,36.0,中団,6,5,23,新潟,T,2400,稍,13,13,未勝利,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
