レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010201,2026.7.26,日,札幌,1札2,1,,未勝利,ダート,1000,,2,,,12,10:00,,馬齢,２歳
7,,10,,,,,クラウスーラ,,牝,2,2,7,11,函館,D,1000,稍,2,1,未勝利*,35.7,先行,3,6,20,函館,D,1000,良,2,1,新馬,36.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,パンジャケリー,,牡,2,4,6,28,函館,T,1200,良,8,4,未勝利*,37.4,先行,2,6,14,函館,T,1000,良,4,2,新馬,34.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,,,,,レジェンドヴァーサ,,牡,2,2,7,11,函館,T,1200,稍,11,11,新馬,35.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010202,2026.7.26,日,札幌,1札2,2,,未勝利,ダート,1700,,4,,,14,10:30,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ラストシャイニー,,牝,3,3,7,5,函館,T,1200,良,14,11,未勝利・牝,35.0,後方,8,5,9,新潟,D,1200,稍,8,3,未勝利・牝,39.9,中団,4,4,11,中山,D,1200,重,4,8,未勝利,37.8,先行,4,3,15,中山,D,1200,良,6,7,未勝利・牝,38.9,先行,8,1,17,中山,D,1200,良,8,9,未勝利,39.1,中団,2
2,B,2,,,,,ビレッジルイーザ,,牝,3,2,7,11,福島,D,1700,良,2,4,未勝利・牝,38.5,逃げ,5,6,6,東京,D,1600,稍,8,5,未勝利・牝,39.1,先行,3,5,17,東京,D,1600,良,2,5,未勝利・牝,39.1,先行,9,3,14,中山,D,1800,良,10,9,未勝利・牝,41.4,逃げ,2,3,1,中山,D,1800,稍,9,8,未勝利・牝,43.1,逃げ,5
3,,3,,,,,チカマヨルキーナ,,牝,3,2,7,11,函館,D,1700,重,12,12,未勝利・牝,38.1,後方,11,4,25,福島,D,1700,良,9,6,未勝利・牝,40.3,中団,8,2,28,小倉,D,1700,不,11,5,未勝利・牝,39.6,中団,2,2,14,小倉,D,1700,良,4,7,未勝利・牝,39.0,差し,27,8,10,札幌,D,1700,稍,10,13,未勝利*,41.2,中団,2
4,,4,,,,,ハスカップジャム,,牝,3,3,7,4,函館,D,1700,良,7,9,未勝利・牝,40.8,逃げ,4,6,6,東京,T,2000,良,16,9,未勝利,37.7,先行,16,2,15,東京,D,1600,良,6,15,新馬,37.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ルージュボニート,,牝,3,3,7,4,函館,D,1700,良,5,5,未勝利・牝,39.6,先行,3,6,13,東京,D,1600,重,8,8,未勝利・牝,37.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,プルーフリーディン,,牝,3,4,6,27,函館,D,1700,重,2,5,未勝利・牝,37.3,先行,4,5,31,京都,D,1800,良,4,5,未勝利・牝,38.6,先行,4,5,3,京都,D,1800,稍,5,6,未勝利・牝,38.2,中団,3,4,11,阪神,D,1800,重,5,3,未勝利・牝,39.4,中団,10,2,1,京都,D,1800,良,2,4,未勝利・牝,37.9,先行,3
7,,7,,,,,サマースプラッシュ,,牝,3,2,7,11,函館,D,1700,重,9,13,未勝利・牝,37.5,中団,3,6,20,東京,D,1600,不,8,12,未勝利・牝,37.5,中団,3,5,31,東京,D,1600,良,5,14,未勝利・牝,38.6,中団,6,4,19,中山,T,1600,良,10,10,１勝ｸﾗｽ*,37.5,後方,5,3,15,中山,D,1200,良,15,13,未勝利・牝,38.3,後方,12
7,,8,,,,,ルパピヨンブラン,,牝,3,2,7,11,小倉,D,1700,良,6,3,未勝利,39.9,中団,8,5,17,京都,D,1800,良,2,5,未勝利・牝,38.1,先行,連,5,12,川崎,D,1400,良,3,1,メイフ,----,差し,6,3,29,阪神,D,1800,良,2,9,未勝利・牝,38.4,差し,5,2,22,阪神,D,1800,良,5,4,未勝利・牝,38.7,後方,5
8,,9,,,,,スリーケイ,,牝,3,2,7,12,函館,D,1700,不,6,8,未勝利,39.0,逃げ,5,6,7,阪神,D,1800,良,6,7,未勝利,38.8,中団,7,4,19,阪神,D,1800,良,10,8,未勝利,38.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,10,,,,,ワイルドカグラ,,牝,3,6,6,14,阪神,D,1800,良,6,10,未勝利・牝,39.2,先行,4,5,17,京都,D,1800,良,10,8,未勝利・牝,39.7,逃げ,13,2,14,京都,D,1800,稍,8,8,新馬,42.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010203,2026.7.26,日,札幌,1札2,3,,未勝利,芝,1200,A,2,,,16,11:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロンドンプライド,,牝,3,2,7,11,函館,T,1200,稍,3,11,未勝利,35.5,先行,9,5,10,東京,D,1400,良,9,10,未勝利,39.1,逃げ,2,4,25,東京,D,1600,稍,12,8,未勝利・牝,42.9,逃げ,28,10,13,東京,D,1600,良,止,10,未勝利・牝*,----,,13,7,12,福島,T,1800,良,9,6,未勝利*,38.9,先行,3
1,,2,,,,,ランスオブラヴ,,牝,3,3,7,4,小倉,T,1200,重,6,3,未勝利,36.4,先行,連,6,28,小倉,T,1200,良,3,9,未勝利・牝,35.8,先行,8,5,3,新潟,T,1800,良,7,14,未勝利,34.3,逃げ,2,4,19,阪神,D,1400,良,14,8,未勝利,39.5,後方,19,12,7,阪神,T,1600,良,10,14,新馬,34.9,先行,初
2,,3,,,,,サトノシュトローム,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ロジスカヤ,,牝,3,3,7,4,福島,T,1200,稍,4,6,未勝利・牝,33.8,追込,10,4,26,福島,T,1200,良,7,7,未勝利・牝,34.2,中団,2,4,12,福島,T,1200,良,3,8,未勝利,34.9,差し,11,1,25,中山,T,1600,良,10,7,未勝利,37.5,逃げ,10,11,15,福島,T,1200,良,12,10,未勝利*,36.3,先行,11
3,,5,,,,,ティンクルバレット,,牝,3,6,6,13,函館,T,1200,稍,14,8,未勝利,36.0,後方,11,3,28,阪神,D,1200,稍,10,3,未勝利・牝,39.2,先行,7,2,8,小倉,T,1200,良,9,5,未勝利・牝,35.4,中団,2,1,25,小倉,T,1200,良,4,9,未勝利,34.4,先行,14,10,19,京都,T,1400,良,9,8,新馬,35.4,中団,初
3,,6,,,,,モノノケ,,牝,3,4,6,28,函館,D,1700,稍,11,14,未勝利,39.1,中団,2,6,13,函館,D,1000,稍,8,10,未勝利,35.3,後方,9,4,12,阪神,D,1200,稍,9,10,未勝利,37.2,後方,2,3,28,阪神,D,1200,稍,8,12,未勝利・牝,36.6,後方,18,11,22,京都,D,1200,良,12,7,未勝利・牝*,38.0,中団,3
4,,7,,,,,フリーダムスタイル,,牝,3,4,6,27,函館,T,1200,重,10,7,未勝利,34.7,後方,2,6,14,函館,T,1200,良,4,9,未勝利,34.6,差し,13,3,15,中京,T,1400,良,15,11,未勝利,36.9,先行,21,10,19,京都,T,1400,良,5,12,新馬,34.4,中団,初,,,,,,,,,,,,
4,B,8,,,,,ハルヒメ,,牝,3,3,7,5,函館,T,1200,良,5,5,未勝利・牝,34.8,中団,2,6,21,函館,T,1200,良,2,3,未勝利・牝,35.4,先行,4,5,24,新潟,T,1200,稍,2,1,未勝利,36.2,先行,2,5,9,新潟,T,1200,良,2,9,未勝利・若,36.5,先行,10,3,1,小倉,D,1000,稍,13,8,未勝利,37.9,後方,5
5,,9,,,,,ユナダイヤ,,牝,3,2,7,11,函館,T,1200,稍,5,14,未勝利,35.4,中団,9,5,10,京都,D,1200,良,9,15,未勝利,37.5,中団,2,4,25,福島,D,1150,良,7,12,未勝利,37.8,中団,4,3,28,阪神,D,1200,稍,11,10,未勝利・牝,37.6,中団,6,2,18,笠松,D,1400,良,4,2,加納宿,----,先行,10
5,,10,,,,,アンジュラフィーユ,,牝,3,11,5,9,京都,T,1400,良,6,6,未勝利,34.0,先行,2,4,26,京都,T,1200,良,8,2,未勝利,34.4,先行,4,3,29,中京,T,1200,良,3,4,未勝利,34.6,先行,11,1,12,京都,D,1400,良,6,5,未勝利・牝,39.2,先行,5,12,7,阪神,T,1400,良,7,5,未勝利*,34.6,中団,2
6,B,11,,,,,メイショウテンジン,,牡,3,4,6,27,小倉,D,1000,不,11,4,未勝利,36.7,中団,11,4,11,福島,D,1150,良,3,2,未勝利,37.6,先行,3,3,22,阪神,D,1200,良,4,1,未勝利,37.0,先行,3,2,28,阪神,D,1200,良,4,6,未勝利,37.8,先行,12,12,7,阪神,D,1400,良,10,9,未勝利*,39.8,中団,11
6,,12,,,,,メーテルリンク,,牝,3,5,6,20,函館,T,1200,良,9,12,未勝利,35.6,中団,9,4,19,福島,T,1200,良,8,11,未勝利,34.0,中団,9,2,14,小倉,T,1200,良,12,16,未勝利,36.3,中団,13,11,16,東京,T,1400,良,10,14,未勝利・牝*,35.9,先行,3,10,25,新潟,T,1200,良,9,11,未勝利*,35.9,中団,12
7,,13,,,,,ムーンリットレイン,,牡,3,45,9,14,中山,T,1200,良,14,4,未勝利*,35.3,中団,4,8,16,中京,T,1200,良,5,7,新馬,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,モズヴイ,,牡,3,4,6,28,小倉,T,1200,良,5,4,未勝利,35.7,先行,9,4,26,福島,T,1200,良,6,4,未勝利,34.7,中団,8,3,1,小倉,T,1200,良,5,5,未勝利,36.1,先行,2,2,15,小倉,T,1200,稍,5,2,未勝利,36.0,先行,14,11,8,福島,T,1200,良,3,1,新馬,35.2,先行,初
8,,15,,,,,ガルフコースト,,牡,3,連,7,18,函館,T,1200,良,5,8,未勝利,35.3,中団,14,4,12,阪神,T,1600,良,17,13,未勝利,40.1,逃げ,12,1,18,京都,D,1800,良,9,3,未勝利,38.8,後方,2,1,4,京都,T,1800,良,9,5,新馬,35.0,中団,初,,,,,,,,,,,,
8,,16,,,,,クロノレガリス,,牝,3,14,4,19,福島,T,1200,良,16,6,未勝利,36.6,中団,10,2,10,京都,D,1200,良,8,7,未勝利,38.7,先行,6,12,27,中山,T,1600,良,6,11,新馬,36.1,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010204,2026.7.26,日,札幌,1札2,4,,未勝利,ダート,1700,,4,,,14,11:30,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,タイセイルビー,,牝,3,3,7,4,函館,T,1800,良,8,13,未勝利,34.8,中団,2,6,20,函館,D,1700,良,6,7,未勝利,38.5,中団,2,6,6,東京,D,1600,稍,5,3,未勝利・牝,38.2,中団,3,5,17,新潟,D,1800,良,4,1,未勝利・牝,39.3,追込,6,4,5,中山,D,1800,不,8,3,未勝利・牝,40.4,先行,3
2,,2,,,,,ケンブリッジ,,セ,3,23,2,15,東京,D,2100,良,13,8,未勝利,47.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,3,,,,,タイガーゲイト,,牡,3,10,5,16,新潟,D,1800,良,12,13,未勝利,42.6,後方,2,5,3,東京,D,1600,稍,11,12,未勝利,39.5,後方,2,4,19,福島,D,1700,良,7,11,未勝利,39.8,中団,11,2,1,東京,D,2100,良,12,8,未勝利,41.4,中団,4,1,4,中山,D,1800,稍,6,12,未勝利,40.9,中団,3
4,,4,,,,,アンミックス,,牝,3,5,6,20,函館,D,1700,良,7,4,未勝利・牝,39.8,逃げ,連,6,13,函館,D,1700,稍,2,10,未勝利・牝,38.8,先行,9,4,12,福島,D,1700,良,9,5,未勝利・牝,39.7,中団,4,3,14,阪神,D,1800,良,5,2,未勝利・牝,40.1,中団,7,1,25,中山,D,1800,良,3,1,新馬,40.8,先行,初
5,,5,,,,,メイショウタイザン,,牡,3,4,6,28,函館,D,1700,稍,4,4,未勝利,38.2,先行,2,6,13,函館,D,1700,稍,4,4,未勝利,38.9,差し,4,5,16,新潟,D,1800,良,4,3,未勝利,38.9,先行,4,4,18,福島,D,1700,良,4,3,未勝利,37.9,逃げ,9,2,18,笠松,D,1400,良,2,3,加納宿,----,先行,10
6,,6,,,,,ショウナンタヅナ,,牡,3,3,7,4,福島,D,1700,重,6,4,未勝利,37.8,中団,2,6,20,東京,D,1400,不,5,5,未勝利,36.7,先行,3,5,31,東京,D,1400,良,3,12,未勝利,36.7,追込,11,3,15,中山,D,1200,良,13,8,未勝利,37.0,後方,4,2,15,小倉,T,1200,稍,13,13,未勝利,35.6,後方,5
6,,7,,,,,ロスニーニョス,,牡,3,2,7,12,函館,D,1700,不,8,13,未勝利,38.9,中団,2,6,28,函館,D,1700,稍,8,9,未勝利,38.8,中団,3,6,7,阪神,D,1800,良,5,11,未勝利,38.6,中団,3,5,17,京都,D,1900,良,4,10,未勝利,38.7,差し,2,5,3,京都,T,1800,良,9,10,未勝利,35.8,先行,連
7,B,8,,,,,クルビデンス,,牡,3,6,6,13,函館,D,1000,稍,6,12,未勝利,35.4,中団,7,4,25,福島,D,1150,良,8,8,未勝利,37.7,中団,6,3,14,中京,D,1200,良,6,10,未勝利,38.4,先行,11,12,28,中山,D,1200,良,12,11,未勝利*,37.8,後方,9,10,25,東京,D,1400,稍,8,9,新馬,38.5,先行,初
7,,9,,,,,シンエンドーツダ,,牡,3,2,7,11,函館,D,1700,重,3,4,未勝利,38.4,先行,2,6,27,函館,D,1700,不,7,3,未勝利,38.7,先行,9,4,25,福島,D,1700,良,5,1,未勝利,37.8,後方,2,4,11,福島,D,1700,良,4,4,未勝利,37.9,差し,4,3,15,中山,D,1800,良,4,5,未勝利,39.2,先行,2
8,,10,,,,,セラサイト,,牝,3,2,7,12,函館,D,1700,不,3,9,未勝利,38.2,先行,2,6,27,函館,D,1000,不,10,7,未勝利・牝,35.5,後方,2,6,14,函館,D,1000,良,4,3,未勝利,35.7,差し,4,5,16,京都,D,1400,良,4,9,未勝利・牝,37.7,先行,3,4,26,福島,D,1700,良,5,5,未勝利・若,39.3,先行,7
8,,11,,,,,ホウオウショパン,,セ,3,2,7,12,福島,T,2000,稍,15,14,未勝利,40.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010205,2026.7.26,日,札幌,1札2,5,,新馬,芝,1800,A,4,,,14,12:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ジャストワナフライ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,サトノフルーク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,コスモトップ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,リアライズセレスト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ローザベッラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,レゾンフォルテ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,マイネルラビリンス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,ミラマルニ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,ノヴァヴェローチェ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,サンライズジャポネ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010206,2026.7.26,日,札幌,1札2,6,,未勝利,芝,2000,A,4,,,16,12:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,デルマタカチホ,,牡,3,15,4,12,中山,T,2200,良,7,13,未勝利,35.0,後方,2,3,29,阪神,T,2000,良,7,8,未勝利,36.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ミッキーテネシー,,牝,3,4,6,27,小倉,T,1800,重,5,3,未勝利・牝,34.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,カイユレ,,牝,3,9,5,24,京都,D,1800,良,15,10,未勝利・牝,47.4,後方,5,4,19,阪神,T,2000,良,14,9,未勝利・牝,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ダディーズソード,,牡,3,2,7,12,函館,T,2600,重,16,4,未勝利,44.6,後方,22,2,10,京都,T,2400,良,7,10,未勝利,36.3,中団,2,1,24,小倉,T,2000,良,8,11,新馬,34.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ブリリアンブルーム,,牝,3,5,6,21,函館,T,1200,良,14,13,未勝利・牝,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,サトノリアファル,,牡,3,4,6,27,福島,T,2000,良,6,9,未勝利,35.8,後方,8,5,3,東京,T,1800,良,10,8,未勝利,34.6,中団,5,3,29,中山,T,2200,良,13,8,未勝利,39.1,中団,12,1,4,中山,T,2000,良,12,5,新馬,34.9,後方,初,,,,,,,,,,,,
6,,7,,,,,スチョウプリンセス,,牝,3,5,6,20,函館,T,2000,良,6,15,未勝利,35.5,中団,5,5,16,東京,T,1400,良,14,14,未勝利,33.6,後方,9,3,15,阪神,T,1600,良,9,11,１勝ｸﾗｽ*,33.8,後方,6,2,1,小倉,T,1200,良,14,18,新馬,34.0,後方,初,,,,,,,,,,,,
6,,8,,,,,ゴコウコイコイ,,牝,3,3,7,5,函館,T,2000,良,8,6,未勝利,35.3,中団,2,6,20,函館,T,2000,良,3,11,未勝利,34.7,先行,4,5,23,新潟,T,2400,稍,8,9,未勝利,35.7,後方,4,4,25,福島,T,2000,良,7,2,未勝利・牝,35.8,中団,2,4,11,中山,T,2000,良,4,8,未勝利・牝,34.8,追込,4
7,,9,,,,,ヘイジュード,,牡,3,12,5,3,東京,T,2000,良,13,4,プリンシ(L),35.5,先行,7,3,15,中京,T,2200,良,2,1,未勝利,35.1,差し,3,2,21,東京,T,2400,良,4,1,未勝利,34.7,差し,2,2,7,東京,T,1800,良,3,1,新馬,34.1,追込,初,,,,,,,,,,,,
7,,10,,,,,スノーエルヴァ,,牝,3,14,4,18,福島,T,2600,良,13,11,未勝利,34.9,後方,連,4,11,福島,T,2600,良,12,7,未勝利,37.6,中団,7,2,22,東京,T,1800,良,13,11,未勝利,34.7,後方,15,11,9,東京,T,1800,良,10,5,未勝利*,35.5,後方,3,10,19,東京,T,1800,良,2,10,新馬,34.1,先行,初
8,,11,,,,,ジングアップ,,牡,3,4,6,28,函館,T,2600,良,5,5,未勝利,36.5,先行,4,5,30,東京,T,2400,良,4,4,未勝利,35.2,差し,20,1,11,中山,T,2200,良,6,7,未勝利,36.3,中団,11,10,25,東京,T,2000,良,7,8,新馬,34.3,後方,初,,,,,,,,,,,,
8,,12,,,,,ロッサコメータ,,牝,3,4,6,28,函館,T,2000,良,4,3,未勝利,36.6,先行,2,6,14,函館,T,1800,良,9,7,未勝利,35.1,中団,4,5,16,京都,T,1800,良,4,5,未勝利,34.5,差し,3,4,25,京都,T,1800,良,6,6,未勝利・牝,35.2,中団,9,2,21,阪神,T,1600,良,12,6,未勝利,35.2,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010207,2026.7.26,日,札幌,1札2,7,,1勝,ダート,1000,,2,,,12,13:20,,定量,３上
