レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010301,2026.4.18,土,福島,1福3,1,,未勝利,ダート,1150,,2,良(暫定),晴(暫定),16,09:45,,馬齢,３歳
4,,4,,,,,ムーンストラック,,牝,4,16,12,27,阪神,T,1800,良,8,9,１勝ｸﾗｽ,34.4,中団,4,11,29,東京,T,2400,良,5,8,１勝ｸﾗｽ,35.4,先行,3,11,8,福島,T,2000,良,4,10,三春駒特･1勝,35.2,差し,8,9,14,中山,T,2000,良,6,4,未勝利,35.1,中団,2,8,31,新潟,T,2200,良,4,2,未勝利,36.6,先行,4
5,,5,,,,,スイートオレンジ,,牝,4,5,3,14,中京,T,2200,良,6,3,鶴舞特別･1勝,36.4,先行,18,11,8,福島,T,2000,良,2,2,三春駒特･1勝,35.7,逃げ,3,10,18,新潟,T,2200,良,3,9,岩船特別･1勝,36.2,先行,9,8,16,新潟,T,2000,良,1,7,未勝利,35.5,先行,2,8,2,新潟,T,2000,良,3,9,未勝利・牝,35.5,先行,10
6,,6,,,,,シェーラ,,牝,4,4,3,22,中京,T,2000,良,4,13,１勝ｸﾗｽ・牝,33.7,差し,10,1,11,京都,T,2000,良,8,9,１勝ｸﾗｽ,35.1,先行,3,12,21,阪神,T,2200,重,4,16,１勝ｸﾗｽ,36.4,差し,17,8,24,中京,T,2000,良,1,3,未勝利,33.7,差し,3,8,2,中京,T,2000,良,4,9,未勝利,34.2,追込,2
7,B,7,,,,,ウアーシュプルング,,牝,4,4,3,22,中京,T,2000,良,5,8,１勝ｸﾗｽ・牝,35.0,先行,4,2,22,東京,T,1800,良,12,8,１勝ｸﾗｽ,35.1,中団,4,1,25,小倉,T,1800,良,5,1,１勝ｸﾗｽ・牝,36.4,中団,4,12,27,中山,T,2200,良,4,3,１勝ｸﾗｽ,35.8,差し,22,7,26,新潟,T,1800,良,3,2,１勝ｸﾗｽ,33.6,先行,3
8,,8,,,,,フィオレストラーダ,,牝,4,7,2,28,小倉,T,2000,稍,5,5,１勝ｸﾗｽ・牝,37.6,先行,3,2,7,小倉,T,2000,稍,13,2,１勝ｸﾗｽ・牝,36.8,後方,8,12,14,中京,T,2000,稍,3,5,１勝ｸﾗｽ・牝,34.9,先行,5,11,8,京都,T,2000,良,6,2,１勝ｸﾗｽ,35.0,先行,9,9,7,阪神,T,2000,良,1,3,未勝利,35.9,先行,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010311,2026.4.18,土,福島,1福3,11,ラジオ福島賞,2勝,ダート,1700,,4,良(暫定),晴(暫定),15,15:15,,ﾊﾝﾃﾞ,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ヒストリアイ,,セ,5,15,1,4,中山,D,1200,稍,12,8,２勝ｸﾗｽ,36.6,後方,25,7,13,函館,D,1000,良,9,3,噴火湾特･2勝,36.2,後方,11,4,26,東京,D,1600,稍,6,4,２勝ｸﾗｽ,38.4,先行,11,2,8,東京,D,1600,良,13,7,２勝ｸﾗｽ,39.0,先行,10,12,1,中山,D,1200,良,13,7,２勝ｸﾗｽ,37.6,後方,9
2,B,2,,,,,モレポブラーノ,,牡,4,11,1,31,小倉,D,1700,良,1,3,１勝ｸﾗｽ,37.6,逃げ,9,11,30,京都,D,1800,良,11,6,１勝ｸﾗｽ,39.3,逃げ,2,11,16,福島,D,1700,良,2,7,１勝ｸﾗｽ,38.9,逃げ,11,8,30,中京,D,1400,良,10,3,１勝ｸﾗｽ,39.4,中団,3,8,9,中京,D,1400,良,5,7,１勝ｸﾗｽ,38.3,逃げ,10
2,,3,,,,,ホウショウマリス,,牝,4,13,1,18,京都,D,1400,良,4,6,小倉山特･2勝,37.1,追込,3,12,27,阪神,D,1400,稍,5,7,２勝ｸﾗｽ,38.2,中団,14,9,21,阪神,D,1400,良,7,4,２勝ｸﾗｽ,36.9,中団,3,8,30,中京,D,1200,良,4,3,清洲特別･2勝,36.3,差し,10,6,22,阪神,D,1400,良,1,6,１勝ｸﾗｽ,37.4,差し,3
3,,4,,,,,サンドオブエテル,,セ,5,27,10,12,東京,T,1600,良,16,15,鷹巣山Ｈ･2勝,34.0,後方,17,6,15,東京,D,1600,重,6,3,２勝ｸﾗｽ,36.8,先行,2,5,31,東京,D,1600,不,1,10,１勝ｸﾗｽ,35.8,先行,30,11,4,門別,D,1700,良,1,1,ナイタ,----,先行,連,10,24,門別,D,1600,重,2,3,３歳以,----,逃げ,5
3,,5,,,,,オコタンペ,,牡,5,19,12,6,阪神,D,1400,良,9,12,２勝ｸﾗｽ,37.3,中団,5,11,2,東京,D,1600,重,8,7,清里特別･2勝,35.1,後方,6,9,21,阪神,D,1400,良,14,9,２勝ｸﾗｽ,36.6,後方,4,8,24,札幌,D,1700,良,5,2,WASJ第３･2勝,38.0,中団,2,8,10,札幌,D,1700,良,4,9,ＦビレＨ･2勝,37.4,追込,14
4,,6,,,,,アイファーグローブ,,牡,7,8,2,22,小倉,D,1700,良,11,13,和布刈特･2勝,38.8,逃げ,11,12,6,中山,D,1800,良,9,10,鹿島特別･2勝,40.0,先行,4,11,9,福島,D,1700,良,5,10,河北新報･2勝,38.2,先行,8,9,15,中山,D,1800,良,7,8,鋸山特別･2勝,39.5,先行,2,8,31,新潟,D,1800,良,10,7,両津湾特･2勝,38.5,逃げ,7
4,,7,,,,,シーニックビュー,,牡,5,9,2,15,東京,D,1400,良,6,8,２勝ｸﾗｽ,36.6,逃げ,12,11,23,東京,D,1600,良,6,14,２勝ｸﾗｽ,36.1,逃げ,7,10,3,船橋,D,1600,良,1,2,乗馬ク,----,逃げ,6,8,27,船橋,D,1600,良,1,3,灯篭賞,----,逃げ,20,4,4,船橋,D,1600,重,9,1,ダンデ,----,後方,4
5,,8,,,,,メイショウカシワデ,,牡,5,3,3,28,中山,D,1800,重,2,6,２勝ｸﾗｽ,38.3,先行,10,1,18,京都,D,1800,良,5,5,大津特別･2勝,37.5,先行,3,12,28,阪神,D,1800,良,3,1,２勝ｸﾗｽ,37.9,先行,3,12,7,阪神,D,1800,良,2,6,豊中特別･2勝,37.4,差し,3,11,16,京都,D,1800,良,3,7,２勝ｸﾗｽ,37.6,差し,10
5,B,9,,,,,ファイントパーズ,,牝,5,9,2,12,船橋,D,1600,良,8,13,ハート,----,中団,8,12,20,中山,D,1200,良,16,14,２勝ｸﾗｽ,37.4,後方,8,10,28,浦和,D,1400,重,3,5,ミズナ,----,先行,8,8,30,札幌,D,1700,重,12,12,千歳特別･2勝,41.0,中団,11,6,15,函館,D,1700,良,12,9,津軽海Ｈ･2勝,37.5,後方,6
6,,10,,,,,ライフゲート,,セ,4,8,2,22,小倉,D,1700,良,5,5,和布刈特･2勝,37.9,先行,2,2,8,小倉,D,1700,良,4,1,由布院特･2勝,38.3,差し,2,1,25,小倉,D,1700,良,4,6,響灘特別･2勝,36.6,差し,7,12,6,中山,D,1800,良,7,4,鹿島特別･2勝,39.0,逃げ,3,11,15,福島,D,1700,良,5,3,西郷特Ｈ･2勝,37.9,先行,14
6,,11,,,,,レッドライトニング,,牡,5,9,2,15,東京,T,1600,良,8,11,２勝ｸﾗｽ,34.3,中団,5,1,10,中山,D,1800,良,3,7,２勝ｸﾗｽ,38.1,先行,8,11,15,福島,D,1700,良,9,6,西郷特Ｈ･2勝,37.6,後方,19,7,6,函館,D,1700,稍,1,2,１勝ｸﾗｽ,37.5,先行,連,6,28,函館,D,1700,稍,2,3,１勝ｸﾗｽ,38.0,先行,4
7,,12,,,,,クリノキングマン,,牡,5,8,2,22,阪神,D,1400,良,7,7,２勝ｸﾗｽ,38.0,逃げ,3,1,31,京都,D,1400,良,5,8,長浜特別･2勝,37.1,逃げ,5,12,27,阪神,D,1400,稍,15,11,２勝ｸﾗｽ,41.4,逃げ,52,12,28,京都,D,1400,良,6,10,春待月賞･2勝,37.4,先行,9,10,27,京都,D,1400,良,11,2,２勝ｸﾗｽ,40.0,逃げ,2
7,,13,,,,,ラマンシュ,,牡,4,12,1,24,小倉,D,1700,良,1,3,１勝ｸﾗｽ,37.5,差し,7,12,6,中京,D,1800,良,2,7,１勝ｸﾗｽ・若,37.2,差し,6,10,26,新潟,D,1800,稍,2,11,１勝ｸﾗｽ,38.0,差し,12,8,3,札幌,D,1700,良,12,8,１勝ｸﾗｽ,45.8,逃げ,30,1,6,中京,D,1800,良,12,10,１勝ｸﾗｽ*,41.1,中団,4
8,B,14,,,,,ステラスプレンダー,,牝,5,11,1,31,小倉,D,1700,良,14,7,平尾台特･2勝,39.6,逃げ,10,11,24,福島,D,1700,良,1,13,１勝ｸﾗｽ・牝,39.1,先行,5,10,18,新潟,D,1800,良,8,7,１勝ｸﾗｽ・牝,40.5,先行,10,8,9,中京,D,1800,良,6,3,１勝ｸﾗｽ・牝,40.8,先行,4,7,13,小倉,D,1700,良,3,4,１勝ｸﾗｽ・牝,40.3,逃げ,8
8,,15,,,,,レーヴブリリアント,,牡,4,2,4,5,中山,T,1600,稍,5,4,２勝ｸﾗｽ,35.4,先行,5,2,28,中山,T,1600,良,3,5,２勝ｸﾗｽ,35.2,差し,5,1,25,中山,T,1600,良,4,6,２勝ｸﾗｽ,34.7,差し,2,1,10,中山,T,1600,良,16,8,初凪賞･2勝,35.3,後方,9,11,9,京都,T,1600,重,6,5,木津川特･2勝,34.9,中団,19
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041803010312,2026.4.18,土,福島,1福3,12,,1勝,芝,1200,A,2,良(暫定),晴(暫定),16,16:00,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ルクスコロン,,牝,4,10,2,7,小倉,T,1200,稍,10,15,１勝ｸﾗｽ・牝,34.9,中団,9,12,7,金沢,D,1500,重,2,1,サラ系,----,先行,2,11,25,金沢,D,1400,不,1,1,サラ系,----,逃げ,3,11,4,園田,D,1230,稍,8,6,Ｃ１二,----,先行,3,10,15,園田,D,1400,良,4,1,市制施,----,先行,2
1,,2,,,,,ナンナンプー,,牝,4,7,2,28,小倉,T,1200,稍,11,4,１勝ｸﾗｽ,35.1,中団,3,2,7,小倉,T,1200,稍,3,6,１勝ｸﾗｽ・牝,34.6,差し,連,2,1,小倉,T,1200,良,4,12,１勝ｸﾗｽ,34.0,差し,10,11,22,福島,T,1200,良,9,11,１勝ｸﾗｽ,34.4,中団,2,11,9,福島,T,1200,良,3,11,１勝ｸﾗｽ,35.0,差し,13
2,,3,,,,,デボラ,,牝,4,7,3,1,阪神,D,1200,良,14,9,１勝ｸﾗｽ・牝,38.0,中団,7,1,10,京都,D,1200,良,11,10,１勝ｸﾗｽ,37.9,中団,8,11,16,福島,T,1200,良,15,8,１勝ｸﾗｽ,35.0,後方,10,9,7,阪神,T,1200,良,8,4,１勝ｸﾗｽ,35.5,先行,3,8,17,中京,T,1200,良,4,7,１勝ｸﾗｽ,34.5,先行,2
2,,4,,,,,ベルアーブル,,牝,4,8,2,22,小倉,T,1200,良,18,16,１勝ｸﾗｽ・牝,35.3,中団,13,11,24,金沢,D,1500,重,2,2,サラ系,----,逃げ,2,11,10,金沢,D,1500,重,1,1,アイド,----,逃げ,2,10,27,金沢,D,1500,不,2,2,神代れ,----,先行,5,9,23,金沢,D,1400,良,1,1,サラ系,----,先行,6
3,,5,,,,,ベルファスト,,牝,5,8,2,22,小倉,T,1200,良,3,3,１勝ｸﾗｽ・牝,35.1,先行,2,2,7,小倉,T,1200,稍,2,2,１勝ｸﾗｽ・牝,35.1,先行,13,11,9,京都,T,1400,重,8,11,１勝ｸﾗｽ,35.4,先行,12,8,17,札幌,T,1500,稍,10,11,１勝ｸﾗｽ・牝,36.6,中団,35,12,18,園田,D,1400,良,1,1,Ｃ１　,----,逃げ,2
3,,6,,,,,ブラックティンカー,,牝,4,8,2,21,小倉,T,1200,良,15,6,１勝ｸﾗｽ,36.1,先行,3,1,31,小倉,T,1200,良,3,13,１勝ｸﾗｽ,34.7,先行,12,11,7,名古,D,1500,良,5,2,立冬特,----,逃げ,3,10,16,名古,D, 920,不,1,1,Ｂ５組,----,逃げ,3,10,1,名古,D,1500,良,1,3,ライチ,----,逃げ,連
4,,7,,,,,ハルオーブ,,牡,6,9,2,14,小倉,T,1200,良,12,10,１勝ｸﾗｽ,34.9,後方,10,12,7,中京,T,1400,良,7,16,１勝ｸﾗｽ,34.1,中団,6,10,25,新潟,T,1400,良,7,12,１勝ｸﾗｽ,35.2,中団,8,8,30,新潟,T,1400,良,16,13,新発田城･1勝,36.8,中団,3,8,10,新潟,T,1400,重,13,13,１勝ｸﾗｽ,36.4,中団,8
4,,8,,,,,ラブアイミー,,牝,4,7,3,1,小倉,T,1200,良,6,16,１勝ｸﾗｽ,34.9,後方,3,2,7,小倉,T,1200,稍,6,16,１勝ｸﾗｽ・牝,34.7,中団,9,12,7,阪神,D,1200,良,10,10,１勝ｸﾗｽ・牝,39.1,中団,6,10,25,新潟,T,1000,良,17,15,稲光特別･1勝,33.1,後方,9,8,24,中京,T,1400,良,13,14,賢島特別･1勝,34.8,先行,3
5,,9,,,,,セガンティーニ,,牝,4,7,2,28,小倉,T,1200,稍,4,1,１勝ｸﾗｽ,35.0,先行,連,2,22,小倉,T,1200,良,4,5,１勝ｸﾗｽ・牝,34.5,差し,13,11,20,名古,D,1500,良,1,1,しし座,----,逃げ,2,11,7,名古,D,1500,良,1,1,Ｂ３組,----,逃げ,4,10,15,名古,D,2000,重,2,1,秋遥賞,----,先行,2
5,,10,,,,,ラブカムーン,,牝,5,7,3,1,小倉,T,1200,良,8,14,１勝ｸﾗｽ,35.8,中団,4,1,31,小倉,T,1200,良,12,14,１勝ｸﾗｽ,34.9,中団,11,11,15,福島,T,1200,良,13,13,１勝ｸﾗｽ・牝,35.2,後方,3,10,25,新潟,T,1000,良,5,3,稲光特別･1勝,32.4,中団,連,10,18,新潟,T,1000,良,4,14,１勝ｸﾗｽ,33.4,先行,14
6,,11,,,,,テンプーシャオン,,牡,6,11,2,4,川崎,D,1600,良,3,13,フェブ,----,差し,12,11,9,福島,T,1200,良,12,10,１勝ｸﾗｽ,35.5,後方,17,7,13,福島,T,1200,良,12,5,１勝ｸﾗｽ,35.7,中団,2,6,29,福島,T,1200,良,11,2,１勝ｸﾗｽ,35.9,中団,7,5,11,新潟,T,1200,稍,14,7,１勝ｸﾗｽ,36.9,先行,2
6,,12,,,,,ザカリナン,,牡,4,3,3,29,阪神,T,1400,良,5,8,１勝ｸﾗｽ,34.4,先行,13,12,27,阪神,T,1800,良,11,12,１勝ｸﾗｽ,35.3,先行,3,12,6,阪神,T,1600,良,9,9,１勝ｸﾗｽ,34.2,逃げ,14,8,31,中京,T,1600,良,4,8,１勝ｸﾗｽ,34.8,差し,2,8,16,中京,T,1600,良,4,6,１勝ｸﾗｽ,33.5,追込,3
7,,13,,,,,ジーティーエスピ,,牡,4,10,2,8,小倉,T,1200,良,8,1,１勝ｸﾗｽ,35.3,先行,4,1,10,京都,D,1200,良,6,1,１勝ｸﾗｽ,36.8,中団,7,11,24,福島,T,1200,良,3,1,１勝ｸﾗｽ,34.6,差し,2,11,9,福島,T,1200,良,2,1,１勝ｸﾗｽ,35.3,先行,9,9,7,阪神,T,1200,良,3,1,１勝ｸﾗｽ,34.4,差し,2
7,,14,,,,,セディバン,,牡,4,8,2,21,小倉,T,1200,良,8,3,１勝ｸﾗｽ,34.6,中団,4,1,25,小倉,T,1200,良,11,3,八幡特別･1勝,34.7,先行,5,12,20,阪神,D,1200,良,10,3,１勝ｸﾗｽ,37.3,中団,11,10,4,京都,T,1200,重,3,5,１勝ｸﾗｽ,34.2,差し,23,4,26,福島,T,1200,良,10,4,雪うさぎ･1勝,34.7,中団,2
8,B,15,,,,,ウィンストン,,牡,4,8,2,21,小倉,T,1200,良,5,4,１勝ｸﾗｽ,35.5,先行,9,12,20,中京,T,1400,稍,6,10,１勝ｸﾗｽ,34.7,中団,16,8,30,札幌,T,1200,稍,6,1,１勝ｸﾗｽ,35.5,中団,5,7,27,中京,T,1200,良,5,1,１勝ｸﾗｽ,34.2,先行,3,7,5,小倉,T,1200,良,2,2,１勝ｸﾗｽ,34.6,先行,6
8,,16,,,,,ホリーアン,,牝,4,8,2,22,小倉,T,1200,良,10,14,１勝ｸﾗｽ・牝,34.1,後方,3,2,1,小倉,T,1200,良,8,15,１勝ｸﾗｽ,33.7,後方,10,11,24,東京,T,1600,良,15,18,１勝ｸﾗｽ,34.2,後方,2,11,9,福島,T,1200,良,10,14,１勝ｸﾗｽ,34.5,中団,2,10,26,東京,T,1600,稍,13,14,１勝ｸﾗｽ,33.6,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041806030701,2026.4.18,土,中山,3中7,1,,未勝利,ダート,1200,,2,良(暫定),晴(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エビスディアーナ,,牝,3,12,1,24,中山,D,1200,良,9,3,新馬,39.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,オーシャンステラ,,牝,3,3,3,28,中山,D,1200,重,3,3,未勝利・牝,37.0,差し,10,1,17,中山,T,1600,良,8,8,菜の花賞･1勝,34.3,後方,11,11,2,東京,T,1600,良,6,4,未勝利*,35.6,先行,10,8,23,札幌,T,1800,稍,4,2,未勝利*,37.3,先行,3,8,2,札幌,T,1500,良,6,5,新馬,34.6,後方,初
2,,3,,,,,サドルトウショウ,,牝,3,4,3,21,中山,D,1800,良,10,12,未勝利,41.9,後方,連,3,14,中山,T,1600,良,14,16,未勝利,36.1,後方,17,11,15,東京,D,1600,良,13,14,未勝利*,40.6,中団,4,10,18,新潟,D,1200,良,13,12,新馬,39.0,中団,初,,,,,,,,,,,,
3,,4,,,,,アドミ,,牝,3,2,4,4,中山,D,1200,稍,2,3,未勝利・牝,37.2,差し,10,1,24,中山,D,1200,良,3,2,未勝利・牝,38.1,差し,4,12,27,中山,D,1200,稍,2,2,未勝利・牝*,38.1,先行,12,10,5,東京,T,1400,良,7,1,未勝利*,34.6,中団,4,9,6,中山,T,1600,良,10,3,未勝利*,37.3,先行,9
3,,5,,,,,シャインネージュ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,セントリアン,,牝,3,4,3,21,中山,D,1200,良,8,7,未勝利,38.3,中団,3,2,28,中山,D,1200,重,8,4,未勝利・牝,38.7,先行,15,11,16,福島,D,1150,良,5,6,未勝利*,37.4,中団,4,10,18,東京,D,1400,良,3,6,未勝利・牝*,37.5,先行,4,9,21,中山,D,1200,稍,2,11,未勝利*,39.1,先行,2
4,,7,,,,,ウィザードオブマリ,,牝,3,2,4,4,中山,D,1200,稍,9,16,未勝利・牝,39.2,中団,13,1,4,中山,D,1200,稍,13,15,未勝利・牝,40.4,中団,13,10,4,東京,T,1400,良,17,17,新馬,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,マリノフォルトゥナ,,牝,3,2,4,4,中山,D,1200,稍,11,10,未勝利・牝,37.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ジャメビュ,,牝,3,6,3,7,中山,D,1200,重,6,4,未勝利・牝,37.3,中団,連,2,28,中山,D,1200,重,3,5,未勝利・牝,36.7,差し,3,2,7,東京,D,1400,良,5,8,未勝利・牝,38.4,中団,4,1,10,中山,D,1200,良,5,7,未勝利・牝,37.9,後方,2,12,27,中山,D,1200,稍,4,6,未勝利・牝*,38.1,差し,3
6,,10,,,,,アイリーノリチャン,,牝,3,連,4,11,福島,T,1200,良,12,7,未勝利,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,グラデュエール,,牝,3,5,3,15,中山,D,1200,良,10,15,未勝利・牝,37.0,後方,8,1,17,中山,D,1200,良,9,13,未勝利,39.2,中団,4,12,21,中山,T,1600,重,14,16,新馬,38.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,エコロセレナ,,牝,3,2,4,4,中山,D,1200,稍,3,2,未勝利・牝,37.4,先行,4,3,7,中山,D,1200,重,5,5,未勝利,37.5,先行,2,2,22,東京,D,1400,良,5,7,未勝利,37.6,先行,11,12,6,中山,T,1600,良,9,5,未勝利*,34.3,中団,2,11,23,東京,T,1800,良,5,14,未勝利・牝*,35.5,逃げ,7
7,,13,,,,,ベイビーシスター,,牝,3,2,4,4,中山,D,1200,稍,10,9,未勝利・牝,37.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,タイセイスタナー,,牝,3,8,2,22,小倉,T,1800,良,13,9,未勝利・牝,37.2,逃げ,6,1,12,中山,T,2000,良,18,8,未勝利,39.8,逃げ,4,12,13,中山,T,1800,良,4,9,新馬,34.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,クアロアランチ,,牝,3,11,1,31,東京,D,1400,良,2,3,未勝利・牝,37.5,先行,11,11,15,東京,T,1600,良,4,8,新馬・牝,33.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041806030702,2026.4.18,土,中山,3中7,2,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),16,10:35,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ゴーフォアブローク,,牡,3,7,3,1,中山,D,1800,稍,3,2,未勝利,39.4,先行,4,2,1,東京,D,2100,良,7,2,未勝利,41.4,逃げ,4,1,4,中山,D,1800,稍,3,2,未勝利,39.5,差し,3,12,13,中山,D,1800,良,2,5,未勝利*,39.2,先行,4,11,15,東京,T,1600,良,14,7,未勝利*,34.3,後方,4
2,,2,,,,,フクチャンブラック,,牡,3,2,4,5,阪神,T,2400,稍,11,8,未勝利,37.7,後方,8,2,10,京都,T,2400,良,4,11,未勝利,36.4,差し,4,1,10,京都,T,2400,良,9,12,未勝利,35.6,後方,5,12,7,阪神,T,2000,良,7,7,未勝利*,34.7,後方,3,11,15,京都,T,2000,良,5,6,未勝利*,35.5,中団,10
3,,3,,,,,リマーカブル,,牡,3,3,3,28,中京,D,1400,稍,15,13,未勝利,39.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,トワイライトビュー,,牡,3,22,11,15,福島,D,1700,良,5,4,未勝利*,38.3,中団,3,10,25,京都,D,1400,良,5,8,未勝利*,39.2,中団,10,8,17,中京,D,1400,良,5,11,新馬,37.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,サクラドール,,牡,3,3,3,28,中山,D,1800,重,4,3,未勝利,39.0,逃げ,15,12,13,中山,D,1800,良,7,6,新馬,41.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,6,,,,,キセログラフィカ,,牡,3,3,3,28,中山,D,1800,重,3,2,未勝利,39.8,先行,8,1,31,東京,D,1600,良,8,3,未勝利,37.9,中団,4,1,5,中山,D,1800,稍,3,2,未勝利,39.8,先行,4,12,6,中山,D,1800,良,6,4,未勝利*,39.5,先行,13,9,7,中山,D,1800,良,3,3,新馬,40.9,先行,初
6,,7,,,,,ホウオウファラオ,,牡,3,3,3,28,中山,D,1800,重,6,9,未勝利,40.1,中団,6,2,14,東京,D,1600,良,14,10,未勝利,38.0,後方,9,12,13,中山,D,1800,良,10,5,新馬,40.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,ユイノサダハル,,牡,3,3,3,29,中山,D,1800,稍,3,5,未勝利,40.0,差し,7,2,8,小倉,D,1700,良,8,7,未勝利,41.1,中団,4,1,12,中山,D,1800,良,6,8,未勝利,40.8,中団,3,12,21,中山,D,1800,不,4,8,未勝利*,37.9,差し,6,11,8,福島,D,1700,良,7,10,未勝利*,38.9,中団,4
7,,9,,,,,ロジシーザ,,牡,3,4,3,22,中山,D,1800,良,9,8,未勝利,42.2,中団,4,2,21,東京,D,1600,良,7,5,新馬,39.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,サウジバラード,,牡,3,3,3,29,中山,D,1800,稍,4,3,未勝利,40.3,差し,4,2,28,中山,D,1800,重,止,2,未勝利,----,,12,12,7,中山,D,1800,良,5,11,新馬,38.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
