レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010201,2026.6.14,日,函館,1函2,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,09:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハリウッドメモリー,,牝,4,17,2,15,小倉,T,1200,稍,5,1,大濠特Ｈ･2勝,34.7,中団,2,2,1,小倉,T,1200,良,2,6,周防灘特･2勝,33.9,差し,9,11,29,京都,T,1200,良,10,3,２勝ｸﾗｽ,33.9,後方,12,9,6,札幌,T,1200,良,3,3,札幌スポ･2勝,34.5,差し,3,8,17,札幌,T,1200,稍,1,4,小樽特別･1勝,34.5,差し,5
1,,2,,,,,マーブルパレス,,牝,3,15,2,28,阪神,T,1200,良,5,6,マーガレ(L),34.7,先行,6,1,17,京都,T,1400,良,7,8,紅梅Ｓ(L),34.8,中団,5,12,13,中山,T,1200,良,1,6,黒松賞･1勝*,33.9,逃げ,6,11,1,京都,T,1400,良,9,7,ファンタG3,34.8,逃げ,4,10,5,京都,T,1200,稍,1,1,新馬,34.7,先行,初
2,,3,,,,,ムチャスグラシアス,,牝,5,9,4,11,福島,T,1200,良,12,10,花見山特･2勝,34.6,後方,15,12,27,中山,T,1200,良,13,12,ベストウ･2勝,34.9,後方,7,11,9,東京,D,1300,稍,13,7,２勝ｸﾗｽ,37.1,後方,9,9,6,札幌,T,1200,良,7,11,札幌スポ･2勝,35.4,先行,連,8,30,札幌,T,1200,稍,1,8,１勝ｸﾗｽ,35.0,先行,3
2,,4,,,,,エクストラバック,,牡,5,15,2,28,阪神,T,1400,良,12,5,２勝ｸﾗｽ,34.3,中団,3,2,10,京都,T,1200,良,6,4,２勝ｸﾗｽ,34.6,中団,3,1,17,中山,T,1200,良,6,4,２勝ｸﾗｽ,33.8,中団,9,11,16,京都,T,1400,良,11,10,２勝ｸﾗｽ,34.6,先行,3,10,25,東京,T,1400,稍,10,9,精進湖特･2勝,34.9,逃げ,3
3,B,5,,,,,ゴキゲンサン,,牝,6,9,4,11,福島,T,1200,良,10,12,花見山特･2勝,34.1,後方,12,1,17,京都,T,1600,良,17,14,２勝ｸﾗｽ,36.1,中団,3,12,27,中山,T,1200,良,11,5,ベストウ･2勝,34.9,中団,13,9,27,中山,T,1200,良,11,8,勝浦特別･2勝,33.5,後方,12,7,6,函館,T,1200,稍,10,6,立待岬特･2勝,35.3,先行,2
3,,6,,,,,ライツユーアップ,,牝,4,7,4,26,東京,T,1400,良,9,7,２勝ｸﾗｽ・牝,33.8,中団,2,4,11,福島,T,1200,良,1,4,１勝ｸﾗｽ・牝,34.0,先行,2,3,29,阪神,T,1400,良,4,10,１勝ｸﾗｽ,34.3,先行,7,2,7,小倉,T,1200,稍,8,11,１勝ｸﾗｽ・牝,34.4,後方,18,10,4,京都,D,1400,不,15,9,１勝ｸﾗｽ,38.6,中団,9
4,,7,,,,,リリーフィールド,,牝,4,6,5,3,新潟,T,1000,良,6,2,邁進特Ｈ･2勝,32.6,中団,4,4,4,阪神,T,1200,稍,3,3,２勝ｸﾗｽ,33.6,先行,8,2,10,京都,T,1200,良,10,2,２勝ｸﾗｽ,35.2,先行,13,11,8,京都,D,1400,良,9,2,亀岡特別･2勝,38.7,先行,4,10,11,京都,T,1400,良,2,2,宇治川特･2勝,33.9,先行,12
4,,8,,,,,ガットネロ,,牝,6,8,4,18,中山,T,1200,良,11,11,袖ケ浦特･2勝,33.3,中団,10,2,10,京都,T,1200,良,12,11,２勝ｸﾗｽ,35.9,中団,11,11,22,福島,T,1200,良,1,9,１勝ｸﾗｽ,34.5,先行,2,11,8,福島,T,1200,良,4,10,１勝ｸﾗｽ,34.8,先行,17,7,13,小倉,T,1200,良,11,5,１勝ｸﾗｽ・牝,35.4,中団,2
5,,9,,,,,ミニョンマルーン,,牝,4,9,4,12,福島,D,1150,良,10,3,喜多方特･2勝,38.4,逃げ,10,2,1,小倉,T,1200,良,9,7,周防灘特･2勝,34.5,先行,5,12,27,中山,T,1200,良,8,4,ベストウ･2勝,35.6,逃げ,3,12,6,中山,T,1200,良,5,6,２勝ｸﾗｽ,33.5,中団,14,8,30,札幌,D,1000,重,1,1,１勝ｸﾗｽ,34.6,先行,2
5,,10,,,,,スミレファースト,,牝,5,12,3,22,中山,D,1200,良,12,11,鎌ケ谷特･2勝,36.9,後方,3,3,1,中山,D,1200,良,16,9,２勝ｸﾗｽ,37.8,後方,14,11,24,東京,D,1400,良,10,10,２勝ｸﾗｽ・牝,37.4,中団,2,11,9,東京,D,1300,稍,4,6,２勝ｸﾗｽ,36.6,差し,6,9,27,中山,D,1200,良,2,11,２勝ｸﾗｽ,36.8,先行,5
6,B,11,,,,,エクセルゴールド,,牡,5,6,5,3,新潟,T,1000,良,7,16,邁進特Ｈ･2勝,32.1,後方,8,3,8,中山,T,1200,良,10,14,２勝ｸﾗｽ,34.8,中団,7,1,17,中山,T,1200,良,11,14,２勝ｸﾗｽ,33.5,後方,9,11,16,京都,T,1400,良,14,15,２勝ｸﾗｽ,34.4,後方,7,9,27,中山,T,1200,良,14,15,勝浦特別･2勝,33.9,中団,13
6,,12,,,,,フェアリーライズ,,牝,3,13,3,14,中山,T,1600,良,14,14,アネモネ(L),36.8,中団,17,11,19,笠松,D,1600,良,2,2,ラブミ,----,逃げ,3,10,26,盛岡,D,1400,稍,2,2,プリン,----,先行,2,10,9,門別,D,1000,良,3,6,浦河町,----,追込,6,8,28,門別,D,1100,良,1,2,フレッ,----,先行,初
7,,13,,,,,ヴィヴァクラウン,,牡,5,8,4,18,中山,T,1200,良,6,9,袖ケ浦特･2勝,33.3,中団,3,3,29,中山,T,1200,良,9,4,２勝ｸﾗｽ,35.2,先行,4,3,1,小倉,T,1200,良,1,10,１勝ｸﾗｽ,35.4,先行,5,1,25,小倉,T,1200,良,10,10,八幡特別･1勝,34.4,先行,9,11,22,福島,T,1200,良,12,13,１勝ｸﾗｽ,33.9,後方,2
7,B,14,,,,,フードマン,,牡,4,11,3,28,阪神,T,1400,良,4,3,仲春特Ｈ･2勝,34.8,差し,2,3,14,阪神,T,1200,良,4,1,讃岐特別･2勝,33.7,差し,6,2,1,小倉,T,1200,良,11,2,周防灘特･2勝,33.8,後方,3,1,10,京都,T,1200,良,5,1,鹿ケ谷Ｈ･2勝,34.2,中団,9,11,8,福島,T,1200,良,3,3,飯坂温泉･2勝,34.7,差し,2
8,,15,,,,,ベビーズブレス,,牝,4,13,3,14,阪神,T,1200,良,14,11,讃岐特別･2勝,34.5,中団,4,2,15,小倉,T,1200,稍,16,9,大濠特Ｈ･2勝,36.6,先行,11,11,29,京都,T,1200,良,7,6,２勝ｸﾗｽ,34.4,中団,12,9,6,札幌,T,1200,良,5,2,札幌スポ･2勝,35.3,逃げ,連,8,31,札幌,T,1200,稍,2,3,ＨＢＣＨ･2勝,35.2,逃げ,8
8,,16,,,,,フミサウンド,,牡,6,3,5,23,東京,T,1400,良,6,13,高尾特別･2勝,33.4,先行,4,4,25,福島,T,1200,良,14,12,医王寺特･2勝,33.6,後方,10,2,15,東京,D,1400,良,12,9,２勝ｸﾗｽ,37.0,先行,11,11,30,東京,D,1400,良,14,11,アプロー･2勝,37.7,後方,4,11,1,東京,D,1400,重,3,9,２勝ｸﾗｽ,35.2,差し,20
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061402010212,2026.6.14,日,函館,1函2,12,,1勝,ダート,1700,,4,稍(暫定),晴(暫定),14,16:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,マジカルシャイン,,牝,4,19,1,31,小倉,D,1700,良,16,12,１勝ｸﾗｽ,41.5,中団,3,1,10,京都,D,1200,良,10,6,１勝ｸﾗｽ,37.3,中団,21,8,17,札幌,T,1200,稍,11,6,小樽特別･1勝,35.0,後方,2,8,2,札幌,T,1200,良,4,2,１勝ｸﾗｽ,35.1,差し,2,7,19,函館,T,1200,良,6,2,１勝ｸﾗｽ,33.9,後方,17
2,,2,,,,,アオハルブルース,,牡,3,10,4,4,中山,D,1800,稍,1,1,未勝利,38.6,逃げ,3,3,14,中山,D,1800,良,2,2,未勝利,39.7,先行,9,1,12,中山,D,1800,良,16,2,未勝利,48.4,後方,3,12,21,中山,D,1800,不,5,4,未勝利*,38.8,先行,3,11,30,東京,D,1600,良,8,5,未勝利*,38.3,後方,6
3,,3,,,,,ベイビールビオ,,牡,7,11,3,29,中山,D,1800,稍,12,13,１勝ｸﾗｽ,40.1,後方,19,11,16,東京,D,1600,良,7,13,１勝ｸﾗｽ,36.0,後方,3,10,25,新潟,D,1800,良,10,13,１勝ｸﾗｽ,38.7,中団,25,5,4,新潟,D,1800,稍,7,8,１勝ｸﾗｽ・若,40.2,中団,2,4,20,福島,D,1700,良,9,10,１勝ｸﾗｽ,38.2,中団,19
4,,4,,,,,グレイスフルマーチ,,牡,4,9,4,12,福島,D,1700,良,12,6,１勝ｸﾗｽ,39.7,中団,7,2,22,小倉,D,1700,良,12,4,１勝ｸﾗｽ,40.2,中団,2,2,7,小倉,D,1700,良,3,7,１勝ｸﾗｽ,37.1,差し,2,1,24,小倉,D,1700,良,7,8,１勝ｸﾗｽ,38.9,先行,10,11,16,福島,D,1700,良,7,3,１勝ｸﾗｽ,39.7,先行,15
5,,5,,,,,ガーネットフレア,,牝,3,16,2,22,小倉,D,1700,良,1,3,未勝利・牝,39.0,逃げ,2,2,7,小倉,D,1700,良,3,3,未勝利・牝,39.3,差し,8,12,13,阪神,D,1400,良,7,4,未勝利・牝*,38.8,中団,3,11,22,京都,D,1200,良,3,2,未勝利・牝*,37.2,先行,7,10,4,京都,D,1400,重,3,2,新馬,38.2,先行,初
6,,6,,,,,アチーヴァー,,牡,3,9,4,11,中山,D,1800,重,1,2,未勝利,38.9,先行,9,2,7,京都,D,1800,良,7,4,新馬,39.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,ライフイズ,,牝,3,10,4,5,中山,D,1800,重,15,16,１勝ｸﾗｽ*,40.6,先行,5,3,4,川崎,D,1400,不,1,2,アクア,----,逃げ,13,11,30,東京,D,1600,良,6,11,未勝利*,38.8,中団,3,11,8,東京,D,1600,良,4,7,未勝利・牝*,38.3,差し,2,10,26,東京,D,1400,不,7,9,未勝利*,37.4,先行,12
7,,8,,,,,ストラーダ,,牝,3,14,3,7,阪神,D,1800,稍,1,2,未勝利・牝,38.6,逃げ,11,12,20,阪神,D,1400,良,11,3,未勝利*,40.6,中団,3,11,30,東京,D,1600,良,4,1,新馬,38.4,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,トップオンザヒル,,セ,4,13,3,14,阪神,D,1800,良,7,8,１勝ｸﾗｽ,39.1,中団,35,7,13,函館,D,1700,良,9,9,１勝ｸﾗｽ,38.6,後方,17,3,15,阪神,D,1400,良,15,13,１勝ｸﾗｽ*,39.6,後方,28,8,31,札幌,T,1800,重,11,9,札幌２歳G3,39.9,中団,7,7,14,小倉,T,2000,不,1,7,新馬,38.4,逃げ,初
8,,10,,,,,パシーヴ,,牡,4,2,5,31,東京,D,1400,良,8,9,１勝ｸﾗｽ,37.3,先行,8,4,5,中山,D,1200,重,6,4,１勝ｸﾗｽ,36.6,中団,3,3,14,中山,D,1200,良,3,2,１勝ｸﾗｽ,36.7,差し,8,1,17,中山,D,1200,良,6,5,１勝ｸﾗｽ,37.2,中団,3,12,28,中山,D,1200,良,3,3,１勝ｸﾗｽ,37.6,差し,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061405030401,2026.6.14,日,東京,3東4,1,,未勝利,ダート,1300,,2,稍(暫定),晴(暫定),16,09:55,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,スウェーバック,,牝,3,4,5,17,東京,D,1600,良,13,8,未勝利・牝,40.1,中団,14,2,7,東京,D,1400,良,7,13,未勝利・牝,38.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,イナンナ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,スピニンググローブ,,牡,3,2,5,30,東京,D,1400,良,3,11,未勝利,36.8,差し,3,5,9,東京,D,1300,良,7,13,未勝利,38.2,後方,2,4,26,東京,D,1600,稍,10,9,未勝利,38.7,先行,4,3,28,中山,D,1800,重,7,4,未勝利,39.0,中団,10,1,18,中山,T,1600,良,9,8,新馬,35.3,中団,初
3,,4,,,,,リオンアンサー,,牝,3,3,5,23,新潟,D,1200,稍,12,14,未勝利,38.1,後方,11,3,7,中山,D,1200,重,13,11,未勝利,39.7,中団,5,2,1,東京,D,1400,良,15,12,未勝利,39.6,後方,8,12,6,中山,D,1200,良,8,10,未勝利*,38.9,中団,5,11,1,東京,T,1400,稍,10,8,未勝利*,33.9,後方,11
3,,5,,,,,ヴィスクレス,,牡,3,連,6,7,東京,D,1300,良,4,2,未勝利,36.6,差し,3,5,16,東京,D,1300,良,2,6,未勝利,36.3,差し,3,4,26,東京,D,1300,稍,8,3,未勝利,38.7,先行,8,2,28,中山,D,1200,重,5,1,未勝利,37.1,中団,2,2,14,東京,D,1400,良,2,5,新馬,36.9,先行,初
4,,6,,,,,ブライティアビーム,,牝,3,12,3,21,中山,D,1200,良,10,12,未勝利・牝,38.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,レゲンデ,,牝,3,3,5,23,新潟,T,1400,稍,9,12,未勝利,36.0,中団,14,2,14,東京,T,1400,良,10,7,未勝利,34.9,先行,14,11,9,東京,T,1400,良,11,2,未勝利*,35.4,中団,2,10,26,東京,T,1400,稍,3,1,新馬,34.1,差し,初,,,,,,,,,,,,
5,,8,,,,,テンカラットレター,,牡,3,3,5,24,東京,D,1300,稍,3,16,未勝利,37.0,追込,7,4,4,中山,D,1200,稍,13,13,未勝利,39.1,中団,5,3,4,川崎,D,1500,不,9,10,マーチ,----,中団,13,11,29,東京,D,1400,良,15,12,新馬,41.6,先行,初,,,,,,,,,,,,
5,,9,,,,,ノアソノマ,,セ,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,10,,,,,クアラトレンガヌ,,牡,3,3,5,23,東京,D,1400,重,7,10,未勝利,38.4,先行,6,4,11,中山,D,1200,重,7,10,未勝利,37.1,後方,2,3,29,中京,D,1200,良,7,8,未勝利,37.4,中団,3,3,8,中山,D,1200,稍,7,15,未勝利,39.0,先行,17,11,8,東京,D,1300,良,14,11,未勝利*,39.5,中団,2
6,,11,,,,,スティールヴォーグ,,牡,3,3,5,24,東京,D,1600,稍,13,2,未勝利,40.5,先行,3,5,3,東京,D,1600,稍,2,2,未勝利,37.6,先行,10,2,21,東京,D,1600,良,3,1,未勝利,38.8,逃げ,3,1,31,東京,D,1600,良,2,6,未勝利,37.4,先行,7,12,13,中山,D,1800,良,3,7,新馬,40.9,逃げ,初
7,,12,,,,,ブラックゲイル,,牡,3,9,4,11,福島,D,1150,良,11,14,未勝利,38.7,中団,13,1,12,中山,D,1200,良,15,14,新馬,40.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,テルケンレンタッチ,,牡,3,9,4,11,中山,D,1200,重,9,15,未勝利,37.6,中団,3,3,22,中山,D,1200,良,12,11,未勝利,38.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ヌビアン,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ツクバヴァンガード,,牡,3,3,5,24,東京,D,1300,稍,2,3,未勝利,38.5,先行,8,3,28,中山,D,1200,重,2,1,未勝利,37.2,先行,3,3,8,中山,D,1200,稍,2,1,未勝利,37.9,先行,3,2,14,東京,D,1400,良,3,6,未勝利,37.4,先行,4,1,18,中山,D,1200,良,4,4,未勝利,40.2,逃げ,16
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061405030402,2026.6.14,日,東京,3東4,2,,未勝利,ダート,2100,,4,稍(暫定),晴(暫定),16,10:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ツウカイウォリアー,,牡,3,11,3,29,中山,D,1800,稍,12,11,未勝利,41.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,アグアフレスカ,,牝,3,7,4,26,東京,T,2400,良,6,5,未勝利,35.1,逃げ,9,2,21,東京,T,2400,良,6,7,未勝利,35.2,中団,6,1,11,中山,T,2200,良,8,10,未勝利,36.0,中団,4,12,13,中山,T,1800,良,10,7,新馬,34.9,後方,初,,,,,,,,,,,,
2,,3,,,,,パレホ,,牝,3,2,5,31,東京,D,1600,良,11,16,未勝利・牝,37.9,後方,7,4,11,中山,D,1800,重,14,13,未勝利・牝,43.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ウインガネーシャ,,牡,3,3,5,23,東京,D,2100,重,4,9,未勝利,37.9,追込,2,5,10,新潟,D,1800,良,6,7,未勝利,39.1,中団,3,4,19,中山,D,1800,良,5,10,未勝利,40.5,中団,11,2,1,東京,D,2100,良,10,7,未勝利,41.2,先行,3,1,11,中山,D,1800,良,7,10,新馬,39.5,中団,初
3,,5,,,,,ハイテイラオユエ,,牡,3,3,5,23,東京,D,2100,重,5,11,未勝利,38.1,中団,2,5,10,新潟,D,1800,良,9,8,未勝利,39.6,中団,26,11,9,東京,D,1600,稍,10,13,新馬,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ザンテソーロ,,牡,3,3,5,24,新潟,D,1800,稍,4,5,未勝利,40.8,差し,2,5,9,東京,D,1600,良,7,11,未勝利,37.5,中団,13,2,7,東京,D,1600,良,8,8,未勝利,38.2,後方,3,1,17,中山,D,1800,良,6,7,未勝利,41.7,中団,2,1,5,中山,D,1800,稍,6,11,未勝利,40.0,後方,2
4,,7,,,,,ジョイグリーン,,セ,3,2,6,3,船橋,D,1600,不,4,2,ナイス,----,逃げ,6,4,18,中山,D,1800,良,7,6,未勝利,40.6,先行,3,3,29,中山,D,1800,稍,5,8,未勝利,42.5,先行,7,2,10,東京,D,1400,稍,9,12,未勝利,36.9,後方,初,,,,,,,,,,,,
4,,8,,,,,モデレートゲイル,,牡,3,3,5,23,東京,D,2100,重,2,1,未勝利,37.0,差し,4,4,25,東京,D,2100,稍,2,2,未勝利,38.7,差し,4,3,29,中山,T,2200,良,6,4,未勝利,36.7,中団,9,1,24,中山,T,2200,良,4,8,未勝利,35.2,追込,9,11,24,東京,T,2000,良,5,7,未勝利*,34.7,中団,3
5,B,9,,,,,ニシノロッドマン,,牡,3,3,5,24,新潟,D,1800,稍,6,9,未勝利,39.9,後方,19,1,10,中山,D,1800,良,7,4,未勝利,41.5,中団,連,1,4,中山,D,1800,稍,4,9,未勝利,40.4,追込,8,11,9,東京,D,1600,稍,13,11,未勝利*,40.6,後方,3,10,18,新潟,D,1800,良,10,4,未勝利*,40.9,中団,4
5,B,10,,,,,ゴールデンボート,,セ,3,2,5,31,東京,D,1400,良,13,14,未勝利,38.3,後方,6,4,19,福島,D,1700,良,12,12,未勝利,41.2,後方,17,12,21,中山,T,1600,重,16,12,未勝利*,38.7,後方,11,10,5,東京,T,2000,良,12,11,新馬,36.1,中団,初,,,,,,,,,,,,
6,B,11,,,,,ラブトゥエニイワン,,牡,3,13,3,15,中山,T,2000,良,13,11,未勝利,35.7,後方,3,2,21,東京,T,2400,良,11,9,未勝利,35.1,後方,16,11,2,東京,T,2000,良,8,2,新馬,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,サクセスゴールド,,牡,3,5,5,9,東京,D,2100,良,5,1,未勝利,38.7,中団,4,4,12,中山,D,1800,稍,3,3,未勝利,39.2,差し,11,1,24,中山,D,1800,良,7,2,未勝利,39.6,中団,2,1,11,中山,D,1800,良,4,6,新馬,38.7,先行,初,,,,,,,,,,,,
7,,13,,,,,アミナス,,牡,3,4,5,16,東京,D,1600,良,11,9,未勝利,38.1,後方,2,5,2,東京,D,1600,重,7,8,未勝利,38.8,先行,3,4,11,中山,D,1200,重,8,6,未勝利,37.4,後方,5,3,8,中山,D,1200,稍,9,8,未勝利,38.4,後方,12,12,13,中山,D,1800,良,8,7,未勝利*,40.4,先行,3
7,,14,,,,,ソナタムーンライト,,牡,3,2,5,30,東京,T,2400,良,12,14,未勝利,35.4,後方,連,5,23,東京,T,2000,良,13,13,未勝利,34.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,15,,,,,アドマイヤウルトラ,,牡,3,2,5,31,東京,D,1600,良,4,3,未勝利,37.6,先行,8,4,4,中山,D,1800,稍,6,2,未勝利,40.5,中団,12,1,12,中山,T,2000,良,14,5,未勝利,37.2,後方,4,12,13,中山,T,1600,良,5,3,未勝利*,35.3,中団,3,11,24,東京,D,1600,良,3,4,未勝利*,37.9,先行,連
8,,16,,,,,ガビーズメロディ,,牡,3,4,5,17,東京,D,2100,良,5,7,未勝利,38.2,中団,3,4,25,福島,D,1700,良,8,11,未勝利,39.0,中団,12,1,31,東京,D,1400,良,8,8,新馬,37.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026061405030403,2026.6.14,日,東京,3東4,3,,未勝利,芝,1400,C,2,良(暫定),晴(暫定),18,10:55,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エヴィーヴァ,,牝,3,11,3,28,中山,T,1600,稍,3,1,未勝利,35.4,先行,14,12,21,中山,T,1600,重,6,4,新馬,36.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ローレルクラウン,,牡,3,3,5,23,東京,T,1600,良,3,11,未勝利,34.0,追込,5,4,19,中山,T,2000,良,7,14,未勝利,36.2,逃げ,4,3,21,中山,D,1200,良,10,12,未勝利,39.4,後方,4,2,21,阪神,D,1800,良,8,10,未勝利,39.8,先行,4,1,25,中山,D,1800,良,13,6,新馬,43.8,中団,初
2,,3,,,,,レヴェランジェ,,牝,3,4,5,16,東京,T,1400,良,2,1,未勝利,34.4,先行,2,5,3,東京,T,1600,良,2,3,未勝利,33.9,先行,12,2,7,東京,T,1600,良,8,4,未勝利,34.2,中団,3,1,18,中山,T,1600,良,3,9,未勝利・牝,35.8,先行,2,1,4,中山,T,1600,良,3,5,未勝利,35.3,差し,12
2,,4,,,,,ミクロスギガース,,牝,3,2,5,30,東京,T,1400,良,3,13,未勝利,34.4,先行,9,3,29,中山,T,1800,良,9,13,未勝利,36.8,先行,9,1,24,中山,D,1200,良,10,6,新馬,40.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,アエログラム,,牡,3,17,2,15,東京,T,1800,良,16,5,未勝利,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,レーヴルーバ,,牝,3,19,2,1,東京,D,1600,良,11,14,未勝利・牝,40.0,中団,6,12,21,中山,T,1600,重,8,15,新馬,36.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ジーティージェミル,,牝,3,26,12,13,中山,D,1200,良,8,3,未勝利・牝*,39.4,中団,2,11,30,東京,T,1600,良,4,6,未勝利*,34.5,先行,3,11,8,東京,T,1400,良,6,8,新馬,33.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
