レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010501,2026.5.16,土,新潟,1新5,1,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,10:05,,馬齢,３歳
2,B,2,,,,,シャンドラファール,,牡,3,2,5,2,新潟,T,2200,稍,4,5,未勝利,36.1,差し,2,4,19,阪神,T,2200,良,5,12,未勝利,34.9,後方,7,2,28,小倉,T,1200,稍,13,7,未勝利,35.5,後方,24,9,14,阪神,D,1800,良,10,3,新馬,40.3,後方,初,,,,,,,,,,,,
3,B,3,,,,,フィエールシャンテ,,牝,3,8,3,22,阪神,T,2400,良,6,7,未勝利,34.2,中団,4,2,22,阪神,T,2000,良,5,12,未勝利,36.1,中団,6,1,12,京都,T,1600,良,18,14,新馬,39.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,アウラニ,,牝,3,7,3,28,中京,T,2200,良,10,11,未勝利,36.0,中団,2,3,14,中京,D,1800,良,6,5,未勝利・牝,39.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,スリーキズナヒメ,,牝,3,2,5,2,京都,T,2000,良,10,9,未勝利,35.0,先行,16,1,12,京都,T,1600,良,13,17,新馬,35.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ドンテスタマスター,,牡,3,6,4,4,阪神,D,1800,稍,5,2,未勝利,39.0,先行,2,3,21,阪神,D,2000,稍,3,1,未勝利,37.5,差し,8,1,24,京都,T,2200,良,5,3,未勝利,34.9,中団,7,12,6,阪神,T,2000,良,2,3,新馬,34.1,先行,初,,,,,,,,,,,,
7,,7,,,,,ナムラヴンダー,,牡,3,10,3,7,阪神,T,2400,稍,3,5,未勝利,34.5,先行,3,2,14,小倉,T,2000,良,8,7,未勝利,36.2,中団,7,12,28,阪神,T,1800,良,7,5,未勝利*,35.0,後方,3,12,6,阪神,T,1800,良,3,3,未勝利*,33.7,先行,2,11,23,京都,T,2000,良,5,6,未勝利*,35.1,後方,8
7,,8,,,,,カラバッシュ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,サトノビダーヤ,,牡,3,9,3,14,中京,T,1600,良,11,11,未勝利・若,35.9,逃げ,9,1,14,園田,D,1870,良,8,1,多紀連,----,逃げ,4,12,14,阪神,T,1800,稍,8,10,未勝利*,36.2,中団,3,11,23,東京,T,2000,良,10,11,新馬,35.3,逃げ,初,,,,,,,,,,,,
8,,10,,,,,タガノミトゥンドゥ,,牝,3,3,4,25,京都,T,2200,良,3,8,未勝利,35.0,追込,14,1,18,京都,T,2000,良,9,14,新馬,35.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030705,2026.5.16,土,京都,3京7,5,,未勝利,芝,1800,D,2,良(暫定),晴(暫定),18,12:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レッドパラジウム,,牡,3,3,4,25,京都,T,1600,良,7,5,未勝利,34.6,中団,10,2,15,京都,D,1400,良,15,5,未勝利,41.3,逃げ,3,1,25,京都,D,1900,良,11,2,未勝利,39.6,中団,3,1,4,京都,T,1800,良,6,3,新馬,34.5,後方,初,,,,,,,,,,,,
2,,2,,,,,ウイルソン,,牡,3,4,4,18,阪神,T,1800,良,3,2,未勝利,34.2,先行,11,1,31,東京,T,1800,良,2,2,新馬,33.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ゼンノゾンターク,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,プシュパ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,ロサルゴサ,,牡,3,12,2,21,阪神,T,2400,良,4,2,未勝利,35.1,先行,2,2,7,小倉,T,2000,稍,3,7,未勝利・若,36.0,先行,6,12,27,阪神,T,2000,良,7,10,新馬,34.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ユウブルボン,,牡,3,連,5,7,船橋,D,1600,良,9,10,ナイス,----,中団,11,2,22,阪神,D,1800,良,10,11,未勝利,39.3,後方,2,2,10,高知,D,1400,良,9,8,足摺盃,----,後方,13,11,9,東京,D,1600,稍,14,12,新馬,39.5,後方,初,,,,,,,,,,,,
5,,7,,,,,スパルタンエックス,,牡,3,11,2,28,阪神,D,1800,良,6,8,未勝利,39.4,先行,2,2,14,小倉,T,2000,良,15,5,未勝利,38.5,中団,9,12,13,阪神,T,2000,良,4,2,未勝利*,36.0,先行,2,11,30,京都,T,2000,良,2,2,新馬,35.2,逃げ,初,,,,,,,,,,,,
5,,8,,,,,エリカアズーラ,,牝,3,3,4,25,福島,T,2000,良,10,3,未勝利・牝,35.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,タイセイグローバル,,牡,3,9,3,14,阪神,T,1800,良,14,9,未勝利,36.3,中団,3,2,21,小倉,T,1800,良,3,8,未勝利,36.0,逃げ,6,1,11,京都,D,1400,良,10,11,未勝利,39.2,後方,3,12,20,阪神,D,1400,良,5,8,未勝利*,38.8,中団,6,11,9,京都,D,1400,稍,8,10,未勝利*,37.9,中団,7
6,,10,,,,,アメジストロード,,牡,3,2,5,2,新潟,T,1400,稍,12,8,未勝利,37.7,後方,17,1,5,京都,T,2000,良,13,14,未勝利,36.2,後方,2,12,20,阪神,T,1600,良,16,14,未勝利*,35.4,中団,連,12,14,阪神,D,1800,稍,9,4,未勝利*,42.9,中団,5,11,8,京都,T,1800,良,5,9,新馬,35.6,逃げ,初
7,,11,,,,,アージュドール,,牡,3,連,5,10,京都,T,1600,良,12,16,未勝利,34.8,中団,3,4,18,中山,D,1800,良,12,10,未勝利,42.2,後方,10,2,10,京都,D,1800,良,6,6,未勝利,39.5,後方,3,1,18,京都,T,2000,良,17,16,新馬,37.2,中団,初,,,,,,,,,,,,
7,,12,,,,,ロッサコメータ,,牝,3,3,4,25,京都,T,1800,良,6,6,未勝利・牝,35.2,中団,9,2,21,阪神,T,1600,良,12,6,未勝利,35.2,中団,3,2,1,東京,T,1600,良,2,10,新馬,34.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,オーケーキュート,,牝,3,4,4,18,阪神,T,1800,良,14,9,未勝利,35.3,中団,3,3,28,中京,T,1600,良,6,12,未勝利,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,メイショウプレマ,,牝,3,3,4,25,京都,T,1800,良,4,11,未勝利・牝,34.9,差し,8,2,28,小倉,T,2000,稍,9,11,未勝利,37.1,後方,2,2,14,京都,T,1800,良,8,7,未勝利,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030706,2026.5.16,土,京都,3京7,6,,1勝,ダート,1200,,2,良(暫定),晴(暫定),16,12:30,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,メラヴィリオーザ,,牝,6,7,3,28,阪神,D,1400,良,7,8,１勝ｸﾗｽ・牝,38.0,中団,4,3,1,阪神,D,1200,良,4,14,１勝ｸﾗｽ・牝,36.0,追込,2,2,14,小倉,D,1700,良,7,9,１勝ｸﾗｽ・牝,38.7,後方,8,12,20,阪神,D,1800,良,10,14,１勝ｸﾗｽ,37.6,後方,2,12,6,阪神,D,1800,良,11,13,１勝ｸﾗｽ,38.5,中団,8
2,B,2,,,,,バーケンティン,,牡,5,3,4,25,福島,T,1200,良,11,7,１勝ｸﾗｽ・若,33.9,後方,8,2,28,小倉,D,1000,不,8,5,１勝ｸﾗｽ,35.6,中団,2,2,15,小倉,D,1000,稍,3,7,１勝ｸﾗｽ,35.0,先行,9,12,14,中京,D,1400,稍,9,8,１勝ｸﾗｽ,39.1,先行,5,11,8,福島,D,1700,良,12,10,１勝ｸﾗｽ,40.2,中団,11
2,B,3,,,,,エブライト,,牝,5,8,3,21,阪神,D,1200,良,11,10,１勝ｸﾗｽ,36.3,後方,4,2,22,小倉,D,1000,良,10,10,１勝ｸﾗｽ,36.1,中団,15,11,8,福島,D,1150,良,9,4,１勝ｸﾗｽ・牝,37.2,中団,8,9,14,阪神,D,1200,良,10,4,１勝ｸﾗｽ,36.1,後方,8,7,20,小倉,D,1000,良,5,5,１勝ｸﾗｽ,35.8,後方,8
3,B,4,,,,,ワイルドブッター,,セ,4,2,5,2,新潟,T,1000,稍,15,13,１勝ｸﾗｽ,35.2,後方,14,1,25,京都,D,1200,良,14,13,１勝ｸﾗｽ,37.0,後方,2,1,10,京都,T,1400,良,12,17,１勝ｸﾗｽ,34.5,後方,13,10,13,京都,D,1200,良,7,14,１勝ｸﾗｽ,36.0,後方,4,9,14,阪神,D,1200,良,11,6,１勝ｸﾗｽ,36.2,後方,10
3,,5,,,,,ニホンピロカラット,,牡,5,2,5,2,京都,D,1400,稍,7,1,１勝ｸﾗｽ,37.6,中団,2,4,18,阪神,D,1200,良,2,4,１勝ｸﾗｽ,36.3,差し,21,11,23,京都,D,1400,良,11,2,１勝ｸﾗｽ,38.1,先行,25,5,31,京都,D,1400,良,2,1,１勝ｸﾗｽ,37.4,差し,4,5,3,京都,D,1200,重,2,1,１勝ｸﾗｽ,35.8,先行,2
4,,6,,,,,ダディーズアイル,,牡,5,2,5,3,新潟,D,1200,稍,7,9,１勝ｸﾗｽ,36.6,後方,12,2,7,京都,D,1200,良,12,7,１勝ｸﾗｽ,37.1,中団,2,1,25,京都,D,1200,良,6,6,１勝ｸﾗｽ,36.4,中団,14,10,19,京都,D,1400,稍,12,5,１勝ｸﾗｽ,39.2,逃げ,3,9,28,阪神,D,1400,良,4,13,１勝ｸﾗｽ,38.3,先行,8
4,,7,,,,,グランデスフィーダ,,牡,6,5,4,11,福島,D,1150,良,6,3,１勝ｸﾗｽ,37.0,中団,3,3,22,中京,D,1200,良,3,4,１勝ｸﾗｽ,36.4,差し,2,3,7,阪神,D,1200,稍,5,6,１勝ｸﾗｽ,36.8,中団,8,1,12,京都,D,1400,良,11,10,１勝ｸﾗｽ,36.6,中団,7,11,23,京都,D,1400,良,7,14,１勝ｸﾗｽ,37.1,後方,9
5,,8,,,,,クリノミニスター,,牡,7,2,5,3,新潟,D,1200,稍,11,10,１勝ｸﾗｽ,37.2,中団,8,3,7,阪神,D,1200,稍,13,11,１勝ｸﾗｽ,37.3,中団,2,2,22,小倉,D,1000,良,5,9,１勝ｸﾗｽ,36.2,中団,2,2,7,京都,D,1200,良,4,11,１勝ｸﾗｽ,36.8,差し,4,1,10,京都,D,1200,良,8,9,１勝ｸﾗｽ,36.7,後方,8
5,B,9,,,,,ピオニエーレ,,牡,5,2,5,2,新潟,T,1000,稍,8,16,１勝ｸﾗｽ,34.5,後方,10,2,21,阪神,D,1400,良,14,15,１勝ｸﾗｽ,39.5,先行,24,9,8,川崎,D, 900,稍,10,1,かなが,----,後方,2,8,22,川崎,D,1400,良,1,3,やまな,----,先行,3,8,4,川崎,D, 900,良,1,1,雷光賞,----,先行,4
6,B,10,,,,,トッレブランカ,,牡,4,連,5,9,新潟,D,1200,稍,7,10,１勝ｸﾗｽ,39.6,中団,21,12,17,園田,D,1230,良,1,2,Ｃ１一,----,逃げ,4,11,18,園田,D,1230,良,2,2,山南町,----,差し,4,10,22,園田,D,1230,稍,1,1,Ｃ２一,----,逃げ,2,10,2,園田,D,1230,稍,2,2,パカや,----,先行,6
6,B,11,,,,,カネコメファミリー,,牝,5,4,4,18,阪神,D,1200,良,5,7,１勝ｸﾗｽ,38.1,逃げ,2,4,4,阪神,D,1200,稍,8,4,１勝ｸﾗｽ,37.3,逃げ,45,5,25,新潟,D,1200,稍,3,1,１勝ｸﾗｽ・牝,37.6,逃げ,3,5,3,京都,D,1200,重,4,2,１勝ｸﾗｽ,36.5,先行,6,3,22,中京,D,1200,良,2,8,１勝ｸﾗｽ,36.6,逃げ,2
7,,12,,,,,コヒロ,,牝,4,15,2,1,京都,D,1400,良,9,10,１勝ｸﾗｽ,39.5,中団,9,12,2,園田,D,1230,良,1,1,Ｃ１二,----,逃げ,4,11,4,園田,D,1400,稍,3,3,Ｂ２二,----,先行,4,10,2,園田,D,1400,稍,1,1,Ｃ２二,----,逃げ,6,8,24,中京,D,1400,良,6,10,未勝利・牝,39.3,先行,9
7,,13,,,,,チムニーパイプ,,牝,4,13,2,14,京都,D,1200,稍,8,1,１勝ｸﾗｽ,37.1,中団,3,1,25,京都,D,1200,良,4,8,１勝ｸﾗｽ,36.2,差し,22,8,23,中京,D,1200,良,1,3,未勝利,37.1,差し,2,8,9,中京,D,1200,良,3,8,未勝利,36.9,差し,4,7,12,小倉,D,1000,良,4,8,未勝利,36.3,差し,6
8,,14,,,,,ダイアナクイーン,,牝,4,連,5,10,新潟,D,1200,良,13,8,１勝ｸﾗｽ・牝,39.3,逃げ,44,7,6,小倉,T,1200,良,13,12,未勝利・牝,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,シャインミラカナ,,牡,4,連,5,9,新潟,D,1200,稍,14,11,１勝ｸﾗｽ,39.8,後方,2,4,26,福島,D,1150,良,5,11,１勝ｸﾗｽ,37.2,中団,23,11,15,福島,D,1150,良,9,15,１勝ｸﾗｽ,37.9,中団,10,9,7,札幌,D,1000,稍,9,11,１勝ｸﾗｽ,35.7,先行,23,3,30,阪神,D,1200,良,14,12,１勝ｸﾗｽ*,39.0,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030707,2026.5.16,土,京都,3京7,7,,1勝,芝,1600,D,2,良(暫定),晴(暫定),18,13:00,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シャンパンライフ,,牝,4,8,3,21,中京,T,1600,良,2,1,１勝ｸﾗｽ,33.9,先行,4,2,22,阪神,T,1600,良,4,2,天神橋Ｈ･2勝,33.2,追込,8,12,28,阪神,T,1600,良,2,4,フォーＨ･2勝,32.9,差し,15,9,13,阪神,T,1800,良,3,8,未勝利,33.7,追込,4,8,16,中京,T,1400,良,6,3,未勝利・牝,35.3,先行,3
2,B,2,,,,,ダノンクロム,,牡,6,2,5,2,京都,T,1600,良,10,4,１勝ｸﾗｽ,36.0,後方,2,4,19,福島,T,1800,良,5,5,１勝ｸﾗｽ,35.7,逃げ,8,2,21,阪神,T,1600,良,5,7,１勝ｸﾗｽ,35.1,逃げ,3,1,31,京都,T,1600,良,12,4,１勝ｸﾗｽ,35.2,先行,12,11,9,京都,T,1400,重,11,7,１勝ｸﾗｽ,35.3,中団,3
3,,3,,,,,ビップディラン,,牡,4,7,3,29,中京,T,1600,良,外,--,１勝ｸﾗｽ,----,,21,11,1,京都,T,1600,良,10,4,１勝ｸﾗｽ,33.7,中団,11,8,16,中京,T,1600,良,2,1,１勝ｸﾗｽ,33.6,先行,2,8,3,中京,T,1600,良,1,2,未勝利,34.5,差し,8,6,8,阪神,T,1600,良,6,2,未勝利,35.3,中団,2
4,,4,,,,,シャーリーゴールド,,牝,5,7,3,28,中京,T,1600,良,8,13,１勝ｸﾗｽ・牝,33.9,中団,11,1,10,京都,T,1400,良,9,12,１勝ｸﾗｽ,35.3,中団,9,11,9,京都,T,1400,重,9,16,１勝ｸﾗｽ,34.2,後方,11,8,23,札幌,T,1500,稍,11,10,１勝ｸﾗｽ,36.5,後方,6,7,13,函館,T,1800,良,13,12,１勝ｸﾗｽ・牝,35.0,後方,12
5,,5,,,,,パスコード,,牝,4,4,4,18,阪神,T,1600,良,3,5,１勝ｸﾗｽ,33.2,先行,3,3,29,中京,T,1600,良,2,4,１勝ｸﾗｽ,33.9,先行,5,2,21,小倉,T,1800,良,5,2,１勝ｸﾗｽ・牝,36.8,先行,5,1,18,京都,T,1600,良,3,2,１勝ｸﾗｽ,35.2,先行,4,12,21,中京,T,1600,稍,11,3,１勝ｸﾗｽ・牝,35.3,後方,15
6,,6,,,,,コルドンブルー,,牝,4,3,4,25,京都,T,1400,良,3,1,１勝ｸﾗｽ,33.3,追込,4,3,29,阪神,T,1400,良,3,2,１勝ｸﾗｽ,33.8,差し,62,1,18,中京,T,1400,良,3,5,紅梅Ｓ(L),34.4,追込,5,12,14,中京,T,1400,良,1,1,未勝利・牝*,35.1,差し,9,10,14,新潟,T,1400,良,2,1,未勝利・牝*,35.8,差し,4
6,,7,,,,,グロリアスグレイス,,牡,5,11,2,26,名古,D,1500,重,1,1,Ｃ１４,----,逃げ,5,1,27,名古,D,1400,良,1,1,Ｃ２３,----,先行,40,4,23,名古,D,1700,不,1,1,山崎川,----,逃げ,4,3,25,名古,D,1400,重,1,1,Ｃ２５,----,先行,59,2,3,京都,T,1600,良,6,14,未勝利,36.0,後方,3
7,,8,,,,,ニシノイツキムスメ,,牝,4,3,4,25,京都,T,1400,良,9,10,１勝ｸﾗｽ,34.4,先行,12,1,31,京都,T,1600,良,10,6,１勝ｸﾗｽ,34.4,中団,4,1,5,京都,T,1600,良,3,6,１勝ｸﾗｽ,33.8,差し,9,11,1,京都,T,1600,良,7,10,１勝ｸﾗｽ,34.0,先行,3,10,12,京都,T,1600,良,5,11,１勝ｸﾗｽ,34.2,先行,4
7,,9,,,,,ワンダーイロネ,,牝,4,連,5,9,京都,D,1400,良,10,4,１勝ｸﾗｽ・牝,37.8,後方,35,9,7,阪神,D,1400,良,5,6,１勝ｸﾗｽ・牝,39.0,先行,3,8,17,中京,D,1400,良,8,8,１勝ｸﾗｽ・牝,39.5,中団,20,3,30,阪神,D,1200,良,9,5,１勝ｸﾗｽ*,37.3,後方,2,3,15,阪神,D,1400,良,8,6,１勝ｸﾗｽ*,38.0,中団,9
8,,10,,,,,アウクソー,,牝,6,4,4,19,福島,T,1200,良,12,12,須賀川特･1勝,34.5,中団,5,3,14,中京,T,1400,良,7,10,１勝ｸﾗｽ・牝,35.4,先行,7,1,25,小倉,T,1200,良,8,11,八幡特別･1勝,33.8,中団,10,11,15,福島,T,1200,良,11,11,１勝ｸﾗｽ・若,35.3,中団,4,10,19,新潟,T,1200,稍,9,5,１勝ｸﾗｽ,35.1,中団,9
8,,11,,,,,クインズメレンゲ,,牝,4,2,5,3,新潟,D,1200,稍,9,8,１勝ｸﾗｽ,37.8,先行,9,3,1,阪神,D,1200,良,10,12,１勝ｸﾗｽ・牝,37.5,先行,2,2,14,京都,D,1400,稍,14,9,１勝ｸﾗｽ,41.6,先行,27,8,10,中京,D,1400,良,1,3,未勝利・牝,37.9,先行,10,5,31,京都,D,1400,良,5,4,未勝利,37.5,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030708,2026.5.16,土,京都,3京7,8,京都ハイジャンプ,ＪＧ２,障害,3930,D,,良(暫定),晴(暫定),14,13:35,,別定,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダノンロッキー,,牡,5,12,2,21,小倉,S,3390,良,2,2,障害・オープ,13.7,先行,9,12,21,中山,S,2880,重,1,1,障害未勝利,13.6,先行,8,10,26,東京,S,3000,稍,2,4,障害未勝利,13.6,先行,12,8,2,新潟,S,2850,良,6,6,障害未勝利,13.0,中団,12,5,10,新潟,T,2200,稍,12,10,荒川峡特･1勝,38.1,中団,11
2,,2,,,,,ヴラディア,,牡,7,5,4,11,中山,S,3200,稍,7,6,障害・オープ,13.8,中団,5,3,7,中山,S,3200,重,5,13,障害・オープ,13.9,中団,8,1,10,京都,S,3170,良,5,11,牛若丸ジ,13.7,中団,3,12,20,阪神,S,3110,良,12,11,障害・オープ,14.0,後方,8,10,25,京都,S,3170,良,4,6,障害・オープ,13.9,先行,4
3,,3,,,,,メイショウアツイタ,,牡,8,9,3,14,阪神,S,3900,良,4,6,阪神スプJG2,13.9,先行,11,12,27,中山,S,4100,良,7,7,中山大障JG1,14.2,後方,7,11,8,京都,S,3170,良,7,8,京都ジャJG3,13.8,後方,8,9,13,中山,S,3210,稍,4,7,清秋ジャ,13.8,差し,17,5,17,京都,S,3930,不,3,5,京都ハイJG2,14.1,ﾏｸﾘ,9
4,B,4,,,,,ネビーイーム,,牡,8,4,4,18,中山,S,4260,良,5,4,中山グラJG1,13.8,中団,5,3,14,阪神,S,3900,良,6,2,阪神スプJG2,14.0,後方,11,12,27,中山,S,4100,良,2,2,中山大障JG1,14.0,逃げ,14,9,20,阪神,S,3140,良,1,2,阪神ジャJG3,13.4,先行,10,7,12,小倉,S,3390,良,1,1,ソレイユ,13.4,先行,12
5,,5,,,,,シホノスペランツァ,,牡,7,8,3,21,中山,S,3350,良,7,1,ペガサス,13.4,先行,10,1,10,京都,S,3170,良,1,3,牛若丸ジ,13.6,先行,7,11,22,福島,S,3380,良,2,1,障害・オープ,13.3,先行,18,7,19,福島,S,3380,良,1,1,障害・オープ,13.6,先行,4,6,21,阪神,S,3110,良,4,1,障害・オープ,13.6,差し,10
6,,6,,,,,ゴールデンスロープ,,セ,5,8,3,21,中山,S,3350,良,3,5,ペガサス,13.3,先行,4,2,21,小倉,S,3390,良,5,5,障害・オープ,13.8,先行,10,12,14,中山,S,2880,稍,1,1,障害未勝利,13.8,逃げ,4,11,16,福島,S,2750,良,2,1,障害未勝利,13.1,逃げ,4,10,18,京都,S,2910,良,3,1,障害未勝利,13.7,逃げ,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051608030709,2026.5.16,土,京都,3京7,9,あずさ賞,1勝,芝,2000,D,4,良(暫定),晴(暫定),16,14:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミッキージャンプ,,牡,3,2,5,3,東京,T,2000,良,7,11,プリンシ(L),34.6,先行,7,3,14,中京,T,2000,良,1,3,未勝利,35.0,逃げ,3,2,22,阪神,T,2000,良,3,4,未勝利,36.0,先行,11,12,6,阪神,D,1800,良,6,11,未勝利*,38.5,中団,3,11,15,京都,D,1400,良,4,2,未勝利*,37.7,差し,12
2,B,2,,,,,レッドラージャ,,牡,3,2,5,3,東京,T,2000,良,5,13,プリンシ(L),33.8,中団,10,2,21,小倉,T,1800,良,1,1,未勝利,35.2,先行,3,2,1,小倉,T,2000,良,5,2,未勝利,35.5,中団,3,1,10,京都,T,2400,良,3,1,未勝利,36.0,先行,7,11,23,京都,T,2000,良,6,4,未勝利*,35.9,先行,9
3,,3,,,,,サイモンシャリオ,,牡,3,4,4,18,福島,T,2000,良,3,2,ひめさゆ･1勝,34.8,差し,3,3,29,阪神,T,2000,良,1,2,未勝利,34.9,先行,2,3,14,中京,T,2000,良,2,4,未勝利,34.6,追込,10,1,5,京都,T,2000,良,8,6,未勝利,36.3,先行,2,12,20,中京,T,2000,稍,4,5,未勝利*,34.7,差し,2
4,,4,,,,,サトノアイボリー,,牡,3,4,4,18,阪神,T,2000,良,2,4,１勝ｸﾗｽ*,34.6,先行,10,2,10,京都,T,1800,良,8,9,きさらぎG3,34.0,中団,10,11,29,京都,T,2000,良,9,6,京都２歳G3,36.0,中団,7,10,11,京都,T,2000,良,2,3,紫菊賞･1勝*,36.1,先行,6,8,31,中京,T,2000,良,1,3,新馬,34.0,先行,初
5,,5,,,,,ヨカオウ,,牡,3,3,4,25,東京,T,2400,良,15,16,青葉賞G2,37.1,先行,3,4,4,中山,T,2200,稍,7,7,山吹賞･1勝*,36.9,先行,16,12,13,阪神,T,2000,良,1,5,未勝利*,35.3,逃げ,4,11,15,東京,T,2000,良,2,5,未勝利*,34.4,逃げ,3,10,26,京都,T,2000,稍,4,6,未勝利*,36.0,差し,2
