レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010101,2026.7.25,土,札幌,1札1,1,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,10:00,,馬齢,３歳
2026072501010102,2026.7.25,土,札幌,1札1,2,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,10:30,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サノノベリー,,牝,2,2,7,11,函館,T,1200,稍,3,9,新馬,35.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ヴィヴィアンリーチ,,牝,2,6,6,13,函館,T,1200,稍,4,5,新馬,35.2,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,テイクケア,,牝,2,3,7,4,函館,T,1200,良,5,7,未勝利・牝*,34.9,中団,3,6,14,函館,T,1000,良,5,8,新馬,34.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,コックニー,,牡,2,3,7,5,函館,T,1200,良,8,1,未勝利*,38.1,先行,2,6,21,函館,T,1200,良,2,1,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ヌーンベルク,,牝,2,3,7,4,函館,T,1200,良,4,2,未勝利・牝*,34.8,先行,連,6,27,函館,T,1200,稍,3,3,新馬,35.5,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ライフイズアート,,牝,2,2,7,11,函館,T,1200,稍,2,2,新馬,35.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,シガレス,,牝,2,2,7,11,函館,T,1200,稍,6,10,新馬,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,トーセンルルド,,牝,2,3,7,4,函館,T,1200,良,3,4,未勝利・牝*,34.9,先行,2,6,21,函館,T,1200,良,5,7,新馬,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010103,2026.7.25,土,札幌,1札1,3,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,11:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ゴーントゥファー,,セ,3,2,7,12,函館,D,1700,不,13,12,未勝利,38.7,後方,2,6,28,福島,D,1700,良,外,--,未勝利,----,,12,4,5,中山,T,2000,重,14,13,未勝利,44.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,クロームクロス,,牡,3,9,5,24,新潟,D,1800,稍,11,5,未勝利,42.3,中団,連,5,17,新潟,D,1800,良,4,5,未勝利,37.8,先行,18,1,12,京都,T,1600,良,9,13,新馬,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,B,3,,,,,ヤマメイッカ,,牡,3,2,7,11,函館,D,1700,重,2,3,未勝利,38.0,先行,2,6,28,函館,D,1700,稍,5,5,未勝利,38.3,先行,24,1,11,中山,D,1800,良,14,3,未勝利,44.6,中団,7,11,24,東京,D,1600,良,5,3,未勝利*,37.6,中団,4,10,25,東京,D,1600,稍,5,12,新馬,36.4,中団,初
4,,4,,,,,ダンツアラーム,,牝,3,2,7,12,函館,T,2000,重,8,5,未勝利・牝,39.0,後方,2,6,27,函館,T,1800,稍,8,12,未勝利,35.0,後方,2,6,14,函館,D,1700,良,5,8,未勝利,38.4,後方,3,5,23,京都,T,1800,良,9,8,未勝利・牝,37.0,先行,連,5,17,京都,T,1600,良,7,13,未勝利・牝,35.0,中団,5
5,,5,,,,,メイショウシンガン,,牡,3,39,10,25,京都,D,1400,良,10,3,未勝利*,41.5,先行,4,9,27,阪神,D,1800,良,3,2,未勝利*,39.1,逃げ,2,9,14,阪神,D,1800,良,3,5,新馬,38.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,6,,,,,アオイミズホ,,牡,3,4,6,27,福島,D,1700,稍,5,3,未勝利,39.4,先行,3,6,6,東京,D,1600,良,5,1,未勝利,37.3,後方,3,5,16,東京,D,1600,良,2,2,未勝利,37.3,逃げ,4,4,19,中山,D,1800,良,3,4,未勝利,41.1,先行,4,3,21,中山,D,1800,良,3,2,未勝利,40.1,先行,4
7,,7,,,,,メイショウノヴァス,,牡,3,3,7,8,門別,D,1700,良,4,3,フェル,----,ﾏｸﾘ,2,6,20,函館,T,2000,良,8,6,未勝利,35.6,後方,4,5,24,京都,T,1600,良,7,5,未勝利,35.0,中団,16,1,31,京都,T,1600,良,5,6,未勝利,35.1,後方,2,1,18,京都,T,1600,良,6,11,未勝利,35.9,中団,3
7,,8,,,,,ブルーフレア,,牡,3,7,6,7,東京,D,2100,良,7,2,未勝利,40.3,先行,3,5,17,東京,D,2100,良,2,2,未勝利,38.1,逃げ,2,5,2,東京,D,2100,重,3,6,未勝利,37.8,先行,3,4,12,中山,D,1800,稍,9,8,未勝利,40.3,中団,初,,,,,,,,,,,,
8,,9,,,,,ワンダーゾルダート,,牡,3,6,6,14,阪神,D,1800,良,10,8,未勝利,39.9,先行,3,5,24,京都,D,1900,良,6,4,未勝利,39.5,逃げ,2,5,9,京都,D,1800,良,6,1,未勝利,40.0,中団,6,3,28,中京,D,1800,稍,6,4,未勝利・若,40.0,中団,2,3,15,阪神,D,1800,良,2,1,未勝利,38.8,逃げ,3
8,,10,,,,,マクローリン,,牡,3,6,6,14,阪神,D,1800,良,13,15,未勝利,40.2,中団,2,5,30,京都,D,1400,良,7,9,未勝利,38.2,中団,3,5,9,新潟,D,1800,稍,5,8,未勝利,41.7,中団,2,4,26,東京,D,1600,稍,8,10,未勝利,38.0,中団,2,4,12,中山,D,1200,稍,7,7,未勝利,38.1,中団,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010104,2026.7.25,土,札幌,1札1,4,,未勝利,芝,1500,A,3,良(暫定),晴(暫定),14,11:30,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レイナデルアイレ,,牝,3,4,6,27,福島,T,1800,良,5,13,未勝利・牝,35.7,先行,9,4,26,東京,D,1400,稍,15,14,未勝利・牝,37.9,後方,9,2,21,小倉,D,1000,良,13,11,未勝利,36.7,後方,4,1,25,小倉,T,1200,良,12,14,新馬,33.7,後方,初,,,,,,,,,,,,
2,,2,,,,,サンエンジェルス,,牝,3,4,6,27,函館,D,1700,重,5,4,未勝利・牝,36.8,中団,2,6,14,函館,T,1200,良,7,3,未勝利,34.8,中団,10,4,4,阪神,T,1400,良,6,9,未勝利,35.2,中団,3,3,15,中京,T,1600,良,4,13,未勝利・牝,34.9,先行,32,8,2,札幌,T,1500,良,5,10,新馬,34.8,中団,初
3,,3,,,,,アロハ,,牝,3,4,6,27,小倉,T,1800,重,6,2,未勝利・牝,35.7,先行,6,5,17,京都,T,1600,良,11,3,未勝利・牝,35.3,先行,31,10,13,京都,T,1600,良,2,2,新馬,35.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,エアヴァイブス,,牝,3,2,7,12,函館,T,2000,重,5,1,未勝利・牝,38.8,先行,2,6,27,函館,T,1800,稍,7,1,未勝利,35.5,先行,4,5,31,京都,T,1600,良,7,1,未勝利,34.8,中団,2,5,17,京都,T,1600,良,2,5,未勝利・牝,34.6,差し,9,3,14,中京,T,1600,良,4,1,未勝利・若,34.6,先行,10
4,,5,,,,,スパークルレイ,,牝,3,4,6,30,盛岡,T,1700,良,5,6,アメジ,----,中団,6,5,17,東京,T,1800,良,15,16,未勝利,35.1,中団,5,4,11,中山,T,1600,良,15,13,未勝利,35.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ペカリーナ,,牝,3,10,5,17,東京,T,1800,良,5,4,未勝利,34.5,逃げ,3,4,25,東京,T,1800,良,3,6,未勝利・牝,34.8,逃げ,4,3,28,阪神,T,1800,良,5,7,君子蘭賞･1勝,35.3,後方,3,3,8,中山,D,1800,稍,10,8,未勝利・牝,42.4,中団,8,1,11,中山,D,1800,良,9,10,未勝利・牝,40.4,後方,2
5,,7,,,,,ビップジョワ,,牝,3,2,7,12,函館,T,1200,重,5,12,未勝利,35.5,中団,2,6,28,函館,T,2000,良,16,15,未勝利,40.6,後方,2,6,14,函館,T,2000,良,11,10,未勝利,38.1,逃げ,5,5,9,新潟,T,2000,良,7,7,未勝利,37.0,逃げ,2,4,25,東京,T,1800,良,4,5,未勝利・牝,34.9,先行,8
5,,8,,,,,サンセリテ,,牝,3,11,5,10,東京,T,1600,良,10,3,未勝利,34.2,中団,16,1,18,中山,T,1600,良,9,2,未勝利・牝,35.4,中団,12,10,25,東京,T,1600,良,6,1,未勝利・牝*,36.0,先行,6,9,13,中山,T,1600,稍,2,1,新馬・牝,34.0,差し,初,,,,,,,,,,,,
6,,9,,,,,イノリ,,牝,3,15,4,12,中山,T,2200,良,14,16,未勝利,37.3,先行,4,3,14,阪神,T,1800,良,16,15,未勝利,37.2,先行,13,12,14,阪神,T,1800,稍,11,11,未勝利*,37.1,中団,3,11,23,京都,T,2000,良,12,9,未勝利*,38.2,中団,6,10,11,京都,T,1800,良,6,5,未勝利*,36.8,先行,5
6,,10,,,,,フローズンクイーン,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,フレッチャアズーラ,,牝,3,10,5,17,京都,T,1600,良,9,1,未勝利・牝,35.0,中団,9,3,15,中京,T,1600,良,3,1,未勝利・牝,34.9,先行,3,2,21,阪神,T,1600,良,2,1,未勝利,34.7,先行,5,1,18,京都,T,1600,良,10,1,未勝利,37.5,先行,6,12,6,阪神,T,1600,良,2,2,未勝利・牝*,33.6,先行,4
7,,12,,,,,イヌボウノシオカゼ,,牝,3,10,5,16,新潟,T,1000,良,15,6,未勝利,35.2,先行,12,2,22,東京,D,1400,良,13,5,新馬,43.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,カスタニッチャ,,牝,3,7,6,7,阪神,T,1800,良,9,13,未勝利・牝,34.5,中団,29,11,15,京都,T,1600,良,12,8,新馬・牝,36.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,ロジマギー,,牝,3,13,4,25,福島,D,1700,良,12,2,未勝利・牝,41.1,中団,8,3,1,中山,D,1800,稍,3,5,未勝利・牝,41.0,先行,8,1,4,中山,T,2000,良,5,3,新馬,35.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010105,2026.7.25,土,札幌,1札1,5,,新馬,ダート,1700,,4,良(暫定),晴(暫定),14,12:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レガメデルヴェント,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,アンバーバレット,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ホウオウシュウ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,カナデ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,,,,,トロフィアス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ディアファザー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010106,2026.7.25,土,札幌,1札1,6,,未勝利,芝,1800,A,4,良(暫定),晴(暫定),14,12:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,インフィオラータ,,牝,3,2,7,11,函館,T,1800,稍,3,4,未勝利,35.0,追込,2,6,27,函館,T,1800,稍,4,7,未勝利,35.1,差し,5,5,23,京都,T,1800,良,7,4,未勝利・牝,35.8,後方,12,2,28,小倉,D,1700,不,7,2,未勝利・牝,38.3,ﾏｸﾘ,連,2,22,小倉,T,1800,良,4,1,未勝利・牝,36.3,先行,3
2,,2,,,,,フォルストランキル,,牝,3,2,7,12,函館,T,1200,重,13,6,未勝利,36.6,中団,3,6,21,阪神,T,1600,稍,15,2,未勝利・牝,37.9,先行,11,4,4,阪神,T,1800,良,6,3,未勝利,34.4,先行,3,3,15,中京,T,1600,良,2,6,未勝利・牝,34.0,差し,初,,,,,,,,,,,,
3,B,3,,,,,トランスマリーン,,牡,3,24,2,7,京都,D,1800,良,10,3,未勝利,42.3,先行,4,1,11,京都,T,1800,良,11,12,未勝利,36.1,先行,11,10,26,京都,T,1600,稍,5,4,未勝利*,36.7,中団,3,10,5,京都,T,1600,稍,4,2,未勝利*,35.4,追込,3,9,15,阪神,T,1600,良,4,5,新馬,33.6,追込,初
3,,4,,,,,ケナゲ,,牝,3,2,7,11,函館,T,1800,稍,5,6,未勝利,35.4,中団,2,6,27,函館,T,1800,稍,2,14,未勝利,34.6,追込,4,5,30,東京,T,2000,良,7,10,未勝利,34.0,後方,3,5,10,新潟,T,1800,良,5,6,未勝利・牝,34.0,後方,3,4,19,中山,T,2000,良,5,13,未勝利,34.9,中団,4
4,B,5,,,,,グランフルス,,牡,3,5,6,21,函館,T,1800,良,12,15,未勝利,35.1,後方,5,5,17,東京,T,1800,良,10,9,未勝利,34.2,中団,6,4,5,中山,T,2000,重,6,12,未勝利,37.6,先行,3,3,14,中山,T,1600,良,8,11,未勝利,34.8,後方,17,11,15,東京,T,1600,良,17,15,未勝利*,34.9,中団,3
4,,6,,,,,ヘクセンハウス,,牝,3,2,7,11,函館,T,1800,稍,6,7,未勝利,35.4,中団,3,6,21,函館,T,1800,良,6,7,未勝利,35.8,先行,6,5,10,京都,T,1600,良,8,6,未勝利,34.8,中団,3,4,19,中山,T,1600,良,3,5,１勝ｸﾗｽ*,34.3,先行,5,3,14,阪神,T,1400,良,8,17,未勝利,34.5,中団,6
5,,7,,,,,アート,,牡,3,4,6,28,函館,T,2000,良,6,9,未勝利,36.3,先行,2,6,14,函館,T,1800,良,7,8,未勝利,34.9,中団,4,5,16,新潟,T,1800,良,5,7,未勝利,33.9,後方,3,4,26,福島,T,1800,良,3,12,未勝利,34.9,差し,8,2,28,小倉,T,2000,稍,11,9,未勝利,38.6,中団,初
5,,8,,,,,ウインアベリア,,牝,3,6,6,14,函館,T,2000,良,14,14,未勝利,37.4,後方,20,1,25,小倉,T,2000,良,15,12,未勝利,36.5,中団,9,11,24,福島,T,1800,良,5,9,新馬,35.2,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,9,,,,,テンレディーゴー,,牡,3,3,7,5,函館,T,2000,良,7,11,未勝利,36.1,先行,連,6,28,函館,T,2000,良,10,16,未勝利,36.2,後方,9,4,25,東京,D,2100,稍,11,8,未勝利,38.9,後方,5,3,21,中山,D,1800,良,9,6,未勝利,41.1,中団,6,2,7,東京,D,1600,良,10,7,未勝利,38.1,後方,9
6,,10,,,,,コワンニシタガウ,,牡,3,3,7,4,函館,T,1800,良,3,2,未勝利,34.9,先行,2,6,21,函館,T,1800,良,7,6,未勝利,35.6,中団,10,4,11,阪神,T,2000,稍,5,3,未勝利,35.7,中団,4,3,15,中京,T,2200,良,4,6,未勝利,36.8,逃げ,2,3,1,小倉,T,1800,良,6,5,未勝利,37.4,後方,初
7,,11,,,,,ルナティックブルー,,牝,3,3,7,5,函館,T,2000,良,6,9,未勝利,35.9,逃げ,2,6,20,函館,T,1800,良,3,9,未勝利・牝,36.0,差し,4,5,23,京都,T,1800,良,5,12,未勝利・牝,35.5,後方,7,4,4,阪神,T,1400,良,12,18,未勝利,35.0,後方,10,1,25,小倉,T,1200,良,17,10,新馬,35.8,後方,初
7,,12,,,,,ギルランダ,,牝,3,5,6,20,函館,T,1800,良,14,4,未勝利・牝,37.5,中団,8,4,26,福島,T,1800,良,2,7,未勝利,35.3,先行,9,2,21,東京,D,1400,良,9,12,未勝利・牝,38.3,中団,13,11,24,東京,T,1600,良,6,6,新馬・牝,33.9,後方,初,,,,,,,,,,,,
8,,13,,,,,ルージュアイラ,,牝,3,4,6,27,函館,D,1700,不,12,9,未勝利,41.1,後方,2,6,13,函館,D,1700,稍,6,9,未勝利・牝,39.2,中団,9,4,12,阪神,D,1400,稍,8,9,未勝利・牝,38.4,先行,11,1,24,小倉,T,2000,良,16,10,新馬,35.1,後方,初,,,,,,,,,,,,
8,,14,,,,,セイントクーヤ,,牡,3,2,7,11,函館,T,1800,稍,9,10,未勝利,36.0,中団,2,6,28,函館,T,2000,良,8,13,未勝利,36.1,中団,5,5,23,東京,T,2000,良,7,10,未勝利,33.5,後方,10,3,14,中山,D,1800,良,9,6,未勝利,42.1,中団,3,2,21,東京,T,2400,良,13,10,未勝利,36.1,中団,9
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072501010107,2026.7.25,土,札幌,1札1,7,,1勝,芝,1200,A,2,良(暫定),晴(暫定),16,13:20,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ペイシャアーサー,,牡,4,2,7,12,函館,T,1200,重,5,5,１勝ｸﾗｽ,36.7,先行,14,4,5,中山,D,1200,重,14,7,１勝ｸﾗｽ,38.9,逃げ,2,3,22,中京,T,1400,良,14,8,１勝ｸﾗｽ,36.2,逃げ,3,3,1,小倉,T,1200,良,11,5,１勝ｸﾗｽ,36.5,中団,4,1,31,小倉,T,1200,良,16,5,１勝ｸﾗｽ,35.0,中団,31
2,,2,,,,,ハッピーラッキー,,牡,3,2,7,12,函館,T,1200,重,6,1,１勝ｸﾗｽ,36.3,中団,4,6,13,東京,T,1400,良,5,3,１勝ｸﾗｽ,34.2,中団,7,4,25,福島,T,1200,良,5,2,雪うさぎ･1勝,34.3,中団,3,4,5,中山,T,1200,重,2,4,１勝ｸﾗｽ*,34.2,差し,3,3,15,中山,T,1200,良,4,7,１勝ｸﾗｽ*,34.2,差し,14
2,B,3,,,,,ナンナンプー,,牝,4,2,7,12,函館,T,1200,重,4,7,１勝ｸﾗｽ,36.1,先行,2,6,27,函館,T,1200,稍,9,7,長万部特･1勝,36.5,先行,連,6,21,函館,T,1200,良,7,8,１勝ｸﾗｽ・牝,34.7,中団,8,4,26,福島,T,1200,良,11,8,１勝ｸﾗｽ,34.4,中団,連,4,18,福島,T,1200,良,11,6,１勝ｸﾗｽ,34.8,先行,7
