レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070402010701,2026.7.4,土,函館,1函7,1,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,09:50,牝,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ヒメヒオウギ,,牝,3,3,6,14,函館,T,2000,良,4,11,未勝利,35.6,差し,5,5,9,京都,T,2000,良,6,9,未勝利・牝,34.7,先行,3,4,19,阪神,T,2000,良,5,11,未勝利・牝,34.9,先行,4,3,21,阪神,T,1600,良,13,13,未勝利,33.9,後方,8,1,24,小倉,T,1800,良,8,10,未勝利,34.9,後方,6
1,,2,,,,,デイズインザサン,,牝,3,2,6,20,函館,T,2000,良,5,12,未勝利,34.9,中団,5,5,17,東京,T,1800,良,9,14,未勝利,34.4,中団,13,2,15,東京,T,1800,良,11,16,未勝利,35.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,トリニタリオ,,牡,3,3,6,14,函館,T,1800,良,2,2,未勝利,35.0,先行,4,5,16,新潟,T,1800,良,2,4,未勝利,33.8,差し,11,2,28,小倉,T,2000,稍,5,6,未勝利,36.1,後方,2,2,14,小倉,T,2000,良,4,9,未勝利,36.2,差し,2,2,1,小倉,T,2000,良,3,8,未勝利,35.2,差し,6
2,,4,,,,,ホウショウリュウ,,牡,3,3,6,14,函館,T,1800,良,11,15,未勝利,35.0,後方,25,12,21,中京,D,1800,稍,16,14,未勝利*,44.9,後方,2,12,6,中山,D,1800,良,8,13,未勝利*,39.2,中団,3,11,16,東京,T,1600,良,8,8,新馬,35.5,中団,初,,,,,,,,,,,,
3,,5,,,,,コワンニシタガウ,,牡,3,2,6,21,函館,T,1800,良,7,6,未勝利,35.6,中団,10,4,11,阪神,T,2000,稍,5,3,未勝利,35.7,中団,4,3,15,中京,T,2200,良,4,6,未勝利,36.8,逃げ,2,3,1,小倉,T,1800,良,6,5,未勝利,37.4,後方,初,,,,,,,,,,,,
3,,6,,,,,アウェイクネス,,牝,3,26,1,5,京都,T,2000,良,12,9,未勝利,36.5,中団,連,12,27,阪神,T,1600,良,7,9,未勝利*,35.5,中団,8,11,1,京都,D,1200,不,11,8,未勝利*,37.1,後方,3,10,13,京都,T,1400,良,9,7,未勝利*,36.0,中団,2,9,28,阪神,T,1400,良,4,4,新馬,35.1,差し,初
4,B,7,,,,,スワトウ,,牝,3,2,6,21,函館,T,1200,良,7,7,未勝利・牝,34.8,後方,10,4,11,福島,T,1800,良,7,6,未勝利・牝,35.9,中団,18,12,6,阪神,T,1600,良,11,9,未勝利・牝*,34.5,中団,15,8,23,中京,T,1400,良,5,7,未勝利・牝*,33.6,後方,2,8,9,中京,T,1400,良,7,5,新馬,34.5,中団,初
4,,8,,,,,マイネルディザイア,,牡,3,2,6,21,函館,T,1800,良,14,13,未勝利,36.5,後方,4,5,23,新潟,T,1400,稍,8,8,未勝利,35.7,中団,12,3,1,小倉,T,1800,良,9,4,未勝利,38.5,先行,10,12,20,阪神,T,1600,良,17,8,未勝利*,36.1,先行,4,11,22,福島,T,1800,良,6,6,未勝利*,35.8,先行,3
5,,9,,,,,ヴァールザーゲン,,牝,3,3,6,14,函館,T,2000,良,15,13,未勝利,38.3,後方,4,5,17,新潟,T,2000,良,5,11,未勝利・若,37.8,逃げ,11,3,1,阪神,T,2000,良,7,13,未勝利,35.4,中団,3,2,7,小倉,T,1200,良,18,16,未勝利,36.5,後方,6,12,28,中山,T,1200,良,8,14,未勝利*,35.1,後方,10
5,B,10,,,,,ボーントゥラブユー,,牝,3,3,6,14,函館,T,2000,良,5,8,未勝利,36.3,先行,4,5,16,東京,T,2000,良,5,6,未勝利・牝,34.1,先行,4,4,18,福島,T,2000,良,7,7,未勝利・牝,36.2,中団,11,2,1,東京,D,1600,良,15,4,未勝利・牝,40.6,先行,10,11,23,東京,T,1800,良,12,7,未勝利・牝*,34.8,中団,4
6,,11,,,,,タイセイルビー,,牝,3,2,6,20,函館,D,1700,良,6,7,未勝利,38.5,中団,2,6,6,東京,D,1600,稍,5,3,未勝利・牝,38.2,中団,3,5,17,新潟,D,1800,良,4,1,未勝利・牝,39.3,追込,6,4,5,中山,D,1800,不,8,3,未勝利・牝,40.4,先行,3,3,14,中山,D,1800,良,4,3,未勝利・牝,39.4,差し,5
6,,12,,,,,メイショウローゼ,,牝,3,2,6,20,函館,T,1800,良,2,3,未勝利・牝,35.7,差し,6,5,10,京都,T,1600,良,7,7,未勝利,33.9,中団,2,4,25,京都,T,1800,良,7,9,未勝利・牝,34.6,後方,4,3,28,阪神,T,1600,良,6,3,未勝利,34.3,後方,2,3,15,阪神,T,2000,良,5,3,未勝利・牝,34.7,後方,3
7,,13,,,,,ユマハム,,牡,3,3,6,14,函館,D,1700,良,4,4,未勝利,38.7,差し,6,5,3,東京,T,1800,良,3,4,未勝利,34.8,逃げ,7,3,14,中山,T,1600,良,6,4,未勝利,35.1,中団,39,6,15,東京,T,1600,稍,5,3,新馬,37.1,先行,初,,,,,,,,,,,,
7,,14,,,,,ワダツミ,,牝,3,2,6,21,函館,T,1800,良,5,10,未勝利,35.4,中団,5,5,17,京都,T,1600,良,10,16,未勝利・牝,34.5,後方,18,1,11,京都,T,1800,良,13,18,未勝利,35.1,中団,3,12,20,阪神,T,1600,良,16,14,新馬・牝,34.2,後方,初,,,,,,,,,,,,
8,,15,,,,,エイシンリーガル,,牡,3,3,6,13,阪神,T,1800,良,6,11,未勝利,36.1,中団,3,5,24,京都,T,1600,良,9,13,未勝利,35.0,後方,9,3,22,中京,T,1600,良,14,12,未勝利,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ニシノマルガリート,,牡,3,7,5,17,東京,T,1800,良,2,6,未勝利,34.0,先行,3,4,26,東京,T,1800,良,5,14,未勝利,34.3,中団,7,3,8,中山,T,1800,良,11,9,未勝利,39.0,逃げ,10,12,27,中山,T,1600,良,12,6,新馬,35.9,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070402010703,2026.7.4,土,函館,1函7,3,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:50,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハスカップジャム,,牝,3,4,6,6,東京,T,2000,良,16,9,未勝利,37.7,先行,16,2,15,東京,D,1600,良,6,15,新馬,37.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,マスカルポーネ,,牝,3,4,6,7,東京,D,2100,良,11,8,未勝利,41.7,逃げ,4,5,10,新潟,D,1800,良,2,3,未勝利・牝,40.3,先行,3,4,19,福島,D,1700,良,4,8,未勝利・牝,39.2,差し,3,3,29,中山,D,1800,稍,3,9,未勝利・牝,39.7,先行,9,1,25,中山,D,1800,良,10,4,未勝利・牝,43.2,先行,2
3,,3,,,,,テリオスリコ,,牝,3,2,6,20,函館,D,1700,良,9,14,未勝利,38.8,中団,連,6,13,函館,D,1700,稍,8,14,未勝利・牝,38.9,中団,9,4,11,阪神,D,1400,重,11,15,未勝利,38.2,後方,7,2,22,阪神,D,1800,良,7,6,未勝利・牝,40.2,中団,2,2,7,京都,D,1400,良,14,8,未勝利,38.1,後方,2
4,B,4,,,,,ペガサスウィンド,,牝,3,3,6,14,函館,D,1700,良,2,6,未勝利,39.2,逃げ,8,4,18,阪神,D,1800,良,5,4,未勝利・牝,38.4,中団,8,2,22,阪神,D,1800,良,3,1,未勝利・牝,38.8,先行,3,2,1,京都,D,1800,良,3,2,未勝利・牝,38.1,先行,3,1,11,京都,D,1800,良,4,10,新馬・牝,39.0,差し,初
5,,5,,,,,ラショナルポイント,,牝,3,4,6,6,東京,D,1600,稍,3,1,未勝利・牝,37.3,差し,12,3,15,中山,D,1800,良,2,6,未勝利・牝,39.5,先行,15,11,29,東京,T,1600,良,7,4,新馬,34.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,,,,,ルージュリヴィエラ,,牝,3,6,5,24,東京,D,1400,稍,8,8,未勝利・牝,37.6,中団,4,4,26,東京,D,1400,稍,6,4,未勝利・牝,37.8,先行,11,2,7,東京,D,1400,良,6,2,未勝利・牝,38.4,中団,10,11,29,東京,D,1400,良,2,4,新馬,37.0,追込,初,,,,,,,,,,,,
6,,7,,,,,ティナンヴァランタ,,牝,3,2,6,20,函館,D,1700,良,8,8,未勝利・牝,39.2,中団,9,4,18,福島,D,1700,良,9,4,未勝利,38.7,中団,3,3,28,中京,D,1800,稍,5,2,未勝利・牝,39.1,中団,14,12,20,中山,D,1800,良,10,7,未勝利・牝*,41.3,先行,4,11,22,福島,D,1700,良,3,6,未勝利・牝*,39.4,先行,4
6,,8,,,,,ルージュボニート,,牝,3,3,6,13,東京,D,1600,重,8,8,未勝利・牝,37.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,ギンケイ,,牝,3,2,6,20,函館,D,1700,良,4,1,未勝利・牝,37.6,差し,9,4,19,中山,D,1800,良,2,1,未勝利・牝,37.8,先行,2,4,5,中山,D,1800,不,2,1,未勝利・牝,38.9,差し,3,3,15,中山,D,1800,良,3,4,未勝利・牝,39.0,差し,6,1,31,東京,D,1400,良,9,7,未勝利・牝,36.9,後方,初
7,B,10,,,,,ウォータースパウト,,牝,3,2,6,20,函館,D,1700,良,3,6,未勝利・牝,38.8,先行,7,5,3,東京,D,1600,稍,9,6,未勝利・牝,39.1,先行,2,4,19,中山,D,1800,良,7,5,未勝利・牝,38.9,中団,15,1,5,中山,D,1800,稍,6,7,未勝利・牝,41.3,中団,6,11,22,福島,D,1700,良,6,9,未勝利・牝*,39.7,中団,6
8,B,11,,,,,ブリスフルイヤー,,牝,3,2,6,20,函館,D,1700,良,8,6,未勝利,40.1,先行,6,5,10,新潟,D,1800,良,3,2,未勝利・牝,41.1,逃げ,3,4,19,福島,D,1700,良,3,12,未勝利・牝,38.9,先行,9,2,14,小倉,D,1700,良,10,10,未勝利・牝,39.3,中団,6,1,5,中山,D,1800,稍,13,6,未勝利・牝,42.5,中団,8
8,,12,,,,,ハヤブサブロー,,牝,3,2,6,20,函館,T,2000,良,13,10,未勝利,36.8,中団,10,4,11,福島,T,1800,良,9,2,未勝利・牝,36.1,中団,4,3,15,中京,T,1600,良,5,7,未勝利・牝,34.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070402010704,2026.7.4,土,函館,1函7,4,,未勝利,芝,1200,A,2,良(暫定),晴(暫定),16,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ホウオウザロイヤル,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ルージュフィーリア,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,グローリアスダンス,,牝,3,5,5,30,東京,T,1400,良,13,11,未勝利,35.2,先行,14,2,21,小倉,T,1200,良,10,12,未勝利・牝,34.9,後方,3,2,1,小倉,T,1200,良,5,15,新馬,34.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ブラックジャック,,牡,3,2,6,20,函館,T,1200,良,2,5,未勝利,34.2,差し,13,3,22,中京,T,1600,良,9,5,未勝利,35.0,後方,16,11,30,京都,T,1800,良,9,8,未勝利*,38.4,逃げ,2,11,15,福島,T,2000,良,13,6,未勝利*,36.6,後方,12,8,24,札幌,D,1700,良,10,10,未勝利*,40.4,中団,3
3,,5,,,,,ディサイドオンミー,,牝,3,6,5,24,東京,D,1300,稍,8,8,未勝利,38.7,中団,5,4,18,福島,T,1200,良,8,3,未勝利,35.4,中団,11,1,31,小倉,T,1200,良,15,1,未勝利・若,35.3,中団,7,12,14,中山,T,1200,良,2,5,未勝利*,35.5,逃げ,10,10,4,東京,T,1400,良,4,10,新馬,34.3,先行,初
3,,6,,,,,フクノアンタレス,,牝,3,8,5,9,新潟,T,1200,良,14,5,未勝利・若,36.4,後方,16,1,18,中山,T,1600,良,14,5,未勝利・牝,36.6,中団,3,12,27,中山,T,1600,良,3,8,新馬,35.0,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,カテドラルクォーツ,,牡,3,5,5,31,東京,D,1400,良,15,9,未勝利,39.6,後方,4,5,3,東京,T,1600,良,13,15,未勝利,35.0,逃げ,9,2,28,小倉,T,1200,稍,9,10,未勝利,35.5,中団,9,12,27,阪神,T,1600,良,9,12,未勝利*,35.1,後方,6,11,15,東京,D,1600,良,6,9,未勝利*,38.5,中団,3
4,,8,,,,,ソチミルコ,,牝,3,5,5,30,東京,T,1400,良,15,4,未勝利,35.2,中団,9,3,28,中京,T,1600,良,5,5,未勝利,34.8,中団,2,3,15,中京,T,1400,良,5,7,未勝利,34.5,後方,13,12,13,中山,D,1200,良,9,1,未勝利・牝*,40.2,先行,8,10,18,東京,T,1400,良,7,2,新馬・牝,33.5,中団,初
5,B,9,,,,,ゲレイロ,,牡,3,9,5,2,新潟,D,1200,不,7,5,未勝利・若,38.2,後方,2,4,19,福島,D,1150,良,4,7,未勝利,36.7,追込,3,3,29,中京,D,1200,良,5,7,未勝利,36.6,中団,7,2,7,京都,D,1400,良,11,12,未勝利,38.3,中団,2,1,24,京都,D,1200,良,11,5,未勝利,36.6,後方,4
5,,10,,,,,チェリーブルーム,,牝,3,12,4,11,福島,T,1200,良,8,11,未勝利,35.8,逃げ,14,1,4,中山,T,1600,良,13,15,未勝利,35.4,後方,16,9,13,中山,T,1600,稍,10,11,未勝利*,35.5,中団,3,8,24,新潟,T,1600,良,11,13,新馬・牝,34.0,後方,初,,,,,,,,,,,,
6,B,11,,,,,フルムーン,,牡,3,6,5,23,京都,T,1200,良,6,1,未勝利,33.9,中団,4,4,26,京都,T,1200,良,2,3,未勝利,33.8,差し,37,8,9,中京,T,1200,良,3,1,未勝利*,33.9,追込,3,7,19,小倉,T,1200,良,3,1,新馬,36.3,先行,初,,,,,,,,,,,,
6,,12,,,,,オリヒメボシ,,牝,3,7,5,16,京都,T,1400,良,8,12,未勝利,33.8,後方,15,2,1,京都,D,1200,良,14,10,未勝利,38.2,後方,4,1,4,京都,D,1200,良,14,9,未勝利,38.4,中団,10,10,25,京都,D,1400,良,8,9,新馬・牝,38.5,中団,初,,,,,,,,,,,,
7,,13,,,,,スカイプレリュード,,牡,3,8,5,9,新潟,T,1200,良,9,6,未勝利・若,36.4,中団,3,4,19,福島,T,1200,良,5,5,未勝利,34.5,中団,12,1,25,京都,D,1400,良,7,6,未勝利,37.8,後方,4,12,28,阪神,T,1400,良,7,15,未勝利*,35.0,後方,3,12,6,中山,T,2000,良,15,8,新馬,37.3,逃げ,初
7,,14,,,,,ロードクラシコ,,牡,3,4,6,7,東京,T,1600,良,9,9,未勝利,35.4,先行,26,12,6,中京,T,1200,良,11,6,未勝利*,34.7,中団,15,8,23,新潟,T,1600,良,11,2,新馬,34.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,スッサンエア,,牝,3,6,5,23,京都,T,1200,良,3,13,未勝利,34.3,差し,10,3,15,中京,T,1400,良,8,5,未勝利,35.4,中団,2,2,28,小倉,T,1200,稍,4,2,未勝利,36.1,先行,4,1,31,小倉,T,1200,良,2,17,未勝利・若,33.0,追込,初,,,,,,,,,,,,
8,,16,,,,,ヤジロベエバランス,,牝,3,7,5,16,東京,T,1400,良,7,16,未勝利,33.8,後方,5,4,12,福島,T,1200,良,8,7,未勝利,37.0,中団,12,1,18,中山,T,1600,良,7,11,新馬,35.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070402010705,2026.7.4,土,函館,1函7,5,,新馬,ダート,1000,,2,良(暫定),晴(暫定),12,12:10,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,リキサンステラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,リアルクウカイ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ダマスク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ロゼハイスクール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ヴァイタリズム,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026070402010706,2026.7.4,土,函館,1函7,6,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,12:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,メイショウセンドウ,,牡,3,2,6,21,函館,D,1700,良,2,8,未勝利,39.0,差し,6,5,9,新潟,D,1800,稍,4,5,未勝利,41.8,差し,4,4,12,阪神,D,1800,稍,6,7,未勝利,37.5,中団,3,3,22,中京,D,1400,良,4,4,未勝利,39.5,差し,15,12,6,阪神,D,1800,良,9,4,未勝利*,38.3,後方,3
2,,2,,,,,ブレイズランナー,,牡,3,2,6,20,函館,D,1700,良,3,5,未勝利,38.3,差し,12,3,28,中京,D,1800,稍,5,7,未勝利・若,39.7,先行,2,3,15,中山,D,1800,良,7,3,未勝利,40.0,中団,9,1,12,中山,D,1800,良,3,4,未勝利,40.5,先行,3,12,21,中京,D,1800,稍,2,11,未勝利*,39.0,先行,2
3,,3,,,,,ディープマウンテン,,牝,3,9,5,3,東京,D,1600,稍,7,12,未勝利・牝,38.9,先行,3,4,11,中山,D,1800,重,6,10,未勝利,40.7,先行,3,3,22,中京,T,2000,良,13,7,未勝利,36.7,中団,14,12,13,阪神,T,1800,良,4,7,新馬,33.7,追込,初,,,,,,,,,,,,
3,,4,,,,,ステキサプライズ,,牡,3,2,6,21,函館,D,1000,良,7,10,未勝利,36.1,後方,9,4,19,中山,D,1200,良,12,8,未勝利,38.4,中団,10,2,7,東京,D,1300,良,12,14,未勝利,39.0,中団,3,1,18,中山,D,1200,良,5,10,未勝利,39.1,中団,4,12,21,中山,T,1600,重,14,10,未勝利*,39.1,先行,12
4,B,5,,,,,レッドフロイデ,,牡,3,4,6,6,阪神,D,1800,良,3,1,未勝利,37.2,先行,3,5,16,京都,D,1800,良,2,1,未勝利,37.2,先行,3,4,26,京都,D,1800,良,3,3,未勝利,38.7,逃げ,4,3,28,中京,D,1800,稍,3,3,未勝利・若,39.0,先行,2,3,14,中京,D,1900,良,5,2,未勝利,37.9,先行,23
4,,6,,,,,フェンリル,,牡,3,4,6,6,東京,D,1600,良,11,9,未勝利,37.6,後方,17,2,10,東京,D,1600,稍,6,4,新馬,39.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,ブリリアンス,,牡,3,3,6,13,東京,D,1600,稍,9,11,未勝利,38.3,中団,17,2,15,東京,T,1800,良,12,12,未勝利,35.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,クラン,,牝,3,14,3,29,中京,D,1400,良,5,5,未勝利・牝,38.1,中団,3,3,7,阪神,D,1400,稍,4,5,未勝利,38.4,先行,4,2,10,京都,D,1400,良,7,8,未勝利・牝,38.5,中団,9,12,6,中京,T,1200,良,17,9,未勝利*,34.1,後方,18,8,3,札幌,D,1000,良,6,5,未勝利*,36.9,後方,3
6,B,9,,,,,ライヴマルガリータ,,牝,3,2,6,21,函館,D,1700,良,8,12,未勝利,40.6,後方,連,6,14,函館,D,1700,良,8,9,未勝利,39.5,中団,6,5,3,東京,D,1600,稍,11,11,未勝利・牝,39.3,先行,3,4,11,中山,D,1800,重,4,5,未勝利・牝,40.1,差し,3,3,22,中京,D,1800,良,9,7,未勝利・牝,38.8,後方,6
6,,10,,,,,シュヴェスター,,牝,3,2,6,21,函館,D,1700,良,9,2,未勝利,41.3,先行,8,4,25,福島,D,1700,良,2,7,未勝利・牝,38.3,差し,9,2,21,阪神,D,1200,良,13,6,未勝利・牝,39.0,中団,19,10,12,京都,D,1400,良,11,6,未勝利・牝*,40.7,中団,4,9,13,阪神,D,1400,良,3,10,新馬・牝,39.2,差し,初
