レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020501,2026.9.5,土,札幌,2札5,1,,未勝利,ダート,1700,,4,重(暫定),曇(暫定),14,09:50,,馬齢,２歳
8,,12,,,,,ホワイトラバーズ,,牝,3,7,7,19,函館,D,1000,不,7,6,未勝利,36.3,後方,連,7,12,函館,D,1000,不,9,7,未勝利,35.7,後方,2,6,28,函館,D,1000,稍,4,9,未勝利,35.4,差し,2,6,14,函館,D,1700,良,9,10,未勝利,40.3,先行,4,5,16,京都,D,1800,良,7,10,未勝利,37.6,後方,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020504,2026.9.5,土,札幌,2札5,4,,未勝利,ダート,1700,,4,重(暫定),曇(暫定),14,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ブラックゲイル,,牡,3,12,6,14,東京,D,1300,稍,14,14,未勝利,38.6,中団,9,4,11,福島,D,1150,良,11,14,未勝利,38.7,中団,13,1,12,中山,D,1200,良,15,14,新馬,40.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,,,,,テンユウ,,牡,3,連,8,30,札幌,T,1500,良,8,5,１勝ｸﾗｽ,35.1,先行,6,7,18,函館,T,1800,良,9,4,未勝利,36.3,後方,連,7,11,函館,T,1200,稍,6,3,未勝利,34.5,後方,4,6,13,函館,T,1200,稍,3,5,未勝利,33.7,差し,9,4,11,中山,T,1600,良,7,4,未勝利,35.3,中団,9
3,,3,,,,,モズヴイ,,牡,3,5,8,2,札幌,D,1700,良,9,4,未勝利,40.6,逃げ,連,7,26,札幌,T,1200,良,9,3,未勝利,34.5,中団,4,6,28,小倉,T,1200,良,5,4,未勝利,35.7,先行,9,4,26,福島,T,1200,良,6,4,未勝利,34.7,中団,8,3,1,小倉,T,1200,良,5,5,未勝利,36.1,先行,2
3,,4,,,,,ロジクリスエス,,セ,3,4,8,9,札幌,D,1700,良,6,9,未勝利,39.6,後方,3,7,19,函館,D,1700,不,6,10,未勝利,38.4,中団,3,6,28,函館,D,1700,稍,9,10,未勝利,37.9,後方,16,3,7,中山,D,1800,重,外,--,未勝利,----,,12,12,13,中山,T,1600,良,15,5,未勝利*,36.1,後方,3
4,B,5,,,,,メイショウセンドウ,,牡,3,2,8,22,札幌,D,1700,良,2,2,未勝利,36.9,先行,2,8,9,札幌,D,1700,良,2,3,未勝利,38.5,先行,3,7,18,函館,D,1700,良,7,2,未勝利,38.1,中団,2,7,4,函館,D,1700,良,4,5,未勝利,37.4,差し,2,6,21,函館,D,1700,良,2,8,未勝利,39.0,差し,6
4,,6,,,,,アズライトアスール,,牡,3,連,8,29,札幌,D,1700,稍,2,13,未勝利,38.8,先行,4,8,1,札幌,D,1700,稍,7,9,未勝利,39.0,中団,3,7,11,小倉,D,1700,良,8,12,未勝利,39.3,後方,7,5,24,京都,T,1600,良,15,16,未勝利,35.5,後方,11,3,7,阪神,T,2400,稍,11,13,未勝利,35.9,後方,3
5,,7,,,,,クープグラッセ,,牝,3,7,7,19,函館,T,1200,重,7,7,未勝利,36.0,中団,11,5,2,京都,T,1600,稍,10,11,未勝利・牝,34.3,中団,連,4,25,京都,T,1600,良,12,8,未勝利,35.4,中団,9,2,21,阪神,T,1600,良,10,16,未勝利,34.5,後方,11,12,6,阪神,T,1800,良,7,6,未勝利*,34.8,先行,7
5,,8,,,,,フィーユレアル,,牝,3,4,8,8,札幌,D,1700,良,9,9,未勝利・牝,40.3,中団,4,7,12,福島,D,1700,稍,3,7,未勝利,39.0,先行,5,6,7,東京,D,1400,良,8,5,未勝利・牝,38.6,先行,7,4,19,福島,D,1700,良,8,5,未勝利・牝,40.3,先行,8,2,21,阪神,D,1400,良,9,9,未勝利,37.7,中団,6
6,,9,,,,,エイシンリーガル,,牡,3,連,8,30,札幌,T,2000,良,3,14,未勝利,36.1,逃げ,3,8,9,札幌,T,2000,良,5,12,未勝利,36.6,逃げ,3,7,18,函館,T,1800,良,7,7,未勝利,36.3,中団,2,7,4,函館,T,1800,良,5,12,未勝利,34.9,中団,3,6,13,阪神,T,1800,良,6,11,未勝利,36.1,中団,3
6,,10,,,,,ダンツアラーム,,牝,3,連,8,30,札幌,D,1700,稍,5,12,未勝利,38.2,中団,3,8,8,札幌,T,2000,稍,10,13,未勝利・牝,36.7,後方,2,7,25,札幌,D,1700,良,6,6,未勝利,39.1,中団,2,7,12,函館,T,2000,重,8,5,未勝利・牝,39.0,後方,2,6,27,函館,T,1800,稍,8,12,未勝利,35.0,後方,2
7,,11,,,,,サトノフレア,,牡,3,5,8,1,札幌,T,1800,稍,12,1,未勝利,38.0,先行,31,12,27,中山,T,2000,良,16,2,未勝利*,38.2,先行,6,11,15,東京,T,1800,良,2,1,新馬,33.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,アインプロージット,,牝,3,3,8,16,札幌,D,1700,良,8,14,未勝利・牝,40.0,中団,2,8,2,札幌,D,1700,良,14,10,未勝利・牝,41.1,後方,3,7,11,福島,D,1700,良,5,8,未勝利・牝,38.8,中団,15,3,28,中山,D,1200,重,12,10,未勝利・牝,38.2,後方,初,,,,,,,,,,,,
8,,13,,,,,フェイスリフト,,牡,3,連,8,29,札幌,D,1000,稍,7,2,未勝利,36.2,中団,2,8,15,札幌,D,1000,良,3,6,未勝利,35.4,先行,6,7,5,福島,D,1150,良,6,2,未勝利,37.2,中団,4,6,7,東京,D,1300,良,3,1,未勝利,36.8,差し,4,5,9,東京,D,1300,良,2,1,未勝利,37.4,差し,4
8,,14,,,,,ディープマウンテン,,牝,3,3,8,16,札幌,D,1700,良,5,12,未勝利,38.1,中団,2,8,1,札幌,T,1800,稍,7,12,未勝利,35.9,中団,2,7,18,函館,D,1700,良,12,13,未勝利,39.2,中団,2,7,4,函館,D,1700,良,外,--,未勝利,----,,9,5,3,東京,D,1600,稍,7,12,未勝利・牝,38.9,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020505,2026.9.5,土,札幌,2札5,5,,新馬,芝,1500,C,3,稍(暫定),曇(暫定),14,12:10,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,グレーターマーク,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ローズファミリー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ポーラールート,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,フェアリースノー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,シュヴァルツペルレ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ラガーレッドムーン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,,,,,プレシャスタイム,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,ルナディアナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,,,,,ララアウローラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,アンミツ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,ジャスコヒラリアス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ミーアキース,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,,,,,アルーリングボーイ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,,,,,コーズサム,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090501020506,2026.9.5,土,札幌,2札5,6,,未勝利,芝,2000,C,4,稍(暫定),曇(暫定),16,12:40,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハヤブサブロー,,牝,3,9,7,4,函館,D,1700,良,11,10,未勝利・牝,43.9,後方,2,6,20,函館,T,2000,良,13,10,未勝利,36.8,中団,10,4,11,福島,T,1800,良,9,2,未勝利・牝,36.1,中団,4,3,15,中京,T,1600,良,5,7,未勝利・牝,34.3,後方,初,,,,,,,,,,,,
1,,2,,,,,ショウナンアワード,,牡,3,4,8,9,札幌,T,2000,良,8,10,未勝利,36.2,中団,6,6,28,函館,T,2000,良,12,11,未勝利,37.0,中団,2,6,14,函館,T,1800,良,14,3,未勝利,35.5,中団,4,5,17,京都,T,2000,良,2,3,未勝利,34.5,差し,3,4,26,京都,T,2000,良,4,6,未勝利,35.7,追込,3
2,,3,,,,,ウインポーシャ,,牝,3,11,6,20,函館,T,2000,良,9,7,未勝利,37.0,先行,5,5,17,新潟,T,2000,良,16,3,未勝利・若,40.7,先行,4,4,18,福島,T,2000,良,2,4,未勝利・牝,35.9,先行,11,1,31,小倉,T,2000,良,7,10,未勝利・牝,35.2,中団,11,11,15,福島,T,2000,良,7,10,新馬,37.2,先行,初
2,B,4,,,,,ワダツミ,,牝,3,連,8,30,札幌,T,2000,良,4,6,未勝利,34.9,追込,4,8,2,札幌,T,2000,良,5,4,未勝利,37.1,先行,2,7,19,函館,T,2000,重,8,6,未勝利,37.5,中団,2,7,4,函館,T,1800,良,9,8,未勝利,34.7,後方,2,6,21,函館,T,1800,良,5,10,未勝利,35.4,中団,5
3,,5,,,,,フローレンスフーガ,,牡,3,2,8,22,札幌,T,2000,良,3,8,未勝利,36.3,差し,2,8,9,札幌,T,2000,良,4,4,未勝利,35.6,差し,3,7,19,函館,T,2000,重,11,3,未勝利,38.6,中団,3,6,28,函館,T,2000,良,3,8,未勝利,35.7,追込,2,6,14,函館,T,2000,良,7,3,未勝利,37.0,ﾏｸﾘ,5
3,,6,,,,,シーラス,,牡,3,2,8,22,札幌,T,2000,良,5,7,未勝利,37.1,中団,16,5,2,東京,T,2000,良,10,2,未勝利,37.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ヒメヒオウギ,,牝,3,連,8,29,札幌,T,1500,稍,4,9,未勝利,37.1,差し,2,8,16,札幌,T,2000,良,4,6,未勝利,35.8,差し,2,8,1,札幌,T,1800,稍,4,2,未勝利,35.7,先行,4,7,4,函館,T,1800,良,4,5,未勝利,34.4,差し,3,6,14,函館,T,2000,良,4,11,未勝利,35.6,差し,5
4,,8,,,,,マンサニージャ,,牝,3,2,8,22,札幌,T,2000,良,2,6,未勝利,36.4,先行,3,8,1,札幌,T,1800,稍,5,5,未勝利,36.0,先行,3,7,11,函館,T,1800,稍,7,2,未勝利,35.7,中団,2,6,27,函館,T,1800,稍,3,4,未勝利,35.1,差し,2,6,14,函館,T,1800,良,6,6,未勝利,35.1,中団,9
5,,9,,,,,ポリメトリック,,牝,3,4,8,8,札幌,T,2000,稍,7,8,未勝利・牝,37.1,先行,20,3,21,中京,T,2000,良,6,10,未勝利・牝,36.1,逃げ,8,1,25,小倉,T,1200,良,7,4,新馬,34.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,サトノリアファル,,牡,3,2,8,22,札幌,T,2000,良,4,2,未勝利,36.3,追込,4,7,26,札幌,T,2000,良,5,5,未勝利,34.9,中団,4,6,27,福島,T,2000,良,6,9,未勝利,35.8,後方,8,5,3,東京,T,1800,良,10,8,未勝利,34.6,中団,5,3,29,中山,T,2200,良,13,8,未勝利,39.1,中団,12
