レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042503010501,2026.4.25,土,福島,1福5,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),15,09:45,牝,馬齢,３歳
7,B,14,,,,,レインオンミー,,牡,4,8,3,1,小倉,T,1200,良,13,11,１勝ｸﾗｽ,36.1,後方,3,2,8,小倉,T,1200,良,11,10,１勝ｸﾗｽ,34.4,後方,13,11,8,福島,T,1800,良,13,9,１勝ｸﾗｽ・若,36.5,中団,2,10,25,新潟,T,1800,良,7,11,１勝ｸﾗｽ・若,34.3,先行,11,8,10,新潟,T,2000,重,11,6,１勝ｸﾗｽ,34.5,後方,3
8,,15,,,,,ウォーターエアリー,,牝,4,59,3,8,阪神,T,1400,良,9,9,フィリーG2,35.5,後方,18,11,2,京都,T,1400,不,8,5,ファンタG3,34.2,後方,10,8,25,札幌,T,1500,良,1,1,未勝利・牝*,34.3,先行,2,8,10,札幌,T,1500,良,2,1,新馬・牝,34.4,ﾏｸﾘ,初,,,,,,,,,,,,
8,,16,,,,,ニシノイツキムスメ,,牝,4,12,1,31,京都,T,1600,良,10,6,１勝ｸﾗｽ,34.4,中団,4,1,5,京都,T,1600,良,3,6,１勝ｸﾗｽ,33.8,差し,9,11,1,京都,T,1600,良,7,10,１勝ｸﾗｽ,34.0,先行,3,10,12,京都,T,1600,良,5,11,１勝ｸﾗｽ,34.2,先行,4,9,14,阪神,T,1600,良,6,9,１勝ｸﾗｽ・牝,33.4,先行,10
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030110,2026.4.25,土,京都,3京1,10,観月橋Ｓ,3勝,ダート,1800,,4,重(暫定),曇(暫定),16,14:50,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,デルアヴァー,,牡,4,3,4,5,中山,D,1800,重,3,2,アリエＨ･3勝,36.5,差し,12,1,12,京都,D,1800,良,8,1,雅ＳＨ･3勝,36.1,後方,3,12,21,阪神,D,1800,重,1,2,２勝ｸﾗｽ,36.3,差し,3,11,30,京都,T,2200,良,4,1,２勝ｸﾗｽ,34.8,先行,8,10,4,京都,T,2000,重,6,3,２勝ｸﾗｽ,35.8,先行,2
2,,2,,,,,マイノワール,,牡,5,4,3,29,中京,D,1900,良,3,5,伊勢ＳＨ･3勝,36.1,追込,4,2,28,阪神,T,3000,良,7,6,松籟ＳＨ･3勝,35.9,中団,5,1,24,京都,D,1900,良,4,4,下鴨Ｓ･3勝,36.6,追込,19,9,13,阪神,D,1800,良,1,5,鳥取特別･2勝,36.8,追込,7,7,26,札幌,D,1700,良,3,3,桑園特別･2勝,35.9,差し,4
3,,3,,,,,ペンナヴェローチェ,,牡,5,2,4,12,阪神,D,2000,良,3,2,梅田Ｓ･3勝,36.5,先行,8,2,15,京都,D,1800,良,4,2,北山Ｓ･3勝,36.1,先行,3,1,24,京都,D,1900,良,2,3,下鴨Ｓ･3勝,36.7,先行,2,1,12,京都,D,1800,良,5,4,雅ＳＨ･3勝,36.8,先行,3,12,20,中京,D,1800,稍,3,2,尾頭橋Ｓ･3勝,37.1,先行,3
4,,4,,,,,ピエマンソン,,牡,4,5,3,21,中京,D,1400,良,9,1,豊明ＳＨ･3勝,36.7,中団,9,1,17,京都,D,1400,良,5,1,羅生門Ｓ･3勝,36.1,中団,4,12,21,阪神,D,1400,重,3,1,御影Ｓ･3勝,36.6,先行,8,10,26,京都,D,1400,重,1,1,嵯峨野Ｈ･2勝,36.3,差し,3,10,5,京都,D,1400,重,2,1,２勝ｸﾗｽ,36.1,差し,33
5,,5,,,,,ショウサンジョージ,,牡,4,13,1,25,京都,D,1800,良,1,4,２勝ｸﾗｽ,36.5,先行,3,1,4,京都,D,1800,良,8,7,天ケ瀬特･2勝,36.6,後方,3,12,13,中京,D,1800,良,6,3,鳴海特別･2勝,37.2,中団,7,10,25,新潟,D,1800,良,1,3,１勝ｸﾗｽ,37.6,先行,8,8,31,中京,D,1800,良,3,6,１勝ｸﾗｽ,38.2,先行,17
6,,6,,,,,ケイアイメキラ,,セ,6,6,3,15,阪神,D,1800,良,1,7,２勝ｸﾗｽ,37.1,差し,3,2,22,小倉,D,1700,良,6,14,和布刈特･2勝,37.2,後方,14,11,15,東京,D,1600,良,8,12,三浦特別･2勝,37.1,先行,4,10,19,東京,D,1600,良,5,11,西湖特別･2勝,36.7,先行,4,9,20,阪神,D,1800,良,11,10,２勝ｸﾗｽ,39.1,中団,6
6,B,7,,,,,プルナチャンドラ,,牡,5,13,1,24,中山,D,1800,良,1,1,初霞賞･2勝,38.5,差し,4,12,28,中山,D,1800,良,2,4,ハッピー･2勝,38.1,先行,3,12,6,中山,D,1800,良,2,3,鹿島特別･2勝,38.1,ﾏｸﾘ,5,11,1,京都,D,1800,重,3,6,２勝ｸﾗｽ,36.2,差し,2,10,19,京都,D,1800,良,4,11,聚楽第特･2勝,36.8,差し,3
7,,8,,,,,プロミシングスター,,牡,5,18,12,21,阪神,D,1400,重,11,2,御影Ｓ･3勝,37.7,先行,4,11,23,京都,D,1400,良,5,3,レジェン･3勝,36.3,中団,5,10,19,京都,D,1400,良,5,2,京都競Ｈ･3勝,35.2,中団,4,9,20,阪神,D,1400,良,12,1,大阪スポ･3勝,37.0,中団,15,6,7,東京,D,1400,良,5,2,麦秋ＳＨ･3勝,36.1,中団,2
7,,9,,,,,タガノマカシヤ,,牡,4,8,3,1,阪神,D,1800,良,2,1,伊丹Ｓ･3勝,36.8,先行,7,1,12,京都,D,1800,良,7,5,雅ＳＨ･3勝,36.9,先行,11,10,25,京都,D,1900,良,1,1,北國新聞･2勝,37.3,先行,2,10,13,京都,D,1800,良,2,1,蹴上特別･2勝,38.4,逃げ,4,9,13,阪神,D,1800,良,2,2,鳥取特別･2勝,37.3,先行,5
8,,10,,,,,パシアンジャン,,牡,5,15,1,12,京都,D,1800,良,3,2,雅ＳＨ･3勝,36.6,差し,6,11,30,京都,D,1800,良,4,7,花園Ｓ･3勝,38.0,先行,23,6,22,阪神,D,1800,良,4,3,姫路Ｓ･3勝,37.8,先行,5,5,17,京都,D,1800,不,8,3,上賀茂Ｓ･3勝,36.1,中団,3,4,26,京都,D,1900,良,4,3,観月橋Ｓ･3勝,36.8,先行,7
8,B,11,,,,,アラレタバシル,,牡,5,4,3,29,中京,D,1900,良,4,4,伊勢ＳＨ･3勝,37.3,ﾏｸﾘ,4,3,1,阪神,D,1800,良,5,3,伊丹Ｓ･3勝,36.2,中団,6,1,17,中山,D,1800,良,5,2,アレキＨ･3勝,37.0,後方,5,12,13,中京,D,1800,良,1,2,鳴海特別･2勝,36.6,差し,3,11,23,東京,D,1600,良,3,1,２勝ｸﾗｽ,35.1,追込,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030111,2026.4.25,土,京都,3京1,11,天王山Ｓ,ｵｰﾌﾟﾝ,ダート,1200,,2,重(暫定),曇(暫定),16,15:30,,別定,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ケイアイアニラ,,牡,6,66,1,19,中山,D,1200,良,8,2,ジャニュ,37.6,逃げ,4,12,22,中山,D,1200,良,1,2,フェアウ･3勝,37.3,先行,3,11,30,京都,D,1200,稍,3,3,姫路Ｓ･3勝,36.4,先行,11,9,14,中山,D,1200,良,8,2,初風ＳＨ･3勝,37.6,中団,4,8,17,新潟,D,1200,良,4,1,上越Ｓ･3勝,37.3,差し,13
2,,2,,,,,ジュンウィンダム,,牝,6,連,4,19,中山,D,1200,良,12,15,京葉Ｓ(L),35.9,後方,2,4,4,阪神,D,1400,稍,13,14,ポラリスＨ,37.4,中団,11,1,18,中山,D,1200,良,9,13,ジャニュ,37.5,中団,15,10,4,京都,T,1200,重,12,8,オパーＨ(L),33.9,後方,7,8,17,新潟,D,1200,良,4,8,ＮＳＴ賞Ｈ,36.6,差し,15
3,B,3,,,,,ペプチドヤマト,,牡,7,11,2,10,京都,D,1200,良,8,10,大和ＳＨ,36.1,中団,7,12,20,阪神,T,1200,良,12,11,タンザナＨ,32.9,後方,2,12,7,阪神,D,1200,良,10,9,りんくうＨ,35.6,中団,4,11,8,京都,D,1200,良,1,16,室町ＳＨ,35.6,差し,12,8,17,新潟,D,1200,良,8,10,ＮＳＴ賞Ｈ,36.8,後方,10
4,,4,,,,,オーブルクール,,牝,5,14,1,18,中山,D,1200,良,15,9,ジャニュ,39.1,中団,26,7,20,福島,D,1150,良,2,1,福島テレ,36.3,先行,2,7,5,福島,D,1150,良,1,3,ＴＵＦ杯･3勝,36.1,先行,12,4,12,中山,D,1200,良,1,1,２勝ｸﾗｽ・牝,36.5,逃げ,4,3,16,中山,D,1200,不,2,3,２勝ｸﾗｽ,37.8,先行,27
5,,5,,,,,メイショウホウレン,,牡,5,5,3,22,中山,D,1200,良,12,6,千葉ＳＨ,37.4,後方,15,12,7,阪神,D,1200,良,1,1,りんくうＨ,35.6,先行,4,11,8,京都,D,1200,良,2,4,室町ＳＨ,36.2,逃げ,5,10,4,京都,D,1200,不,1,4,大山崎Ｓ･3勝,35.5,逃げ,22,5,4,京都,D,1200,良,8,2,巨椋池Ｈ･3勝,37.0,逃げ,3
5,,6,,,,,ヒルノドゴール,,牡,5,6,3,14,阪神,D,1400,良,9,7,コーラル(L),36.6,中団,10,1,5,京都,D,1200,良,1,4,門松Ｓ･3勝,35.1,差し,2,12,21,阪神,D,1400,重,6,3,御影Ｓ･3勝,36.7,中団,2,12,6,阪神,D,1200,良,3,6,妙見山Ｓ･3勝,35.4,追込,2,11,23,京都,D,1400,良,4,5,レジェン･3勝,36.4,先行,7
6,,7,,,,,ジョーローリット,,牝,5,9,2,22,阪神,D,1200,良,6,2,令月Ｓ,37.4,逃げ,5,1,18,中山,D,1200,良,3,6,ジャニュ,37.6,逃げ,6,12,7,阪神,D,1200,良,3,4,りんくうＨ,35.6,先行,9,10,5,京都,D,1200,重,4,9,藤森Ｓ,35.3,先行,3,9,14,中山,D,1200,稍,2,14,ラジオ日,36.3,逃げ,14
6,B,8,,,,,ケイアイシェルビー,,牡,8,9,2,22,阪神,D,1200,良,10,11,令月Ｓ,36.3,後方,8,12,28,阪神,D,1400,良,7,14,ギャラク,36.4,後方,24,7,13,小倉,S,2860,良,12,8,障害未勝利,14.3,後方,17,3,15,阪神,D,1400,良,11,11,コーラル(L),36.5,中団,6,2,2,小倉,D,1700,重,9,12,門司Ｓ,36.8,後方,10
7,,9,,,,,カズゴルティス,,セ,5,連,4,19,中山,D,1200,良,15,10,京葉Ｓ(L),38.3,逃げ,13,1,17,中山,T,1200,良,8,12,カーバンＨ,33.5,中団,10,11,8,京都,D,1200,良,7,9,室町ＳＨ,35.7,中団,6,9,28,中山,D,1200,良,1,5,外房ＳＨ･3勝,36.9,先行,15,6,15,阪神,T,1600,稍,18,14,花のみち･3勝,42.8,逃げ,10
7,,10,,,,,ゲッティヴィラ,,牡,4,9,2,22,阪神,D,1200,良,7,3,令月Ｓ,36.7,中団,2,2,7,京都,D,1200,良,1,1,橿原ＳＨ･3勝,36.0,差し,9,12,6,阪神,D,1200,良,2,2,妙見山Ｓ･3勝,36.0,差し,5,11,2,京都,D,1200,稍,1,3,２勝ｸﾗｽ,35.0,差し,7,9,15,阪神,D,1200,良,3,3,新涼特別･2勝,36.0,差し,9
8,B,11,,,,,ドンアミティエ,,牡,6,10,2,14,ｻｳｼﾞ,D,1200,良,7,--,ダスプG2,----,不明,9,12,14,中山,D,1200,稍,15,7,カペラＳG3,37.8,先行,9,10,9,大井,D,1200,良,4,1,東京盃G2,----,差し,17,6,14,函館,T,1200,良,3,10,函館スプG3,33.6,差し,7,4,26,京都,D,1200,良,1,1,天王山Ｓ,35.2,差し,9
8,,12,,,,,ファムエレガンテ,,牝,4,11,2,10,京都,D,1200,良,15,1,大和ＳＨ,38.5,逃げ,9,12,6,阪神,D,1200,良,1,4,妙見山Ｓ･3勝,36.8,逃げ,3,11,15,福島,D,1150,良,2,1,フルーツ･3勝,36.7,先行,4,10,18,新潟,D,1200,良,1,2,妙高特別･2勝,36.8,差し,14,7,13,小倉,D,1000,良,2,1,雲仙特別･2勝,36.5,先行,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026042508030112,2026.4.25,土,京都,3京1,12,,2勝,芝,1600,C,2,良(暫定),曇(暫定),18,16:10,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ホウオウトランプ,,牡,5,3,4,5,阪神,T,1800,稍,5,2,２勝ｸﾗｽ,34.5,先行,7,2,15,京都,T,1800,良,3,4,春日特別･2勝,34.6,逃げ,3,1,25,京都,T,1800,良,1,3,１勝ｸﾗｽ,35.1,逃げ,10,11,18,園田,D,1700,良,1,1,Ｂ１Ｂ,----,逃げ,2,11,3,園田,D,1870,稍,1,1,Ｃ１　,----,逃げ,2
2,,2,,,,,フェアリーライク,,牝,4,3,4,5,阪神,T,1800,稍,4,3,２勝ｸﾗｽ,33.0,追込,2,3,22,阪神,T,1600,良,3,2,皆生特別･2勝,33.5,追込,4,2,22,東京,T,1400,良,6,3,２勝ｸﾗｽ,33.0,後方,15,11,9,京都,T,1600,重,2,2,木津川特･2勝,33.5,追込,3,10,19,京都,T,1600,良,2,2,２勝ｸﾗｽ,32.6,追込,5
3,,3,,,,,オデット,,牝,4,11,2,7,小倉,T,1800,稍,11,14,ＲＫＢ賞･2勝,35.8,中団,2,1,25,京都,T,2000,良,8,8,２勝ｸﾗｽ・牝,36.9,先行,13,10,25,京都,T,1800,良,5,9,２勝ｸﾗｽ,34.4,中団,3,10,4,京都,T,2000,重,10,8,２勝ｸﾗｽ,36.9,逃げ,7,8,16,中京,T,2000,良,8,6,長久手特･2勝,35.3,逃げ,8
4,,4,,,,,ユメハハテシナク,,牡,6,19,12,13,中京,D,1800,良,16,14,鳴海特別･2勝,38.8,先行,7,10,25,新潟,D,1800,良,14,11,菅名岳特･2勝,39.0,後方,7,9,7,阪神,T,1800,良,5,5,武田尾特･2勝,34.4,先行,2,8,24,中京,D,1800,良,7,8,大府特別･2勝,39.1,中団,12,5,31,東京,D,2100,不,14,9,２勝ｸﾗｽ,39.0,先行,3
5,,5,,,,,オリバナム,,牝,4,14,1,17,京都,T,1600,良,7,1,２勝ｸﾗｽ,34.8,先行,11,11,1,京都,T,1600,良,1,6,１勝ｸﾗｽ,33.7,先行,7,9,14,阪神,T,1600,良,2,5,１勝ｸﾗｽ・牝,33.6,逃げ,8,7,19,小倉,T,2000,良,7,2,１勝ｸﾗｽ・牝,38.2,先行,7,5,31,京都,T,1800,良,1,6,未勝利,34.6,先行,9
6,,6,,,,,クスクス,,牝,5,12,2,1,京都,T,1600,良,4,4,２勝ｸﾗｽ,34.0,逃げ,8,12,7,中京,T,1600,良,12,8,志摩特Ｈ･2勝,34.9,先行,2,11,23,京都,T,1600,良,3,7,花見小Ｈ･2勝,33.9,逃げ,8,9,27,阪神,T,1600,良,12,5,２勝ｸﾗｽ,34.7,逃げ,17,5,31,京都,T,1600,良,1,8,１勝ｸﾗｽ,34.8,逃げ,2
6,,7,,,,,サクラオーラ,,牝,7,2,4,12,阪神,T,1600,良,5,3,２勝ｸﾗｽ,34.5,先行,2,3,28,中京,T,1400,良,7,5,フィリピ･2勝,34.0,中団,8,2,1,京都,T,1600,良,3,5,２勝ｸﾗｽ,33.8,先行,8,12,7,中京,T,1600,良,8,6,志摩特Ｈ･2勝,34.3,先行,7,10,19,京都,T,1600,良,4,8,２勝ｸﾗｽ,33.7,先行,8
7,,8,,,,,アスクエピソード,,牡,6,3,4,5,阪神,T,1800,稍,8,8,２勝ｸﾗｽ,34.6,後方,9,2,1,京都,T,1600,良,7,7,２勝ｸﾗｽ,33.8,後方,3,1,10,京都,T,1200,良,11,16,鹿ケ谷Ｈ･2勝,33.6,後方,28,6,29,函館,T,1200,良,8,5,湯の川温･2勝,34.1,中団,20,2,9,京都,T,1200,稍,11,6,２勝ｸﾗｽ,35.5,中団,4
7,,9,,,,,ショウナンバルドル,,セ,4,7,3,7,阪神,T,1600,良,5,7,２勝ｸﾗｽ,34.1,中団,10,12,27,阪神,T,2000,良,9,3,２勝ｸﾗｽ,37.1,先行,連,12,21,中京,T,2000,稍,3,6,名古屋日･2勝,35.0,追込,11,10,4,京都,T,2000,重,9,9,２勝ｸﾗｽ,35.4,後方,4,9,7,札幌,T,1800,稍,9,2,ＨＴＢ賞･2勝,37.6,逃げ,3
8,,10,,,,,リアライズ,,牡,6,8,2,28,阪神,T,1400,良,3,6,２勝ｸﾗｽ,34.7,逃げ,5,1,24,京都,T,1400,良,3,5,２勝ｸﾗｽ,34.1,先行,2,1,10,京都,T,1200,良,13,11,鹿ケ谷Ｈ･2勝,34.8,先行,10,11,2,京都,T,1400,良,8,6,２勝ｸﾗｽ,33.9,先行,2,10,18,京都,T,1400,良,1,7,１勝ｸﾗｽ,33.8,先行,10
8,,11,,,,,リカントロポ,,牡,4,5,3,22,阪神,T,1600,良,4,3,皆生特別･2勝,33.8,差し,2,3,7,阪神,T,1600,良,3,2,２勝ｸﾗｽ,34.0,追込,3,2,15,京都,T,1800,良,6,6,春日特別･2勝,34.6,先行,14,11,9,京都,T,1600,重,5,3,木津川特･2勝,35.1,中団,2,10,25,京都,T,1800,良,2,5,２勝ｸﾗｽ,34.1,差し,2
