レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090601020601,2026.9.6,日,札幌,2札6,1,,未勝利,ダート,1700,,4,稍(暫定),晴(暫定),14,09:50,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090601020602,2026.9.6,日,札幌,2札6,2,,未勝利,芝,2000,C,4,稍(暫定),晴(暫定),16,10:20,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,マイネルリコルディ,,牡,2,5,8,1,札幌,T,1800,稍,3,2,未勝利*,36.1,先行,3,7,11,福島,T,1800,良,6,7,未勝利*,36.3,先行,3,6,21,東京,T,1800,稍,6,8,新馬,34.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ロゼプレミア,,牡,2,5,8,2,札幌,T,1800,良,2,4,新馬,35.6,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ソフィーサンライズ,,牝,2,2,8,23,札幌,T,2000,良,5,7,新馬,37.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,アオイゲート,,牝,2,2,8,23,札幌,T,2000,良,3,3,新馬,36.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ラヴァンドローリエ,,牝,2,3,8,15,札幌,T,1800,良,6,5,未勝利*,36.6,中団,4,7,19,函館,T,1800,重,4,14,新馬,36.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,イッペイ,,牡,2,3,8,15,札幌,T,1800,良,4,2,未勝利*,36.5,先行,4,7,18,函館,T,1800,良,2,2,未勝利*,35.3,先行,連,7,12,函館,T,1800,重,2,1,新馬,35.2,追込,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,マサノブルスカイ,,牡,2,3,8,16,札幌,T,1800,良,5,11,新馬,35.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,バトルナイト,,牡,2,2,8,23,札幌,T,2000,良,4,4,新馬,36.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,アオイノリプー,,牡,2,4,8,9,新潟,T,2000,良,8,2,未勝利*,35.8,中団,4,7,12,函館,T,1800,重,3,9,新馬,35.6,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,ブライトシーン,,牡,2,5,8,1,札幌,T,1800,稍,5,9,未勝利*,36.0,後方,4,7,5,福島,T,2000,良,12,14,新馬,36.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090601020603,2026.9.6,日,札幌,2札6,3,,未勝利,ダート,1700,,4,稍(暫定),晴(暫定),14,10:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ニシノモリミチ,,牡,3,4,8,8,札幌,D,1700,稍,13,5,未勝利,39.1,後方,3,7,19,函館,D,1700,不,11,1,未勝利,40.5,中団,2,7,5,函館,D,1700,良,2,2,未勝利,39.7,逃げ,2,6,20,函館,D,1700,良,4,2,未勝利,39.3,逃げ,7,5,2,東京,D,2100,重,7,1,未勝利,38.8,逃げ,3
2,B,2,,,,,アオイミズホ,,牡,3,2,8,23,札幌,D,1700,良,3,1,未勝利,38.6,差し,4,7,25,札幌,D,1700,良,3,2,未勝利,37.2,ﾏｸﾘ,4,6,27,福島,D,1700,稍,5,3,未勝利,39.4,先行,3,6,6,東京,D,1600,良,5,1,未勝利,37.3,後方,3,5,16,東京,D,1600,良,2,2,未勝利,37.3,逃げ,4
3,,3,,,,,ゴンフィンガー,,牡,3,5,8,2,札幌,D,1700,良,2,2,未勝利,38.2,先行,4,7,5,函館,D,1700,良,3,1,未勝利,38.7,先行,2,6,21,函館,D,1700,良,3,7,未勝利,39.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,シンエンドーツダ,,牡,3,4,8,8,札幌,D,1700,稍,5,1,未勝利,38.7,先行,2,7,26,札幌,D,1700,良,3,1,未勝利,37.5,先行,2,7,11,函館,D,1700,重,3,4,未勝利,38.4,先行,2,6,27,函館,D,1700,不,7,3,未勝利,38.7,先行,9,4,25,福島,D,1700,良,5,1,未勝利,37.8,後方,2
4,,5,,,,,ブルーアンビエンス,,牡,3,2,8,23,札幌,D,1700,良,5,12,未勝利,38.9,中団,3,8,1,札幌,D,1700,稍,8,10,未勝利,38.9,中団,8,6,7,東京,D,1600,良,7,10,未勝利,37.9,後方,2,5,26,浦和,D,1400,稍,5,6,ツイン,----,中団,7,4,5,中山,D,1800,不,12,6,未勝利,41.5,後方,8
4,,6,,,,,ツクバヴァンガード,,牡,3,3,8,15,札幌,D,1000,良,7,1,未勝利,36.0,中団,5,7,12,福島,D,1150,稍,6,1,未勝利,38.0,先行,4,6,14,東京,D,1300,稍,2,1,未勝利,36.2,逃げ,3,5,24,東京,D,1300,稍,2,3,未勝利,38.5,先行,8,3,28,中山,D,1200,重,2,1,未勝利,37.2,先行,3
5,,7,,,,,ロスニーニョス,,牡,3,4,8,8,札幌,D,1700,稍,10,13,未勝利,38.8,後方,2,7,26,札幌,D,1700,良,7,9,未勝利,38.7,中団,2,7,12,函館,D,1700,不,8,13,未勝利,38.9,中団,2,6,28,函館,D,1700,稍,8,9,未勝利,38.8,中団,3,6,7,阪神,D,1800,良,5,11,未勝利,38.6,中団,3
5,B,8,,,,,マコトアディントン,,牡,3,3,8,16,札幌,T,2000,良,7,2,未勝利,35.3,後方,4,7,19,函館,T,2000,重,3,4,未勝利,36.4,追込,2,7,5,函館,T,2000,良,5,4,未勝利,35.2,中団,2,6,20,函館,T,2000,良,4,3,未勝利,35.7,ﾏｸﾘ,6,5,9,新潟,T,2000,良,5,3,未勝利,35.6,後方,3
6,,9,,,,,アメリカンダンス,,牝,3,2,8,23,札幌,D,1700,良,9,8,未勝利,40.7,先行,9,6,21,函館,D,1700,良,12,5,未勝利,44.4,後方,9,4,18,阪神,D,2000,良,12,10,未勝利,39.7,中団,3,3,29,中京,D,1900,良,8,8,未勝利,38.9,先行,初,,,,,,,,,,,,
6,,10,,,,,イセッセイ,,牝,3,3,8,16,札幌,D,1700,良,10,13,未勝利・牝,40.2,後方,5,7,11,福島,D,1700,良,13,13,未勝利・牝,39.1,後方,9,5,10,東京,D,1600,良,9,16,未勝利・牝,37.8,後方,4,4,15,笠松,D,1400,稍,4,7,鵜沼宿,----,先行,5,3,7,中山,D,1200,重,15,16,未勝利,38.7,後方,6
7,,11,,,,,ジャストグレース,,牡,3,連,8,30,札幌,D,1700,稍,6,6,未勝利,38.6,中団,2,8,15,札幌,D,1700,良,3,10,未勝利,37.6,差し,4,7,18,函館,D,2400,良,8,8,未勝利,42.7,中団,2,7,5,函館,D,1700,良,5,5,未勝利,38.5,後方,2,6,21,函館,D,2400,良,3,8,未勝利,40.4,ﾏｸﾘ,5
7,,12,,,,,ヘイジュード,,牡,3,4,8,9,札幌,T,2600,良,5,1,未勝利,35.9,中団,2,7,26,札幌,T,2000,良,3,1,未勝利,35.1,ﾏｸﾘ,12,5,3,東京,T,2000,良,13,4,プリンシ(L),35.5,先行,7,3,15,中京,T,2200,良,2,1,未勝利,35.1,差し,3,2,21,東京,T,2400,良,4,1,未勝利,34.7,差し,2
8,,13,,,,,ブラックパロット,,牡,3,3,8,15,札幌,D,2400,良,7,8,未勝利,42.3,中団,10,6,7,東京,D,2100,良,12,7,未勝利,40.8,中団,2,5,23,東京,D,2100,重,3,7,未勝利,38.2,差し,9,3,21,阪神,D,2000,稍,7,6,未勝利,37.7,後方,6,2,10,東京,D,2100,稍,5,7,未勝利,39.6,後方,3
8,,14,,,,,ロードステラート,,牡,3,連,8,29,札幌,D,1700,稍,3,3,未勝利,38.3,差し,2,8,15,札幌,D,2400,良,4,6,未勝利,40.2,逃げ,8,6,21,函館,D,2400,良,5,1,未勝利,41.9,逃げ,4,5,23,京都,D,1800,稍,5,3,未勝利,40.5,先行,2,5,9,新潟,D,1800,稍,3,2,未勝利,41.7,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090601020604,2026.9.6,日,札幌,2札6,4,,未勝利,芝,1200,C,2,稍(暫定),晴(暫定),16,11:20,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロジスカヤ,,牝,3,2,8,23,札幌,T,1200,良,5,7,未勝利,34.4,中団,4,7,26,札幌,T,1200,良,4,7,未勝利,34.5,差し,3,7,4,福島,T,1200,稍,4,6,未勝利・牝,33.8,追込,10,4,26,福島,T,1200,良,7,7,未勝利・牝,34.2,中団,2,4,12,福島,T,1200,良,3,8,未勝利,34.9,差し,11
1,B,2,,,,,メイショウテンジン,,牡,3,2,8,23,札幌,T,1200,良,4,4,未勝利,35.2,逃げ,2,8,8,札幌,T,1200,稍,4,7,未勝利,35.7,逃げ,2,7,26,札幌,T,1200,良,3,5,未勝利,34.9,逃げ,4,6,27,小倉,D,1000,不,11,4,未勝利,36.7,中団,11,4,11,福島,D,1150,良,3,2,未勝利,37.6,先行,3
2,,3,,,,,グローリアスダンス,,牝,3,9,7,4,函館,T,1200,良,12,15,未勝利,34.5,後方,5,5,30,東京,T,1400,良,13,11,未勝利,35.2,先行,14,2,21,小倉,T,1200,良,10,12,未勝利・牝,34.9,後方,3,2,1,小倉,T,1200,良,5,15,新馬,34.6,中団,初,,,,,,,,,,,,
2,,4,,,,,ブラックジャック,,牡,3,9,7,4,函館,T,1200,良,9,2,未勝利,33.8,後方,2,6,20,函館,T,1200,良,2,5,未勝利,34.2,差し,13,3,22,中京,T,1600,良,9,5,未勝利,35.0,後方,16,11,30,京都,T,1800,良,9,8,未勝利*,38.4,逃げ,2,11,15,福島,T,2000,良,13,6,未勝利*,36.6,後方,12
3,,5,,,,,テンタイムトップ,,牝,3,8,7,12,小倉,T,1200,良,6,16,未勝利・牝,35.3,後方,5,6,6,阪神,T,1600,良,18,14,未勝利,38.0,中団,3,5,17,新潟,D,1800,良,9,10,未勝利・牝,41.8,先行,22,12,13,阪神,D,1400,良,14,7,未勝利・牝*,39.9,後方,7,10,25,京都,D,1400,良,12,2,新馬・牝,39.4,中団,初
3,,6,,,,,ドラリズム,,牡,3,連,8,30,札幌,T,1500,良,4,7,１勝ｸﾗｽ,34.5,差し,7,7,12,函館,T,1200,重,7,4,未勝利,35.0,後方,4,6,14,東京,T,1400,良,13,7,未勝利,34.2,中団,4,5,16,新潟,T,1600,良,3,4,未勝利,34.6,先行,4,4,18,中山,T,1600,良,4,8,未勝利,34.0,追込,3
4,,7,,,,,フルムーン,,牡,3,9,7,4,函館,T,1200,良,16,1,未勝利,37.0,後方,6,5,23,京都,T,1200,良,6,1,未勝利,33.9,中団,4,4,26,京都,T,1200,良,2,3,未勝利,33.8,差し,37,8,9,中京,T,1200,良,3,1,未勝利*,33.9,追込,3,7,19,小倉,T,1200,良,3,1,新馬,36.3,先行,初
4,,8,,,,,リアララ,,牝,3,2,8,23,札幌,T,1200,良,2,1,未勝利,35.0,先行,11,6,6,阪神,T,1200,良,5,2,未勝利,34.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,エンジェルサン,,牡,3,4,8,9,新潟,T,1200,良,4,9,未勝利,35.2,先行,3,7,18,福島,T,1200,良,3,9,未勝利,35.1,先行,2,7,5,福島,T,1200,良,4,13,未勝利,35.2,差し,11,4,19,福島,T,1200,良,12,9,未勝利,34.5,後方,初,,,,,,,,,,,,
5,B,10,,,,,ヒルノボローニャ,,セ,3,連,8,29,札幌,T,1500,稍,3,8,未勝利,37.4,差し,9,6,28,函館,D,1700,稍,7,3,未勝利,39.3,逃げ,連,6,20,函館,T,2000,良,7,8,未勝利,36.5,逃げ,21,1,25,京都,T,1600,良,10,6,新馬,34.6,後方,初,,,,,,,,,,,,
6,,11,,,,,スピットブレイク,,牡,3,8,7,11,函館,T,1200,稍,8,9,未勝利,35.0,後方,6,5,30,東京,T,1400,良,8,5,未勝利,34.6,中団,14,2,22,小倉,T,1200,良,8,7,未勝利,35.5,中団,2,2,7,小倉,T,1200,良,4,6,未勝利,35.5,差し,7,12,21,中山,T,1600,重,4,4,未勝利*,36.6,先行,3
6,,12,,,,,ソレイユルヴァン,,牝,3,12,6,13,函館,T,1200,稍,10,12,未勝利,34.6,後方,18,2,10,京都,T,1600,良,10,4,新馬,35.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,メーレスブリーゼ,,牝,3,3,8,15,新潟,T,1000,良,5,15,未勝利,33.3,後方,13,5,16,新潟,T,1000,良,8,14,未勝利,32.8,後方,11,2,28,小倉,T,1200,稍,12,17,未勝利,35.7,後方,13,11,29,東京,T,1400,良,14,8,未勝利*,35.0,後方,3,11,8,東京,T,1400,良,5,10,新馬,33.7,後方,初
7,,14,,,,,ルージュフィーリア,,牝,3,4,8,9,新潟,T,1200,良,3,1,未勝利,34.8,差し,4,7,12,函館,T,1200,重,4,1,未勝利,36.2,先行,連,7,4,函館,T,1200,良,2,4,未勝利,34.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,15,,,,,アドマイヤパープル,,牝,3,2,8,23,札幌,T,1200,良,3,3,未勝利,34.6,差し,10,6,14,東京,T,1400,良,10,5,未勝利,34.6,先行,3,5,23,東京,T,1600,良,4,4,未勝利,34.4,差し,4,4,25,東京,T,1400,良,7,11,未勝利,34.1,後方,11,2,7,東京,T,1800,良,7,3,新馬,35.1,先行,初
8,,16,,,,,メメボス,,牝,3,連,8,30,札幌,T,1500,良,5,8,１勝ｸﾗｽ,35.1,先行,6,7,18,函館,D,1000,良,8,5,未勝利・牝,36.9,後方,連,7,11,函館,T,1800,稍,8,11,未勝利,35.9,中団,3,6,20,函館,T,1800,良,12,6,未勝利・牝,37.3,先行,14,3,14,中京,D,1200,良,7,8,未勝利,37.9,中団,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026090601020605,2026.9.6,日,札幌,2札6,5,,未勝利,芝,2000,C,4,稍(暫定),晴(暫定),16,12:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,カタカムナ,,牝,3,2,8,22,札幌,T,2000,良,15,16,未勝利,40.2,後方,3,8,1,新潟,T,2000,良,13,12,未勝利・牝,36.1,中団,2,7,19,福島,T,1800,良,6,13,未勝利,35.7,中団,9,5,17,新潟,T,2000,良,13,15,未勝利・若,38.4,中団,3,4,26,福島,T,1800,良,14,15,未勝利,34.7,後方,8
1,,2,,,,,スチョウプリンセス,,牝,3,3,8,16,札幌,T,2000,良,16,12,未勝利,39.1,後方,3,7,26,札幌,T,2000,良,6,8,未勝利,35.9,中団,5,6,20,函館,T,2000,良,6,15,未勝利,35.5,中団,5,5,16,東京,T,1400,良,14,14,未勝利,33.6,後方,9,3,15,阪神,T,1600,良,9,11,１勝ｸﾗｽ*,33.8,後方,6
2,B,3,,,,,ゴールドエンバー,,牡,3,連,8,29,新潟,T,2200,稍,2,8,未勝利,35.6,差し,2,8,16,新潟,T,2400,良,6,6,未勝利,35.5,後方,9,6,13,東京,T,2400,稍,8,6,未勝利,34.9,中団,2,5,30,東京,T,2400,良,2,11,未勝利,34.4,差し,4,5,2,新潟,T,2200,稍,8,13,未勝利,36.2,後方,11
2,B,4,,,,,レッドレグルス,,セ,3,27,2,28,小倉,T,2000,稍,6,8,未勝利,36.6,中団,7,1,11,京都,T,1800,良,8,5,未勝利,35.3,中団,2,12,27,阪神,T,2000,良,5,9,新馬,34.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ラッキーシグネチャ,,牝,3,4,8,9,札幌,T,2600,良,8,6,未勝利,35.9,中団,4,7,12,函館,T,2600,重,2,6,未勝利,36.8,先行,3,6,21,阪神,T,2400,稍,6,11,未勝利,37.4,先行,2,6,7,阪神,T,2000,稍,8,13,未勝利,35.8,後方,2,5,23,京都,T,1800,良,14,13,未勝利・牝,36.2,後方,初
3,,6,,,,,ダイナソーコー,,牡,3,4,8,9,札幌,T,2600,良,7,9,未勝利,36.3,中団,4,7,12,函館,T,2600,重,4,10,未勝利,36.7,差し,2,6,28,函館,T,2600,良,7,9,未勝利,35.9,中団,9,4,25,京都,D,1800,稍,10,6,未勝利,42.1,中団,3,4,4,阪神,T,1800,良,11,8,未勝利,35.1,中団,10
4,,7,,,,,アージュドール,,牡,3,5,8,1,中京,T,2000,良,11,4,未勝利,36.8,逃げ,3,7,12,小倉,T,2000,良,4,7,未勝利,37.1,先行,3,6,20,阪神,T,1800,稍,9,13,未勝利,34.4,後方,5,5,16,京都,T,1800,良,7,14,未勝利,33.9,後方,連,5,10,京都,T,1600,良,12,16,未勝利,34.8,中団,3
4,B,8,,,,,デイズインザサン,,牝,3,3,8,16,札幌,T,2000,良,2,7,未勝利,35.6,先行,2,8,2,札幌,T,2000,良,4,9,未勝利,36.4,先行,3,7,12,函館,T,2600,重,8,12,未勝利,37.6,中団,連,7,4,函館,T,1800,良,13,11,未勝利,34.9,後方,2,6,20,函館,T,2000,良,5,12,未勝利,34.9,中団,5
5,,9,,,,,ブライスフェアリー,,牝,3,2,8,22,札幌,T,2000,良,7,5,未勝利,37.1,中団,3,8,1,新潟,T,2000,良,3,4,未勝利・牝,35.4,差し,3,7,12,福島,T,2000,稍,2,7,未勝利,36.3,先行,5,6,6,東京,T,2000,良,6,12,未勝利,34.6,先行,2,5,24,東京,T,1800,良,5,7,未勝利,35.2,先行,3
