レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060705030201,2026.6.7,日,東京,3東2,1,,未勝利,ダート,1400,,2,良(暫定),晴(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,クリムゾンリーフ,,牡,3,3,5,16,新潟,D,1800,良,2,2,未勝利,39.0,先行,9,3,14,中京,D,1900,良,6,5,未勝利,38.4,先行,3,2,22,東京,D,2100,良,3,4,未勝利,37.7,先行,4,1,24,中山,D,1800,良,9,7,未勝利,40.6,先行,3,1,5,中山,D,1800,稍,4,5,未勝利,40.2,先行,2
1,,2,,,,,キョウエイシュバル,,牡,3,3,5,17,東京,D,2100,良,7,8,未勝利,39.2,中団,4,4,19,中山,D,1800,良,10,11,未勝利,41.1,中団,2,4,4,中山,D,1800,稍,7,4,未勝利,40.6,中団,20,11,15,福島,T,2000,良,10,13,新馬,36.5,中団,初,,,,,,,,,,,,
2,,3,,,,,ホグホグナナハン,,牡,3,3,5,17,東京,D,2100,良,8,11,未勝利,38.7,中団,3,4,26,東京,D,1600,稍,12,12,未勝利,38.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,アイムスティルミー,,セ,3,3,5,17,東京,D,2100,良,6,4,未勝利,39.8,先行,2,5,2,東京,D,2100,重,4,4,未勝利,38.0,ﾏｸﾘ,8,3,8,中山,D,1800,稍,5,4,未勝利,39.8,中団,3,2,15,東京,D,2100,良,2,9,未勝利,37.8,差し,3,1,24,小倉,T,1800,良,16,12,未勝利,37.6,後方,11
3,,5,,,,,タートルインメイ,,牝,3,4,5,10,東京,D,1600,良,7,4,未勝利・牝,38.3,中団,3,4,19,中山,D,1800,良,5,9,未勝利・牝,38.8,中団,3,3,28,中山,T,1800,稍,11,8,１勝ｸﾗｽ*,36.5,先行,4,3,1,中山,D,1800,稍,14,7,未勝利・牝,46.2,後方,3,2,10,東京,D,1600,稍,8,7,未勝利・牝,39.2,先行,3
3,B,6,,,,,マスカルポーネ,,牝,3,4,5,10,新潟,D,1800,良,2,3,未勝利・牝,40.3,先行,3,4,19,福島,D,1700,良,4,8,未勝利・牝,39.2,差し,3,3,29,中山,D,1800,稍,3,9,未勝利・牝,39.7,先行,9,1,25,中山,D,1800,良,10,4,未勝利・牝,43.2,先行,2,1,12,中山,D,1800,良,4,13,未勝利・牝,39.5,差し,3
4,,7,,,,,ネイティヴプライド,,牡,3,3,5,17,東京,D,2100,良,3,5,未勝利,37.4,差し,3,4,25,東京,D,2100,稍,8,4,未勝利,39.6,中団,12,1,31,東京,D,1600,良,7,8,未勝利,37.9,中団,3,1,11,中山,D,1800,良,5,5,未勝利,42.2,先行,2,12,27,中山,D,1800,稍,6,5,未勝利*,39.0,後方,16
4,,8,,,,,インナーパッション,,牡,3,31,11,1,東京,T,1600,稍,7,6,新馬,33.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ブルーフレア,,牡,3,3,5,17,東京,D,2100,良,2,2,未勝利,38.1,逃げ,2,5,2,東京,D,2100,重,3,6,未勝利,37.8,先行,3,4,12,中山,D,1800,稍,9,8,未勝利,40.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,アルティシエル,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,ワンダーブリッツ,,牡,3,3,5,16,新潟,D,1800,良,3,1,未勝利,38.2,先行,8,3,21,中山,D,1800,良,2,3,未勝利,39.3,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,ロジキセキ,,牡,3,3,5,16,新潟,D,1800,良,5,14,未勝利,39.1,中団,15,2,1,東京,D,2100,良,11,9,未勝利,41.2,中団,4,1,5,中山,D,1800,稍,8,10,未勝利,40.7,後方,5,11,30,東京,T,1600,良,12,13,未勝利*,35.3,後方,23,6,21,東京,T,1800,良,12,10,新馬,35.9,後方,初
7,,13,,,,,マイネルスラーヴァ,,牡,3,12,3,14,中山,D,1800,良,12,15,未勝利,41.6,後方,3,2,22,東京,D,2100,良,9,7,未勝利,38.7,中団,3,2,1,東京,D,2100,良,5,12,未勝利,40.1,後方,3,1,11,中山,D,1800,良,10,13,新馬,40.6,後方,初,,,,,,,,,,,,
7,B,14,,,,,ウォーレーションズ,,牡,3,8,4,12,福島,D,1700,良,14,10,未勝利,39.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ブラックパロット,,牡,3,2,5,23,東京,D,2100,重,3,7,未勝利,38.2,差し,9,3,21,阪神,D,2000,稍,7,6,未勝利,37.7,後方,6,2,10,東京,D,2100,稍,5,7,未勝利,39.6,後方,3,1,17,中山,D,1800,良,5,4,未勝利,40.3,後方,9,11,15,東京,D,1600,良,9,2,未勝利*,38.7,中団,6
8,,16,,,,,キタイノホシ,,牡,3,4,5,9,東京,D,2100,良,4,7,未勝利,38.5,差し,2,4,25,東京,D,2100,稍,3,9,未勝利,39.5,差し,21,11,30,東京,D,1600,良,7,12,未勝利*,38.5,中団,3,11,9,東京,D,1600,稍,5,15,未勝利*,38.5,中団,3,10,18,東京,D,1600,良,7,10,未勝利*,37.7,後方,18
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060705030203,2026.6.7,日,東京,3東2,3,,未勝利,ダート,1600,,2,良(暫定),晴(暫定),16,11:05,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,レッドリファインド,,牡,3,3,5,16,新潟,T,1800,良,6,11,未勝利,34.2,中団,11,2,28,中山,T,2000,良,8,7,未勝利,35.8,先行,3,2,7,東京,T,1800,良,4,7,新馬,34.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,カンフーヒーロー,,牡,3,3,5,17,新潟,D,1800,良,6,9,未勝利,38.7,中団,3,4,26,福島,D,1700,良,14,14,未勝利・若,40.3,後方,2,4,11,中山,D,1800,重,7,13,未勝利,40.1,後方,連,4,5,中山,D,1800,不,9,10,未勝利,41.2,中団,3,3,14,中山,D,1800,良,9,16,未勝利,39.6,後方,2
2,,3,,,,,ナンヨーロイヤル,,牡,3,2,5,24,東京,D,1600,稍,7,15,未勝利,38.1,後方,2,5,12,川崎,D,1500,良,7,4,エメラ,----,中団,6,3,28,中山,D,1800,重,10,7,未勝利,38.3,後方,2,3,12,船橋,D,1600,良,3,3,ベスト,----,先行,5,2,10,東京,D,1400,稍,10,4,未勝利,38.4,中団,10
2,,4,,,,,レディトゥランブル,,牡,3,13,3,7,中山,T,2200,稍,17,14,未勝利,39.2,逃げ,6,1,24,中山,D,1800,良,14,11,未勝利,42.2,後方,3,1,5,中山,T,2000,良,18,14,未勝利,38.9,中団,6,11,23,東京,T,2000,良,9,10,新馬,34.1,中団,初,,,,,,,,,,,,
3,,5,,,,,ピクシーゲイル,,牡,3,9,4,5,中山,D,1800,不,14,14,未勝利,41.8,後方,2,3,21,阪神,D,1200,稍,8,11,未勝利,37.7,中団,2,3,7,中山,D,1200,重,11,14,未勝利,38.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,B,6,,,,,クワッドマリニン,,牡,3,2,5,23,新潟,D,1800,稍,3,6,未勝利・若,39.4,先行,6,4,11,福島,D,1700,良,9,5,未勝利,39.6,中団,4,3,14,阪神,D,1800,良,2,9,未勝利,38.1,先行,3,2,22,東京,D,2100,良,6,6,未勝利,37.9,中団,5,1,17,中山,D,1800,良,9,11,新馬,40.8,先行,初
4,B,7,,,,,ウインビギニング,,牡,3,2,5,23,東京,D,1400,重,2,1,未勝利,37.2,差し,3,5,2,東京,D,1600,重,2,1,未勝利,37.3,先行,3,4,11,福島,D,1700,良,2,1,未勝利,37.8,先行,11,1,24,中山,D,1800,良,2,1,未勝利,39.0,差し,4,12,27,中山,D,1800,稍,2,1,未勝利*,38.3,先行,2
4,,8,,,,,ブルーアンビエンス,,牡,3,2,5,26,浦和,D,1400,稍,5,6,ツイン,----,中団,7,4,5,中山,D,1800,不,12,6,未勝利,41.5,後方,8,2,7,小倉,T,2000,稍,12,12,未勝利・若,36.9,後方,2,1,24,小倉,T,2000,良,13,16,新馬,35.0,後方,初,,,,,,,,,,,,
5,,9,,,,,ナムラドガ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,10,,,,,ロイヤルタイム,,牡,3,2,5,23,東京,D,2100,重,8,10,未勝利,39.5,逃げ,6,4,11,中山,D,1800,重,8,4,未勝利,40.5,中団,3,3,21,中京,D,1900,良,4,8,未勝利,39.2,先行,3,2,28,小倉,T,2000,稍,16,14,未勝利,40.0,後方,3,2,10,京都,T,2400,良,10,13,未勝利,37.4,後方,6
6,,11,,,,,ウェスケンジントン,,牡,3,3,5,16,東京,D,1600,良,7,5,未勝利,37.0,中団,3,4,25,東京,D,1400,稍,7,5,未勝利,36.9,後方,4,3,28,中京,D,1400,稍,3,9,未勝利,37.3,差し,7,2,10,東京,D,1400,稍,6,8,未勝利,36.1,後方,13,11,9,東京,T,1400,良,8,18,未勝利*,34.2,後方,2
6,,12,,,,,ハタノグランクリュ,,セ,3,3,5,16,東京,T,1400,良,9,13,未勝利,34.2,後方,4,4,19,中山,D,1200,良,11,6,未勝利,38.3,中団,23,11,8,東京,D,1300,良,13,6,新馬,41.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,シンギュラリティ,,牡,3,3,5,17,東京,D,1400,良,9,7,未勝利,37.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ビンバラ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,オーキーベルセルク,,牡,3,3,5,16,新潟,T,1800,良,12,14,未勝利,34.6,後方,20,12,27,阪神,D,1800,稍,7,6,新馬,39.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,エターナルホープ,,牡,3,3,5,16,東京,D,1600,良,3,1,未勝利,36.7,差し,3,4,26,東京,D,1600,稍,2,7,未勝利,36.7,差し,13,1,25,中山,D,1800,良,7,14,新馬,40.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060705030204,2026.6.7,日,東京,3東2,4,,未勝利,芝,1600,C,2,良(暫定),晴(暫定),18,11:35,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,カレリアフレイバー,,牝,3,21,1,10,中山,T,2000,良,7,4,新馬,35.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,サイモンナイスラン,,牡,3,10,3,29,中山,T,1800,良,13,15,未勝利,36.2,後方,7,2,10,東京,T,1600,良,14,16,新馬,34.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,コーディアリー,,牡,3,3,5,16,新潟,T,1800,良,3,8,未勝利,34.3,差し,25,11,24,東京,T,2000,良,7,9,未勝利*,34.9,中団,2,11,9,東京,T,1800,良,7,11,未勝利*,35.8,先行,3,10,19,新潟,T,2000,稍,5,6,未勝利*,36.5,中団,13,7,19,福島,T,1800,良,4,7,未勝利*,37.7,先行,2
2,,4,,,,,デルマテイネ,,牡,3,9,4,4,中山,T,1600,良,13,16,未勝利,34.9,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ニシノトップダノン,,牡,3,27,11,29,東京,T,1600,良,4,7,新馬,34.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,メイヨシュア,,牝,3,10,3,29,中山,T,1800,良,14,11,未勝利,36.7,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,セルリア,,牝,3,16,2,14,京都,T,1800,良,14,10,未勝利,37.5,中団,5,1,10,中山,T,1600,良,10,8,未勝利,35.6,中団,11,10,25,東京,T,1600,良,8,4,未勝利・牝*,37.0,先行,2,10,11,東京,T,1600,良,4,7,未勝利・牝*,34.9,逃げ,11,7,27,新潟,T,1600,良,5,2,未勝利・牝*,33.8,後方,6
4,,8,,,,,ロードクラシコ,,牡,3,26,12,6,中京,T,1200,良,11,6,未勝利*,34.7,中団,15,8,23,新潟,T,1600,良,11,2,新馬,34.9,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,ファイナルフォーム,,牡,3,11,3,22,中京,D,1400,良,16,14,未勝利,40.0,後方,11,1,4,中山,D,1200,稍,13,7,新馬,39.3,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ワイズファミリア,,牝,3,20,1,18,中山,T,1600,良,4,3,未勝利・牝,34.8,追込,4,12,21,中山,T,1600,重,2,3,未勝利*,35.6,差し,4,11,23,東京,T,1600,良,3,2,未勝利*,34.2,差し,3,11,2,東京,T,1600,良,2,10,新馬・牝,33.8,差し,初,,,,,,,,,,,,
6,,11,,,,,バトルモクオ,,牡,3,10,3,28,中山,D,1800,重,12,13,未勝利,40.7,後方,6,2,15,東京,D,2100,良,12,10,未勝利,41.7,後方,5,1,10,中山,T,2000,良,8,9,新馬,36.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,ショウナンサイオウ,,牡,3,9,4,5,中山,T,2000,重,止,2,未勝利,----,,4,3,8,中山,T,1800,良,5,2,未勝利,36.9,先行,2,2,22,東京,T,1800,良,3,6,未勝利,33.8,差し,12,11,30,東京,D,1600,良,16,7,未勝利*,42.8,後方,3,11,9,東京,D,1600,稍,8,2,未勝利*,38.5,中団,3
7,,13,,,,,コスモマウイ,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,エナノムスメ,,牝,3,17,2,10,東京,T,1600,良,7,6,新馬,34.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,15,,,,,クールフィデル,,牡,3,26,12,7,中山,T,1800,良,2,5,未勝利*,35.0,先行,3,11,15,東京,T,2000,良,4,4,未勝利*,34.3,先行,8,9,20,中山,T,2000,良,3,2,未勝利*,34.9,先行,6,8,10,新潟,T,1800,稍,5,6,新馬,33.9,中団,初,,,,,,,,,,,,
8,,16,,,,,バンオンタイム,,牝,3,3,5,16,新潟,T,1600,良,2,1,未勝利,34.1,差し,13,2,15,小倉,T,1800,稍,4,1,未勝利,35.7,先行,2,1,31,小倉,T,1800,良,3,1,未勝利,36.2,先行,6,12,21,中山,T,1800,重,2,2,未勝利・牝*,34.7,差し,6,11,9,東京,T,1800,良,2,2,未勝利*,34.5,差し,13
8,,17,,,,,ルモンテ,,牡,3,4,5,10,東京,T,1600,良,4,7,未勝利,33.5,追込,6,3,29,中山,T,1800,良,8,3,未勝利,35.9,後方,4,3,1,中山,T,1600,良,5,10,未勝利,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,アグネスブリッツ,,牝,3,18,2,1,東京,T,1600,良,6,9,新馬,34.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060705030205,2026.6.7,日,東京,3東2,5,,新馬,芝,1800,C,2,良(暫定),晴(暫定),18,12:25,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,セイルトゥグローリ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ジョドレルバンク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,サノノキセキ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,レオンティウス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,セイウンオオゾラ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ジュンヴォルティス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,シアルナーレ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,ヴィラーニ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,ヴェントリナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,マテンロウアルカナ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026060705030206,2026.6.7,日,東京,3東2,6,,未勝利,ダート,1300,,2,良(暫定),晴(暫定),16,12:55,,馬齢,３歳
