レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010401,2026.8.2,日,札幌,1札4,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,牝,馬齢,３歳
5,,9,,,,,モントーヤ,,牡,3,26,1,31,東京,T,1600,良,7,10,未勝利,34.9,中団,8,12,6,中山,D,1800,良,10,11,未勝利*,39.7,中団,10,9,27,中山,T,1600,良,8,7,新馬,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ヤマカンドリーミン,,牡,3,9,5,31,東京,T,1600,良,14,12,未勝利,35.1,中団,連,5,23,東京,D,1400,重,11,6,未勝利,39.3,先行,3,5,2,新潟,T,1400,稍,8,7,未勝利,37.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ピコバレット,,牡,3,10,5,24,新潟,T,1200,稍,10,7,未勝利,36.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,スイートハイデン,,牝,3,3,7,12,福島,T,1200,稍,5,10,未勝利,36.0,中団,8,5,16,新潟,T,1800,良,8,13,未勝利,34.9,中団,9,3,14,中京,T,2000,良,9,16,未勝利,35.8,中団,6,2,1,東京,D,1600,良,14,10,未勝利・牝,39.8,中団,3,1,10,中山,D,1800,良,6,7,新馬・牝,41.2,中団,初
7,,13,,,,,ノーブルクロンヌ,,牝,3,3,7,12,福島,T,1200,稍,3,3,未勝利,35.8,差し,8,5,16,東京,T,1400,良,6,10,未勝利,34.9,先行,3,4,26,東京,D,1300,稍,4,12,未勝利,38.1,先行,連,4,18,福島,T,1200,良,6,8,未勝利,34.8,中団,10,2,7,小倉,T,1200,良,13,18,未勝利,36.1,中団,2
7,,14,,,,,シャインアルプス,,牝,3,12,5,9,東京,T,1400,良,2,4,未勝利,34.3,差し,13,2,10,東京,T,1600,良,2,5,新馬,34.0,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,,,,,ウインテラジーナ,,牝,3,3,7,11,福島,T,1800,良,5,1,未勝利,35.6,先行,3,6,21,東京,T,1600,稍,2,3,未勝利,35.1,差し,4,5,24,東京,T,1600,良,5,8,未勝利・牝,34.7,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ペルシアーノ,,牝,3,10,5,24,東京,T,1600,良,14,9,未勝利・牝,36.5,先行,2,5,10,東京,T,1600,良,5,16,未勝利,34.7,先行,4,4,11,中山,T,2000,良,15,13,未勝利・牝,37.4,先行,8,2,14,東京,T,1400,良,9,8,未勝利,33.9,後方,3,1,24,中山,D,1200,良,5,7,新馬,38.9,先行,初
8,,17,,,,,ブロッコロ,,牝,3,30,1,4,中山,D,1200,稍,6,9,新馬,39.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,ホウオウパーソンズ,,牡,3,14,4,26,東京,D,1600,稍,14,6,未勝利,43.6,後方,11,2,7,東京,T,1800,良,13,13,新馬,35.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020401,2026.8.2,日,中京,2名4,1,,未勝利,芝,2000,A,4,良(暫定),晴(暫定),18,09:40,牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,グラディオール,,牝,3,7,6,14,阪神,D,1800,良,14,15,未勝利・牝,40.7,中団,9,4,12,阪神,D,1200,稍,12,6,未勝利,37.7,後方,9,2,8,小倉,T,1200,良,12,8,未勝利・牝,35.2,後方,10,11,30,京都,T,1200,良,9,1,新馬,34.6,後方,初,,,,,,,,,,,,
1,,2,,,,,オーロアルジェント,,牝,3,16,4,12,阪神,D,1400,稍,11,7,未勝利・牝,37.8,後方,12,1,18,京都,T,1600,良,14,8,未勝利,37.3,先行,4,12,20,中京,T,1600,稍,4,5,未勝利・牝*,35.2,追込,11,10,5,京都,T,1800,稍,6,4,新馬,35.2,先行,初,,,,,,,,,,,,
2,,3,,,,,メイショウプレマ,,牝,3,8,6,7,阪神,T,1800,良,7,3,未勝利・牝,34.9,先行,3,5,16,京都,T,1800,良,2,7,未勝利,35.2,逃げ,3,4,25,京都,T,1800,良,4,11,未勝利・牝,34.9,差し,8,2,28,小倉,T,2000,稍,9,11,未勝利,37.1,後方,2,2,14,京都,T,1800,良,8,7,未勝利,35.1,後方,初
2,,4,,,,,ビクスバイト,,牝,3,25,2,10,京都,T,2400,良,2,1,未勝利,36.6,先行,3,1,17,京都,T,2000,良,3,3,未勝利・牝,35.9,差し,14,10,12,京都,T,2000,良,3,9,新馬,34.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ワンダースアン,,牝,3,3,7,11,小倉,T,2000,良,7,14,未勝利・牝,35.3,中団,3,6,21,阪神,T,2400,稍,7,13,未勝利,37.2,中団,3,5,31,京都,D,1800,良,10,13,未勝利・牝,39.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ハギノデュア,,牝,3,6,6,21,阪神,T,2400,稍,14,18,未勝利,38.2,後方,2,6,6,阪神,T,1200,良,16,13,未勝利,35.3,後方,9,4,4,阪神,D,1800,稍,14,13,未勝利・牝,40.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,レーヴドリュヌ,,牝,3,6,6,21,阪神,T,2400,稍,8,4,未勝利,38.2,先行,2,6,7,阪神,T,1800,良,6,10,未勝利・牝,34.1,中団,15,2,21,阪神,T,1600,良,17,18,未勝利,35.5,中団,14,11,15,京都,T,1600,良,11,12,新馬・牝,35.0,後方,初,,,,,,,,,,,,
4,,8,,,,,タイセイアビオン,,牝,3,3,7,11,小倉,T,2000,良,2,7,未勝利・牝,35.3,先行,連,7,5,小倉,T,2000,重,3,9,未勝利・牝,37.4,先行,2,6,21,阪神,T,1600,稍,8,14,未勝利・牝,35.4,後方,6,5,9,京都,T,1400,良,7,13,未勝利,33.6,中団,2,4,26,福島,T,1200,良,7,9,未勝利,34.8,中団,9
5,,9,,,,,ゴールデンテティス,,牝,3,2,7,18,小倉,T,1800,良,2,3,未勝利,35.7,先行,3,6,27,小倉,T,1800,重,2,7,未勝利・牝,35.2,先行,4,5,30,京都,T,1800,良,7,13,未勝利,35.8,先行,14,2,22,小倉,T,1800,良,6,13,未勝利・牝,35.9,中団,11,12,6,阪神,T,1600,良,12,16,未勝利・牝*,34.1,後方,2
5,,10,,,,,ワンダーデリエール,,牝,3,11,5,17,京都,T,2000,良,3,8,未勝利,35.2,逃げ,連,5,9,京都,D,1400,良,13,9,未勝利,40.5,中団,15,1,22,船橋,D,1600,良,10,2,ベスト,----,先行,4,12,27,阪神,D,1800,稍,9,7,新馬,40.8,逃げ,初,,,,,,,,,,,,
6,,11,,,,,ダンツカレン,,牝,3,4,7,4,小倉,D,1700,不,8,12,未勝利・牝,39.2,逃げ,12,4,11,阪神,T,2000,稍,12,14,未勝利,36.9,逃げ,2,3,29,阪神,D,1400,良,14,9,未勝利,39.9,中団,2,3,14,阪神,D,1800,良,8,5,未勝利・牝,41.2,先行,21,10,19,京都,T,2000,良,10,8,新馬,38.2,先行,初
6,,12,,,,,ノチェブエナ,,牝,3,6,6,20,阪神,T,1800,稍,15,8,未勝利,36.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ノブレスラブリエ,,牝,3,9,6,3,船橋,D,1600,不,9,1,ナイス,----,中団,5,4,26,福島,T,1800,良,7,10,未勝利,35.2,中団,27,10,18,東京,T,1600,良,10,13,新馬,34.8,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,フィールライクユー,,牝,3,7,6,13,阪神,T,1800,良,12,10,未勝利,37.0,後方,3,5,23,新潟,T,2400,稍,7,8,未勝利,36.7,中団,3,5,3,新潟,T,2000,稍,5,13,未勝利・牝,35.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,,,,,オーマイラッキーン,,牝,3,4,7,5,小倉,T,2000,重,12,7,未勝利・牝,39.0,中団,連,6,28,小倉,T,1800,良,4,6,未勝利,36.6,先行,2,6,14,阪神,D,1800,良,13,4,未勝利・牝,40.5,後方,7,4,26,京都,T,2000,良,6,9,未勝利,36.7,先行,2,4,11,福島,T,1800,良,8,13,未勝利・牝,35.6,後方,初
8,,16,,,,,テンダーワーズ,,牝,3,10,5,23,京都,T,1800,良,6,5,未勝利・牝,36.5,中団,3,5,3,京都,T,1800,良,5,9,未勝利,34.6,後方,16,1,12,京都,T,1600,良,10,18,新馬,35.0,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,17,,,,,ルーチェブリラーレ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,リュネヴィル,,牝,3,5,6,28,小倉,T,1800,良,16,16,未勝利,37.6,後方,2,6,14,阪神,T,2200,良,15,16,未勝利,37.4,後方,31,11,9,京都,T,2000,重,7,8,新馬,38.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020402,2026.8.2,日,中京,2名4,2,,新馬,ダート,1800,,4,良(暫定),晴(暫定),16,10:10,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,サンライズエイト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,アントラヴァースト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ラッキーハナコ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ファンビッチャン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,5,,,,,オーリエイト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,イツマデモマツワ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,ハイウェイワン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,8,,,,,エコログレイス,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020403,2026.8.2,日,中京,2名4,3,,新馬,芝,1600,A,3,良(暫定),晴(暫定),16,10:40,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ムーンパッセ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,トゥーレジット,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,アレオクール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,サウンドファイト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,ヤマトクオーレ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,,,,,ベルコート,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,,,,,ミライノシャチョウ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,スーサンコルティナ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,,,,,リボンロゼッタ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,ジーティーマンフク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020404,2026.8.2,日,中京,2名4,4,,未勝利,ダート,1200,,2,良(暫定),晴(暫定),16,11:10,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,メテオロイド,,牡,3,3,7,11,小倉,T,1200,良,3,3,未勝利,35.3,逃げ,2,6,28,小倉,T,1200,良,14,6,未勝利,36.1,中団,36,10,18,新潟,T,1200,良,4,1,未勝利*,35.6,逃げ,3,9,27,阪神,T,1200,良,4,4,未勝利*,35.8,逃げ,7,8,9,中京,T,1200,良,2,5,未勝利*,34.1,差し,7
1,,2,,,,,アステルディーヴァ,,牝,3,11,5,16,京都,D,1400,良,9,10,未勝利・牝,39.3,逃げ,21,12,21,中山,T,1600,重,15,3,新馬,40.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ラジャブルック,,牡,3,8,6,6,阪神,T,1600,良,16,11,未勝利,36.6,先行,8,4,11,阪神,D,1400,重,9,7,未勝利,38.3,中団,7,2,22,阪神,D,1800,良,7,4,未勝利,40.0,逃げ,3,1,31,京都,D,1800,良,3,2,未勝利,38.7,先行,13,11,1,京都,D,1800,重,9,1,新馬,40.2,中団,初
2,,4,,,,,リアライズガイザー,,牡,3,11,5,16,新潟,T,1600,良,13,2,未勝利,35.9,中団,29,10,25,京都,D,1400,良,6,1,未勝利*,40.4,先行,3,10,5,東京,D,1600,良,3,1,新馬,36.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,モズタイシソウシ,,牡,3,4,7,5,小倉,D,1000,不,3,3,未勝利,35.2,差し,連,6,27,小倉,D,1000,不,4,6,未勝利,34.9,差し,11,4,11,福島,D,1150,良,9,3,未勝利,37.2,後方,4,3,14,中京,D,1200,良,5,1,未勝利,37.9,先行,3,2,21,小倉,D,1000,良,3,5,未勝利,36.3,差し,10
3,,6,,,,,グラマラス,,牝,3,8,6,6,阪神,D,1200,良,6,8,未勝利,36.6,後方,4,5,9,新潟,D,1200,稍,4,4,未勝利・牝,39.2,差し,2,4,26,京都,D,1200,良,5,9,未勝利・牝,37.3,先行,9,2,21,阪神,D,1200,良,8,9,未勝利・牝,38.1,中団,3,2,1,京都,D,1400,良,9,7,新馬,38.8,先行,初
4,,7,,,,,ディアデムドール,,牝,3,2,7,18,小倉,D,1000,稍,5,9,未勝利,36.1,中団,8,5,24,京都,D,1800,良,11,9,未勝利・牝,40.9,後方,6,4,11,福島,T,1800,良,13,7,未勝利・牝,37.3,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,,,,,ザキノフレンズ,,牡,3,10,5,23,京都,D,1200,稍,13,4,未勝利,38.0,後方,2,5,10,京都,D,1200,良,5,3,未勝利,37.1,中団,4,4,12,阪神,D,1200,稍,2,1,未勝利,37.0,先行,2,3,29,中京,D,1200,良,2,4,未勝利,36.9,先行,8,2,1,京都,D,1200,良,3,9,未勝利,37.4,差し,2
5,,9,,,,,クロカミジョウ,,牝,3,3,7,12,小倉,D,1000,良,2,4,未勝利,36.2,差し,3,6,20,阪神,D,1200,稍,3,2,未勝利,36.9,差し,10,4,11,福島,D,1150,良,6,1,未勝利,37.7,中団,3,3,21,中京,D,1200,良,2,1,未勝利・牝,37.9,先行,3,2,28,阪神,D,1200,良,2,3,未勝利,36.9,差し,6
5,,10,,,,,チョウスター,,牝,3,7,6,14,阪神,D,1400,良,6,8,未勝利,38.6,先行,9,4,12,阪神,D,1400,稍,7,11,未勝利・牝,37.7,中団,2,3,29,阪神,D,1400,良,4,14,未勝利,39.0,先行,2,3,14,中京,D,1800,良,7,7,未勝利・牝,41.3,先行,14,12,6,阪神,D,1200,良,10,14,未勝利*,38.4,後方,3
6,,11,,,,,ビービーシナジー,,牡,3,12,5,9,京都,D,1400,良,8,6,未勝利,38.2,先行,7,3,21,阪神,D,1400,稍,5,8,未勝利,37.2,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,,,,,マクアケ,,牡,3,11,5,17,京都,D,1400,良,5,4,未勝利,37.8,中団,連,5,9,京都,D,1400,良,4,7,未勝利,37.7,先行,3,4,18,福島,D,1150,良,4,3,未勝利,36.8,差し,4,3,22,阪神,D,1200,良,3,3,未勝利,36.3,差し,連,3,15,阪神,D,1200,良,5,4,未勝利,37.3,中団,4
7,,13,,,,,プレデンシア,,牝,3,7,6,13,阪神,D,1200,良,8,5,未勝利・牝,36.7,後方,3,5,23,京都,D,1200,稍,4,5,未勝利,36.4,差し,11,3,8,阪神,D,1200,良,3,2,未勝利,37.2,差し,4,2,10,京都,D,1200,良,2,2,未勝利,36.7,追込,3,1,18,京都,D,1200,良,4,4,未勝利・牝,36.9,差し,7
7,,14,,,,,マルカスマッシュ,,牡,3,11,5,16,新潟,T,1000,良,12,11,未勝利,33.4,後方,15,1,31,京都,T,1600,良,14,15,未勝利,37.3,後方,4,1,5,京都,D,1200,良,10,10,新馬,38.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,15,,,,,ナムラロダン,,牡,3,8,6,6,阪神,D,1200,良,5,2,未勝利,37.6,先行,3,5,16,新潟,D,1200,良,2,2,未勝利,38.6,逃げ,3,4,25,京都,D,1400,稍,4,2,未勝利,38.4,先行,4,3,28,阪神,D,1200,稍,3,1,未勝利,38.3,先行,2,3,15,阪神,D,1200,良,2,1,未勝利,37.1,差し,2
8,,16,,,,,ジーティーリボーン,,牝,3,13,5,2,京都,D,1200,重,8,14,未勝利,35.5,後方,5,3,28,阪神,D,1200,稍,9,6,未勝利・牝,38.5,先行,12,1,4,京都,D,1200,良,8,4,未勝利,38.1,先行,13,10,5,京都,T,1200,稍,11,2,新馬,36.0,中団,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020405,2026.8.2,日,中京,2名4,5,,1勝,ダート,1800,,4,良(暫定),晴(暫定),16,11:40,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,シエーナカラー,,牝,3,3,7,11,小倉,D,1700,良,7,3,１勝ｸﾗｽ・牝,37.5,中団,8,5,17,京都,D,1800,良,1,3,未勝利・牝,38.0,差し,2,5,3,京都,D,1400,稍,5,7,未勝利・牝,36.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,デールエルバハリ,,牝,3,13,5,2,京都,D,1900,稍,8,11,ユニコーG3,37.7,後方,2,4,18,阪神,D,1800,良,9,11,１勝ｸﾗｽ・牝*,38.8,後方,6,3,8,阪神,D,1800,良,6,15,１勝ｸﾗｽ・牝*,38.8,後方,9,1,5,京都,D,1800,良,9,11,１勝ｸﾗｽ*,38.7,中団,3,12,14,中山,D,1800,稍,10,15,１勝ｸﾗｽ*,38.9,後方,13
3,,3,,,,,アンティスマ,,牝,3,4,7,4,小倉,D,1700,不,1,2,未勝利・牝,37.1,先行,4,6,6,阪神,D,1400,良,2,7,未勝利・牝,36.9,差し,17,2,10,京都,D,1400,良,11,4,未勝利・牝,40.3,先行,4,1,12,京都,D,1400,良,2,10,未勝利・牝,37.9,差し,8,11,16,京都,D,1800,良,9,6,新馬,39.9,中団,初
4,,4,,,,,シャンパンスター,,牝,3,5,6,27,小倉,D,1700,不,7,2,未勝利,39.0,先行,4,5,31,京都,D,1800,良,3,6,未勝利・牝,38.7,逃げ,2,5,16,京都,D,1400,良,7,6,未勝利・牝,37.4,後方,7,3,29,阪神,D,1400,良,3,1,未勝利,38.9,先行,2,3,15,中京,D,1400,良,3,5,未勝利,38.1,先行,15
5,,5,,,,,アーデルリーベ,,牝,4,7,6,16,川崎,D,1500,稍,10,1,ジュー,----,逃げ,7,4,26,福島,D,1700,良,6,9,１勝ｸﾗｽ・牝,38.4,中団,16,1,4,京都,D,1200,良,10,7,１勝ｸﾗｽ,36.5,中団,11,10,18,京都,T,1400,良,14,9,１勝ｸﾗｽ,34.4,後方,連,10,13,京都,D,1200,良,14,3,１勝ｸﾗｽ,37.9,中団,10
6,,6,,,,,シャフメラン,,牝,3,21,3,8,阪神,D,1800,良,12,10,１勝ｸﾗｽ・牝*,39.1,後方,6,1,24,京都,D,1800,良,1,2,未勝利・牝,37.8,先行,3,1,5,京都,D,1800,良,4,2,未勝利・牝,37.9,差し,4,12,7,阪神,D,1800,良,3,4,新馬,37.9,先行,初,,,,,,,,,,,,
7,B,7,,,,,クイーンズホリデー,,牝,3,5,6,27,小倉,D,1700,重,14,5,１勝ｸﾗｽ・牝,40.1,後方,13,3,29,中山,D,1800,稍,1,4,未勝利・牝,38.9,逃げ,2,3,14,中山,D,1800,良,3,4,未勝利・牝,40.1,先行,8,1,18,中山,D,1800,良,4,4,未勝利・牝,41.7,先行,連,1,11,中山,D,1800,良,5,7,未勝利・牝,40.6,先行,5
8,,8,,,,,シャンドラテ,,牝,3,3,7,14,浦和,D,1400,良,2,2,ツイン,----,先行,18,3,7,阪神,D,1800,稍,4,8,未勝利・牝,38.8,先行,2,2,22,阪神,D,1800,良,4,5,未勝利・牝,39.4,逃げ,2,2,7,小倉,D,1700,良,9,12,未勝利・牝,39.6,中団,4,1,12,京都,D,1400,良,9,15,未勝利・牝,38.9,後方,9
8,,9,,,,,ブラックドレス,,牝,5,4,7,5,小倉,D,1700,不,11,13,１勝ｸﾗｽ,38.7,中団,4,6,7,阪神,D,1800,稍,8,16,１勝ｸﾗｽ・牝,38.1,中団,7,4,19,阪神,D,1800,良,7,11,１勝ｸﾗｽ,39.1,先行,4,3,22,中京,T,2000,良,17,17,１勝ｸﾗｽ・牝,36.6,中団,7,2,1,小倉,D,1700,良,11,15,１勝ｸﾗｽ・牝,38.6,後方,19
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080207020406,2026.8.2,日,中京,2名4,6,中京スポニチ賞,2勝,芝,1400,A,2,良(暫定),晴(暫定),18,15:00,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,スターウェーブ,,セ,4,8,6,6,東京,T,1400,良,8,6,テレビＨ･2勝,33.3,中団,7,4,18,中山,T,1200,良,3,7,袖ケ浦特･2勝,33.4,差し,13,1,17,中山,T,1200,良,14,8,２勝ｸﾗｽ,33.3,後方,3,12,27,中山,T,1200,良,5,6,ベストウ･2勝,33.9,後方,15,9,13,中山,T,1200,稍,10,1,汐留特別･2勝,33.4,中団,8
