レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020301,2026.8.29,土,札幌,2札3,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,,馬齢,３歳
4,,5,,,,,ハニードレス,,牝,4,6,7,19,函館,T,1800,重,6,9,かもめ島･2勝,36.4,中団,11,5,2,新潟,T,1800,稍,12,6,胎内川特･2勝,35.6,中団,10,2,21,小倉,T,1800,良,1,3,１勝ｸﾗｽ・牝,35.6,差し,10,12,14,中山,T,1800,稍,6,9,１勝ｸﾗｽ,36.1,先行,8,10,18,新潟,T,1800,良,9,6,１勝ｸﾗｽ,34.6,先行,11
4,,6,,,,,アリスメティーク,,牝,4,9,6,28,福島,T,2000,良,2,3,松島特別･2勝,34.5,差し,9,4,26,福島,T,2000,良,1,4,飯盛山特･1勝,34.9,差し,3,4,4,中山,T,2000,良,3,2,１勝ｸﾗｽ,35.5,先行,8,2,7,小倉,T,2000,稍,2,1,１勝ｸﾗｽ・牝,36.1,先行,12,11,16,福島,T,2000,良,4,2,１勝ｸﾗｽ,34.7,差し,14
5,,7,,,,,メイショウアイル,,牡,4,3,8,8,札幌,T,2000,稍,4,2,藻岩山特･2勝,36.2,先行,8,6,13,阪神,T,2200,良,4,5,三田特別･2勝,35.3,先行,4,5,17,京都,T,2400,良,4,5,白川特別･2勝,34.3,追込,7,3,29,中京,T,2200,良,1,6,１勝ｸﾗｽ,34.4,先行,2,3,15,中京,T,2000,良,4,2,１勝ｸﾗｽ,34.7,差し,6
5,,8,,,,,レジェンドシップ,,セ,6,3,8,9,札幌,T,2000,良,1,2,１勝ｸﾗｽ,34.9,ﾏｸﾘ,10,5,31,京都,T,2400,良,3,3,１勝ｸﾗｽ,36.3,先行,3,5,10,京都,T,2200,良,3,5,１勝ｸﾗｽ,34.5,先行,10,2,28,小倉,T,2600,稍,7,3,脊振山特･1勝,37.3,中団,2,2,15,小倉,T,2000,稍,5,4,１勝ｸﾗｽ,36.2,先行,9
6,,9,,,,,ナグルファル,,セ,4,5,7,25,新潟,T,1600,良,13,10,豊栄特別･2勝,33.8,後方,16,4,5,阪神,D,1800,重,12,6,２勝ｸﾗｽ,38.4,後方,6,2,22,阪神,T,1600,良,9,4,天神橋Ｈ･2勝,34.1,先行,20,10,4,京都,T,2000,重,12,5,２勝ｸﾗｽ,37.0,ﾏｸﾘ,5,8,30,札幌,T,2000,稍,5,4,札幌日刊･2勝,37.5,先行,16
6,,10,,,,,ドッビアーコ,,セ,5,2,8,16,札幌,T,2600,良,8,13,阿寒湖特･2勝,38.5,逃げ,3,7,25,札幌,T,2600,良,6,11,ライラッ･2勝,36.4,逃げ,4,6,27,函館,T,2000,稍,9,10,洞爺湖特･2勝,35.7,後方,15,3,15,阪神,D,1800,良,11,8,２勝ｸﾗｽ,42.8,逃げ,2,2,28,小倉,D,1700,重,12,12,早鞆特Ｈ･2勝,38.3,中団,9
7,B,11,,,,,フォルテフィオーレ,,牡,5,4,8,1,札幌,T,1800,稍,7,5,釧路湿原･2勝,36.9,後方,3,7,12,函館,T,1800,重,5,6,北海Ｈ･2勝,35.6,中団,4,6,13,函館,T,1800,稍,5,7,松前特別･2勝,34.1,後方,9,4,11,福島,T,1800,良,1,1,浄土平特･1勝,35.4,差し,6,3,1,小倉,T,2000,良,8,3,唐戸特別･1勝,35.2,後方,連
7,,12,,,,,バルティカ,,牡,4,3,8,8,札幌,T,2000,稍,2,5,藻岩山特･2勝,36.0,先行,4,7,12,函館,T,1800,重,9,8,北海Ｈ･2勝,36.0,中団,2,6,27,函館,T,2000,稍,3,4,洞爺湖特･2勝,35.3,先行,17,2,28,小倉,T,2000,稍,15,9,別府特別･2勝,40.3,中団,3,2,7,京都,T,2000,良,3,3,２勝ｸﾗｽ,35.4,先行,14
8,B,13,,,,,コリカンチャ,,セ,4,5,7,26,中京,T,2000,良,3,7,木曽川Ｈ･2勝,34.4,逃げ,2,7,12,小倉,T,2000,良,4,6,西部スＨ･2勝,36.4,追込,12,4,19,福島,T,2600,良,11,10,奥の細道･2勝,36.0,後方,4,3,21,阪神,T,2600,良,7,6,淡路特別･2勝,34.8,逃げ,17,11,23,京都,T,1600,良,10,6,花見小Ｈ･2勝,34.3,中団,3
8,,14,,,,,バースライト,,牡,4,5,7,25,札幌,T,2600,良,7,3,ライラッ･2勝,36.3,先行,3,7,5,函館,T,2600,良,3,2,横津岳Ｈ･2勝,35.4,逃げ,18,2,28,小倉,T,2600,稍,1,6,脊振山特･1勝,36.5,先行,10,12,20,中京,T,2000,稍,5,7,ヤングジ･1勝,34.1,後方,8,10,26,新潟,D,1800,稍,10,2,１勝ｸﾗｽ,39.7,中団,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020312,2026.8.29,土,札幌,2札3,12,千歳特別,2勝,ダート,1700,,4,稍(暫定),曇(暫定),14,16:00,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,エンプレスフレーム,,牝,4,4,8,1,札幌,D,1700,稍,5,7,大倉山特･2勝,38.9,中団,4,7,4,函館,D,1700,良,7,14,竜飛崎特･2勝,38.5,中団,6,5,23,東京,D,1600,稍,10,16,２勝ｸﾗｽ・牝,36.4,先行,7,4,4,中山,D,1800,重,13,10,千葉日報･2勝,39.5,中団,14,12,28,中山,D,1800,良,13,12,ハッピー･2勝,43.5,中団,7
2,,2,,,,,ルージュマローネ,,牝,4,6,7,19,函館,D,1700,不,14,8,駒場特別･2勝,42.9,後方,3,6,28,函館,D,1700,稍,4,8,渡島特別･2勝,37.8,先行,8,5,3,新潟,D,1800,稍,11,8,咲花特別･2勝,38.9,逃げ,3,4,11,福島,D,1700,良,1,9,１勝ｸﾗｽ・若,38.7,逃げ,3,3,22,中京,D,1800,良,10,11,１勝ｸﾗｽ,37.7,中団,8
3,,3,,,,,ディアウス,,牡,4,8,7,4,函館,D,1700,良,6,2,竜飛崎特･2勝,39.0,逃げ,3,6,14,函館,D,1700,良,2,1,津軽海Ｈ･2勝,37.4,先行,4,5,16,新潟,D,1800,良,2,4,中ノ岳特･2勝,37.6,先行,11,2,28,小倉,D,1700,重,7,1,早鞆特Ｈ･2勝,37.8,中団,3,2,8,小倉,D,1700,良,2,5,由布院特･2勝,38.4,先行,25
4,,4,,,,,アラナコア,,牡,5,9,6,28,小倉,D,1700,稍,2,5,西部日Ｈ･2勝,38.5,先行,12,4,5,阪神,D,1800,重,7,2,２勝ｸﾗｽ,37.1,中団,3,3,15,阪神,D,1800,良,2,2,２勝ｸﾗｽ,37.8,差し,2,2,28,小倉,D,1700,重,3,6,早鞆特Ｈ･2勝,37.4,差し,連,2,21,阪神,D,1800,良,消,--,２勝ｸﾗｽ,----,,8
5,,5,,,,,ホレーショ,,牡,5,14,5,24,東京,D,1600,稍,2,2,三峰山特･2勝,35.9,先行,8,3,28,中山,D,1800,重,3,4,２勝ｸﾗｽ,38.2,先行,4,2,28,中山,D,1800,稍,2,5,２勝ｸﾗｽ,38.5,先行,12,12,6,中山,D,1800,良,6,5,鹿島特別･2勝,38.3,後方,6,10,26,東京,D,1600,不,2,6,三鷹特別･2勝,35.2,先行,4
5,,6,,,,,レディゴディヴァ,,牝,4,3,8,9,札幌,D,1700,良,8,12,富良野Ｈ･2勝,39.4,中団,13,5,9,東京,D,1400,良,11,15,２勝ｸﾗｽ・牝,36.5,中団,3,4,19,阪神,D,1800,良,10,7,２勝ｸﾗｽ・牝,41.6,先行,11,1,31,小倉,D,1700,良,7,12,平尾台特･2勝,37.8,後方,3,1,12,京都,D,1800,良,1,4,１勝ｸﾗｽ・牝,37.6,先行,18
6,,7,,,,,リメンバーヒム,,牡,4,3,8,9,札幌,D,1700,良,4,8,富良野Ｈ･2勝,37.9,先行,2,7,25,札幌,D,1700,良,4,7,桑園特別･2勝,36.3,先行,13,4,26,東京,D,1400,稍,8,11,２勝ｸﾗｽ,36.2,中団,連,4,18,阪神,D,1400,良,9,8,吹田特別･2勝,35.9,中団,4,3,22,阪神,D,1400,良,5,9,２勝ｸﾗｽ,36.2,先行,2
6,B,8,,,,,ヤコブセン,,牡,4,6,7,19,函館,D,1700,不,8,13,駒場特別･2勝,37.9,中団,5,6,13,函館,T,1800,稍,12,15,松前特別･2勝,35.2,中団,7,4,25,東京,T,1800,良,8,7,石和特別･2勝,34.6,先行,11,2,7,小倉,T,1800,稍,14,10,ＲＫＢ賞･2勝,36.8,後方,2,1,25,小倉,T,2000,良,1,3,１勝ｸﾗｽ,34.1,先行,4
7,,9,,,,,マーゴットサンズ,,牝,3,3,8,9,札幌,D,1700,良,5,5,富良野Ｈ･2勝,38.1,先行,2,7,26,札幌,D,1700,良,1,1,１勝ｸﾗｽ・牝,37.0,逃げ,12,5,3,京都,D,1400,稍,4,5,１勝ｸﾗｽ*,36.3,差し,4,4,5,中山,D,1800,重,7,4,１勝ｸﾗｽ*,39.0,中団,16,12,14,中山,D,1800,稍,7,6,１勝ｸﾗｽ*,38.8,先行,6
7,,10,,,,,オンザムービー,,牡,3,5,7,25,札幌,D,1700,良,1,1,１勝ｸﾗｽ,36.5,ﾏｸﾘ,6,6,13,函館,D,1700,稍,1,2,未勝利,36.2,ﾏｸﾘ,4,5,17,京都,T,2000,良,4,1,未勝利,34.9,先行,3,4,26,京都,T,2000,良,3,4,未勝利,36.7,逃げ,16,1,5,京都,T,2000,良,2,13,未勝利,36.0,先行,3
8,,11,,,,,タガノエルー,,牡,3,3,8,9,札幌,D,1700,良,2,1,富良野Ｈ･2勝,37.2,先行,3,7,19,函館,D,1700,不,2,1,駒場特別･2勝,36.7,先行,11,5,2,新潟,D,1800,重,1,1,わらび賞･1勝,39.0,差し,3,4,11,阪神,D,1800,重,2,1,１勝ｸﾗｽ*,36.3,先行,3,3,22,阪神,D,1800,良,2,2,１勝ｸﾗｽ*,37.7,ﾏｸﾘ,7
8,B,12,,,,,シャンハイナイト,,牝,4,3,8,9,新潟,D,1200,良,13,8,２勝ｸﾗｽ,37.0,後方,12,5,16,新潟,D,1200,良,1,5,１勝ｸﾗｽ・牝,35.9,追込,連,5,10,新潟,D,1200,良,14,3,１勝ｸﾗｽ・若,39.2,中団,4,4,12,中山,D,1200,良,10,3,１勝ｸﾗｽ・牝,36.8,後方,4,3,15,中山,D,1200,良,3,6,１勝ｸﾗｽ・牝,38.1,逃げ,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030302,2026.8.29,土,新潟,3新3,2,,未勝利,ダート,1800,,4,良(暫定),曇(暫定),15,10:15,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ロマンス,,牝,3,8,7,5,福島,T,1800,良,12,7,未勝利,36.9,逃げ,8,5,10,新潟,T,1800,良,7,7,未勝利・牝,34.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,オーパパ,,牡,3,6,7,18,福島,D,1700,良,11,11,未勝利,38.9,後方,5,6,13,東京,D,1600,稍,12,8,未勝利,38.5,後方,4,5,16,東京,D,1600,良,4,10,未勝利,37.2,先行,9,3,14,中山,D,1800,良,13,7,未勝利,42.6,後方,5,2,8,小倉,D,1700,良,9,10,未勝利,40.6,後方,5
2,,3,,,,,ネイティヴプライド,,牡,3,4,8,2,新潟,D,1800,良,3,5,未勝利,39.1,追込,6,6,21,東京,D,2100,不,8,7,未勝利,38.0,逃げ,2,6,7,東京,D,2100,良,5,5,未勝利,38.5,中団,3,5,17,東京,D,2100,良,3,5,未勝利,37.4,差し,3,4,25,東京,D,2100,稍,8,4,未勝利,39.6,中団,12
3,,4,,,,,ダイヒョウカーク,,牡,3,4,8,1,新潟,D,1800,稍,5,14,未勝利,40.6,中団,4,7,7,金沢,D,1500,稍,5,4,加賀片,----,中団,7,5,17,東京,D,1400,良,10,10,未勝利,38.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,プリヴィマーク,,牡,3,12,6,6,東京,T,2000,良,12,14,未勝利,35.8,中団,18,1,31,東京,T,1800,良,15,12,新馬,34.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,,,,,ガードオブオナー,,牡,3,16,5,9,東京,T,2400,良,3,2,未勝利,34.7,先行,2,4,26,東京,T,2400,良,4,2,未勝利,34.6,先行,9,2,21,東京,T,2400,良,2,2,未勝利,35.0,逃げ,6,1,12,中山,T,2000,良,11,3,未勝利,36.8,後方,8,11,15,東京,T,2000,良,6,3,未勝利*,34.3,中団,6
4,B,7,,,,,ゴールドプレイヤー,,牡,3,4,8,1,新潟,D,1800,稍,3,1,未勝利,40.4,差し,3,7,11,福島,D,1700,良,2,2,未勝利,38.6,差し,12,4,18,中山,D,1800,良,5,2,未勝利,39.4,中団,3,3,28,中山,D,1800,重,3,1,未勝利,38.0,先行,4,2,28,中山,D,1800,重,2,2,未勝利,39.4,先行,3
5,B,8,,,,,エターナルホープ,,牡,3,2,8,15,新潟,D,1800,良,5,3,未勝利,38.9,後方,10,6,7,東京,D,1600,良,4,3,未勝利,37.7,差し,3,5,16,東京,D,1600,良,3,1,未勝利,36.7,差し,3,4,26,東京,D,1600,稍,2,7,未勝利,36.7,差し,13,1,25,中山,D,1800,良,7,14,新馬,40.1,後方,初
5,,9,,,,,オウケンサクラコ,,牝,3,3,8,8,新潟,D,1800,良,2,11,未勝利,39.5,差し,7,6,20,東京,D,1600,不,7,9,未勝利・牝,36.9,後方,連,6,13,東京,D,1600,重,4,11,未勝利・牝,36.8,追込,4,5,17,東京,D,1600,良,7,8,１勝ｸﾗｽ・牝*,37.4,後方,3,4,25,福島,T,2000,良,12,15,未勝利・牝,36.0,後方,9
6,,10,,,,,マーゴットライズ,,牡,3,2,8,16,新潟,D,1800,良,4,3,未勝利,38.9,差し,3,7,26,新潟,D,1800,不,3,9,未勝利,38.1,差し,4,6,27,福島,D,1700,稍,8,9,未勝利,39.6,中団,6,5,16,東京,D,1600,良,12,8,未勝利,38.7,後方,3,4,26,東京,T,1800,良,14,7,未勝利,34.5,後方,16
6,,11,,,,,アデルフィー,,牡,3,3,8,9,新潟,D,1800,良,4,3,未勝利,38.7,先行,3,7,18,福島,D,1700,良,10,2,未勝利,39.5,先行,9,5,17,新潟,D,1800,良,2,2,未勝利,37.7,先行,3,4,25,福島,D,1700,良,2,7,未勝利,38.6,逃げ,2,4,12,福島,D,1700,良,4,4,未勝利,39.4,差し,3
7,,12,,,,,ヌビアン,,牡,3,3,8,9,新潟,D,1800,良,7,13,未勝利,40.1,先行,3,7,18,福島,D,1150,良,11,11,未勝利,37.6,後方,5,6,14,東京,D,1300,稍,12,10,未勝利,37.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,バターショコラ,,牝,3,2,8,15,新潟,D,1200,良,10,7,未勝利,37.5,後方,8,6,20,東京,D,1400,不,13,4,未勝利・牝,38.6,中団,4,5,23,東京,D,1400,重,4,5,未勝利,37.3,追込,4,4,25,東京,D,1600,稍,5,4,未勝利・牝,39.5,中団,10,2,15,東京,D,1600,良,4,7,新馬,37.1,追込,初
8,,14,,,,,ハチマン,,牡,3,4,8,5,船橋,D,1600,良,4,8,ナティ,----,差し,7,6,13,東京,D,1400,重,11,12,未勝利,38.1,中団,9,4,12,中山,T,2200,良,18,11,未勝利,38.6,中団,4,3,14,中山,T,1600,良,11,7,未勝利,35.4,中団,初,,,,,,,,,,,,
8,B,15,,,,,カシマライフウ,,牡,3,3,8,9,新潟,D,1800,良,3,4,未勝利,38.6,差し,3,7,18,福島,D,1700,良,5,3,未勝利,38.3,中団,3,6,28,福島,D,1700,良,3,3,未勝利,37.6,先行,4,5,31,東京,D,1600,良,6,4,未勝利,37.3,中団,4,5,3,東京,D,1600,稍,3,3,未勝利,37.1,差し,4
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030303,2026.8.29,土,新潟,3新3,3,,未勝利,芝,1600,A,2,良(暫定),曇(暫定),18,10:45,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,マムダッドベル,,牝,2,2,8,15,新潟,T,1400,良,7,13,新馬・牝,35.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,ノルトハウゼン,,牡,2,11,6,13,東京,T,1400,良,4,3,新馬,33.8,追込,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,ルクスマグナ,,牡,2,11,6,14,東京,T,1600,良,6,4,新馬,35.0,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,ビスクヴィート,,牡,2,4,8,2,新潟,T,1600,良,11,10,新馬,35.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,,,,,アルアンダルス,,牝,2,2,8,16,新潟,T,1600,良,7,9,未勝利・牝*,34.2,中団,7,6,28,福島,T,1800,良,12,10,新馬,36.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,6,,,,,ホウオウビリーヴ,,牡,2,10,6,21,東京,T,1800,稍,10,4,新馬,34.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,,,,,レーゲンシャウアー,,牝,2,2,8,16,新潟,T,1600,良,12,13,未勝利・牝*,36.6,先行,2,8,2,新潟,T,1600,良,12,13,新馬,35.5,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,,,,,アウアリイ,,牡,2,5,7,26,新潟,T,1600,良,3,4,新馬,33.6,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,,,,,パープルタウン,,牝,2,2,8,16,新潟,T,1600,良,7,6,新馬,33.8,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,,,,,サウンドシェリー,,牝,2,2,8,16,中京,T,1600,良,5,3,新馬,33.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,,,,,キムケンシーサー,,牡,2,7,7,11,小倉,T,1200,良,4,5,未勝利*,35.6,差し,2,6,28,小倉,T,1200,良,3,4,新馬,35.1,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030304,2026.8.29,土,新潟,3新3,4,,新馬,芝,1400,A,2,良(暫定),曇(暫定),18,11:15,,馬齢,２歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ポケットブック,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,ジェイエルキール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,クラウンロムパイア,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,エクラドリオン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ショウナンバッカス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ヨツバ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,タワーウマザンマイ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,チョトツモウシン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ニシノムホウモノ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,レッドアバンドーネ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,アヴァンデセール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,セレスティナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,イントリー,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,イデアモッコス,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,15,,,,,コメットサン,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,ホワイトホール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,17,,,,,モチロンコクラ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,ショウナンワンパク,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030305,2026.8.29,土,新潟,3新3,5,,未勝利,芝,2200,A,4,良(暫定),曇(暫定),18,11:45,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ローレルエース,,牡,3,3,8,8,新潟,T,2000,良,11,11,未勝利,37.7,中団,17,4,11,福島,T,2600,良,9,11,未勝利,37.1,先行,5,3,7,中山,T,2200,稍,9,17,未勝利,36.9,中団,20,10,19,東京,T,1800,良,13,16,新馬,34.5,中団,初,,,,,,,,,,,,
1,,2,,,,,イクオクコウネン,,セ,3,11,6,14,阪神,T,2200,良,7,5,未勝利,35.6,先行,2,5,30,京都,T,1800,良,4,4,未勝利,35.0,差し,8,4,4,阪神,T,1800,良,4,1,未勝利,33.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
2,B,3,,,,,レイランディ,,牡,3,2,8,16,新潟,T,2400,良,4,16,未勝利,35.8,差し,8,6,21,東京,D,2100,不,13,13,未勝利,38.1,後方,10,4,11,中山,D,1800,重,12,6,未勝利,41.7,後方,3,3,21,中山,T,2200,良,7,8,未勝利,36.4,後方,6,2,10,東京,T,2400,良,9,10,未勝利,36.3,先行,22
2,,4,,,,,ブリックアブラック,,牡,3,3,8,9,札幌,T,2600,良,13,11,未勝利,36.3,後方,4,7,12,函館,T,2600,重,3,14,未勝利,36.0,追込,2,6,28,函館,T,2600,良,13,12,未勝利,36.1,後方,2,6,13,函館,T,2600,稍,8,13,未勝利,35.2,後方,3,5,23,京都,T,2200,良,9,14,未勝利,36.2,後方,3
3,B,5,,,,,ピクシーゲイル,,牡,3,連,8,23,新潟,D,1200,良,10,14,未勝利,37.8,後方,9,6,20,東京,D,1600,不,15,16,未勝利,38.7,後方,2,6,7,東京,D,1600,良,16,15,未勝利,38.6,後方,9,4,5,中山,D,1800,不,14,14,未勝利,41.8,後方,2,3,21,阪神,D,1200,稍,8,11,未勝利,37.7,中団,2
