レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010101,2026.4.11,土,福島,1福1,1,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),15,09:45,,馬齢,３歳
5,,10,,,,,サトノエスケープ,,牡,3,11,1,25,中山,D,1200,良,1,1,未勝利,38.3,差し,3,1,5,中山,D,1200,稍,2,1,未勝利,37.3,差し,4,12,7,中山,D,1200,良,4,2,未勝利*,39.0,先行,10,9,28,中山,T,1200,良,12,3,未勝利*,34.2,後方,12,7,6,福島,T,1200,良,4,3,新馬,36.0,先行,初
6,,11,,,,,レディサン,,牝,3,10,2,1,京都,D,1400,良,13,7,１勝ｸﾗｽ・牝*,39.7,中団,3,1,11,中山,D,1200,良,4,6,１勝ｸﾗｽ*,37.4,追込,11,10,25,新潟,D,1200,良,1,1,未勝利*,37.6,逃げ,4,9,27,中山,D,1200,良,2,5,未勝利*,37.1,先行,7,8,10,新潟,D,1200,稍,5,6,新馬,39.1,先行,初
6,,12,,,,,ハニーオーケストラ,,牝,3,7,2,21,東京,D,1400,良,8,10,１勝ｸﾗｽ*,37.0,後方,11,12,6,中山,D,1800,良,1,4,未勝利・牝*,39.5,ﾏｸﾘ,3,11,16,東京,D,1600,良,4,12,新馬,36.9,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,マーシャルアン,,牡,3,29,9,21,中山,D,1200,稍,1,9,未勝利*,38.2,差し,11,7,6,函館,T,1200,稍,7,8,未勝利*,36.9,先行,2,6,22,函館,T,1200,重,12,12,新馬,36.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,ミルトハーバー,,牡,3,4,3,14,中山,D,1200,良,1,2,未勝利,37.8,逃げ,2,2,28,中山,D,1200,重,3,4,未勝利,36.8,先行,12,12,7,中山,T,1200,良,7,9,新馬,34.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,トワイライトサイト,,牡,3,5,3,7,中山,D,1200,重,9,8,１勝ｸﾗｽ*,36.5,後方,13,12,6,中山,D,1200,良,1,1,新馬,37.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,16,,,,,ベアアッコチャン,,牝,3,2,3,29,中山,D,1200,稍,5,5,１勝ｸﾗｽ*,36.4,後方,11,1,12,中山,T,1200,良,10,10,１勝ｸﾗｽ*,33.6,後方,4,12,13,中山,D,1200,良,1,7,未勝利・牝*,38.1,追込,9,10,13,東京,D,1400,良,10,3,未勝利*,39.1,後方,4,9,15,中山,D,1200,良,4,3,未勝利*,39.1,差し,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030508,2026.4.11,土,中山,3中5,8,,1勝,ダート,1800,,4,稍(暫定),雨(暫定),16,13:55,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ミヤジテン,,牝,5,11,1,24,中山,D,1800,良,8,8,１勝ｸﾗｽ・牝,39.6,後方,3,1,4,中山,D,1800,稍,6,14,１勝ｸﾗｽ,39.4,後方,3,12,14,阪神,D,1800,良,7,11,１勝ｸﾗｽ・牝,37.6,後方,3,11,23,東京,D,1600,良,16,13,１勝ｸﾗｽ・牝,37.2,後方,31,4,19,中山,D,1800,良,7,12,１勝ｸﾗｽ,38.9,後方,3
1,,2,,,,,カルフ,,セ,5,2,3,29,中山,D,1200,稍,13,6,１勝ｸﾗｽ,37.6,後方,15,12,14,中京,D,1400,稍,7,10,１勝ｸﾗｽ,39.0,逃げ,2,11,29,東京,D,1600,良,7,11,１勝ｸﾗｽ,36.5,中団,連,11,22,福島,D,1700,良,9,14,１勝ｸﾗｽ,39.9,中団,9,9,21,中山,D,1800,良,13,10,１勝ｸﾗｽ,41.4,先行,2
2,,3,,,,,グランドフォレスト,,牡,5,3,3,22,中山,D,1800,良,15,14,１勝ｸﾗｽ,40.7,先行,8,1,28,姫路,D,1400,良,2,3,Ｃ２二,----,先行,2,1,8,園田,D,1400,良,1,1,Ｃ３一,----,逃げ,19,8,28,園田,D,1700,良,3,1,Ｃ２　,----,差し,2,8,15,園田,D,1400,重,2,1,細江純,----,先行,4
2,,4,,,,,ランスノーブル,,牝,6,2,3,28,中山,D,1800,重,3,3,１勝ｸﾗｽ・牝,38.3,先行,11,1,12,中山,D,1800,良,3,2,１勝ｸﾗｽ・牝,38.7,差し,3,12,21,中山,D,1800,重,3,6,１勝ｸﾗｽ,37.1,差し,2,12,7,中山,D,1800,良,4,8,１勝ｸﾗｽ,37.8,差し,10,9,27,中山,D,1800,良,2,3,１勝ｸﾗｽ・牝,36.9,差し,2
3,,5,,,,,ウーバーストロング,,牡,4,3,3,22,中山,D,1800,良,6,15,１勝ｸﾗｽ,39.3,後方,2,3,7,中山,T,1600,稍,15,16,１勝ｸﾗｽ,37.6,中団,15,11,24,東京,T,1600,良,17,15,１勝ｸﾗｽ,36.6,先行,2,11,8,福島,T,1800,良,16,15,１勝ｸﾗｽ・若,38.5,先行,16,7,22,盛岡,T,1700,良,1,1,オニキ,----,逃げ,4
3,,6,,,,,ユーウェイン,,セ,4,29,9,23,金沢,D,1500,良,1,1,サラ系,----,先行,2,9,8,金沢,D,1400,不,1,3,サラ系,----,逃げ,6,7,29,金沢,D,1400,良,2,1,サラ系,----,先行,4,6,29,福島,D,1700,良,9,12,未勝利,39.0,中団,13,3,30,中山,D,1800,稍,7,14,未勝利,39.3,中団,4
4,,7,,,,,マリンバンカー,,牡,5,2,3,29,中山,D,1800,稍,3,1,１勝ｸﾗｽ,39.5,先行,4,2,28,中山,D,1800,重,2,2,１勝ｸﾗｽ,39.3,先行,連,2,21,東京,D,1600,良,3,10,１勝ｸﾗｽ,35.9,差し,4,1,25,中山,D,1800,良,3,4,１勝ｸﾗｽ,39.7,先行,2,1,10,中山,D,1800,良,4,4,１勝ｸﾗｽ,38.6,差し,3
4,,8,,,,,タケルゴールド,,牡,5,8,2,14,東京,D,2100,良,8,5,１勝ｸﾗｽ,37.2,後方,12,11,23,東京,D,2100,良,4,3,１勝ｸﾗｽ,37.4,先行,6,10,13,東京,D,2100,良,9,6,１勝ｸﾗｽ,38.8,後方,17,6,15,東京,D,2100,重,5,10,１勝ｸﾗｽ,37.1,先行,4,5,18,新潟,D,1800,良,4,8,１勝ｸﾗｽ,39.0,差し,9
5,B,9,,,,,カフェロワドール,,牡,4,6,2,28,中山,D,1800,重,15,3,１勝ｸﾗｽ,42.1,後方,20,10,12,東京,D,1600,良,11,2,１勝ｸﾗｽ,36.6,後方,5,9,6,札幌,T,1500,良,9,5,１勝ｸﾗｽ,35.4,後方,11,6,21,東京,D,1600,良,1,1,未勝利,36.6,先行,7,5,3,東京,D,1600,不,2,5,未勝利,36.7,先行,10
5,,10,,,,,ショウナンタハティ,,牡,4,8,2,15,小倉,D,1700,稍,2,3,１勝ｸﾗｽ,38.6,ﾏｸﾘ,2,1,31,小倉,D,1700,良,4,11,１勝ｸﾗｽ,37.5,追込,3,1,11,中山,D,1800,良,9,5,１勝ｸﾗｽ,40.4,先行,5,12,5,大井,D,1600,良,1,1,子ども,----,逃げ,3,11,13,大井,D,1600,稍,2,1,イエロ,----,先行,4
6,,11,,,,,ブリスフル,,牡,5,5,3,7,中山,D,1800,重,8,14,１勝ｸﾗｽ,39.8,中団,連,2,28,中山,D,1800,重,13,14,１勝ｸﾗｽ,41.3,後方,10,12,20,中京,D,1800,稍,8,16,１勝ｸﾗｽ,38.1,中団,2,12,7,中山,D,1800,良,10,16,１勝ｸﾗｽ,37.9,後方,6,10,26,新潟,D,1800,稍,12,8,１勝ｸﾗｽ,40.5,逃げ,連
6,,12,,,,,ウインイメル,,牡,5,3,3,22,中山,D,1800,良,5,10,１勝ｸﾗｽ,39.3,後方,3,2,28,中山,D,1800,重,8,10,１勝ｸﾗｽ,40.3,中団,8,1,5,中山,D,2400,稍,12,7,１勝ｸﾗｽ,43.2,後方,4,12,6,中京,D,1900,良,11,8,１勝ｸﾗｽ,39.5,後方,3,11,16,福島,D,1700,良,11,6,１勝ｸﾗｽ,39.0,中団,25
7,B,13,,,,,サンダーユニバンス,,牡,5,7,2,21,阪神,D,1400,良,15,14,１勝ｸﾗｽ,38.4,後方,9,12,20,中京,D,1900,稍,16,12,１勝ｸﾗｽ,40.6,後方,8,10,25,京都,D,1800,良,11,11,１勝ｸﾗｽ,41.3,逃げ,2,10,11,京都,D,1800,良,5,10,１勝ｸﾗｽ,38.3,逃げ,2,9,28,阪神,D,1400,良,13,15,１勝ｸﾗｽ,38.2,後方,12
7,,14,,,,,ルシャルムール,,セ,4,20,11,22,福島,D,1700,良,3,2,１勝ｸﾗｽ,39.2,先行,10,9,14,中山,D,1800,稍,2,4,１勝ｸﾗｽ,36.6,先行,10,7,6,福島,D,1700,良,1,3,未勝利,37.1,差し,4,6,7,東京,D,1600,良,4,3,未勝利,37.7,差し,10,3,29,中山,D,1800,稍,6,8,未勝利,40.4,先行,初
8,B,15,,,,,ムーランブルー,,牝,6,13,1,12,中山,D,1800,良,7,6,１勝ｸﾗｽ・牝,38.7,中団,4,12,14,中山,D,2500,稍,8,7,１勝ｸﾗｽ,40.6,後方,3,11,23,東京,D,2100,良,5,1,１勝ｸﾗｽ,36.8,後方,3,11,1,東京,D,2100,重,4,13,１勝ｸﾗｽ,36.5,追込,23,5,24,京都,D,1800,稍,3,5,１勝ｸﾗｽ,37.7,差し,3
8,B,16,,,,,ディースプレマシー,,牡,4,2,3,29,中山,D,1800,稍,7,5,１勝ｸﾗｽ,39.5,中団,3,3,7,中山,D,1800,重,2,10,１勝ｸﾗｽ,38.8,先行,3,2,14,東京,D,2100,良,10,10,１勝ｸﾗｽ,37.6,中団,4,1,18,中山,D,1800,良,5,5,１勝ｸﾗｽ,38.9,中団,2,1,4,中山,D,1800,稍,3,11,１勝ｸﾗｽ,39.4,追込,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030509,2026.4.11,土,中山,3中5,9,山藤賞,1勝,芝,2000,B,4,良(暫定),雨(暫定),18,14:25,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ワッフル,,牝,3,2,3,28,中山,T,1600,稍,6,14,未勝利,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,キタノファーンヒル,,牝,3,2,3,28,阪神,T,1800,良,7,6,君子蘭賞･1勝,35.9,先行,3,3,8,阪神,D,1800,良,14,13,１勝ｸﾗｽ・牝*,39.8,後方,8,1,14,園田,D,1870,良,1,3,多紀連,----,逃げ,8,11,15,福島,D,1700,良,9,12,未勝利*,38.4,中団,8,9,20,阪神,D,1200,良,6,10,新馬,37.3,後方,初
3,,3,,,,,ソングオブザバード,,牝,3,7,2,22,小倉,T,1800,良,1,2,未勝利・牝,35.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,,,,,グランアルト,,牡,3,3,3,22,中山,T,2000,良,4,4,１勝ｸﾗｽ*,35.3,先行,3,2,28,中山,T,2200,良,7,5,水仙賞･1勝*,37.8,中団,7,1,11,中山,T,2200,良,1,3,未勝利,36.1,逃げ,7,11,24,東京,T,2000,良,9,6,未勝利*,34.6,後方,2,11,8,東京,T,2000,良,4,5,未勝利*,33.8,先行,2
5,,5,,,,,コッツォリーノ,,牡,3,2,3,28,中山,T,1800,稍,2,1,１勝ｸﾗｽ*,34.4,先行,18,11,24,東京,T,1800,良,10,8,東京スポG2,33.0,後方,8,9,28,中山,T,2000,良,1,1,未勝利*,33.9,逃げ,3,9,7,中山,T,1800,良,3,6,新馬,33.7,差し,初,,,,,,,,,,,,
6,,6,,,,,チャリングクロス,,牡,3,7,2,21,東京,T,2000,良,5,1,フリージ･1勝,34.0,後方,7,1,5,中山,T,2000,良,3,3,１勝ｸﾗｽ*,35.8,差し,12,10,12,東京,T,2000,良,1,4,未勝利*,34.2,先行,16,6,21,東京,T,1800,良,9,2,新馬,34.8,後方,初,,,,,,,,,,,,
7,,7,,,,,グランセレスト,,牡,3,14,1,4,中山,T,1600,良,4,6,ジュニア(L),35.2,逃げ,5,11,30,東京,T,1600,良,7,4,ベゴニア･1勝,35.8,逃げ,4,11,2,東京,T,1600,良,1,1,未勝利*,34.6,逃げ,9,8,30,新潟,T,1800,良,4,2,未勝利*,35.4,先行,2,8,16,新潟,T,1800,良,4,3,未勝利*,34.3,差し,8
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030510,2026.4.11,土,中山,3中5,10,卯月Ｓ,3勝,ダート,1200,,2,稍(暫定),雨(暫定),16,15:00,,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,スプランドゥール,,牡,5,6,2,28,中山,D,1200,稍,9,5,春風ＳＨ･3勝,36.2,後方,7,1,11,中山,D,1200,良,1,8,２勝ｸﾗｽ,36.0,追込,3,12,21,中京,D,1200,稍,1,1,１勝ｸﾗｽ,36.3,差し,2,12,6,中京,D,1200,良,2,1,１勝ｸﾗｽ,35.7,追込,3,11,15,東京,D,1400,良,6,6,１勝ｸﾗｽ,36.2,中団,3
2,,2,,,,,ワンダラー,,牡,4,6,2,28,中山,D,1200,稍,7,1,春風ＳＨ･3勝,36.4,後方,5,1,25,中山,D,1200,良,2,3,江戸川Ｓ･3勝,37.4,先行,6,12,13,中山,D,1200,良,8,1,アクアＨ･3勝,36.8,中団,11,9,27,中山,D,1200,良,1,2,２勝ｸﾗｽ,36.2,差し,2,9,15,中山,D,1200,良,1,1,１勝ｸﾗｽ,36.6,先行,18
3,,3,,,,,ジャーヴィス,,牡,6,7,2,21,阪神,D,1400,良,14,12,鳴門Ｓ･3勝,35.9,後方,5,1,17,京都,D,1400,良,2,14,羅生門Ｓ･3勝,35.6,追込,8,11,23,京都,D,1400,良,13,15,レジェン･3勝,37.0,中団,5,10,19,京都,D,1400,良,12,7,京都競Ｈ･3勝,36.0,後方,4,9,20,阪神,D,1400,良,6,6,大阪スポ･3勝,36.3,中団,7
4,,4,,,,,スタンリーテソーロ,,牡,5,11,1,25,中山,D,1200,良,7,6,江戸川Ｓ･3勝,37.7,中団,8,11,29,東京,D,1400,良,11,5,シャング･3勝,37.2,逃げ,14,8,23,中京,D,1400,良,9,5,伊賀ＳＨ･3勝,37.6,中団,11,6,7,東京,D,1400,良,4,7,麦秋ＳＨ･3勝,35.7,差し,10,3,29,中山,D,1200,稍,4,5,ブラッド･3勝,36.2,差し,6
4,B,5,,,,,スリーピース,,セ,4,5,3,7,阪神,D,1200,稍,9,9,なにわＳ･3勝,36.3,中団,3,2,14,東京,D,1400,良,12,10,銀蹄Ｓ･3勝,36.6,後方,6,1,4,中山,D,1200,稍,1,6,２勝ｸﾗｽ,36.2,先行,3,12,14,阪神,D,1200,良,6,3,２勝ｸﾗｽ,36.1,後方,3,11,24,東京,D,1400,良,1,4,１勝ｸﾗｽ,36.3,逃げ,6
5,,6,,,,,キタノソワレ,,牝,5,5,3,7,阪神,D,1200,稍,6,10,なにわＳ･3勝,35.4,後方,4,2,7,京都,D,1200,良,3,11,橿原ＳＨ･3勝,35.0,追込,4,1,12,中山,D,1200,良,7,9,初春ＳＨ･3勝,36.5,中団,5,12,6,阪神,D,1200,良,10,10,妙見山Ｓ･3勝,35.8,後方,4,11,9,京都,D,1200,不,8,10,貴船Ｓ･3勝,35.0,後方,6
5,B,7,,,,,ショウナンハクウン,,牡,6,2,3,28,中山,D,1200,重,5,3,ブラッド･3勝,36.5,中団,2,3,14,中山,D,1200,良,1,3,２勝ｸﾗｽ,36.9,逃げ,7,1,25,中山,D,1200,良,7,4,２勝ｸﾗｽ,38.0,中団,3,1,4,中山,D,1200,稍,3,1,２勝ｸﾗｽ,36.4,先行,2,12,20,中山,D,1200,良,3,4,２勝ｸﾗｽ,36.3,先行,2
6,B,8,,,,,ナスノカンゲツ,,牡,6,5,3,7,阪神,D,1200,稍,5,15,なにわＳ･3勝,36.5,中団,4,2,7,京都,D,1200,良,9,16,橿原ＳＨ･3勝,36.3,中団,5,1,5,京都,D,1200,良,13,15,門松Ｓ･3勝,36.9,後方,4,12,6,阪神,D,1200,良,12,13,妙見山Ｓ･3勝,36.4,後方,4,11,9,京都,D,1200,不,12,11,貴船Ｓ･3勝,36.2,中団,17
6,,9,,,,,アイアムユウシュン,,牡,5,5,3,7,阪神,D,1200,稍,13,6,なにわＳ･3勝,37.2,中団,4,2,7,京都,D,1200,良,6,9,橿原ＳＨ･3勝,36.2,中団,6,12,28,中山,D,1200,良,12,4,フェアウ･3勝,38.6,中団,25,7,5,福島,D,1150,良,5,5,ＴＵＦ杯･3勝,35.7,中団,23,1,26,中山,D,1200,良,10,1,江戸川Ｓ･3勝,38.0,先行,4
7,,10,,,,,ノットファウンド,,牝,6,20,11,23,京都,D,1400,良,12,1,レジェン･3勝,36.8,後方,6,10,12,東京,D,1400,良,止,3,テレビ静･3勝,----,,11,7,27,新潟,D,1200,良,1,1,出雲崎特･2勝,36.6,追込,21,3,2,中山,D,1200,良,2,1,２勝ｸﾗｽ,36.4,差し,3,2,9,東京,D,1300,良,2,1,２勝ｸﾗｽ,35.6,差し,9
7,,11,,,,,エンヤラヴフェイス,,牡,5,9,2,7,京都,D,1200,良,5,3,橿原ＳＨ･3勝,35.3,後方,5,1,5,京都,D,1200,良,4,8,門松Ｓ･3勝,35.2,追込,3,12,13,中山,D,1200,良,6,3,アクアＨ･3勝,35.5,後方,5,11,9,京都,D,1200,不,6,4,貴船Ｓ･3勝,35.6,中団,6,9,28,中山,D,1200,良,3,10,外房ＳＨ･3勝,35.5,追込,15
8,,12,,,,,コパノハンプトン,,牡,6,9,2,7,京都,D,1200,良,14,14,橿原ＳＨ･3勝,36.1,後方,44,4,6,阪神,D,1200,良,4,6,陽春Ｓ･3勝,36.2,差し,10,1,26,中山,D,1200,良,11,7,江戸川Ｓ･3勝,37.7,中団,8,11,30,京都,D,1200,稍,8,11,姫路Ｓ･3勝,36.1,後方,8,10,5,京都,D,1200,稍,8,11,大山崎Ｓ･3勝,37.1,中団,17
8,B,13,,,,,ロサンゼルス,,牡,5,3,3,21,中京,D,1400,良,16,11,豊明ＳＨ･3勝,39.2,逃げ,10,1,12,中山,D,1200,良,14,4,初春ＳＨ･3勝,37.6,後方,3,12,20,中山,D,1200,良,1,5,２勝ｸﾗｽ,36.2,逃げ,2,12,7,中山,D,1200,良,4,4,２勝ｸﾗｽ,37.2,先行,7,10,18,東京,D,1400,良,10,6,２勝ｸﾗｽ,38.5,先行,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030511,2026.4.11,土,中山,3中5,11,ニュージーランドＴ,Ｇ２,芝,1600,B,3,良(暫定),雨(暫定),16,15:45,牡牝,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハノハノ,,牝,3,8,2,15,京都,D,1200,良,1,1,新馬,37.8,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,,,,,マダックス,,牡,3,3,3,22,中山,D,1200,良,1,4,未勝利,37.7,先行,3,2,28,中山,D,1200,重,4,7,未勝利,36.9,差し,19,10,18,東京,T,1600,良,15,11,新馬,34.4,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,レザベーション,,牡,3,5,3,7,阪神,T,1600,良,1,1,未勝利,34.2,先行,3,2,15,京都,T,1600,良,2,4,未勝利,34.5,先行,12,11,22,京都,T,1800,良,6,3,未勝利*,34.9,先行,2,11,8,京都,T,1800,良,4,7,未勝利*,33.8,追込,4,10,13,京都,T,1800,良,止,10,新馬,----,,初
3,,4,,,,,ヒズマスターピース,,牝,3,8,2,14,東京,T,1600,良,3,7,クイーンG3,34.5,逃げ,9,12,14,阪神,T,1600,良,15,7,阪神ジュG1,36.9,逃げ,3,11,23,東京,T,1600,良,1,5,赤松賞･1勝*,33.8,逃げ,4,10,25,東京,T,1600,良,1,2,未勝利・牝*,35.2,逃げ,4,9,28,中山,T,2000,良,6,2,新馬,35.8,逃げ,初
3,,5,,,,,ジーネキング,,牡,3,4,3,15,中山,T,1800,良,12,12,スプリンG2,35.9,先行,8,1,18,中山,T,2000,良,10,7,京成杯G3,35.3,逃げ,3,12,27,中山,T,2000,良,12,11,ホープフG1,36.1,先行,16,9,6,札幌,T,1800,良,2,10,札幌２歳G3,36.1,逃げ,3,8,16,新潟,T,1800,良,1,1,未勝利*,34.4,逃げ,3
4,,6,,,,,シュペルリング,,牡,3,8,2,14,東京,T,1400,良,4,6,１勝ｸﾗｽ*,33.0,追込,14,11,8,東京,T,1400,良,10,2,京王杯２G2,34.3,中団,4,10,11,東京,T,1600,良,1,3,新馬,33.7,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,ロデオドライブ,,牡,3,6,3,1,中山,T,1600,良,1,2,１勝ｸﾗｽ*,33.5,先行,10,12,21,中山,T,1600,重,1,5,新馬,35.4,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,,,,,スマイルカーブ,,牝,3,4,3,14,中山,T,1600,良,5,16,アネモネ(L),34.4,後方,8,1,21,笠松,D,1400,良,1,5,中津川,----,先行,4,12,21,中山,T,1800,重,10,11,未勝利・牝*,35.6,後方,8,10,26,新潟,T,1400,良,8,10,未勝利*,36.0,後方,9,8,24,新潟,T,1600,良,10,10,新馬・牝,34.5,中団,初
5,,9,,,,,ブルズアイプリンス,,牡,3,5,3,11,高知,D,1400,稍,1,4,竜王盃,----,差し,6,1,25,小倉,T,1200,良,6,11,新馬,33.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ジーティーシンドウ,,牡,3,3,3,21,中山,T,1600,良,4,2,１勝ｸﾗｽ*,34.8,先行,11,1,4,中山,T,1600,良,3,3,ジュニア(L),35.1,先行,3,12,14,中山,T,1600,稍,1,1,新馬,35.6,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ゴーラッキー,,牡,3,7,2,22,東京,T,1600,良,1,1,１勝ｸﾗｽ*,34.3,差し,12,11,30,東京,T,1800,良,1,2,新馬,33.6,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,アルデトップガン,,牡,3,4,3,15,中京,D,1400,良,4,9,昇竜Ｓ,36.1,差し,11,12,28,中山,D,1200,良,1,6,１勝ｸﾗｽ*,36.9,追込,7,11,9,東京,D,1400,稍,9,7,オキザリ･1勝,38.0,中団,4,10,13,東京,D,1600,良,4,3,プラタナ･1勝,37.1,先行,5,9,6,中山,D,1200,稍,1,1,新馬,36.6,差し,初
7,,13,,,,,ガリレア,,牡,3,4,3,15,中山,T,1800,良,10,10,スプリンG2,35.2,中団,4,2,15,東京,T,1800,良,7,8,共同通信G3,35.3,逃げ,13,11,15,京都,T,1600,良,7,5,デイリーG2,36.1,先行,5,10,11,東京,T,1600,良,2,7,サウジアG3,34.0,先行,7,8,24,新潟,T,1600,良,1,3,未勝利*,33.3,逃げ,4
8,,14,,,,,ディールメーカー,,牡,3,5,3,8,中山,T,1600,良,1,1,１勝ｸﾗｽ*,34.8,逃げ,8,1,10,中山,T,1600,良,1,2,未勝利,34.6,先行,24,7,27,新潟,T,1600,良,2,5,新馬,32.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,ミリオンクラウン,,牡,3,3,3,21,阪神,T,2000,良,11,11,若葉Ｓ(L),36.5,先行,20,11,5,船橋,D,1600,良,7,1,平和賞,----,先行,8,9,6,札幌,T,1800,良,8,11,札幌２歳G3,36.6,先行,3,8,16,札幌,T,1800,良,2,3,コスモス,35.6,先行,5,7,16,門別,D,1600,稍,1,1,アタッ,----,先行,連
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041106030512,2026.4.11,土,中山,3中5,12,,2勝,ダート,1200,,2,稍(暫定),雨(暫定),16,16:30,牝,定量,４上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
