日付,馬名,スコア,レースID
2026.5.9,アンヘリータス,2.6,2026050905020510
2026.1.2,アンミックス,18.7,2026012506010904
2026.3.1,アンミックス,47.2,2026031409010701
2026.4.1,アンミックス,42.4,2026041203010201
2026.1.1,アンリミテッド,47.2,2026011808010702
2026.2.1,アンリミテッド,27.3,2026021008020402
2026.2.2,アンリミテッド,19.1,2026022809010304
2026.6.7,アンリミテッド,31.0,2026060709030204
2026.2.1,アンリーベイビー,13.8,2026020110010407
2026.2.1,アンリーベイビー,38.2,2026021410010707
2026.3.1,アンリーベイビー,44.6,2026030110011208
2026.4.2,アンリーベイビー,10.7,2026042603010607
2026.1.2,アンリーロード,1.0,2026012410010111
2026.3.7,アンリーロード,3.1,2026030706020311
2026.4.1,アンリーロード,9.7,2026041903010411
2026.5.2,アンリーロード,16.8,2026052408031011
2026.1.1,アンヴデット,7.8,2026011206010506
2026.4.1,アンヴデット,37.1,2026041106030506
2026.2.7,アヴァランチ,13.8,2026020705010302
2026.4.2,アヴァランチ,27.3,2026042605020203
2026.5.1,アヴァランチ,85.7,2026051605020703
2026.1.3,アヴァンフライト,2.8,2026013110010301
2026.4.2,アヴァンフライト,2.1,2026042503010502
2026.1.2,アヴィオン,8.0,2026012508010905
2026.2.1,アヴィオン,44.6,2026021508020606
2026.4.1,アヴィオン,55.0,2026041909020807
2026.2.1,アヴニールドブリエ,7.9,2026021405010509
2026.5.1,アヴニールドブリエ,29.6,2026051704010601
2026.2.1,アーガイルショア,35.3,2026021008020403
2026.2.2,アーガイルショア,42.7,2026022809010301
2026.5.2,アーガイルショア,71.4,2026052404010802
2026.5.9,アーガイルショア,65.7,2026050908030501
2026.1.2,アークドール,42.9,2026012408010807
2026.1.5,アークドール,6.8,2026010508010207
2026.2.1,アークドール,30.0,2026021510010808
2026.3.1,アークドール,34.3,2026031507010207
2026.4.2,アークドール,19.3,2026042608030212
2026.4.4,アークドール,50.2,2026040409020307
2026.5.1,アークドール,45.9,2026051604010510
2026.1.2,アークブリッツ,9.8,2026012408010801
2026.2.1,アークブリッツ,24.2,2026021410010701
2026.2.2,アークブリッツ,47.2,2026022810011101
2026.2.1,アーサーズウェイン,7.9,2026020110010408
2026.2.2,アーサーズウェイン,17.4,2026022810011112
2026.4.2,アーサーズウェイン,16.1,2026042503010507
2026.5.1,アーサーズウェイン,42.4,2026051004010412
2026.5.2,アーサーズウェイン,55.0,2026052404010808
2026.1.2,アーサーバローズ,9.8,2026012410010101
2026.1.3,アーサーバローズ,16.1,2026013108020102
2026.3.2,アーサーバローズ,61.7,2026032209011002
2026.3.8,アーサーバローズ,47.0,2026030809010601
2026.4.5,アーサーバローズ,20.0,2026040509020405
2026.6.7,アーサーバローズ,8.3,2026060709030212
2026.2.2,アージェンタイド,4.1,2026022105010703
2026.1.2,アージェント,9.3,2026012506010907
2026.1.1,アージュドール,6.8,2026011808010705
2026.2.1,アージュドール,4.1,2026021008020402
2026.4.1,アージュドール,11.9,2026041806030704
2026.5.1,アージュドール,2.6,2026051008030604
2026.5.1,アージュドール,5.7,2026051608030705
2026.1.1,アースアクシス,47.2,2026011006010304
2026.3.1,アースアクシス,47.2,2026031406020501
2026.5.2,アースアクシス,17.4,2026052404010805
2026.1.2,アースイオス,3.1,2026012510010210
2026.2.2,アースイオス,3.1,2026022806020112
2026.4.1,アースイオス,1.4,2026041206030609
2026.4.2,アースイオス,1.0,2026042505020112
2026.4.4,アースイオス,2.4,2026040406030310
2026.5.1,アースイオス,2.4,2026051705020810
2026.6.7,アースイオス,4.8,2026060705030212
2026.1.2,アースインハマー,13.8,2026012406010806
2026.5.2,アースコーリング,14.5,2026052304010709
2026.1.1,アースジャッジ,1.0,2026011006010307
2026.4.1,アースジャッジ,2.4,2026041203010202
2026.3.2,アースミューズ,11.9,2026032906030208
2026.3.8,アースミューズ,5.6,2026030806020406
2026.4.1,アースミューズ,42.4,2026041906030807
2026.5.9,アースミューズ,42.4,2026050904010307
2026.2.2,アーティキュレート,2.8,2026022806020102
2026.4.2,アーティキュレート,19.3,2026042505020103
2026.3.1,アーティラリー,26.6,2026031506020604
2026.4.1,アーティラリー,42.4,2026041203010201
2026.5.3,アーティラリー,48.5,2026053105021201
2026.1.3,アーディアイリ,44.6,2026013108020101
2026.2.1,アーディアイリ,39.5,2026021508020603
2026.3.1,アーディアイリ,16.1,2026030109010402
2026.1.3,アーデルブリックス,15.0,2026013110010307
2026.4.1,アーデルブリックス,35.7,2026041203010205
2026.1.4,アーデルリーベ,3.1,2026010408010108
2026.4.2,アーデルリーベ,5.3,2026042603010607
2026.4.1,アーデントアイ,48.5,2026041206030603
2026.2.2,アート,4.1,2026022810011106
2026.4.2,アート,5.3,2026042603010605
2026.5.1,アート,54.0,2026051604010505
2026.2.7,アートフォーム,34.3,2026020710010512
2026.4.1,アートフォーム,21.0,2026041103010112
2026.4.1,アーニャワクワク,21.9,2026041103010112
2026.5.1,アーニャワクワク,15.0,2026051008030608
2026.5.2,アーニャワクワク,4.8,2026052408031007
2026.1.2,アーネストアイズ,20.7,2026012408010801
2026.2.2,アーネストアイズ,27.3,2026022209010201
2026.3.8,アーネストアイズ,47.1,2026030809010605
2026.1.1,アーバンエア,3.1,2026011008010307
2026.3.1,アーバンシック,8.0,2026031507010211
2026.3.2,アーブルラーブル,12.1,2026032809020107
2026.2.2,アーマルコライト,5.6,2026022105010710
2026.1.2,アーミル,18.8,2026012508010905
2026.3.2,アーミル,3.1,2026032107010304
2026.2.1,アームアンフルール,17.4,2026021005010405
2026.5.2,アームアンフルール,21.4,2026052405021002
2026.1.2,アームズクイーン,39.5,2026012510010203
2026.3.1,アームズクイーン,4.2,2026031406020508
2026.3.2,アームズレジェンド,8.3,2026032909020206
2026.3.8,アームズレジェンド,12.5,2026030809010602
2026.2.1,アームテイル,3.1,2026020105010210
2026.2.1,アームテイル,1.0,2026021505010609
2026.3.2,アームテイル,4.8,2026032906030210
2026.4.2,アームテイル,2.0,2026042605020209
2026.5.1,アームブランシュ,1.5,2026051008030609
2026.4.1,アーリマックス,17.9,2026041103010102
2026.1.1,アーリーハーベスト,27.3,2026011706010609
2026.3.2,アーリーハーベスト,27.0,2026032106020711
2026.1.1,アールグレイ,18.7,2026011806010712
2026.4.2,アールグレイ,21.0,2026042603010604
2026.5.1,アールグレイ,11.8,2026051605020704
2026.6.6,アールグレイ,42.4,2026060605030107
2026.2.2,アールプロスト,3.1,2026022806020112
2026.3.2,アールプロスト,6.6,2026032806030108
2026.1.3,アールヴィヴァン,25.6,2026013105010112
2026.3.2,アールヴィヴァン,17.4,2026032806030108
2026.5.2,アールヴィヴァン,40.2,2026052405021009
2026.2.2,アーレムアレス,33.3,2026022109010108
2026.4.4,アーレムアレス,47.8,2026040409020309
2026.5.9,アーレムアレス,48.5,2026050908030511
2026.1.1,アーロッタレット,17.4,2026011008010307
2026.3.7,アーロッタレット,3.1,2026030709010512
2026.1.3,イアソンテソーロ,17.4,2026013105010104
2026.2.2,イアソンテソーロ,10.7,2026022105010703
2026.2.2,イアム,5.6,2026022105010701
2026.1.1,イイクニパッション,35.3,2026011706010601
2026.3.2,イイデカンタロウ,2.5,2026032807010506
2026.4.1,イイデカンタロウ,11.9,2026041803010308
2026.3.8,イェルマーク,5.6,2026030806020406
2026.3.1,イエッサー,5.2,2026031407010103
2026.1.2,イエローブリック,33.7,2026012410010108
2026.2.1,イエローブリック,18.7,2026021510010808
2026.5.2,イエローブリック,11.7,2026052404010812
2026.1.1,イエローマジック,12.6,2026011706010603
2026.1.2,イガッチ,35.3,2026012510010211
2026.4.2,イガッチ,23.6,2026042608030210
2026.4.4,イクオクコウネン,8.3,2026040409020305
2026.5.3,イクオクコウネン,56.3,2026053008031105
2026.3.2,イクシード,8.5,2026032106020711
2026.5.2,イクシード,45.9,2026052305020909
2026.3.1,イクヒロ,5.6,2026030110011205
2026.3.1,イクヒロ,1.0,2026031509010806
2026.6.7,イクヒロ,4.8,2026060709030204
2026.2.1,イクリール,19.1,2026021405010509
2026.4.5,イクリール,74.0,2026040506030409
2026.2.1,イグニション,3.1,2026021510010810
2026.3.1,イグニション,13.8,2026030110011210
2026.5.2,イグニション,21.0,2026052304010711
2026.1.1,イケイケドンドン,9.1,2026011006010311
2026.2.1,イケイケドンドン,1.0,2026021408020510
2026.4.1,イケイケドンドン,4.8,2026041209020610
2026.6.6,イケイケドンドン,8.7,2026060609030111
2026.1.3,イゲマジャ,12.4,2026013105010104
2026.3.1,イゲマジャ,8.5,2026031406020503
2026.5.9,イゲマジャ,1.5,2026050905020503
2026.2.1,イコサン,24.2,2026020108020211
2026.2.7,イコノスタシス,13.8,2026020710010512
2026.3.2,イコミキマル,8.3,2026032809020105
2026.5.1,イコミキマル,4.8,2026051708030802
2026.5.3,イコミキマル,1.4,2026053008031105
2026.2.8,イサギ,12.4,2026020810010601
2026.3.1,イサギ,39.5,2026031407010106
2026.1.1,イサチルクイーン,47.2,2026011806010702
2026.1.5,イサチルクイーン,47.2,2026010506010202
2026.3.2,イサチルシーキング,11.8,2026032206020802
2026.4.1,イサチルシーキング,26.8,2026041203010203
2026.1.5,イサチルシーサイド,9.9,2026010506010211
2026.3.1,イサチルシーサイド,34.2,2026030106020210
2026.4.1,イサチルニャーニャ,15.0,2026041803010301
2026.4.2,イサチルニャーニャ,1.0,2026042505020101
2026.1.2,イザショウブ,2.1,2026012508010904
2026.4.2,イザショウブ,6.1,2026042503010505
2026.2.7,イザベラサンライズ,34.2,2026020710010501
2026.6.7,イザベル,21.0,2026060709030205
2026.3.1,イスタンテ,1.0,2026031506020606
2026.2.1,イスラアネーロ,5.2,2026021008020410
2026.4.1,イスラアネーロ,9.3,2026041103010111
2026.2.2,イスラコラソン,4.2,2026022809010312
2026.3.8,イズジョーアザヤカ,9.3,2026030809010602
2026.5.3,イズルード,8.3,2026053105021207
2026.1.1,イズントイット,12.4,2026011108010403
2026.3.1,イズントイット,6.8,2026031409010704
2026.4.1,イズントイット,7.9,2026041109020504
2026.1.2,イセッセイ,5.6,2026012506010901
2026.1.4,イセッセイ,17.4,2026010406010103
2026.3.7,イセッセイ,1.9,2026030706020303
2026.5.1,イセッセイ,33.7,2026051005020601
2026.1.2,イソダ,6.8,2026012510010202
2026.2.7,イソダ,5.2,2026020710010502
2026.5.1,イソダ,28.9,2026051004010406
2026.1.1,イゾラフェリーチェ,25.6,2026011806010708
2026.3.7,イゾラフェリーチェ,5.6,2026030709010508
2026.4.1,イゾラフェリーチェ,11.9,2026041209020607
2026.6.6,イゾラフェリーチェ,33.7,2026060605030110
2026.1.2,イゾレエオリア,9.9,2026012510010212
2026.2.7,イゾレエオリア,5.6,2026020710010509
2026.3.7,イダテンシャチョウ,9.9,2026030709010506
2026.4.2,イダテンシャチョウ,7.9,2026042608030206
2026.1.3,イチザペガサス,4.2,2026013108020103
2026.2.2,イチザペガサス,18.7,2026022209010202
2026.3.2,イチザペガサス,9.9,2026032106020703
2026.2.2,イチトゼロノアイダ,39.5,2026022210011003
2026.2.8,イチトゼロノアイダ,6.8,2026020810010603
2026.4.1,イチトゼロノアイダ,65.7,2026041903010412
2026.5.1,イチトゼロノアイダ,21.0,2026051008030608
2026.2.1,イッタレイッタレ,21.6,2026021408020502
2026.1.3,イッツオンリーラブ,12.4,2026013105010104
2026.4.1,イッツオンリーラブ,5.7,2026041903010405
2026.1.1,イッツソーブライト,2.8,2026011806010701
2026.2.1,イッツソーブライト,3.1,2026021410010703
2026.2.2,イッテラッシャイ,30.8,2026022205010809
2026.3.2,イッテラッシャイ,62.3,2026032806030110
2026.4.1,イッテラッシャイ,100.0,2026041906030806
2026.5.3,イッテラッシャイ,65.7,2026053008031109
2026.4.2,イツモニコニコ,27.3,2026042603010611
2026.5.1,イツモニコニコ,15.0,2026051608030711
2026.1.3,イデアイゴッソウ,5.6,2026013105010109
2026.1.1,イデアクリスタル,47.1,2026011106010402
2026.2.1,イデアクリスタル,9.9,2026020105010203
2026.3.1,イデアクリスタル,34.3,2026030106020201
2026.5.1,イデアクリスタル,21.9,2026051705020801
2026.3.1,イデアジュアンイハ,8.0,2026031507010201
2026.3.2,イデアジュアンイハ,5.7,2026032907010601
2026.5.1,イデアジュアンイハ,8.3,2026051705020802
2026.5.3,イデアジュアンイハ,29.6,2026053005021101
2026.1.1,イデアユウシン,3.1,2026011206010509
2026.2.1,イデアユウシン,5.6,2026020105010208
2026.3.1,イデアユウシン,5.6,2026031506020609
2026.2.1,イトカワサクラ,34.2,2026021005010407
2026.4.1,イトカワサクラ,42.4,2026041906030809
2026.1.1,イトシサ,40.0,2026011206010501
2026.2.7,イトシサ,47.2,2026020710010502
2026.5.9,イトシサ,42.4,2026050905020505
2026.1.2,イトハマー,3.5,2026012506010903
2026.2.1,イナズマダイモン,47.0,2026021405010503
2026.3.1,イナズマダイモン,51.2,2026031406020504
2026.4.1,イナズマダイモン,65.7,2026041906030806
2026.1.2,イニシオ,4.2,2026012408010805
2026.5.2,イニシオ,2.4,2026052405021002
2026.6.6,イニシオ,2.4,2026060609030106
2026.2.2,イニスフェイル,2.2,2026022806020105
2026.5.1,イニスフェイル,9.7,2026051705020804
2026.6.6,イニスフェイル,50.7,2026060605030107
2026.3.7,イヌボウノウタゴエ,1.0,2026030709010511
2026.5.3,イヌボウノウタゴエ,54.0,2026053005021107
2026.1.2,イヌボウノキラメキ,15.0,2026012406010801
2026.2.2,イヌボウノキラメキ,17.4,2026022105010701
2026.3.1,イヌボウノキラメキ,4.2,2026031406020501
2026.1.5,イヌボウノサザナミ,8.0,2026010506010205
2026.2.1,イヌボウノサザナミ,3.1,2026021408020506
2026.3.1,イヌボウノサザナミ,3.1,2026030106020201
2026.2.2,イヌボウノシオカゼ,9.1,2026022205010803
2026.5.1,イヌボウノシオカゼ,2.2,2026051604010506
2026.2.7,イヌボウノヒカリ,6.8,2026020705010301
2026.3.1,イヌボウノヒカリ,3.1,2026030106020202
2026.1.5,イノキ,13.8,2026010506010212
2026.4.1,イノキ,21.9,2026041203010210
2026.4.5,イノキ,23.3,2026040506030408
2026.4.2,イノセントキャット,7.9,2026042505020110
2026.2.2,イノセントホープ,5.6,2026022806020105
2026.4.2,イノセントホープ,10.4,2026042503010505
2026.3.1,イノリ,4.2,2026031409010705
2026.4.1,イノリ,4.8,2026041206030605
2026.3.7,イバラヒメ,8.5,2026030706020306
2026.4.2,イバラヒメ,5.7,2026042503010503
2026.1.1,イフェイオン,2.2,2026011108010411
2026.3.1,イフェイオン,17.4,2026031509010811
2026.5.1,イフェイオン,11.8,2026051608030711
2026.1.1,イフリーティア,30.8,2026011208010506
2026.5.2,イフリーティア,1.4,2026052308030908
2026.5.9,イフリーティア,9.7,2026050908030508
2026.4.1,イフルジャンス,40.2,2026041203010209
2026.1.5,イブキ,18.7,2026010506010206
2026.2.1,イブキ,12.5,2026021005010406
2026.4.2,イブキ,64.4,2026042605020204
2026.5.1,イブキ,61.7,2026051605020706
2026.6.6,イブキ,62.3,2026060605030109
2026.2.2,イブニングタイド,9.9,2026022205010812
2026.4.2,イブニングタイド,4.1,2026042603010610
2026.2.1,イプシロンナンバー,5.6,2026021510010808
2026.3.2,イプシロンナンバー,11.7,2026032207010410
2026.4.1,イプシロンナンバー,47.8,2026041206030609
2026.1.2,イベリスアマラ,3.5,2026012406010804
2026.3.2,イベリスアマラ,1.0,2026032206020806
2026.1.2,イベントホライゾン,9.1,2026012408010809
2026.2.2,イベントホライゾン,36.0,2026022806020109
2026.4.1,イベントホライゾン,90.0,2026041809020705
2026.1.2,イマージョン,20.1,2026012408010808
2026.1.4,イマージョン,47.2,2026010408010108
2026.3.2,イマージョン,27.0,2026032206020809
2026.4.1,イマージョン,33.7,2026041203010210
2026.4.2,イマージョン,19.3,2026042503010511
2026.4.4,イミグラントソング,7.9,2026040406030311
2026.1.5,イミュータブル,4.2,2026010508010210
2026.3.2,イミュータブル,3.8,2026032806030109
2026.5.2,イミュータブル,8.3,2026052408031010
2026.3.8,イムホテプ,34.2,2026030806020410
2026.1.5,イモータリス,30.0,2026010506010206
2026.4.4,イモータリス,15.0,2026040406030309
2026.4.1,イモータルバード,11.9,2026041806030712
2026.5.1,イモータルバード,4.8,2026051704010601
2026.3.1,イラーナ,10.4,2026031506020612
2026.5.3,イラーナ,2.4,2026053105021207
2026.2.2,イリスアスール,16.9,2026022210011012
2026.4.2,イリスアスール,6.1,2026042508030109
2026.1.2,イリスレーン,8.4,2026012510010208
2026.1.3,イリスレーン,3.1,2026013110010312
2026.3.2,イリスレーン,10.4,2026032207010406
2026.3.8,イリスレーン,1.6,2026030809010607
2026.1.5,イリフィ,30.0,2026010508010208
2026.2.7,イリフィ,17.4,2026020708020309
2026.4.5,イリフィ,33.7,2026040509020412
2026.4.1,イリュストル,42.4,2026041806030707
2026.5.1,イリュストル,6.6,2026051004010409
2026.5.2,イリュストル,5.7,2026052405021007
2026.1.2,イルカンダ,27.3,2026012408010801
2026.1.5,イルカンダ,30.6,2026010508010201
2026.4.1,イルカンダ,26.8,2026041109020501
2026.5.1,イルカンダ,4.8,2026051005020605
2026.3.2,イルダメリーノ,17.3,2026032909020206
2026.1.3,イルミナジーティー,34.3,2026013110010302
2026.2.2,イルミナジーティー,34.2,2026022210011005
2026.5.1,イルミナジーティー,61.7,2026051604010503
2026.2.2,イロゴルシ,6.1,2026022109010106
2026.3.8,イロゴルシ,1.0,2026030809010603
2026.1.3,インクレイブル,5.2,2026013108020105
2026.3.2,インクレイブル,2.6,2026032809020105
2026.1.2,イングラム,7.8,2026012508010905
2026.2.1,イングラム,5.7,2026021408020504
2026.4.1,イングラム,5.7,2026041903010401
2026.2.2,インサラータ,8.5,2026022105010704
2026.4.2,インサラータ,2.0,2026042505020104
2026.5.1,インサラータ,1.5,2026051705020803
2026.1.4,インザモーメント,9.8,2026010408010110
2026.3.1,インザライムライト,12.4,2026031507010204
2026.1.1,インシオン,9.9,2026011008010304
2026.1.1,インジケーター,17.4,2026011206010509
2026.3.1,インジケーター,9.9,2026031506020609
2026.4.1,インジケーター,21.0,2026041206030609
2026.5.2,インジケーター,4.8,2026052405021012
2026.1.4,インスウィング,5.3,2026010406010102
2026.3.7,インスウィング,35.3,2026030706020302
2026.5.2,インスウィング,37.1,2026052305020902
2026.1.1,インタノン,20.1,2026011006010305
2026.2.1,インタノン,20.3,2026021005010406
2026.5.3,インタノン,61.7,2026053005021102
2026.2.1,インターアーバン,8.0,2026021510010812
2026.1.1,インターステラ,9.9,2026011108010404
2026.2.2,インターステラ,5.6,2026022110010904
2026.2.1,インターポーザー,25.6,2026020110010412
2026.5.2,インターポーザー,17.3,2026052404010808
2026.1.4,インテルメディオ,5.6,2026010406010107
2026.4.4,インテルメディオ,21.9,2026040406030308
2026.4.1,インテンスゲイズ,8.7,2026041106030506
2026.1.1,インディクイーン,8.4,2026011208010505
2026.3.2,インディクイーン,8.3,2026032809020101
2026.5.1,インディクイーン,11.2,2026051008030602
2026.6.6,インディクイーン,4.8,2026060609030102
2026.1.1,インディゴ,10.7,2026011708010607
2026.3.2,インディゴ,26.6,2026032107010307
2026.5.3,インディゴ,23.3,2026053008031106
2026.1.4,インディゴアスール,13.8,2026010408010108
2026.2.1,インディゴアスール,25.6,2026021408020512
2026.3.2,インディゴアスール,39.5,2026032109010912
2026.3.7,インディゴアスール,38.2,2026030709010512
2026.4.1,インディゴアスール,33.7,2026041809020712
2026.5.1,インディゴアスール,21.0,2026051608030712
2026.1.1,インディゴブラック,23.6,2026011008010308
2026.1.1,インディヴァイン,3.1,2026011706010603
2026.2.2,インディヴァイン,49.5,2026022806020104
2026.5.2,インディヴァイン,10.0,2026052305020906
2026.1.2,イントゥゴールデン,1.6,2026012406010802
2026.4.1,イントゥゴールデン,2.6,2026041106030502
2026.3.1,インドミタビリティ,11.7,2026030109010405
2026.4.1,インドミタビリティ,61.7,2026041906030804
2026.5.2,インドミタビリティ,42.4,2026052305020905
2026.6.7,インナーパッション,23.3,2026060705030202
2026.1.5,インナーヴォイス,27.0,2026010508010205
2026.5.1,インナーヴォイス,40.5,2026051008030604
2026.2.1,インパクトシー,47.0,2026020110010408
2026.2.2,インパクトシー,39.5,2026022210011009
2026.3.1,インパクトシー,42.8,2026031506020608
2026.4.1,インパクトシー,48.5,2026041206030610
2026.2.2,インビンシブルパパ,18.7,2026022806020111
2026.3.2,インビンシブルパパ,5.7,2026032907010611
2026.2.2,インピッシュ,3.1,2026022110010907
2026.3.1,インピッシュ,6.8,2026031407010108
2026.5.2,インピッシュ,15.0,2026052408031012
2026.5.9,インピッシュ,1.5,2026050908030508
2026.1.1,インフィオラータ,34.3,2026011708010605
2026.1.3,インフィオラータ,29.5,2026013110010307
2026.2.2,インフィオラータ,47.2,2026022210011006
2026.2.2,インフィオラータ,27.5,2026022810011101
2026.5.2,インフィオラータ,35.7,2026052308030904
2026.2.1,インフローレ,13.8,2026021008020408
2026.3.2,インフローレ,11.8,2026032807010512
2026.5.1,インフローレ,15.0,2026051708030812
2026.5.3,インフローレ,11.8,2026053008031108
2026.1.1,インブロリオ,39.5,2026011008010310
2026.2.1,インブロリオ,3.1,2026021510010810
2026.4.2,インブロリオ,7.9,2026042503010510
2026.5.1,インブロリオ,21.0,2026051708030812
2026.2.1,インプロバイザー,4.2,2026021008020408
2026.3.1,インプロバイザー,5.6,2026030110011210
2026.2.1,インペリアルライン,13.8,2026020105010208
2026.2.2,インペリアルライン,18.8,2026022205010807
2026.5.1,インペリアルライン,47.8,2026051005020609
2026.5.2,インマイポケット,26.8,2026052305020907
2026.2.1,インユアアイズ,5.6,2026021510010803
2026.2.1,インユアパレス,34.3,2026020105010211
2026.5.1,インユアパレス,42.4,2026051708030811
2026.1.1,インヴァリアンス,5.6,2026011706010604
2026.2.2,インヴァリアンス,5.6,2026022110010904
2026.2.1,インヴェスター,4.2,2026021505010607
2026.4.1,インヴェスター,2.6,2026041203010212
2026.5.3,インヴェスター,1.5,2026053005021108
2026.1.2,インヴォーグ,34.2,2026012410010111
2026.4.1,インヴォーグ,54.0,2026041909020811
2026.5.1,インヴォーグ,48.5,2026051708030810
2026.1.1,イーアンベ,9.1,2026011006010303
2026.3.1,イーガービーバー,9.1,2026031506020602
2026.4.2,イーガービーバー,5.7,2026042605020202
2026.5.2,イーガービーバー,8.3,2026052305020904
2026.1.1,イーグルチョイス,1.9,2026011208010502
2026.4.4,イーグルチョイス,0.5,2026040409020304
2026.2.2,イーグルロック,9.9,2026022105010704
2026.3.2,イーグルロック,25.7,2026032206020802
2026.5.1,イーグルロック,13.3,2026051005020605
2026.1.4,イーサンアイ,6.8,2026010408010109
2026.5.1,イーサンハンター,40.5,2026051604010508
2026.1.1,イーサンバーニング,12.4,2026011108010404
2026.2.2,イーサンバーニング,17.4,2026022110010904
2026.1.1,イーサンミラー,26.6,2026011106010406
2026.3.2,イーサンミラー,11.9,2026032807010503
2026.4.1,イーサンミラー,71.4,2026041803010305
2026.5.1,イーサンミラー,61.7,2026051604010503
2026.1.1,イージーオンミー,18.8,2026011706010610
2026.3.1,イージーオンミー,8.5,2026030109010410
2026.1.2,イージーブリージー,5.6,2026012406010812
2026.4.1,イージーブリージー,26.8,2026041206030607
2026.6.7,イージーブリージー,11.2,2026060705030208
2026.2.1,イージーライダー,20.1,2026021505010611
2026.1.1,イーブンベター,17.4,2026011208010507
2026.1.2,イーブンベター,39.5,2026012408010804
2026.2.2,イーリスアスター,7.8,2026022210011002
2026.5.1,イーリスアスター,2.4,2026051604010503
2026.1.2,ウアーシュプルング,19.1,2026012510010208
2026.2.2,ウアーシュプルング,20.1,2026022205010806
2026.3.2,ウアーシュプルング,13.8,2026032207010406
2026.4.1,ウアーシュプルング,61.7,2026041803010310
2026.3.2,ウィアステーラ,2.4,2026032807010508
2026.1.3,ウィクトルウェルス,19.3,2026013105010111
2026.4.1,ウィクトルウェルス,74.0,2026041109020510
2026.5.3,ウィクトルウェルス,42.4,2026053105021212
2026.1.4,ウィザードオブマリ,2.8,2026010406010101
2026.4.1,ウィザードオブマリ,2.6,2026041806030701
2026.4.4,ウィザードオブマリ,0.5,2026040406030301
2026.5.1,ウィザードオブマリ,6.6,2026051005020602
2026.3.2,ウィシェフ,11.2,2026032209011002
2026.5.2,ウィシェフ,2.6,2026052305020903
2026.1.4,ウィスカーパッド,17.4,2026010408010105
2026.3.1,ウィスカーパッド,27.3,2026030110011202
2026.3.2,ウィスカーパッド,47.2,2026032207010404
2026.6.7,ウィスカーパッド,33.7,2026060709030202
2026.1.4,ウィステリアリヴァ,39.5,2026010406010109
2026.3.7,ウィステリアリヴァ,5.6,2026030706020310
2026.1.2,ウィスピア,9.1,2026012410010106
2026.4.2,ウィスピア,5.3,2026042608030202
2026.5.3,ウィスピア,11.2,2026053108031203
2026.2.1,ウィズアツインクル,8.0,2026021005010405
2026.3.1,ウィズアツインクル,24.2,2026030106020205
2026.4.1,ウィズアツインクル,33.7,2026041106030505
2026.4.2,ウィズアツインクル,51.2,2026042503010502
2026.5.2,ウィズアツインクル,15.0,2026052305020904
2026.1.2,ウィズアバウンス,4.2,2026012506010905
2026.4.1,ウィズアバウンス,23.3,2026041803010305
2026.5.2,ウィズアバウンス,8.3,2026052304010707
2026.1.2,ウィズクィーン,24.8,2026012408010809
2026.1.4,ウィズクィーン,27.3,2026010408010106
2026.4.1,ウィズクィーン,23.3,2026041209020609
2026.1.2,ウィズマスタング,12.5,2026012410010112
2026.2.1,ウィズマスタング,42.7,2026021510010812
2026.3.1,ウィズマスタング,34.3,2026030110011212
2026.4.2,ウィズマスタング,21.0,2026042503010508
2026.5.1,ウィズマスタング,45.9,2026051605020708
2026.2.2,ウィズユアドリーム,10.8,2026022810011105
2026.5.1,ウィズユアドリーム,2.6,2026051008030609
2026.4.1,ウィゾマニア,17.3,2026041103010104
2026.6.7,ウィゾマニア,25.7,2026060705030206
2026.1.1,ウィッキドピケット,9.5,2026011708010606
2026.2.7,ウィッキドピケット,25.6,2026020705010307
2026.5.1,ウィッキドピケット,6.3,2026051605020707
2026.5.9,ウィッシュツリー,15.0,2026050905020508
2026.4.1,ウィッシュリスト,11.2,2026041803010302
2026.5.1,ウィッシュリスト,1.5,2026051005020601
2026.1.1,ウィップスティッチ,4.2,2026011808010709
2026.2.1,ウィップスティッチ,18.8,2026021008020408
2026.2.2,ウィップスティッチ,5.6,2026022809010312
2026.5.2,ウィップスティッチ,4.8,2026052308030912
2026.1.1,ウィテカービート,4.1,2026011708010607
2026.1.3,ウィテカービート,3.1,2026013108020112
2026.2.1,ウィテカービート,13.8,2026021508020608
2026.3.1,ウィテカービート,24.2,2026030109010408
2026.2.2,ウィムーヴ,18.4,2026022109010104
2026.5.1,ウィムーヴ,100.0,2026051708030803
2026.2.2,ウィリーズロック,3.5,2026022105010703
2026.3.1,ウィリーズロック,16.1,2026031406020502
2026.1.2,ウィルサヴァイブ,4.1,2026012508010907
2026.1.5,ウィルサヴァイブ,42.7,2026010508010209
2026.2.1,ウィルサヴァイブ,42.3,2026021510010809
2026.5.1,ウィルサヴァイブ,65.7,2026051605020709
2026.2.2,ウィルソンテソーロ,34.3,2026022205010811
2026.1.2,ウィロークリーク,44.6,2026012406010805
2026.1.5,ウィロークリーク,47.2,2026010506010206
2026.3.7,ウィロークリーク,27.0,2026030706020305
2026.1.1,ウィングコマンダー,1.0,2026011706010607
2026.3.1,ウィングブルー,4.2,2026031407010106
2026.4.1,ウィングブルー,11.2,2026041906030805
2026.5.2,ウィングブルー,40.2,2026052304010709
2026.5.9,ウィングブルー,54.0,2026050904010309
2026.5.2,ウィンスタンリー,15.0,2026052405021007
2026.2.2,ウィンストン,18.7,2026022110010912
2026.4.1,ウィンストン,54.0,2026041803010312
2026.4.2,ウィンストン,21.0,2026042503010510
