日付,馬名,スコア,レースID
2026.1.1,リアルケンチャン,8.5,2026011006010305
2026.2.1,リアルケンチャン,1.0,2026020110010406
2026.1.1,リアルショット,5.6,2026011706010606
2026.3.2,リアルショット,3.1,2026032207010407
2026.3.2,リアルショット,8.3,2026032807010508
2026.1.1,リアルスター,4.2,2026011208010508
2026.1.1,リアルスター,16.1,2026011708010608
2026.1.3,リアルスター,4.1,2026013108020108
2026.5.2,リアルスター,21.9,2026052308030912
2026.5.3,リアルスター,4.8,2026053108031209
2026.2.1,リアルセンター,5.6,2026021510010806
2026.2.2,リアルセンター,3.1,2026022810011108
2026.4.1,リアルセンター,11.9,2026041203010206
2026.4.2,リアルセンター,10.7,2026042503010512
2026.5.1,リアルセンター,6.6,2026051604010509
2026.2.2,リアルナイスガール,3.1,2026022210011006
2026.5.1,リアルパラダイス,15.0,2026051605020703
2026.2.1,リアルファインド,25.6,2026021510010807
2026.4.1,リアルファインド,11.9,2026041903010410
2026.1.5,リアルフォルゴーレ,13.8,2026010508010212
2026.3.2,リアルフォルゴーレ,8.3,2026032909020209
2026.4.1,リアルフォルゴーレ,42.4,2026041803010308
2026.4.2,リアルフォルツァ,1.0,2026042508030101
2026.4.5,リアルフォルツァ,1.5,2026040509020403
2026.2.2,リアレスト,39.5,2026022809010311
2026.2.7,リアレスト,16.9,2026020708020311
2026.2.1,リアンエターナル,7.8,2026020110010412
2026.4.1,リアンエターナル,3.7,2026041103010108
2026.2.1,リアンクトワ,5.2,2026021510010808
2026.5.9,リアンクトワ,5.2,2026050904010308
2026.2.1,リアンドゥクール,9.9,2026021408020505
2026.4.1,リアンドゥクール,20.0,2026041809020706
2026.6.7,リアンドゥクール,25.7,2026060709030207
2026.6.6,リアンマカ,15.0,2026060609030104
2026.1.5,リアンマヒナ,34.2,2026010508010206
2026.5.2,リアンマヒナ,23.3,2026052308030909
2026.1.2,リオクリスハーレー,7.9,2026012506010903
2026.3.2,リオクリスハーレー,11.2,2026032906030202
2026.5.9,リオクリスハーレー,5.7,2026050905020505
2026.1.1,リオハリソンメリー,9.9,2026011006010304
2026.2.2,リオマダムレッド,6.1,2026022809010303
2026.5.2,リオマダムレッド,6.6,2026052308030901
2026.2.1,リオンアンサー,6.8,2026020105010201
2026.3.7,リオンアンサー,1.0,2026030706020303
2026.5.2,リオンアンサー,2.4,2026052304010703
2026.2.1,リオンエトワール,30.6,2026021410010704
2026.3.2,リオンサーガ,9.5,2026032109010903
2026.3.7,リオンサーガ,4.1,2026030709010503
2026.5.2,リオンサーガ,15.0,2026052408031006
2026.3.1,リオンプライム,26.6,2026031509010807
2026.3.2,リオンプライム,15.0,2026032909020207
2026.4.1,リオンプライム,11.9,2026041809020707
2026.1.4,リカンカブール,5.6,2026010406010111
2026.2.2,リカンカブール,10.4,2026022210011011
2026.2.1,リカントロポ,18.8,2026021508020609
2026.3.2,リカントロポ,33.7,2026032209011009
2026.3.7,リカントロポ,27.0,2026030709010508
2026.4.2,リカントロポ,42.8,2026042508030112
2026.5.3,リガーレ,2.4,2026053008031107
2026.4.5,リギーロ,28.9,2026040506030409
2026.1.3,リクエイ,9.9,2026013110010309
2026.4.1,リクエイ,23.3,2026041203010210
2026.1.1,リクスダラー,3.1,2026011106010405
2026.1.1,リケアキャンディ,9.9,2026011108010404
2026.2.2,リケアキャンディ,4.2,2026022210011004
2026.4.1,リケアキャンディ,5.2,2026041203010206
2026.5.1,リケアキャンディ,6.6,2026051705020808
2026.3.2,リケアフェデリーニ,7.9,2026032806030105
2026.2.2,リケアブカティーニ,38.2,2026022205010803
2026.2.2,リケアマカロニ,30.6,2026022806020104
2026.3.2,リケアマカロニ,20.0,2026032906030201
2026.4.2,リケアマカロニ,36.0,2026042505020101
2026.6.6,リケアマカロニ,15.0,2026060605030108
2026.3.2,リコラピッド,9.3,2026032906030204
2026.1.3,リゴドン,20.1,2026013108020105
2026.2.2,リゴドン,16.9,2026022210011005
2026.1.1,リサシテーション,8.5,2026011808010706
2026.3.2,リサシテーション,15.0,2026032807010501
2026.4.1,リサシテーション,11.9,2026041209020605
2026.6.7,リサシテーション,21.4,2026060709030209
2026.5.9,リザレクティア,5.7,2026050908030501
2026.3.8,リザードアイランド,44.6,2026030806020408
2026.4.4,リザードアイランド,23.3,2026040406030310
2026.5.2,リザードアイランド,42.4,2026052405021008
2026.6.7,リジル,33.7,2026060709030211
2026.3.7,リスペクトライト,7.9,2026030706020303
2026.4.2,リスペクトライト,16.1,2026042503010504
2026.2.1,リスレジャンデール,24.8,2026020105010209
2026.4.2,リスレジャンデール,21.0,2026042605020211
2026.3.1,リゼクールグレー,4.1,2026031506020603
2026.4.5,リゼクールグレー,23.3,2026040506030402
2026.3.2,リゼレインボー,2.4,2026032807010506
2026.4.1,リゼレインボー,0.7,2026041903010408
2026.1.4,リゾートアイランド,33.3,2026010406010110
2026.4.4,リゾートアイランド,9.3,2026040409020311
2026.5.1,リゾートアイランド,6.3,2026051005020611
2026.1.1,リゾートライン,27.0,2026011206010505
2026.2.1,リゾートライン,9.9,2026020105010201
2026.2.2,リゾートライン,21.0,2026022806020103
2026.4.1,リゾートライン,17.3,2026041106030507
2026.2.1,リチャードバローズ,9.1,2026020105010210
2026.4.2,リチャードバローズ,4.7,2026042605020209
2026.1.1,リチュアル,5.6,2026011106010410
2026.3.8,リチュアル,24.8,2026030806020410
2026.1.5,リッキースタイル,30.6,2026010506010212
2026.2.1,リッキースタイル,35.3,2026020105010204
2026.2.2,リッキースタイル,30.6,2026022105010707
2026.4.1,リッキースタイル,90.0,2026041906030807
2026.4.5,リッキースタイル,42.4,2026040506030408
2026.5.2,リッキースタイル,65.7,2026052404010807
2026.1.4,リッケンバッカー,9.8,2026010408010110
2026.4.1,リッケンバッカー,8.3,2026041209020610
2026.2.1,リッチハンター,3.1,2026020105010204
2026.3.1,リッチハンター,4.2,2026031407010108
2026.4.1,リッチハンター,11.9,2026041906030807
2026.5.9,リッチハンター,2.6,2026050904010307
2026.6.7,リッチハンター,2.6,2026060705030207
2026.3.1,リッチフィールド,9.1,2026030106020205
2026.1.1,リッチブラック,5.6,2026011708010609
2026.2.7,リッチブラック,7.9,2026020708020308
2026.3.1,リッチブラック,9.8,2026030109010409
2026.4.1,リッチブラック,11.8,2026041109020509
2026.4.2,リッチブラック,10.7,2026042608030209
2026.5.9,リッチブラック,11.8,2026050908030510
2026.1.3,リッチリーエコー,3.1,2026013105010106
2026.1.3,リッツパーティー,13.8,2026013105010105
2026.2.2,リッツパーティー,20.3,2026022105010709
2026.5.9,リッツパーティー,53.4,2026050905020506
2026.5.2,リテラシー,11.8,2026052304010705
2026.1.1,リトゥリア,19.3,2026011008010305
2026.3.2,リトゥリア,17.3,2026032807010502
2026.4.1,リトゥリア,31.0,2026041109020501
2026.5.1,リトセア,47.8,2026051704010603
2026.1.2,リトムテール,7.8,2026012408010804
2026.4.1,リトムテール,15.0,2026041809020712
2026.3.2,リトルエンジェル,2.2,2026032106020706
2026.3.2,リトルエンジェル,11.8,2026032806030106
2026.1.2,リトルコリンズ,9.9,2026012406010803
2026.3.7,リトルコリンズ,7.9,2026030706020303
2026.5.2,リトルコリンズ,0.5,2026052305020904
2026.2.1,リトルジャイアンツ,27.3,2026020105010207
2026.3.1,リトルスカーレット,39.5,2026031407010112
2026.4.1,リトルスカーレット,11.2,2026041103010107
2026.5.3,リトルスカーレット,2.6,2026053008031107
2026.1.2,リドルトリガー,5.6,2026012508010912
2026.2.7,リドルトリガー,5.6,2026020708020312
2026.3.2,リナクィーンアスク,18.7,2026032106020701
2026.6.6,リナクィーンアスク,0.5,2026060605030102
2026.1.1,リナシタ,29.5,2026011806010701
2026.4.1,リナシタ,26.8,2026041203010202
2026.5.1,リナシタ,56.3,2026051004010406
2026.2.2,リネアグローリア,24.2,2026022109010110
2026.4.5,リネアグローリア,8.3,2026040509020412
2026.1.3,リネアベルタ,35.3,2026013110010306
2026.2.2,リネアベルタ,34.2,2026022109010101
2026.4.2,リネアベルタ,20.3,2026042608030203
2026.2.1,リネンタイリン,3.1,2026021405010507
2026.3.2,リネンタイリン,9.9,2026032106020706
2026.6.7,リネンタイリン,23.3,2026060705030208
2026.1.1,リノアラ,1.9,2026011208010506
2026.3.1,リノアラ,9.1,2026031507010206
2026.1.1,リノルアナ,13.8,2026011808010706
2026.4.4,リノルアナ,6.6,2026040409020305
2026.1.3,リバージュエル,5.2,2026013110010306
2026.2.1,リバージュエル,4.2,2026021410010705
2026.4.1,リバージュエル,1.5,2026041806030705
2026.6.6,リバースザトレンド,25.7,2026060605030108
2026.2.2,リバーソニック,5.7,2026022809010304
2026.3.2,リバーソニック,34.3,2026032207010403
2026.6.7,リバーソニック,62.3,2026060709030203
2026.1.1,リバートゥルー,9.1,2026011706010610
2026.1.4,リバートゥルー,4.2,2026010406010109
2026.3.2,リバートゥルー,4.2,2026032106020710
2026.5.1,リバートゥルー,33.7,2026051005020612
2026.4.5,リバーバレイト,32.5,2026040506030412
2026.2.1,リバーブレーション,20.1,2026021405010504
2026.3.1,リバーブレーション,26.6,2026030106020205
2026.5.2,リバーブレーション,13.3,2026052305020902
2026.1.2,リヒトミューレ,18.7,2026012406010806
2026.1.5,リヒトミューレ,5.3,2026010508010204
2026.3.1,リヒトミューレ,34.3,2026031407010106
2026.4.5,リヒトミューレ,40.5,2026040506030406
2026.1.1,リビアングラス,6.8,2026011808010711
2026.2.1,リビアングラス,27.0,2026021508020611
2026.3.2,リビアングラス,21.9,2026032806030111
2026.4.1,リビアングラス,21.9,2026041203010211
2026.1.1,リビングラヴ,17.4,2026011108010402
2026.1.1,リビングラヴ,2.0,2026011708010601
2026.3.2,リビングラヴ,44.6,2026032109010904
2026.5.1,リビングラヴ,8.3,2026051008030602
2026.2.1,リピ,23.4,2026021008020403
2026.2.2,リピ,9.1,2026022810011107
2026.3.2,リピ,12.6,2026032207010409
2026.6.7,リピ,21.0,2026060709030208
2026.1.5,リピース,2.8,2026010508010204
2026.2.1,リフルフォース,21.6,2026021008020405
2026.5.2,リフルフォース,42.4,2026052308030903
2026.2.2,リフレックス,39.5,2026022105010702
2026.2.7,リフレックス,4.2,2026020705010307
2026.1.4,リフレーミング,4.2,2026010406010111
2026.2.1,リプレゼント,34.3,2026021505010607
2026.1.3,リベッチオ,18.7,2026013105010107
2026.3.2,リベッチオ,35.7,2026032806030110
2026.6.7,リベッチオ,11.9,2026060705030212
2026.4.1,リベラル,15.0,2026041203010204
2026.3.8,リベルタアーラ,10.4,2026030806020401
2026.1.5,リボルトバレット,4.1,2026010506010204
2026.2.2,リボルトバレット,17.4,2026022806020107
2026.3.2,リボルトバレット,17.4,2026032106020707
2026.4.1,リボルトバレット,25.7,2026041806030708
2026.4.1,リボンインザスカイ,8.3,2026041909020802
2026.2.2,リポサンテ,7.8,2026022205010806
2026.3.2,リポサンテ,13.8,2026032107010308
2026.4.1,リポサンテ,62.3,2026041806030707
2026.3.2,リマーカブル,11.8,2026032807010501
2026.4.1,リマーカブル,1.4,2026041806030702
2026.5.1,リメンバーザネーム,8.3,2026051005020603
2026.3.2,リメンバーシドニー,5.6,2026032107010306
2026.5.1,リメンバーシドニー,15.0,2026051604010505
2026.3.2,リメンバーヒム,25.6,2026032209011012
2026.3.8,リメンバーヒム,9.1,2026030809010612
2026.4.1,リメンバーヒム,33.7,2026041809020709
2026.4.2,リメンバーヒム,16.1,2026042605020212
2026.5.2,リュウカルネ,21.0,2026052305020906
2026.5.1,リュウゴピュア,8.3,2026051604010504
2026.3.1,リュウジンマル,12.4,2026031506020606
2026.2.2,リュウセイコウテイ,17.4,2026022810011102
2026.5.1,リュウセイコウテイ,42.4,2026051604010506
2026.5.2,リュウセイコウテイ,61.7,2026052404010801
2026.1.1,リュウノタブーク,3.1,2026011806010708
2026.2.1,リュウノタブーク,5.2,2026021505010608
2026.4.2,リュウノタブーク,4.1,2026042605020208
2026.5.1,リュウノタブーク,14.5,2026051705020809
2026.1.5,リュウノプティ,9.1,2026010506010202
2026.2.1,リュキア,5.6,2026020108020208
2026.2.1,リュキア,30.0,2026021408020512
2026.4.1,リュキア,8.3,2026041109020508
2026.6.7,リュキア,11.8,2026060709030210
2026.3.1,リュクスドレフォン,9.1,2026030110011212
2026.4.1,リュクスドレフォン,2.5,2026041109020508
2026.1.1,リュクスパトロール,4.2,2026011106010411
2026.3.2,リュクスパトロール,1.0,2026032106020711
2026.2.2,リュケイオン,9.1,2026022105010712
2026.1.1,リュミナーズ,38.2,2026011206010507
2026.5.2,リュミナーズ,25.7,2026052304010708
2026.3.2,リューカデンドロン,8.5,2026032207010402
2026.1.2,リューデスハイム,34.2,2026012408010810
2026.4.1,リューデスハイム,28.9,2026041209020612
2026.5.1,リューデスハイム,40.2,2026051608030710
2026.1.1,リラ,34.2,2026011006010307
2026.4.2,リラ,42.3,2026042505020105
2026.5.3,リラ,35.7,2026053005021107
2026.3.8,リラエンブレム,17.4,2026030809010611
2026.1.1,リラゲイル,35.3,2026011806010706
2026.3.2,リラゲイル,33.7,2026032806030112
2026.3.8,リラゲイル,18.7,2026030806020408
2026.4.1,リラゲイル,32.5,2026041906030808
2026.2.1,リラベガ,13.8,2026020110010402
2026.2.1,リラベガ,32.3,2026021410010702
2026.4.1,リラベガ,49.6,2026041903010405
2026.1.1,リラボニート,35.3,2026011206010511
2026.2.1,リラボニート,17.4,2026021408020511
2026.3.2,リラボニート,34.3,2026032207010411
2026.6.6,リリエンフェルト,4.8,2026060605030109
2026.6.6,リリカルフレア,32.5,2026060605030104
2026.3.7,リリーアロー,5.7,2026030709010507
2026.4.1,リリーアロー,15.0,2026041903010408
2026.5.2,リリーアロー,3.7,2026052308030907
2026.5.9,リリーアロー,6.6,2026050904010312
2026.1.1,リリークリスタル,5.6,2026011008010301
2026.6.6,リリークリスタル,13.3,2026060609030103
2026.3.1,リリーサンダー,3.5,2026030109010403
2026.3.1,リリーサンダー,13.8,2026031407010103
2026.3.2,リリーサンダー,24.8,2026032809020102
2026.5.1,リリーサンダー,42.4,2026051608030702
2026.6.6,リリーサンダー,42.4,2026060609030106
2026.2.2,リリーサンライズ,34.2,2026022109010101
2026.3.1,リリーサンライズ,5.6,2026031407010102
2026.5.1,リリーサンライズ,6.6,2026051704010603
2026.5.2,リリーサー,8.3,2026052405021004
2026.1.1,リリージェーン,3.1,2026011706010608
2026.3.2,リリージェーン,5.6,2026032206020809
2026.6.7,リリージェーン,1.5,2026060705030210
2026.1.1,リリージョワ,15.0,2026011708010610
2026.4.1,リリージョワ,11.8,2026041209020611
2026.4.2,リリーズブルーム,9.3,2026042603010607
2026.5.1,リリーズブルーム,17.4,2026051605020712
2026.2.1,リリーフィールド,9.1,2026021008020408
2026.4.4,リリーフィールド,29.6,2026040409020308
2026.2.2,リリーブライト,2.8,2026022209010209
2026.3.2,リリーブライト,24.8,2026032809020110
2026.5.9,リリーブライト,5.7,2026050908030509
2026.2.2,リリーボレア,12.4,2026022210011006
2026.4.2,リリーボレア,18.5,2026042503010503
2026.2.7,リワードシュテルン,35.3,2026020705010301
2026.1.1,リン,27.0,2026011108010412
2026.5.2,リン,24.8,2026052408031003
2026.2.1,リンクスティップ,47.2,2026021005010410
2026.5.2,リンクスティップ,40.2,2026052308030910
2026.1.2,リンゲルブルーメ,27.0,2026012408010804
2026.2.1,リンゲルブルーメ,32.3,2026021408020507
2026.5.9,リンゲルブルーメ,8.3,2026050908030508
2026.3.2,リントゥラウル,31.0,2026032907010602
2026.4.1,リントゥラウル,8.3,2026041909020801
2026.3.2,リンフレスカンテ,1.5,2026032909020210
2026.3.8,リンフレスカンテ,7.8,2026030806020409
2026.5.1,リンフレスカンテ,8.3,2026051605020711
2026.2.2,リヴァイ,20.1,2026022109010105
2026.3.8,リヴァイ,26.6,2026030809010604
2026.5.2,リヴァイ,21.0,2026052308030903
2026.2.1,リヴァデラルナ,4.2,2026021508020603
2026.3.1,リヴァデラルナ,9.8,2026030109010402
2026.3.2,リヴァデラルナ,4.2,2026032109010904
2026.3.1,リーガルスプレンダ,23.6,2026030110011203
2026.1.1,リーグナイト,20.3,2026011808010704
2026.1.4,リーグナイト,42.7,2026010408010101
2026.1.1,リーゼノアール,4.2,2026011206010512
2026.1.2,リーゼントジェイド,4.2,2026012506010906
2026.4.1,リーゼントジェイド,14.5,2026041203010212
2026.5.1,リーゼントジェイド,11.9,2026051605020708
2026.1.2,リーチグローリー,12.5,2026012408010801
2026.2.1,リーチグローリー,49.5,2026021408020501
2026.3.8,リーチグローリー,8.5,2026030809010605
2026.1.1,リーティアコナル,17.4,2026011206010512
2026.2.7,リーティアコナル,34.3,2026020710010509
2026.3.2,リーティアコナル,23.3,2026032806030108
2026.4.1,リーティアコナル,15.0,2026041906030812
2026.3.1,リーデレクオーレ,4.2,2026030106020205
2026.3.2,リーデレクオーレ,27.0,2026032206020805
2026.2.1,リードアクター,3.5,2026020108020203
2026.2.1,リードアクター,20.3,2026021408020503
2026.3.2,リードアクター,9.1,2026032207010404
2026.1.1,リードアクトレス,6.8,2026011806010704
2026.2.2,リードアクトレス,24.2,2026022810011104
2026.4.1,リードアクトレス,35.7,2026041909020804
2026.1.2,リードプリンシパル,3.1,2026012508010906
2026.2.1,リードプリンシパル,12.4,2026021408020512
2026.4.1,リードプリンシパル,15.0,2026041803010307
2026.5.1,リードプリンシパル,17.0,2026051004010407
2026.1.2,リーピングサイン,7.8,2026012506010902
2026.2.1,リーピングサイン,30.0,2026021005010402
2026.5.9,リーピングサイン,6.6,2026050905020504
2026.1.2,リーベンスヴェルト,9.1,2026012508010905
2026.3.1,リーベンスヴェルト,10.7,2026030110011202
2026.1.1,ルアグロール,5.2,2026011106010403
2026.2.1,ルアグロール,3.1,2026021510010805
2026.5.1,ルアグロール,21.9,2026051705020805
2026.3.2,ルイステソーロ,21.0,2026032906030208
2026.3.8,ルイステソーロ,8.0,2026030806020406
2026.4.1,ルイステソーロ,28.9,2026041806030712
2026.1.1,ルカランフィースト,34.3,2026011006010311
2026.3.8,ルカランフィースト,5.6,2026030806020409
2026.2.2,ルガル,30.6,2026022806020111
2026.2.2,ルクスアドラー,9.1,2026022110010912
2026.4.1,ルクスアドラー,21.4,2026041203010208
2026.4.2,ルクスアドラー,7.9,2026042508030109
2026.5.2,ルクスアドラー,4.8,2026052305020907
2026.1.1,ルクスアンジュ,3.5,2026011006010301
2026.3.1,ルクスアンジュ,3.5,2026030110011203
2026.3.2,ルクスキャンディ,17.4,2026032107010304
2026.4.1,ルクスキャンディ,56.3,2026041909020802
2026.5.9,ルクスキャンディ,32.5,2026050908030504
2026.2.1,ルクスコスモス,25.6,2026020108020208
2026.3.1,ルクスコスモス,34.3,2026031407010108
2026.3.2,ルクスコスモス,21.9,2026032809020107
2026.5.9,ルクスコスモス,42.4,2026050908030508
2026.2.7,ルクスコロン,17.4,2026020710010512
2026.4.1,ルクスコロン,14.5,2026041803010312
2026.1.1,ルクスジニア,32.3,2026011708010612
2026.2.7,ルクスジニア,34.3,2026020710010510
2026.5.1,ルクスジニア,33.7,2026051605020709
2026.2.2,ルクスディグニティ,5.6,2026022109010102
2026.3.1,ルクスディグニティ,1.0,2026031407010105
2026.3.2,ルクスディグニティ,2.6,2026032807010505
2026.4.1,ルクスディグニティ,17.3,2026041909020805
2026.5.2,ルクスディグニティ,11.8,2026052308030905
2026.1.2,ルクスデイジー,47.2,2026012408010804
2026.2.1,ルクスデイジー,21.6,2026021508020612
2026.5.2,ルクスデイジー,14.5,2026052408031010
2026.3.7,ルクスドリーム,12.5,2026030709010502
2026.5.3,ルクスドリーム,48.5,2026053108031202
2026.3.2,ルクスノア,5.2,2026032207010408
2026.4.2,ルクスビッグスター,2.8,2026042608030210
2026.4.5,ルクスビッグスター,7.9,2026040506030411
2026.5.1,ルクスビッグスター,4.8,2026051704010611
2026.1.5,ルクスフレンジー,4.2,2026010508010207
2026.2.1,ルクスフレンジー,30.8,2026021008020404
2026.3.8,ルクスフレンジー,42.8,2026030809010608
2026.2.1,ルクスプロフェシー,3.1,2026021508020603
2026.4.1,ルクスプロフェシー,4.8,2026041909020803
2026.1.1,ルクスポップスター,17.4,2026011106010404
2026.3.2,ルクスポップスター,27.0,2026032206020803
2026.4.1,ルクスポップスター,26.8,2026041106030507
2026.5.1,ルクスポップスター,28.9,2026051605020707
2026.3.2,ルクスマーベリック,17.4,2026032106020712
2026.3.8,ルクスマーベリック,12.4,2026030806020406
2026.5.9,ルクスマーベリック,14.5,2026050904010307
2026.1.1,ルクスメンデス,3.1,2026011208010508
2026.3.1,ルクスメンデス,9.9,2026030110011204
2026.2.1,ルクスユアン,13.8,2026021008020406
2026.3.2,ルクスユアン,15.0,2026032909020205
2026.4.1,ルクスユアン,28.9,2026041909020805
2026.3.1,ルクスレイモンド,27.0,2026031507010210
2026.4.5,ルクスレイモンド,54.0,2026040509020409
2026.3.1,ルクスレゼルヴァ,27.0,2026030109010412
2026.3.2,ルクスレゼルヴァ,13.3,2026032906030212
2026.5.2,ルクソンライト,40.2,2026052405021003
2026.6.7,ルクソールカフェ,6.6,2026060705030211
2026.2.2,ルクリーシア,4.2,2026022105010701
2026.6.7,ルクリーシア,54.0,2026060705030201
2026.1.3,ルグランヴァン,34.3,2026013105010109
2026.3.1,ルグランヴァン,35.3,2026030109010410
2026.3.1,ルサフィール,3.1,2026031506020605
2026.1.4,ルシアージュ,8.5,2026010406010106
2026.4.1,ルシアージュ,35.7,2026041103010105
2026.5.1,ルシアージュ,26.8,2026051705020804
2026.5.3,ルシアージュ,25.7,2026053105021204
2026.2.1,ルシェロアズーリ,27.0,2026020110010412
2026.4.1,ルシェロアズーリ,31.0,2026041103010112
2026.1.2,ルシフェル,9.9,2026012406010811
2026.3.2,ルシフェル,17.4,2026032107010310
2026.3.1,ルシャリオ,5.6,2026030109010408
2026.3.2,ルシャリオ,15.0,2026032209011008
2026.4.1,ルシャリオ,61.7,2026041909020808
2026.4.1,ルシャルムール,35.7,2026041106030508
2026.4.2,ルシャルムール,33.3,2026042503010508
2026.1.2,ルシュヴァルドール,42.7,2026012508010911
2026.3.2,ルシュヴァルドール,39.5,2026032209011010
2026.4.1,ルシュヴァルドール,7.9,2026041809020711
2026.1.1,ルシード,6.8,2026011008010310
2026.2.1,ルシード,34.3,2026021008020408
2026.3.1,ルシード,25.6,2026030106020210
2026.1.3,ルスト,26.6,2026013105010104
2026.4.1,ルスト,2.4,2026041106030502
2026.3.1,ルッコラセルバチコ,5.6,2026031507010203
2026.1.2,ルディック,44.6,2026012506010910
2026.1.5,ルディック,26.6,2026010508010210
2026.3.2,ルディック,17.4,2026032206020811
2026.5.1,ルディドゥゲンジ,3.7,2026051004010406
2026.1.1,ルトゥール,12.9,2026011008010309
2026.1.2,ルトゥール,42.7,2026012408010812
2026.3.2,ルトゥール,17.9,2026032807010512
2026.5.2,ルトゥール,6.6,2026052305020912
2026.1.3,ルドヴィクス,39.5,2026013110010304
2026.1.1,ルナカカオ,5.6,2026011208010505
2026.1.2,ルナカカオ,27.0,2026012408010806
2026.5.1,ルナカカオ,40.2,2026051608030703
2026.1.2,ルナティックブルー,25.6,2026012510010205
2026.4.4,ルナティックブルー,0.0,2026040409020304
2026.5.2,ルナティックブルー,2.6,2026052308030904
2026.3.1,ルナドロップ,9.9,2026031507010204
2026.1.1,ルナノーヴァ,17.4,2026011008010303
2026.2.1,ルナノーヴァ,5.2,2026020108020202
2026.2.7,ルナフィオーレ,6.8,2026020708020305
2026.3.1,ルナフィオーレ,20.1,2026031409010705
2026.5.1,ルナフィオーレ,21.0,2026051608030703
2026.1.2,ルナルーチェット,8.0,2026012510010208
2026.4.1,ルナルーチェット,7.9,2026041206030607
2026.5.2,ルナルーチェット,25.7,2026052305020907
2026.3.2,ルナーファントム,9.1,2026032107010306
2026.4.1,ルナーファントム,71.4,2026041203010204
2026.2.7,ルナーマンス,12.4,2026020708020305
2026.5.2,ルナーマンス,40.5,2026052308030903
2026.1.1,ルパピヨンブラン,13.8,2026011808010702
2026.1.5,ルパピヨンブラン,4.2,2026010508010201
2026.2.2,ルパピヨンブラン,19.1,2026022209010201
2026.3.2,ルパピヨンブラン,31.0,2026032909020201
2026.5.1,ルパピヨンブラン,56.3,2026051708030801
2026.2.2,ルパヴィヨン,34.2,2026022810011112
2026.2.8,ルパヴィヨン,13.8,2026020810010612
2026.5.1,ルパヴィヨン,32.5,2026051004010412
2026.3.1,ルビドゥソレイユ,18.8,2026031509010801
2026.3.2,ルビドゥソレイユ,40.5,2026032907010601
2026.1.1,ルビーエクリプス,12.4,2026011208010512
2026.2.1,ルビーサンセット,24.2,2026021405010504
2026.5.9,ルビーサンセット,2.2,2026050905020505
2026.2.2,ルビーブロンド,5.3,2026022110010902
2026.4.2,ルビーブロンド,9.8,2026042603010602
2026.6.6,ルビーブロンド,9.3,2026060609030104
2026.2.1,ルファーダ,30.8,2026021508020601
2026.3.8,ルファーダ,47.0,2026030809010601
2026.4.2,ルファーダ,16.1,2026042508030107
2026.4.5,ルファーダ,21.9,2026040509020405
2026.5.2,ルファーダ,42.4,2026052408031006
2026.1.5,ルプランドル,1.0,2026010506010212
2026.2.2,ルプルミエラムール,1.0,2026022806020101
2026.5.1,ルプルミエラムール,0.5,2026051705020801
2026.1.1,ルベライトテソーロ,3.1,2026011806010702
2026.1.4,ルベライトテソーロ,8.0,2026010406010106
2026.3.1,ルペイドゥロール,1.9,2026030109010403
2026.3.2,ルペイドゥロール,5.6,2026032109010904
2026.1.5,ルミテュット,39.5,2026010506010202
2026.3.8,ルミテュット,35.3,2026030806020401
2026.2.1,ルミナスレイナ,12.4,2026021505010603
2026.4.1,ルミナスレイナ,0.5,2026041106030505
2026.4.5,ルミノメテオール,8.3,2026040509020412
2026.5.3,ルミノメテオール,2.6,2026053108031212
2026.4.1,ルミノヴァンクール,5.7,2026041106030505
2026.4.2,ルミノヴァンクール,3.5,2026042503010505
2026.3.1,ルモンテ,4.2,2026030106020205
2026.3.2,ルモンテ,21.9,2026032906030204
2026.5.1,ルモンテ,13.3,2026051005020603
2026.6.7,ルモンテ,37.1,2026060705030204
2026.3.1,ルルハート,4.2,2026031507010203
2026.3.2,ルルハート,11.2,2026032809020105
2026.2.2,ルルフィーユ,5.6,2026022210011004
2026.2.8,ルルマーレ,4.2,2026020810010602
2026.4.2,ルルマーレ,4.1,2026042603010602
2026.2.1,ルンベーラ,5.6,2026021408020506
2026.3.1,ルンベーラ,27.0,2026031506020604
2026.5.2,ルンベーラ,31.0,2026052405021001
2026.2.2,ルヴァレドクール,38.2,2026022105010712
2026.3.8,ルヴァンユニベール,35.3,2026030806020410
2026.5.1,ルヴァンユニベール,45.9,2026051008030611
2026.3.8,ルヴレアール,12.9,2026030809010602
2026.4.2,ルヴレアール,29.5,2026042503010504
2026.1.3,ルークススペイ,47.1,2026013108020109
2026.2.2,ルークススペイ,44.6,2026022209010212
2026.4.5,ルークススペイ,26.8,2026040509020412
2026.5.1,ルークススペイ,23.3,2026051708030811
2026.1.2,ルージュアイラ,35.3,2026012410010106
2026.4.1,ルージュアイラ,2.2,2026041209020601
2026.2.2,ルージュアストレア,39.5,2026022105010706
2026.4.2,ルージュアストレア,33.3,2026042505020105
2026.2.2,ルージュアズライト,12.4,2026022806020110
2026.4.2,ルージュアズライト,16.1,2026042503010511
2026.1.3,ルージュアベリア,26.6,2026013108020111
2026.3.2,ルージュアベリア,25.6,2026032106020710
2026.5.1,ルージュアベリア,11.9,2026051008030611
2026.2.1,ルージュアリスタ,34.2,2026020105010202
2026.1.1,ルージュエテルナ,9.9,2026011108010402
2026.6.6,ルージュエテルナ,11.8,2026060609030101
2026.3.2,ルージュエピック,6.1,2026032109010901
2026.4.4,ルージュエピック,40.2,2026040409020301
