レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021005010401,2026.2.10,火,東京,1東4,1,,未勝利,ダート,1400,,2,稍,晴,16,10:05,,馬齢,３歳
3,,6,レイランディ,牡,3,456,  0,0,10,126.0, , 97,8,57,,*,三浦皇成,(美),古賀慎明,ジャスタウェイ,Alhaarth,,ニアークティック系,9,7,4中2,3,未勝利*,芝,2000,良,,石川,55.0,,6,49.6,5,0.7,8,7,8,9,7,39.17,34.1,4,マイネルマスター
4,,7,ラスターヴァース,牝,3,472,- 2,- 2,9,105.6, ,114,5,55,,,木幡巧也,(美),牧光二,サトノダイヤモンド,シンボリクリスエス,,ロイヤルチャージャー系,1,25,1中9,3,未勝利・牝,ダ,1800,良,,木幡,55.0,,2,8.2,4,1.5,2,3,3,3,2,38.90,41.6,6,プレイメイカー
4,B,8,ミクニフラッシュ,牡,3,486,  0,0,6,49.7, , 90,16,57,,*,岩田康誠,(美),矢嶋大樹,ダイワメジャー,"Exchange Rate",ロイヤルチャージャー系,ニアークティック系,12,6,5中1,2,未勝利*,ダ,1800,良,,荻野,56.0,,6,28.4,16,9.4,5,3,6,15,16,39.80,44.4,16,ショウナンパトス
5,,9,スーザンバローズ,牝,3,492,+ 6,+ 6,14,380.0, , 97,8,53,△,*,長浜鴻緒,(美),奥村武,キセキ,"Fastnet Rock",,その他のエクリプス系,12,20,5中5,初,新馬,芝,2000,良,,プー,55.0,,12,138.5,10,2.2,4,4,5,5,6,37.24,37.1,13,プラウディッツ
5,B,10,レイヒストリコ,牡,3,502,  0,0,1,2.9, ,128,1,57,,,ルメール,(美),黒岩陽一,レイデオロ,ネオユニヴァース,,ロイヤルチャージャー系,1,11,1中4,8,未勝利,芝,2200,良,B,ルメ,57.0,,1,1.8,2,0.0,2,4,3,3,2,36.68,36.0,2,グランアルト
6,,11,クリスタルドレス,牝,3,426,+ 2,+ 2,16,410.0, , 91,15,55,,*,木幡育也,(美),高橋文雅,ジャスタウェイ,クロフネ,,ニアークティック系,1,25,1中9,18,未勝利,芝,1600,良,,小林,55.0,,13,225.2,11,2.3,3,,15,9,8,35.28,36.8,9,ナイスプレーアスク
6,,12,エースオブゴールド,牡,3,478,-10,-10,12,327.9, , 93,11,57,,,松岡正海,(美),堀内岳志,ブラックタイド,ワイルドラッシュ,ロイヤルチャージャー系,ニアークティック系,1,25,1中9,初,新馬,芝,2000,良,,松岡,57.0,,13,117.7,13,2.0,14,17,18,18,14,38.70,35.1,11,ヤマニンヘルシェ
7,,13,ブリサマリーナ,牝,3,466,+ 6,+ 6,7,54.6, , 95,10,55,,,菅原明良,(美),久保田貴,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,1,17,1中6,14,未勝利,芝,2000,良,,菅原,55.0,,12,56.1,10,0.6,7,9,10,10,11,36.81,35.4,6,レダアトミカ
7,,14,インタノン,牡,3,492,+ 4,+ 4,3,4.6, ,121,2,57,,*,キング,(美),堀宣行,キタサンブラック,タイキシャトル,,ロイヤルチャージャー系,1,10,1中3,初,新馬,芝,2000,良,,大野,57.0,,2,3.7,2,0.1,3,1,1,2,1,37.50,34.8,2,ランザワールド
7,,15,モリインビクタス,牡,3,466,-10,-10,18,661.2, , 86,17,54,▲,,遠藤汰月,(美),伊藤伸一,ストーミーシー,タイキシャトル,,ロイヤルチャージャー系,1,17,1中6,2,未勝利,ダ,1800,良,,遠藤,54.0,▲,16,559.4,14,4.4,15,11,11,9,10,38.50,42.9,14,ウリズンベー
8,,16,マイネルオラクル,牡,3,494,+ 4,+ 4,11,257.2, , 93,11,57,,*,津村明秀,(美),尾関知人,ゴールドシップ,ルーラーシップ,,ネイティヴダンサー系,1,11,1中4,14,未勝利,芝,2200,良,,原優,57.0,,12,87.0,14,1.3,14,16,16,13,14,37.09,36.2,8,グランアルト
8,,17,マイネルパーロル,牡,3,450,+10,+10,15,392.2, , 93,11,57,,*,小崎綾也,(美),嘉藤貴行,ゴールドシップ,Jeremy,,,9,28,4中9,2,未勝利*,芝,2000,良,,木幡,55.0,,11,218.8,10,2.9,4,11,11,9,10,37.80,35.4,12,コッツォリーノ
8,,18,レフィノス,牡,3,516,-12,-12,13,342.2, , 92,14,57,,*,大野拓弥,(美),和田勇介,ジャスタウェイ,"High Chaparral",,ニアークティック系,12,6,5中1,初,新馬,芝,2000,良,,横山,56.0,,7,27.0,17,4.0,18,18,18,18,18,38.01,36.4,16,ゴディアーモ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021005010407,2026.2.10,火,東京,1東4,7,,2勝,芝,1800,D,2,良,晴,16,13:25,牝,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,テリオスサラ,牝,5,482,- 2,- 2,7,43.4, ,103,6,56,,*,横山武史,(美),高柳瑞樹,ロジャーバローズ,Shamardal,,ニアークティック系,1,25,1京9,27,２勝ｸﾗｽ・牝,芝,2000,良,,西村,56.0,,5,14.1,6,0.8,6,7,6,5,3,36.77,35.7,5,タガノアビー
2,,2,ベストミーエヴァー,牝,5,532,+16,+16,1,1.8,>,119,1,56,,,ルメール,(美),国枝栄,"No Nay Never",Galileo,,ニアークティック系,11,1,4東A,9,１勝ｸﾗｽ,芝,1800,良,,ルメ,56.0,,1,2.2,1,-0.1,1,,5,4,4,34.90,34.3,4,(マリアイリダータ)
3,,3,イトカワサクラ,牝,6,456,- 4,- 4,3,4.8, ,110,5,56,,*,津村明秀,(栗),牧田和弥,ゴールドシップ,"Danehill Dancer",,ニアークティック系,12,13,5阪3,7,２勝ｸﾗｽ・牝,芝,1800,良,,松若,56.0,,6,19.7,3,0.2,4,,,10,10,35.95,32.8,1,アラベラ
4,,4,エバーグルーヴ,牝,4,418,  0,0,5,11.5, ,115,4,55,,,高杉吏麒,(栗),藤岡健一,ドゥラメンテ,ディープインパクト,,ロイヤルチャージャー系,11,22,4京5,7,２勝ｸﾗｽ,芝,2000,良,,高杉,54.0,,4,15.5,3,0.4,3,11,12,3,2,36.43,34.6,5,ミッキーゴールド
5,,5,プリムツァール,牝,4,466,+ 2,+ 2,2,4.5,>,116,3,55,,,キング,(美),蛯名正義,イスラボニータ,Footstepsinthesand,,ニアークティック系,1,24,1中8,14,１勝ｸﾗｽ,芝,1600,良,,キン,55.0,,1,1.8,1,-0.4,1,,2,2,2,34.92,33.9,2,(ゴールドシーン)
6,,6,マイスターヴェルク,牝,4,514,+ 2,+ 2,4,7.3, ,119,1,55,,*,三浦皇成,(美),勢司和浩,ドレフォン,ダイワメジャー,,ロイヤルチャージャー系,11,24,3福6,11,五色沼特･2勝,芝,1800,良,,横山,54.0,,2,4.6,6,0.2,15,4,6,4,3,36.35,35.0,10,ノーランサンライズ
7,,7,カフェアローロ,牝,5,516,+ 4,+ 4,9,282.7, , 97,9,56,,*,大野拓弥,(美),古賀慎明,ダンカーク,マンハッタンカフェ,,ロイヤルチャージャー系,1,18,1中7,3,２勝ｸﾗｽ・牝,ダ,1800,良,B,北村,56.0,,11,62.0,14,3.0,9,5,5,4,6,37.55,41.5,14,レディーフランシス
8,,8,ドーンコーラス,牝,5,460,+ 8,+ 8,6,40.8, ,100,7,56,,*,佐々木大,(美),萩原清,スワーヴリチャード,"Rock of Gibraltar",,ニアークティック系,11,15,5東3,5,２勝ｸﾗｽ,芝,1600,良,,マー,56.0,,7,27.8,10,1.1,8,,,11,10,36.42,33.8,7,ダノンセンチュリー
8,,9,ブルーベリーフィズ,牝,4,488,+ 6,+ 6,8,66.0, , 99,8,55,,*,岩田望来,(美),木村哲也,シスキン,キングカメハメハ,,ネイティヴダンサー系,11,23,5東5,4,２勝ｸﾗｽ,芝,1400,良,,北村,55.0,,9,22.5,14,1.0,8,,,6,5,35.40,34.3,15,アニトラ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021005010408,2026.2.10,火,東京,1東4,8,,2勝,ダート,1300,,2,稍,晴,16,13:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,セレジェイラ,牝,4,484,+ 6,+ 6,2,4.0, ,113,3,56,,*,キング,(栗),西村真幸,ナダル,ティンバーカントリー,,ネイティヴダンサー系,11,24,5東6,4,２勝ｸﾗｽ・牝,ダ,1400,良,,Ｃ．,55.0,,3,5.6,3,0.4,4,,,5,5,35.18,36.7,4,パラサイコロジー
1,,2,タリエシン,セ,6,460,+18,+18,15,287.1, , 85,15,58,,*,田辺裕信,(美),金成貴史,キンシャサノキセキ,"Dubai Destination",ロイヤルチャージャー系,ネイティヴダンサー系,12,7,5中2,15,２勝ｸﾗｽ,ダ,1200,良,,石神,55.0,▲,15,144.2,13,1.7,2,,,16,16,35.70,37.0,7,アシャカトベ
2,,3,フェデラー,牡,4,508,- 8,- 8,4,5.7, ,118,1,58,,,武豊,(栗),石橋守,ナダル,オルフェーヴル,,,1,24,1京8,3,２勝ｸﾗｽ,ダ,1200,良,,武豊,58.0,,3,6.0,3,0.2,9,,,13,13,37.80,34.7,2,スペシャルナンバー
2,B,4,バロン,牝,5,500,+ 6,+ 6,11,89.5, , 94,11,54,△,,長浜鴻緒,(美),手塚貴久,ロードカナロア,Tapit,,ナスルーラ系,12,7,5中2,15,２勝ｸﾗｽ,ダ,1200,良,B,長浜,54.0,△,8,56.4,11,0.8,5,,,13,12,35.10,36.7,4,アシャカトベ
3,B,5,ウォルラス,牡,6,518,+12,+12,12,95.7, , 82,16,58,,*,江田照男,(美),中川公成,イスラボニータ,クロフネ,,ニアークティック系,12,20,5中5,2,２勝ｸﾗｽ,ダ,1200,良,B,杉原,58.0,,16,311.6,15,1.9,6,,,15,15,35.70,36.6,6,ロサンゼルス
3,,6,エイプリルインパリ,牝,4,470,+ 4,+ 4,5,10.4, ,113,3,56,,*,小崎綾也,(栗),高橋義忠,リオンディーズ,スウェプトオーヴァーボード,,ネイティヴダンサー系,11,9,5東2,4,２勝ｸﾗｽ,ダ,1300,稍,,津村,55.0,,1,3.1,6,0.8,2,,,3,3,35.31,37.1,10,アンズアメ
4,,7,マーゴットレーヴ,牝,6,478,+ 6,+ 6,10,42.3,>,108,7,56,,*,津村明秀,(美),伊坂重信,エスポワールシチー,メイショウボーラー,,ロイヤルチャージャー系,12,7,5名2,5,１勝ｸﾗｽ・牝,ダ,1400,良,,古川,53.0,▲,6,15.5,1,-0.1,4,,,15,12,36.83,36.1,1,(ララバッカナール)
4,B,8,ドラゴンテイラー,牡,4,536,+ 4,+ 4,1,3.4,>,110,5,58,,*,戸崎圭太,(栗),藤原英昭,"Liam's Map","Bluegrass Cat",,ニアークティック系,12,14,5名4,27,１勝ｸﾗｽ,ダ,1200,稍,B,和田,54.0,▲,1,2.6,1,-0.5,4,,,1,1,35.60,36.1,1,(シルフズミスチーフ)
5,,9,セントラルヴァレー,セ,5,486,+ 2,+ 2,3,5.1, ,115,2,58,,*,岩田望来,(美),栗田徹,Kantharos,"Lemon Drop Kid",,ネイティヴダンサー系,1,31,1東1,10,２勝ｸﾗｽ,ダ,1400,良,,キン,58.0,,7,24.9,3,0.3,6,,,6,6,36.83,35.9,2,ペイシャケイプ
5,,10,マイレーヌ,牝,6,526,+10,+10,16,365.0, , 93,12,56,,*,木幡巧也,(美),大和田成,ロゴタイプ,タイキシャトル,,ロイヤルチャージャー系,11,22,3福5,11,福島放送･2勝,ダ,1150,良,,佐々,56.0,,14,183.3,7,1.0,14,,,10,10,35.35,37.3,9,ルージュアズライト
6,,11,クリスタルウエイ,牡,7,498,+26,+26,13,206.1, , 90,14,58,,,吉田豊,(美),高橋文雅,ディスクリートキャット,ゴールドアリュール,,ロイヤルチャージャー系,9,20,4中6,84,２勝ｸﾗｽ,ダ,1200,重,,吉田,58.0,,13,107.4,13,1.9,15,,,10,10,35.30,37.1,11,エコロエイト
6,B,12,グランオルカ,セ,5,478,- 2,- 2,6,13.8, ,101,9,58,,*,岩田康誠,(美),武井亮,"Liam's Map","Union Rags",,,11,16,5東4,4,２勝ｸﾗｽ,ダ,1400,良,B,佐々,58.0,,7,14.7,10,1.2,13,,,16,16,37.80,35.0,1,メイショウハチロー
7,,13,キョウエイカンセ,牡,5,510,+12,+12,7,18.9,>,109,6,58,,*,原優介,(美),萱野浩二,ビッグアーサー,ハービンジャー,,ニアークティック系,12,14,5名4,2,１勝ｸﾗｽ,ダ,1400,稍,B,長浜,56.0,△,2,5.0,1,-0.3,9,,,6,4,36.08,37.0,1,(メイケイレイン)
7,,14,エチャケナ,牝,5,462,+10,+10,8,28.6, ,101,9,56,,,伊藤工真,(美),金成貴史,ドレフォン,フジキセキ,,ロイヤルチャージャー系,1,11,1中4,8,２勝ｸﾗｽ,ダ,1200,良,,伊藤,56.0,,11,65.4,5,1.1,7,,,10,11,34.50,37.5,6,スプランドゥール
8,B,15,テンクウジョー,牡,5,484,+14,+14,14,259.6, , 91,13,58,,*,佐々木大,(美),小西一男,マクフィ,ブラックタイド,,ロイヤルチャージャー系,9,28,4中9,2,２勝ｸﾗｽ,ダ,1800,良,B,石田,55.0,▲,14,136.3,10,1.7,15,13,14,15,14,38.20,38.2,4,チュウワクリスエス
8,,16,サミアド,牡,5,520,+12,+12,9,37.5, ,102,8,58,,*,高杉吏麒,(美),竹内正洋,シャンハイボビー,"Rock Hard Ten",,ロイヤルチャージャー系,3,15,2名1,5,伊良湖特･2勝,ダ,1200,良,,長岡,58.0,,11,63.8,8,0.6,11,,,1,1,35.90,37.0,13,ヤマニンアルリフラ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021005010409,2026.2.10,火,東京,1東4,9,ゆりかもめ賞,1勝,芝,2400,D,4,良,曇,18,14:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ガローファノ,牝,3,472,+ 6,+ 6,5,15.3, ,101,7,55,,*,岩田康誠,(美),黒岩陽一,キタサンブラック,Oratorio,,ニアークティック系,11,2,4東B,9,百日草特･1勝,芝,2000,良,,ルメ,55.0,,1,1.9,5,3.1,1,,5,5,5,38.06,34.4,4,アッカン
2,,2,ブラウンバナナ,牡,3,512,+24,+24,4,8.9,>,105,5,57,,,津村明秀,(美),林徹,キズナ,"Green Tune",,ニアークティック系,10,19,4東7,初,新馬,芝,1800,良,,津村,56.0,,3,5.1,1,-0.2,4,,3,2,2,38.20,33.8,3,(スノーエルヴァ)
3,,3,マテンロウゼロ,牡,3,466,  0,0,7,18.8,+,113,1,57,,,横山典弘,(栗),松永幹夫,リオンリオン,ハービンジャー,,ニアークティック系,1,24,1京8,4,若駒Ｓ(L),芝,2000,良,,横山,57.0,,8,20.4,7,1.4,5,12,12,12,13,37.29,35.6,6,ショウナンハヤナミ
4,,4,オブラプリーマ,牝,3,420,- 8,- 8,6,15.9, ,104,6,55,,*,佐々木大,(美),上原佑紀,ヴァンゴッホ,ハーツクライ,,ロイヤルチャージャー系,12,6,5中1,13,葉牡丹賞･1勝,芝,2000,良,,石橋,55.0,,7,21.9,3,0.7,2,10,10,8,7,35.96,35.0,3,サノノグレーター
5,,5,アローメタル,牡,3,518,+10,+10,1,1.9,>,107,4,57,,,ルメール,(美),木村哲也,キズナ,"Medaglia d'Oro",,ニアークティック系,11,2,4東B,初,新馬,芝,2000,良,,ルメ,56.0,,1,1.3,1,-0.1,1,,4,3,3,38.53,33.7,1,(オメガディコン)
6,,6,スカイスプレンダー,牡,3,472,- 2,- 2,2,3.4, ,111,3,57,,*,戸崎圭太,(栗),池江泰寿,サートゥルナーリア,シンボリクリスエス,,ロイヤルチャージャー系,1,4,1京1,6,１勝ｸﾗｽ*,芝,2000,良,,佐々,57.0,,1,2.3,4,0.3,1,6,6,6,6,37.33,34.1,2,ジュウリョクピエロ
7,,7,ダノンセフィーロ,牡,3,494,+14,+14,3,6.2,>,112,2,57,,*,岩田望来,(栗),福永祐一,コントレイル,Galileo,,ニアークティック系,10,18,4東6,12,未勝利*,芝,1800,良,,川田,56.0,,1,1.6,1,-0.1,1,,6,5,5,36.55,34.4,1,(ラグアイリータ)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021005010410,2026.2.10,火,東京,1東4,10,初音Ｓ,3勝,芝,1800,D,2,良,曇,16,15:00,牝,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,カニキュル,牝,5,514,+ 4,+ 4,2,5.8, ,108,8,56,,*,ルメール,(美),菊沢隆徳,エピファネイア,ゼンノロブロイ,,ロイヤルチャージャー系,12,28,5中8,8,ファイＨ･3勝,芝,1600,良,,戸崎,55.0,,5,11.7,6,0.9,4,,8,10,9,36.30,34.0,7,ジョイフルニュース
2,,2,ロジシルバー,牝,6,514,+ 6,+ 6,8,33.4,+,131,2,56,,,野中悠太,(美),宮田敬介,シルバーステート,ロードカナロア,,,10,19,4新2,7,新潟牝馬(L),芝,2200,良,,野中,55.0,,3,7.3,5,0.4,7,5,5,6,7,36.86,34.8,7,カネラフィーナ
3,,3,テリオスララ,牝,4,522,+34,+34,5,11.1, ,106,9,55,,*,武豊,(美),田島俊明,シスキン,マンハッタンカフェ,,ロイヤルチャージャー系,10,19,4東7,6,甲斐路Ｈ･3勝,芝,1800,良,,戸崎,54.0,,4,10.8,10,1.0,5,,5,5,7,36.05,34.3,9,ニシノティアモ
4,,4,クリニクラウン,牝,6,504,+ 8,+ 8,6,14.3, ,116,4,56,,*,大野拓弥,(美),小手川準,トビーズコーナー,ディープブリランテ,その他のエクリプス系,ロイヤルチャージャー系,11,16,5東4,3,ユートピ･3勝,芝,1800,良,,横山,56.0,,7,11.1,2,0.1,8,,10,2,2,36.40,33.8,4,フレミングフープ
5,,5,ミッキーツインクル,牝,6,480,- 2,- 2,4,10.0, ,126,3,56,,*,菅原明良,(栗),中内田充,ドゥラメンテ,"Astronomer Royal",,,1,25,1小2,8,壇之浦Ｓ･3勝,芝,1800,良,,中井,56.0,,4,7.2,2,0.2,10,1,1,1,1,35.80,34.0,9,エラトー
6,,6,レディベル,牝,7,534,- 2,- 2,11,200.1, , 83,11,56,,*,石川裕紀,(美),辻哲英,キズナ,"A.P. Indy",,ナスルーラ系,6,28,2福1,13,バーデン･3勝,芝,2000,良,,大野,56.0,,15,87.3,15,1.0,10,15,15,15,14,36.34,35.5,4,アンゴラブラック
6,,7,ミエスペランサ,牝,5,450,- 2,- 2,7,31.5, ,113,5,56,,*,三浦皇成,(栗),池江泰寿,リアルスティール,Frankel,,ニアークティック系,12,7,5阪2,8,元町ＳＨ･3勝,芝,1800,良,,田口,54.0,,10,24.6,4,0.3,11,,,4,4,35.80,33.4,10,レディネス
7,,8,バロッサヴァレー,牝,6,482,- 4,- 4,10,50.2, ,111,7,56,,*,津村明秀,(栗),高野友和,ハーツクライ,"Unbridled's Song",ロイヤルチャージャー系,ネイティヴダンサー系,12,7,5阪2,7,元町ＳＨ･3勝,芝,1800,良,,北村,54.0,,6,13.3,6,0.4,6,,,17,17,36.25,32.6,1,レディネス
7,,9,ルージュソリテール,牝,4,434,-16,-16,3,7.4,+,112,6,55,,*,横山武史,(栗),藤原英昭,ロードカナロア,ディープインパクト,,ロイヤルチャージャー系,10,19,3京7,5,秋華賞G1,芝,2000,良,,北村,55.0,,12,43.2,8,0.9,13,6,6,9,9,35.91,35.4,8,エンブロイダリー
8,,10,エバーハピネス,牝,6,490,+14,+14,9,44.9, ,103,10,56,,*,佐々木大,(美),久保田貴,ドゥラメンテ,Frankel,,ニアークティック系,12,7,5阪2,3,元町ＳＨ･3勝,芝,1800,良,,菱田,53.0,,11,27.5,13,1.1,7,,,3,3,35.75,34.3,15,レディネス
8,,11,リンクスティップ,牝,4,484,+ 2,+ 2,1,1.7,+,136,1,55,,*,キング,(栗),西村真幸,キタサンブラック,"Kitten's Joy",,ニアークティック系,11,16,4京4,10,エリザベG1,芝,2200,良,,Ｃ．,54.0,,2,5.8,4,0.4,11,6,4,4,3,36.15,35.0,7,レガレイラ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021005010411,2026.2.10,火,東京,1東4,11,東京新聞杯,Ｇ３,芝,1600,D,2,良,曇,16,15:45,,別定,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,シャンパンカラー,牡,6,516,+ 6,+ 6,9,24.3, ,105,11,59,,*,岩田康誠,(美),田中剛,ドゥラメンテ,"Reckless Abandon",,,11,23,4京6,5,マイルチG1,芝,1600,良,,坂井,58.0,,14,121.9,14,1.3,13,,,7,8,35.16,34.0,15,ジャンタルマンタル
1,,2,ラヴァンダ,牝,5,498,+ 6,+ 6,4,7.5, ,114,9,56,,,岩田望来,(栗),中村直也,シルバーステート,ベーカバド,,ニアークティック系,11,23,4京6,6,マイルチG1,芝,1600,良,,岩田,56.0,,6,20.2,16,1.5,7,,,4,4,34.98,34.5,16,ジャンタルマンタル
2,,3,シリウスコルト,牡,5,508,+ 2,+ 2,13,31.2, , 98,15,58,,,三浦皇成,(美),田中勝春,マクフィ,ゼンノロブロイ,,ロイヤルチャージャー系,1,4,1中1,6,中山金杯ＨG3,芝,2000,良,,三浦,58.5,,6,13.6,13,0.7,14,7,8,7,7,36.94,34.8,10,カラマティアノス
2,,4,マジックサンズ,牡,4,524,  0,0,7,10.9, ,115,8,57,,,武豊,(栗),須貝尚介,キズナ,キングカメハメハ,,ネイティヴダンサー系,11,23,4京6,5,マイルチG1,芝,1600,良,,武豊,57.0,,9,53.2,8,0.8,16,,,15,15,35.58,32.8,2,ジャンタルマンタル
3,B,5,エルトンバローズ,牡,6,518,+ 4,+ 4,1,5.4, ,102,14,58,,*,津村明秀,(栗),杉山晴紀,ディープブリランテ,ブライアンズタイム,ロイヤルチャージャー系,ロイヤルチャージャー系,12,28,5中8,5,有馬記念G1,芝,2500,良,,西村,58.0,,16,180.3,12,1.1,11,7,7,7,7,36.79,36.1,13,ミュージアムマイル
3,,6,オフトレイル,牡,5,466,+ 6,+ 6,6,9.9, ,126,2,59,,,菅原明良,(栗),吉村圭司,Farhh,Kingmambo,,ネイティヴダンサー系,11,23,4京6,6,マイルチG1,芝,1600,良,,菅原,58.0,,7,34.1,4,0.4,5,,,13,13,35.46,32.6,1,ジャンタルマンタル
4,,7,トロヴァトーレ,牡,5,510,  0,0,2,5.6, ,123,3,58,,*,ルメール,(美),鹿戸雄一,レイデオロ,エンパイアメーカー,,ネイティヴダンサー系,1,4,1京1,9,京都金杯ＨG3,芝,1600,良,,ハマ,58.5,,6,11.6,4,0.2,7,,,14,15,36.42,33.2,1,ブエナオンダ
4,,8,ヤマニンサルバム,牡,7,504,+ 2,+ 2,16,99.0, ,118,5,57,,*,小崎綾也,(栗),中村直也,イスラボニータ,ホワイトマズル,,ニアークティック系,10,6,4東2,22,毎日王冠G2,芝,1800,良,,三浦,57.0,,9,30.8,4,0.2,1,,5,5,4,35.95,33.4,6,シックスペンス
5,,9,サクラトゥジュール,セ,9,514,+ 6,+ 6,14,32.8, ,117,6,57,,*,キング,(美),堀宣行,ネオユニヴァース,シンボリクリスエス,ロイヤルチャージャー系,ロイヤルチャージャー系,6,8,3東2,17,安田記念G1,芝,1600,良,,レー,58.0,,13,72.1,8,0.5,18,,,12,12,35.52,34.0,5,ジャンタルマンタル
5,,10,エンペラーズソード,セ,4,500,+ 4,+ 4,5,8.5,>,112,10,57,,*,原優介,(美),高木登,ドレフォン,"Candy Ride",,ネイティヴダンサー系,11,23,5東5,3,秋色ＳＨ･3勝,芝,1600,良,,荻野,55.0,,1,3.3,1,-0.2,8,,,1,1,34.44,34.5,12,(コートアリシアン)
6,B,11,レッドモンレーヴ,牡,7,518,+ 8,+ 8,10,25.0, ,117,6,58,,*,佐々木大,(美),蛯名正義,ロードカナロア,ディープインパクト,,ロイヤルチャージャー系,11,16,5東4,5,オーロＨ(L),芝,1400,良,,酒井,58.5,,3,6.3,2,0.0,1,,,17,17,35.55,32.5,1,フォーチュンタイム
6,,12,ウォーターリヒト,牡,5,474,+ 2,+ 2,3,5.8, ,120,4,58,,,高杉吏麒,(栗),石橋守,ドレフォン,ヴィクトワールピサ,,ロイヤルチャージャー系,11,23,4京6,5,マイルチG1,芝,1600,良,,高杉,58.0,,15,130.2,3,0.3,11,,,7,8,35.16,33.0,3,ジャンタルマンタル
7,,13,メイショウチタン,牡,9,482,+ 6,+ 6,15,97.1, , 89,16,57,,,吉田豊,(栗),本田優,ロードカナロア,マイネルラヴ,,ネイティヴダンサー系,11,16,5東4,27,オーロＨ(L),芝,1400,良,B,吉田,57.0,,10,22.6,16,1.1,17,,,1,1,34.13,35.5,18,フォーチュンタイム
7,,14,ミッキーゴージャス,牝,6,456,  0,0,12,28.8, ,104,13,55,,*,横山典弘,(栗),安田翔伍,ミッキーロケット,ディープインパクト,,ロイヤルチャージャー系,12,27,5阪7,4,阪神カッG2,芝,1400,良,,横山,56.0,,6,22.8,9,0.9,8,,,14,14,34.65,33.7,3,ルガル
