レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011001,2026.7.12,日,函館,1函A,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,３歳
6,,9,エクラドット,牡,3,4,9.2, , 92,10,57,,*,丹内祐次,(美),西田雄一,アルアイン,"Lope de Vega",,,6,28,1函6,10,未勝利,芝,2000,良,,舟山,56.0,☆,12,43.2,15,4.4,7,1,1,1,8,36.09,41.0,16,マテンロウオリジン
6,,10,ホウオウロレンシア,牝,3,2,7.0, ,110,2,54,☆,*,舟山瑠泉,(美),高木登,ゴールドシップ,Congrats,,ナスルーラ系,6,20,3東5,連,未勝利・牝,ダ,1600,不,,佐藤,52.0,▲,2,4.2,6,1.3,1,,,5,5,36.36,37.2,5,ダノンプレサージュ
7,,11,コサージュ,牝,3,9,27.9, , 94,8,55,,,横山琉人,(栗),清水久詞,ヘニーヒューズ,トーセンホマレボシ,,ロイヤルチャージャー系,6,27,1函5,2,未勝利・牝,ダ,1700,重,,横山,55.0,,6,25.5,8,1.8,3,6,6,8,9,36.98,38.2,8,プリンセスアツコ
7,,12,ビンバラ,牡,3,1,2.0, ,118,1,57,,*,佐々木大,(美),大竹正博,サンダースノー,オルフェーヴル,,,6,20,3東5,2,未勝利,ダ,1600,不,,三浦,57.0,,5,13.0,2,0.2,10,,,1,1,35.58,37.0,3,ロングミックス
8,,13,アドバンスジェンヌ,牝,3,12,50.4, , 87,13,52,▲,*,遠藤汰月,(美),小手川準,モーニン,ホワイトマズル,,ニアークティック系,6,27,1函5,6,未勝利・牝,ダ,1000,不,,佐々,55.0,,8,24.1,12,2.3,8,,,8,11,35.85,36.2,10,マリブサーフ
8,,14,スリーケイ,牝,3,8,20.2, ,107,4,55,,*,鮫島克駿,(栗),高橋一哉,クリソベリル,ワイルドラッシュ,,ニアークティック系,6,7,3阪2,7,未勝利,ダ,1800,良,,国分,55.0,,7,26.5,6,1.3,9,5,5,6,5,38.35,38.8,6,ロードヴェリタス
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011004,2026.7.12,日,函館,1函A,4,,未勝利,芝,2600,B,6,稍(暫定),曇(暫定),16,11:20,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ミカレオス,牡,3,14,63.6, , 83,16,57,,,荻野琢真,(栗),河嶋宏樹,トーセンラー,"Kitten's Joy",,ニアークティック系,6,28,1函6,10,未勝利,芝,2600,良,,荻野,57.0,,16,380.2,15,2.5,13,14,15,14,14,37.68,36.2,9,ノリマル
1,,2,ダイナソーコー,牡,3,11,25.8, ,101,5,57,,*,鮫島克駿,(栗),藤岡健一,ハービンジャー,ゼンノロブロイ,ニアークティック系,ロイヤルチャージャー系,6,28,1函6,9,未勝利,芝,2600,良,,武豊,57.0,,9,39.9,7,1.6,11,11,11,8,7,37.50,35.9,3,ノリマル
2,,3,ラッキーシグネチャ,牝,3,8,13.2, ,100,6,55,,,北村友一,(栗),矢作芳人,キズナ,Reset,,ロイヤルチャージャー系,6,21,3阪6,2,未勝利,芝,2400,稍,,北村,55.0,,11,91.5,6,1.0,4,7,7,10,4,37.07,37.4,7,バディ
2,,4,タケルフォーカス,牡,3,3,8.7, ,108,3,57,,*,古川吉洋,(栗),四位洋文,サトノダイヤモンド,キングカメハメハ,,ネイティヴダンサー系,6,20,3阪5,7,未勝利,芝,1800,稍,,岩田,57.0,,6,13.6,5,0.7,7,,,6,4,36.60,34.8,6,メイショウショカツ
3,B,5,ウインブリザード,牡,3,7,12.0, , 97,8,54,▲,*,遠藤汰月,(美),深山雅史,ゴールドシップ,Pulpit,,ナスルーラ系,6,28,1函6,5,未勝利,芝,2600,良,,岩田,57.0,,8,24.1,10,2.0,9,11,11,12,11,37.59,36.0,5,ノリマル
3,,6,マジックファイヤー,牡,3,10,18.2, ,102,4,56,☆,*,舟山瑠泉,(美),浅利英明,キセキ,マンハッタンカフェ,,ロイヤルチャージャー系,6,28,1函6,4,未勝利,芝,2000,良,,丹内,57.0,,7,31.7,9,0.4,4,13,12,8,6,36.34,36.4,9,マテンロウオリジン
4,,7,ブリックアブラック,牡,3,13,35.7, , 88,14,55,◇,*,古川奈穂,(美),高木登,ブリックスアンドモルタル,ブラックタイド,,ロイヤルチャージャー系,6,28,1函6,2,未勝利,芝,2600,良,,横山,57.0,,12,93.5,13,2.4,10,16,15,14,13,37.68,36.1,7,ノリマル
4,,8,レジーナレガリア,牝,3,5,9.0, , 94,11,55,,,小沢大仁,(栗),石坂公一,レイデオロ,ダイワメジャー,,ロイヤルチャージャー系,6,21,1函4,18,未勝利,芝,1800,良,,小沢,55.0,,12,70.6,11,0.5,14,5,5,5,6,36.45,35.9,9,ベアサナエチャン
5,B,9,レフィノス,牡,3,15,65.4, , 89,13,57,,*,横山琉人,(美),和田勇介,ジャスタウェイ,"High Chaparral",,ニアークティック系,6,13,3東3,7,未勝利,芝,2400,稍,B,大野,57.0,,16,209.3,17,2.0,15,9,10,11,11,37.37,36.1,15,ウインターブレス
5,,10,モヴシエラ,牡,3,6,10.4, , 93,12,54,▲,*,和田陽希,(栗),新谷功一,レイデオロ,Kendargent,,,6,13,1函1,17,未勝利,芝,2600,稍,,古川,55.0,◇,12,181.1,10,1.4,13,12,11,10,10,37.62,35.6,4,クオンタムスター
6,,11,アグアフレスカ,牝,3,9,18.1, , 99,7,54,☆,*,長浜鴻緒,(美),稲垣幸雄,ブリックスアンドモルタル,ゼンノロブロイ,,ロイヤルチャージャー系,6,14,3東4,7,未勝利,ダ,2100,稍,,荻野,55.0,,3,7.2,13,3.7,10,6,6,10,10,38.16,40.8,11,モデレートゲイル
6,,12,デイズインザサン,牝,3,16,71.4, , 84,15,52,▲,,大久保友,(美),小野次郎,シルバーステート,ダンスインザダーク,,ロイヤルチャージャー系,7,4,1函7,2,未勝利,芝,1800,良,,大久,52.0,▲,11,82.3,13,1.0,12,10,10,13,14,37.15,34.9,7,ニシノマルガリート
7,,13,ヴィラジョヴィス,牝,3,1,3.4, ,115,1,55,,*,丹内祐次,(栗),小栗実,ハービンジャー,ダイワメジャー,ニアークティック系,ロイヤルチャージャー系,6,28,1函6,4,未勝利,芝,2600,良,,小林,52.0,▲,6,9.8,2,0.2,8,1,1,1,1,36.81,36.8,15,ノリマル
7,,14,ダディーズソード,牡,3,2,8.6, , 97,8,57,,*,浜中俊,(栗),畑端省吾,フィエールマン,ダノンシャンティ,,ロイヤルチャージャー系,2,10,2京4,2,未勝利,芝,2400,良,,幸英,57.0,,10,42.7,7,0.6,6,14,14,14,10,37.30,36.3,1,パウンドフォーワン
8,,15,ハルノアメ,牡,3,4,9.0, ,112,2,53,★,,河原田菜,(美),上原博之,ダノンバラード,トーセンブライト,,ロイヤルチャージャー系,6,28,1函6,2,未勝利,芝,2000,良,,河原,53.0,★,4,11.3,5,0.1,3,13,12,12,6,36.47,35.8,2,マテンロウオリジン
8,,16,テンバコウクウ,牡,3,12,30.2, , 97,8,57,,*,斎藤新,(美),柄崎将寿,ハッピースプリント,スピルバーグ,,,6,13,1函1,3,未勝利,芝,2600,稍,,松岡,57.0,,11,157.5,9,1.4,8,7,8,9,8,37.53,35.9,7,クオンタムスター
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011005,2026.7.12,日,函館,1函A,5,,新馬,芝,1800,B,4,稍(暫定),曇(暫定),14,12:10,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ジオ,牡,2,5,11.6, ,  0,,55,,,丹内祐次,(美),宮田敬介,シスキン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,トルネードサンダー,牝,2,9,40.3, ,  0,,55,,,吉田隼人,(栗),安達昭夫,ヘンリーバローズ,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,リラカリス,牝,2,10,65.5, ,  0,,52,▲,,和田陽希,(栗),新谷功一,レイデオロ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,デアグランツ,牡,2,3,8.2, ,  0,,55,,,浜中俊,(美),鹿戸雄一,サトノダイヤモンド,Makfi,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,イッペイ,牡,2,1,1.7, ,  0,,55,,,武豊,(栗),松永幹夫,エフフォーリア,"Unusual Heat",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,アオイノリプー,牡,2,8,31.3, ,  0,,54,☆,,舟山瑠泉,(美),尾形和幸,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,アルデシンザン,牡,2,2,6.3, ,  0,,55,,,佐々木大,(美),矢野英一,レイデオロ,ローエングリン,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,ニーナラルゴ,牝,2,7,25.7, ,  0,,55,,,原田和真,(美),上原博之,Corniche,"Bay of Plenty",,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,トムクリオーザ,牡,2,6,13.6, ,  0,,55,,,横山武史,(栗),藤原英昭,エピファネイア,"Champs Elysees",,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,ブラッグス,牡,2,4,8.4, ,  0,,55,,,北村友一,(栗),平田修,ブリックスアンドモルタル,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011006,2026.7.12,日,函館,1函A,6,,未勝利,芝,1200,B,2,稍(暫定),曇(暫定),16,12:40,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ミルトメロディー,牝,3,5,14.5, ,110,2,51,★,,河原田菜,(美),青木孝文,インディチャンプ,アイルハヴアナザー,,ネイティヴダンサー系,6,20,1函3,連,未勝利,芝,1200,良,,河原,51.0,★,6,20.7,4,0.3,1,,,3,3,33.40,35.5,10,グランフィエルテ
1,,2,サトノフレイ,牡,3,3,5.3, ,110,2,57,,*,北村友一,(栗),友道康夫,サートゥルナーリア,"Closing Argument",,マンノウォー系,6,14,1函2,4,未勝利,ダ,1700,良,,小林,54.0,▲,2,3.8,6,1.3,4,3,3,2,2,36.33,40.2,10,ストロングボーイ
2,,3,ミレニアルピンク,牝,3,7,18.7, ,100,6,55,,,斎藤新,(栗),安田翔伍,ラブリーデイ,ディープインパクト,,ロイヤルチャージャー系,6,21,1函4,21,未勝利・牝,芝,1200,良,,斎藤,55.0,,10,58.7,6,0.6,2,,,6,6,33.60,35.3,6,ファインコンダクト
2,,4,ビップジョワ,牝,3,15,84.3, , 80,16,52,▲,*,遠藤汰月,(美),高柳瑞樹,サトノダイヤモンド,ファスリエフ,,ニアークティック系,6,28,1函6,2,未勝利,芝,2000,良,,小林,52.0,▲,15,130.2,16,4.5,16,2,2,6,16,36.30,40.6,15,マテンロウオリジン
3,,5,ドラリズム,牡,3,2,4.1, , 96,8,57,,*,武豊,(美),武藤善則,コパノリッキー,ネオユニヴァース,,ロイヤルチャージャー系,6,14,3東4,4,未勝利,芝,1400,良,,武藤,57.0,,7,16.3,13,0.9,5,,,10,10,36.23,34.2,11,レヴェランジェ
3,,6,ハナイロマヒナ,牝,3,9,34.5, , 96,8,54,☆,*,長浜鴻緒,(栗),高橋亮,ロゴタイプ,トビーズコーナー,,その他のエクリプス系,6,28,1函6,2,未勝利,ダ,1000,稍,,北村,55.0,,6,29.0,7,1.8,7,,,9,9,36.60,36.0,5,イングラム
4,,7,フォークスアップ,牡,3,8,32.6, , 93,11,57,,*,横山和生,(美),勢司和浩,タワーオブロンドン,Shamardal,,ニアークティック系,6,27,1函5,9,未勝利,芝,1200,重,,古川,57.0,,16,204.5,7,0.7,4,,,16,15,35.70,34.2,1,スイープセレニティ
4,,8,フォルストランキル,牝,3,4,8.0, ,106,4,55,,*,小沢大仁,(栗),池江泰寿,キタサンブラック,Kendargent,,,6,21,3阪6,11,未勝利・牝,芝,1600,稍,,松山,55.0,,2,4.8,15,2.5,3,,,2,2,35.22,37.9,16,スマートティアナ
5,,9,ワイドアルバ,牡,3,14,80.3, , 93,11,57,,*,川又賢治,(栗),藤野健太,タワーオブロンドン,"Street Cry",,ネイティヴダンサー系,6,21,1函4,連,未勝利,ダ,1000,良,B,古川,57.0,,8,76.0,10,1.7,3,,,8,8,35.70,37.1,7,コウユーネロガ
5,,10,ネオシューマン,セ,3,10,46.7, , 96,8,56,☆,*,舟山瑠泉,(美),鈴木伸尋,オルフェーヴル,ゼンノロブロイ,,ロイヤルチャージャー系,5,3,2東4,3,未勝利,ダ,1400,稍,,団野,57.0,,7,26.2,14,3.6,9,,,4,3,36.53,40.5,14,レピュニット
6,,11,ソルトバーン,牝,3,13,67.7, , 85,15,53,◇,*,古川奈穂,(美),和田雄二,ノーブルミッション,"Mizzen Mast",,ナスルーラ系,6,20,1函3,16,未勝利・牝,ダ,1700,良,,河原,51.0,★,14,442.5,11,2.7,14,9,9,9,10,37.64,40.4,11,コイタマチャン
6,,12,マティンデ,牝,3,6,16.0, ,106,4,55,,*,丹内祐次,(栗),清水久詞,ビッグアーサー,ステイゴールド,,ロイヤルチャージャー系,6,21,3阪6,17,未勝利,芝,1400,稍,,吉村,55.0,,5,11.2,6,1.0,2,,,3,2,34.20,36.2,12,ルージュスプリヤ
7,,13,ハネマン,牝,3,12,56.6, , 93,11,55,,,原田和真,(美),伊坂重信,ファインニードル,ハービンジャー,,ニアークティック系,4,25,2東1,11,未勝利,芝,1400,良,,原田,55.0,,14,257.1,8,1.0,8,,,10,12,35.93,34.4,7,リラ
