レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010101,2026.4.11,土,福島,1福1,1,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),15,09:45,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,2,ダノンルミエール,牝,3,2,3.3, ,113,2,55,,*,吉田隼人,(美),久保田貴,ダノンスマッシュ,ダイワメジャー,,ロイヤルチャージャー系,9,28,4中9,3,未勝利*,芝,1200,良,,三浦,55.0,,1,2.0,5,0.5,2,,,6,5,35.00,34.2,4,トラスコンガーデン
2,,3,エクスペクタント,牡,3,14,39.7, , 92,5,54,▲,*,和田陽希,(栗),西園翔太,ミッキーアイル,"Mr. Greeley",,ネイティヴダンサー系,11,8,3福1,12,未勝利*,ダ,1700,良,,西塚,55.0,☆,9,41.2,13,3.9,11,13,13,14,12,38.18,40.4,13,アトモス
2,,4,ブルーエ,牝,3,8,26.4, , 93,3,55,,*,杉原誠人,(美),田村康仁,トーセンレーヴ,Galileo,,ニアークティック系,10,11,4東3,3,未勝利・牝*,芝,1600,良,,原優,55.0,,6,26.2,7,0.8,3,,,6,5,37.14,34.8,6,ルージュブリッツ
3,,5,アイリーノリチャン,牝,3,6,18.2, ,  0,,55,,,丹内祐次,(美),尾形和幸,ロードカナロア,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,デンプシー,牡,3,1,2.5, ,115,1,55,△,,舟山瑠泉,(美),上原佑紀,ビッグアーサー,マルカシェンク,,ロイヤルチャージャー系,3,15,1名2,33,未勝利,芝,1400,良,,舟山,54.0,▲,6,18.8,3,0.3,18,,,2,2,34.35,35.6,10,タイキプレジール
4,,7,チェリーブルーム,牝,3,12,34.2, , 85,9,52,▲,*,遠藤汰月,(美),蛯名利弘,ミスターメロディ,サクラバクシンオー,,ナスルーラ系,1,4,1中1,16,未勝利,芝,1600,良,,石田,52.0,▲,15,240.2,13,1.5,12,,13,15,15,36.36,35.4,6,タイセイアストロ
4,,8,ティスマイル,牝,3,15,41.0, , 92,5,55,,*,黛弘人,(美),伊藤圭三,ウインブライト,スターリングローズ,,ネイティヴダンサー系,1,4,1中1,初,新馬,ダ,1200,稍,,丹内,55.0,,8,29.5,14,3.7,9,,,13,12,37.20,39.7,11,エアサロメ
5,,9,カゼノオモイデ,牝,3,16,54.8, ,  0,,55,,,丸山元気,(美),佐藤吉勝,イスラボニータ,アドマイヤムーン,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,10,サプーズ,牝,3,3,12.5, , 91,7,52,▲,*,石田拓郎,(美),伊藤大士,サトノダイヤモンド,Flatter,,ナスルーラ系,1,12,1中5,3,未勝利・牝,ダ,1800,良,,原優,55.0,,7,25.4,16,5.5,15,4,4,7,10,39.15,43.9,16,ホールドザデイ
6,,11,サンタクローチェ,牝,3,7,23.4, , 93,3,55,,*,国分恭介,(栗),西村真幸,フィレンツェファイア,フレンチデピュティ,,ニアークティック系,12,6,5名1,7,未勝利・牝*,ダ,1400,良,,城戸,55.0,,9,27.5,16,2.7,12,,,1,1,36.08,41.4,16,ダンシングドール
6,,12,スリジェダムール,牝,3,13,35.5, ,  0,,55,,,富田暁,(栗),藤野健太,シルバーステート,Kingmambo,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,セレブトーチ,牝,3,5,17.8, , 90,8,55,,*,中井裕二,(栗),坂口智康,ダノンスマッシュ,"Sea The Stars",,ニアークティック系,1,4,1京1,18,未勝利,ダ,1400,良,,西村,55.0,,12,90.4,16,4.8,12,,,1,3,36.30,43.0,16,ハードシングス
7,,14,グロリアスニケ,牝,3,9,27.8, ,  0,,55,,,松若風馬,(栗),千田輝彦,グロリアスノア,ファルブラヴ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,チョコブラウニー,牝,3,11,32.4, ,  0,,53,◇,,永島まな,(美),天間昭一,イスラボニータ,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,アーリマックス,牝,3,4,13.7, ,  0,,52,▲,,石神深道,(美),清水英克,モズアスコット,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010103,2026.4.11,土,福島,1福1,3,,未勝利,芝,1800,A,4,良(暫定),曇(暫定),16,10:45,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,レーザーキック,牝,3,7,17.7, , 89,6,52,▲,,小林美駒,(美),竹内正洋,レイデオロ,Camelot,,,12,13,5中3,初,新馬,芝,1800,良,,小林,52.0,▲,13,123.0,8,0.9,2,2,4,3,3,37.10,35.2,9,ベンヴェヌータ
1,,2,エコロディアン,牝,3,2,5.0, ,  0,,55,,,斎藤新,(栗),牧浦充徳,シスキン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,グレープレモネード,牝,3,16,49.8, ,  0,,55,,,松岡正海,(美),本間忍,アルアイン,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ゴールドアベニュー,牝,3,12,29.9, ,  0,,55,,,富田暁,(栗),宮地貴稔,ゴールドシップ,ダノンシャンティ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,サフランルージュ,牝,3,15,35.7, ,  0,,55,,,野中悠太,(美),室井潔,ワールドプレミア,グラスワンダー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ヴェロシオン,牝,3,14,31.0, ,  0,,55,,,高倉稜,(栗),武英智,マクフィ,アグネスタキオン,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ピアス,牝,3,3,6.5, ,107,2,55,,,丸山元気,(美),森一誠,キセキ,"Richly Blended",,ネイティヴダンサー系,3,14,1名1,8,未勝利,芝,2000,良,,丸山,55.0,,9,24.4,5,0.7,7,2,2,2,2,36.60,35.7,13,ミッキージャンプ
4,,8,クシマトゥルー,牝,3,8,18.3, , 95,5,53,△,,長浜鴻緒,(美),矢嶋大樹,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,12,13,5中3,8,未勝利*,芝,1600,良,,長浜,53.0,△,10,93.3,6,1.0,10,,4,8,8,35.88,35.0,4,バルボアパーク
5,,9,スワトウ,牝,3,9,20.8, , 99,4,55,,*,松若風馬,(栗),牧田和弥,アルアイン,"Empire Maker",,ネイティヴダンサー系,12,6,5阪1,15,未勝利・牝*,芝,1600,良,,田口,55.0,,9,27.8,11,1.6,6,,,11,9,36.42,34.5,12,グランドオーパス
5,,10,ファストフォワード,牝,3,4,7.9, ,109,1,55,,,小崎綾也,(栗),小林真也,ハービンジャー,"Get Stormy",ニアークティック系,,3,14,1名1,6,未勝利・牝,ダ,1800,良,,小崎,55.0,,3,5.8,5,1.6,2,3,3,3,3,38.30,40.0,6,ヴェールミューズ
6,,11,ハヤブサブロー,牝,3,5,8.6, ,104,3,55,,,吉田隼人,(栗),高橋義忠,ハービンジャー,ゼンノロブロイ,ニアークティック系,ロイヤルチャージャー系,3,15,1名2,初,未勝利・牝,芝,1600,良,,吉田,55.0,,7,37.8,5,0.5,13,,12,11,11,36.66,34.3,3,スリラーナイト
6,,12,ヴィーラー,牝,3,10,28.3, ,  0,,55,,,黛弘人,(栗),矢作芳人,コントレイル,"Easing Along",,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,ノクスカンパーナ,牝,3,6,14.9, , 88,7,55,,*,田口貫太,(栗),吉岡辰弥,サートゥルナーリア,シンボリクリスエス,,ロイヤルチャージャー系,12,7,5阪2,4,未勝利*,芝,1400,良,,吉村,54.0,☆,13,133.9,17,2.8,13,,,15,16,35.40,35.8,15,メイクワンズデイ
7,,14,ノヴェルピアーチェ,牝,3,11,29.3, ,  0,,53,△,,舟山瑠泉,(美),古賀慎明,ディーマジェスティ,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ディアデムドール,牝,3,1,4.6, ,  0,,51,★,,河原田菜,(栗),今野貞一,サートゥルナーリア,オルフェーヴル,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,オーマイラッキーン,牝,3,13,30.4, ,  0,,55,,,国分恭介,(栗),高橋康之,マテラスカイ,マンハッタンカフェ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010104,2026.4.11,土,福島,1福1,4,,未勝利,ダート,1150,,2,良(暫定),曇(暫定),16,11:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ウィゾマニア,牡,3,16,61.8, ,  0,,53,★,,河原田菜,(美),青木孝文,クリソベリル,"Street Cry",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,シルバーアックス,牡,3,8,19.9, ,102,6,57,,*,松岡正海,(美),村田一誠,シスキン,ディープインパクト,,ロイヤルチャージャー系,2,7,1東3,初,未勝利,ダ,1300,良,,横山,57.0,,3,5.8,13,2.4,12,,,4,4,36.86,39.7,13,ジャスフォール
2,,3,エコロアビス,牝,3,4,9.7, ,102,6,55,,*,斎藤新,(栗),牧浦充徳,ロジャーバローズ,ブライアンズタイム,,ロイヤルチャージャー系,2,8,1小6,2,未勝利・牝,芝,1200,良,,田山,52.0,▲,4,8.3,10,1.0,1,,,3,4,34.00,35.9,15,シェーロドラート
2,,4,シェイプオブユー,牝,3,6,12.3, ,110,4,55,,,川又賢治,(栗),吉村圭司,タワーオブロンドン,"Broken Vow",,ネイティヴダンサー系,11,24,3福6,5,未勝利*,ダ,1150,良,,川又,55.0,,5,16.4,5,1.5,10,,,2,2,34.69,39.0,12,ルクスレイモンド
3,B,5,メイショウテンジン,牡,3,3,5.9, ,118,2,57,,,丹内祐次,(栗),高橋亮,フォーウィールドライブ,ハーツクライ,,ロイヤルチャージャー系,3,22,1阪A,3,未勝利,ダ,1200,良,B,丹内,57.0,,1,3.7,4,0.4,2,,,2,1,36.30,37.0,5,ヴォンドゥ
3,,6,モズタイシソウシ,牡,3,1,4.2, ,112,3,54,▲,,和田陽希,(栗),平田修,モズアスコット,"Raven's Pass",,ネイティヴダンサー系,3,14,1名1,3,未勝利,ダ,1200,良,,和田,54.0,▲,1,2.5,5,0.8,1,,,4,4,36.10,37.9,6,ゴーゴーパンチ
4,,7,ヒューザー,牡,3,15,43.8, , 87,12,54,▲,*,森田誠也,(栗),小林真也,ヘニーヒューズ,アイルハヴアナザー,,ネイティヴダンサー系,1,12,1京5,18,未勝利,芝,1400,良,,川端,54.0,▲,18,415.1,18,3.3,18,,,5,9,35.18,38.6,17,ケールハイム
4,,8,マクタン,牡,3,13,28.8, , 86,13,57,,,杉原誠人,(美),栗田徹,ロードカナロア,Sakhee,,ナスルーラ系,12,21,5中6,初,新馬,芝,1600,重,,杉原,56.0,,10,61.5,16,7.5,11,,15,16,16,37.44,40.2,15,ロデオドライブ
5,B,9,ディースカウ,牡,3,5,9.8, ,106,5,54,▲,*,小林美駒,(栗),須貝尚介,エピファネイア,"Danehill Dancer",,ニアークティック系,1,31,2京1,初,新馬,芝,2000,良,,岩田,57.0,,5,7.8,8,1.3,2,1,1,1,1,37.93,36.2,14,バリオス
5,,10,ジュニアスウィート,牝,3,11,26.8, , 93,10,53,△,*,舟山瑠泉,(美),小手川準,マジェスティックウォリアー,ハーツクライ,,ロイヤルチャージャー系,1,24,1中8,6,未勝利・牝,ダ,1200,良,,原優,55.0,,8,66.2,12,2.6,9,,,14,14,36.50,39.3,11,ムーンブランシュ
6,,11,ブラックゲイル,牡,3,14,29.4, , 84,14,55,◇,*,今村聖奈,(美),加藤和宏,カレンブラックヒル,サウスヴィグラス,,ネイティヴダンサー系,1,12,1中5,初,新馬,ダ,1200,良,,水沼,54.0,▲,14,113.8,15,3.8,6,,,12,14,37.70,40.0,14,スローモーション
6,,12,アッチョンブリケ,牝,3,10,25.8, ,100,8,55,,*,松若風馬,(栗),小椋研介,マテラスカイ,ウォーエンブレム,,ネイティヴダンサー系,1,24,1小1,8,未勝利,ダ,1000,良,,斎藤,55.0,,8,79.9,8,1.9,11,,,2,2,35.10,37.9,13,カッタッパ
7,,13,ベルゼビュート,牡,3,7,19.4, ,  0,,57,,,菊沢一樹,(美),高木登,オーヴァルエース,フジキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,スマートイデアル,牝,3,12,26.8, , 96,9,52,▲,*,石田拓郎,(栗),角田晃一,イスラボニータ,ロードカナロア,,,2,14,1小7,3,未勝利,ダ,1000,良,,石神,52.0,▲,7,14.3,10,1.3,5,,,6,7,34.95,37.4,12,ミヤフロント
8,,15,クロカミジョウ,牝,3,2,5.2, ,121,1,55,,*,国分恭介,(栗),岡田稲男,ジャスタウェイ,エスポワールシチー,,,3,21,1名3,3,未勝利・牝,ダ,1200,良,,田山,52.0,▲,1,2.4,2,0.6,2,,,5,4,35.90,37.9,5,ヴェルジーネ
8,B,16,セイウンヤオヨロズ,牡,3,9,21.0, , 90,11,57,,,野中悠太,(美),上原博之,セイウンコウセイ,Congrats,,ナスルーラ系,1,24,1小1,6,未勝利,芝,1800,良,,野中,57.0,,14,477.5,13,2.2,13,3,4,5,7,36.05,36.2,13,アルヴァンドルード
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010105,2026.4.11,土,福島,1福1,5,,未勝利,芝,2000,A,4,良(暫定),曇(暫定),16,12:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,メイショウハンター,牡,3,3,6.8, ,103,5,57,,*,横山琉人,(栗),長谷川浩,インディチャンプ,シニスターミニスター,,ナスルーラ系,3,22,1名4,初,未勝利,芝,2000,良,,浜中,57.0,,8,33.4,5,0.8,8,15,15,15,12,36.81,35.2,3,ロザーンジュ
1,,2,オービタルピリオド,牡,3,5,7.4, ,114,2,57,,,石川裕紀,(美),奥村武,キタサンブラック,ローエングリン,,ニアークティック系,1,4,1中1,初,新馬,芝,2000,良,,石川,57.0,,2,4.6,7,0.3,1,12,13,13,12,38.44,34.6,1,トップオブザライン
2,,3,アラムシャピラス,牡,3,1,3.0, ,131,1,57,,*,丹内祐次,(栗),池江泰寿,シスキン,ディープインパクト,,ロイヤルチャージャー系,3,21,1名3,13,未勝利,芝,2000,良,,川田,57.0,,1,1.1,2,0.1,1,3,3,3,3,37.41,34.2,1,エイシンウィスパー
2,,4,オートカリテ,牝,3,9,34.8, ,103,5,55,,*,富田暁,(美),牧光二,コントレイル,"Quality Road",,ネイティヴダンサー系,12,20,5中5,初,新馬,芝,2000,良,,木幡,55.0,,13,143.1,7,1.6,16,12,12,10,9,37.41,36.1,7,プラウディッツ
3,,5,サンタカタリナ,牝,3,14,58.2, ,  0,,52,▲,,和田陽希,(栗),杉山晴紀,スワーヴリチャード,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,マイネルリーヒム,牡,3,6,12.7, ,112,3,54,▲,*,石神深道,(美),武市康男,ゴールドシップ,ロージズインメイ,,ロイヤルチャージャー系,3,15,2中6,4,未勝利,芝,2000,良,,団野,57.0,,4,19.8,4,0.9,5,1,1,1,1,36.47,36.1,11,ダノンファンスター
4,B,7,ワイルドカイザー,牡,3,8,27.0, ,  0,,55,△,,長浜鴻緒,(美),矢嶋大樹,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,ブランニューホーム,牡,3,10,35.5, , 92,8,54,▲,*,遠藤汰月,(美),深山雅史,フィエールマン,ストーミングホーム,,ネイティヴダンサー系,2,1,2京2,6,未勝利,芝,2000,良,,佐々,57.0,,9,175.6,10,1.7,4,10,10,10,13,37.67,35.9,8,メイショウテンク
5,,9,オグナ,牡,3,12,45.6, , 86,10,57,,*,田口貫太,(栗),鈴木孝志,ゴールドシップ,Tapit,,ナスルーラ系,9,27,4阪8,初,新馬,芝,2000,良,,和田,55.0,,10,112.4,10,2.8,9,7,8,8,9,37.07,37.8,10,フリーガー
5,,10,ブーケ,牝,3,11,41.6, ,  0,,55,,,松若風馬,(栗),杉山晴紀,エピファネイア,Galileo,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,フライングビーナス,牝,3,7,15.4, ,  0,,53,△,,舟山瑠泉,(美),田中博康,エピファネイア,Mineshaft,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ルシアージュ,牝,3,2,6.6, ,110,4,55,,*,丸山元気,(美),高柳瑞樹,コントレイル,エイシンフラッシュ,,,1,4,1中1,初,新馬,芝,2000,良,,内田,55.0,,8,18.1,6,0.3,10,6,6,5,5,38.14,35.3,5,トップオブザライン
7,,13,ウインスターリング,牡,3,4,7.0, ,102,7,57,,,松岡正海,(美),畠山吉宏,シルバーステート,アドマイヤコジーン,,ナスルーラ系,10,26,4東9,初,新馬,芝,1800,稍,,松岡,56.0,,5,10.6,12,1.8,6,,1,1,2,37.60,36.2,15,ヴァリスマリネリス
7,,14,クライングナウ,牡,3,13,54.4, ,  0,,57,,,斎藤新,(美),斎藤誠,サトノダイヤモンド,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ナカラギ,牝,3,16,78.5, , 84,11,55,,*,国分恭介,(栗),緒方努,ポエティックフレア,スクリーンヒーロー,,ロイヤルチャージャー系,1,25,1京9,初,新馬,芝,1600,良,,鮫島,55.0,,16,132.2,17,2.7,7,,,18,18,37.68,35.8,13,ペイジャー
8,,16,ダイビングキャッチ,セ,3,15,70.3, , 90,9,54,▲,*,大久保友,(美),田中剛,ブリックスアンドモルタル,ヴィクトワールピサ,,ロイヤルチャージャー系,1,4,1中1,初,新馬,芝,2000,良,,菅原,57.0,,11,33.2,17,5.7,6,17,17,17,17,39.13,38.4,17,トップオブザライン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026041103010106,2026.4.11,土,福島,1福1,6,,未勝利,芝,2600,A,6,良(暫定),曇(暫定),16,12:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,メイショウシュハリ,牝,3,8,16.4, , 97,5,53,◇,*,永島まな,(栗),庄野靖志,ルーラーシップ,ゼンノロブロイ,ネイティヴダンサー系,ロイヤルチャージャー系,3,1,1小C,4,未勝利・牝,芝,2000,良,,加藤,55.0,,12,130.7,8,0.8,7,12,12,1,1,37.29,37.3,14,アストリル
2,,2,フォーチュンローズ,牝,3,2,5.0, ,106,2,55,,*,荻野極,(美),上原佑紀,ハービンジャー,タニノギムレット,ニアークティック系,ロイヤルチャージャー系,1,24,1中8,2,未勝利,芝,2200,良,,津村,55.0,,4,11.9,8,0.9,2,6,6,4,5,36.11,36.6,13,ミッキーファルコン
