レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040801,2026.9.26,土,中山,4中8,1,,未勝利,ダート,1200,,2,良(暫定),曇(暫定),16,09:45,,馬齢,２歳
7,,11,ハクタカ,牡,2,9,36.5, , 86,11,55,,*,内田博幸,(美),和田雄二,イスラボニータ,クロフネ,,ニアークティック系,7,12,2福6,初,新馬,芝,1800,稍,,柴田,55.0,,14,188.5,16,6.5,15,10,10,10,12,37.80,40.8,16,リサナウト
8,,12,アーバーバイティ,牡,2,2,4.7, ,109,2,55,,,嶋田純次,(美),武市康男,フォーウィールドライブ,ディスクリートキャット,,,9,12,4中3,初,新馬,ダ,1200,不,,嶋田,55.0,,4,16.5,3,0.8,10,,,2,2,35.30,37.4,6,ナイトパイロット
8,,13,ファイアリーボルト,牡,2,7,19.3, , 90,8,55,,,菊沢一樹,(美),石栗龍彦,ディスクリートキャット,パイロ,,ナスルーラ系,9,12,4中3,初,新馬,ダ,1200,不,,菊沢,55.0,,10,50.6,9,1.6,5,,,10,10,36.70,36.8,2,ナイトパイロット
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040802,2026.9.26,土,中山,4中8,2,,未勝利,芝,1600,C,3,良(暫定),曇(暫定),16,10:15,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブラックナザレ,牡,2,11,83.9, , 92,10,55,,,小崎綾也,(美),佐藤吉勝,キセキ,マツリダゴッホ,,ロイヤルチャージャー系,6,27,2福1,初,新馬,芝,1200,良,,小崎,55.0,,8,73.6,9,1.6,5,,,9,9,36.00,34.9,3,アンムート
2,,2,マルスフィス,牡,2,8,37.0, , 97,9,55,,,岩田康誠,(美),斎藤誠,アドマイヤマーズ,キズナ,,,8,1,2新3,初,新馬,芝,1400,良,,岩田,55.0,,10,45.6,13,2.2,15,,,13,13,36.45,35.2,7,ボーデコール
3,,3,ニーナラルゴ,牝,2,3,5.5, ,115,3,55,,,原田和真,(美),上原博之,Corniche,"Bay of Plenty",,,8,1,1札3,3,未勝利*,芝,1800,稍,,原田,55.0,,3,3.6,2,0.1,6,2,3,4,4,37.10,36.0,2,ジオ
4,,4,タッカーヴィーチェ,牝,2,7,32.5, ,107,5,55,,,丸山元気,(美),田島俊明,サートゥルナーリア,シンボリクリスエス,,ロイヤルチャージャー系,9,6,4中2,初,新馬,芝,1600,稍,,丸山,55.0,,6,20.0,5,1.7,3,,14,12,12,37.92,35.3,3,アイムオンアロール
5,,5,オシゴリ,牝,2,10,59.8, , 90,11,55,,,内田博幸,(美),深山雅史,ロジャーバローズ,キングカメハメハ,,ネイティヴダンサー系,9,6,4中2,初,新馬,芝,1600,稍,,内田,55.0,,14,219.2,12,2.7,9,,11,10,10,37.86,36.4,10,アイムオンアロール
5,,6,リオンパリス,牡,2,12,97.6, , 90,11,55,,,木幡巧也,(美),清水英克,リオンディーズ,"Aussie Rules",,ニアークティック系,9,12,4中3,初,新馬,芝,1600,重,,木幡,55.0,,10,102.2,10,2.2,8,,4,4,5,38.40,36.8,10,サトノハクマイ
6,,7,サムワンユーラヴド,牝,2,5,9.1, ,103,7,53,◇,,小林美駒,(美),大和田成,ダノンキングリー,Minardi,,ニアークティック系,9,12,4中3,初,新馬,芝,1600,重,,小林,53.0,◇,9,52.9,3,0.4,6,,4,4,5,38.40,35.0,5,サトノハクマイ
6,,8,ウィルステート,牡,2,4,6.5, ,113,4,55,,*,ルメール,(美),黒岩陽一,シルバーステート,ジャスタウェイ,,,8,1,2新3,初,新馬,芝,1400,良,,石川,55.0,,2,4.6,4,1.0,7,,,7,7,35.70,35.0,4,ボーデコール
7,,9,エコロテラ,牡,2,6,24.2, , 98,8,55,,,菊沢一樹,(美),菊沢隆徳,ジャンダルム,ルーラーシップ,ロイヤルチャージャー系,ネイティヴダンサー系,8,2,2新4,3,未勝利*,芝,1600,良,,菊沢,55.0,,7,15.7,6,0.7,8,,,9,9,36.72,33.8,3,ノドゥス
7,,10,ヴェントリナ,牝,2,2,5.1, ,119,2,55,,,津村明秀,(美),相沢郁,ゴールドシップ,ノヴェリスト,,その他のエクリプス系,8,2,2新4,8,未勝利*,芝,1600,良,,津村,55.0,,2,4.4,2,0.2,3,,,1,1,36.12,34.3,10,ノドゥス
8,,11,ハンサム,牡,2,1,2.2, ,120,1,55,,*,丹内祐次,(栗),清水久詞,リオンディーズ,タイキシャトル,,ロイヤルチャージャー系,9,6,4中2,初,新馬,芝,1600,稍,,津村,55.0,,2,4.9,3,0.3,2,,3,3,3,37.08,35.3,3,アイムオンアロール
8,,12,リキマル,牡,2,9,41.9, ,104,6,55,,*,原優介,(美),青木孝文,シュヴァルグラン,"Grand Slam",,ネイティヴダンサー系,8,16,2新8,初,新馬,芝,1600,良,,藤懸,55.0,,8,49.6,9,1.7,12,,,2,2,36.42,35.3,12,トップレイアー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040803,2026.9.26,土,中山,4中8,3,,新馬,ダート,1800,,4,良(暫定),曇(暫定),16,10:45,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ロイヤルグルーヴ,牝,2,2,7.3, ,  0,,53,◇,,小林美駒,(美),柄崎将寿,サンダースノー,フレンチデピュティ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,ドナミモザ,牝,2,11,23.8, ,  0,,54,☆,,長浜鴻緒,(美),武市康男,サンダースノー,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,モルスリール,牡,2,1,3.3, ,  0,,55,,,戸崎圭太,(美),高木登,ニューイヤーズデイ,ゴールドアリュール,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,コパノキラキラ,牡,2,9,17.6, ,  0,,55,,,柴田大知,(美),上原博之,ルヴァンスレーヴ,ゴールドアリュール,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,プラチナリーフ,牡,2,3,7.9, ,  0,,55,,,ルメール,(美),林徹,クリソベリル,ヘニーヒューズ,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ブリッド,牡,2,14,37.6, ,  0,,55,,,横山琉人,(美),和田勇介,マインドユアビスケッツ,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,スパーキー,牡,2,13,32.7, ,  0,,55,,,杉原誠人,(美),加藤士津,コパノリッキー,エスケンデレヤ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,ブルーサンタ,牡,2,4,9.7, ,  0,,55,,,ミシェル,(美),斎藤誠,ダノンレジェンド,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,ツイストマインド,牡,2,6,11.3, ,  0,,55,,,内田博幸,(美),古賀慎明,マインドユアビスケッツ,ゼンノロブロイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,セイトゥゴールド,牡,2,16,106.0, ,  0,,55,,,原田和真,(美),古賀大生,サリオス,Dubawi,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,オレガイチバンイイ,牡,2,8,17.4, ,  0,,55,,,原優介,(美),鈴木慎太,ビッグアーサー,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,ゼットターム,牡,2,12,24.6, ,  0,,55,,,武藤雅,(美),林徹,ニューイヤーズデイ,ヘニーヒューズ,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,13,ボスヒッツ,セ,2,7,13.8, ,  0,,55,,,江田照男,(美),加藤征弘,シニスターミニスター,ゴールドアリュール,ナスルーラ系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,アイビーナツユメ,牝,2,15,50.7, ,  0,,55,,,木幡巧也,(美),牧光二,Mendelssohn,"Roman Ruler",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,ジェイエルバージ,牡,2,5,10.0, ,  0,,55,,,田辺裕信,(美),伊坂重信,デクラレーションオブウォー,ヨハネスブルグ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,ココル,牝,2,10,20.7, ,  0,,55,,,横山和生,(美),村田一誠,ホッコータルマエ,エピファネイア,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040804,2026.9.26,土,中山,4中8,4,清秋ジャンプＳ,ｵｰﾌﾟﾝ,障害,3210,C,,良(暫定),曇(暫定),14,11:20,,別定,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,プラチナトレジャー,牡,8,4,5.3, ,124,1,60,,,伴啓太,(美),高木登,キングカメハメハ,クロフネ,ネイティヴダンサー系,ニアークティック系,11,15,5東3,6,秋陽ジャ,障芝,3110,良,,伴啓,59.0,,4,5.3,1,-0.7,9,7,6,7,3,,13.3,,(スズカハービン)
2,,2,メイショウソムリエ,セ,5,2,3.7, ,113,4,60,,,大江原圭,(美),蛯名正義,サトノダイヤモンド,"Storm Cat",,ニアークティック系,6,13,3東3,9,東京ジャJG3,障芝,3110,稍,,大江,60.0,,4,12.7,8,3.1,6,6,6,7,6,,13.2,,スズカハービン
3,B,3,ネビーイーム,牡,8,1,3.2, ,123,2,61,,,小牧加矢,(栗),中竹和也,キズナ,Singspiel,,ニアークティック系,5,16,3京7,4,京都ハイJG2,障芝,3930,良,B,小牧,60.0,,1,1.7,4,1.4,4,6,6,4,4,,14.0,,シホノスペランツァ
4,,4,トゥラッタッタ,牡,5,5,6.1, ,117,3,59,,,五十嵐雄,(美),新開幸一,デクラレーションオブウォー,ハーツクライ,,ロイヤルチャージャー系,7,11,2福5,7,障害・オープ,障芝,3380,良,,五十,60.0,,1,2.0,2,0.7,2,3,2,2,2,,13.3,,シャンデルナゴル
5,,5,コレクテイニア,牡,6,3,4.1, ,110,5,59,,*,上野翔,(美),戸田博文,Collected,"Kitten's Joy",,ニアークティック系,6,13,3東3,5,東京ジャJG3,障芝,3110,稍,,草野,60.0,,6,23.0,4,0.9,3,8,8,4,4,,13.1,,スズカハービン
6,,6,アクロスザリバー,牡,4,6,11.5, , 85,6,59,,,坂口智康,(美),蛯名利弘,カリフォルニアクローム,ウォーエンブレム,,ネイティヴダンサー系,9,5,4中1,9,障害・オープ,障ダ,3200,稍,,坂口,58.0,△,8,44.9,7,3.4,6,8,7,7,7,,13.8,,コンテナワールド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040805,2026.9.26,土,中山,4中8,5,,新馬,芝,1800,C,4,良(暫定),曇(暫定),14,12:10,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,レックスダミアーニ,牡,2,13,39.1, ,  0,,54,☆,,長浜鴻緒,(美),池上昌和,ハイランドリール,"Put It Back",,マンノウォー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,エバーラスティング,牝,2,3,7.1, ,  0,,53,◇,,小林美駒,(美),小笠倫弘,アドマイヤマーズ,ヴィクトワールピサ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ヴァイスリッター,牡,2,12,37.0, ,  0,,55,,,江田照男,(美),加藤征弘,マインドユアビスケッツ,ファルブラヴ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,フェイマスジャズ,牝,2,6,14.0, ,  0,,55,,,杉原誠人,(美),大和田成,シュヴァルグラン,ティンバーカントリー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,5,ニシノカチオトコ,牡,2,5,14.0, ,  0,,55,,,原田和真,(美),栗田徹,ベンバトル,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,6,ブンブクチャガマ,牝,2,4,13.6, ,  0,,55,,,嶋田純次,(美),手塚貴久,ヤングマンパワー,キングヘイロー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,7,スペーストラベラー,牡,2,11,37.0, ,  0,,55,,,菊沢一樹,(美),菊沢隆徳,アドマイヤマーズ,"Lizard Island",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,ブーケフォーミー,牝,2,7,20.4, ,  0,,55,,,横山琉人,(美),柄崎将寿,エフフォーリア,ヴィクトワールピサ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,9,ハナミヤビ,牝,2,10,34.3, ,  0,,55,,,木幡巧也,(美),勢司和浩,ベンバトル,オルフェーヴル,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,ペプチドデバイス,牡,2,2,6.1, ,  0,,55,,,横山武史,(栗),武英智,リアルスティール,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,ゾネンバーデン,牡,2,14,53.1, ,  0,,55,,,柴田大知,(美),岩戸孝樹,ウインブライト,クロフネ,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,ジャロロッソ,牡,2,1,2.1, ,  0,,55,,,ルメール,(美),上原佑紀,シルバーステート,"Uncle Mo",,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,13,サヴィッジブロウ,牡,2,8,23.1, ,  0,,55,,,原優介,(美),上原博之,Teofilo,Dubawi,ニアークティック系,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,シダモフレイバー,牡,2,9,25.6, ,  0,,55,,,戸崎圭太,(美),久保田貴,アドマイヤマーズ,ジャスタウェイ,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040806,2026.9.26,土,中山,4中8,6,,1勝,ダート,1800,,4,良(暫定),曇(暫定),16,12:40,牝,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ミアルーチェ,牝,3,3,3.8, , 95,5,51,◇,*,小林美駒,(美),加藤士津,ルーラーシップ,マリエンバード,ネイティヴダンサー系,ニアークティック系,6,14,3東4,6,１勝ｸﾗｽ,ダ,2100,稍,B,ゴン,53.0,,7,21.7,13,2.6,3,10,10,15,15,37.60,39.7,9,マッドゲイル
2,,2,ストーリーオブラブ,牝,3,1,2.6, ,115,1,53,,,江田照男,(美),小野次郎,マジェスティックウォリアー,チーフベアハート,,ニアークティック系,9,6,4中2,12,１勝ｸﾗｽ,ダ,1800,不,,江田,53.0,,9,29.7,2,0.2,8,1,1,1,1,37.20,38.0,2,メディチパワー
3,,3,ノーブルクラウド,牝,3,7,23.2, , 85,7,53,,*,原優介,(美),久保田貴,カレンブラックヒル,クロフネ,,ニアークティック系,8,2,2新4,3,五頭連峰･1勝,芝,1800,良,,吉田,53.0,,14,202.2,14,1.2,13,,,14,14,36.70,33.5,8,ファストフォワード
4,,4,サラサチャチャチャ,牝,3,2,3.6,>,108,2,53,,,丹内祐次,(美),田中剛,ダノンスマッシュ,"High Yield",,ニアークティック系,7,11,1函9,3,未勝利・牝,ダ,1700,重,,丹内,55.0,,4,6.0,1,-0.2,4,13,9,3,2,35.78,37.3,2,(タガノシルフィー)
5,,5,キューティリップ,牝,4,5,11.7, , 97,4,56,,,武藤雅,(美),戸田博文,リアルスティール,Mamool,,ニアークティック系,8,2,2新4,3,五頭連峰･1勝,芝,1800,良,,武藤,56.0,,11,53.8,8,0.5,14,,,10,10,36.45,33.3,2,ファストフォワード
6,,6,ベルフィーヌ,牝,5,6,17.0, , 95,5,56,,,丸田恭介,(美),堀内岳志,マインドユアビスケッツ,ハーツクライ,,ロイヤルチャージャー系,7,5,2福4,7,１勝ｸﾗｽ・牝,ダ,1700,良,,丸田,56.0,,11,71.7,12,3.4,8,14,13,11,11,36.93,40.7,11,ヴンダーバール
7,B,7,リュミナーズ,牝,4,4,6.4, ,107,3,55,☆,,長浜鴻緒,(美),堀内岳志,ルヴァンスレーヴ,エンパイアメーカー,,ネイティヴダンサー系,9,5,2札5,4,１勝ｸﾗｽ・牝,ダ,1700,稍,B,長浜,55.0,☆,7,26.4,4,0.5,1,13,10,7,6,37.58,37.0,3,ローゾフィア
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092606040807,2026.9.26,土,中山,4中8,7,,1勝,芝,2000,C,4,良(暫定),曇(暫定),18,13:10,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,マイバラード,牡,6,14,38.0, ,111,4,55,▲,,遠藤汰月,(美),松永康利,ダノンバラード,ロージズインメイ,,ロイヤルチャージャー系,8,29,2札3,2,１勝ｸﾗｽ,芝,1800,稍,,遠藤,55.0,▲,9,45.3,2,0.0,7,11,11,8,6,37.20,35.6,1,アイドクレース
1,,2,マイネルクオリア,牡,3,10,17.4,+,107,7,55,,*,丹内祐次,(美),武市康男,ベンバトル,アグネスデジタル,,ネイティヴダンサー系,5,3,2東4,3,プリンシ(L),芝,2000,良,,松岡,57.0,,12,44.7,10,1.1,6,,7,8,7,36.43,34.6,10,メイショウハチコウ
2,,3,サクラアドリア,牡,4,6,15.0, , 89,17,58,,*,田辺裕信,(美),尾関知人,イスラボニータ,マンハッタンカフェ,,ロイヤルチャージャー系,9,5,2札5,2,Ｆビレッ･1勝,芝,2000,稍,,古川,58.0,,11,49.8,11,0.8,2,13,13,13,13,38.31,35.7,1,ハルフロンティア
2,,4,ジンガー,牡,4,18,98.0, , 87,18,58,,,柴田大知,(美),粕谷昌央,スワーヴリチャード,アドマイヤムーン,,ネイティヴダンサー系,8,29,3新3,21,新発田城･1勝,ダ,1800,稍,,柴田,58.0,,15,312.3,14,4.1,14,5,5,8,9,37.95,40.9,15,ルーナディサングエ
3,,5,ベルウッドバイオ,牡,3,8,16.2, , 95,12,54,☆,*,長浜鴻緒,(美),高橋文雅,ダノンスマッシュ,ハーツクライ,,ロイヤルチャージャー系,8,16,2新8,11,１勝ｸﾗｽ,芝,2400,良,,吉田,55.0,,5,10.0,7,0.6,3,7,7,7,6,38.57,33.7,3,ジュンライデン
3,,6,ダノンファンスター,牡,3,1,2.3, ,119,1,55,,*,ルメール,(美),田中博康,キズナ,Adelaide,,,8,16,2新8,8,１勝ｸﾗｽ,芝,1800,良,,戸崎,55.0,,1,2.1,4,0.3,2,,,9,9,37.00,33.1,2,キシダンチョウ
4,,7,グランアルト,牡,3,9,16.4, ,107,7,55,,*,横山琉人,(美),斎藤誠,ワールドプレミア,"Shanghai Bobby",,,8,2,1札4,4,１勝ｸﾗｽ,芝,2600,良,,斎藤,55.0,,4,21.0,7,2.1,6,6,6,6,5,37.02,38.0,8,レイデラティエラ
4,,8,リアルショット,牡,4,16,70.8, , 90,15,58,,*,木幡巧也,(美),加藤征弘,リアルスティール,ファルブラヴ,,ニアークティック系,3,28,1名5,連,１勝ｸﾗｽ,芝,2000,良,,中井,58.0,,14,268.8,14,1.4,14,8,7,7,6,37.67,34.9,14,ダノンカゼルタ
5,,9,リーゼノアール,セ,6,15,55.4, , 91,13,58,,*,原優介,(美),清水英克,エピファネイア,アルデバラン2,,ネイティヴダンサー系,1,12,1中5,3,１勝ｸﾗｽ,芝,2000,良,B,丹内,58.0,,14,130.6,18,2.6,18,8,9,9,11,36.43,36.8,18,キャピタルリッチ
5,,10,ペプチドドリーム,牡,3,2,9.9, ,109,6,55,,*,野中悠太,(美),松尾卓哉,ヘンリーバローズ,キングカメハメハ,,ネイティヴダンサー系,9,5,4中1,7,古作特別･1勝,芝,1800,良,,横山,55.0,,1,3.0,15,2.0,5,2,2,3,3,36.55,36.4,15,スタニングヴュー
6,,11,ロスパレドネス,牡,3,4,13.0, , 96,10,55,,*,津村明秀,(美),木村哲也,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,7,19,2福8,45,１勝ｸﾗｽ,芝,1800,良,,坂井,55.0,,3,7.0,12,0.9,4,8,8,9,11,36.05,35.7,9,ピエナフェーヴル
6,,12,ルンベーラ,牝,3,11,22.1, ,112,3,53,,*,佐々木大,(美),菊川正達,ミッキーグローリー,タイキシャトル,,ロイヤルチャージャー系,9,5,4中1,5,古作特別･1勝,芝,1800,良,,木幡,53.0,,6,16.7,4,0.1,13,7,7,6,7,36.65,34.3,3,スタニングヴュー
7,,13,カテドラルクォーツ,牡,3,7,16.1,>, 90,15,55,,,岩田康誠,(美),菊沢隆徳,ブリックスアンドモルタル,エンパイアメーカー,,ネイティヴダンサー系,9,6,4中2,9,未勝利,芝,2000,重,,岩田,57.0,,17,244.9,1,-0.2,13,1,1,1,1,37.29,37.4,6,(ジェイエルグリーン)
7,,14,タイキアロハ,牡,3,12,31.4,>,102,9,55,,,菊沢一樹,(美),西田雄一,ラブリーデイ,モンテロッソ,,,5,9,1新3,2,未勝利,芝,2000,良,,菊沢,57.0,,6,21.3,1,-0.0,12,6,6,6,6,38.74,36.1,5,(ウインマニフィーク)
