レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012506010901,2026.1.25,日,中山,1中9,1,,未勝利,ダート,1200,,2,良,晴,16,10:05,,馬齢,３歳
3,B,4,コスモフレディ,牡,5,482,+ 2,+ 2,9,89.2, ,107,8,58,,,柴田大知,(美),水野貴広,シニスターミニスター,トワイニング,ナスルーラ系,ネイティヴダンサー系,1,11,1中4,3,１勝ｸﾗｽ,ダ,1800,良,B,柴田,58.0,,9,94.5,6,1.4,12,10,10,10,12,38.70,39.1,4,サトミノエンジェル
3,,5,ドゥマーヴェリック,牡,4,468,- 2,- 2,1,1.9, ,123,1,57,,,ルメール,(美),萩原清,ドゥラメンテ,"New Approach",,ニアークティック系,1,11,1中4,10,１勝ｸﾗｽ,ダ,1800,良,,ルメ,57.0,,2,3.7,2,0.3,2,4,4,4,4,38.25,38.9,3,サトミノエンジェル
4,B,6,リーゼントジェイド,セ,5,478,-14,-14,12,184.4, , 90,13,58,,,松岡正海,(美),矢嶋大樹,シャンハイボビー,ステイゴールド,,ロイヤルチャージャー系,12,7,5中2,4,１勝ｸﾗｽ,ダ,1800,良,B,松岡,58.0,,15,373.9,13,2.3,13,14,14,12,12,38.35,38.3,7,リザードアイランド
4,,7,カガバベル,牡,4,526,- 6,- 6,13,265.9, , 97,11,57,,*,江田照男,(美),萱野浩二,タワーオブロンドン,ネオユニヴァース,,ロイヤルチャージャー系,12,21,5名6,2,１勝ｸﾗｽ,ダ,1200,稍,B,西塚,56.0,☆,11,141.8,10,1.1,9,,,12,12,36.60,37.0,7,スプランドゥール
5,,8,ティアップドライブ,牡,4,500,- 2,- 2,8,62.2, ,103,10,54,▲,,遠藤汰月,(美),奥平雅士,リオンディーズ,ゴールドアリュール,,ロイヤルチャージャー系,11,23,5東5,4,１勝ｸﾗｽ,ダ,2100,良,,遠藤,53.0,▲,8,19.2,10,2.1,10,4,4,4,4,38.36,38.8,12,タイキインドラ
5,,9,コーリンカルベラ,牡,5,496,  0,0,6,18.6, ,107,8,58,,,吉田豊,(美),小野次郎,サトノアラジン,キングカメハメハ,,ネイティヴダンサー系,1,10,1中3,11,１勝ｸﾗｽ,ダ,1800,良,,吉田,58.0,,6,9.1,5,0.8,3,13,13,8,6,38.20,38.7,5,ニシノブレイゼスト
6,,10,マリンバンカー,牡,5,510,  0,0,4,8.2, ,113,3,55,▲,*,上里直汰,(美),南田美知,エスケンデレヤ,ヨハネスブルグ,,ニアークティック系,1,10,1中3,3,１勝ｸﾗｽ,ダ,1800,良,,石神,55.0,▲,4,7.6,4,0.7,4,8,8,8,10,38.20,38.6,4,ニシノブレイゼスト
6,,11,ジャクソン,牡,6,540,+ 6,+ 6,10,95.8, ,109,5,58,,,丸田恭介,(美),武市康男,サトノアラジン,"New Approach",,ニアークティック系,1,11,1中4,4,１勝ｸﾗｽ,ダ,1800,良,,丸田,58.0,,10,102.6,4,1.4,7,12,12,10,10,38.70,39.1,4,サトミノエンジェル
7,,12,ブレードサクセス,牡,5,500,+ 4,+ 4,2,4.1, ,122,2,58,,*,横山武史,(美),岩戸孝樹,タリスマニック,ゼンノロブロイ,,ロイヤルチャージャー系,1,10,1中3,連,１勝ｸﾗｽ,ダ,1800,良,,内田,58.0,,5,7.6,2,0.3,5,3,3,3,2,37.90,38.8,6,ニシノブレイゼスト
7,,13,ファルコンミノル,牡,6,450,- 2,- 2,5,10.7, ,112,4,58,,*,木幡巧也,(美),中舘英二,ゴールドシップ,"Smart Strike",,ネイティヴダンサー系,1,10,1中3,15,１勝ｸﾗｽ,ダ,1800,良,,田辺,58.0,,7,12.2,3,0.4,1,11,11,6,6,38.10,38.5,3,ニシノブレイゼスト
8,,14,プルメリアクヒオ,牡,5,474,+18,+18,7,34.5, ,108,7,56,△,,長浜鴻緒,(美),深山雅史,ホッコータルマエ,ケイムホーム,,ネイティヴダンサー系,1,25,1中8,2,１勝ｸﾗｽ,ダ,1800,良,,長浜,54.0,▲,5,12.0,8,1.1,1,5,5,5,7,38.60,39.0,9,タイセイアディクト
8,,15,メトロポリターナ,牝,5,496,+ 8,+ 8,11,174.8, , 91,12,56,,*,原優介,(美),粕谷昌央,Masar,Shamardal,,ニアークティック系,12,28,5阪8,3,１勝ｸﾗｽ,ダ,1400,良,,秋山,56.0,,15,195.7,10,1.6,14,,,15,15,36.08,37.4,4,ニューオーリンズ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012506010907,2026.1.25,日,中山,1中9,7,,2勝,芝,1600,C,3,良,晴,16,13:25,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,フォルラニーニ,牡,5,512,+ 8,+ 8,2,2.6, ,128,1,58,,,ルメール,(美),手塚貴久,エピファネイア,ステイゴールド,,ロイヤルチャージャー系,11,15,5東3,11,２勝ｸﾗｽ,芝,1600,良,,ルメ,58.0,,2,3.6,2,0.3,2,,,4,4,36.12,33.5,4,ダノンセンチュリー
2,B,2,アージェント,牡,5,562,+12,+12,5,24.1, ,105,5,58,,*,三浦皇成,(美),黒岩陽一,シルバーステート,ウォーエンブレム,,ネイティヴダンサー系,11,23,5東5,7,２勝ｸﾗｽ,芝,1400,良,B,プー,58.0,,8,22.4,8,0.6,14,,,10,10,35.78,33.4,11,アニトラ
3,,3,ストレイトトーカー,牡,4,480,+ 2,+ 2,1,1.8, ,126,2,57,,,横山武史,(美),岩戸孝樹,ファインニードル,Diktat,,マンノウォー系,1,10,1中3,10,初凪賞･2勝,芝,1600,良,,横山,57.0,,1,2.9,3,0.2,4,,1,3,3,35.64,34.6,7,マテンロウブラボー
4,,4,ステラバルセロナ,牝,6,430,+ 8,+ 8,9,92.3, , 91,9,56,,*,佐々木大,(美),菊川正達,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,12,7,5名2,8,志摩特Ｈ･2勝,芝,1600,良,,吉田,53.0,,11,66.2,9,0.8,9,,12,13,12,36.72,33.4,3,キングメーカー
5,,5,コスモアンソロジー,牡,4,452,+10,+10,4,14.5, ,110,3,57,,*,津村明秀,(美),嘉藤貴行,ダノンバラード,Shamardal,,ニアークティック系,1,5,1京2,4,逢坂山特･2勝,芝,1800,良,,坂井,57.0,,6,14.9,4,0.4,5,,,4,4,35.75,35.7,5,チェルノボーグ
6,,6,ホークマン,牡,5,,,,,取消し, , 87,10,58,,,柴田大知,(美),粕谷昌央,ホークビル,タイキシャトル,,ロイヤルチャージャー系,1,10,1中3,9,初凪賞･2勝,芝,1600,良,,柴田,58.0,,16,332.6,15,1.6,13,,9,10,12,36.06,35.3,11,マテンロウブラボー
7,,7,ロゼル,牡,6,502,+ 8,+ 8,8,40.1, ,105,5,56,△,*,長浜鴻緒,(美),大和田成,シルバーステート,タイキシャトル,,ロイヤルチャージャー系,1,10,1中3,3,初凪賞･2勝,芝,1600,良,,横山,58.0,,9,30.3,5,0.7,5,,4,7,6,35.94,34.6,7,マテンロウブラボー
7,,8,ガルサブランカ,牝,5,472,+ 2,+ 2,3,7.4, ,108,4,56,,*,キング,(美),木村哲也,キズナ,キングヘイロー,,ニアークティック系,11,15,5東3,9,２勝ｸﾗｽ,芝,1600,良,,川田,56.0,,5,17.0,6,0.7,1,,,4,5,36.18,33.8,7,ダノンセンチュリー
8,,9,レーヴブリリアント,牡,4,452,  0,0,6,24.7, , 94,8,57,,*,戸崎圭太,(美),田中博康,スワーヴリチャード,ロードカナロア,,,1,10,1中3,9,初凪賞･2勝,芝,1600,良,,舟山,57.0,,8,26.6,16,1.7,14,,14,13,12,36.12,35.3,11,マテンロウブラボー
8,,10,ケイケイ,セ,5,486,+ 4,+ 4,7,37.9, ,104,7,58,,*,大野拓弥,(美),杉浦宏昭,イスラボニータ,"Touch Gold",,ニアークティック系,12,21,5中6,3,２勝ｸﾗｽ,芝,1600,重,,木幡,58.0,,8,20.7,7,0.7,16,,13,13,12,35.94,35.3,1,メタルスピード
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012506010908,2026.1.25,日,中山,1中9,8,,2勝,ダート,1200,,2,良,晴,16,13:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヘルメース,牡,5,504,+ 6,+ 6,10,83.1, ,103,9,54,★,*,谷原柚希,(美),伊藤圭三,ファインニードル,キンシャサノキセキ,,ロイヤルチャージャー系,12,20,5中5,6,２勝ｸﾗｽ,ダ,1200,良,B,菊沢,58.0,,11,215.0,7,1.2,13,,,9,7,35.00,36.6,6,ロサンゼルス
2,,2,ハードセルツァー,牡,4,488,- 4,- 4,1,2.1, ,130,1,58,,*,キング,(美),堀宣行,イスラボニータ,キングカメハメハ,,ネイティヴダンサー系,1,11,1中4,39,２勝ｸﾗｽ,ダ,1200,良,,ルメ,58.0,,2,4.0,2,0.2,5,,,6,7,33.80,37.3,2,スプランドゥール
2,,3,ラヴァグロウ,牝,6,454,+ 2,+ 2,9,65.2,>,113,5,56,,,丸田恭介,(美),畠山吉宏,ホッコータルマエ,ロージズインメイ,,ロイヤルチャージャー系,1,4,1中1,4,１勝ｸﾗｽ・牝,ダ,1200,稍,,丸田,56.0,,3,6.8,1,-0.0,6,,,14,14,35.50,36.6,1,(オオゾラヒバリ)
3,B,4,フォーワンセルフ,牡,7,520,  0,0,14,273.8, , 99,12,55,▲,*,遠藤汰月,(美),小手川準,パイロ,アドマイヤマックス,ナスルーラ系,ロイヤルチャージャー系,12,20,5名5,3,ヤングジ･2勝,ダ,1400,稍,B,松本,58.0,,14,89.0,7,0.6,5,,,14,14,36.75,36.9,1,トルーマンテソーロ
3,,5,ショウナンハクウン,牡,6,516,+ 8,+ 8,4,6.7, ,123,3,58,,*,ルメール,(美),大竹正博,ダイワメジャー,"Danehill Dancer",ロイヤルチャージャー系,ニアークティック系,1,4,1中1,2,２勝ｸﾗｽ,ダ,1200,稍,,荻野,58.0,,1,4.2,3,0.4,3,,,3,3,35.00,36.4,6,スリーピース
4,,6,ロードトレゾール,牡,5,546,+ 4,+ 4,6,25.4, ,108,8,58,,*,佐々木大,(栗),清水久詞,ロードカナロア,"Sea The Stars",,ニアークティック系,1,11,1中4,10,２勝ｸﾗｽ,ダ,1200,良,,横山,58.0,,14,136.6,3,0.5,14,,,3,3,33.40,38.0,8,スプランドゥール
4,,7,キングクー,牡,7,534,+12,+12,11,85.8, , 97,14,56,△,*,長浜鴻緒,(美),根本康広,ロードカナロア,サクラバクシンオー,,ナスルーラ系,12,20,5名5,5,ヤングジ･2勝,ダ,1400,稍,,土方,58.0,,9,36.6,11,0.9,16,,,6,6,36.23,37.9,10,トルーマンテソーロ
5,,8,ジャスパーソレイユ,牡,4,480,+ 2,+ 2,3,5.4, ,129,2,58,,*,川田将雅,(栗),森秀行,Mitole,"Henny Hughes",,ニアークティック系,1,4,1中1,4,２勝ｸﾗｽ,ダ,1200,稍,,丸山,58.0,,2,4.6,2,0.2,2,,,1,1,34.70,36.5,8,スリーピース
5,B,9,ホウオウプレミア,牡,7,492,+ 4,+ 4,5,18.3, ,115,4,58,,*,岩田康誠,(美),奥村武,ロードカナロア,クロフネ,,ニアークティック系,11,23,5東5,連,２勝ｸﾗｽ,ダ,1600,良,B,プー,58.0,,4,7.7,5,0.5,8,,,4,6,37.92,35.8,6,セギレエルビエント
6,,10,ゲクウ,牡,4,498,- 2,- 2,15,421.1,>, 68,15,58,,*,菅原隆一,(美),小手川準,スズカコーズウェイ,サウスヴィグラス,ニアークティック系,ネイティヴダンサー系,12,17,笠松,8,馬籠宿,ダ,1400,稍,,舟山,52.0,▲,5,,1,-0.3,,1,1,1,1,,----,,(ジャスパーノベル)
6,,11,ヤマメキング,牡,4,504,+ 4,+ 4,8,40.5, ,103,9,58,,*,戸崎圭太,(美),田島俊明,ドレフォン,マンハッタンカフェ,,ロイヤルチャージャー系,1,11,1中4,16,２勝ｸﾗｽ,ダ,1200,良,,佐々,58.0,,7,22.4,12,1.6,10,,,8,7,34.00,38.5,12,スプランドゥール
7,,12,ビーコング,牡,5,510,+ 2,+ 2,7,25.5,>,110,6,58,,,横山武史,(美),小手川準,タリスマニック,ブラックタイド,,ロイヤルチャージャー系,1,5,1中2,7,１勝ｸﾗｽ,ダ,1200,稍,,横山,58.0,,2,4.6,1,-0.1,2,,,2,2,34.80,36.9,6,(フォースミラクル)
7,,13,ホウオウフロイト,牡,5,452,+18,+18,13,204.2, , 99,12,58,,*,杉原誠人,(美),加藤和宏,エイシンフラッシュ,ストラヴィンスキー,,ニアークティック系,11,29,4京7,3,２勝ｸﾗｽ,ダ,1200,良,,田口,58.0,,10,40.1,8,0.6,7,,,10,10,36.40,36.1,5,トリリオンボーイ
8,,14,ニタモノドウシ,牡,4,468,  0,0,2,4.1, ,109,7,58,,*,岩田望来,(美),高木登,ディーマジェスティ,Petionville,,ネイティヴダンサー系,12,27,5阪7,13,２勝ｸﾗｽ,ダ,1400,稍,,団野,57.0,,4,8.3,4,0.7,8,,,10,5,34.73,38.1,5,ベルジュロネット
8,,15,サードウインド,牝,4,460,  0,0,12,103.6, ,100,11,56,,*,古川吉洋,(美),西田雄一,"Dandy Man","Sea The Moon",,,11,22,3福5,11,福島放送･2勝,ダ,1150,良,,丹内,55.0,,9,40.3,11,1.4,5,,,7,8,35.02,38.0,13,ルージュアズライト
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012506010909,2026.1.25,日,中山,1中9,9,若竹賞,1勝,芝,1800,C,4,良,晴,14,14:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブレナヴォン,牡,3,460,+ 4,+ 4,1,2.5, ,117,1,57,,*,松山弘平,(栗),池江泰寿,インディチャンプ,"Sky Mesa",,ナスルーラ系,12,13,5阪3,9,エリカ賞･1勝,芝,2000,良,,吉村,56.0,,2,4.3,3,0.4,1,6,6,7,6,38.31,32.9,2,コロナドブリッジ
2,,2,タイキルッジェーロ,牡,3,510,+ 6,+ 6,3,7.1,>, 97,7,57,,*,横山武史,(栗),高野友和,リオンディーズ,キングヘイロー,,ニアークティック系,1,4,1京1,初,新馬,芝,1800,良,,斎藤,57.0,,13,170.6,1,-0.0,9,,,2,2,38.00,34.5,2,(フォーチュンライド)
3,,3,ドナルンバ,牝,3,472,+12,+12,8,22.0,+, 96,8,55,,*,荻野極,(美),上原佑紀,サトノアラジン,ルーラーシップ,,ネイティヴダンサー系,10,25,4東8,8,アルテミG3,芝,1600,稍,,石橋,55.0,,7,19.6,10,1.1,2,,,6,6,36.18,34.6,7,フィロステファニ
4,,4,マイネルシンベリン,牡,3,450,+ 8,+ 8,4,10.2, , 96,8,57,,*,津村明秀,(美),武市康男,リオンディーズ,Sinndar,,ニアークティック系,12,20,5中5,9,ひいらぎ･1勝,芝,1600,良,,丹内,56.0,,9,33.4,8,1.3,10,,6,10,8,35.58,34.9,5,クレパスキュラー
5,,5,ウップヘリーア,牡,3,502,+14,+14,2,3.7,>, 99,6,57,,,ルメール,(美),黒岩陽一,エピファネイア,キングカメハメハ,,ネイティヴダンサー系,10,25,4東8,初,新馬,芝,2000,良,,ルメ,56.0,,3,3.8,1,-0.0,1,,1,1,1,38.10,34.2,3,(ブラックオリンピア)
5,,6,テルケンレンスキー,牡,3,484,+ 4,+ 4,6,13.4,>,111,2,57,,,木幡初也,(美),竹内正洋,サトノダイヤモンド,Galileo,,ニアークティック系,12,7,5中2,4,未勝利*,芝,1800,良,,木幡,56.0,,3,5.2,1,-0.0,2,1,1,1,1,36.90,35.1,10,(クールフィデル)
6,,7,ユメシルベ,牝,3,414,- 4,- 4,7,16.8, ,103,4,55,,,柴田大知,(美),粕谷昌央,ウインブライト,フレンチデピュティ,,ニアークティック系,1,5,1中2,12,１勝ｸﾗｽ*,芝,2000,良,,柴田,55.0,,7,14.4,4,0.3,5,7,7,8,5,36.69,35.8,1,ステラスペース
6,,8,マイネルマスター,牡,3,444,+ 6,+ 6,11,50.1, , 92,10,57,,*,原優介,(美),青木孝文,シルバーステート,ロージズインメイ,,ロイヤルチャージャー系,12,6,5中1,10,葉牡丹賞･1勝,芝,2000,良,,丹内,56.0,,10,49.6,9,1.1,8,4,4,3,3,35.70,36.0,7,サノノグレーター
7,,9,ストロングエース,牡,3,482,+ 2,+ 2,12,282.0, , 92,10,57,,*,長浜鴻緒,(美),相沢郁,ヤマカツエース,キンシャサノキセキ,,ロイヤルチャージャー系,1,5,1中2,3,１勝ｸﾗｽ*,芝,2000,良,,横山,57.0,,10,142.0,10,2.9,9,10,10,2,2,36.47,38.9,10,ステラスペース
7,B,10,ブライトフレア,牡,3,456,+20,+20,9,31.1,+,111,2,57,,*,戸崎圭太,(栗),佐藤悠太,ポエティックフレア,ネオユニヴァース,,ロイヤルチャージャー系,9,20,4阪6,6,野路菊Ｓ,芝,1600,良,B,浜中,55.0,,5,19.8,3,1.3,1,,,5,5,36.12,34.6,3,アランカール
8,,11,サントルドパリ,牡,3,520,+24,+24,5,12.2, , 91,12,57,,*,古川吉洋,(栗),小林真也,シスキン,ハーツクライ,,ロイヤルチャージャー系,11,16,4京4,7,黄菊賞･1勝*,芝,2000,良,,鮫島,56.0,,5,13.0,8,2.6,8,8,8,8,8,37.37,36.7,8,ノチェセラーダ
8,,12,ルージュカルデア,牝,3,456,+ 4,+ 4,10,33.4,+,100,5,55,,*,佐々木大,(美),加藤征弘,シスキン,ヴィクトワールピサ,,ロイヤルチャージャー系,10,18,4東6,3,アイビー(L),芝,1800,良,,坂井,55.0,,6,66.3,6,0.7,6,,3,3,3,36.70,34.1,5,アンドゥーリル
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012506010910,2026.1.25,日,中山,1中9,10,江戸川Ｓ,3勝,ダート,1200,,2,良,晴,16,15:00,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ウナギノボリ,牡,7,480,  0,0,12,114.8, , 96,11,58,,*,長浜鴻緒,(栗),東田明士,ドレフォン,サンデーサイレンス,,ロイヤルチャージャー系,1,5,1京2,2,門松Ｓ･3勝,ダ,1200,良,,吉村,58.0,,11,87.5,9,1.1,3,,,16,14,36.60,35.7,3,ヒルノドゴール
1,,2,ショウナンアビアス,牡,6,508,+ 4,+ 4,5,7.2, ,115,4,58,,*,ルメール,(美),加藤士津,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,1,5,1京2,4,門松Ｓ･3勝,ダ,1200,良,,松山,58.0,,3,9.8,5,0.5,4,,,7,7,35.60,36.1,8,ヒルノドゴール
2,,3,ハッピーロンドン,牡,6,494,+ 8,+ 8,10,82.6, ,102,6,58,,*,吉田豊,(美),菊沢隆徳,グレーターロンドン,アグネスデジタル,,ネイティヴダンサー系,11,29,5東7,7,シャング･3勝,ダ,1400,良,,菊沢,58.0,,11,96.0,9,0.5,11,,,11,11,36.45,35.9,5,アンシール
2,B,4,ドンレパルス,牡,7,522,  0,0,1,3.0, ,123,2,58,,,菅原明良,(美),高木登,ディスクリートキャット,サウスヴィグラス,,ネイティヴダンサー系,1,12,1中5,17,初春ＳＨ･3勝,ダ,1200,良,B,菅原,58.0,,2,5.7,2,0.3,2,,,3,2,34.20,36.4,6,ドラゴンウェルズ
3,,5,スマイルアップ,牝,7,462,- 6,- 6,14,128.5, , 87,16,56,,,原優介,(美),萱野浩二,イスラボニータ,クロフネ,,ニアークティック系,10,12,4東4,21,テレビ静･3勝,ダ,1400,良,,原優,56.0,,16,156.9,13,2.0,15,,,8,9,37.05,36.5,11,ワイワイレジェンド
3,,6,アンジュフィールド,牝,6,460,- 2,- 2,8,48.1, , 98,10,56,,*,松山弘平,(栗),矢作芳人,Justify,Tapit,,ナスルーラ系,1,4,1中1,2,招福Ｓ･3勝,ダ,1800,稍,,三浦,56.0,,7,17.4,11,3.1,6,3,3,2,3,37.50,41.2,11,アスクデビューモア
4,,7,パルデンス,牡,8,502,  0,0,15,194.7, , 89,14,58,,*,石橋脩,(美),森一誠,ディープブリランテ,ファルブラヴ,ロイヤルチャージャー系,ニアークティック系,1,12,1中5,12,初春ＳＨ･3勝,ダ,1200,良,B,黛弘,55.0,,14,104.0,15,3.2,12,,,7,7,34.90,38.6,14,ドラゴンウェルズ
4,,8,スタンリーテソーロ,牡,5,440,  0,0,6,13.0, ,102,6,58,,*,戸崎圭太,(美),稲垣幸雄,ファインニードル,Shirocco,,その他のエクリプス系,11,29,5東7,14,シャング･3勝,ダ,1400,良,,菅原,58.0,,5,22.2,11,0.9,8,,,1,1,35.78,37.2,14,アンシール
5,B,9,ルディック,牡,5,534,- 4,- 4,2,4.5, ,133,1,58,,*,横山武史,(栗),高野友和,"Into Mischief","Medaglia d'Oro",,ニアークティック系,1,5,1京2,8,門松Ｓ･3勝,ダ,1200,良,B,西村,58.0,,2,4.6,2,0.1,1,,,5,4,35.40,35.9,4,ヒルノドゴール
5,B,10,ビルカール,牡,6,478,+ 6,+ 6,9,65.4, , 99,9,58,,,石川裕紀,(美),水野貴広,ミッキーアイル,ストリートセンス,,ネイティヴダンサー系,12,13,5中3,8,アクアＨ･3勝,ダ,1200,良,B,石川,54.0,,11,44.2,10,0.6,12,,,1,1,34.10,37.4,12,モンドプリューム
6,,11,ジャスリー,牡,6,536,+ 6,+ 6,11,112.8, , 88,15,58,,*,木幡巧也,(美),田島俊明,ルーラーシップ,"Empire Maker",ネイティヴダンサー系,ネイティヴダンサー系,12,14,5名4,2,知立Ｓ･3勝,芝,1200,稍,,松本,58.0,,8,29.2,9,1.0,9,,,9,9,35.70,34.0,3,モズナナスター
6,,12,メイショウフジタカ,牡,8,498,+ 2,+ 2,13,125.7, ,101,8,58,,,松岡正海,(栗),飯田祐史,メイショウサムソン,メイショウボーラー,ニアークティック系,ロイヤルチャージャー系,12,13,5中3,11,アクアＨ･3勝,ダ,1200,良,,松岡,54.0,,12,86.7,7,0.4,13,,,10,8,35.10,36.2,4,モンドプリューム
7,,13,キュムロンニンバス,牡,8,508,  0,0,16,326.9, , 91,13,58,,*,江田照男,(美),南田美知,プリサイスエンド,キャプテンスティーヴ,ネイティヴダンサー系,その他のエクリプス系,1,12,1中5,4,初春ＳＨ･3勝,ダ,1200,良,,嶋田,53.0,,15,234.7,11,1.7,5,,,14,15,35.90,36.1,4,ドラゴンウェルズ
7,,14,フウセツ,牡,4,498,+ 2,+ 2,4,6.8, ,115,4,58,,*,大野拓弥,(美),鈴木慎太,サンダースノー,アドマイヤムーン,,ネイティヴダンサー系,11,16,5東4,3,銀嶺ＳＨ･3勝,ダ,1400,良,,マー,55.0,,3,4.8,7,1.2,4,,,2,2,35.48,37.3,11,ダノンフィーゴ
8,,15,アジアミッション,牡,5,522,+10,+10,7,32.0, , 94,12,58,,*,佐々木大,(栗),緒方努,アジアエクスプレス,サウスヴィグラス,,ネイティヴダンサー系,11,29,5東7,2,シャング･3勝,ダ,1400,良,,横山,58.0,,16,187.8,7,0.5,16,,,13,12,36.53,35.8,4,アンシール
8,,16,ワンダラー,牡,4,532,+ 2,+ 2,3,4.5, ,120,3,58,,*,キング,(美),黒岩陽一,マクフィ,ルーラーシップ,,ネイティヴダンサー系,12,13,5中3,11,アクアＨ･3勝,ダ,1200,良,,内田,56.0,,1,2.3,8,0.5,2,,,4,5,34.60,36.8,11,モンドプリューム
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026012506010911,2026.1.25,日,中山,1中9,11,アメリカジョッキーＣＣ,Ｇ２,芝,2200,C,4,良,晴,18,15:45,,別定,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,チャックネイト,セ,8,492,- 8,- 8,8,26.0, ,111,6,57,,*,キング,(美),堀宣行,ハーツクライ,Dynaformer,ロイヤルチャージャー系,ロイヤルチャージャー系,12,6,5中1,25,ステイヤG2,芝,3600,良,B,佐々,57.0,,4,7.6,7,0.4,9,9,10,10,9,38.76,33.8,3,ホーエリート
1,B,2,ホウオウノーサイド,牡,7,488,  0,0,15,315.3, , 82,16,57,,,杉原誠人,(美),奥村武,キングカメハメハ,ヘクタープロテクター,ネイティヴダンサー系,ネイティヴダンサー系,12,21,5中6,38,ディセン(L),芝,1800,重,,杉原,57.0,,12,98.7,8,1.1,11,9,9,10,9,36.50,35.5,8,ドラゴンブースト
2,,3,マイネルエンペラー,牡,6,494,+ 4,+ 4,5,9.1, ,106,9,58,,*,戸崎圭太,(栗),清水久詞,ゴールドシップ,ロージズインメイ,,ロイヤルチャージャー系,12,28,5中8,34,有馬記念G1,芝,2500,良,,丹内,58.0,,11,111.5,9,0.8,9,7,7,4,4,36.76,35.9,10,ミュージアムマイル
2,,4,ジョバンニ,牡,4,480,+ 2,+ 2,2,4.4, ,115,4,56,,,松山弘平,(栗),杉山晴紀,エピファネイア,Footstepsinthesand,,ニアークティック系,10,26,3京9,5,菊花賞G1,芝,3000,稍,,松山,57.0,,6,11.9,8,0.7,6,9,9,12,16,37.38,35.2,3,エネルジコ
