レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010201,2026.7.26,日,札幌,1札2,1,,未勝利,ダート,1000,,2,,,12,10:00,,馬齢,２歳
1,,1,ロンドンプライド,牝,3,8,19.0, ,105,6,51,★,,河原田菜,(美),竹内正洋,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,7,11,1函9,9,未勝利,芝,1200,稍,,河原,51.0,★,11,33.5,3,0.5,3,,,5,4,34.10,35.5,5,アルサック
1,,2,ランスオブラヴ,牝,3,3,6.1, ,112,2,55,,*,武豊,(栗),奥村豊,サトノダイヤモンド,Frankel,,ニアークティック系,7,4,2小3,連,未勝利,芝,1200,重,,西村,55.0,,3,6.4,6,0.7,3,,,3,3,33.60,36.4,13,ニシノトリビュート
2,,3,サトノシュトローム,牡,3,11,29.3, ,  0,,57,,,鮫島克駿,(美),堀宣行,キタサンブラック,"Elusive City",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,ロジスカヤ,牝,3,9,21.0, ,104,7,54,☆,*,長浜鴻緒,(美),新開幸一,シルバーステート,モーリス,,,7,4,2福3,10,未勝利・牝,芝,1200,稍,,石田,52.0,▲,6,16.8,4,0.6,4,,,13,11,35.10,33.8,1,グレイシエーション
3,,5,ティンクルバレット,牝,3,2,5.8, , 91,14,53,◇,*,古川奈穂,(栗),池添学,ミッキーアイル,Vindication,,ナスルーラ系,6,13,1函1,11,未勝利,芝,1200,稍,,池添,55.0,,8,28.2,14,2.6,13,,,11,12,35.10,36.0,14,ディーズメンフィス
3,,6,モノノケ,牝,3,15,77.7, , 88,15,52,▲,,和田陽希,(栗),宮地貴稔,マテラスカイ,ハーツクライ,,ロイヤルチャージャー系,6,28,1函6,2,未勝利,ダ,1700,稍,,和田,52.0,▲,14,209.8,11,1.9,13,5,5,8,10,37.53,39.1,11,ライカ
4,,7,フリーダムスタイル,牝,3,10,24.6, , 96,10,55,,,横山和生,(栗),森田直行,ダノンスマッシュ,ディープインパクト,,ロイヤルチャージャー系,6,27,1函5,2,未勝利,芝,1200,重,,横山,55.0,,7,18.3,10,1.1,10,,,15,15,35.60,34.7,4,スイープセレニティ
4,B,8,ハルヒメ,牝,3,4,6.6, ,108,3,52,▲,*,小林美駒,(美),矢嶋大樹,マインドユアビスケッツ,ステイゴールド,,ロイヤルチャージャー系,7,5,1函8,2,未勝利・牝,芝,1200,良,B,長浜,54.0,☆,5,7.1,5,0.4,7,,,8,6,34.40,34.8,6,バレンタインビスタ
5,,9,ユナダイヤ,牝,3,12,34.8, , 96,10,55,,,小沢大仁,(栗),岡田稲男,サトノクラウン,ダイワメジャー,,ロイヤルチャージャー系,7,11,1函9,9,未勝利,芝,1200,稍,,小沢,55.0,,14,183.1,5,0.7,12,,,8,6,34.40,35.4,4,アルサック
5,,10,アンジュラフィーユ,牝,3,5,8.7, ,107,4,54,☆,*,舟山瑠泉,(栗),藤野健太,ミッキーアイル,ゴールドアリュール,,ロイヤルチャージャー系,5,9,3京5,2,未勝利,芝,1400,良,,Ｍ．,55.0,,6,15.8,6,0.6,10,,,4,4,35.18,34.0,6,キングケープ
6,B,11,メイショウテンジン,牡,3,6,10.6, ,102,8,57,,*,古川吉洋,(栗),高橋亮,フォーウィールドライブ,ハーツクライ,,ロイヤルチャージャー系,6,27,2小1,11,未勝利,ダ,1000,不,B,松山,57.0,,4,7.0,11,1.9,4,,,3,5,34.65,36.7,12,スマッシング
6,,12,メーテルリンク,牝,3,13,40.4, , 92,12,55,,*,横山琉人,(美),深山雅史,ブリックスアンドモルタル,リーチザクラウン,,ロイヤルチャージャー系,6,20,1函3,9,未勝利,芝,1200,良,,長浜,54.0,☆,12,63.3,9,0.7,10,,,5,5,33.70,35.6,13,グランフィエルテ
7,,13,ムーンリットレイン,牡,3,7,14.6, , 98,9,57,,*,丹内祐次,(美),伊藤圭三,アドマイヤムーン,Frankel,ネイティヴダンサー系,ニアークティック系,9,14,4中4,4,未勝利*,芝,1200,良,,小林,52.0,▲,4,11.8,14,1.2,3,,,8,7,34.70,35.3,14,フクチャンショウ
7,,14,モズヴイ,牡,3,1,4.6, ,115,1,57,,*,西村淳也,(栗),藤岡健一,モズアスコット,"Declaration of War",,,6,28,2小2,9,未勝利,芝,1200,良,B,川田,57.0,,4,8.2,5,0.5,2,,,2,2,34.00,35.7,11,タイガーロード
8,,15,ガルフコースト,牡,3,14,49.3, ,107,4,57,,,佐々木大,(栗),須貝尚介,スワーヴリチャード,Bernardini,,ナスルーラ系,7,18,1函B,14,未勝利,芝,1200,良,,佐々,57.0,,8,19.1,5,1.4,1,,,8,7,34.70,35.3,9,ホウオウザロイヤル
8,,16,クロノレガリス,牝,3,16,77.7, , 92,12,55,,*,吉田隼人,(美),千葉直人,スワーヴリチャード,キングズベスト,,ネイティヴダンサー系,4,19,1福4,10,未勝利,芝,1200,良,,小林,52.0,▲,6,10.1,16,2.4,3,,,3,7,34.20,36.6,16,リラベガ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010204,2026.7.26,日,札幌,1札2,4,,未勝利,ダート,1700,,4,,,14,11:30,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,タイセイルビー,牝,3,1,2.2, , 98,6,52,▲,*,小林美駒,(美),千葉直人,サトノダイヤモンド,"Awesome Again",,ニアークティック系,7,4,1函7,2,未勝利,芝,1800,良,,鮫島,55.0,,13,110.4,8,0.4,5,8,8,8,6,36.90,34.8,3,ニシノマルガリート
2,,2,ケンブリッジ,セ,3,9,33.3, , 91,9,57,,*,桑村真明,(美),水野貴広,ノーブルミッション,キンシャサノキセキ,,ロイヤルチャージャー系,2,15,1東6,初,未勝利,ダ,2100,良,,柴田,57.0,,8,71.2,13,14.4,13,13,13,13,13,40.76,47.1,13,エクセルクラウン
3,B,3,タイガーゲイト,牡,3,11,55.5, , 90,10,56,☆,*,長浜鴻緒,(美),大和田成,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,5,16,1新5,2,未勝利,ダ,1800,良,B,菊沢,57.0,,13,184.3,12,5.3,14,14,13,13,13,38.50,42.6,12,ハイロード
4,,4,アンミックス,牝,3,4,9.0, ,106,3,55,,*,鮫島克駿,(栗),高柳大輔,パイロ,ヨハネスブルグ,ナスルーラ系,ニアークティック系,6,20,1函3,連,未勝利・牝,ダ,1700,良,,斎藤,55.0,,4,10.5,7,0.9,4,1,1,1,1,36.98,39.8,10,コイタマチャン
5,,5,メイショウタイザン,牡,3,5,13.2, ,111,1,57,,,横山琉人,(栗),高橋義忠,ミッキーアイル,メイショウボーラー,,ロイヤルチャージャー系,6,28,1函6,2,未勝利,ダ,1700,稍,,横山,57.0,,4,7.7,4,0.7,4,2,3,4,4,37.36,38.2,6,ライカ
6,,6,ショウナンタヅナ,牡,3,6,15.7, ,105,4,57,,*,池添謙一,(美),武市康男,ドレフォン,フジキセキ,,ロイヤルチャージャー系,7,4,2福3,2,未勝利,ダ,1700,重,,津村,57.0,,4,15.3,6,0.9,3,8,9,7,7,38.35,37.8,6,オリジナルアポジー
6,,7,ロスニーニョス,牡,3,10,48.5, , 95,7,57,,,古川吉洋,(栗),大根田裕,レイデオロ,アグネスタキオン,,ロイヤルチャージャー系,7,12,1函A,2,未勝利,ダ,1700,不,,古川,57.0,,13,220.5,8,1.7,5,8,8,6,8,36.60,38.9,11,ビンバラ
7,B,8,クルビデンス,牡,3,8,24.8, , 94,8,57,,*,佐々木大,(美),菊川正達,アメリカンペイトリオット,アグネスタキオン,,ロイヤルチャージャー系,6,13,1函1,7,未勝利,ダ,1000,稍,B,大久,54.0,▲,12,195.5,6,1.4,9,,,10,7,35.70,35.4,5,クロナ
7,,9,シンエンドーツダ,牡,3,3,7.3, ,111,1,57,,,原田和真,(美),萱野浩二,イスラボニータ,タートルボウル,,ニアークティック系,7,11,1函9,2,未勝利,ダ,1700,重,,原田,57.0,,4,8.7,3,0.5,7,8,8,3,3,36.22,38.4,3,チリンドリ
8,,10,セラサイト,牝,3,2,3.9, ,103,5,54,☆,*,舟山瑠泉,(栗),茶木太樹,クリソベリル,Ghostzapper,,ニアークティック系,7,12,1函A,2,未勝利,ダ,1700,不,,斎藤,55.0,,9,28.6,3,0.9,9,2,3,5,3,36.55,38.2,5,ビンバラ
8,,11,ホウオウショパン,セ,3,7,16.4, , 88,11,57,,*,丹内祐次,(美),大竹正博,ベンバトル,ダンスインザダーク,,ロイヤルチャージャー系,7,12,2福6,初,未勝利,芝,2000,稍,,木幡,57.0,,14,108.4,15,4.3,16,5,5,6,13,36.17,40.4,15,ヴァルカンテソーロ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010205,2026.7.26,日,札幌,1札2,5,,新馬,芝,1800,A,4,,,14,12:20,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ジャストワナフライ,牡,2,8,32.0, ,  0,,54,☆,,舟山瑠泉,(栗),小栗実,ブリックスアンドモルタル,ジャスタウェイ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,サトノフルーク,牡,2,1,1.9, ,  0,,55,,,佐々木大,(美),堀宣行,Flightline,"Giant's Causeway",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,コスモトップ,牡,2,4,10.3, ,  0,,55,,,西村淳也,(栗),武英智,エフフォーリア,"American Post",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,リアライズセレスト,牡,2,3,5.6, ,  0,,55,,,武豊,(栗),武幸四郎,コントレイル,"Quality Road",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,ローザベッラ,牝,2,6,18.3, ,  0,,55,,,丹内祐次,(栗),西園翔太,エフフォーリア,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,レゾンフォルテ,牡,2,5,13.5, ,  0,,55,,,横山和生,(栗),昆貢,エフフォーリア,ジャングルポケット,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,マイネルラビリンス,牡,2,9,44.9, ,  0,,52,▲,,和田陽希,(美),金成貴史,ダノンバラード,ロージズインメイ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,ミラマルニ,牝,2,10,53.4, ,  0,,55,,,黛弘人,(美),伊藤圭三,ロジャーバローズ,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,ノヴァヴェローチェ,牡,2,2,4.2, ,  0,,55,,,北村友一,(栗),上村洋行,エフフォーリア,Congrats,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,サンライズジャポネ,牡,2,7,23.9, ,  0,,55,,,鮫島克駿,(栗),前川恭子,シルバーステート,Zoffany,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010206,2026.7.26,日,札幌,1札2,6,,未勝利,芝,2000,A,4,,,16,12:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,デルマタカチホ,牡,3,8,24.0, ,100,7,53,★,*,河原田菜,(栗),田中克典,シスキン,ジャングルポケット,,ナスルーラ系,4,12,3中6,2,未勝利,芝,2200,良,,大久,54.0,▲,13,114.0,7,0.7,13,10,10,15,14,37.43,35.0,4,ティラーノ
2,,2,ミッキーテネシー,牝,3,1,2.1, ,110,2,55,,*,丹内祐次,(栗),中内田充,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,6,27,2小1,初,未勝利・牝,芝,1800,重,,高杉,55.0,,3,5.8,5,0.5,7,15,16,15,11,36.65,34.4,1,ミリタリータトゥー
3,,3,カイユレ,牝,3,11,81.5, , 87,11,54,☆,*,長浜鴻緒,(美),古賀慎明,キタサンブラック,"Street Cry",,ネイティヴダンサー系,5,24,3京A,5,未勝利・牝,ダ,1800,良,,角田,55.0,,10,69.4,15,9.7,11,4,4,11,14,38.35,47.4,15,オヤツノジカン
4,,4,ダディーズソード,牡,3,12,122.2, , 93,9,56,☆,*,舟山瑠泉,(栗),畑端省吾,フィエールマン,ダノンシャンティ,,ロイヤルチャージャー系,7,12,1函A,22,未勝利,芝,2600,重,,浜中,57.0,,4,7.9,16,8.2,1,15,15,7,16,38.34,44.6,16,タケルフォーカス
5,,5,ブリリアンブルーム,牝,3,10,26.2, , 85,12,52,▲,,小林美駒,(栗),西村真幸,サトノダイヤモンド,"Reliable Man",,,6,21,1函4,初,未勝利・牝,芝,1200,良,,小林,52.0,▲,13,87.4,14,1.7,15,,,16,16,34.80,35.2,4,ファインコンダクト
5,,6,サトノリアファル,牡,3,6,14.9, ,109,4,57,,*,横山和生,(美),古賀慎明,ダノンキングリー,シンボリクリスエス,,ロイヤルチャージャー系,6,27,2福1,8,未勝利,芝,2000,良,,菊沢,57.0,,9,38.8,6,0.3,9,12,12,12,12,36.04,35.8,2,ウインマニフィーク
6,,7,スチョウプリンセス,牝,3,9,25.7, , 98,8,55,,,松本大輝,(美),的場均,モズアスコット,オレハマッテルゼ,,ロイヤルチャージャー系,6,20,1函3,5,未勝利,芝,2000,良,,松本,55.0,,15,219.3,6,1.7,14,10,11,11,10,36.73,35.5,5,ジャケットポケット
6,,8,ゴコウコイコイ,牝,3,4,12.5, ,104,6,55,,*,鮫島克駿,(美),栗田徹,ゴールドシップ,ロージズインメイ,,ロイヤルチャージャー系,7,5,1函8,2,未勝利,芝,2000,良,,国分,55.0,,6,11.5,8,0.5,6,8,8,8,8,37.11,35.3,4,エイシンインアウト
7,,9,ヘイジュード,牡,3,2,4.2, ,105,5,57,,,浜中俊,(美),堀宣行,キタサンブラック,Congaree,,ナスルーラ系,5,3,2東4,7,プリンシ(L),芝,2000,良,B,浜中,57.0,,4,10.5,13,1.7,9,,3,3,4,36.30,35.5,12,メイショウハチコウ
7,,10,スノーエルヴァ,牝,3,5,13.7, , 90,10,53,◇,*,古川奈穂,(美),中舘英二,フィエールマン,"High Chaparral",,ニアークティック系,4,18,1福3,連,未勝利,芝,2600,良,,杉原,55.0,,11,90.2,13,2.5,8,15,14,14,13,39.09,34.9,4,バルドル
8,,11,ジングアップ,牡,3,7,19.3, ,110,2,57,,*,佐々木大,(美),大竹正博,コントレイル,"Storm Cat",,ニアークティック系,6,28,1函6,4,未勝利,芝,2600,良,,岩田,57.0,,5,8.1,5,1.5,2,3,3,4,4,37.29,36.5,12,ノリマル
8,,12,ロッサコメータ,牝,3,3,7.2, ,118,1,55,,*,西村淳也,(栗),吉岡辰弥,エピファネイア,"Medaglia d'Oro",,ニアークティック系,6,28,1函6,2,未勝利,芝,2000,良,,岩田,55.0,,3,10.9,4,0.1,2,5,5,2,1,36.13,36.6,11,マテンロウオリジン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026072601010207,2026.7.26,日,札幌,1札2,7,,1勝,ダート,1000,,2,,,12,13:20,,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,キープライジング,牝,5,6,13.3, ,104,5,56,,*,岩田康誠,(栗),吉田直弘,ブリックスアンドモルタル,ブラックタイド,,ロイヤルチャージャー系,7,15,門別,19,アルビ,ダ,1200,稍,,石川,55.0,,4,,9,2.0,,,,8,7,,----,,カッタッパ
2,,2,ランドスター,牡,3,3,4.3, ,104,5,52,▲,*,小林美駒,(美),柄崎将寿,シャンハイボビー,"Invincible Spirit",,ニアークティック系,7,5,2福4,22,１勝ｸﾗｽ,ダ,1150,良,,丸田,55.0,,3,4.9,13,1.4,12,,,5,5,34.36,38.3,13,モーゲンセン
3,,3,レネネト,牝,4,5,6.0, ,105,3,56,,,北村友一,(栗),柴田卓,"American Pharoah","Sky Mesa",,ナスルーラ系,7,11,1函9,7,１勝ｸﾗｽ,ダ,1000,重,,北村,56.0,,7,28.1,3,0.3,8,,,4,3,34.95,35.1,3,ビップムーラン
4,B,4,ロードヴァルカン,牡,4,1,3.5, ,117,1,58,,*,横山和生,(栗),中村直也,ロードカナロア,ブライアンズタイム,,ロイヤルチャージャー系,4,18,2阪7,4,１勝ｸﾗｽ,ダ,1200,良,B,坂井,58.0,,1,2.8,8,1.2,2,,,3,3,34.80,37.8,13,インディゴアスール
5,,5,ビタミンドロップ,牡,3,2,3.7,>,110,2,55,,,丹内祐次,(美),松山将樹,エスポワールシチー,スターリングローズ,,ネイティヴダンサー系,7,12,1函A,2,未勝利,ダ,1000,不,,丹内,57.0,,2,4.3,1,-0.0,2,,,1,1,34.05,35.8,9,(スイーヴル)
