レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010701,2026.8.15,土,札幌,1札7,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,,馬齢,３歳
6,,10,アンタレス,牡,3,7,14.8, , 96,12,54,▲,,和田陽希,(栗),藤野健太,キズナ,エンパイアメーカー,,ネイティヴダンサー系,8,1,1札3,9,未勝利,ダ,1700,稍,,和田,54.0,▲,11,279.5,4,0.8,11,11,11,11,8,38.35,37.4,1,リテラシー
7,B,11,ゴーントゥファー,セ,3,14,55.5, , 90,13,56,☆,,長浜鴻緒,(美),小島茂之,ドレフォン,キズナ,,,7,25,1札1,2,未勝利,ダ,1700,良,B,長浜,56.0,☆,9,64.3,8,2.1,10,9,10,10,10,38.62,37.9,3,ヤマメイッカ
7,B,12,サンオブザサン,牡,3,4,7.3, , 99,6,57,,,斎藤新,(栗),高橋一哉,タニノフランケル,マツリダゴッホ,,ロイヤルチャージャー系,7,18,1函B,3,未勝利,ダ,1700,良,,斎藤,57.0,,8,13.4,8,1.5,5,14,14,10,11,37.85,38.4,6,ホウオウライセンス
8,,13,フェンリル,牡,3,9,22.0, , 98,9,57,,*,菊沢一樹,(美),高木登,ドレフォン,"Sea The Stars",,ニアークティック系,7,18,1函B,2,未勝利,ダ,2400,良,,岩田,57.0,,10,54.8,7,1.5,9,2,2,2,2,38.17,42.0,8,リバーソニック
8,B,14,ワンダーゾルダート,牡,3,11,36.3, , 99,6,57,,,松本大輝,(栗),羽月友彦,ゴールドドリーム,エイシンフラッシュ,,,8,2,1札4,連,未勝利,ダ,1700,良,B,松本,57.0,,7,40.3,6,2.2,5,6,6,8,7,37.80,38.7,6,ワンダーブリッツ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010702,2026.8.15,土,札幌,1札7,2,,未勝利,芝,1800,A,4,良(暫定),晴(暫定),14,10:30,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,マイネルラビリンス,牡,2,8,42.4, , 93,8,55,,*,菊沢一樹,(美),金成貴史,ダノンバラード,ロージズインメイ,,ロイヤルチャージャー系,7,26,1札2,初,新馬,芝,1800,良,,和田,52.0,▲,9,137.9,6,1.5,7,10,10,9,10,37.40,34.9,5,ノヴァヴェローチェ
2,,2,オンザボー,牡,2,3,8.9, ,113,2,55,,*,佐々木大,(美),田中博康,コントレイル,"Temple City",,,8,2,1札4,初,新馬,芝,1800,良,,舟山,54.0,☆,3,4.9,3,0.4,2,3,4,6,2,37.80,35.6,2,ホウオウプレマ
3,,3,イッペイ,牡,2,2,4.8, ,124,1,55,,,浜中俊,(栗),松永幹夫,エフフォーリア,"Unusual Heat",,ニアークティック系,7,18,1函B,連,未勝利*,芝,1800,良,,浜中,55.0,,2,3.2,2,0.1,3,3,3,2,2,37.30,35.3,2,ロジクラウン
4,,4,マイネルサリーレ,牡,2,5,23.5, , 88,10,55,,*,斎藤新,(美),田島俊明,ゴールドシップ,ダノンバラード,,,8,1,2新3,初,新馬,芝,1800,良,,石橋,55.0,,7,71.6,7,2.0,2,,,7,7,38.30,34.6,6,ホウオウモノポリー
5,,5,ローザベッラ,牝,2,9,54.5, , 95,6,55,,*,石川倭,(栗),西園翔太,エフフォーリア,エンパイアメーカー,,ネイティヴダンサー系,7,26,1札2,初,新馬,芝,1800,良,,丹内,55.0,,6,26.9,9,2.0,6,7,7,4,5,37.00,36.2,9,ノヴァヴェローチェ
6,,6,カリスマン,牡,2,10,73.0, , 92,9,55,,,吉田隼人,(美),武井亮,フィエールマン,シンボリクリスエス,,ロイヤルチャージャー系,7,19,1函C,初,新馬,芝,1800,重,,吉田,55.0,,13,75.8,11,1.3,2,8,9,8,8,37.15,38.1,8,テンカタイヘイ
7,,7,ラヴァンドローリエ,牝,2,6,31.7, ,100,5,55,,,古川吉洋,(栗),宮徹,ダノンスマッシュ,マンハッタンカフェ,,ロイヤルチャージャー系,7,19,1函C,初,新馬,芝,1800,重,,古川,55.0,,14,156.5,4,0.6,3,14,14,14,10,37.45,36.8,2,テンカタイヘイ
7,,8,ルージュロマーナ,牝,2,4,13.9, ,107,4,54,☆,*,舟山瑠泉,(美),手塚貴徳,ウィルテイクチャージ,ダイワメジャー,,ロイヤルチャージャー系,7,19,1函C,初,新馬,芝,1800,重,,横山,55.0,,10,32.2,3,0.4,9,6,5,5,3,36.95,37.6,5,テンカタイヘイ
8,,9,レゾンフォルテ,牡,2,1,1.4, ,113,2,55,,,横山和生,(栗),昆貢,エフフォーリア,ジャングルポケット,,ナスルーラ系,7,26,1札2,初,新馬,芝,1800,良,,横山,55.0,,2,6.3,3,0.6,9,8,8,8,5,37.25,34.3,1,ノヴァヴェローチェ
8,,10,タクミオジュウ,牡,2,7,31.7, , 95,6,54,☆,*,長浜鴻緒,(美),小島茂之,オジュウチョウサン,ファルブラヴ,,ニアークティック系,7,12,2福6,初,新馬,芝,1800,稍,,池添,55.0,,6,24.7,14,4.7,8,15,14,15,16,38.15,38.3,14,リサナウト
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010703,2026.8.15,土,札幌,1札7,3,,未勝利,ダート,1000,,2,良(暫定),晴(暫定),12,11:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ナブッコ,牡,3,4,9.3, ,110,5,57,,,横山武史,(栗),橋田宜長,モーリス,"Perfect Soul",,ニアークティック系,8,1,1札3,3,未勝利,ダ,1000,稍,,横山,57.0,,4,7.0,3,0.6,5,,,10,9,36.90,35.0,1,ドリームガッサン
2,,2,フェアリーキャット,牝,3,5,10.4, ,108,6,53,◇,,古川奈穂,(美),鈴木慎太,ディスクリートキャット,パイロ,,ナスルーラ系,8,1,1札3,9,未勝利,ダ,1000,稍,,古川,53.0,◇,6,11.8,2,0.5,6,,,9,7,36.45,35.2,2,ドリームガッサン
3,,3,ソルトアイリス,牝,3,8,21.7, ,102,7,55,,*,横山和生,(栗),四位洋文,アドマイヤマーズ,ルーラーシップ,,ネイティヴダンサー系,6,21,1函4,10,未勝利・牝,芝,1200,良,,舟山,53.0,△,1,2.4,13,1.5,13,,,14,15,34.30,35.5,8,ファインコンダクト
4,,4,トルークマクト,牝,3,7,19.4, ,101,9,55,,*,石川倭,(栗),福永祐一,ドレフォン,キングカメハメハ,,ネイティヴダンサー系,7,19,1函C,2,未勝利,ダ,1000,不,,鷲頭,53.0,△,3,6.1,6,1.1,3,,,6,6,35.25,36.3,7,ミスチヴマリアンヌ
5,,5,シルフ,牝,3,1,2.5, , 92,11,55,,*,松本大輝,(栗),藤野健太,ルヴァンスレーヴ,ヘニーヒューズ,,,7,11,1函9,2,未勝利・牝,ダ,1700,重,,和田,52.0,▲,10,39.4,11,1.8,10,8,7,9,9,36.11,38.5,10,サラサチャチャチャ
5,B,6,アニマレイ,牡,3,2,4.2, ,124,1,54,▲,*,小林美駒,(栗),須貝尚介,ニューイヤーズデイ,ダイワメジャー,,ロイヤルチャージャー系,4,26,2東2,3,未勝利,ダ,1300,稍,B,レー,57.0,,1,2.4,3,0.4,1,,,8,7,36.43,36.9,3,ユイノカタリベ
6,,7,デルマハルナ,牝,3,12,57.6, , 98,10,52,▲,,和田陽希,(美),天間昭一,ディーマジェスティ,サウスヴィグラス,,ネイティヴダンサー系,7,19,1函C,2,未勝利,ダ,1000,不,,和田,52.0,▲,8,44.9,3,0.8,8,,,6,6,35.25,36.0,3,ミスチヴマリアンヌ
6,B,8,ダイユウサルターレ,牡,3,9,22.8, , 91,12,57,,*,佐々木大,(美),松永康利,サートゥルナーリア,ゼンノロブロイ,,ロイヤルチャージャー系,7,16,浦和,6,ツイン,ダ,1400,良,,篠谷,56.0,,6,,7,0.9,,6,6,4,6,,----,,ドリームファイター
7,B,9,サンライズロイ,牡,3,11,36.0, ,102,7,57,,*,菱田裕二,(栗),牧浦充徳,フォーウィールドライブ,ブライアンズタイム,,ロイヤルチャージャー系,8,1,1札3,3,未勝利,ダ,1000,稍,B,舟山,56.0,☆,3,5.4,5,1.0,3,,,7,8,36.15,35.9,4,ドリームガッサン
7,,10,フェイスリフト,牡,3,6,13.7, ,114,4,57,,*,古川吉洋,(美),嘉藤貴行,フォーウィールドライブ,ブラックタイド,,ロイヤルチャージャー系,7,5,2福4,4,未勝利,ダ,1150,良,B,原優,57.0,,2,3.6,6,1.2,4,,,6,6,34.58,37.2,4,コウソクルリアン
8,,11,メイワキラリ,牡,3,10,25.1, ,116,3,57,,*,川又賢治,(栗),河嶋宏樹,ミスターメロディ,コロナドズクエスト,,ネイティヴダンサー系,7,18,2小7,2,未勝利,ダ,1000,稍,,鮫島,57.0,,3,5.0,3,0.5,1,,,3,2,33.75,36.3,9,サトノロザリー
8,,12,ツクバヴァンガード,牡,3,3,8.7, ,122,2,56,☆,*,長浜鴻緒,(美),奥平雅士,リーチザクラウン,キャプテンスティーヴ,ロイヤルチャージャー系,その他のエクリプス系,7,12,2福6,4,未勝利,ダ,1150,稍,,佐藤,54.0,▲,1,2.4,6,0.4,13,,,2,2,34.58,38.0,10,ミラビリオン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010704,2026.8.15,土,札幌,1札7,4,,未勝利,ダート,2400,,6,良(暫定),晴(暫定),12,11:30,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ザンテソーロ,牡,3,2,6.2, ,107,5,57,,,横山武史,(美),畠山吉宏,オルフェーヴル,ルーラーシップ,,ネイティヴダンサー系,7,18,1函B,4,未勝利,ダ,2400,良,,横山,57.0,,4,6.1,4,0.8,3,1,1,1,1,38.07,41.6,6,リバーソニック
2,B,2,シエルブリエ,牡,3,8,16.4, , 97,9,53,★,*,河原田菜,(栗),浜田多実,アルアイン,Tiznow,,マンノウォー系,6,7,3阪2,17,未勝利,ダ,1800,良,,渡辺,57.0,,15,230.6,7,1.8,10,7,9,11,11,38.80,38.4,3,ロードヴェリタス
3,B,3,ポップアップ,セ,3,5,10.2, ,117,2,57,,,佐々木大,(栗),寺島良,ロジャーバローズ,ルーラーシップ,,ネイティヴダンサー系,7,18,1函B,4,未勝利,ダ,2400,良,B,佐々,57.0,,1,3.1,3,0.7,4,5,6,5,5,38.23,41.0,4,リバーソニック
4,,4,ロードステラート,牡,3,4,8.7, ,117,2,57,,*,横山琉人,(栗),武英智,キタサンブラック,ダイワメジャー,,ロイヤルチャージャー系,6,21,1函4,4,未勝利,ダ,2400,良,,横山,57.0,,1,3.0,5,1.3,1,2,2,1,2,38.70,41.9,6,ハイドパーク
5,,5,ガビーズメロディ,牡,3,11,34.7, ,103,6,57,,*,原田和真,(美),伊坂重信,ミスターメロディ,ステイゴールド,,ロイヤルチャージャー系,6,14,3東4,4,未勝利,ダ,2100,稍,,ゴン,57.0,,9,97.5,7,2.2,13,13,14,13,14,38.28,39.0,6,モデレートゲイル
5,B,6,ウインガネーシャ,牡,3,1,2.7, ,119,1,57,,*,菊沢一樹,(美),高木登,ゴールドドリーム,ヘニーヒューズ,,,7,18,1函B,4,未勝利,ダ,2400,良,,丹内,57.0,,2,4.4,2,0.3,1,5,5,5,5,38.23,40.6,2,リバーソニック
6,,7,コイバナ,牝,3,10,22.4, , 95,10,52,▲,*,和田陽希,(栗),渡辺薫彦,モズアスコット,ルーラーシップ,,ネイティヴダンサー系,7,11,1函9,5,未勝利・牝,ダ,1700,重,,岩田,55.0,,11,49.2,8,1.5,8,14,14,12,11,36.76,37.0,1,サラサチャチャチャ
6,B,8,ワイルドカイザー,牡,3,9,18.9, , 91,11,56,☆,*,長浜鴻緒,(美),矢嶋大樹,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,7,4,2福3,12,未勝利,ダ,1700,重,B,嶋田,57.0,,11,179.6,12,2.1,13,11,15,14,14,38.89,38.0,7,オリジナルアポジー
7,,9,ブラックパロット,牡,3,7,15.8, ,100,7,56,☆,*,舟山瑠泉,(美),手塚貴徳,アドマイヤマーズ,"Rockport Harbor",,ネイティヴダンサー系,6,7,3東2,2,未勝利,ダ,2100,良,,佐々,57.0,,7,21.8,12,3.8,9,7,7,7,8,38.28,40.8,12,インナーパッション
7,B,10,ブロント,牡,3,6,12.2, ,  0,,57,,,浜中俊,(美),堀宣行,ブラックタイド,クロフネ,ロイヤルチャージャー系,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,ウインモンクール,牡,3,12,47.0, , 98,8,57,,*,松本大輝,(栗),新谷功一,ルヴァンスレーヴ,スペシャルウィーク,,ロイヤルチャージャー系,7,8,門別,2,フェル,ダ,1700,良,,丹内,57.0,,4,,5,2.9,,2,2,1,3,,----,,タイセイスライブ
8,,12,モロノカガヤキ,牡,3,3,6.2, ,108,4,54,▲,*,小林美駒,(美),林徹,ゴールドドリーム,カレンブラックヒル,,,7,11,1函9,3,未勝利,ダ,1700,重,,丹内,57.0,,2,4.0,6,1.7,1,8,8,7,5,36.38,39.3,7,チリンドリ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010705,2026.8.15,土,札幌,1札7,5,,新馬,芝,1200,A,2,良(暫定),晴(暫定),16,12:20,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,パーフェクトゲーム,牝,2,6,8.7, ,  0,,55,,,横山和生,(美),千葉直人,リアルスティール,Dubawi,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,スピリッツ,牝,2,2,6.3, ,  0,,52,▲,,小林美駒,(栗),千田輝彦,モーリス,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,フレンドミラノ,牡,2,10,26.5, ,  0,,51,★,,河原田菜,(美),加藤和宏,イスラボニータ,キズナ,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,ディンクスマッシュ,牡,2,8,12.8, ,  0,,54,☆,,舟山瑠泉,(栗),前川恭子,ダノンスマッシュ,ケイムホーム,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,ジオパークカツキ,牡,2,1,3.8, ,  0,,55,,,横山武史,(美),伊藤圭三,ビッグアーサー,Kingman,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6,ハミングリップス,牝,2,11,39.3, ,  0,,52,▲,,遠藤汰月,(美),青木孝文,タワーオブロンドン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,キャンドル,牝,2,5,8.5, ,  0,,55,,,浜中俊,(栗),清水久詞,デクラレーションオブウォー,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,8,アオイスミレ,牝,2,4,7.3, ,  0,,55,,,菱田裕二,(美),加藤征弘,アルバート,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,トスカ,牝,2,3,6.8, ,  0,,55,,,小沢大仁,(栗),杉山佳明,ヘニーヒューズ,スウェプトオーヴァーボード,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,10,スマートライナー,牝,2,9,15.6, ,  0,,55,,,古川吉洋,(栗),角田晃一,グレーターロンドン,"Pioneerof the Nile",,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,ゲームチェンジャー,牡,2,12,40.5, ,  0,,55,,,原田和真,(美),蛯名利弘,カレンブラックヒル,エピファネイア,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,12,タワーレイヴン,牡,2,7,11.2, ,  0,,55,,,横山琉人,(美),岩戸孝樹,タワーオブロンドン,フリオーソ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010706,2026.8.15,土,札幌,1札7,6,,未勝利,芝,1500,A,3,良(暫定),晴(暫定),14,12:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,グローリーバローズ,セ,3,8,19.9, ,107,4,57,,*,横山武史,(栗),辻野泰之,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,8,2,1札4,2,未勝利,芝,1500,良,,鮫島,57.0,,8,22.5,3,0.3,11,,13,13,10,36.47,34.9,1,エグジスタンス
2,B,2,タマモパルファン,牝,3,9,20.6, , 95,10,55,,*,荻野琢真,(栗),角田晃一,サンダースノー,ブラックタイド,,ロイヤルチャージャー系,6,6,3阪1,初,未勝利,芝,1200,良,,角田,55.0,,10,182.8,11,1.1,13,,,14,15,35.20,34.4,6,タナブイハチターボ
3,,3,フラワーフェアリー,牝,3,12,45.8, , 89,13,55,,*,黛弘人,(美),畠山吉宏,ヴァンセンヌ,フサイチコンコルド,,ニアークティック系,11,30,5東8,2,未勝利*,芝,1600,良,,丹内,55.0,,8,90.3,13,2.6,11,,,10,10,37.08,35.5,13,ゴバド
3,,4,ヒャクレツケン,牡,3,13,89.4, , 91,11,54,▲,*,遠藤汰月,(美),青木孝文,タリスマニック,ブラックタイド,,ロイヤルチャージャー系,6,13,1函1,10,未勝利,芝,1200,稍,,河原,53.0,★,13,179.3,13,2.2,12,,,9,9,34.90,35.8,11,ディーズメンフィス
4,,5,レイナデルアイレ,牝,3,6,12.2, ,106,6,55,,,石川倭,(美),矢嶋大樹,レイデオロ,サクラバクシンオー,,ナスルーラ系,7,25,1札1,4,未勝利・牝,芝,1500,良,,石川,55.0,,8,32.9,4,0.4,4,,3,4,3,35.47,35.1,3,フレッチャアズーラ
4,,6,ニシノシャルム,牝,3,10,22.3, , 83,14,53,◇,*,古川奈穂,(美),栗田徹,キタサンブラック,クロフネ,,ニアークティック系,5,23,1新7,2,未勝利,芝,1400,稍,,遠藤,52.0,▲,15,137.9,11,1.0,7,,,10,11,36.00,36.3,11,ミスターマーボー
5,,7,エアヴァイブス,牝,3,2,5.2, ,114,2,55,,*,北村友一,(栗),福永祐一,コントレイル,ハービンジャー,,ニアークティック系,7,25,1札1,2,未勝利・牝,芝,1500,良,,武豊,55.0,,3,4.5,3,0.3,7,,11,12,10,35.93,34.3,1,フレッチャアズーラ
5,,8,エイシンキーンラン,牝,3,5,9.0, ,102,8,55,,*,菊沢一樹,(美),田中剛,エイシンヒカリ,ジャスタウェイ,,,5,23,2東9,4,未勝利・牝,ダ,1600,重,,松岡,55.0,,8,23.1,11,1.4,7,,,1,1,36.24,39.3,12,サーロー
6,,9,シャルムグリーン,牡,3,1,3.5, ,113,3,57,,*,横山琉人,(美),相沢郁,スワーヴリチャード,タニノギムレット,,ロイヤルチャージャー系,7,19,2福8,4,未勝利,芝,1800,良,,津村,57.0,,2,4.6,5,0.8,5,5,5,7,6,36.40,35.8,6,ペプチドドリーム
6,,10,ショウナンバーボン,牡,3,3,5.6, ,119,1,54,▲,*,小林美駒,(美),加藤士津,サートゥルナーリア,ハーツクライ,,ロイヤルチャージャー系,8,2,1札4,9,未勝利,芝,1500,良,,西村,57.0,,3,5.7,2,0.1,1,,4,3,3,35.93,35.5,3,エグジスタンス
7,,11,サウンドファミリエ,牝,3,7,15.5, ,105,7,55,,*,吉田隼人,(美),和田正一,シルバーステート,トビーズコーナー,,その他のエクリプス系,8,1,1札3,3,未勝利,芝,1800,稍,,横山,55.0,,7,13.2,3,0.3,7,10,10,11,4,37.10,34.8,1,ライフイズカラフル
7,,12,ヤマヤロード,牝,3,14,104.4, , 91,11,55,,*,古川吉洋,(栗),小崎憲,アルアイン,ロードカナロア,,,6,17,名古,8,名古屋,ダ,1500,良,,塚本,55.0,,8,,5,1.0,,7,7,6,7,,----,,ブルームザスマイル
8,,13,ランウェイミューズ,牝,3,4,8.0, ,107,4,54,☆,*,舟山瑠泉,(美),竹内正洋,シルバーステート,ストロングリターン,,,7,19,2福8,9,未勝利,芝,1800,良,,坂井,55.0,,4,10.8,4,0.7,6,3,3,4,3,36.25,36.0,8,ペプチドドリーム
8,,14,アップターンデイ,牡,3,11,28.4, , 99,9,57,,*,菱田裕二,(栗),藤岡健一,ニューイヤーズデイ,Teofilo,,ニアークティック系,6,27,2小1,8,未勝利,ダ,1700,不,,高杉,57.0,,4,7.6,15,4.9,7,6,6,6,9,36.38,42.7,15,タマモスカイ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010707,2026.8.15,土,札幌,1札7,7,,1勝,芝,2000,A,4,良(暫定),晴(暫定),16,13:20,牝,定量,３上
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,メリザンド,牝,4,6,22.6, ,109,2,56,,*,菊沢一樹,(美),小手川準,サトノダイヤモンド,シンボリクリスエス,,ロイヤルチャージャー系,6,21,1函4,9,遊楽部特･1勝,芝,2000,良,,杉原,56.0,,6,12.6,4,0.4,2,1,1,1,1,35.91,36.3,6,アストリル
2,,2,エリナ,牝,4,15,72.6, , 85,15,54,◇,*,古川奈穂,(美),戸田博文,カリフォルニアクローム,ディープインパクト,,ロイヤルチャージャー系,7,18,1函B,33,１勝ｸﾗｽ,芝,2600,良,,大久,53.0,▲,12,433.4,12,4.1,12,2,2,2,4,37.44,40.0,12,マイネルゼウス
