レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021405010501,2026.2.14,土,東京,1東5,1,,未勝利,ダート,1400,,2,良,晴,16,10:05,,馬齢,３歳
8,,15,ナックセシリア,牝,3,378,,,16,523.5, ,  0,,52,▲,,上里直汰,(美),小野次郎,レイデオロ,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,アイムインディ,牝,3,448,,,3,12.5, ,  0,,55,,,武豊,(美),蛯名正義,インディチャンプ,"Invincible Spirit",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021405010506,2026.2.14,土,東京,1東5,6,,未勝利,芝,1800,D,2,良,晴,16,12:55,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,スカーレットジーン,牝,3,420,- 6,- 6,16,544.0, , 82,14,53,△,*,長浜鴻緒,(美),水野貴広,トーセンラー,キングカメハメハ,,ネイティヴダンサー系,12,14,5中4,10,未勝利*,芝,2000,稍,,木幡,55.0,,18,536.8,17,3.2,16,15,15,16,16,37.67,38.3,15,ラージアンサンブル
1,,2,シャンパンクォーツ,牝,3,396,,,8,60.0, ,  0,,55,,,荻野極,(美),久保田貴,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,シンデレラヒメ,牝,3,460,  0,0,15,464.6, , 84,13,52,▲,*,上里直汰,(美),石栗龍彦,ノーブルミッション,パイロ,,ナスルーラ系,11,15,5東3,3,未勝利・牝*,ダ,1400,良,B,菱田,55.0,,10,239.3,13,6.0,10,,,13,13,37.95,40.7,11,カセノアステリア
2,,4,ミズノミヤコ,牝,3,420,- 4,- 4,6,28.6, ,108,4,55,,,原優介,(美),青木孝文,シルバーステート,キングカメハメハ,,ネイティヴダンサー系,1,25,1中9,初,新馬,芝,2000,良,,原優,55.0,,15,190.2,2,0.3,13,1,1,1,1,37.97,35.1,11,ヤマニンヘルシェ
3,,5,マンサニージャ,牝,3,434,+ 4,+ 4,7,33.9, ,102,6,55,,,佐々木大,(美),菊川正達,ダノンバラード,ロージズインメイ,,ロイヤルチャージャー系,11,15,5東3,3,未勝利*,芝,1600,良,,佐々,55.0,,5,13.6,11,0.7,12,,,9,7,36.72,34.4,9,スペルーチェ
3,,6,マトリカリア,牝,3,398,+ 2,+ 2,14,432.9, , 93,10,52,▲,*,遠藤汰月,(美),岩戸孝樹,グレーターロンドン,パイロ,,ナスルーラ系,11,16,5東4,連,未勝利・牝*,芝,1400,良,,佐々,55.0,,11,189.0,14,1.4,9,,,12,12,36.08,35.4,11,イヌボウノウタゴエ
4,,7,アルペンローゼ,牝,3,490,+ 8,+ 8,9,81.8, , 95,9,55,,*,菅原明良,(美),栗田徹,イスラボニータ,シニスターミニスター,,ナスルーラ系,11,16,5東4,初,新馬,ダ,1600,良,,横山,55.0,,10,60.8,10,1.7,7,,,11,12,38.82,37.5,10,アジアントレジャー
4,,8,ダーリングハースト,牝,3,478,+30,+30,2,3.8, ,113,3,55,,*,キング,(美),国枝栄,エピファネイア,Congrats,,ナスルーラ系,6,22,3東6,初,新馬,芝,1600,良,,レー,55.0,,1,2.6,3,0.7,1,,,8,7,36.12,35.1,2,サノノグレーター
5,,9,ラインクインビー,牝,3,442,,,11,268.7, ,  0,,55,,,木幡巧也,(美),水野貴広,スワーヴリチャード,ネオユニヴァース,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,クイーンズレイン,牝,3,448,+ 6,+ 6,4,13.3, ,101,7,55,,,津村明秀,(美),林徹,エピファネイア,キングカメハメハ,,ネイティヴダンサー系,11,15,5東3,初,新馬・牝,芝,1600,良,,津村,55.0,,5,17.3,6,0.8,9,,,13,11,37.38,33.3,3,マスターソアラ
6,,11,キコリータ,牝,3,416,  0,0,10,86.0, , 97,8,55,,*,柴田善臣,(美),田中勝春,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,12,14,5中4,初,新馬,芝,1600,稍,,石田,52.0,▲,9,38.5,7,1.3,8,,13,11,10,37.32,35.7,3,ジーティーシンドウ
6,,12,ソルトバーン,牝,3,430,+10,+10,13,425.6, , 88,12,55,,*,柴田大知,(美),和田雄二,ノーブルミッション,"Mizzen Mast",,ナスルーラ系,11,30,5東8,3,未勝利*,芝,2000,良,,石神,52.0,▲,11,347.2,13,3.6,11,,1,1,1,36.77,37.7,13,ファムクラジューズ
7,,13,ジーティーウブラブ,牝,3,388,+ 2,+ 2,12,286.8, , 93,10,51,★,*,谷原柚希,(美),伊藤圭三,キタサンブラック,Frankel,,ニアークティック系,12,14,5中4,初,新馬,芝,1600,稍,,佐藤,52.0,▲,11,84.9,9,1.4,7,,10,7,7,36.96,36.4,7,ジーティーシンドウ
7,,14,コンサートピアノ,牝,3,394,+ 4,+ 4,3,4.8, ,114,2,55,,*,北村友一,(美),中舘英二,シスキン,フジキセキ,,ロイヤルチャージャー系,11,24,5東6,初,新馬・牝,芝,1600,良,,松山,55.0,,3,8.1,2,0.2,7,,,4,4,36.54,33.7,1,フェルミアーク
8,,15,シニャンガ,牝,3,480,+10,+10,1,1.9, ,120,1,55,,,ルメール,(美),鹿戸雄一,ロードカナロア,Tapit,,ナスルーラ系,11,15,5東3,初,新馬・牝,芝,1600,良,,ルメ,55.0,,2,4.7,2,0.0,13,,,7,7,37.02,33.1,2,マスターソアラ
8,,16,サートゥルチェア,牝,3,450,  0,0,5,15.3, ,107,5,55,,,横山和生,(美),嘉藤貴行,サートゥルナーリア,ジャングルポケット,,ナスルーラ系,1,18,1中7,3,未勝利・牝,芝,1600,良,,横山,55.0,,7,21.5,5,0.3,8,,2,3,3,35.22,35.8,9,サンヴィクトワール
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021405010507,2026.2.14,土,東京,1東5,7,,1勝,芝,1400,D,2,良,晴,16,13:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ニシノセイドウ,牡,3,452,+ 6,+ 6,8,44.2,>, 98,9,57,,*,池添謙一,(美),伊藤大士,リーチザクラウン,スクリーンヒーロー,ロイヤルチャージャー系,ロイヤルチャージャー系,12,28,5中8,3,未勝利*,芝,1200,良,,津村,56.0,,5,10.7,1,-0.1,14,,,2,2,33.70,35.4,6,(キッショウダラニ)
1,,2,フローラルツッキー,牝,3,428,+ 2,+ 2,16,623.9, , 81,16,52,▲,*,上里直汰,(美),伊坂重信,モズアスコット,スペシャルウィーク,,ロイヤルチャージャー系,11,23,5東5,19,赤松賞･1勝*,芝,1600,良,,菊沢,55.0,,8,172.0,8,3.0,7,,,6,7,36.48,35.8,8,ヒズマスターピース
2,,3,タイセイアストロ,牡,3,456,  0,0,2,3.6,>,109,7,57,,*,荻野極,(美),森一誠,ミッキーアイル,ネオユニヴァース,,ロイヤルチャージャー系,1,4,1中1,2,未勝利,芝,1600,良,,杉原,57.0,,2,3.5,1,-0.0,1,,10,7,5,35.82,34.8,1,(ナイスプレーアスク)
2,,4,グリオンヴール,牡,3,482,+14,+14,1,2.3,>,110,6,57,,,ルメール,(美),宮田敬介,エピファネイア,"No Nay Never",,,8,23,2札1,初,新馬,芝,1500,稍,,ルメ,55.0,,1,1.2,1,-1.2,2,,5,2,2,37.13,35.2,1,(ミアエッテ)
3,,5,シャオママル,牡,3,440,+ 8,+ 8,3,5.1,+,127,1,57,,*,横山武史,(美),加藤士津,アルアイン,キングカメハメハ,,ネイティヴダンサー系,11,8,5東1,4,京王杯２G2,芝,1400,良,,プー,56.0,,6,14.6,4,0.5,13,,,8,6,35.85,33.6,4,ダイヤモンドノット
3,,6,ルージュブリッツ,牝,3,438,- 4,- 4,7,18.9, , 94,10,55,,*,キング,(美),古賀慎明,エイシンフラッシュ,ディープインパクト,,ロイヤルチャージャー系,11,23,5東5,6,赤松賞･1勝*,芝,1600,良,,横山,55.0,,4,6.4,6,0.8,1,,,4,4,36.24,34.0,4,ヒズマスターピース
4,,7,ベレーバスク,牝,3,454,- 2,- 2,4,10.1, ,104,8,55,,*,武豊,(美),清水英克,ベンバトル,マンハッタンカフェ,,ロイヤルチャージャー系,12,13,5名3,6,つわぶき･1勝,芝,1400,良,,丹内,55.0,,2,2.8,9,0.9,9,,,4,3,34.28,35.1,9,プレセピオ
4,,8,ディヴァインスカイ,牡,3,490,+12,+12,10,93.8, , 94,10,57,,*,石川裕紀,(美),田島俊明,マテラスカイ,サンデーサイレンス,,ロイヤルチャージャー系,12,13,5中3,5,黒松賞･1勝*,芝,1200,良,,吉田,56.0,,7,11.7,9,0.8,8,,,8,8,35.00,34.0,6,マーブルパレス
5,,9,フォトンゲイザー,牡,3,438,+ 8,+ 8,15,382.2,+, 89,13,57,,,木幡巧也,(美),牧光二,アドマイヤマーズ,タイキシャトル,,ロイヤルチャージャー系,11,8,5東1,11,京王杯２G2,芝,1400,良,,木幡,56.0,,15,230.0,14,1.3,12,,,16,15,36.45,33.6,4,ダイヤモンドノット
5,,10,トラスコンガーデン,牝,3,446,- 4,- 4,12,175.2,+, 93,12,55,,*,田辺裕信,(美),竹内正洋,ダノンスマッシュ,Bernardini,,ナスルーラ系,1,11,1中4,12,フェアリG3,芝,1600,良,,吉田,55.0,,15,146.6,11,0.9,12,,14,13,14,35.58,35.2,2,ブラックチャリス
6,,11,シュペルリング,牡,3,444,+16,+16,6,17.8,+,116,4,57,,,津村明秀,(美),嘉藤貴行,シスキン,ディープブリランテ,,ロイヤルチャージャー系,11,8,5東1,4,京王杯２G2,芝,1400,良,,津村,56.0,,2,7.6,10,1.1,10,,,6,6,35.78,34.3,11,ダイヤモンドノット
6,,12,ミスバレンシア,牝,3,488,+16,+16,13,183.9,+,113,5,53,◇,*,永島まな,(美),武井亮,ロジャーバローズ,サクラバクシンオー,,ナスルーラ系,10,30,門別,6,エーデG3,ダ,1200,稍,,落合,55.0,,7,,11,4.1,,,,7,9,,----,,リュウノフライト
7,,13,ランプローグ,牝,3,408,+ 2,+ 2,9,93.0,+,118,2,55,,*,吉田豊,(美),矢野英一,ダノンキングリー,フォーティナイナー,,ネイティヴダンサー系,11,16,3福4,4,福島２歳,芝,1200,良,,菊沢,55.0,,8,20.4,5,0.5,15,,,10,6,34.30,35.4,7,タマモイカロス
7,,14,ラテラルパーム,牡,3,470,+ 6,+ 6,11,95.4, , 84,14,57,,*,北村友一,(美),栗田徹,モーリス,ディープインパクト,,ロイヤルチャージャー系,12,13,5中3,7,黒松賞･1勝*,芝,1200,良,,佐々,56.0,,10,20.0,11,1.0,13,,,8,8,35.00,34.2,9,マーブルパレス
8,,15,リネンタイリン,牡,3,464,-10,-10,14,319.8, , 82,15,57,,,柴田大知,(美),南田美知,キズナ,パラダイスクリーク,,ナスルーラ系,12,13,5中3,3,黒松賞･1勝*,芝,1200,良,,柴田,56.0,,13,58.3,12,1.1,10,,,12,13,35.50,33.8,2,マーブルパレス
8,,16,グロリアスマーチ,牡,3,500,- 2,- 2,5,13.7, ,117,3,57,,*,佐々木大,(栗),須貝尚介,モーリス,アグネスタキオン,,ロイヤルチャージャー系,12,27,5阪7,連,万両賞･1勝*,芝,1400,良,,ルメ,56.0,,3,6.9,3,0.2,4,,,3,2,35.10,34.0,4,アスミル
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021405010508,2026.2.14,土,東京,1東5,8,,2勝,ダート,1600,,2,良,晴,16,14:00,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ファイヴレター,牡,9,482,+22,+22,16,371.0, , 89,15,58,,*,丸田恭介,(美),佐藤吉勝,タイムパラドックス,ネオユニヴァース,ロイヤルチャージャー系,ロイヤルチャージャー系,11,15,3福3,23,西郷特Ｈ･2勝,ダ,1700,良,,石田,52.0,,15,249.7,10,1.7,15,13,12,14,13,38.18,37.6,6,テーオールビー
1,,2,アデランテ,セ,5,516,+ 8,+ 8,6,23.0,>,102,11,58,,,佐々木大,(美),菊川正達,ミッキーグローリー,タイキシャトル,,ロイヤルチャージャー系,10,12,4東4,9,１勝ｸﾗｽ,ダ,1600,良,,佐々,58.0,,5,6.8,1,-0.1,15,,,1,1,36.90,36.8,7,(ジェシーテソーロ)
2,,3,ニシノクードクール,牝,4,468,+ 4,+ 4,15,265.3, ,101,12,56,,*,池添謙一,(美),武藤善則,ホークビル,ダイワメジャー,,ロイヤルチャージャー系,11,9,5東2,4,２勝ｸﾗｽ,ダ,1300,稍,,武藤,55.0,,9,44.9,8,1.2,9,,,10,10,36.17,36.5,6,アンズアメ
2,B,4,レッドセニョール,牡,5,500,+ 4,+ 4,14,218.0, , 98,14,56,△,*,長浜鴻緒,(美),矢嶋大樹,リアルインパクト,"Medaglia d'Oro",,ニアークティック系,8,24,2札2,2,WASJ第３･2勝,ダ,1700,良,B,ティ,58.0,,11,52.9,9,1.6,13,4,3,3,3,37.31,38.7,11,ベルギューン
3,,5,チュウワチーフ,牡,4,472,+ 2,+ 2,4,9.6, ,119,3,58,,,三浦皇成,(栗),小崎憲,"Tom's d'Etat",Overanalyze,,,11,23,5東5,4,２勝ｸﾗｽ,ダ,1600,良,,三浦,57.0,,2,4.0,4,0.4,1,,,2,2,37.74,36.0,9,セギレエルビエント
3,,6,エーリアル,牝,5,518,- 4,- 4,9,38.1, ,119,3,56,,*,津村明秀,(美),西田雄一,リアルインパクト,キングカメハメハ,,ネイティヴダンサー系,1,18,1中7,31,２勝ｸﾗｽ・牝,ダ,1800,良,,ルメ,56.0,,2,5.3,5,1.4,2,2,2,2,2,37.40,40.2,10,レディーフランシス
4,,7,アルドール,牝,5,516,+ 2,+ 2,11,51.2, ,113,5,56,,,石川裕紀,(美),手塚貴久,ロードカナロア,"Canadian Frontier",,ネイティヴダンサー系,6,15,3東4,12,２勝ｸﾗｽ,ダ,1600,重,,石川,56.0,,5,10.3,4,1.2,13,,,12,12,36.06,35.5,2,ルグランヴァン
4,,8,キョウエイフロイデ,牝,5,486,+ 2,+ 2,7,24.5,>,111,9,56,,,原優介,(美),中川公成,サトノクラウン,マンハッタンカフェ,,ロイヤルチャージャー系,1,24,1中8,2,１勝ｸﾗｽ・牝,ダ,1800,良,,原優,56.0,,2,3.5,1,-0.7,1,9,10,6,5,38.45,38.0,1,(ヴァリオーサ)
5,B,9,ラオラシオン,セ,5,488,- 2,- 2,12,86.0, , 99,13,58,,*,北村友一,(美),斎藤誠,クリエイター2,ゼンノロブロイ,,ロイヤルチャージャー系,10,25,4新3,9,菅名岳特･2勝,ダ,1800,良,B,斎藤,58.0,,8,28.0,11,3.2,9,6,5,5,7,37.25,39.4,13,アスクシュタイン
5,,10,コスモストーム,牡,4,516,+ 2,+ 2,2,3.3, ,112,8,58,,*,武豊,(栗),北出成人,デクラレーションオブウォー,キングカメハメハ,,ネイティヴダンサー系,10,26,3京9,3,嵯峨野Ｈ･2勝,ダ,1400,重,,秋山,56.0,,4,8.5,4,0.5,2,,,11,11,35.25,36.3,1,ピエマンソン
6,,11,ヘリオトロープ,牡,4,482,+ 2,+ 2,1,2.2,>,113,5,58,,,ルメール,(美),萩原清,ヘニーヒューズ,ゴールドアリュール,,ロイヤルチャージャー系,10,18,4東6,6,１勝ｸﾗｽ,ダ,1600,良,,ルメ,56.0,,1,1.5,1,-0.1,1,,,3,3,35.82,37.5,4,(ソナタン)
6,,12,マイティマイティー,牡,5,488,- 6,- 6,3,8.1, ,120,1,58,,*,キング,(栗),佐々木晶,ニューイヤーズデイ,サウスヴィグラス,,ネイティヴダンサー系,1,18,1京7,3,大津特別･2勝,ダ,1800,良,,岩田,58.0,,7,14.9,2,0.2,9,2,2,2,2,38.20,37.4,7,バッケンレコード
7,B,13,プライベートアイズ,牡,4,494,+ 4,+ 4,8,32.8, ,113,5,58,,,荻野極,(美),萩原清,マジェスティックウォリアー,ネオユニヴァース,,ロイヤルチャージャー系,8,2,2新3,3,苗場特別･2勝,ダ,1800,良,B,荻野,55.0,,3,4.3,3,0.5,5,5,5,5,4,37.45,38.2,4,ピクシレーション
7,,14,ジャズ,牡,5,474,- 2,- 2,5,14.3, ,120,1,58,,*,横山武史,(栗),辻野泰之,ルーラーシップ,ディープインパクト,ネイティヴダンサー系,ロイヤルチャージャー系,1,17,1京6,8,２勝ｸﾗｽ,芝,1600,良,,坂井,58.0,,3,5.2,4,0.3,7,,,8,8,35.82,34.1,3,カズミクラーシュ
8,B,15,クレイヴィンオナー,セ,5,534,-10,-10,13,147.7, , 89,15,58,,*,岩田康誠,(美),嘉藤貴行,ヘニーヒューズ,ゼンノロブロイ,,ロイヤルチャージャー系,10,18,4東6,17,２勝ｸﾗｽ,ダ,1400,良,B,横山,58.0,,10,45.6,14,4.8,3,,,14,14,39.08,37.4,6,コシュデリ
8,,16,スカイビート,牝,4,458,  0,0,10,39.6,>,110,10,56,,,石橋脩,(栗),野中賢二,ハクサンムーン,アグネスデジタル,,ネイティヴダンサー系,10,26,4東9,2,１勝ｸﾗｽ・牝,ダ,1600,不,,石橋,54.0,,5,9.2,1,-0.2,3,,,12,13,37.02,34.7,1,(サザンティスプーン)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021405010509,2026.2.14,土,東京,1東5,9,箱根特別,2勝,芝,2400,D,4,良,晴,18,14:35,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ワイズゴールド,牝,6,436,+ 8,+ 8,8,117.9,+, 89,7,56,,,菅原隆一,(美),蛯名利弘,レインボーライン,キングヘイロー,,ニアークティック系,12,6,5中1,2,ステイヤG2,芝,3600,良,,菅原,55.0,,14,342.3,13,1.6,10,14,14,14,14,38.86,34.5,11,ホーエリート
2,,2,アヴニールドブリエ,セ,6,514,+ 8,+ 8,6,92.8, ,101,5,58,,,池添謙一,(美),大和田成,エピファネイア,ゼンノロブロイ,,ロイヤルチャージャー系,11,24,5東6,7,南武特別･2勝,芝,2400,良,,池添,58.0,,9,94.2,7,1.1,8,11,11,11,8,36.40,35.2,6,バレンタインガール
3,,3,イクリール,牡,5,526,+ 6,+ 6,3,7.5, ,112,3,58,,,原優介,(美),青木孝文,シュヴァルグラン,クロフネ,,ニアークティック系,11,24,5東6,14,南武特別･2勝,芝,2400,良,,原優,58.0,,4,6.6,5,0.8,10,1,1,1,1,36.23,35.4,7,バレンタインガール
4,,4,サトノスカイターフ,牡,8,502,- 8,- 8,5,50.0, , 96,6,58,,*,荻野極,(栗),池江泰寿,ディープインパクト,Mineshaft,ロイヤルチャージャー系,ナスルーラ系,1,31,2京1,29,許波多Ｈ･2勝,芝,2400,良,,岩田,56.0,,5,6.6,6,0.6,5,8,8,8,8,37.53,34.1,2,ヴァリージア
5,,5,ズイウンゴサイ,牡,5,478,+ 4,+ 4,4,30.9, ,103,4,58,,*,大野拓弥,(美),武市康男,シュヴァルグラン,チチカステナンゴ,,ナスルーラ系,1,18,1中7,11,２勝ｸﾗｽ,芝,2200,良,,丸田,58.0,,8,126.9,6,0.7,7,16,16,15,11,38.10,33.6,1,フィーリウス
6,,6,アロンズロッド,牡,4,496,+ 4,+ 4,2,2.0, ,130,1,57,,,ルメール,(美),国枝栄,エピファネイア,ロードカナロア,,,11,24,5東6,6,南武特別･2勝,芝,2400,良,,ルメ,56.0,,1,1.9,2,0.0,1,7,6,6,7,36.37,34.2,2,バレンタインガール
7,,7,レッドバンデ,牡,4,492,- 2,- 2,1,1.8, ,118,2,57,,,佐々木大,(美),大竹正博,キズナ,"Lord of England",,ナスルーラ系,1,18,1中7,12,２勝ｸﾗｽ,芝,2200,良,,佐々,57.0,,1,1.3,5,0.5,3,10,8,9,8,37.88,34.0,5,フィーリウス
8,,8,オウケンボルト,牡,7,464,+ 6,+ 6,7,116.2, , 86,8,58,,*,吉田豊,(美),土田稔,フェノーメノ,オウケンブルースリ,,ナスルーラ系,1,31,2京1,2,許波多Ｈ･2勝,芝,2400,良,,酒井,54.0,,8,42.5,7,0.7,7,7,7,7,6,37.37,34.7,6,ヴァリージア
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026021405010510,2026.2.14,土,東京,1東5,10,銀蹄Ｓ,3勝,ダート,1400,,2,良,晴,16,15:10,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,カフェニクス,牝,5,500,- 6,- 6,12,38.6, ,103,13,56,,*,長浜鴻緒,(美),柄崎将寿,サンダースノー,マンハッタンカフェ,,ロイヤルチャージャー系,11,2,4東B,3,秋嶺Ｓ･3勝,ダ,1300,重,,菅原,56.0,,5,15.0,8,1.1,3,,,8,8,35.66,36.0,6,エコロアゼル
1,,2,グラウンドビート,セ,5,492,+ 6,+ 6,11,36.6, ,112,7,58,,,佐々木大,(美),田村康仁,ロードカナロア,ファルブラヴ,,ニアークティック系,11,29,5東7,8,シャング･3勝,ダ,1400,良,,佐々,58.0,,10,72.7,4,0.3,9,,,11,12,36.53,35.6,2,アンシール
2,B,3,ガンウルフ,牡,6,488,- 4,- 4,8,25.5, ,106,10,58,,*,北村友一,(栗),藤岡健一,"Gun Runner","A.P. Indy",,ナスルーラ系,12,21,5阪6,3,御影Ｓ･3勝,ダ,1400,重,,西村,58.0,,5,13.4,12,1.1,14,,,2,2,34.28,37.9,15,トリリオンボーイ
2,,4,ターコイズフリンジ,牡,5,544,+22,+22,3,6.1, ,121,2,58,,,ルメール,(美),田中博康,ブラックタイド,"Malibu Moon",ロイヤルチャージャー系,ナスルーラ系,6,1,2東C,5,薫風Ｓ･3勝,ダ,1600,稍,,ルメ,58.0,,1,2.4,5,0.4,1,,,7,6,36.24,35.2,6,ダノンザボルケーノ
3,,5,メイショウハチロー,牡,4,500,+ 4,+ 4,4,6.5,>,115,6,58,,*,川田将雅,(栗),福永祐一,シニスターミニスター,ダイワメジャー,ナスルーラ系,ロイヤルチャージャー系,11,16,5東4,14,２勝ｸﾗｽ,ダ,1400,良,,団野,57.0,,2,4.7,1,-0.3,2,,,9,7,36.45,35.6,3,(アンクエンチャブル)
3,B,6,トウカイファクター,セ,7,478,+ 8,+ 8,16,248.8, , 86,16,58,,*,吉田豊,(美),菊川正達,ザファクター,タイキシャトル,,ロイヤルチャージャー系,11,23,5東5,17,秋色ＳＨ･3勝,芝,1600,良,B,木幡,54.0,,16,228.8,16,1.5,16,,,13,13,35.34,34.5,12,エンペラーズソード
4,,7,ベンヌ,牡,4,518,+10,+10,2,4.2, ,121,2,58,,,横山武史,(美),久保田貴,パイロ,ディープスカイ,ナスルーラ系,ロイヤルチャージャー系,11,16,5東4,3,銀嶺ＳＨ･3勝,ダ,1400,良,,横山,56.0,,1,2.7,3,0.6,1,,,1,1,35.40,36.8,8,ダノンフィーゴ
4,,8,マーズオデッセイ,牡,4,524,+14,+14,7,13.3, ,107,9,58,,,三浦皇成,(美),田中勝春,アドマイヤマーズ,Freud,,ニアークティック系,11,2,4東B,3,秋嶺Ｓ･3勝,ダ,1300,重,,三浦,57.0,,3,3.8,5,0.9,1,,,8,8,35.66,35.8,4,エコロアゼル
5,,9,オーサムストローク,牡,5,460,+ 4,+ 4,15,184.3, , 97,15,58,,,原優介,(美),伊藤圭三,エピファネイア,Frankel,,ニアークティック系,11,15,5東3,6,奥多摩Ｓ･3勝,芝,1400,良,,原優,58.0,,14,90.6,13,1.2,14,,,9,11,35.78,34.0,10,マイネルチケット
5,B,10,ヴァンドーム,牡,5,504,  0,0,1,3.8, ,123,1,58,,,大野拓弥,(栗),安田翔伍,ロードカナロア,マンハッタンカフェ,,ロイヤルチャージャー系,1,31,1東1,12,白嶺ＳＨ･3勝,ダ,1600,良,B,大野,58.0,,5,10.6,2,0.2,2,,,14,14,36.90,35.1,1,ヴィヴァン
6,B,11,グレノークス,牝,6,486,- 4,- 4,9,27.8, ,105,11,56,,*,荻野極,(美),宮田敬介,ロードカナロア,"Majestic Warrior",,ナスルーラ系,11,16,5東4,12,銀嶺ＳＨ･3勝,ダ,1400,良,B,北村,53.0,,13,90.9,2,0.5,7,,,11,9,36.23,35.6,1,ダノンフィーゴ
6,B,12,ストレングス,牡,5,472,+10,+10,5,10.1, ,119,4,58,,*,武豊,(栗),寺島良,シニスターミニスター,ゴールドアリュール,ナスルーラ系,ロイヤルチャージャー系,11,29,5東7,8,シャング･3勝,ダ,1400,良,B,岩田,58.0,,2,3.7,6,0.4,2,,,2,2,35.85,36.6,11,アンシール
7,,13,トクシーカイザー,牡,6,488,+ 6,+ 6,13,48.3, ,109,8,58,,*,菅原明良,(美),小島茂之,キンシャサノキセキ,キングカメハメハ,ロイヤルチャージャー系,ネイティヴダンサー系,11,16,5東4,2,銀嶺ＳＨ･3勝,ダ,1400,良,,吉村,55.0,,4,8.3,8,1.2,5,,,3,3,35.63,37.1,10,ダノンフィーゴ
