レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011101,2026.7.18,土,函館,1函B,1,,未勝利,芝,1800,B,4,良,曇,14,09:50,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,サンゴート,牝,2,388,,,8,136.9, ,  0,,53,△,,鷲頭虎太,(美),村田一誠,インディチャンプ,ホワイトマズル,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,ロジクラウン,牡,2,474,+ 8,+ 8,1,1.2, ,119,2,55,,*,武豊,(栗),須貝尚介,サトノクラウン,アグネスタキオン,,ロイヤルチャージャー系,6,6,3阪1,初,新馬,芝,1600,良,,川田,55.0,,1,2.2,2,0.3,2,,,2,2,38.16,33.0,2,ジーティーサクラ
3,,3,アートオブブライト,牡,2,452,- 6,- 6,3,19.0, , 94,4,55,,,丹内祐次,(美),水野貴広,ウインブライト,ブライアンズタイム,,ロイヤルチャージャー系,7,5,1函8,初,新馬,芝,1800,良,,丹内,55.0,,4,9.7,4,1.6,1,5,5,5,5,36.75,35.7,4,ショウナンガレオン
4,,4,ロードレスポンス,牡,2,426,  0,0,4,28.4, , 94,4,55,,,横山和生,(美),和田勇介,ロジャーバローズ,エスポワールシチー,,,6,13,1函1,初,新馬,芝,1200,稍,,横山,55.0,,9,51.5,7,0.8,8,,,11,11,35.50,34.7,1,ダイメイビッグボス
5,,5,レインボースター,牝,2,392,-14,-14,5,54.7, , 99,3,54,☆,,舟山瑠泉,(栗),加藤公太,キズナ,ブライアンズタイム,,ロイヤルチャージャー系,7,5,1函8,2,未勝利*,芝,1200,良,,舟山,54.0,☆,7,37.0,5,0.2,8,,,7,6,34.60,35.4,2,ライーリーアース
6,,6,イッペイ,牡,2,482,  0,0,2,3.2, ,124,1,55,,*,浜中俊,(栗),松永幹夫,エフフォーリア,"Unusual Heat",,ニアークティック系,7,12,1函A,初,新馬,芝,1800,重,,武豊,55.0,,1,3.2,2,0.1,7,6,6,7,7,37.65,35.2,2,デアグランツ
7,,7,ハイビスカス,牝,2,476,-10,-10,6,67.2, , 94,4,55,,*,佐々木大,(美),杉浦宏昭,ウィルテイクチャージ,ヴィクトワールピサ,,ロイヤルチャージャー系,6,13,3東3,初,新馬・牝,芝,1600,良,,原優,55.0,,6,65.5,5,1.8,7,,,3,4,39.06,35.2,6,シャンデヴァーグ
8,,8,ガーシュウィン,牡,2,424,- 8,- 8,7,79.3, , 92,7,51,★,,河原田菜,(美),和田雄二,ロジャーバローズ,ファルブラヴ,,ニアークティック系,6,28,1函6,2,未勝利*,芝,1200,良,,河原,51.0,★,8,85.1,3,0.8,8,,,7,8,35.60,35.4,2,ダイシンドラゴン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071802011102,2026.7.18,土,函館,1函B,2,,未勝利,ダート,1000,,2,良,曇,12,10:20,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,レディリリス,牝,3,454,+14,+14,7,23.6, ,103,4,55,,*,鮫島克駿,(美),高柳瑞樹,タワーオブロンドン,ヴィクトワールピサ,,ロイヤルチャージャー系,7,26,2新1,初,新馬,芝,1400,良,,大野,55.0,,8,32.1,8,1.3,2,,,15,15,36.23,34.3,3,エコロアルバ
2,,2,メモリーデイズ,牝,3,438,- 2,- 2,4,8.5, , 99,6,55,,*,小沢大仁,(栗),畑端省吾,フィレンツェファイア,ダイワメジャー,,ロイヤルチャージャー系,5,31,3京C,8,未勝利,ダ,1200,良,,国分,55.0,,12,136.7,6,1.3,13,,,9,9,37.10,36.4,5,カーリキュー
