レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032106020701,2026.3.21,土,中山,2中7,1,,未勝利,ダート,1200,,2,良(暫定),曇(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,エリンフレーム,牝,3,7,13.7, ,106,2,55,,,石橋脩,(美),清水英克,フィレンツェファイア,スクリーンヒーロー,,ロイヤルチャージャー系,3,1,2中2,7,未勝利,ダ,1200,稍,,石橋,55.0,,6,27.5,5,1.6,10,,,8,8,35.00,38.0,5,モーゲンセン
1,,2,リナクィーンアスク,牝,3,8,18.0, ,  0,,55,,*,原優介,(美),田島俊明,アスクピーターパン,ディープインパクト,,ロイヤルチャージャー系,11,8,5東1,初,新馬,ダ,1300,良,,三浦,55.0,,--,,外,----,,,,,,,----,,プールナバドラ
2,,3,アジーザム,牝,3,12,77.2, , 91,7,52,▲,*,上里直汰,(美),松尾卓哉,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,1,25,1小2,12,未勝利,芝,1200,良,,河原,51.0,★,12,100.8,15,2.0,14,,,16,17,35.30,34.7,10,ミトノリン
2,,4,ジュンサク,牝,3,11,56.2, , 88,8,55,,*,佐々木大,(美),伊坂重信,パイロ,ディープブリランテ,ナスルーラ系,ロイヤルチャージャー系,12,28,5中8,初,新馬,ダ,1800,良,,荻野,55.0,,8,34.5,16,10.4,6,8,8,11,14,39.20,47.7,16,クラウトロック
3,,5,テンハートビート,牝,3,2,5.3, ,104,4,55,,*,津村明秀,(美),西田雄一,リオンディーズ,ゼンノロブロイ,,ロイヤルチャージャー系,3,7,2中3,13,未勝利・牝,ダ,1200,重,,丹内,55.0,,6,21.9,3,1.0,5,,,4,5,34.30,38.0,5,トモジャオーリー
3,,6,シエラモレーナ,牝,3,5,7.8, ,  0,,55,,,野中悠太,(美),古賀慎明,ビッグアーサー,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,アメジストテソーロ,牝,3,13,77.2, , 88,8,55,,*,木幡巧也,(美),稲垣幸雄,オルフェーヴル,"California Chrome",,,1,25,1中9,13,未勝利,芝,1600,良,,佐々,55.0,,12,157.2,15,3.7,12,,7,3,6,34.92,38.8,15,ナイスプレーアスク
4,,8,ペイトー,牝,3,1,4.0, ,107,1,55,,,木幡初也,(美),武市康男,オーヴァルエース,ストロングリターン,,,2,28,2中1,初,未勝利・牝,ダ,1200,重,,木幡,55.0,,7,19.9,4,0.5,8,,,7,7,35.10,37.2,3,タヤスロレンヌ
5,,9,ラブデウザ,牝,3,9,23.6, , 97,6,52,▲,,水沼元輝,(美),加藤和宏,リアルスティール,キングカメハメハ,,ネイティヴダンサー系,3,1,1小C,4,未勝利,ダ,1000,稍,,水沼,52.0,▲,13,166.1,4,1.1,12,,,7,5,34.50,35.9,3,ファンシーフリル
5,,10,マーマレードスカイ,牝,3,4,7.2, ,106,2,55,,,松岡正海,(美),堀内岳志,レッドファルクス,オルフェーヴル,,,12,14,5中4,初,新馬,ダ,1200,稍,,松岡,55.0,,6,18.0,5,1.2,15,,,4,4,35.90,38.5,9,ルクスポップスター
