レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032906030201,2026.3.29,日,中山,3中2,1,,未勝利,ダート,1800,,4,稍,晴,16,09:55,牝,馬齢,３歳
8,B,15,サンクスアミリオン,牝,3,13,324.5, , 83,14,55,,*,丹内祐次,(美),金成貴史,マテラスカイ,"A.P. Indy",,ナスルーラ系,11,24,5東6,2,未勝利*,芝,2000,良,B,酒井,55.0,,15,494.3,16,5.3,15,,5,8,12,37.03,39.0,16,エムズビギン
8,,16,キミガハマ,牝,3,7,16.0, ,100,8,53,△,*,長浜鴻緒,(美),嘉藤貴行,ディーマジェスティ,フレンチデピュティ,,ニアークティック系,12,28,5中8,初,新馬,芝,2000,良,,戸崎,55.0,,5,17.7,17,2.3,16,3,3,4,5,37.80,37.7,17,コンジェスタス
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032906030202,2026.3.29,日,中山,3中2,2,,未勝利,ダート,1200,,2,稍,晴,16,10:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ユニバーサルラヴ,牝,3,4,9.3, ,109,3,55,,,丹内祐次,(美),尾関知人,ミスチヴィアスアレックス,オルフェーヴル,,,12,27,5中7,初,新馬,ダ,1200,稍,,丹内,55.0,,4,8.1,4,1.5,14,,,5,5,34.70,38.7,11,ジェラートキティ
1,,2,リオクリスハーレー,牝,3,6,10.9, , 97,9,55,,,荻野極,(美),矢野英一,タニノフランケル,シニスターミニスター,,ナスルーラ系,1,25,1中9,4,未勝利,ダ,1200,良,,荻野,55.0,,9,58.4,13,2.5,8,,,1,1,34.30,41.1,16,サトノエスケープ
2,,3,ガルディーノ,牡,3,14,237.9, , 82,14,54,▲,,石田拓郎,(美),新開幸一,ダイワメジャー,"Pure Prize",ロイヤルチャージャー系,ニアークティック系,1,10,1中3,4,未勝利,ダ,1200,良,,石田,54.0,▲,16,340.9,16,4.4,15,,,13,16,37.00,40.1,16,コックピットサイト
2,,4,ベルオーシャン,牝,3,2,3.7, ,110,2,52,▲,,舟山瑠泉,(美),柄崎将寿,ミスチヴィアスアレックス,オペラハウス,,ニアークティック系,3,8,2中4,10,未勝利,ダ,1200,稍,,舟山,52.0,▲,5,11.2,3,0.5,1,,,4,4,34.80,37.9,3,デアプリームス
3,,5,アンチェーン,牝,3,5,9.8, , 98,7,55,,*,ディー,(美),嘉藤貴行,ヘニーヒューズ,ダンカーク,,,1,31,1東1,4,未勝利・牝,ダ,1400,良,,三浦,55.0,,6,29.1,11,2.9,3,,,16,15,38.93,37.5,3,マカイゾウ
3,,6,マッシブショット,セ,3,9,68.8, , 95,10,57,,*,武藤雅,(美),武藤善則,ヴァンゴッホ,ゼンノロブロイ,,ロイヤルチャージャー系,11,8,5東1,2,未勝利*,ダ,1300,良,,丸田,56.0,,--,,消,----,,,,,,,----,,プルメリアリノ
4,B,7,ブルーコーヴ,牡,3,7,12.1, ,105,4,57,,*,杉原誠人,(美),木村哲也,"Bolt d'Oro","Golden Missile",,ナスルーラ系,2,10,1東4,初,新馬,ダ,1600,稍,,津村,57.0,,3,5.6,9,3.0,1,,,5,7,37.32,40.5,11,ステラデルークス
4,,8,ケイツープラ,牝,3,13,118.8, ,  0,,55,,,原優介,(美),蛯名利弘,グレーターロンドン,タニノギムレット,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,スカット,牝,3,8,14.6, , 98,7,52,▲,,上里直汰,(美),堀内岳志,ゴールドドリーム,ハーツクライ,,ロイヤルチャージャー系,1,24,1中8,2,未勝利・牝,ダ,1200,良,,上里,52.0,▲,10,71.6,8,1.7,6,,,9,9,36.30,38.6,6,ムーンブランシュ
5,,10,コリアンダーアイ,牝,3,16,339.6, , 89,11,52,▲,,遠藤汰月,(美),堀内岳志,ゴールドシップ,ヴィクトワールピサ,,ロイヤルチャージャー系,1,24,1中8,初,新馬,ダ,1200,良,,遠藤,52.0,▲,13,102.8,11,2.0,14,,,11,11,37.60,38.6,7,サマーゲール
6,,11,ゲンパチジュピター,セ,3,11,107.4, ,  0,,57,,,横山琉人,(美),田中剛,ニューイヤーズデイ,サンデーサイレンス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,12,エルドラド,牡,3,12,116.2, , 99,6,57,,*,柴田大知,(美),蛯名利弘,ファインニードル,ジャングルポケット,,ナスルーラ系,12,20,5中5,2,未勝利*,ダ,1200,良,B,原田,56.0,,8,48.0,13,2.1,8,,,1,1,34.30,40.3,15,シュピラー
7,,13,ガムチョン,セ,3,15,334.8, , 85,12,57,,,原田和真,(美),和田雄二,エイシンフラッシュ,カリズマティック,,ニアークティック系,11,23,5東5,初,新馬,ダ,1600,良,,原田,56.0,,15,354.4,14,6.7,15,,,7,12,37.80,42.5,15,フルミネブル
7,,14,シャインプレマ,牝,3,10,103.1, , 83,13,53,△,*,長浜鴻緒,(美),中舘英二,サトノアラジン,エンパイアメーカー,,ネイティヴダンサー系,2,10,1東4,初,新馬,ダ,1600,稍,,野中,55.0,,15,148.3,14,3.9,11,,,10,11,37.68,40.8,14,ステラデルークス
8,,15,ニンジャトットリ,牡,3,1,3.1, ,120,1,57,,*,木幡育也,(美),松永康利,ミッキーアイル,シンボリクリスエス,,ロイヤルチャージャー系,3,15,2中6,6,未勝利,ダ,1200,良,,田辺,57.0,,2,4.3,2,0.2,4,,,2,2,34.80,38.2,5,モズタンケ
8,,16,ベアゴーフォー,牡,3,3,6.5, ,103,5,57,,,松岡正海,(美),杉浦宏昭,シャンハイボビー,ディープインパクト,,ロイヤルチャージャー系,3,14,2中5,6,未勝利,ダ,1200,良,,松岡,57.0,,6,16.8,4,1.0,5,,,5,5,34.40,38.4,9,ミルトハーバー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032906030203,2026.3.29,日,中山,3中2,3,,未勝利,ダート,1800,,4,稍,晴,16,10:55,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ユイノサダハル,牡,3,5,13.9, ,103,4,57,,*,江田照男,(美),古賀慎明,キセキ,フォーティナイナーズサン,,ネイティヴダンサー系,2,8,1小6,4,未勝利,ダ,1700,良,,長岡,57.0,,7,12.3,8,1.8,9,6,6,5,7,37.20,41.1,9,イサギ
2,,2,パワポケウォーズ,牡,3,13,176.3, , 94,9,54,▲,*,佐藤翔馬,(美),大和田成,リアルスティール,スクリーンヒーロー,,ロイヤルチャージャー系,1,17,1中6,3,未勝利,ダ,1800,良,,小林,57.0,,11,146.5,11,3.4,11,14,14,14,13,38.90,41.1,7,ウリズンベー
2,,3,フライデイゼーン,牡,3,7,42.4, ,100,5,57,,*,菊沢一樹,(美),岩戸孝樹,モズアスコット,オルフェーヴル,,,1,18,1中7,14,未勝利,ダ,1800,良,,木幡,57.0,,7,36.3,7,2.9,10,8,6,7,8,38.75,41.1,8,サイモフェーン
3,,4,ツウカイウォリアー,牡,3,11,111.0, ,  0,,57,,,原優介,(美),鈴木慎太,マジェスティックウォリアー,カリスタグローリ,,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,エタンセル,牡,3,2,3.6, ,115,2,57,,,丹内祐次,(美),高木登,ブリックスアンドモルタル,ディープインパクト,,ロイヤルチャージャー系,3,7,2中3,3,未勝利,ダ,1800,重,,丹内,57.0,,1,2.4,3,0.8,1,2,2,1,2,37.50,40.7,5,ジオストラテジー
4,,6,マンモスホームラン,牡,3,4,9.9, ,107,3,57,,,大野拓弥,(美),新開幸一,ホッコータルマエ,サクラバクシンオー,,ナスルーラ系,2,28,2中1,初,未勝利,ダ,1800,重,,大野,57.0,,6,44.9,6,4.2,6,13,13,11,7,38.65,39.5,4,パラダイスフェイス
4,,7,キチロクゴール,牡,3,15,267.9, , 86,12,57,,,木幡育也,(美),松永康利,デクラレーションオブウォー,プリサイスエンド,,ネイティヴダンサー系,2,28,2中1,初,未勝利,ダ,1200,重,,木幡,57.0,,14,263.7,15,3.4,13,,,15,15,37.80,36.5,2,リゾートライン
5,,8,サウジバラード,牡,3,3,6.1, ,  0,,57,,*,津村明秀,(美),加藤征弘,ジャスタウェイ,"Doctor Dino",,,2,28,2中1,12,未勝利,ダ,1800,重,,鮫島,57.0,,2,6.1,止,----,3,,,,,,----,,パラダイスフェイス
5,,9,バッハ,牡,3,9,82.7, , 95,8,55,△,*,長浜鴻緒,(美),中舘英二,ホッコータルマエ,クロフネ,,ニアークティック系,2,10,1東4,9,未勝利,ダ,2100,稍,B,佐々,57.0,,5,13.4,11,7.8,9,9,9,11,12,39.28,43.8,11,ジーティーブラック
6,,10,ジョイグリーン,セ,3,8,49.0, , 97,7,57,,,小林脩斗,(美),青木孝文,ルヴァンスレーヴ,ダンスインザダーク,,ロイヤルチャージャー系,2,10,1東4,初,未勝利,ダ,1400,稍,,小林,57.0,,12,154.7,9,1.9,10,,,13,12,39.38,36.9,6,ベアハンドキャッチ
6,,11,マイネルラジェム,牡,3,12,117.0, , 91,10,57,,*,武藤雅,(美),水野貴広,ベンバトル,ヴィクトワールピサ,,ロイヤルチャージャー系,2,1,1小4,4,未勝利,芝,2000,良,,横山,57.0,,12,103.7,17,2.6,9,11,11,13,16,36.81,36.8,17,マカナアネラ
7,,12,ニューカワイイ,牝,3,14,222.8, , 90,11,55,,*,木幡巧也,(美),中川公成,カリフォルニアクローム,ゴールドアリュール,,ロイヤルチャージャー系,3,14,2中5,15,未勝利・牝,ダ,1800,良,,石田,52.0,▲,10,67.4,12,2.2,5,10,10,11,13,39.15,40.5,10,エコロストーム
7,,13,ホウオウライセンス,牡,3,6,41.8, ,  0,,57,,,横山琉人,(美),稲垣幸雄,マインドユアビスケッツ,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,14,ジェネラスキング,牡,3,1,1.9, ,120,1,57,,*,横山武史,(美),久保田貴,ルーラーシップ,ゴールドアリュール,ネイティヴダンサー系,ロイヤルチャージャー系,3,14,2中5,8,未勝利,ダ,1800,良,,佐々,57.0,,2,3.2,4,0.5,2,4,3,7,7,38.50,38.9,2,エイシンニラク
8,,15,カスターニエ,牝,3,10,102.9, , 99,6,51,★,,谷原柚希,(美),伊藤圭三,オルフェーヴル,プリサイスエンド,,ネイティヴダンサー系,3,8,2中4,5,未勝利,ダ,1800,稍,,谷原,51.0,★,10,111.9,7,3.2,13,7,8,7,6,38.95,41.5,10,ホノボノ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032906030204,2026.3.29,日,中山,3中2,4,,未勝利,芝,1800,A,4,良,晴,16,11:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,メイヨシュア,牝,3,11,113.9, ,  0,,55,,,武藤雅,(美),水野貴広,ニューイヤーズデイ,ダイワメジャー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,セツナサ,牡,3,2,3.2, ,119,1,57,,*,横山武史,(美),武井亮,サートゥルナーリア,Gemologist,,,2,28,2中1,11,未勝利,芝,2000,良,,三浦,57.0,,2,3.1,5,0.3,1,1,1,1,2,36.81,36.1,16,セットエトワール
2,,3,コスモシュンライ,牝,3,14,219.4, , 90,8,52,▲,*,舟山瑠泉,(美),稲垣幸雄,サンダースノー,Bertolini,,ニアークティック系,1,18,1中7,12,未勝利・牝,ダ,1800,良,,丹内,55.0,,11,86.9,13,4.3,5,11,12,12,11,38.70,44.3,14,デルマホダカ
2,,4,ショウナンダット,牡,3,7,18.9, ,  0,,57,,,大野拓弥,(美),栗田徹,サートゥルナーリア,シンボリクリスエス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,ルモンテ,牡,3,3,7.1, ,100,6,57,,,原田和真,(美),堀内岳志,ワールドプレミア,ステイゴールド,,ロイヤルチャージャー系,3,1,2中2,初,未勝利,芝,1600,良,,原田,57.0,,10,81.9,5,0.6,14,,12,8,6,36.90,34.7,3,サザンテイオー
3,,6,コスモアミュレット,牡,3,9,53.8, ,  0,,54,▲,,上里直汰,(美),加藤士津,ゴールドシップ,"Kitten's Joy",,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,マイトビーウォン,牡,3,16,454.2, , 82,10,57,,,柴田大知,(美),和田雄二,ノーブルミッション,アドマイヤマックス,,ロイヤルチャージャー系,12,20,5名5,4,未勝利*,芝,2000,稍,,柴田,56.0,,17,421.4,18,3.4,18,15,15,15,17,38.01,37.2,17,ロードメルヴェイユ
4,,8,ベルランコントル,牝,3,4,7.7, ,108,2,55,,,丹内祐次,(美),伊藤大士,キタサンブラック,Teofilo,,ニアークティック系,3,8,2中4,11,未勝利,芝,1800,良,,丹内,55.0,,6,15.8,4,1.3,3,8,8,10,10,35.90,36.5,6,ラベルセーヌ
5,,9,サイモンナイスラン,牡,3,15,319.6, , 82,10,57,,*,木幡育也,(美),勢司和浩,アメリカンペイトリオット,ゼンノロブロイ,,ロイヤルチャージャー系,2,10,1東4,初,新馬,芝,1600,良,,上里,54.0,▲,16,210.8,14,1.7,14,,,16,15,37.38,34.5,7,マウンテンバローズ
5,,10,クリアーゲイル,牡,3,10,99.5, ,  0,,57,,,小林脩斗,(美),浅利英明,フィエールマン,キンシャサノキセキ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,リコラピッド,牝,3,8,34.7, ,  0,,55,,,津村明秀,(美),森一誠,レイデオロ,Diktat,,マンノウォー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,トーセンブリラーレ,牡,3,1,2.7, ,105,3,55,△,,長浜鴻緒,(美),小笠倫弘,トーセンレーヴ,アグネスデジタル,,ネイティヴダンサー系,3,8,2中4,9,未勝利,芝,1800,良,,長浜,55.0,△,12,137.0,2,0.8,12,4,4,7,4,35.80,36.2,4,ラベルセーヌ
7,,13,ピースフルマインド,牝,3,6,14.2, ,101,5,55,,*,荻野極,(美),伊坂重信,レイデオロ,ハービンジャー,,ニアークティック系,1,10,1中3,初,新馬,芝,2000,良,,三浦,55.0,,7,21.2,5,0.9,1,8,7,2,2,37.50,35.6,5,ランザワールド
7,,14,アロハオエ,牝,3,12,163.2, , 88,9,55,,,江田照男,(美),中川公成,アルアイン,キングカメハメハ,,ネイティヴダンサー系,2,21,1東7,連,フリージ･1勝,芝,2000,良,,江田,55.0,,6,124.7,6,2.1,7,,7,7,7,36.69,35.2,6,ファムクラジューズ
8,,15,ヤマメホープ,牡,3,5,10.2, ,103,4,57,,*,原優介,(美),久保田貴,コントレイル,"Hard Spun",,ニアークティック系,2,15,1東6,初,未勝利,芝,1800,良,,田辺,57.0,,9,60.3,6,0.5,16,,13,9,9,37.05,34.2,3,ナックホワイト
8,,16,ミクロスギガース,牝,3,13,213.6, , 99,7,52,▲,*,遠藤汰月,(美),西田雄一,シルバーステート,ロードカナロア,,,1,24,1中8,初,新馬,ダ,1200,良,,荻野,55.0,,6,34.1,10,1.9,16,,,2,3,36.10,40.0,13,サマーゲール
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032906030205,2026.3.29,日,中山,3中2,5,,未勝利,芝,2200,A,4,良,晴,18,12:15,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ヴァルカンテソーロ,牡,3,7,9.2, ,115,4,57,,,柴田大知,(美),嘉藤貴行,ゴールドシップ,"Scat Daddy",,ニアークティック系,3,15,2中6,10,未勝利,芝,2000,良,,柴田,57.0,,6,32.1,3,0.4,12,13,12,10,11,36.77,34.9,2,ダノンファンスター
2,,2,キンググローリー,牡,3,5,7.5, ,120,2,57,,,丹内祐次,(美),古賀慎明,ダノンプレミアム,"Duke of Marmalade",,ニアークティック系,3,7,2中3,6,未勝利,芝,2200,稍,,丹内,57.0,,5,15.8,3,0.1,5,2,2,2,1,37.31,36.2,5,ウィロークリーク
3,,3,ゴンファロニエーレ,牡,3,1,3.6, ,105,7,57,,*,ディー,(美),田中博康,エピファネイア,ディープインパクト,,ロイヤルチャージャー系,1,25,1中9,初,新馬,芝,2000,良,,ルメ,57.0,,1,2.0,10,0.9,1,10,11,13,11,38.53,34.4,3,ヤマニンヘルシェ
4,,4,オドラタス,牝,3,10,76.1, , 91,12,52,▲,*,舟山瑠泉,(美),林徹,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,3,15,1名2,19,未勝利・牝,芝,1600,良,,松本,55.0,,14,102.9,11,1.1,5,,7,8,7,36.42,35.3,11,スリラーナイト
4,B,5,ノーブルウェザー,牡,3,13,174.2, , 89,13,54,▲,*,遠藤汰月,(美),鈴木伸尋,ロジャーバローズ,タイキシャトル,,ロイヤルチャージャー系,12,13,5中3,初,新馬,ダ,1800,良,,舟山,53.0,▲,12,113.4,14,7.9,9,12,12,13,13,40.70,42.8,14,タイセイエムロード
5,,6,メテオレムナント,牡,3,6,8.9, ,108,6,57,,*,横山武史,(美),中川公成,スクリーンヒーロー,ステイゴールド,ロイヤルチャージャー系,ロイヤルチャージャー系,1,31,2京1,初,新馬,芝,2000,良,,北村,57.0,,7,20.1,5,0.6,12,14,14,10,7,38.27,34.7,3,バリオス
5,,7,キタサンフジヤマ,牡,3,11,139.1, , 95,11,57,,*,石川裕紀,(美),奥村武,キタサンブラック,Violence,,,1,25,1中9,初,新馬,芝,2000,良,,岩田,57.0,,5,31.8,17,2.7,5,14,14,16,17,38.61,36.0,15,ヤマニンヘルシェ
6,,8,アイスアイスベイビ,牡,3,9,42.7, ,103,8,57,,*,菊沢一樹,(美),岩戸孝樹,ゴールドシップ,ダノンシャンティ,,ロイヤルチャージャー系,3,7,2中3,4,未勝利,芝,2200,稍,,石川,57.0,,6,41.2,7,1.0,8,9,10,10,10,37.54,36.5,6,ウィロークリーク
6,,9,ヤマメナイト,牡,3,12,160.8, , 97,10,57,,,野中悠太,(美),田島俊明,レイデオロ,ハービンジャー,,ニアークティック系,3,21,2中7,2,未勝利,芝,2200,良,,野中,57.0,,10,280.9,9,2.3,6,2,2,2,3,36.68,38.1,9,エーデルゼーレ
7,,10,ニシノヒノトリ,牡,3,3,5.0, ,119,3,57,,,津村明秀,(美),手塚貴久,ルーラーシップ,オペラハウス,ネイティヴダンサー系,ニアークティック系,3,7,2中3,8,未勝利,芝,2200,稍,,津村,57.0,,4,8.0,4,0.2,9,4,4,5,4,37.43,36.0,2,ウィロークリーク
7,,11,モデレートゲイル,牡,3,4,7.0, ,113,5,57,,,吉田豊,(美),戸田博文,ドレフォン,ブライアンズタイム,,ロイヤルチャージャー系,1,24,1中8,9,未勝利,芝,2200,良,,吉田,57.0,,8,20.6,4,0.4,11,14,14,14,13,36.45,35.2,1,ミッキーファルコン
8,,12,サトノリアファル,牡,3,8,36.9, , 99,9,57,,*,横山和生,(美),古賀慎明,ダノンキングリー,シンボリクリスエス,,ロイヤルチャージャー系,1,4,1中1,初,新馬,芝,2000,良,,北村,57.0,,5,11.6,12,0.9,14,14,14,15,15,38.57,34.9,3,トップオブザライン
8,,13,ウインターブレス,牡,3,2,5.0, ,124,1,57,,,原優介,(美),竹内正洋,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,3,7,2中3,8,未勝利,芝,2200,稍,,原優,57.0,,3,6.7,2,0.1,3,3,3,2,2,37.35,36.1,4,ウィロークリーク
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026032906030206,2026.3.29,日,中山,3中2,6,,1勝,ダート,1200,,2,稍,晴,16,12:45,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ベアアッコチャン,牝,3,5,28.2, , 82,13,55,,,大野拓弥,(美),杉浦宏昭,フォーウィールドライブ,エイシンフラッシュ,,,1,12,1中5,4,１勝ｸﾗｽ*,芝,1200,良,,大野,55.0,,10,78.4,10,0.8,11,,,10,11,35.40,33.6,2,ヒシアイラ
2,,2,プルメリアリノ,牝,3,1,1.9, ,118,1,52,▲,*,舟山瑠泉,(栗),小栗実,ミスチヴィアスアレックス,ケイムホーム,,ネイティヴダンサー系,3,7,1阪5,2,１勝ｸﾗｽ*,ダ,1200,稍,,坂井,55.0,,6,8.1,2,0.0,5,,,2,1,34.50,37.2,3,メイショウバルク
