レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026030106020201,2026.3.1,日,中山,2中2,1,,未勝利,ダート,1800,,4,稍(暫定),晴(暫定),16,10:05,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,バイアブランカ,牝,3,3,5.7, ,106,4,55,,,津村明秀,(美),古賀慎明,イスラボニータ,"Smart Strike",,ネイティヴダンサー系,2,1,1東2,初,未勝利・牝,ダ,1600,良,,津村,55.0,,7,14.9,5,1.4,9,,,8,8,37.20,38.4,4,ジュワネング
1,,2,ビレッジルイーザ,牝,3,7,16.6, , 96,9,55,,*,荻野極,(美),伊藤圭三,ノーブルミッション,"Street Cry",,ネイティヴダンサー系,1,25,1小2,5,未勝利,芝,2000,良,,石田,52.0,▲,11,47.4,10,1.0,12,6,6,1,1,36.21,36.0,13,ドッグウッド
2,,3,シラカワゴウ,牝,3,11,75.5, , 96,9,55,,*,原田和真,(美),上原博之,ハービンジャー,ジャングルポケット,ニアークティック系,ナスルーラ系,10,19,4東7,初,新馬,芝,1800,良,,丸田,55.0,,13,84.5,16,1.7,16,,3,5,5,38.30,35.3,17,ブラウンバナナ
2,,4,トレンドラド,牝,3,13,85.2, , 90,14,55,,*,杉原誠人,(美),伊藤大士,レイデオロ,Singspiel,,ニアークティック系,2,15,1東6,初,新馬,ダ,1600,良,,佐々,55.0,,6,23.5,15,3.5,13,,,14,16,38.40,39.3,12,タイセイジェイド
3,,5,ドロボーネコ,牝,3,14,98.2, , 95,11,52,▲,,上里直汰,(美),武井亮,キンシャサノキセキ,フレンチデピュティ,ロイヤルチャージャー系,ニアークティック系,2,15,1東6,27,未勝利,ダ,1300,良,,上里,52.0,▲,10,144.4,11,3.3,8,,,8,9,36.86,38.4,12,ジャックナダル
3,,6,サラサチャチャチャ,牝,3,1,4.0, ,115,2,55,,,江田照男,(美),田中剛,ダノンスマッシュ,"High Yield",,ニアークティック系,2,10,1東4,3,未勝利・牝,ダ,1600,稍,,江田,55.0,,5,20.2,2,0.3,2,,,7,7,37.32,37.8,3,ティルベリー
4,,7,イデアクリスタル,牝,3,2,5.1, ,108,3,55,,,横山和生,(美),小西一男,ホークビル,ダイワメジャー,,ロイヤルチャージャー系,2,1,1東2,3,未勝利・牝,ダ,1600,良,,横山,55.0,,6,13.4,4,1.2,6,,,16,16,37.80,37.2,1,ジュワネング
4,,8,ロジマギー,牝,3,5,7.3, ,118,1,55,,,丸山元気,(美),宮田敬介,ハービンジャー,ハーツクライ,ニアークティック系,ロイヤルチャージャー系,1,4,1中1,初,新馬,芝,2000,良,,丸山,55.0,,3,6.3,5,0.2,3,2,2,2,2,37.93,35.7,10,トップオブザライン
5,,9,フライスカイハイ,牝,3,10,72.4, , 92,12,55,,*,吉田豊,(美),菊川正達,ロードカナロア,"Sligo Bay",,ニアークティック系,12,6,5中1,8,未勝利・牝*,ダ,1800,良,B,佐々,55.0,,9,26.4,13,3.9,8,1,1,2,4,38.05,44.2,13,ハニーオーケストラ
5,,10,ダイユウアドバンス,牝,3,16,117.5, , 91,13,52,▲,,佐藤翔馬,(美),松永康利,クリソベリル,ディープスカイ,,ロイヤルチャージャー系,2,10,1東4,初,未勝利・牝,ダ,1600,稍,,佐藤,52.0,▲,14,258.4,10,1.7,11,,,14,13,37.74,38.5,4,ティルベリー
