レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010501,2026.5.16,土,新潟,1新5,1,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,10:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アシャカバッハ,牡,3,14,97.2, , 94,10,57,,*,武藤雅,(美),小笠倫弘,モーニン,ハーツクライ,,ロイヤルチャージャー系,3,14,2中5,8,未勝利,ダ,1200,良,,石田,54.0,▲,11,148.7,13,2.2,15,,,7,7,34.70,39.3,14,ミルトハーバー
2,,2,メイショウボンテン,牡,3,12,90.3, , 94,10,57,,*,小沢大仁,(栗),飯田祐史,キセキ,メイショウボーラー,,ロイヤルチャージャー系,2,22,1阪2,2,未勝利,ダ,1200,良,,角田,57.0,,13,312.9,14,2.7,16,,,6,4,36.70,38.5,15,ゼンノフォトン
2,,3,フィールマイプラン,牡,3,5,11.7, ,109,4,57,,,荻野極,(美),岩戸孝樹,サトノクラウン,ブラックタイド,,ロイヤルチャージャー系,4,25,1福5,5,未勝利,ダ,1150,良,,荻野,57.0,,3,7.2,5,0.7,3,,,6,6,35.45,37.2,3,ブレイヴソルジャー
3,,4,フローライト,牝,3,6,17.9, ,110,3,55,,*,菊沢一樹,(美),池上昌和,ルヴァンスレーヴ,"Pioneerof the Nile",,ネイティヴダンサー系,2,7,1東3,8,未勝利,ダ,1300,良,,横山,55.0,,2,5.7,8,1.2,3,,,4,4,36.86,38.5,10,ジャスフォール
3,,5,ヨウリンケイジュ,牝,3,7,20.6, , 99,9,55,,*,ゴンサル,(栗),吉村圭司,マジェスティックウォリアー,シンボリクリスエス,,ロイヤルチャージャー系,3,15,1阪8,4,未勝利,ダ,1200,良,,川又,55.0,,10,27.1,9,1.7,13,,,8,8,36.30,38.2,11,セイウンバジリスク
4,B,6,ロードベルファスト,牡,3,10,28.5, ,106,8,57,,*,丹内祐次,(栗),畑端省吾,ロジャーバローズ,キングカメハメハ,,ネイティヴダンサー系,1,17,1京6,3,未勝利,ダ,1200,良,B,高杉,57.0,,5,15.7,8,0.7,7,,,5,6,36.40,38.0,9,グラスゴー
4,,7,カフェプラウド,牡,3,11,80.7, ,  0,,54,▲,,石神深道,(美),柄崎将寿,ドレフォン,カフェラピード,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,8,フェアリーキャット,牝,3,4,10.9, , 86,12,53,◇,*,古川奈穂,(美),鈴木慎太,ディスクリートキャット,パイロ,,ナスルーラ系,2,1,1東2,初,新馬,芝,1600,良,,菅原,55.0,,16,195.7,14,1.6,10,,,6,7,37.20,35.3,15,アスクイキゴミ
5,,9,ヴェロシスタ,牡,3,9,27.2, ,108,5,57,,*,横山琉人,(美),池上昌和,ファインニードル,タートルボウル,,ニアークティック系,1,31,1東1,初,新馬,ダ,1400,良,,木幡,57.0,,7,33.2,7,1.4,4,,,2,2,37.80,38.7,13,ユキノグラス
6,,10,ポッポヘジュセヨ,牝,3,13,92.5, , 82,13,51,★,*,河原田菜,(美),的場均,サトノアラジン,ハービンジャー,,ニアークティック系,2,22,1東8,初,新馬,ダ,1400,良,,柴田,55.0,,15,143.3,15,5.6,14,,,15,15,39.98,39.9,8,ローズブーケ
6,,11,キタノソブリン,牡,3,15,99.8, ,  0,,57,,,木幡育也,(美),本間忍,ディープブリランテ,ロジユニヴァース,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,12,ナムラロダン,牡,3,2,4.5, ,113,2,57,,,西村淳也,(栗),長谷川浩,ミッキーアイル,"Storm Cat",,ニアークティック系,4,25,3京1,4,未勝利,ダ,1400,稍,,西村,57.0,,2,3.8,4,1.0,3,,,4,4,35.48,38.4,7,リアライズブライト
7,,13,ピョイットハレルヤ,牝,3,3,6.4, ,108,5,53,△,*,舟山瑠泉,(栗),浜田多実,フォーウィールドライブ,ダンスインザダーク,,ロイヤルチャージャー系,4,26,2東2,連,未勝利,ダ,1600,稍,,松若,55.0,,8,49.1,3,0.2,5,,,3,3,37.38,37.4,3,サトノフェンサー
8,,14,シュヴァルツシルト,牡,3,1,2.3, ,121,1,54,▲,*,小林美駒,(美),田島俊明,ミスチヴィアスアレックス,ワークフォース,,ネイティヴダンサー系,3,7,2中3,3,未勝利,ダ,1200,重,,津村,57.0,,2,3.2,2,0.3,2,,,1,1,34.30,37.0,2,トヨサカエ
8,,15,アンジュレーヌ,牝,3,8,21.0, ,108,5,55,,,野中悠太,(美),宮田敬介,クリソベリル,タートルボウル,,ニアークティック系,3,8,2中4,8,未勝利・牝,ダ,1800,稍,,野中,55.0,,4,8.9,9,1.2,7,1,1,1,1,38.05,43.0,14,ステイグローリアス
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010503,2026.5.16,土,新潟,1新5,3,,未勝利,芝,1600,B,2,良(暫定),晴(暫定),16,11:05,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ランウェイミューズ,牝,3,4,8.5, ,105,8,55,,*,浜中俊,(美),竹内正洋,シルバーステート,ストロングリターン,,,3,8,2中4,12,未勝利,芝,1800,良,,戸崎,55.0,,4,11.8,3,0.9,2,4,4,3,3,35.70,36.5,6,ラベルセーヌ
1,,2,ピコパープル,牝,3,14,114.9, , 84,14,52,▲,,上里直汰,(美),上原博之,キタサンブラック,タニノギムレット,,ロイヤルチャージャー系,2,28,2中1,12,未勝利,芝,2000,良,,上里,52.0,▲,18,321.8,18,1.3,18,6,7,7,10,37.07,36.5,18,セットエトワール
2,,3,ショウナンバーボン,牡,3,8,22.9, ,118,2,57,,*,ゴンサル,(美),加藤士津,サートゥルナーリア,ハーツクライ,,ロイヤルチャージャー系,4,18,3中7,4,未勝利,芝,1600,良,,佐々,57.0,,4,15.6,2,0.1,1,,1,2,2,35.46,35.2,8,セイウンラピス
2,,4,ミセスジョーンズ,牝,3,12,76.2, ,104,9,52,▲,*,石神深道,(美),松永康利,ヴァンセンヌ,アイルハヴアナザー,,ネイティヴダンサー系,11,9,5東2,7,未勝利・牝*,芝,1600,良,,原優,55.0,,6,11.6,6,0.7,5,,,3,3,36.48,34.8,10,マカレイ
3,,5,オレンジフィールド,牝,3,13,113.1, , 96,11,55,,,亀田温心,(栗),北出成人,サトノクラウン,"Quality Road",,ネイティヴダンサー系,1,10,1京3,3,未勝利・牝,ダ,1800,良,,亀田,55.0,,5,15.2,15,3.4,5,3,3,5,7,38.65,40.9,14,クイーンズドリーム
3,,6,トリトマフロックス,牝,3,15,124.8, , 87,13,52,☆,*,長浜鴻緒,(美),伊藤大士,Maurice,"Tale of the Cat",,ニアークティック系,1,18,1中7,初,新馬,芝,1600,良,,石田,50.0,▲,14,170.3,12,2.7,12,,13,12,11,36.72,35.9,13,サンプレクス
4,,7,ココネ,牝,3,9,29.6, ,  0,,55,,,荻野極,(美),上原佑紀,アドマイヤマーズ,"Le Havre",,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,リアライズガイザー,牡,3,1,1.9, ,111,4,57,,*,ルメール,(栗),杉山晴紀,コントレイル,"City Zip",,,10,25,3京8,3,未勝利*,ダ,1400,良,,西村,56.0,,1,2.5,6,0.8,2,,,2,1,35.03,40.4,7,ホールオブミラーズ
5,,9,バンオンタイム,牝,3,2,6.2, ,115,3,53,△,*,舟山瑠泉,(美),田中博康,ロードカナロア,"Raven's Pass",,ネイティヴダンサー系,2,15,1小8,2,未勝利,芝,1800,稍,,丹内,55.0,,1,1.3,4,0.6,1,4,3,5,4,37.35,35.7,7,モウエエデショー
5,,10,ポセイドンテソーロ,牡,3,16,147.8, , 89,12,57,,*,富田暁,(美),牧光二,シュヴァルグラン,Shirocco,,その他のエクリプス系,12,20,5名5,2,未勝利*,ダ,1200,稍,,野中,56.0,,11,62.7,14,1.6,14,,,10,10,36.70,38.5,9,ミヤラティーニ
6,,11,ドラリズム,牡,3,5,14.3, ,109,5,57,,,武藤雅,(美),武藤善則,コパノリッキー,ネオユニヴァース,,ロイヤルチャージャー系,4,18,3中7,3,未勝利,芝,1600,良,,武藤,57.0,,8,58.7,4,0.2,9,,13,14,13,36.24,34.0,2,セイウンラピス
6,,12,イルミナジーティー,牝,3,6,20.6, ,107,7,55,,*,斎藤新,(栗),西園翔太,シュヴァルグラン,ロードカナロア,,,5,3,2東4,10,未勝利,芝,1800,良,,佐々,55.0,,5,7.3,4,0.5,6,,8,7,7,36.90,34.2,3,オメガディコン
7,,13,イーリスアスター,牝,3,11,50.6, , 82,15,51,★,*,河原田菜,(美),尾形和幸,ダノンスマッシュ,ロドリゴデトリアーノ,,ニアークティック系,2,22,1小A,8,未勝利,芝,1200,良,,中井,55.0,,18,252.4,16,2.1,10,,,17,17,34.50,35.5,7,ロジケープ
7,,14,ミラキュラスアース,牝,3,3,7.7, ,120,1,55,,*,西村淳也,(栗),奥村豊,ミスターメロディ,アルカセット,,ネイティヴダンサー系,5,2,3京3,12,未勝利・牝,芝,1600,稍,,吉村,55.0,,2,5.5,4,0.3,3,,,9,11,36.18,34.0,3,カモメガトンダ
8,,15,ネッカーズルム,牡,3,10,39.1, , 97,10,57,,*,丹内祐次,(栗),藤野健太,フォーウィールドライブ,"Royal Applause",,ニアークティック系,2,21,1東7,12,未勝利,ダ,1600,良,,菅原,57.0,,6,9.5,13,3.2,8,,,9,9,36.90,40.5,11,エムノビアンカ
8,,16,イーサンミラー,牡,3,7,22.2, ,108,6,54,▲,,大久保友,(美),稲垣幸雄,ウインブライト,サウスヴィグラス,,ネイティヴダンサー系,4,18,1福3,3,未勝利・若,芝,1800,良,,大久,54.0,▲,5,7.2,4,0.6,10,6,6,7,8,36.50,34.8,3,ブランドブラン
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010504,2026.5.16,土,新潟,1新5,4,,未勝利,ダート,1800,,4,良(暫定),晴(暫定),15,11:35,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,リュウゴピュア,牡,3,11,70.2, , 99,8,54,▲,,大久保友,(美),小野次郎,リアルインパクト,"Pure Prize",,ニアークティック系,5,3,1新2,18,未勝利,ダ,1800,稍,,大久,54.0,▲,13,213.5,7,2.1,14,10,10,9,8,38.25,40.7,7,カシノスパーク
2,,2,コーディアリティ,牡,3,10,44.4, ,103,5,57,,*,小崎綾也,(栗),牧浦充徳,レイデオロ,クロフネ,,ニアークティック系,5,2,2東3,2,未勝利,ダ,1600,重,,ディ,57.0,,5,41.2,9,2.7,4,,,11,12,36.84,37.6,5,プレースメント
3,B,3,タマモブレイキン,牡,3,8,30.2, , 96,9,57,,*,菊沢一樹,(美),伊藤圭三,ブリックスアンドモルタル,ハーツクライ,,ロイヤルチャージャー系,5,3,2東4,7,未勝利,ダ,1600,稍,B,谷原,53.0,★,9,153.7,7,1.7,10,,,9,10,37.20,38.1,7,マサッチェハマー
4,,4,ゼランテ,牡,3,2,4.2, ,111,4,57,,,武豊,(栗),松永幹夫,コントレイル,"Uncle Mo",,ナスルーラ系,4,26,3京2,4,未勝利,ダ,1800,良,,武豊,57.0,,4,14.2,4,0.8,4,7,6,4,3,38.25,38.8,5,テイエムスターラン
5,B,5,アンデルストープ,牝,3,7,26.5, , 89,11,52,▲,*,石田拓郎,(美),伊坂重信,インディチャンプ,"Giant's Causeway",,ニアークティック系,4,26,1福6,13,未勝利,芝,1200,良,,嶋田,55.0,,12,162.9,11,0.9,11,,,11,11,35.40,34.9,9,ララアルカー
6,,6,スナークシャラク,牡,3,6,15.2, ,100,7,57,,,小沢大仁,(栗),今野貞一,リオンディーズ,ハーツクライ,,ロイヤルチャージャー系,5,10,1新4,初,未勝利,ダ,1800,良,,小沢,57.0,,13,186.0,7,2.0,13,15,15,12,11,38.90,38.8,4,ノリノドラゴン
6,,7,メイショウタイザン,牡,3,5,10.0, ,112,2,57,,*,横山琉人,(栗),高橋義忠,ミッキーアイル,メイショウボーラー,,ロイヤルチャージャー系,4,18,1福3,9,未勝利,ダ,1700,良,,舟山,55.0,△,3,7.5,4,0.6,3,1,1,1,1,38.18,37.9,5,アンティーム
7,B,8,テリコス,牡,3,4,9.7, ,103,5,57,,*,岩田康誠,(栗),四位洋文,ダイワメジャー,"Stormy Atlantic",ロイヤルチャージャー系,ニアークティック系,5,2,3京3,14,未勝利,ダ,1800,重,,吉村,57.0,,5,8.0,13,3.2,7,6,6,5,5,38.10,39.6,14,ケンフィールド
7,,9,ウインプライム,牝,3,9,43.5, , 90,10,52,▲,*,石神深道,(美),上原博之,マクフィ,ステイゴールド,,ロイヤルチャージャー系,5,10,1新4,11,未勝利・牝,芝,1800,良,,河原,51.0,★,15,230.3,11,1.2,16,,,9,9,37.85,34.6,9,ファストフォワード
8,,10,ワンダーブリッツ,牡,3,1,2.2, ,121,1,57,,,西村淳也,(美),久保田貴,クリソベリル,ワイルドワンダー,,ロイヤルチャージャー系,3,21,2中7,初,未勝利,ダ,1800,良,,西村,57.0,,3,5.3,2,0.1,6,6,7,6,4,38.70,39.3,1,スカイレックス
8,B,11,ボールドタワー,牡,3,3,5.7, ,112,2,57,,*,ゴンサル,(美),鈴木慎太,タワーオブロンドン,ハーツクライ,,ロイヤルチャージャー系,5,3,1新2,2,未勝利,ダ,1800,稍,B,横山,57.0,,4,7.9,4,0.7,2,5,6,4,3,38.00,39.8,3,カシノスパーク
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010505,2026.5.16,土,新潟,1新5,5,,未勝利,芝,1800,B,2,良(暫定),晴(暫定),16,12:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アナザーフェイス,牡,3,1,3.7, ,118,1,57,,,荻野極,(美),鹿戸雄一,エピファネイア,ディープインパクト,,ロイヤルチャージャー系,4,26,2東2,13,未勝利,芝,1800,良,,荻野,57.0,,3,6.0,4,0.4,9,,10,10,10,36.65,33.8,3,ダイユウアレグロ
1,,2,ヴェニゼロス,牝,3,2,5.0, ,106,5,55,,*,ルメール,(美),林徹,コントレイル,Skipshot,,,3,7,2中3,初,未勝利・牝,芝,2000,稍,,舟山,52.0,▲,9,70.6,4,0.7,14,17,17,17,16,37.97,35.2,1,サムシングスイート
2,,3,スマートエラン,牡,3,3,8.9, ,117,2,55,△,,舟山瑠泉,(栗),池江泰寿,キタサンブラック,ロードカナロア,,,4,19,1福4,26,未勝利,芝,2000,良,,舟山,55.0,△,2,4.4,4,0.2,1,6,6,5,3,36.09,36.2,6,グラスベルグ
2,,4,エコロゼット,牡,3,10,21.5, ,105,6,57,,,菊沢一樹,(美),岩戸孝樹,フィエールマン,ルーラーシップ,,ネイティヴダンサー系,4,19,1福4,9,未勝利,芝,2000,良,,菊沢,57.0,,13,60.4,3,0.2,3,8,6,7,7,36.17,36.0,2,グラスベルグ
3,,5,アート,牡,3,9,15.9, ,107,4,54,▲,,和田陽希,(栗),杉山晴紀,キセキ,ドリームジャーニー,,ロイヤルチャージャー系,4,26,1福6,8,未勝利,芝,1800,良,,和田,54.0,▲,12,73.3,3,0.2,8,5,5,5,5,36.05,34.9,5,クシマトゥルー
3,,6,エングルマン,牡,3,6,12.8, ,  0,,55,,,西村淳也,(栗),西村真幸,Peltzer,Murtajill,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,ヴァイツェン,牝,3,15,77.6, , 79,15,52,▲,*,石田拓郎,(美),武市康男,ゴールドシップ,Tapit,,ナスルーラ系,3,1,2中2,初,未勝利,芝,1600,良,,遠藤,52.0,▲,15,306.9,15,3.0,16,,15,15,15,37.44,36.2,14,サザンテイオー
4,,8,シェーネエルデ,牝,3,7,13.1, , 97,12,55,,,武豊,(栗),安田翔伍,"St Mark's Basilica",Monsun,,その他のエクリプス系,11,8,4京1,初,新馬,芝,1800,良,,武豊,55.0,,5,10.6,7,1.4,7,,,4,5,36.55,35.5,6,アドマイヤシュラ
5,,9,トリニタリオ,牡,3,5,10.8, ,104,8,57,,*,斎藤新,(美),勢司和浩,ウインブライト,ブラックタイド,,ロイヤルチャージャー系,2,28,1小B,2,未勝利,芝,2000,稍,,菊沢,57.0,,6,12.4,5,0.6,7,14,13,15,14,36.99,36.1,1,ニホンピロロジャー
5,,10,スイートハイデン,牝,3,16,81.3, , 98,11,55,,,吉田隼人,(美),菊川正達,ロジャーバローズ,サウスヴィグラス,,ネイティヴダンサー系,3,14,1名1,6,未勝利,芝,2000,良,,吉田,55.0,,16,189.9,9,1.1,16,4,5,5,5,36.73,35.8,14,ミッキージャンプ
6,,11,コーディアリー,牡,3,13,39.4, , 97,12,54,▲,*,石神深道,(美),天間昭一,ダノンバラード,ハーツクライ,,ロイヤルチャージャー系,11,24,5東6,2,未勝利*,芝,2000,良,,プー,56.0,,9,95.8,7,0.8,2,,10,10,8,36.86,34.9,8,エムズビギン
6,,12,リメンバーシドニー,牝,3,12,37.9, , 99,10,51,◇,*,永島まな,(栗),橋口慎介,Zoustar,Commands,,ニアークティック系,3,21,1名3,初,未勝利,芝,1400,良,,田山,50.0,▲,12,80.6,7,0.8,16,,,10,7,35.18,35.0,9,ペアレンツギフト
7,,13,オーキーベルセルク,牡,3,14,57.3, ,100,9,54,▲,*,小林美駒,(美),戸田博文,アニマルキングダム,Monsun,,その他のエクリプス系,12,27,5阪7,初,新馬,ダ,1800,稍,,鮫島,56.0,,6,14.7,7,3.2,6,3,3,4,6,38.80,39.6,8,アメリカンコール
7,,14,レッドリファインド,牡,3,11,22.0, ,108,3,57,,,石川裕紀,(美),奥村武,レイデオロ,"Storm Cat",,ニアークティック系,2,28,2中1,3,未勝利,芝,2000,良,,石川,57.0,,7,20.5,8,0.4,3,5,5,5,4,36.99,35.8,12,セットエトワール
8,,15,クールチェンジ,牡,3,4,10.2, ,105,6,57,,*,岩田康誠,(美),和田正一,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,3,22,2中8,13,未勝利,芝,1600,良,,武藤,57.0,,7,65.6,3,0.8,5,,10,10,9,35.76,34.9,1,カナルサンマルタン
8,,16,ウインファイネスト,牡,3,8,13.1, , 96,14,56,☆,*,長浜鴻緒,(美),鹿戸雄一,ゴールドシップ,ブラックホーク,,ニアークティック系,3,22,1名4,初,未勝利,芝,2000,良,,舟山,54.0,▲,10,64.4,11,1.7,11,6,5,6,5,36.47,36.9,13,ロザーンジュ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026051604010506,2026.5.16,土,新潟,1新5,6,,未勝利,芝,1000,B,0,良(暫定),晴(暫定),16,12:55,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アカウフリューゲル,牝,3,14,125.2, , 97,6,55,,*,富田暁,(栗),清水久詞,キタサンブラック,ショウナンカンプ,,ナスルーラ系,3,1,1小C,9,未勝利,芝,1200,良,,小沢,55.0,,11,65.9,13,0.9,9,,,1,1,33.50,36.8,15,プルヴォワール
1,,2,セイウンプーパ,牝,3,7,54.9, , 96,8,52,▲,,遠藤汰月,(美),奥平雅士,キタサンブラック,"Soldier Hollow",,,4,25,1福5,8,未勝利,芝,1200,良,,遠藤,52.0,▲,14,173.6,4,0.8,16,,,3,3,34.20,35.3,6,フィラーエ
