レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026040506030401,2026.4.5,日,中山,3中4,1,,未勝利,ダート,1800,,4,重(暫定),曇(暫定),16,09:50,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ギンケイ,牝,3,1,2.1, ,113,2,55,,*,荻野極,(美),中川公成,ルヴァンスレーヴ,サウスヴィグラス,,ネイティヴダンサー系,3,15,2中6,6,未勝利・牝,ダ,1800,良,,笹川,55.0,,4,8.1,3,0.4,6,7,7,8,7,38.45,39.0,1,スターサンサルー
1,,2,ゴールドビリーヴ,牝,3,7,21.7, , 97,10,55,,,田辺裕信,(美),鈴木慎太,ゴールドアクター,ハービンジャー,,ニアークティック系,3,14,2中5,初,未勝利・牝,ダ,1800,良,,田辺,55.0,,12,80.8,8,1.2,14,14,14,11,9,39.15,39.5,4,エコロストーム
2,,3,デコニミカヅキ,牝,3,12,60.0, ,  0,,52,▲,,水沼元輝,(美),西田雄一,ホッコータルマエ,ノボジャック,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,サーロー,牝,3,9,30.0, ,104,4,55,,,菊沢一樹,(美),勢司和浩,ヘンリーバローズ,エピファネイア,,,3,8,2中4,17,未勝利・牝,ダ,1800,稍,,菊沢,55.0,,11,43.7,4,0.5,8,6,6,5,6,38.40,41.6,7,ステイグローリアス
3,,5,サクラボーベル,牝,3,8,25.3, ,  0,,55,,,丸山元気,(美),森一誠,シャンハイボビー,サクラプレジデント,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,ミアルーチェ,牝,3,5,15.6, ,103,5,55,,*,横山武史,(美),加藤士津,ルーラーシップ,マリエンバード,ネイティヴダンサー系,ニアークティック系,3,7,2中3,3,未勝利,ダ,1800,重,,上里,52.0,▲,9,26.8,5,1.6,10,6,6,9,13,37.85,40.8,7,ジオストラテジー
4,,7,キタノエピックアン,牝,3,3,7.0, ,125,1,52,▲,,上里直汰,(美),萱野浩二,ベストウォーリア,ハービンジャー,,ニアークティック系,3,8,2中4,4,未勝利・牝,ダ,1800,稍,,上里,52.0,▲,2,4.6,2,0.0,5,3,4,3,4,38.25,41.4,4,ステイグローリアス
4,,8,タイセイルビー,牝,3,4,8.8, ,110,3,55,,,三浦皇成,(美),千葉直人,サトノダイヤモンド,"Awesome Again",,ニアークティック系,3,14,2中5,5,未勝利・牝,ダ,1800,良,,三浦,55.0,,3,6.1,4,0.5,1,7,7,7,7,38.85,39.4,3,エコロストーム
5,,9,フライスカイハイ,牝,3,10,37.3, ,100,9,53,△,*,舟山瑠泉,(美),菊川正達,ロードカナロア,"Sligo Bay",,ニアークティック系,3,14,2中5,2,未勝利・牝,ダ,1800,良,,吉田,55.0,,8,41.1,7,1.2,9,10,11,8,8,39.00,39.8,5,エコロストーム
5,,10,スターキャンディ,牝,3,14,63.0, , 96,11,55,,,小林脩斗,(美),松山将樹,シュヴァルグラン,ジャングルポケット,,ナスルーラ系,3,14,2中5,連,未勝利・牝,ダ,1800,良,,小林,55.0,,11,72.1,6,1.0,12,4,4,5,5,38.70,40.2,9,エコロストーム
