レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010201,2026.2.1,日,東京,1東2,1,,未勝利,ダート,1400,,2,良,晴,16,10:05,,馬齢,３歳
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010206,2026.2.1,日,東京,1東2,6,,1勝,ダート,1600,,2,良,晴,16,12:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,コーシューパンジャ,牡,4,506,+10,+10,8,33.3,>, 75,15,57,,*,石川裕紀,(美),相沢郁,ゴールドドリーム,キングカメハメハ,,ネイティヴダンサー系,12,3,笠松,3,師走特,ダ,1600,良,,丸野,57.0,,5,,1,-0.2,,3,3,3,4,,----,,(ダディーズグーグー)
2,,2,ジェシーテソーロ,牡,4,492,+ 6,+ 6,7,16.4, ,114,3,57,,*,木幡巧也,(美),牧光二,フィエールマン,"Shanghai Bobby",,,10,26,4東9,2,１勝ｸﾗｽ,ダ,1600,不,,石橋,56.0,,6,12.4,7,1.1,6,,,4,3,36.42,36.1,9,チュウワチーフ
2,,3,サムワンライクユー,牡,6,498,+14,+14,12,134.0, , 99,8,58,,*,江田照男,(美),佐藤吉勝,グレーターロンドン,アグネスデジタル,,ネイティヴダンサー系,11,29,5東7,2,１勝ｸﾗｽ,ダ,1600,良,,内田,58.0,,9,70.2,10,1.7,7,,,11,11,37.44,37.0,10,コーカサスゴールド
3,,4,ショウナンマリーナ,牝,4,440,+ 6,+ 6,11,95.4, , 90,13,52,▲,*,上里直汰,(美),森一誠,リアルスティール,ハーツクライ,,ロイヤルチャージャー系,1,11,1中4,14,１勝ｸﾗｽ,芝,1600,良,,丸山,55.0,,14,257.2,13,3.2,15,,7,7,13,34.56,37.7,12,クライスレリアーナ
3,,5,ハクシンブライアン,牡,4,520,+10,+10,6,10.5, ,112,5,57,,,大野拓弥,(美),松山将樹,リアルスティール,ブライアンズタイム,,ロイヤルチャージャー系,12,27,5中7,28,１勝ｸﾗｽ,ダ,1800,稍,,大野,57.0,,5,11.2,7,1.3,3,5,5,5,4,37.95,39.3,7,ミダース
4,,6,レッドエウロス,セ,4,470,  0,0,2,4.1, ,118,2,57,,*,原優介,(美),田中博康,ルヴァンスレーヴ,クロフネ,,ニアークティック系,11,16,5東4,4,１勝ｸﾗｽ,ダ,1600,良,,プー,57.0,,2,3.8,3,0.4,1,,,5,3,36.00,37.7,7,エーデル
4,,7,ウインイザナミ,牝,4,504,+ 4,+ 4,4,9.0, ,101,6,55,,*,キング,(美),上原博之,モーリス,ゼンノロブロイ,,ロイヤルチャージャー系,1,11,1中4,23,１勝ｸﾗｽ,芝,1600,良,,丹内,55.0,,5,20.8,15,3.9,5,,4,4,8,34.38,38.7,15,クライスレリアーナ
5,,8,ウヌボレヤサン,セ,5,426,+ 8,+ 8,14,188.8, , 93,12,58,,*,松岡正海,(美),本間忍,ダノンレジェンド,サクラローレル,,ナスルーラ系,12,20,5名5,2,１勝ｸﾗｽ,ダ,1800,稍,,柴田,56.0,△,11,57.1,15,2.7,10,1,1,1,2,37.95,40.7,16,タガノヘラクレス
5,,9,バム,牡,4,470,+ 6,+ 6,15,261.1, , 90,13,57,,*,小林脩斗,(美),南田美知,ロジャーバローズ,アグネスデジタル,,ネイティヴダンサー系,1,17,1中6,10,１勝ｸﾗｽ,ダ,1200,良,,嶋田,58.0,,16,152.1,12,1.1,11,,,5,5,34.70,38.3,13,メッエフアパラ
6,B,10,ネオシルバー,牡,5,516,+ 2,+ 2,9,61.2, ,100,7,58,,,田辺裕信,(美),小西一男,シルバーステート,クロフネ,,ニアークティック系,1,4,1中1,4,１勝ｸﾗｽ,ダ,1800,稍,,田辺,58.0,,10,62.9,10,2.2,7,9,9,8,8,37.55,40.9,10,バタール
6,,11,エポカリーナ,牡,4,466,- 2,- 2,10,82.7, , 99,8,57,,*,菅原明良,(美),土田稔,エポカドーロ,オウケンブルースリ,,ナスルーラ系,1,18,1中7,5,１勝ｸﾗｽ,ダ,1800,良,,石神,54.0,▲,9,99.4,4,1.0,6,1,1,5,4,38.70,39.2,6,リラゲイル
7,,12,ペネトレイトゴー,セ,6,458,+22,+22,13,136.7, , 99,8,58,,*,安藤洋一,(美),戸田博文,ゴールドシップ,シンボリルドルフ,,トゥルビヨン系,8,10,3名6,11,１勝ｸﾗｽ,ダ,1900,良,,吉村,57.0,☆,5,12.6,8,1.7,7,11,11,11,11,38.95,38.2,5,メイケイロゼッタ
7,,13,マテンロウミラクル,牡,5,506,  0,0,5,10.3, , 97,11,58,,*,三浦皇成,(栗),佐々木晶,カリフォルニアクローム,キングカメハメハ,,ネイティヴダンサー系,12,20,5名5,2,１勝ｸﾗｽ,ダ,1400,稍,,柴田,56.0,△,7,14.4,9,0.9,2,,,13,12,36.98,36.9,2,ペイドラロワール
8,,14,セブンマイスター,牡,5,540,+ 4,+ 4,1,2.6, ,126,1,56,△,*,長浜鴻緒,(美),千葉直人,ドレフォン,メイショウサムソン,,ニアークティック系,10,26,4東9,30,１勝ｸﾗｽ,ダ,1600,不,,横山,58.0,,2,4.5,2,0.1,3,,,4,3,36.42,35.1,2,チュウワチーフ
8,,15,ツーネサーン,牡,5,516,+ 6,+ 6,3,5.5, ,113,4,58,,*,坂井瑠星,(栗),矢作芳人,Frankel,"Fast Company",ニアークティック系,,11,9,5東2,連,１勝ｸﾗｽ,ダ,1600,稍,,菅原,58.0,,4,7.3,5,1.0,3,,,1,1,36.66,37.8,11,ディーズゴールド
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010207,2026.2.1,日,東京,1東2,7,,2勝,芝,2000,D,3,良,晴,14,13:25,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,リトルジャイアンツ,牡,4,472,+26,+26,2,4.1,+,127,3,57,,,横山典弘,(美),村田一誠,トーセンラー,アドマイヤジャパン,,ロイヤルチャージャー系,2,16,1東6,3,共同通信G3,芝,1800,良,,横山,57.0,,4,5.4,3,0.4,4,,8,8,8,36.55,33.3,1,マスカレードボール
2,,2,ナイトスラッガー,牡,5,526,- 8,- 8,3,6.0, ,128,2,58,,,川田将雅,(栗),小栗実,ルーラーシップ,フジキセキ,ネイティヴダンサー系,ロイヤルチャージャー系,1,5,1京2,17,逢坂山特･2勝,芝,1800,良,,川田,58.0,,3,5.2,2,0.1,2,,,8,8,35.85,35.2,1,チェルノボーグ
3,,3,ログラール,セ,5,472,- 4,- 4,5,10.2, ,111,5,58,,*,西村淳也,(栗),松永幹夫,モーリス,キングカメハメハ,,ネイティヴダンサー系,11,30,5東8,35,オリエＨ･2勝,芝,2000,良,,Ｃ．,56.0,,4,11.8,3,0.3,7,,2,3,3,36.13,34.4,5,レイニング
4,,4,ダイシンバースディ,牡,5,482,+ 2,+ 2,9,351.7, , 93,7,58,,*,武藤雅,(美),戸田博文,マインドユアビスケッツ,ダンスインザダーク,,ロイヤルチャージャー系,1,10,1中3,11,２勝ｸﾗｽ,ダ,1800,良,,菅原,58.0,,11,184.9,12,2.4,13,3,2,3,4,38.10,39.9,12,エクリプスルバン
5,B,5,ペッレグリーニ,セ,5,458,- 6,- 6,7,77.9, , 91,9,58,,*,岩田康誠,(美),手塚貴久,レイデオロ,ネオユニヴァース,,ロイヤルチャージャー系,7,27,2新2,8,豊栄特Ｈ･2勝,芝,1600,良,,内田,55.0,,9,65.3,9,1.0,9,,,7,8,35.82,33.1,5,コートアリシアン
6,,6,ボウウィンドウ,牝,4,478,+ 8,+ 8,1,1.7, ,126,4,55,,*,ルメール,(美),武井亮,サートゥルナーリア,ディープインパクト,,ロイヤルチャージャー系,11,30,5東8,7,オリエＨ･2勝,芝,2000,良,,戸崎,53.0,,1,2.0,2,0.1,2,,3,4,4,36.21,34.0,2,レイニング
7,B,7,バードウォッチャー,牡,5,486,+ 2,+ 2,6,66.0, ,100,6,58,,*,荻野極,(美),国枝栄,ブラックタイド,キングカメハメハ,ロイヤルチャージャー系,ネイティヴダンサー系,12,21,5名6,8,名古屋日･2勝,芝,2000,稍,B,吉田,58.0,,7,31.7,7,0.4,7,8,5,6,6,37.67,35.4,6,ディヴァインスター
8,,8,メディテラニアン,牡,4,452,- 8,- 8,4,7.0, ,129,1,57,,*,戸崎圭太,(栗),池江泰寿,サートゥルナーリア,ハーツクライ,,ロイヤルチャージャー系,12,21,5名6,7,名古屋日･2勝,芝,2000,稍,,荻野,57.0,,1,3.1,2,0.1,2,3,4,5,5,37.63,35.2,4,ディヴァインスター
8,,9,コスモエクスプレス,牡,7,502,+ 4,+ 4,8,188.7, , 93,7,58,,*,原優介,(美),松永康利,エイシンヒカリ,クロフネ,,ニアークティック系,1,17,1京6,3,稲荷特別･2勝,芝,2000,良,,菱田,58.0,,8,56.1,9,1.2,10,9,9,10,10,37.41,34.9,8,ジェットマグナム
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010208,2026.2.1,日,東京,1東2,8,,2勝,ダート,2100,,4,良,晴,16,13:55,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ゴヴェルナーレリコ,牝,5,454,+10,+10,7,41.3, ,109,3,54,△,*,長浜鴻緒,(美),辻哲英,エイシンフラッシュ,タートルボウル,,ニアークティック系,10,13,3京5,3,蹴上特別･2勝,ダ,1800,良,,菅原,56.0,,6,37.2,5,0.4,6,5,5,4,3,36.90,38.5,7,ハナウマビーチ
2,,2,テーオーマルコーニ,牡,4,504,  0,0,1,1.7, ,117,1,57,,*,松山弘平,(栗),奥村豊,コパノリッキー,"Afternoon Deelites",,その他のエクリプス系,1,11,1京4,9,五条坂特･2勝,ダ,1900,良,,藤岡,57.0,,1,2.6,4,0.6,2,5,5,7,7,37.94,37.6,2,キーチパルフェ
3,B,3,イデアユウシン,牡,6,558,+16,+16,11,331.1, , 93,10,58,,,江田照男,(美),松永康利,ドレフォン,ダンスインザダーク,,ロイヤルチャージャー系,1,12,1中5,3,成田特別･2勝,ダ,2400,良,B,江田,58.0,,16,315.9,14,2.1,16,5,5,6,4,38.97,41.0,14,ダカラフェスティヴ
4,B,4,ホウオウベルクソン,牡,5,550,+16,+16,3,10.1, ,103,8,58,,*,ハマーハ,(美),大竹正博,リアルスティール,Dushyantor,,ニアークティック系,5,31,2東B,3,２勝ｸﾗｽ,ダ,2100,不,B,ディ,58.0,,5,12.4,15,3.0,2,6,6,6,7,37.12,39.0,14,ユアフラッシュ
5,B,5,シグムンド,牡,5,512,  0,0,5,18.7, ,109,3,58,,,原優介,(美),岩戸孝樹,アポロキングダム,カネヒキリ,ネイティヴダンサー系,ロイヤルチャージャー系,1,24,1中8,6,初霞賞･2勝,ダ,1800,良,B,原優,58.0,,4,13.5,3,0.7,9,5,5,5,5,38.25,39.4,4,プルナチャンドラ
6,,6,ラファールドール,セ,5,498,- 6,- 6,9,57.3, ,101,9,58,,*,西村淳也,(美),田島俊明,ニューイヤーズデイ,ステイゴールド,,ロイヤルチャージャー系,12,20,5中5,10,香取特別･2勝,ダ,2400,良,,内田,58.0,,5,13.8,12,2.5,9,6,6,10,11,38.80,40.5,10,プレシャスデイ
6,,7,シャンバラ,牡,7,526,- 2,- 2,10,109.4, ,107,6,58,,*,荻野極,(栗),橋口慎介,ワンアンドオンリー,"Unbridled's Song",,ネイティヴダンサー系,12,20,5中5,8,香取特別･2勝,ダ,2400,良,,松若,58.0,,10,41.8,8,1.7,11,13,13,13,14,38.90,39.4,7,プレシャスデイ
7,,8,ダディーズトリップ,牡,10,480,+ 4,+ 4,4,17.5, ,108,5,58,,,横山典弘,(栗),千田輝彦,ドリームジャーニー,Danehill,ロイヤルチャージャー系,ニアークティック系,12,7,5阪2,3,豊中特別･2勝,ダ,1800,良,,横山,58.0,,11,53.2,3,0.2,7,12,11,9,9,37.40,37.5,3,タマモキャリコ
7,B,9,タッチャブル,牡,6,524,+ 2,+ 2,8,53.3, , 92,11,58,,*,菅原明良,(栗),中村直也,リアルスティール,ルーラーシップ,,ネイティヴダンサー系,12,13,5名3,2,鳴海特別･2勝,ダ,1800,良,B,鮫島,58.0,,12,106.1,13,1.1,7,16,16,16,16,39.05,36.3,1,アラレタバシル
8,,10,ジーティーダーリン,牡,4,510,+ 2,+ 2,2,2.7,>,112,2,57,,,ルメール,(栗),田中克典,サートゥルナーリア,ハーツクライ,,ロイヤルチャージャー系,12,7,5名2,5,１勝ｸﾗｽ,ダ,1800,良,,ルメ,57.0,,1,3.6,1,-0.5,5,3,3,3,3,37.90,37.6,4,(グレイルクエスト)
8,B,11,インペリアルライン,セ,7,488,+ 4,+ 4,6,38.7, ,107,6,58,,*,木幡巧也,(美),中舘英二,ドゥラメンテ,"Giant's Causeway",,ニアークティック系,12,20,5中5,9,香取特別･2勝,ダ,2400,良,B,原優,58.0,,7,15.7,7,1.2,7,13,13,10,13,38.80,39.2,6,プレシャスデイ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010209,2026.2.1,日,東京,1東2,9,セントポーリア賞,1勝,芝,1800,D,2,良,晴,16,14:25,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ブルースカイブルー,牡,3,534,  0,0,6,20.8, ,106,5,57,,*,津村明秀,(栗),平田修,ハービンジャー,ハーツクライ,ニアークティック系,ロイヤルチャージャー系,12,13,5阪3,9,エリカ賞･1勝,芝,2000,良,,和田,56.0,,6,31.6,4,0.4,6,3,2,2,2,37.97,33.7,4,コロナドブリッジ
2,,2,ミッキーマーメイド,牝,3,466,+10,+10,5,13.9,>,104,6,55,,,松山弘平,(栗),福永祐一,エピファネイア,Galileo,,ニアークティック系,10,4,4東1,12,未勝利*,芝,2000,良,,松山,55.0,,2,4.2,1,-0.3,1,,5,5,2,36.90,34.2,1,(ガードオブオナー)
3,B,3,フレイムスター,牡,3,526,+ 6,+ 6,11,58.3,+,101,7,57,,*,西村淳也,(栗),清水久詞,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,1,12,1京5,2,シンザンG3,芝,1600,良,B,高杉,57.0,,13,67.6,15,2.0,5,,,2,2,35.22,36.7,15,サンダーストラック
4,,4,ショウナンダイン,牡,3,482,  0,0,10,53.3, , 88,12,57,,*,キング,(美),森一誠,サートゥルナーリア,"Northern Afleet",,ネイティヴダンサー系,12,6,5名1,6,こうやま･1勝,芝,1600,良,,丸山,56.0,,6,22.2,7,0.8,8,,7,7,7,38.46,33.5,4,クールデイトナ
5,,5,コスモエルヴァル,牡,3,490,+ 2,+ 2,12,156.3, , 97,10,57,,*,原優介,(美),黒岩陽一,ダノンバラード,"New Approach",,ニアークティック系,1,5,1中2,9,１勝ｸﾗｽ*,芝,2000,良,,丹内,57.0,,9,45.9,6,0.6,8,4,4,4,2,36.60,36.3,6,ステラスペース
5,,6,ブレットパス,牡,3,492,+ 2,+ 2,1,3.1,>,112,3,57,,,川田将雅,(栗),中内田充,アルアイン,ルーラーシップ,,ネイティヴダンサー系,12,6,5阪1,9,未勝利*,芝,1800,良,,川田,56.0,,1,1.4,1,-0.0,1,,,5,5,37.70,33.0,1,(カフジエメンタール)
6,,7,ニシノエースサマ,牡,3,488,- 4,- 4,8,25.6, , 98,8,57,,*,ハマーハ,(美),鹿戸雄一,スワーヴリチャード,"Sidney's Candy",,,12,20,5中5,3,ひいらぎ･1勝,芝,1600,良,,津村,56.0,,10,65.2,4,0.6,9,,3,6,5,35.40,34.5,3,クレパスキュラー
6,,8,バークシャーシチー,牡,3,458,+ 4,+ 4,7,23.5,>, 92,11,57,,*,松岡正海,(栗),牧田和弥,モズアスコット,フレンチデピュティ,,ニアークティック系,9,21,4阪7,初,新馬,芝,1800,良,,松若,55.0,,8,36.7,1,-0.1,7,,,7,8,36.80,33.6,1,(コスモフィレンツェ)
7,,9,フジガイフウ,牡,3,494,- 4,- 4,4,5.6, ,108,4,57,,,菅原明良,(美),岩戸孝樹,ミスターメロディ,サクラプレジデント,,ロイヤルチャージャー系,12,20,5中5,9,ひいらぎ･1勝,芝,1600,良,,菅原,56.0,,5,13.0,3,0.5,4,,11,8,8,35.52,34.2,1,クレパスキュラー
7,,10,ラストスマイル,牡,3,514,+ 2,+ 2,3,4.9,+,117,2,57,,,杉原誠人,(美),本間忍,ポエティックフレア,ゼンノロブロイ,,ロイヤルチャージャー系,11,24,5東6,6,東京スポG2,芝,1800,良,,杉原,56.0,,10,39.6,5,0.5,11,,2,3,4,36.50,33.5,5,パントルナイーフ
8,,11,マテンロウネイビー,牡,3,464,  0,0,9,28.2,>, 98,8,57,,,横山典弘,(栗),松永幹夫,ヴァンセンヌ,キングカメハメハ,,ネイティヴダンサー系,11,16,5東4,初,新馬,芝,1600,良,,横山,56.0,,5,14.5,1,-0.0,4,,,5,6,36.36,34.3,1,(リピ)
8,,12,リスレジャンデール,牝,3,466,+10,+10,2,3.6,>,121,1,55,,,戸崎圭太,(美),栗田徹,エピファネイア,"Style Vendome",,,11,23,5東5,6,未勝利・牝*,芝,1800,良,,戸崎,55.0,,1,1.4,1,-0.5,1,,7,7,7,36.65,33.9,1,(ジャストビコーズ)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010210,2026.2.1,日,東京,1東2,10,節分Ｓ,3勝,芝,1400,D,2,良,晴,16,15:00,,定量,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,タイセイカレント,牡,4,488,+ 4,+ 4,4,6.9, ,117,6,57,,,坂井瑠星,(栗),矢作芳人,モーリス,Galileo,,ニアークティック系,12,21,5阪6,6,六甲アイ･3勝,芝,1400,重,,坂井,57.0,,4,7.2,4,0.2,2,,,8,8,35.70,34.2,3,ディアナザール
2,,2,バンドシェル,牡,5,494,  0,0,7,18.8, ,122,2,58,,*,西村淳也,(栗),西村真幸,バンドワゴン,ルーラーシップ,,ネイティヴダンサー系,12,28,5阪8,5,カウント･3勝,芝,1200,良,,岩田,58.0,,1,3.7,3,0.1,4,,,9,8,35.70,32.8,1,イツモニコニコ
2,,3,スマートワイス,牡,5,486,+ 2,+ 2,1,4.0, ,129,1,58,,,松山弘平,(栗),大久保龍,ロードカナロア,ディープインパクト,,ロイヤルチャージャー系,12,21,5阪6,8,六甲アイ･3勝,芝,1400,重,,松山,58.0,,3,5.5,2,0.0,3,,,2,2,35.33,34.5,8,ディアナザール
3,,4,ラテラルシンキング,牡,6,444,+12,+12,15,187.1, , 94,15,58,,*,岩田康誠,(美),黒岩陽一,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,11,15,5東3,12,奥多摩Ｓ･3勝,芝,1400,良,,佐々,58.0,,15,105.5,11,0.9,9,,,12,11,35.78,33.7,8,マイネルチケット
3,,5,アンダースコア,牡,4,458,  0,0,10,24.5,>,107,10,57,,*,三浦皇成,(栗),庄野靖志,ミッキーアイル,ルーラーシップ,,ネイティヴダンサー系,11,16,4京4,14,２勝ｸﾗｽ,芝,1400,良,,田口,57.0,,7,24.4,1,-0.1,5,,,5,5,35.03,34.0,4,(オンザブルースカイ)
4,,6,ジュドー,セ,6,466,- 8,- 8,12,50.0, ,112,8,58,,,津村明秀,(美),手塚貴久,モーリス,ディープインパクト,,ロイヤルチャージャー系,11,15,5東3,6,奥多摩Ｓ･3勝,芝,1400,良,,津村,58.0,,10,35.8,4,0.5,15,,,9,9,35.55,33.6,7,マイネルチケット
4,,7,コスモアディラート,牡,8,518,+ 4,+ 4,13,68.5, ,108,9,58,,*,松岡正海,(美),和田正一,Snitzel,"Hurricane Sky",ニアークティック系,その他のエクリプス系,1,5,1中2,4,サンラＨ･3勝,芝,1200,良,,横山,55.0,,11,34.1,4,0.1,6,,,9,9,34.10,34.2,5,ウインアイオライト
5,,8,アイサンサン,牝,4,462,- 4,- 4,5,7.4, ,105,12,55,,*,石川裕紀,(栗),佐々木晶,キズナ,シンボリクリスエス,,ロイヤルチャージャー系,11,8,4京1,4,清水Ｓ･3勝,芝,1600,良,,岩田,55.0,,3,3.9,10,0.6,1,,,3,3,35.40,34.6,10,フロムダスク
5,,9,アームテイル,牝,6,470,+10,+10,14,86.3, ,103,13,56,,,大野拓弥,(美),和田勇介,ダノンバラード,タイキシャトル,,ロイヤルチャージャー系,10,4,4東1,6,白秋ＳＨ･3勝,芝,1400,良,,大野,54.0,,5,10.0,9,0.5,5,,,5,5,34.80,33.9,11,レッドシュヴェルト
6,,10,ボーモンド,牡,5,490,- 8,- 8,9,24.4, ,106,11,58,,*,ハマーハ,(美),国枝栄,モーリス,キングカメハメハ,,ネイティヴダンサー系,12,28,5中8,23,ファイＨ･3勝,芝,1600,良,,マー,56.0,,6,22.5,11,1.3,6,,6,8,9,36.24,34.5,11,ジョイフルニュース
6,,11,ユハンヌス,牡,6,474,+ 4,+ 4,3,5.1, ,122,2,58,,*,キング,(栗),大久保龍,Frankel,"Tanino Gimlet",ニアークティック系,ロイヤルチャージャー系,12,6,5名1,3,飛騨Ｓ･3勝,芝,1400,良,,藤岡,58.0,,2,4.1,3,0.1,3,,,8,8,34.80,33.1,1,レディマリオン
7,,12,リチャードバローズ,牡,5,514,- 2,- 2,11,47.1,>,120,4,58,,,菅原明良,(栗),上村洋行,エピファネイア,Kingmambo,,ネイティヴダンサー系,12,21,5名6,7,尾張特Ｈ･2勝,芝,1400,稍,,菅原,56.0,,4,8.3,1,-0.1,13,,,14,14,35.85,34.1,2,(メイショウカイト)
7,,13,サトミノキラリ,牡,5,470,+12,+12,8,18.9, ,118,5,58,,*,横山典弘,(美),鈴木伸尋,ビッグアーサー,ディープインパクト,,ロイヤルチャージャー系,12,6,5名1,3,飛騨Ｓ･3勝,芝,1400,良,,丸山,58.0,,7,12.5,2,0.0,7,,,6,6,34.65,33.2,2,レディマリオン
8,,14,ウイントワイライト,牝,4,450,+ 4,+ 4,2,4.8, ,101,14,55,,*,ルメール,(栗),西園翔太,レイデオロ,ダイワメジャー,,ロイヤルチャージャー系,12,21,5阪6,8,六甲アイ･3勝,芝,1400,重,,武豊,55.0,,2,4.5,12,0.8,8,,,14,14,36.38,33.9,2,ディアナザール
8,,15,モンテシート,牡,4,506,+ 4,+ 4,6,15.1, ,117,6,57,,*,戸崎圭太,(栗),牧田和弥,ミッキーアイル,"Dutch Art",,,12,21,5阪6,3,六甲アイ･3勝,芝,1400,重,,西村,57.0,,5,10.3,5,0.2,4,,,4,5,35.55,34.4,5,ディアナザール
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026020105010211,2026.2.1,日,東京,1東2,11,根岸Ｓ,Ｇ３,ダート,1400,,2,良,晴,16,15:45,,別定,４上
枠番,B,番,馬名S,性別,年齢,馬体重,増減,馬体重増減,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ウェイワードアクト,牡,6,548,+ 2,+ 2,3,5.0, ,129,1,57,,,戸崎圭太,(美),田中博康,"Maclean's Music","Majestic Warrior",,ナスルーラ系,11,23,5東5,25,霜月Ｓ,ダ,1400,良,B,戸崎,58.0,,1,2.1,1,-0.3,1,,,4,4,35.40,36.1,2,(ワイワイレジェンド)
1,B,2,ロードフォンス,牡,6,500,+ 4,+ 4,6,13.2, ,110,6,57,,,横山和生,(栗),安田翔伍,ロードカナロア,ダイワメジャー,,ロイヤルチャージャー系,11,15,5東3,6,武蔵野ＳG3,ダ,1600,良,B,横山,57.0,,8,23.3,5,0.6,11,,,7,7,36.30,35.3,5,ルクソールカフェ
2,,3,オメガギネス,牡,6,500,+ 6,+ 6,5,8.9, ,112,5,57,,,岩田康誠,(栗),安田翔伍,ロゴタイプ,ハービンジャー,,ニアークティック系,11,15,5東3,6,武蔵野ＳG3,ダ,1600,良,,岩田,57.0,,2,3.8,7,0.9,3,,,11,11,36.48,35.3,5,ルクソールカフェ
2,,4,アルファマム,牝,7,474,+ 4,+ 4,12,65.0, ,100,9,55,,*,三浦皇成,(栗),佐々木晶,マジェスティックウォリアー,フジキセキ,,ロイヤルチャージャー系,12,7,5阪2,4,りんくうＨ,ダ,1200,良,,北村,56.5,,5,8.1,7,0.4,7,,,14,14,36.50,34.5,1,メイショウホウレン
3,,5,チカッパ,牡,5,516,- 2,- 2,11,40.0, ,108,7,57,,*,キング,(栗),中竹和也,リアルスティール,"Into Mischief",,,12,14,5中4,6,カペラＳG3,ダ,1200,稍,,横山,58.0,,8,18.4,8,1.6,11,,,14,14,34.40,35.8,2,テーオーエルビス
3,,6,マテンロウコマンド,牡,4,520,+ 1,+ 1,9,26.6, ,106,8,57,,,松山弘平,(栗),長谷川浩,ドレフォン,キングヘイロー,,ニアークティック系,12,25,園田,6,兵庫ゴG3,ダ,1400,不,,松山,57.0,,1,,2,0.1,,3,3,4,3,,----,,ハッピーマン
