レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040701,2026.9.21,月,中山,4中7,1,,未勝利,障害(直線ダ),2880,,,,,14,09:45,,定量,３上
4,,5,ペルヴォルム,牝,3,>, 61,14,50,▲,*,上里直汰,(美),加藤和宏,ダノンキングリー,Shackleford,,,8,1,1札3,23,未勝利,ダ,1000,稍,,遠藤,52.0,▲,12,448.7,12,3.4,12,,,10,12,36.90,37.8,12,ドリームガッサン
4,,6,メトロポリターナ,牝,5, , 92,10,56,,,丸田恭介,(美),粕谷昌央,Masar,Shamardal,,ニアークティック系,9,6,4中2,6,１勝ｸﾗｽ,ダ,1800,不,,丸田,56.0,,15,213.0,10,1.9,9,14,14,14,13,37.85,38.4,5,メディチパワー
5,,7,ユアフェリシティ,牡,3, ,121,1,55,,,原田和真,(美),千葉直人,ルヴァンスレーヴ,エリシオ,,ニアークティック系,9,12,4中3,16,１勝ｸﾗｽ,ダ,1800,重,,原田,55.0,,1,2.4,2,0.7,3,5,5,3,3,36.60,38.5,5,インナーパッション
5,,8,ホーナー,牡,3, , 86,11,55,,*,菊沢一樹,(美),栗田徹,Improbable,"Pure Prize",,ニアークティック系,5,23,2東9,14,１勝ｸﾗｽ*,ダ,1600,重,B,長浜,56.0,☆,12,181.8,13,2.6,14,,,12,12,37.38,36.7,12,ファイアマン
6,B,9,オウケンヴィーナス,牝,5, , 84,12,56,,*,木幡育也,(美),松永康利,ルーラーシップ,クロフネ,ネイティヴダンサー系,ニアークティック系,3,21,1阪9,2,１勝ｸﾗｽ・牝,ダ,1800,良,,大久,53.0,▲,11,391.2,9,1.5,11,7,7,8,10,38.35,38.7,7,アロマフェリス
6,,10,サムワンライクユー,牡,6, , 96,8,58,,*,内田博幸,(美),佐藤吉勝,グレーターロンドン,アグネスデジタル,,ネイティヴダンサー系,6,20,3東5,8,１勝ｸﾗｽ,ダ,1600,不,,嶋田,58.0,,13,95.8,9,1.6,13,,,8,12,36.48,36.4,9,オクトーバーナイン
7,,11,クリノゴッホ,セ,6, , 83,13,58,,*,黛弘人,(美),新開幸一,マツリダゴッホ,Lawman,ロイヤルチャージャー系,ニアークティック系,9,13,4中4,6,１勝ｸﾗｽ,芝,1600,稍,,石田,56.0,△,16,357.9,16,2.5,16,,3,11,12,35.94,36.7,16,スマイルカーブ
7,,12,レボルシオン,牡,5, ,109,5,58,,,江田照男,(美),蛯名正義,キタサンブラック,スウェプトオーヴァーボード,,ネイティヴダンサー系,8,15,2新7,49,三国特別･1勝,ダ,1800,良,,江田,58.0,,9,64.5,5,1.8,12,1,1,1,2,37.20,40.2,12,ジェイエルモーダル
8,,13,ナックスプレンダー,牡,3,>, 96,8,55,,,吉田豊,(美),小野次郎,エスポワールシチー,アグネスタキオン,,ロイヤルチャージャー系,3,15,2中6,3,未勝利,ダ,1800,良,,吉田,57.0,,2,3.1,3,0.9,3,9,10,7,6,38.20,38.9,3,タケルムサシ
8,,14,アンシュウマト,牡,3, ,112,2,55,,,三浦皇成,(美),中川公成,マクフィ,シンボリクリスエス,,ロイヤルチャージャー系,8,15,2新7,14,三国特別･1勝,ダ,1800,良,,三浦,55.0,,4,7.6,8,2.2,4,10,8,7,7,37.65,39.7,8,ジェイエルモーダル
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040708,2026.9.21,月,中山,4中7,8,,1勝,芝,2200,C,4,,,18,13:40,,定量,３上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,プルーヴンウィナー,牝,5, , 98,6,56,,*,佐々木大,(美),林徹,キズナ,"Pollard's Vision",,ネイティヴダンサー系,6,6,3東1,3,１勝ｸﾗｽ・牝,ダ,1600,良,,津村,56.0,,9,49.4,8,0.6,7,,,12,12,36.96,36.9,4,サファイアテソーロ
1,B,2,リリエンフェルト,牝,5, , 86,12,56,,*,原田和真,(美),上原博之,ルーラーシップ,ダイワメジャー,ネイティヴダンサー系,ロイヤルチャージャー系,7,18,2福7,3,開成山特･1勝,芝,2600,良,,石田,56.0,,11,159.6,11,1.4,6,9,8,8,7,37.77,37.1,7,リュクスパトロール
2,B,3,コウセイケンタロス,セ,4, , 83,14,58,,*,柴田大知,(美),和田雄二,ハービンジャー,ディープインパクト,ニアークティック系,ロイヤルチャージャー系,8,29,3新3,19,１勝ｸﾗｽ,芝,2200,稍,B,上里,55.0,▲,13,349.5,13,4.8,12,12,12,12,12,37.35,38.6,13,プレイザリード
2,,4,ラルガメンテ,牝,4, , 97,7,56,,*,津村明秀,(美),尾関知人,ドゥラメンテ,スウェプトオーヴァーボード,,ネイティヴダンサー系,6,21,3東6,8,１勝ｸﾗｽ・牝,ダ,1600,重,,荻野,56.0,,10,41.6,10,2.1,13,,,11,12,35.64,38.0,7,ファンシーズ
3,,5,メアヴィア,牝,5, , 92,9,56,,*,岩田康誠,(美),金成貴史,ミッキーロケット,ディープブリランテ,,ロイヤルチャージャー系,7,4,2福3,16,伊達特別･1勝,芝,2000,良,,江田,56.0,,8,35.0,9,1.1,10,10,8,3,4,36.34,36.7,8,ムーンストラック
3,,6,リュウジンマル,牡,4, ,  0,,58,,,横山和生,(美),村田一誠,アジアエクスプレス,スマートファルコン,,ロイヤルチャージャー系,3,15,2中6,7,１勝ｸﾗｽ,ダ,1800,良,,横山,58.0,,9,17.3,止,----,9,2,2,2,3,,----,,ブレードサクセス
4,,7,マーゴットソラーレ,セ,5, ,104,2,58,,*,斎藤新,(美),伊坂重信,ノヴェリスト,アグネスタキオン,その他のエクリプス系,ロイヤルチャージャー系,9,5,4中1,17,古作特別･1勝,芝,1800,良,,原優,58.0,,9,39.2,6,0.4,11,1,1,1,1,36.40,35.1,11,スタニングヴュー
4,,8,ウイントリベルガ,牡,3,>, 71,15,52,▲,*,遠藤汰月,(美),深山雅史,スワーヴリチャード,ジャングルポケット,,ナスルーラ系,8,22,3名1,初,未勝利,芝,2000,良,,泉谷,57.0,,11,55.5,17,1.9,12,18,17,17,17,36.86,34.8,7,アスクブームキセキ
5,B,9,ピースヒロフェイス,牝,5, , 87,11,56,,*,石橋脩,(美),牧光二,サトノダイヤモンド,フレンチデピュティ,,ニアークティック系,9,5,4阪1,3,１勝ｸﾗｽ,芝,2000,良,B,中井,56.0,,9,144.4,8,0.6,8,6,6,5,6,36.94,34.6,5,オモイヲノセテ
5,B,10,フォーグッド,セ,7, , 93,8,58,,,原優介,(美),平岩大典,ディープインパクト,Congrats,ロイヤルチャージャー系,ナスルーラ系,8,29,3新3,14,１勝ｸﾗｽ,芝,2200,稍,B,原優,58.0,,9,91.2,12,3.2,13,13,13,13,13,37.69,36.1,5,プレイザリード
6,B,11,テイキットイージー,牡,5, ,103,4,58,,*,丹内祐次,(美),萱野浩二,ゴールドシップ,ルールオブロー,,ネイティヴダンサー系,8,29,3新3,3,１勝ｸﾗｽ,芝,2200,稍,,武藤,58.0,,8,49.2,5,1.4,7,10,8,8,7,37.01,36.1,5,プレイザリード
6,,12,イモータリス,牡,3, ,111,1,55,,,嶋田純次,(美),手塚貴久,ミッキーロケット,スペシャルウィーク,,ロイヤルチャージャー系,8,23,3新2,6,１勝ｸﾗｽ,芝,2000,良,,嶋田,55.0,,3,9.4,4,0.7,1,,,4,5,36.04,34.7,6,リポサンテ
7,,13,ブリックアブラック,牡,3,>, 85,13,52,▲,*,佐藤翔馬,(美),高木登,ブリックスアンドモルタル,ブラックタイド,,ロイヤルチャージャー系,9,6,4中2,連,未勝利,芝,2000,重,,石田,55.0,△,11,51.8,6,0.6,6,14,13,16,16,37.89,36.6,2,カテドラルクォーツ
7,B,14,マルカベント,牡,4, , 89,10,58,,,小林脩斗,(美),浅利英明,ドレフォン,ディープインパクト,,ロイヤルチャージャー系,8,29,3新3,10,新発田城･1勝,ダ,1800,稍,B,小林,58.0,,14,274.2,11,2.9,15,15,15,15,15,38.50,38.6,6,ルーナディサングエ
8,,15,サフランルージュ,牝,3, ,101,5,53,,,木幡巧也,(美),室井潔,ワールドプレミア,グラスワンダー,,ロイヤルチャージャー系,8,1,2新3,3,燕特別･1勝,芝,2200,良,,木幡,53.0,,9,103.0,5,0.4,4,4,4,5,6,37.16,34.5,4,スイートオレンジ
8,,16,ベルウッドクレド,牡,3, ,104,2,55,,,大野拓弥,(美),辻哲英,シルバーステート,"Candy Ride",,ネイティヴダンサー系,8,1,2新3,13,燕特別･1勝,芝,2200,良,,大野,55.0,,8,44.5,6,0.5,9,2,2,4,4,37.05,34.9,10,スイートオレンジ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040709,2026.9.21,月,中山,4中7,9,鋸山特別,2勝,ダート,1800,,4,,,16,14:10,牝,定量,３上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,コンアフェット,牝,4, ,108,6,56,,*,丹内祐次,(美),斎藤誠,ルーラーシップ,ホワイトマズル,ネイティヴダンサー系,ニアークティック系,7,26,2新2,12,麒麟山特･2勝,ダ,1800,不,,斎藤,56.0,,4,7.3,10,1.2,6,7,6,7,6,37.65,37.4,10,モモンウールー
1,,2,ヴァズレーヌ,牝,5, ,112,4,56,,,小崎綾也,(美),嘉藤貴行,フリオーソ,クロフネ,ロイヤルチャージャー系,ニアークティック系,7,26,2新2,8,麒麟山特･2勝,ダ,1800,不,,小崎,56.0,,9,27.8,3,0.3,10,8,8,7,6,37.65,36.5,3,モモンウールー
2,,3,パースウェイド,牝,4, ,120,2,56,,,田辺裕信,(美),中舘英二,ナダル,ゴールドアリュール,,ロイヤルチャージャー系,7,26,2新2,14,麒麟山特･2勝,ダ,1800,不,,田辺,56.0,,6,10.4,2,0.2,5,5,5,4,4,37.50,36.7,4,モモンウールー
2,,4,エアトベーレ,牝,3,>,112,4,53,,,嶋田純次,(美),手塚貴久,レイデオロ,ディープインパクト,,ロイヤルチャージャー系,7,19,2福8,2,１勝ｸﾗｽ,ダ,1700,良,,嶋田,53.0,,1,3.6,1,-0.1,1,7,7,5,5,36.60,38.4,2,(ジーティーブラック)
3,,5,サファイアテソーロ,牝,3,>, 96,9,53,,,木幡巧也,(美),高木登,シニスターミニスター,クロフネ,ナスルーラ系,ニアークティック系,6,6,3東1,4,１勝ｸﾗｽ・牝,ダ,1600,良,,木幡,53.0,,13,116.8,1,-0.0,11,,,3,4,36.36,37.3,7,(エムノビアンカ)
3,,6,フィールオーサム,牝,4, ,126,1,56,,*,横山武史,(美),岩戸孝樹,ルヴァンスレーヴ,ブラックタイド,,ロイヤルチャージャー系,8,2,2新4,10,苗場特別･2勝,ダ,1800,良,,荻野,56.0,,1,4.0,2,0.3,6,2,2,2,2,37.15,38.4,5,ブレトワルダ
4,B,7,コパノエビータ,牝,5, , 92,12,56,,*,長浜鴻緒,(美),手塚貴久,ダノンレジェンド,ゴールドアリュール,,ロイヤルチャージャー系,8,30,3新4,9,両津湾特･2勝,ダ,1800,良,B,嶋田,56.0,,15,335.6,10,2.1,13,6,6,10,9,38.25,38.7,11,ビービーアジャイル
4,,8,カスバートテソーロ,牝,4, , 94,10,56,,*,原優介,(美),畠山吉宏,ゴールドアクター,Shirocco,,その他のエクリプス系,8,23,2札2,3,WASJ第３･2勝,ダ,1700,良,,ナレ,56.0,,10,12.1,10,1.7,10,10,8,6,11,37.20,38.6,11,マーシヴィガラス
5,,9,ルージュマローネ,牝,4, , 88,15,56,,*,佐々木大,(美),栗田徹,ダイワメジャー,カジノドライヴ,ロイヤルチャージャー系,ナスルーラ系,8,29,2札3,6,千歳特別･2勝,ダ,1700,稍,,鮫島,56.0,,9,137.4,12,3.4,12,12,12,12,12,37.69,38.4,11,オンザムービー
5,,10,ヴァリオーサ,牝,4, , 90,14,56,,*,大野拓弥,(美),新開幸一,エピファネイア,"Crocker Road",,,5,24,2東A,2,国分寺Ｈ･2勝,芝,1800,良,,今村,51.0,,9,71.9,11,2.0,11,,9,11,11,36.55,35.0,9,フォルラニーニ
6,,11,ロイスター,牝,3, ,105,8,53,,*,西塚洸二,(栗),笹田和秀,キズナ,タートルボウル,,ニアークティック系,8,22,3名1,18,大府特別･2勝,ダ,1800,良,,角田,53.0,,3,6.1,12,2.5,11,12,9,8,7,37.20,40.6,12,ライノ
6,B,12,レーヴドレフォン,牝,5, , 92,12,56,,*,丸田恭介,(栗),橋田宜長,ドレフォン,オルフェーヴル,,,7,26,2新2,9,麒麟山特･2勝,ダ,1800,不,,今村,56.0,,15,118.3,11,1.5,15,13,12,11,11,37.85,37.3,9,モモンウールー
7,,13,セレーノ,牝,3,>,106,7,53,,*,丸山元気,(栗),高橋亮,モーリス,ディープインパクト,,ロイヤルチャージャー系,8,29,3名3,12,１勝ｸﾗｽ・牝,ダ,1800,稍,,永島,51.0,◇,2,3.2,1,-0.2,4,1,1,1,1,38.65,37.2,2,(クラテロス)
7,,14,ヴンダーバール,牝,3,>,119,3,53,,*,斎藤新,(美),斎藤誠,ナダル,オルフェーヴル,,,7,5,2福4,2,１勝ｸﾗｽ・牝,ダ,1700,良,,津村,53.0,,1,2.7,1,-1.1,2,2,2,1,1,36.38,38.3,1,(リポジノ)
8,B,15,ステラスプレンダー,牝,5, , 82,16,56,,*,ミシェル,(栗),石坂公一,ロードカナロア,"Equal Stripes",,,7,25,2名1,11,四日市特･2勝,ダ,1400,良,B,国分,56.0,,16,201.2,15,2.2,16,,,13,15,36.38,37.5,7,エブリーポッシブル
8,,16,ユーヴェリア,牝,5, , 93,11,56,,,国分恭介,(栗),中尾秀正,オルフェーヴル,ファルブラヴ,,ニアークティック系,7,18,2小7,2,熊本城特･2勝,ダ,1700,稍,,国分,56.0,,9,59.7,8,2.0,11,6,6,6,7,37.04,38.8,7,ワイドクリーガー
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040710,2026.9.21,月,中山,4中7,10,２００６メモリアルディープインパクトカップ,2勝,芝,1600,C,3,,,16,14:50,,定量,３上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,フミサウンド,牡,6, , 96,7,58,,*,三浦皇成,(美),鹿戸雄一,ジャスタウェイ,"Redoute's Choice",,ニアークティック系,8,30,2札4,6,ＨＢＣＨ･2勝,芝,1200,良,,大野,55.0,,14,79.2,8,0.7,15,,,6,6,34.70,35.1,9,サトノワーグナー
2,,2,レッドレナート,牡,5, ,102,5,58,,*,横山和生,(美),手塚貴徳,レッドファルクス,ダイワメジャー,,ロイヤルチャージャー系,5,30,2東B,4,葉山特別･2勝,芝,1600,良,,長浜,58.0,,8,75.7,8,1.3,7,,,3,3,35.64,34.3,10,ミッキーソルジャー
3,,3,ジャルディニエ,牝,4, , 92,10,56,,*,斎藤新,(栗),奥村豊,アドマイヤマーズ,"Wildcat Heir",,ニアークティック系,9,6,2札6,9,ＨＴＢ賞･2勝,芝,1800,良,,和田,56.0,,11,101.8,12,1.4,14,12,12,13,14,36.90,36.3,10,ハヤブササキチャン
4,,4,エリム,牝,6, , 94,9,56,,,原田和真,(美),上原博之,ダイワメジャー,Kalatos,ロイヤルチャージャー系,ナスルーラ系,9,12,4中3,8,御宿特別･2勝,芝,1600,重,,原田,56.0,,13,164.2,6,0.9,13,,11,9,9,36.24,35.1,7,ロケベンドラ
5,,5,デイトナチャンプ,牡,3,>,113,2,56,,*,横山武史,(美),加藤征弘,インディチャンプ,ジャングルポケット,,ナスルーラ系,7,26,1札2,11,１勝ｸﾗｽ,芝,1500,良,,武豊,55.0,,1,1.6,1,-0.1,1,,4,4,4,35.60,34.5,4,(ナハトナナレオン)
6,,6,セブンマイスター,牡,5, ,107,4,58,,*,佐々木大,(美),千葉直人,ドレフォン,メイショウサムソン,,ニアークティック系,8,23,3名2,10,有松特別･2勝,芝,1600,良,,団野,58.0,,6,16.3,10,0.5,9,,8,8,8,35.64,33.8,5,ビップディラン
6,,7,アロンソア,牡,3, , 98,6,56,,*,川又賢治,(栗),牧田和弥,インディチャンプ,バゴ,,ナスルーラ系,8,23,3名2,9,有松特別･2勝,芝,1600,良,,鮫島,55.0,,5,10.5,12,0.8,5,,11,12,12,35.76,33.9,8,ビップディラン
7,B,8,ロゼル,牡,6, , 95,8,58,,,丸山元気,(美),大和田成,シルバーステート,タイキシャトル,,ロイヤルチャージャー系,7,5,2福4,3,白河特別･2勝,芝,1800,良,,丸山,58.0,,10,100.8,8,1.5,9,3,3,5,7,36.35,36.2,11,ベストミーエヴァー
7,,9,アルデトップガン,牡,3, ,110,3,56,,,丹内祐次,(美),田中剛,ナダル,ゴールドアリュール,,ロイヤルチャージャー系,7,26,1札2,11,羊ヶ丘Ｈ･2勝,芝,1500,良,,丹内,55.0,,3,5.2,3,0.5,5,,6,8,7,36.27,34.0,1,ワタシマツワ
8,,10,サヴァビアン,牡,8, , 85,11,58,,*,菊沢一樹,(美),新開幸一,カレンブラックヒル,フサイチコンコルド,,ニアークティック系,8,29,3名3,6,桑名特別･2勝,芝,1400,良,,秋山,58.0,,14,342.5,13,1.4,14,,,14,14,35.70,33.4,7,トライアンフパス
8,,11,プリムツァール,牝,4, ,127,1,56,,*,田辺裕信,(美),蛯名正義,イスラボニータ,Footstepsinthesand,,ニアークティック系,4,5,3中4,8,２勝ｸﾗｽ,芝,1600,稍,,横山,56.0,,1,2.4,2,0.4,3,,2,2,3,36.06,34.9,4,リバーバレイト
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040711,2026.9.21,月,中山,4中7,11,JRAアニバーサリーＳ,3勝,ダート,1800,,4,,,16,15:30,,ﾊﾝﾃﾞ,３上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,マーシヴィガラス,牡,6,>, 94,13,54,,*,佐々木大,(美),的場均,ネロ,ホワイトマズル,,ニアークティック系,8,23,2札2,4,WASJ第３･2勝,ダ,1700,良,B,岩田,58.0,,12,86.5,1,-0.3,12,3,3,3,3,36.76,37.7,4,(ローズマイスター)
1,,2,キョウエイフロイデ,牝,5, ,113,3,54,,*,原優介,(美),中川公成,サトノクラウン,マンハッタンカフェ,,ロイヤルチャージャー系,6,13,3東3,3,夏至Ｓ･3勝,ダ,1600,稍,,三浦,56.0,,5,9.9,4,0.4,4,,,13,13,36.30,34.5,3,ルヴァレドクール
2,,3,ディーズゴールド,牡,4,>,108,4,55,,*,津村明秀,(美),中舘英二,リオンディーズ,ディープインパクト,,ロイヤルチャージャー系,7,4,2福3,6,横手特別･2勝,ダ,1700,稍,,坂井,58.0,,1,2.7,1,-0.2,1,2,2,2,2,36.38,36.7,1,(ユイノマチブセ)
2,,4,グレイテストソング,牡,4, , 95,11,54,,*,国分恭介,(美),小笠倫弘,モズアスコット,ハーツクライ,,ロイヤルチャージャー系,6,6,3東1,9,麦秋ＳＨ･3勝,ダ,1400,良,,長浜,55.0,,15,223.7,9,1.2,6,,,10,10,36.23,35.9,10,メリディアンスター
3,,5,サノノワンダー,牡,4, ,101,7,55,,*,田辺裕信,(美),栗田徹,ヘニーヒューズ,キングヘイロー,,ニアークティック系,5,30,3京B,6,桃山ＳＨ･3勝,ダ,1800,良,,高杉,55.0,,6,14.5,15,2.3,7,15,14,12,12,38.45,36.8,15,テーオーマルコーニ
3,,6,タンゴバイラリン,セ,5, , 93,15,54,,*,原田和真,(美),栗田徹,イスラボニータ,"Smart Strike",,ネイティヴダンサー系,5,24,2東A,7,丹沢ＳＨ･3勝,ダ,2100,稍,,原優,54.0,,11,49.9,14,1.8,4,12,13,12,11,38.68,36.3,11,ギュルヴィ
4,,7,オレデイイノカ,牡,8, , 95,11,52,,*,内田博幸,(美),古賀慎明,サウスヴィグラス,ダイワメジャー,ネイティヴダンサー系,ロイヤルチャージャー系,8,1,2新3,8,柳都ＳＨ･3勝,ダ,1800,稍,,松岡,53.0,,15,205.5,11,1.6,11,7,8,7,7,37.90,38.8,11,レイバックスピン
4,,8,ブロッケンボウ,牡,5, ,102,6,55,,*,ミシェル,(美),松永康利,タリスマニック,ゼンノロブロイ,,ロイヤルチャージャー系,5,17,2東7,5,六社Ｓ･3勝,芝,2400,稍,,三浦,58.0,,6,15.3,11,2.9,12,1,1,1,1,36.47,39.8,11,ラスカンブレス
5,B,9,ラオラシオン,セ,5, , 97,10,55,,,斎藤新,(美),斎藤誠,クリエイター2,ゼンノロブロイ,,ロイヤルチャージャー系,5,30,3京B,8,桃山ＳＨ･3勝,ダ,1800,良,B,斎藤,56.0,,13,72.3,10,1.3,12,6,5,4,5,38.15,36.4,12,テーオーマルコーニ
5,,10,ブルータス,牡,4, ,105,5,56,,*,石橋脩,(美),高柳瑞樹,リオンディーズ,エンパイアメーカー,,ネイティヴダンサー系,8,1,2新3,34,柳都ＳＨ･3勝,ダ,1800,稍,,荻野,56.0,,5,6.7,14,2.5,3,11,11,7,7,37.95,39.6,15,レイバックスピン
6,,11,ダカラフェスティヴ,牝,4, ,100,8,53,,*,長浜鴻緒,(美),奥平雅士,ミッキーグローリー,キングカメハメハ,,ネイティヴダンサー系,7,12,2福6,7,天の川Ｓ･3勝,ダ,1700,稍,,戸崎,56.0,,7,21.0,7,2.0,5,11,11,11,10,37.04,37.2,5,ドバイブルース
6,,12,リフレックス,牡,3, ,120,1,54,,,三浦皇成,(美),金成貴史,モーニン,ゼンノロブロイ,,ロイヤルチャージャー系,7,12,2福6,2,天の川Ｓ･3勝,ダ,1700,稍,,三浦,55.0,,1,3.0,2,0.7,2,3,3,3,3,36.38,37.1,4,ドバイブルース
7,,13,ハッスルダンク,セ,6, , 89,16,54,,,江田照男,(美),中川公成,ダンカーク,カジノドライヴ,,ナスルーラ系,7,12,2福6,18,天の川Ｓ･3勝,ダ,1700,稍,,江田,58.0,,10,87.4,9,2.1,8,8,8,9,9,36.76,37.8,8,ドバイブルース
7,,14,レディーフランシス,牝,4, , 98,9,53,,*,大野拓弥,(美),和田勇介,オルフェーヴル,ウォーエンブレム,,ネイティヴダンサー系,5,10,2東6,16,立夏ＳＨ･3勝,ダ,1600,良,,横山,53.0,,7,17.3,12,1.7,11,,,14,13,36.90,36.5,8,ルージュスタニング
8,B,15,ゲキザル,牡,7, ,116,2,55,,,小林脩斗,(美),青木孝文,ザファクター,アフリート,,ネイティヴダンサー系,8,15,1札7,5,報知杯Ｈ･3勝,ダ,1700,良,B,小林,55.0,,6,11.9,2,0.2,7,8,9,8,8,36.65,37.4,3,アイウィル
8,B,16,ルーラーリッチ,セ,6,>, 94,13,54,,,武藤雅,(美),小島茂之,ルーラーシップ,チチカステナンゴ,ネイティヴダンサー系,ナスルーラ系,8,16,2新8,2,瀬波温泉･2勝,ダ,1800,良,B,武藤,58.0,,13,94.3,1,-0.0,8,6,6,4,3,36.75,38.9,4,(コスモコンフェルマ)
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026092106040712,2026.9.21,月,中山,4中7,12,,1勝,ダート,1200,,2,,,16,16:10,,定量,３上
枠番,B,番,馬名S,性別,年齢,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,キイチムーブメント,セ,3,>, 83,15,56,,,原優介,(美),青木孝文,エスポワールシチー,ディープスカイ,,ロイヤルチャージャー系,8,5,船橋,6,ナティ,ダ,1600,良,,原優,56.0,,3,,1,-0.2,,5,5,4,4,,----,,(ウィゾマニア)
1,,2,ロードストラダーレ,牡,3, , 99,6,56,,,丸田恭介,(美),本間忍,ロードカナロア,Tiznow,,マンノウォー系,8,1,2新3,15,１勝ｸﾗｽ,芝,1200,良,,丸田,56.0,,8,28.0,17,1.9,14,,,5,5,34.30,35.8,17,カガラプンツェル
2,B,3,フュルスティン,牝,3, ,102,4,51,▲,*,上里直汰,(美),加藤士津,ダノンキングリー,クロフネ,,ニアークティック系,8,2,2新4,19,１勝ｸﾗｽ・牝,ダ,1200,良,B,菊沢,54.0,,4,11.4,9,0.7,6,,,10,9,35.00,37.8,5,レディサン
2,,4,デルマエアロール,牝,4, , 95,8,56,,*,ミシェル,(美),大和田成,マインドユアビスケッツ,オルフェーヴル,,,8,1,2新3,12,１勝ｸﾗｽ,ダ,1200,稍,,佐藤,53.0,▲,11,109.5,11,1.7,10,,,3,3,35.30,38.5,13,フィールマイプラン
3,,5,アレーティア,牝,4, , 96,7,53,▲,*,佐藤翔馬,(美),上原博之,ブリックスアンドモルタル,ネオユニヴァース,,ロイヤルチャージャー系,8,8,2新5,7,１勝ｸﾗｽ・牝,ダ,1800,良,,石田,53.0,▲,11,39.5,12,1.8,8,6,6,6,6,37.40,40.6,10,リバースザトレンド
3,,6,カシノリアーナ,牝,3, , 83,15,51,▲,*,遠藤汰月,(美),天間昭一,サトノクラウン,ダイワメジャー,,ロイヤルチャージャー系,8,29,3新3,8,１勝ｸﾗｽ,芝,1400,稍,,佐藤,50.0,▲,16,321.4,18,2.4,8,,,17,17,35.93,36.0,12,ライネリーベ
4,,7,アルマグラース,牝,4, , 86,14,56,,*,武藤雅,(美),水野貴広,スワーヴリチャード,バンブーエール,,ネイティヴダンサー系,8,23,3新2,22,１勝ｸﾗｽ,芝,1000,良,,嶋田,56.0,,16,286.8,12,0.8,17,,,,14,35.40,32.7,4,パーティーガール
4,,8,ホウオウガイア,牝,4, , 90,12,56,,*,丹内祐次,(美),大竹正博,シルバーステート,フレンチデピュティ,,ニアークティック系,7,26,2新2,6,１勝ｸﾗｽ,芝,1000,不,,田口,56.0,,10,33.5,14,1.7,5,,,,13,35.40,35.4,9,パレスドフィーヌ
