レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010301,2026.6.20,土,函館,1函3,1,,未勝利,芝,1200,A,2,良(暫定),曇(暫定),16,9:50,,馬齢,３歳
5,,10,カンフージョン,牡,3,16,113.6, ,93,16,57,,*,小沢大仁,(栗),吉村圭司,Frosted,Pioneerof the Nile,,ネイティヴダンサー系,4,19,1福4,8,未勝利,ダ,1150,良,B,川又,57,,10,38.9,13,1.4,8,,,9,9,35.02,38.3,11,ヨドノティアラ
6,,11,テリオスルミ,牝,3,8,31, ,105,5,52,▲,,遠藤汰月,(美),高柳瑞樹,サトノダイヤモンド,タニノギムレット,,ロイヤルチャージャー系,6,13,1函1,16,未勝利,芝,1200,稍,,遠藤,52,▲,--,,外,----,,,,,,,----,,ディーズメンフィス
6,,12,ブレッティレディ,牝,3,14,77.8, ,98,12,55,,,横山琉人,(栗),高橋一哉,シュヴァルグラン,ディープブリランテ,,ロイヤルチャージャー系,4,25,1福5,8,未勝利,芝,1200,良,,横山,55,,9,63.2,5,1,4,,,10,9,34.9,34.8,4,フィラーエ
7,,13,グランフィエルテ,牝,3,10,32.7, ,105,5,53,△,,柴田裕一,(栗),吉田直弘,イスラボニータ,フォーティナイナーズサン,,ネイティヴダンサー系,4,26,3京2,初,未勝利・牝,ダ,1200,良,,柴田,53,△,4,6,7,2.1,12,,,6,7,35.7,38.3,12,ツァレヴナ
7,,14,ミスチヴマリアンヌ,牝,3,11,47.3, ,98,12,55,,*,佐々木大,(美),小野次郎,ミスチヴィアスアレックス,ダイワメジャー,,ロイヤルチャージャー系,4,19,1福4,16,未勝利,芝,1200,良,,上里,52,▲,13,76.3,6,0.5,4,,,5,3,34.3,34.6,11,リラベガ
8,,15,ウインドトリック,牡,3,7,22.7, ,101,10,54,▲,*,和田陽希,(栗),鈴木孝志,エイシンヒカリ,ローレルゲレイロ,,ニアークティック系,3,29,1名6,4,未勝利,芝,1200,良,,高杉,57,,5,12.4,15,1.9,3,,,12,12,35.4,35.3,13,メローネ
8,,16,ブルーエ,牝,3,4,5.8, ,120,1,55,,*,横山和生,(美),田村康仁,トーセンレーヴ,Galileo,,ニアークティック系,4,26,1福6,2,未勝利・牝,芝,1200,良,,杉原,55,,1,2.5,3,0.1,4,,,5,4,35.2,34.1,3,カレンデュラ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010302,2026.6.20,土,函館,1函3,2,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),14,10:20,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,ウォータースパウト,牝,3,7,19.1, ,106,5,55,,*,国分恭介,(美),小笠倫弘,ルヴァンスレーヴ,ハーツクライ,,ロイヤルチャージャー系,5,3,2東4,2,未勝利・牝,ダ,1600,稍,B,高杉,55,,6,11.4,9,1.4,2,,,4,2,36.6,39.1,12,ブルーサーマル
2,,2,ティナンヴァランタ,牝,3,9,33.1, ,104,9,55,,*,古川吉洋,(美),森一誠,ニューイヤーズデイ,ハービンジャー,,ニアークティック系,4,18,1福3,3,未勝利,ダ,1700,良,B,石神,52,▲,4,12.4,9,2.1,6,6,6,6,8,38.56,38.7,11,アンティーム
3,,3,アンミックス,牝,3,4,9.9, ,109,4,55,,,斎藤新,(栗),高柳大輔,パイロ,ヨハネスブルグ,ナスルーラ系,ニアークティック系,6,13,1函1,9,未勝利・牝,ダ,1700,稍,,斎藤,55,,10,32.2,2,0.2,11,2,2,2,1,36.44,38.8,4,ビーチイン
3,,4,サチノブーケ,牝,3,13,135.3, ,83,14,52,▲,*,和田陽希,(栗),加藤公太,トビーズコーナー,ネオユニヴァース,その他のエクリプス系,ロイヤルチャージャー系,6,14,1函2,9,未勝利,ダ,1000,良,,鷲頭,53,△,11,139.4,11,3.2,12,,,9,10,35.7,38,11,ライトニングロッド
4,,5,ダリアフレイバー,牝,3,10,43.2, ,96,10,53,△,*,舟山瑠泉,(栗),河嶋宏樹,ルヴァンスレーヴ,スウェプトオーヴァーボード,,ネイティヴダンサー系,4,18,2阪7,14,未勝利・牝,ダ,1800,良,,鮫島,55,,11,92.1,8,1.5,10,12,11,8,7,38.9,38.4,6,アグレイビューティ
4,,6,エーデルハイ,牝,3,12,113.5, ,93,11,54,☆,*,長浜鴻緒,(美),天間昭一,シャンハイボビー,マーベラスサンデー,,ロイヤルチャージャー系,5,30,2東B,3,未勝利,ダ,1400,良,,津村,55,,13,177.2,9,1.1,5,,,11,10,38.03,37.3,6,コウユーニポポニコ
5,,7,コイタマチャン,牝,3,1,3.3, ,120,3,55,,*,武豊,(栗),宮本博,シャンハイボビー,サクラバクシンオー,,ナスルーラ系,5,3,3京4,2,未勝利・牝,ダ,1800,稍,,松山,55,,3,6.5,2,0.5,3,1,1,1,1,37.6,39,6,レザーアンドレース
5,,8,ギンケイ,牝,3,2,3.4, ,125,2,55,,*,横山琉人,(美),中川公成,ルヴァンスレーヴ,サウスヴィグラス,,ネイティヴダンサー系,4,19,3中8,2,未勝利・牝,ダ,1800,良,,荻野,55,,1,1.5,2,0,1,3,3,3,3,38.55,37.8,1,ナムラハリス
6,,9,キトゥンズラスター,牝,3,8,28.5, ,91,12,55,,,小沢大仁,(栗),橋口慎介,モーリス,ディープインパクト,,ロイヤルチャージャー系,4,19,1福4,11,未勝利,芝,2000,良,,小沢,55,,10,29.4,12,2.1,5,6,6,10,13,36.34,37.5,14,グラスベルグ
6,,10,ストリートクイーン,牝,3,5,16.6, ,106,5,55,,*,横山武史,(栗),高橋一哉,ルヴァンスレーヴ,アドマイヤムーン,,ネイティヴダンサー系,5,3,3京4,2,未勝利・牝,ダ,1400,稍,,松山,55,,4,7.3,7,1.5,1,,,8,8,36.15,37.3,6,ピカラ
7,,11,マーゴットクリュグ,牝,3,11,58.8, ,105,8,55,,*,松本大輝,(栗),小林真也,ゴールドドリーム,ワイルドラッシュ,,ニアークティック系,5,3,3京4,9,未勝利・牝,ダ,1400,稍,,秋山,55,,6,26.6,8,1.6,6,,,3,3,35.55,38.2,11,ピカラ
7,,12,サラサチャチャチャ,牝,3,3,3.7, ,128,1,55,,*,丹内祐次,(美),田中剛,ダノンスマッシュ,High Yield,,ニアークティック系,3,29,3中2,4,未勝利・牝,ダ,1800,稍,,江田,55,,1,2,2,0.3,1,6,7,5,4,38.45,38.8,1,クイーンズホリデー
8,,13,ソルトバーン,牝,3,14,187, ,88,13,51,★,*,河原田菜,(美),和田雄二,ノーブルミッション,Mizzen Mast,,ナスルーラ系,2,28,2中1,2,未勝利,ダ,1800,重,,柴田,55,,10,173.7,10,3.9,11,6,6,4,7,37.95,42.8,11,インディヴァイン
8,,14,フローレスカラーズ,牝,3,6,18.9, ,106,5,52,▲,*,小林美駒,(美),高木登,ダノンレジェンド,スペシャルウィーク,,ロイヤルチャージャー系,5,31,2東C,11,未勝利・牝,ダ,1600,良,,佐藤,52,▲,11,119.9,3,1.2,11,,,3,3,36.96,38.6,7,エフハリスト
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010303,2026.6.20,土,函館,1函3,3,,未勝利,芝,2000,A,4,良(暫定),曇(暫定),16,10:50,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ギオンバヤシ,牡,3,1,4.1, ,115,1,57,,,武豊,(栗),鈴木孝志,ミッキーアイル,エイシンフラッシュ,,,5,30,3京B,9,未勝利,芝,2400,良,,武豊,57,,4,7.6,3,0.6,5,15,14,12,9,37.03,34.8,1,シートゥサミット
1,,2,メイショウノヴァス,牡,3,7,11.2, ,107,4,57,,*,小沢大仁,(栗),大橋勇樹,ノーブルミッション,ディープインパクト,,ロイヤルチャージャー系,5,24,3京A,16,未勝利,芝,1600,良,,田口,57,,5,9.5,7,0.7,6,,,13,9,35.16,35,2,ハヤブササキチャン
2,B,3,ヒルノボローニャ,セ,3,5,10.6, ,101,9,57,,,横山和生,(栗),昆貢,アメリカンペイトリオット,ドゥラメンテ,,,1,25,1京9,初,新馬,芝,1600,良,,横山,57,,6,12.5,10,0.9,10,,,16,16,37.32,34.6,1,ペイジャー
2,,4,アームアンフルール,牡,3,13,50.8, ,97,11,54,▲,*,小林美駒,(美),本間忍,モーリス,ハービンジャー,,ニアークティック系,5,24,2東A,3,未勝利,ダ,1600,稍,,木幡,57,,10,71,11,2.3,9,,,5,4,36.3,39.7,13,コパノエイダン
3,,5,デイズインザサン,牝,3,15,132.8, ,92,14,52,▲,*,大久保友,(美),小野次郎,シルバーステート,ダンスインザダーク,,ロイヤルチャージャー系,5,17,2東8,13,未勝利,芝,1800,良,,吉田,55,,14,351.2,9,1,7,,4,8,8,36.85,34.4,13,クカイリモク
3,,6,ハヤブサブロー,牝,3,9,19, ,104,6,55,,,吉田隼人,(栗),高橋義忠,ハービンジャー,ゼンノロブロイ,ニアークティック系,ロイヤルチャージャー系,4,11,1福1,4,未勝利・牝,芝,1800,良,,吉田,55,,2,4.3,9,0.7,4,7,6,7,5,36.1,36.1,7,サフランルージュ
4,,7,ゴコウコイコイ,牝,3,11,23.6, ,95,12,55,,*,国分恭介,(美),栗田徹,ゴールドシップ,ロージズインメイ,,ロイヤルチャージャー系,5,23,1新7,4,未勝利,芝,2400,稍,,小林,52,▲,9,43,8,1.7,9,15,15,15,13,37.9,35.7,4,パーヴォ
4,,8,インタノン,牡,3,3,6, ,109,3,57,,*,佐々木大,(美),堀宣行,キタサンブラック,タイキシャトル,,ロイヤルチャージャー系,5,30,2東B,16,未勝利,芝,2400,良,,レー,57,,1,2.1,6,0.9,5,8,9,9,10,36.93,34.7,5,ゴンファロニエーレ
5,,9,スチョウプリンセス,牝,3,14,87.8, ,91,15,55,,*,松本大輝,(美),的場均,モズアスコット,オレハマッテルゼ,,ロイヤルチャージャー系,5,16,2東7,9,未勝利,芝,1400,良,,的場,55,,14,164.8,14,1.9,18,,,18,18,36.45,33.6,1,エラルディーク
5,,10,ジャケットポケット,牡,3,4,10.1, ,104,6,57,,*,岩田康誠,(美),奥村武,レイデオロ,クロフネ,,ニアークティック系,5,23,2東9,5,未勝利,芝,2000,良,,石川,57,,3,5.8,10,1,3,,4,7,7,37.37,34.4,9,ボニープリンス
6,,11,ザタイムハズカム,牝,3,8,12.8, ,103,8,55,,*,北村友一,(栗),福永祐一,キタサンブラック,Diamond Green,,,4,4,2阪3,2,未勝利・牝,ダ,1800,稍,,川田,55,,3,10.4,13,4,6,3,3,4,4,38.75,40.7,15,ペトリコール
6,,12,ヤクジョ,牡,3,10,21.6, ,107,4,54,▲,*,石田拓郎,(美),松永康利,リアルスティール,ケープブランコ,,,2,22,1小A,2,未勝利,芝,2000,良,,石神,54,▲,5,9.4,4,0.8,12,12,12,11,9,36.64,35.8,2,エイシンイグニース
7,,13,スリールーディカ,牝,3,16,165, ,91,15,53,△,*,柴田裕一,(栗),橋田宜長,Saxon Warrior,Due Diligence,,,5,10,3京6,7,未勝利,芝,2000,良,,丹内,55,,9,24.1,10,1.4,6,9,9,10,10,36.26,36,7,アトレッタ
7,,14,マコトアディントン,牡,3,2,5.5, ,111,2,57,,*,丹内祐次,(栗),前川恭子,オルフェーヴル,ストーミングホーム,,ネイティヴダンサー系,5,9,1新3,3,未勝利,芝,2000,良,,斎藤,57,,3,4.9,5,0.3,3,13,14,14,14,39.09,35.6,1,タイキアロハ
8,B,15,ラインクインビー,牝,3,12,30, ,93,13,55,,*,古川吉洋,(美),水野貴広,スワーヴリチャード,ネオユニヴァース,,ロイヤルチャージャー系,5,23,2東9,3,未勝利,芝,2000,良,,木幡,55,,12,248.1,14,1.7,10,,12,9,10,37.5,34.8,13,ボニープリンス
8,B,16,ウインポーシャ,牝,3,6,11.1, ,101,9,54,☆,,長浜鴻緒,(美),矢嶋大樹,リオンディーズ,ステイゴールド,,ロイヤルチャージャー系,5,17,1新6,4,未勝利・若,芝,2000,良,B,長浜,54,☆,3,4.8,16,3.7,2,1,2,2,2,36.39,40.7,16,レゼルフォート
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010304,2026.6.20,土,函館,1函3,4,,未勝利,ダート,1700,,4,良(暫定),曇(暫定),14,11:20,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,クッカユフラ,牝,3,9,14.3, ,112,2,55,,*,斎藤新,(美),池上昌和,マジェスティックウォリアー,ディープインパクト,,ロイヤルチャージャー系,5,10,1新4,4,未勝利・牝,ダ,1800,良,,丸山,55,,4,8,4,0.5,4,3,3,2,2,38.3,40.8,4,ヴァイヴァーイ
2,B,2,ニシノモリミチ,牡,3,1,4.1, ,110,3,57,,,横山武史,(美),高木登,ダノンプレミアム,ゴールドヘイロー,,ロイヤルチャージャー系,5,2,2東3,3,未勝利,ダ,2100,重,,横山,57,,1,3.1,7,1.3,3,2,1,1,1,38.12,38.8,8,リオンサーガ
3,,3,ミリオンアップ,牝,3,5,9.2, ,102,8,51,★,*,河原田菜,(栗),野中賢二,オルフェーヴル,ディープブリランテ,,ロイヤルチャージャー系,6,13,1函1,4,未勝利・牝,ダ,1700,稍,,荻野,55,,6,13.7,7,1.4,6,9,9,10,8,37.09,38.8,4,ビーチイン
3,,4,シバノパージャン,牡,3,12,43.4, ,94,10,57,,,小沢大仁,(栗),牧田和弥,シスキン,ネオユニヴァース,,ロイヤルチャージャー系,6,14,1函2,9,未勝利,芝,1200,良,,小沢,57,,14,212.1,11,1.2,8,,,4,4,34.2,35.5,14,カガラプンツェル
4,,5,テリオスリコ,牝,3,14,86, ,91,12,55,,,古川吉洋,(栗),松下武士,ルーラーシップ,ハーツクライ,ネイティヴダンサー系,ロイヤルチャージャー系,6,13,1函1,9,未勝利・牝,ダ,1700,稍,,古川,55,,14,241.2,8,1.5,13,14,14,10,10,37.09,38.9,6,ビーチイン
4,B,6,ブリスフルイヤー,牝,3,6,10.7, ,117,1,52,▲,,石田拓郎,(美),新開幸一,ニューイヤーズデイ,Square Eddie,,,5,10,1新4,3,未勝利・牝,ダ,1800,良,B,石田,52,▲,2,6,3,0.5,1,1,1,1,1,38.15,41.1,5,ヴァイヴァーイ
5,,7,セイカユウヒ,牡,3,11,29.5, ,93,11,57,,,丹内祐次,(美),石栗龍彦,グレーターロンドン,グラスワンダー,,ロイヤルチャージャー系,5,31,2東C,3,未勝利,ダ,1400,良,,丹内,57,,13,166.3,7,0.9,6,,,8,7,36.6,38.1,8,トワイライトビュー
5,,8,タイセイルビー,牝,3,10,16.4, ,110,3,55,,*,北村友一,(美),千葉直人,サトノダイヤモンド,Awesome Again,,ニアークティック系,6,6,3東1,3,未勝利・牝,ダ,1600,稍,,三浦,55,,3,9.3,5,1.3,5,,,12,10,37.08,38.2,5,ライトハウス
6,,9,ゴールデンダガー,牡,3,4,9, ,101,9,57,,*,横山和生,(美),中舘英二,フィエールマン,ロックオブジブラルタル,,ニアークティック系,5,17,2東8,4,未勝利,芝,2400,良,,岩田,57,,4,19.7,6,1,5,3,3,4,3,36.57,35.6,8,ウルフマン
6,,10,マツリダシリウス,牡,3,13,44.9, ,88,13,55,△,*,舟山瑠泉,(美),水野貴広,ウインバリアシオン,クロフネ,,ニアークティック系,4,4,3中3,11,未勝利,ダ,1800,稍,,武藤,57,,10,79.3,11,2.9,9,7,7,9,11,38.25,40.3,12,アビヤント
7,,11,ブレイズランナー,牡,3,2,6, ,106,7,56,☆,*,長浜鴻緒,(美),蛯名正義,アルアイン,ハービンジャー,,ニアークティック系,3,28,1名5,2,未勝利・若,ダ,1800,稍,,鷲頭,55,△,7,20.9,5,1.3,3,5,3,4,4,37.85,39.7,5,アスクドゥチャンプ
7,,12,ガーディアンテイル,牡,3,7,10.8, ,110,3,57,,,岩田康誠,(美),小手川準,クリソベリル,ジャングルポケット,,ナスルーラ系,4,19,3中8,2,未勝利,ダ,1800,良,,岩田,57,,5,8.6,4,2.2,1,3,3,3,3,37.3,41.1,7,ジューンセクレタ
8,,13,タガノシルフィー,牝,3,3,7.3, ,109,6,55,,*,浜中俊,(栗),石橋守,モーニン,アイルハヴアナザー,,ネイティヴダンサー系,5,16,3京7,2,未勝利・牝,ダ,1400,良,,角田,55,,3,5.7,6,1.5,8,,,8,9,36.6,37.7,6,ルージュバロン
8,,14,リベンジャー,牡,3,8,12.3, ,0,,57,,,国分恭介,(栗),柴田卓,シニスターミニスター,マジェスティックウォリアー,ナスルーラ系,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010305,2026.6.20,土,函館,1函3,5,,新馬,芝,1200,A,2,良(暫定),曇(暫定),16,12:10,牝,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ワイプユアアイズ,牝,2,6,27.3, ,0,,55,,,横山和生,(美),柄崎将寿,アドマイヤマーズ,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,2,イモージェン,牝,2,2,3.9, ,0,,55,,,北村友一,(栗),池添学,サリオス,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,ファサ,牝,2,3,5.2, ,0,,55,,,武豊,(栗),井上智史,Showcasing,Motivator,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,ラピッドテソーロ,牝,2,5,5.7, ,0,,55,,,丹内祐次,(美),畠山吉宏,キタサンブラック,Speightstown,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,セイウンコハルタ,牝,2,9,46.7, ,0,,54,☆,,長浜鴻緒,(美),柄崎将寿,リーチザクラウン,キンシャサノキセキ,ロイヤルチャージャー系,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,ソニックアイル,牝,2,4,5.3, ,0,,55,,,横山武史,(美),平岩大典,ミッキーアイル,ルーラーシップ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,7,タイガーストリート,牝,2,8,38, ,0,,55,,,小沢大仁,(栗),大橋勇樹,フィレンツェファイア,ストリートセンス,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,ショコラリーヴ,牝,2,10,55.5, ,0,,55,,,古川吉洋,(栗),宮徹,ファインニードル,ノヴェリスト,,その他のエクリプス系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,9,スノーウィスパー,牝,2,1,3.2, ,0,,55,,,佐々木大,(栗),須貝尚介,ニューイヤーズデイ,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,チカバリエンテ,牝,2,7,29.4, ,0,,52,▲,,小林美駒,(栗),藤野健太,シルバーステート,エンパイアメーカー,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010306,2026.6.20,土,函館,1函3,6,,新馬,ダート,1000,,2,良(暫定),曇(暫定),12,12:40,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,クラウスーラ,牝,2,1,4, ,0,,55,,,横山武史,(栗),小栗実,ニューイヤーズデイ,スクリーンヒーロー,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,デスティネーション,牝,2,8,19.5, ,0,,53,△,,舟山瑠泉,(栗),加藤公太,イスラボニータ,ロードカナロア,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,アースグリッパー,牝,2,2,4.3, ,0,,55,,,武豊,(栗),秋山真一,ヘニーヒューズ,ダノンシャンティ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
4,,4,ノリヤンモーニン,牡,2,6,12.4, ,0,,55,,,浜中俊,(栗),佐藤悠太,モーニン,キングカメハメハ,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
5,,5,イチゴワタアメ,牝,2,4,6.8, ,0,,52,▲,,小林美駒,(美),中舘英二,マテラスカイ,ハービンジャー,,ニアークティック系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,6,ベイビーブラザー,牡,2,9,21.2, ,0,,55,,,吉田隼人,(栗),安達昭夫,ホットロッドチャーリー,ハーツクライ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
6,,7,サンクレセント,牝,2,3,4.7, ,0,,55,,,丹内祐次,(美),伊藤圭三,ディスクリートキャット,サウスヴィグラス,,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,8,アークレオン,牡,2,10,36.9, ,0,,55,,,小沢大仁,(栗),高柳大輔,チュウワウィザード,フリオーソ,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
7,,9,ノヴァフォルス,牝,2,11,67, ,0,,52,▲,,遠藤汰月,(美),本間忍,スマートファルコン,ルーラーシップ,ロイヤルチャージャー系,ネイティヴダンサー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,10,ワイドウィンザー,牡,2,7,16.6, ,0,,55,,,斎藤新,(栗),西園翔太,ワイドファラオ,アドマイヤマックス,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
8,,11,カクシンゴールド,牡,2,5,7.3, ,0,,53,△,,柴田裕一,(栗),中竹和也,マテラスカイ,ステイゴールド,,ロイヤルチャージャー系,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026062002010307,2026.6.20,土,函館,1函3,7,,未勝利,芝,1800,A,4,良(暫定),曇(暫定),16,13:10,牝,馬齢,３歳
