レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026083001020401,2026.8.30,日,札幌,2札4,1,,未勝利,ダート,1700,,4,稍(暫定),晴(暫定),14,10:00,牝,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,B,1,タガノシルフィー,牝,3,4,8.0, ,119,1,55,,*,横山和生,(栗),石橋守,モーニン,アイルハヴアナザー,,ネイティヴダンサー系,8,2,1札4,3,未勝利・牝,ダ,1700,良,B,浜中,55.0,,1,2.5,2,0.9,2,1,1,1,1,36.22,40.3,10,ローゾフィア
2,,2,マーゴットクリュグ,牝,3,9,25.0, ,109,7,55,,,松本大輝,(栗),小林真也,ゴールドドリーム,ワイルドラッシュ,,ニアークティック系,8,8,1札5,4,未勝利・牝,ダ,1700,良,,松本,55.0,,5,10.6,2,0.9,3,4,5,4,3,37.09,38.8,3,ルージュボニート
3,,3,ゴーゴーエイミー,牝,3,12,79.5, ,104,9,55,,,斎藤新,(栗),東田明士,モーニン,ディープインパクト,,ロイヤルチャージャー系,11,16,4京4,3,未勝利*,ダ,1200,良,,斎藤,55.0,,9,30.6,8,1.9,10,,,2,2,35.30,39.3,14,カネコメブライト
3,B,4,テンレッドサン,牝,3,7,16.0, ,108,8,55,,*,横山武史,(栗),西園翔太,ヘニーヒューズ,メイショウサムソン,,ニアークティック系,8,16,1札8,7,未勝利・牝,ダ,1700,良,B,坂井,55.0,,3,4.7,4,0.8,2,4,4,4,3,37.31,38.9,6,プルーフリーディン
4,,5,サンセリテ,牝,3,6,11.9, , 98,13,55,,*,武豊,(美),鹿戸雄一,コントレイル,"Street Sense",,ネイティヴダンサー系,7,25,1札1,11,未勝利・牝,芝,1500,良,,舟山,54.0,☆,6,9.8,6,0.9,10,,13,12,10,36.00,34.8,2,フレッチャアズーラ
4,B,6,ビレッジルイーザ,牝,3,8,23.2, ,110,6,55,,*,丹内祐次,(美),伊藤圭三,ノーブルミッション,"Street Cry",,ネイティヴダンサー系,8,8,1札5,2,未勝利,ダ,1700,稍,B,岩田,55.0,,6,15.3,3,1.4,4,1,1,1,3,37.64,38.6,4,インタノン
5,,7,エリカビアリッツ,牝,3,3,7.0, ,118,2,55,,*,鮫島克駿,(美),堀宣行,キズナ,"War Front",,ニアークティック系,6,27,1函5,4,未勝利・牝,ダ,1700,重,,佐々,55.0,,2,2.7,4,0.4,1,3,3,4,3,36.82,37.1,5,プリンセスアツコ
5,,8,タガノラヴズワン,牝,3,11,72.9, ,104,9,52,▲,*,和田陽希,(栗),平田修,ヤマカツエース,ディープインパクト,,ロイヤルチャージャー系,7,11,2小5,4,未勝利,ダ,1700,良,,田山,53.0,△,5,7.6,10,1.5,6,10,10,9,8,37.42,39.8,9,ダイメイクマモト
6,B,9,セントピュアベース,牝,3,13,125.0, , 99,12,55,,*,荻野琢真,(栗),藤野健太,クリソベリル,スパイキュール,,ロイヤルチャージャー系,8,16,1札8,6,未勝利・牝,ダ,1700,良,B,舟山,54.0,☆,6,34.9,5,1.0,13,8,9,6,6,37.47,38.8,3,プルーフリーディン
6,,10,モンテパステル,牝,3,14,150.0, , 95,14,55,,*,古川吉洋,(栗),四位洋文,ルヴァンスレーヴ,Shackleford,,,7,4,2小3,初,未勝利・牝,ダ,1700,不,,富田,55.0,,8,31.4,13,3.6,7,15,14,14,13,37.80,38.9,11,アンティスマ
7,B,11,ウォータースパウト,牝,3,2,6.3, ,116,4,55,,,吉田隼人,(美),小笠倫弘,ルヴァンスレーヴ,ハーツクライ,,ロイヤルチャージャー系,8,16,1札8,5,未勝利・牝,ダ,1700,良,B,吉田,55.0,,5,12.5,2,0.1,4,5,4,4,3,37.31,38.2,2,プルーフリーディン
7,B,12,ブライトエンジェル,牝,3,1,2.4, ,116,4,55,,,川又賢治,(栗),角田晃一,コントレイル,ロードカナロア,,,8,16,1札8,5,未勝利,ダ,1700,良,B,川又,55.0,,6,13.6,2,0.1,10,4,4,2,1,37.75,37.2,2,アルジェンタム
8,B,13,ジーティービキニ,牝,3,5,8.5, ,117,3,52,▲,*,小林美駒,(栗),松下武士,キズナ,"Treasure Beach",,,8,8,1札5,4,未勝利・牝,ダ,1700,良,B,舟山,54.0,☆,2,4.7,4,1.7,2,2,3,2,2,36.98,39.8,7,ルージュボニート
8,,14,コイバナ,牝,3,10,40.7, ,104,9,55,,*,浜中俊,(栗),渡辺薫彦,モズアスコット,ルーラーシップ,,ネイティヴダンサー系,8,15,1札7,5,未勝利,ダ,2400,良,,和田,52.0,▲,5,10.8,3,0.9,6,2,2,2,3,38.70,39.8,3,モロノカガヤキ
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026083001020402,2026.8.30,日,札幌,2札4,2,,未勝利,芝,1200,B,2,稍(暫定),晴(暫定),16,10:30,,馬齢,２歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,アワードリームス,牝,2,10,111.9, ,102,6,55,,*,石川倭,(栗),中村直也,ミラアイトーン,Shamardal,,ニアークティック系,8,1,1札3,初,新馬,芝,1500,稍,,小林,52.0,▲,5,16.3,9,3.1,9,,2,2,2,36.73,38.4,11,ブルージェイ
2,,2,ヴィヴィアンリーチ,牝,2,6,31.7, , 99,8,55,,*,斎藤新,(栗),東田明士,タワーオブロンドン,トーセンジョーダン,,,7,25,1札1,6,未勝利*,芝,1200,良,,小林,52.0,▲,3,3.7,6,0.4,3,,,6,5,35.30,35.1,2,ヌーンベルク
3,,3,ショパンコンクール,牡,2,8,67.5, , 99,8,55,,*,丹内祐次,(美),岩戸孝樹,ミッキーアイル,ロードカナロア,,,8,8,1札5,3,未勝利*,芝,1500,稍,,横山,55.0,,4,9.3,11,1.1,10,,7,7,6,36.27,36.8,10,チカバリエンテ
3,,4,トスカ,牝,2,7,43.4, ,101,7,55,,,小沢大仁,(栗),杉山佳明,ヘニーヒューズ,スウェプトオーヴァーボード,,ネイティヴダンサー系,8,15,1札7,初,新馬,芝,1200,良,,小沢,55.0,,8,25.1,4,1.2,12,,,5,5,36.90,34.8,6,ジオパークカツキ
4,,5,ミハテヌユメ,牝,2,5,29.9, , 95,10,52,▲,*,小林美駒,(栗),前川恭子,カラヴァッジオ,ルーラーシップ,,ネイティヴダンサー系,6,27,1函5,初,新馬,芝,1200,稍,,斎藤,55.0,,4,6.9,7,1.4,3,,,2,4,34.80,36.4,7,アゴルディーノ
4,,6,キャンドル,牝,2,11,146.6, ,103,5,55,,*,横山琉人,(栗),清水久詞,デクラレーションオブウォー,ハーツクライ,,ロイヤルチャージャー系,8,15,1札7,初,新馬,芝,1200,良,,浜中,55.0,,3,4.7,10,1.8,2,,,2,2,36.60,35.7,12,ジオパークカツキ
5,,7,ゲームチェンジャー,牡,2,13,177.2, , 90,13,55,,,原田和真,(美),蛯名利弘,カレンブラックヒル,エピファネイア,,,8,15,1札7,初,新馬,芝,1200,良,,原田,55.0,,12,203.8,8,1.7,6,,,8,8,37.20,35.0,8,ジオパークカツキ
5,,8,アルテクィーン,牝,2,4,12.4, , 94,11,55,,,鮫島克駿,(栗),杉山晴紀,カラヴァッジオ,アドマイヤムーン,,ネイティヴダンサー系,7,19,1函C,2,函館２歳G3,芝,1200,重,,鮫島,55.0,,10,26.7,8,0.9,7,,,10,9,35.30,36.0,6,フェリチタ
6,,9,パーフェクトゲーム,牝,2,9,80.2, ,114,2,55,,,横山和生,(美),千葉直人,リアルスティール,Dubawi,,ネイティヴダンサー系,8,15,1札7,初,新馬,芝,1200,良,,横山,55.0,,2,4.5,2,0.6,7,,,2,2,36.60,34.5,2,ジオパークカツキ
6,,10,アスコットペスカ,牝,2,12,151.9, , 86,14,52,▲,,和田陽希,(栗),藤野健太,モズアスコット,キズナ,,,8,9,1札6,初,新馬・牝,芝,1500,良,,和田,52.0,▲,13,152.4,11,2.6,7,,5,7,8,36.40,37.2,11,ウィエダンド
7,,11,インサイドストーム,牝,2,14,303.8, , 93,12,55,,*,古川吉洋,(栗),緒方努,リアルインパクト,ハービンジャー,,ニアークティック系,8,9,1札6,初,新馬・牝,芝,1500,良,,斎藤,55.0,,12,112.3,9,1.9,11,,3,4,4,36.27,36.7,10,ウィエダンド
7,,12,ソニックアイル,牝,2,1,1.2, ,118,1,55,,,横山武史,(美),平岩大典,ミッキーアイル,ルーラーシップ,,ネイティヴダンサー系,6,20,1函3,初,新馬・牝,芝,1200,良,,横山,55.0,,2,3.6,2,0.2,9,,,5,3,35.60,33.6,1,イモージェン
8,,13,ギャルズマインド,牝,2,3,11.5, ,110,4,55,,,浜中俊,(栗),武幸四郎,ロードカナロア,"Dandy Man",,,8,1,1札3,初,新馬,芝,1500,稍,,浜中,55.0,,3,4.5,3,0.6,3,,4,4,4,36.80,35.8,3,ブルージェイ
8,,14,トーセンルルド,牝,2,2,8.2, ,113,3,55,,*,武豊,(美),杉浦宏昭,ハイランドリール,"Red Runner",,,7,25,1札1,3,未勝利*,芝,1200,良,,佐々,55.0,,4,4.1,2,0.0,2,,,2,2,34.80,35.2,3,ヌーンベルク
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026083001020403,2026.8.30,日,札幌,2札4,3,,未勝利,ダート,1700,,4,稍(暫定),晴(暫定),14,11:00,,馬齢,３歳
枠番,B,番,馬名S,性別,年齢,人気, 単勝,ZI印,ZI,ZI順,斤量,減M,替,騎手,所属,調教師,父,母父,父タイプ,母父タイプ,月,日,開催,前走間隔,ﾚｰｽ名･1走前,芝・ダ,距離,馬場状態,B,騎手,斤量,減,人気,単勝オッズ,着順,着差,マイニング順位,通過順1,2,3,4,Ave-3F,上り3F,上3F順位,1(2)着馬
1,,1,ペガサスウィンド,牝,3,6,12.2, ,114,2,55,,*,鮫島克駿,(栗),宮地貴稔,マインドユアビスケッツ,ハーツクライ,,ロイヤルチャージャー系,8,16,1札8,4,未勝利,ダ,1700,良,,坂井,55.0,,2,4.1,3,0.7,3,3,3,1,2,37.69,37.9,5,アルジェンタム
2,,2,サクセスブルー,牡,3,9,23.2, ,107,3,57,,*,丹内祐次,(美),秋本大介,レイデオロ,ハーツクライ,,ロイヤルチャージャー系,8,9,1札6,4,未勝利,ダ,1700,良,,舟山,56.0,☆,7,19.2,3,0.5,6,2,2,2,4,37.42,39.4,3,バンダムソレール
3,,3,ラスターヴァース,牝,3,7,12.8, ,102,6,54,☆,*,長浜鴻緒,(美),牧光二,サトノダイヤモンド,シンボリクリスエス,,ロイヤルチャージャー系,8,1,2新3,11,未勝利・牝,芝,2000,良,,武藤,55.0,,11,75.6,9,1.2,9,2,2,3,4,36.64,36.4,16,ジワタネホ
3,B,4,ポップアップ,セ,3,1,3.6, ,117,1,53,★,*,河原田菜,(栗),寺島良,ロジャーバローズ,ルーラーシップ,,ネイティヴダンサー系,8,15,1札7,4,未勝利,ダ,2400,良,B,佐々,57.0,,2,3.7,2,0.6,2,5,5,4,3,38.73,39.4,2,モロノカガヤキ
4,,5,デルマテイネ,牡,3,13,42.7, , 91,13,57,,*,的場勇人,(美),的場均,ストロングリターン,ハービンジャー,,ニアークティック系,7,26,2新2,7,未勝利,芝,1600,稍,,野中,57.0,,17,351.0,10,0.6,7,,,16,17,36.78,34.5,3,アドマイヤウルトラ
4,,6,ヨドノサファイア,牝,3,10,29.4, ,101,7,55,,*,石川倭,(美),稲垣幸雄,ジャスタウェイ,バゴ,,ナスルーラ系,8,2,1札4,2,未勝利・牝,ダ,1700,良,,横山,55.0,,9,43.8,6,1.2,14,5,4,5,5,36.93,39.3,4,ローゾフィア
5,B,7,チャーチルデュース,牡,3,2,4.7, , 98,9,57,,,武豊,(栗),松永幹夫,"Into Mischief","Medaglia d'Oro",,ニアークティック系,7,18,1函B,2,未勝利,ダ,1700,良,,武豊,57.0,,5,10.2,11,2.0,14,8,8,12,12,38.13,38.4,6,ホウオウライセンス
5,,8,サンエンジェルス,牝,3,11,33.9, ,100,8,55,,,浜中俊,(栗),谷潔,カリフォルニアクローム,ダイワメジャー,,ロイヤルチャージャー系,8,8,1札5,2,未勝利・牝,ダ,1700,良,,浜中,55.0,,8,12.2,6,1.9,10,13,13,13,12,37.75,38.6,2,ルージュボニート
6,,9,モンテール,セ,3,4,7.2, , 93,10,57,,*,斎藤新,(美),栗田徹,オルフェーヴル,"Gone West",,ネイティヴダンサー系,8,2,1札4,13,未勝利,芝,1500,良,,横山,57.0,,6,12.9,13,1.7,4,,4,6,10,36.00,37.0,12,エグジスタンス
6,,10,ミアエッテ,牡,3,3,7.1, , 92,11,57,,*,横山琉人,(美),田中剛,シルバーステート,アドマイヤムーン,,ネイティヴダンサー系,8,2,1札4,13,未勝利,芝,1500,良,,舟山,56.0,☆,11,58.5,12,1.7,7,,8,8,8,36.07,36.9,11,エグジスタンス
7,,11,ダンツアラーム,牝,3,12,42.7, , 92,11,55,,*,黛弘人,(栗),本田優,リアルスティール,ノヴェリスト,,その他のエクリプス系,8,8,1札5,2,未勝利・牝,芝,2000,稍,,和田,52.0,▲,13,77.9,10,1.6,14,14,14,15,12,36.73,36.7,4,ウインカトリーヌ
